0fb5fa4 0faf85b 0fc154c 0fbbd9a 0fb8716 
0fab7ed 0fa5044 0fb6f79 0fb107a 0fade2c 
0fa62c5 0f9fa80 0fb1993 0fab427 0fa87a5 
0fafb96 0fa945c 0fbb2b9 0fb4ec4 0fb2105 
0fa58e2 0f9f0a0 0fb1043 0fab05d 0fa7ec7 
0fac64a 0fa5eb2 0fb7ce8 0fb1506 0faead7 
0fab727 0fa4f85 0fb6e9c 0fb0f95 0fadd5d 
0fa610e 0f9f8dc 0fb17f0 0fab25b 0fa85e1 
0fafa69 0fa933f 0fbb193 0fb4d77 0fb1fba 
0fa5811 0f9efe3 0fb0f81 0faaf7c 0fa7de8 
0fac633 0fa5eb0 0fb7cfd 0fb14fd 0faeab9 
0fab641 0fa4eb0 0fb6dee 0fb0ec8 0fadc81 
0fa6136 0f9f905 0fb180f 0fab27e 0fa8608 
0fafa7d 0fa9350 0fbb1a5 0fb4da0 0fb1fe0 
0fa57fd 0f9efc3 0fb0f4a 0faaf78 0fa7de1 
0fac5b4 0fa5e2d 0fb7c5a 0fb1476 0faea41 
0fab6ee 0fa4f58 0fb6e81 0fb0f82 0fadd36 
0fa619b 0f9f974 0fb188a 0fab312 0fa868f 
0fafa54 0fa9339 0fbb185 0fb4d95 0fb1fdc 
0fa57ed 0f9efc3 0fb0f5e 0faaf7a 0fa7deb 
0fac5bb 0fa5e4d 0fb7c88 0fb1493 0faea55 
0fab67b 0fa4f05 0fb6e3d 0fb0f2f 0fadcc8 
0fa614e 0f9f944 0fb1855 0fab2d3 0fa8638 
0fafa1e 0fa9318 0fbb179 0fb4d6f 0fb1f93 
0fa57d3 0f9efb4 0fb0f4f 0faaf51 0fa7da8 
0fac4ef 0fa5d87 0fb7be0 0fb13d4 0fae97f 
0fab5b7 0fa4e40 0fb6d7f 0fb0e5c 0fadc05 
0fa610f 0f9f8fa 0fb1819 0fab282 0fa85fd 
0fafa1d 0fa9312 0fbb16b 0fb4d56 0fb1f97 
0fa574e 0f9ef2f 0fb0ecd 0faaed2 0fa7d4f 
0fac52b 0fa5dcd 0fb7c0a 0fb13e7 0fae9d2 
0fab5f4 0fa4e83 0fb6da5 0fb0e5b 0fadc39 
0fa6095 0f9f88e 0fb1792 0fab1c9 0fa8570 
0faf9e3 0fa92e5 0fbb144 0fb4ceb 0fb1f48 
0fa571c 0f9ef1c 0fb0ecf 0faae92 0fa7d09 
0fac3d3 0fa5c7f 0fb7aa5 0fb1250 0fae82d 
0fab47a 0fa4d19 0fb6b48 0fb0bad 0fad99b 
0fa6025 0f9f827 0fb1640 0fab024 0fa83dd 
0faf7e2 0fa90e7 0fbae3e 0fb49b0 0fb1c2e 
0fa5507 0f9ecf9 0fb0ba2 0faab42 0fa79e7 
0fac2af 0fa5b4d 0fb7879 0fb1013 0fae62f 
0fab3d8 0fa4c65 0fb6a73 0fb0af7 0fad909 
0fa5f00 0f9f6ec 0fb14d3 0faaeca 0fa82c4 
0faf7e3 0fa90d5 0fbade7 0fb4953 0fb1c27 
0fa5562 0f9ed4e 0fb0bcd 0faab54 0fa7a3d 
0fac364 0fa5c0a 0fb7925 0fb10a4 0fae6e8 
0fab4b7 0fa4d49 0fb6b60 0fb0bc2 0fad9e4 
0fa5ff2 0f9f7f9 0fb15f1 0faafc9 0fa83b5 
0faf9a8 0fa92ad 0fbafe5 0fb4b4c 0fb1dfe 
0fa58d7 0f9f0ba 0fb0fb0 0faaf43 0fa7e18 
0fac636 0fa5ed1 0fb7bd7 0fb1352 0fae998 
0fab817 0fa5091 0fb6e8a 0fb0ef7 0fadd2e 
0fa62fb 0f9fadd 0fb18aa 0fab2a0 0fa86b9 
0fafc16 0fa9503 0fbb20b 0fb4d88 0fb2064 
0fa5a90 0f9f26c 0fb10c1 0fab049 0fa7f5a 
0fac8f7 0fa6193 0fb7e94 0fb15fc 0faec6d 
0fabb85 0fa5400 0fb71eb 0fb1234 0fae09b 
0fa670b 0f9fef2 0fb1cc1 0fab67d 0fa8ab8 
0fb0088 0fa9979 0fbb696 0fb51cc 0fb24c8 
0fa5f34 0f9f724 0fb158a 0fab4d4 0fa83f2 
0facf43 0fa67db 0fb857b 0fb1cda 0faf34a 
0fac1f1 0fa5a63 0fb7935 0fb199c 0fae7ec 
0fa6da6 0fa0588 0fb2448 0fabe25 0fa9241 
0fb076a 0faa059 0fbbe60 0fb59c3 0fb2c9a 
0fa657e 0f9fd65 0fb1cad 0fabc31 0fa8b2e 
0fad396 0fa6c1d 0fb8a06 0fb2183 0faf7f1 
0fac50e 0fa5d7e 0fb7c50 0fb1cbf 0faeb18 
0fa7146 0fa090e 0fb27b8 0fac1b0 0fa95e8 
0fb0a18 0faa2e5 0fbc0e7 0fb5c48 0fb2f4d 
0fa6733 0f9ff00 0fb1d51 0fabc96 0fa8be5 
0fad498 0fa6d1a 0fb89e9 0fb2105 0faf7c6 
0fac755 0fa5fc3 0fb7d81 0fb1d87 0faec31 
0fa7285 0fa0a59 0fb27eb 0fac168 0fa95ec 
0fb0b96 0faa478 0fbc158 0fb5c4b 0fb2f9f 
0fa6a5e 0fa0239 0fb2069 0fabf89 0fa8ef1 
0fad7fa 0fa7085 0fb8d4b 0fb2446 0fafb30 
0fac9f5 0fa626b 0fb8038 0fb2022 0faeee6 
0fa7622 0fa0e0a 0fb2c31 0fac5b4 0fa9a2e 
0fb1046 0faa930 0fbc717 0fb621f 0fb354e 
0fa6f3a 0fa0718 0fb2649 0fac573 0fa94c7 
0fadd19 0fa75a5 0fb9372 0fb2a86 0fb014e 
0facefb 0fa676c 0fb8613 0fb261c 0faf4d6 
0fa7a49 0fa1227 0fb3096 0faca26 0fa9eb5 
0fb13b6 0faaca3 0fbca41 0fb6549 0fb38b4 
0fa7271 0fa0a4e 0fb2929 0fac864 0fa97e9 
0fadf9f 0fa7830 0fb95bd 0fb2cc1 0fb03be 
0fad259 0fa6ad6 0fb8958 0fb2946 0faf827 
0fa7cfb 0fa14db 0fb3337 0facca8 0faa16c 
0fb170c 0faaff8 0fbcd96 0fb6864 0fb3c09 
0fa755d 0fa0d39 0fb2c19 0facb1f 0fa9add 
0fae1ed 0fa7a7d 0fb97f8 0fb2eca 0fb061f 
0fad692 0fa6f0d 0fb8d67 0fb2d2a 0fafc73 
0fa8263 0fa1a40 0fb386f 0fad1bd 0faa6e2 
0fb1ca8 0fab592 0fbd2f4 0fb6da8 0fb41b3 
0fa7c10 0fa13e6 0fb328a 0fad185 0faa1a4 
0fae898 0fa8121 0fb9e62 0fb3524 0fb0ccf 
0fadce1 0fa7566 0fb9397 0fb3350 0fb02e2 
0fa876a 0fa1f4e 0fb3d75 0fad6c8 0faac1c 
0fb20c3 0fab9a7 0fbd6a5 0fb715a 0fb4589 
0fa7f26 0fa16f7 0fb34d9 0fad3bc 0faa409 
0faeb82 0fa8407 0fba07b 0fb36fc 0fb0efe 
0fadf5c 0fa77e7 0fb957d 0fb355f 0fb04de 
0fa8a9a 0fa226f 0fb4086 0fada6a 0faaf73 
0fb2457 0fabd41 0fbda96 0fb7630 0fb49e6 
0fa8271 0fa1a43 0fb38f7 0fad8e2 0faa8b0 
0faef01 0fa8775 0fba4f2 0fb3cfd 0fb1401 
0fae2be 0fa7b16 0fb99b9 0fb3aab 0fb0971 
0fa8c54 0fa23ed 0fb4285 0fadd18 0fab1ad 
0fb2601 0fabe93 0fbdc8f 0fb7862 0fb4bec 
0fa855f 0fa1cf3 0fb3c59 0fadc5e 0faabd0 
0faf152 0fa89bc 0fba7c2 0fb3fe0 0fb1681 
0fae617 0fa7e76 0fb9d6a 0fb3e54 0fb0ce0 
0fa8f63 0fa2730 0fb45f5 0fae085 0fab4dc 
0fb29e5 0fac2d8 0fbe0d9 0fb7cc8 0fb4ff4 
0fa882f 0fa2014 0fb3f49 0fadf90 0faaeaf 
0faf3ea 0fa8c6e 0fbaa45 0fb428a 0fb1903 
0fae861 0fa80ed 0fb9f9b 0fb409f 0fb0f28 
0fa8fba 0fa27a0 0fb464f 0fae119 0fab536 
0fb2987 0fac26e 0fbe06d 0fb7ca2 0fb4f7b 
0fa86f8 0fa1eef 0fb3d21 0fadd4f 0faac5c 
0faf208 0fa8ab6 0fba774 0fb3fb1 0fb160a 
0fae636 0fa7ed6 0fb9c98 0fb3da2 0fb0bdf 
0fa8d13 0fa2512 0fb42df 0fadd8c 0fab17f 
0fb27ae 0fac098 0fbdda0 0fb79b8 0fb4c97 
0fa8543 0fa1d1f 0fb3b99 0fadbe2 0faaac1 
0faefcd 0fa8860 0fba56d 0fb3da2 0fb13f8 
0fae3b9 0fa7c30 0fb9a38 0fb3b3a 0fb098c 
0fa8b83 0fa235d 0fb414a 0fadbec 0faaff4 
0fb2489 0fabd68 0fbda84 0fb7664 0fb4971 
0fa8296 0fa1a6e 0fb38d7 0fad8fa 0faa802 
0faee4c 0fa86c6 0fba458 0fb3c80 0fb12df 
0fae207 0fa7a67 0fb9952 0fb3a3c 0fb088d 
0fa8923 0fa20e6 0fb3fd1 0fada51 0faae5f 
0fb231a 0fabbd4 0fbd9e5 0fb75be 0fb48d0 
0fa8137 0fa18e0 0fb384a 0fad85e 0faa776 
0faeb59 0fa83ad 0fba1c2 0fb39bd 0fb1041 
0fadee4 0fa772e 0fb9635 0fb36fe 0fb057c 
0fa8608 0fa1db1 0fb3ca1 0fad722 0faab4a 
0fb1f6e 0fab81e 0fbd650 0fb721b 0fb453b 
0fa7d7a 0fa1520 0fb34a9 0fad4b2 0faa3d0 
0fae7d1 0fa8022 0fb9e58 0fb363a 0fb0cc4 
0fadce3 0fa7528 0fb9455 0fb34fb 0fb0379 
0fa83e4 0fa1b85 0fb3a9e 0fad4f7 0faa924 
0fb1dd4 0fab678 0fbd4c2 0fb7053 0fb438c 
0fa7c79 0fa1402 0fb3386 0fad378 0faa2b4 
0fae6b4 0fa7ef7 0fb9d1b 0fb34e8 0fb0b8f 
0fadc57 0fa7497 0fb93b1 0fb344d 0fb02d7 
0fa835e 0fa1ae5 0fb39e1 0fad44b 0faa882 
0fb1ce2 0fab57b 0fbd3c8 0fb6f69 0fb428e 
0fa7c88 0fa1418 0fb33a1 0fad38b 0faa2a5 
0fae65a 0fa7e94 0fb9cbe 0fb3477 0fb0b12 
0fadc15 0fa7449 0fb9354 0fb33d9 0fb026d 
0fa83ba 0fa1b5a 0fb3a64 0fad48f 0faa8ca 
0fb1dd1 0fab683 0fbd4ba 0fb700e 0fb4356 
0fa7d8c 0fa1522 0fb34a2 0fad45d 0faa39c 
0fae76c 0fa7fa9 0fb9dcf 0fb3555 0fb0c25 
0fadea6 0fa76ca 0fb95c2 0fb361b 0fb04f7 
0fa84b4 0fa1c4d 0fb3b28 0fad53b 0faa9ba 
0fb1f05 0fab7b7 0fbd5f0 0fb7113 0fb4491 
0fa7ded 0fa1590 0fb3515 0fad498 0faa404 
0fae759 0fa7f85 0fb9db5 0fb3506 0fb0c0f 
0fadee3 0fa7706 0fb9604 0fb3621 0fb0533 
0fa84f8 0fa1c88 0fb3b7b 0fad559 0faaa03 
0fb1feb 0fab898 0fbd6c3 0fb71c2 0fb457b 
0fa7f25 0fa16c2 0fb363e 0fad59c 0faa543 
0fae7b4 0fa7ffb 0fb9e0f 0fb353a 0fb0c82 
0fadd63 0fa75ad 0fb93ad 0fb3384 0fb02ce 
0fa82ad 0fa1a62 0fb3830 0fad1b0 0faa6a1 
0fb1d66 0fab61b 0fbd32a 0fb6de6 0fb41ed 
0fa7bc7 0fa137a 0fb31cd 0fad0f6 0faa0cf 
0fae48b 0fa7cf6 0fb99f0 0fb30d7 0fb0837 
0fadafb 0fa735a 0fb9169 0fb3131 0fb006c 
0fa800c 0fa17d1 0fb35b7 0facf4c 0faa434 
0fb1b8b 0fab451 0fbd15b 0fb6c1a 0fb401d 
0fa7ad9 0fa129b 0fb319e 0fad0f6 0faa0b0 
0fae402 0fa7c63 0fb9a4a 0fb315a 0fb08b7 
0fadd01 0fa7561 0fb941e 0fb342e 0fb035e 
0fa7ef9 0fa16b2 0fb3558 0facf22 0faa3f9 
0fb1d17 0fab5e2 0fbd3e6 0fb6ea3 0fb42a5 
0fa7881 0fa104d 0fb2f04 0face43 0fa9df2 
0fae004 0fa7870 0fb957a 0fb2c1e 0fb03bf 
0faddf7 0fa7672 0fb9447 0fb33ff 0fb0359 
0fa74b8 0fa0ca3 0fb2a72 0fac436 0fa98df 
0fb16e8 0faafa5 0fbccbf 0fb66e3 0fb3b5c 
0fa7942 0fa1132 0fb2f8b 0facec8 0fa9e7b 
0fad662 0fa6edc 0fb8bd5 0fb2280 0fafa30 
0fadcb3 0fa751d 0fb9315 0fb328b 0fb022f 
0fa746b 0fa0c52 0fb2a24 0fac3cd 0fa9898 
0fb15b4 0faae76 0fbcb93 0fb6592 0fb3a2f 
0fa7788 0fa0f6c 0fb2db8 0facce4 0fa9cb8 
0fad556 0fa6dc1 0fb8abc 0fb214c 0faf910 
0fadbe2 0fa7454 0fb922a 0fb318e 0fb0139 
0fa72ab 0fa0a9c 0fb2869 0fac201 0fa96d4 
0fb1497 0faad5b 0fbca81 0fb6474 0fb391d 
0fa75cd 0fa0db7 0fb2c07 0facb25 0fa9b07 
0fad2f0 0fa6b7d 0fb8885 0fb1efc 0faf6cb 
0fada25 0fa72a8 0fb9096 0fb2fdd 0faff98 
0fa717e 0fa097e 0fb273b 0fac0c1 0fa95ad 
0fb13c0 0faac7c 0fbc985 0fb6366 0fb3839 
0fa757d 0fa0d72 0fb2bb2 0facabc 0fa9aa9 
0fad30b 0fa6b8c 0fb8889 0fb1ee7 0faf6dd 
0fada0e 0fa728d 0fb906e 0fb2f9c 0faff7b 
0fa7111 0fa0904 0fb26b3 0fac02f 0fa953c 
0fb12fc 0faabba 0fbc8c8 0fb628f 0fb3773 
0fa75b9 0fa0db0 0fb2bf8 0facae1 0fa9aeb 
0fad2be 0fa6b46 0fb882b 0fb1e60 0faf672 
0fada56 0fa72d8 0fb90a0 0fb2fc3 0faffb1 
0fa708c 0fa088e 0fb2623 0fabf83 0fa94a6 
0fb13a8 0faac87 0fbc981 0fb6332 0fb3814 
0fa757b 0fa0d8e 0fb2bbb 0faca9a 0fa9a9b 
0fad213 0fa6ab7 0fb87ad 0fb1dd7 0faf5db 
0fadac4 0fa7352 0fb9131 0fb303d 0fb0028 
0fa7217 0fa0a27 0fb27ef 0fac142 0fa9642 
0fb1408 0faacfd 0fbca0c 0fb639a 0fb3874 
0fa7681 0fa0e8d 0fb2cce 0facba6 0fa9b9f 
0fad48c 0fa6d19 0fb8ae4 0fb214b 0faf929 
0fadccd 0fa7555 0fb9435 0fb3364 0fb0319 
0fa7389 0fa0b91 0fb2a55 0fac3cc 0fa98a5 
0fb15d6 0faaea5 0fbccb8 0fb6668 0fb3b36 
0fa78c2 0fa10ad 0fb2ff6 0faceec 0fa9ee2 
0fad534 0fa6dac 0fb8bb1 0fb21e2 0faf9e1 
0fadda2 0fa7622 0fb9513 0fb3412 0fb03f6 
0fa748b 0fa0c7e 0fb2b4b 0fac491 0fa99a1 
0fb176f 0fab03c 0fbce64 0fb67dd 0fb3cda 
0fa79fd 0fa11fd 0fb30fb 0facfa3 0fa9fc2 
0fad4e3 0fa6d7e 0fb8aa8 0fb2051 0faf897 
0fadddf 0fa7660 0fb9497 0fb3314 0fb033a 
0fa75c6 0fa0db5 0fb2c86 0fac590 0fa9ac2 
0fb18a0 0fab167 0fbcf9e 0fb68db 0fb3df5 
0fa7c11 0fa13f1 0fb3366 0fad1df 0faa216 
0fad848 0fa70b2 0fb8ef2 0fb2485 0fafcd4 
0fae058 0fa78bd 0fb97d0 0fb3652 0fb0683 
0fa76c6 0fa0ea5 0fb2d76 0fac648 0fa9bb7 
0fb198a 0fab23d 0fbd04f 0fb6962 0fb3ecf 
0fa7c94 0fa1477 0fb33c3 0fad21b 0faa292 
0fad8c9 0fa713e 0fb8f40 0fb24ba 0fafd5e 
0fae155 0fa79c3 0fb98a7 0fb3708 0fb0792 
0fa784b 0fa1041 0fb2f0d 0fac7a1 0fa9d53 
0fb1b09 0fab3d4 0fbd20e 0fb6ac9 0fb405c 
0fa7dde 0fa15ca 0fb3544 0fad34e 0faa3e7 
0fada26 0fa729c 0fb90a7 0fb25ea 0fafeae 
0fae3e0 0fa7c4a 0fb9b38 0fb3977 0fb0a08 
0fa7a4c 0fa123b 0fb30ff 0fac992 0fa9f51 
0fb1d19 0fab5ef 0fbd40c 0fb6cdc 0fb4273 
0fa7fb7 0fa179e 0fb36f5 0fad52b 0faa5cf 
0fadc0b 0fa748c 0fb929a 0fb2813 0fb00b8 
0fae481 0fa7cfa 0fb9bf8 0fb3a69 0fb0ada 
0fa7ae0 0fa12c4 0fb31b4 0faca8b 0faa003 
0fb1d6b 0fab62d 0fbd47d 0fb6dba 0fb42e4 
0fa7fcd 0fa179d 0fb3723 0fad5e0 0faa606 
0fadade 0fa7335 0fb918a 0fb27c1 0faffbd 
0fae3f4 0fa7c3f 0fb9b86 0fb3ab6 0fb0a7a 
0fa7a0d 0fa11ca 0fb30ea 0facaa4 0fa9f66 
0fb1c83 0fab519 0fbd384 0fb6d86 0fb4230 
0fa7f58 0fa171f 0fb36de 0fad633 0faa5cc 
0fad9f0 0fa7233 0fb9099 0fb2753 0fafef2 
0fae3f2 0fa7c30 0fb9b6c 0fb3af0 0fb0a8a 
0fa79d3 0fa1180 0fb3091 0faca94 0fa9f34 
0fb1ce4 0fab576 0fbd408 0fb6e2b 0fb42a5 
0fa8042 0fa17fb 0fb37b5 0fad731 0faa6bb 
0fada9e 0fa72dd 0fb9147 0fb280c 0faff9b 
0fb33f0 0facd32 0fbeb99 0fb8409 0fb58ca 
0faa08e 0fa38d3 0fb588d 0faf6f5 0fac636 
0faeb25 0fa83ea 0fba255 0fb37f1 0fb0f4a 
0fb04ec 0fa9dd7 0fbbce7 0fb5ada 0fb2aa1 
0fa8f51 0fa2782 0fb46cd 0fadffe 0fab3ff 
0fb3241 0facb89 0fbe9e5 0fb8246 0fb5710 
0fa9e65 0fa36b3 0fb5675 0faf4c8 0fac406 
0fae8f5 0fa81c8 0fba048 0fb35c4 0fb0d1c 
0fb028a 0fa9b7d 0fbbaa9 0fb586a 0fb283f 
0fa8c87 0fa24af 0fb4413 0fadd26 0fab128 
0fb2fdb 0fac926 0fbe7ae 0fb7fdc 0fb54b2 
0fa9d06 0fa355d 0fb552b 0faf369 0fac2a7 
0fae78a 0fa805d 0fb9edf 0fb3452 0fb0bb2 
0fb0288 0fa9b87 0fbbaad 0fb5867 0fb283f 
0fa8c13 0fa2454 0fb43b6 0fadcbb 0fab0b7 
0fb3068 0fac9c5 0fbe825 0fb8050 0fb5531 
0fa9e02 0fa365f 0fb5617 0faf457 0fac3a2 
0fae786 0fa8063 0fb9ee2 0fb343f 0fb0ba7 
0fb02e0 0fa9bf7 0fbbb39 0fb58cc 0fb28a4 
0fa8b91 0fa23e1 0fb4340 0fadc32 0fab035 
0fb302d 0fac98b 0fbe7eb 0fb7fef 0fb54e8 
0fa9d34 0fa359a 0fb555c 0faf374 0fac2d0 
0fae5b9 0fa7ea1 0fb9d20 0fb3256 0fb09db 
0fb0353 0fa9c68 0fbbb93 0fb590c 0fb290c 
0fa8afc 0fa2341 0fb4297 0fadb86 0faafa5 
0fb2e73 0fac7cc 0fbe622 0fb7e19 0fb533f 
0fa9c1a 0fa347b 0fb543b 0faf254 0fac1c9 
0fae3d4 0fa7cb2 0fb9b2c 0fb3056 0fb07fb 
0fb0253 0fa9b61 0fbba7f 0fb57ec 0fb280a 
0fa8a54 0fa228a 0fb41da 0fadab3 0faaef3 
0fb2f2a 0fac878 0fbe6d0 0fb7e9b 0fb53db 
0fa9d5d 0fa35ae 0fb5569 0faf35c 0fac2e8 
0fae39b 0fa7c69 0fb9af1 0fb2ff4 0fb07b1 
0fb01c5 0fa9acf 0fbb9fd 0fb5741 0fb277a 
0fa88e5 0fa212e 0fb4093 0fad94d 0faad90 
0fb2da3 0fac703 0fbe55c 0fb7d0d 0fb526b 
0fa9c3b 0fa34a6 0fb543e 0faf230 0fac1da 
0fae2f3 0fa7bd9 0fb9a28 0fb2f34 0fb070c 
0fb01de 0fa9afe 0fbba03 0fb5743 0fb279a 
0fa899e 0fa2203 0fb414e 0fad9fb 0faae53 
0fb2de6 0fac762 0fbe59f 0fb7d45 0fb52a9 
0fa9d3f 0fa35be 0fb5551 0faf32a 0fac2d7 
0fae2fd 0fa7beb 0fb9a61 0fb2f3a 0fb0715 
0fb0228 0fa9b44 0fbba50 0fb5761 0fb27bb 
0fa8839 0fa208f 0fb3fc6 0fad860 0faacc2 
0fb2c7b 0fac5ed 0fbe435 0fb7ba6 0fb5121 
0fa9c9f 0fa3510 0fb54b2 0faf26a 0fac221 
0fae244 0fa7b31 0fb9994 0fb2e5f 0fb0650 
0fb024d 0fa9b70 0fbba64 0fb5762 0fb27e1 
0fa8810 0fa204d 0fb3f76 0fad812 0faac94 
0fb2d0a 0fac652 0fbe461 0fb7bda 0fb5196 
0fa9d26 0fa358d 0fb551d 0faf2e1 0fac2af 
0fae156 0fa7a41 0fb98a4 0fb2d80 0fb0575 
0fb02ec 0fa9c08 0fbbb06 0fb5822 0fb2892 
0fa8836 0fa2080 0fb3fcb 0fad8a4 0faace1 
0fb2c2a 0fac582 0fbe3d8 0fb7b99 0fb50ee 
0fa9c0e 0fa3462 0fb5436 0faf267 0fac1c4 
0fae005 0fa78b6 0fb973e 0fb2cac 0fb042f 
0fb01e4 0fa9acb 0fbb9f7 0fb57a6 0fb27b0 
0fa86a1 0fa1ebf 0fb3e2c 0fad79f 0faab79 
0fb2bce 0fac500 0fbe36a 0fb7bb9 0fb50c0 
0fa9c78 0fa34af 0fb546e 0faf31c 0fac244 
0fadf70 0fa7814 0fb9697 0fb2c69 0fb03b6 
0fb01e6 0fa9abf 0fbb9f3 0fb57ce 0fb27b8 
0fa85d1 0fa1de7 0fb3d6d 0fad704 0faaaaa 
0fb2b21 0fac442 0fbe2a7 0fb7b0f 0fb4ff5 
0fa9d1b 0fa3543 0fb54f8 0faf3c0 0fac2d3 
0fadf66 0fa7802 0fb9684 0fb2c6e 0fb03a5 
0fb02bc 0fa9b96 0fbbac9 0fb58b4 0fb2888 
0fa8765 0fa1f6f 0fb3ef0 0fad8a3 0faac34 
0fb2d0b 0fac61f 0fbe498 0fb7cff 0fb51dc 
0fa9edc 0fa3711 0fb56f1 0faf5bd 0fac4a6 
0fae078 0fa7915 0fb97d2 0fb2dc9 0fb04c0 
0fb049c 0fa9d7b 0fbbceb 0fb5adb 0fb2a7a 
0fa88d2 0fa20d0 0fb4079 0fada4f 0faadb5 
0fb2e0e 0fac71c 0fbe5a4 0fb7e31 0fb52ec 
0faa091 0fa38b2 0fb58a5 0faf78e 0fac663 
0fae211 0fa7aac 0fb9973 0fb2f7f 0fb0663 
0fb071e 0fa9ff6 0fbbf4e 0fb5d5b 0fb2d01 
0fa8a41 0fa224f 0fb41ee 0fadbd2 0faaf26 
0fb2fb6 0fac8d0 0fbe770 0fb7fea 0fb5495 
0faa235 0fa3a65 0fb5a86 0faf949 0fac80a 
0fae2a9 0fa7b43 0fb9a1c 0fb3011 0fb06f7 
0fb080c 0faa0e3 0fbc05b 0fb5e41 0fb2dea 
0fa8af0 0fa22eb 0fb42a5 0fadc75 0faafcb 
0fb2fef 0fac903 0fbe7ac 0fb802b 0fb54cf 
0faa347 0fa3b74 0fb5b86 0fafa54 0fac919 
0fae3e1 0fa7c6f 0fb9b33 0fb313b 0fb0828 
0fb09ca 0faa29c 0fbc200 0fb5fef 0fb2f94 
0fa8bf6 0fa2401 0fb43ac 0fadd79 0fab0ce 
0fb319b 0facabc 0fbe95d 0fb81c2 0fb5673 
0faa3e7 0fa3c16 0fb5c16 0fafada 0fac9a6 
0fae35c 0fa7bf5 0fb9aca 0fb30bc 0fb07a2 
0fb09d1 0faa2a2 0fbc205 0fb5fe5 0fb2fa2 
0fa8b66 0fa2359 0fb4300 0fadccf 0fab036 
0fb3100 0faca08 0fbe8a7 0fb80fa 0fb55d3 
0faa502 0fa3d32 0fb5d43 0fafbfb 0facadd 
0fae3b3 0fa7c58 0fb9b2e 0fb3107 0fb080d 
0fb0adb 0faa3c7 0fbc335 0fb60f0 0fb30b4 
0fa8bb9 0fa23ca 0fb4386 0fadd2f 0fab091 
0fb30fb 0faca14 0fbe8a6 0fb80d5 0fb55ba 
0faa4e6 0fa3d0b 0fb5d0a 0fafbab 0faca9b 
0fae303 0fa7ba5 0fb9a6c 0fb3024 0fb072f 
0fb0aee 0faa3d7 0fbc34c 0fb60e1 0fb30b3 
0fa8bcd 0fa23cc 0fb4388 0fadd24 0fab08e 
0fb311d 0faca34 0fbe8ca 0fb80e4 0fb55da 
0faa486 0fa3cb6 0fb5cc0 0fafb4a 0faca33 
0fae25b 0fa7afb 0fb99dc 0fb2f79 0fb0683 
0fb0b16 0faa405 0fbc369 0fb60f0 0fb30c8 
0fa8ab7 0fa22d0 0fb4291 0fadc14 0faaf7d 
0fb3019 0fac94b 0fbe803 0fb7ff0 0fb54d4 
0faa430 0fa3c7a 0fb5c85 0fafaf3 0fac9d6 
0fae178 0fa7a11 0fb98de 0fb2e62 0fb0586 
0fb0a2c 0faa312 0fbc266 0fb5fd1 0fb2fc2 
0fa89ce 0fa21de 0fb417e 0fadaf3 0faae6b 
0fb2f63 0fac889 0fbe71d 0fb7efb 0fb5404 
0faa34e 0fa3b93 0fb5b80 0faf9e2 0fac8e5 
0fadf6e 0fa781b 0fb96ce 0fb2c4a 0fb037e 
0fb088f 0faa18a 0fbc0c0 0fb5e14 0fb2e21 
0fa88bc 0fa20dc 0fb4062 0fad9d0 0faad5a 
0fb2dd6 0fac712 0fbe591 0fb7d58 0fb5275 
0faa2d9 0fa3b2e 0fb5b12 0faf967 0fac86b 
0fade1d 0fa76d2 0fb9590 0fb2af3 0fb022c 
0fb0891 0faa187 0fbc0ce 0fb5e02 0fb2e1c 
0fa86ab 0fa1eca 0fb3e6b 0fad7b4 0faab47 
0fb2c6d 0fac5a6 0fbe437 0fb7bda 0fb510f 
0faa0c7 0fa390e 0fb5909 0faf73b 0fac656 
0fadc61 0fa7515 0fb93e0 0fb291c 0fb006c 
0fb0620 0fa9f22 0fbbe6d 0fb5b90 0fb2bba 
0fa850c 0fa1d2d 0fb3cb8 0fad605 0faa9b5 
0fb2acd 0fac40e 0fbe285 0fb7a22 0fb4f71 
0faa026 0fa387d 0fb5865 0faf69f 0fac5c9 
0fadade 0fa7396 0fb925c 0fb2796 0fafef6 
0fb0669 0fa9f68 0fbbead 0fb5bbc 0fb2c00 
0fa84da 0fa1cef 0fb3c88 0fad5c6 0faa978 
0fb2acd 0fac3ed 0fbe278 0fb79f6 0fb4f5f 
0faa018 0fa3854 0fb5835 0faf654 0fac59c 
0fad9fd 0fa729b 0fb914b 0fb2672 0fafdee 
0fb05ec 0fa9eda 0fbbe17 0fb5b12 0fb2b67 
0fa8376 0fa1b8e 0fb3b1c 0fad44b 0faa80a 
0fb298a 0fac2cf 0fbe156 0fb78b3 0fb4e20 
0fa9f7a 0fa37df 0fb57b8 0faf5bb 0fac50e 
0fad8e0 0fa71a9 0fb903f 0fb2563 0fafce8 
0fb0484 0fa9d98 0fbbcb7 0fb59ae 0fb2a18 
0fa81fa 0fa1a2e 0fb39ac 0fad2dc 0faa6a2 
0fb276a 0fac0c0 0fbdf3d 0fb768c 0fb4c19 
0fa9da9 0fa3614 0fb55f3 0faf3f9 0fac350 
0fad57d 0fa6e43 0fb8cf0 0fb21fc 0faf996 
0fb02ff 0fa9c0b 0fbbb33 0fb57fb 0fb2895 
0fa7f42 0fa1777 0fb3712 0fad023 0faa3f4 
