0fa8a39 0fa1466 0fa64c9 0fd1cbc 0fa3a74 0fa4f99 
0f97626 0f9002c 0f94d9b 0fecc49 0f917c0 0f93f94 
0f93e79 0f8c90b 0f91651 0ffb6d5 0f8e13f 0f9098b 
0f9514b 0f8db20 0f928eb 0ffe04a 0f8f264 0f919bc 
0f963bd 0f8ee42 0f93ba1 0ff699a 0f9064f 0f92e66 
0f93034 0f8ba51 0f90812 00099f5 0f8d21f 0f8f9ba 
0f9705b 0f8fa70 0f94854 0ffa386 0f91216 0f9397c 
0f93dd2 0f8c848 0f91614 0006081 0f8e0c5 0f908b9 
0f952b1 0f8dc60 0f929ec 000666a 0f8f364 0f91a80 
0f96adb 0f8f53a 0f94376 0ffcc37 0f90dba 0f935a0 
0f937fa 0f8c1f8 0f9101e 000e2ba 0f8d9da 0f90169 
0f978fc 0f902ea 0f95105 0ffd90c 0f91a6e 0f941c9 
0f945f9 0f8d061 0f91e64 00087bd 0f8e8c4 0f91095 
0f95889 0f8e212 0f93021 0008a56 0f8f94c 0f92020 
0f96d4c 0f8f781 0f94535 0ffecd8 0f90f95 0f9370a 
0f9384f 0f8c215 0f91016 001077f 0f8da0b 0f900fb 
0f976ff 0f900b6 0f94ea5 00002d3 0f91825 0f93f03 
0f944ab 0f8cee6 0f91cbd 000af8d 0f8e715 0f90e97 
0f9590b 0f8e288 0f930d9 000af0b 0f8f9bd 0f9207e 
0f96e36 0f8f86f 0f94641 00003aa 0f91033 0f937af 
0f93a1b 0f8c3f1 0f9117f 0010e48 0f8db01 0f90224 
0f97abd 0f90498 0f95242 0fffb83 0f91b39 0f94253 
0f94a27 0f8d491 0f92263 0009a87 0f8ec38 0f913e7 
0f95e02 0f8e7a1 0f935f8 00096d7 0f8fe68 0f9254e 
0f9741b 0f8fe74 0f94c28 0ffe4ab 0f915be 0f93d64 
0f93fba 0f8c9b6 0f91727 000eabc 0f8e05b 0f907bf 
0f981c3 0f90bb1 0f95960 0ffd275 0f92236 0f9494b 
0f95115 0f8db83 0f928e4 00067cb 0f8f2ae 0f91a46 
0f96610 0f8efb2 0f93dc7 0005b0d 0f90631 0f92cb9 
0f97fda 0f90a30 0f9584a 0ff9b8b 0f921dc 0f948fb 
0f94b8b 0f8d57e 0f92327 000957f 0f8ec59 0f9130b 
0f98d5a 0f91733 0f964c1 0ff73e8 0f92dba 0f9542e 
0f95eab 0f8e8f8 0f936b4 0fffb4b 0f90080 0f927ae 
0f97277 0f8fbfd 0f949b9 0ffe7fd 0f91245 0f9389f 
0f98b50 0f9158b 0f96307 0ff21c1 0f92ca8 0f953d3 
0f95810 0f8e1f7 0f93019 0001972 0f8f8ef 0f91fca 
0f99a4c 0f9242a 0f97247 0fefa1d 0f93af5 0f961b5 
0f96bc2 0f8f628 0f94485 0ff824a 0f90dfa 0f93565 
0f97d5e 0f9070e 0f9556a 0ff749a 0f91d90 0f94428 
0f9956e 0f91fd1 0f96dcb 0feb182 0f93724 0f95e70 
0f95f36 0f8e94c 0f93708 0ffacb9 0f8ffd1 0f926bc 
0f99efd 0f92904 0f9766b 0fe9248 0f93f2f 0f965f5 
0f96e2c 0f8f8b1 0f945a1 0ff1cce 0f90f5d 0f936d9 
0f97fb6 0f9097a 0f9570b 0ff1854 0f91f59 0f94608 
0f99896 0f9230f 0f970bb 0fe5ac0 0f93a26 0f9619a 
0f9624e 0f8ec75 0f93a55 0ff5c95 0f9032f 0f92a49 
0f9a130 0f92b3a 0f978d2 0fe4939 0f94186 0f96887 
0f97101 0f8fb8d 0f94967 0fed9ad 0f912fd 0f93a96 
0f981dc 0f90bad 0f95a2b 0fedf59 0f9227d 0f9493b 
0f99829 0f922ae 0f9709c 0fe288d 0f93a3a 0f961b5 
0f960c6 0f8eafe 0f93942 0ff3555 0f90236 0f92941 
0f99b82 0f92598 0f972e8 0fe2f95 0f93bf8 0f962d6 
0f96a6f 0f8f508 0f942a0 0feca3b 0f90c8c 0f93416 
0f9786a 0f9023e 0f9501c 0fedbe4 0f918d3 0f93f8a 
0f98e8d 0f91919 0f966b2 0fe2fe3 0f9309e 0f95813 
0f9580e 0f8e238 0f93074 0ff43f9 0f8f98f 0f920c6 
0f99506 0f91f0e 0f96ce3 0fe42b5 0f93607 0f95cf3 
0f961d4 0f8ec51 0f93986 0fedd3e 0f903c7 0f92b3b 
0f9701d 0f8f9da 0f947a3 0fef102 0f9107f 0f93726 
0f987b9 0f91218 0f95f8c 0fe41f8 0f92991 0f950f7 
0f94fe7 0f8d9dc 0f9273f 0ff5636 0f8f0c3 0f917e2 
0f98f09 0f918e3 0f96691 0fe53bb 0f92fb8 0f956b4 
0f95f37 0f8e994 0f9378b 0feeb07 0f9018e 0f9292f 
0f96cfc 0f8f699 0f944b7 0fefd9b 0f90d80 0f9344c 
0f986b0 0f910f5 0f95f18 0fe4720 0f928f9 0f95070 
0f9523a 0f8dc2d 0f92ab8 0ff511a 0f8f408 0f91b2b 
0f98f8b 0f9195d 0f9675a 0fe46c4 0f93098 0f95799 
0f96076 0f8eae1 0f938a3 0fecf8d 0f902c0 0f92a56 
0f96dee 0f8f79d 0f944aa 0fed492 0f90da5 0f93462 
0f988e5 0f9133d 0f9600a 0fe0f73 0f92a25 0f951b0 
0f9555b 0f8df5d 0f92d28 0ff0e2b 0f8f65e 0f91d8e 
0f9957a 0f91f65 0f96cde 0fdf9c8 0f9361a 0f95d1d 
0f968bd 0f8f33b 0f940e0 0fe78cd 0f90ae7 0f93285 
0f9795d 0f9031e 0f9516a 0fe7c75 0f91a0e 0f940eb 
0f99239 0f91ca0 0f969c5 0fdb430 0f933fd 0f95b98 
0f95cee 0f8e70d 0f934e1 0feb304 0f8fe37 0f9256a 
0f99cf6 0f926f4 0f9749d 0fda325 0f93e11 0f96516 
0f96ec3 0f8f94e 0f94725 0fe240f 0f91136 0f938db 
0f97b04 0f904d3 0f952d9 0fe2dcd 0f91b90 0f94259 
0f99392 0f91e06 0f96b22 0fd68a5 0f9356e 0f95ccf 
0f95da0 0f8e7b8 0f93596 0fe6cf2 0f8fed7 0f925ee 
0f999af 0f9239f 0f9703b 0fd6346 0f939f3 0f960eb 
0f96b9a 0f8f602 0f9427d 0fde6cf 0f90cf5 0f93496 
0f97874 0f90219 0f94ec9 0fdf5a2 0f91806 0f93ec9 
0fa7977 0fa03b0 0fa4e11 0fc7ba7 0fa1a9e 0fa421d 
0faa7eb 0fa3296 0fa7ce6 0fc7bae 0fa4a00 0fa71e5 
0fa6ade 0f9f580 0fa400d 0fc7c95 0fa0d44 0fa3536 
0faa03b 0fa2a67 0fa7590 0fc7e98 0fa41d2 0fa693f 
0fa897d 0fa1469 0fa5f5c 0fc7f35 0fa2cc7 0fa54f7 
0fa797c 0fa03ae 0fa4ec7 0fc7e0c 0fa1b14 0fa4279 
0faa803 0fa32a4 0fa7d3f 0fc7d84 0fa4a38 0fa7217 
0fa6cf7 0f9f794 0fa42e2 0fc80ee 0fa0fe0 0fa37ca 
0fa9cb3 0fa26e8 0fa70f4 0fc7b86 0fa3d76 0fa64c6 
0fa870e 0fa11fd 0fa5c48 0fc7d39 0fa29d6 0fa51f9 
0fa78fe 0fa033d 0fa4e27 0fc7ec7 0fa1a87 0fa41d9 
0faa802 0fa32af 0fa7d7c 0fc7e97 0fa4a61 0fa7224 
0fa6b4c 0f9f5f5 0fa4114 0fc7fd8 0fa0e17 0fa35f5 
0fa9eaf 0fa28e2 0fa7409 0fc7f58 0fa4031 0fa678d 
0fa8835 0fa1313 0fa5df0 0fc7f3a 0fa2b4a 0fa5387 
0fa7959 0fa0381 0fa4edd 0fc8031 0fa1b14 0fa4286 
0faa978 0fa3416 0fa7f3a 0fc80ae 0fa4c09 0fa73e1 
0fa6a6d 0f9f510 0fa3fc5 0fc7ede 0fa0cd7 0fa34c1 
0fa9efe 0fa2929 0fa740e 0fc7fbb 0fa4044 0fa67a4 
0fa884b 0fa1332 0fa5dbb 0fc7f2d 0fa2b2c 0fa535e 
0fa772a 0fa0157 0fa4b6d 0fc7d19 0fa17f7 0fa3f5f 
0faa6d6 0fa316f 0fa7bc0 0fc7da8 0fa48bc 0fa709d 
0fa6a3e 0f9f4dd 0fa3f7e 0fc7f05 0fa0c96 0fa3475 
0fa9d69 0fa2796 0fa71e8 0fc7e7e 0fa3e4e 0fa65a5 
0fa8721 0fa120c 0fa5c51 0fc7e71 0fa29e0 0fa5204 
0fa7767 0fa0199 0fa4c23 0fc7ef3 0fa1896 0fa3ff7 
0faa66f 0fa310c 0fa7b38 0fc7e64 0fa4851 0fa7026 
0fa692e 0f9f3c8 0fa3dd8 0fc7ed9 0fa0b2d 0fa3319 
0fa9d08 0fa2733 0fa7157 0fc7f82 0fa3dde 0fa6541 
0fa8787 0fa126f 0fa5cb6 0fc8080 0fa2a52 0fa5291 
0fa779e 0fa01ca 0fa4c81 0fc80fc 0fa18f1 0fa407b 
0faa676 0fa310c 0fa7b72 0fc7fd5 0fa487e 0fa7084 
0fa6992 0f9f423 0fa3e7c 0fc806d 0fa0bb7 0fa33c1 
0fa9b01 0fa2527 0fa6e92 0fc7d7b 0fa3b37 0fa62a6 
0fa8780 0fa1265 0fa5c61 0fc7fd7 0fa2a1c 0fa524b 
0fa78c8 0fa02fd 0fa4de4 0fc81df 0fa1a51 0fa41bf 
0faaa36 0fa34e4 0fa7fc6 0fc8310 0fa4cb2 0fa7471 
0fa6da8 0f9f854 0fa435f 0fc8384 0fa1077 0fa384f 
0fa9e9c 0fa28e3 0fa72f4 0fc7fb2 0fa3f7f 0fa66d0 
0fa8a80 0fa158f 0fa5f2d 0fc7f82 0fa2cf8 0fa5516 
0fa7b83 0fa05db 0fa4fa9 0fc7fa3 0fa1c76 0fa43bd 
0faad39 0fa37fa 0fa8153 0fc7f55 0fa4ecd 0fa766b 
0fa720b 0f9fce4 0fa46a8 0fc8097 0fa142e 0fa3be7 
0faa6b7 0fa3128 0fa7b4d 0fc8124 0fa47e6 0fa6f02 
0fa947d 0fa1fa9 0fa69d4 0fc826a 0fa3786 0fa5f7a 
0fa8575 0fa0fe5 0fa5a41 0fc82d7 0fa26e6 0fa4e1c 
0fab702 0fa41d7 0fa8c02 0fc8289 0fa5936 0fa80e1 
0fa7a62 0fa053e 0fa4f97 0fc82a8 0fa1ce7 0fa44bd 
0faadc7 0fa382d 0fa829a 0fc820a 0fa4f0f 0fa765b 
0fa9a28 0fa253e 0fa6f9c 0fc8272 0fa3d2c 0fa6559 
0fa8c5d 0fa16b0 0fa61d6 0fc850d 0fa2e2e 0fa55ab 
0fabefa 0fa49b6 0fa94d9 0fc85eb 0fa61a8 0fa8993 
0fa8222 0fa0cdf 0fa57f1 0fc8537 0fa2507 0fa4d02 
0fab62f 0fa4079 0fa8b91 0fc84f0 0fa57d3 0fa7f3a 
0faa398 0fa2ea2 0fa7980 0fc8589 0fa46fa 0fa6f27 
0fa9382 0fa1dd1 0fa6909 0fc85fd 0fa3568 0fa5cc4 
0fac472 0fa4f34 0fa99ec 0fc84a1 0fa66d8 0fa8e99 
0fa86ab 0fa116a 0fa5be9 0fc834c 0fa2915 0fa50f4 
0fababc 0fa4505 0fa8f22 0fc82b1 0fa5b88 0fa82e6 
0faa8e3 0fa33ec 0fa7e36 0fc83db 0fa4ba6 0fa73ea 
0fa98d4 0fa2320 0fa6d66 0fc8386 0fa39cb 0fa613a 
0facd35 0fa57f6 0faa23c 0fc8488 0fa6f0b 0fa96e3 
0fa909d 0fa1b62 0fa6599 0fc83ad 0fa32aa 0fa5a95 
0fac6bc 0fa5108 0fa9ba8 0fc8454 0fa67ba 0fa8f08 
0fab56e 0fa4072 0fa8a51 0fc8354 0fa57be 0fa7fda 
0faa84c 0fa329c 0fa7cfb 0fc84d0 0fa491f 0fa707d 
0fadf68 0fa6a3b 0fab496 0fc8687 0fa8126 0faa8f3 
0faa74e 0fa3228 0fa7d32 0fc8912 0fa49bd 0fa71cc 
0fadc92 0fa66f0 0fab17b 0fc8612 0fa7d4f 0faa4d0 
0facf6e 0fa5a97 0faa566 0fc8883 0fa7242 0fa9aaa 
0fac234 0fa4c9d 0fa97b8 0fc88d4 0fa6367 0fa8b1e 
0fafa9d 0fa8576 0fad097 0fc8a12 0fa9cb3 0fac4e7 
0fabef4 0fa49cf 0fa9411 0fc86c7 0fa60b9 0fa88f3 
0faf81a 0fa8275 0faccff 0fc8793 0fa98c3 0fac077 
0faea9e 0fa75b9 0fabffb 0fc881e 0fa8d0e 0fab58d 
0fadda0 0fa67f7 0fab255 0fc881c 0fa7e5e 0faa610 
0fb17a8 0faa278 0faed45 0fc8a86 0fab9a2 0fae1be 
0fade8c 0fa6954 0fab444 0fc8b4f 0fa80dc 0faa922 
0fb16c4 0faa10a 0faebac 0fc8a93 0fab76b 0fadf39 
0fb0842 0fa933f 0fadd7c 0fc8a70 0faaa9b 0fad344 
0fafa15 0fa844e 0faceea 0fc8af3 0fa9ae5 0fac2d8 
0fb3206 0fabcae 0fb0724 0fc8b5e 0fad3a4 0fafc03 
0faf67b 0fa8129 0facba3 0fc8b94 0fa9861 0fac0e5 
0fb2e53 0fab871 0fb030d 0fc8c56 0faceee 0faf6e7 
0fb1d13 0faa7ef 0faf208 0fc8b8a 0fabf40 0fae81e 
0fb0cdd 0fa96fc 0fae165 0fc8c87 0faad81 0fad5a9 
0fb4403 0face8f 0fb1926 0fc8e6c 0fae5b3 0fb0e4f 
0fb0610 0fa90a3 0fadaf2 0fc8e2d 0faa7ea 0fad08f 
0fb3cd5 0fac6e4 0fb1186 0fc8eac 0fadd82 0fb0591 
0fb2da1 0fab86e 0fb030f 0fc904e 0fad053 0faf93c 
0fb1f5e 0faa963 0faf4eb 0fc93d2 0fac0d8 0fae90b 
0fb5517 0fadf84 0fb2a34 0fc91e0 0faf6d2 0fb1f62 
0fb162f 0faa0a7 0faeb36 0fc9125 0fab830 0fae0e5 
0fb4cd3 0fad6ce 0fb218d 0fc924c 0faed9a 0fb15ac 
0fb3aba 0fac57d 0fb101e 0fc9382 0fadd70 0fb0647 
0fb27a0 0fab19b 0fafc80 0fc94df 0fac8a4 0faf0bb 
0fb5b8c 0fae5f2 0fb30ae 0fc9548 0fafd6b 0fb25d9 
0fb1b2a 0faa598 0faf09d 0fc96fa 0fabd8f 0fae619 
0fb4f36 0fad920 0fb24f9 0fc99d6 0faf0cd 0fb18ca 
0fb3a88 0fac546 0fb1105 0fc9bc3 0fade1a 0fb06e3 
0fb2306 0faad07 0faf8fd 0fc9c13 0fac4e9 0faece8 
0fb5201 0fadc78 0fb2817 0fc9bc8 0faf496 0fb1d00 
0fb0bf3 0fa966b 0fae19d 0fc9b3a 0faae77 0fad6f3 
0fb3bfe 0fac60c 0fb119d 0fc9caf 0fadd79 0fb0556 
0fb24db 0faafb4 0fafb38 0fc9e81 0fac853 0faf0fb 
0fb0b9c 0fa95bb 0fae198 0fca019 0faad92 0fad570 
0fb3593 0fac030 0fb0b62 0fc9e8d 0fad7f5 0fb0033 
0faead8 0fa757c 0fac0de 0fc9f9c 0fa8da6 0fab600 
0fb10ca 0fa9af1 0fae5fa 0fc9de9 0fab1f2 0fad9b2 
0faf2b6 0fa7d97 0fac91c 0fca138 0fa9639 0fabedb 
0fad20f 0fa5c2d 0faa7da 0fca12c 0fa73ed 0fa9baf 
0fafc08 0fa8683 0fad19f 0fca067 0fa9e54 0fac67b 
0fab392 0fa3df8 0fa8820 0fc9e49 0fa5565 0fa7d89 
0fae3c6 0fa6d9e 0fab7b8 0fc9da6 0fa8403 0faaba0 
0fad043 0fa5abb 0faa43c 0fc9c81 0fa71c4 0fa9a4f 
0fac580 0fa4f44 0fa9a48 0fca062 0fa664c 0fa8e0a 
0fb0295 0fa8cd2 0fad809 0fca139 0faa462 0facc82 
0faca43 0fa5484 0fa9f3a 0fca141 0fa6c04 0fa9447 
0fb0676 0fa9050 0fadc01 0fca427 0faa793 0facf46 
0fafbbf 0fa865f 0fad1c4 0fca519 0fa9ea0 0fac725 
0faed1c 0fa7703 0fac1cc 0fca2c4 0fa8dcc 0fab585 
0fb2958 0fab3b2 0faff32 0fca591 0facb79 0faf393 
0faef3a 0fa79ac 0fac548 0fca6f4 0fa91d1 0faba06 
0fb2645 0fab045 0fafc20 0fca73d 0fac7b9 0faef5a 
0fb180e 0faa2d4 0faee75 0fca873 0fabb51 0fae3d2 
0fb0965 0fa936f 0fadf48 0fca8e1 0faab14 0fad2bd 
0fb42a7 0facd1c 0fb18ad 0fca889 0fae51a 0fb0d1a 
0fb0ad9 0fa955f 0fae114 0fca9ef 0faadc6 0fad5e3 
0fb43e5 0facde3 0fb1953 0fca947 0fae532 0fb0cc3 
0fb36c0 0fac180 0fb0c72 0fca8af 0fad9a0 0fb01ff 
0fb268b 0fab092 0fafb6a 0fca7d3 0fac795 0faef38 
0fb5c2c 0fae6b0 0fb3120 0fca841 0fafdd9 0fb25ec 
0fb1cd7 0faa766 0faf1d5 0fca881 0fabec1 0fae710 
0fb4eba 0fad8dc 0fb23a1 0fca94d 0faef8c 0fb1747 
0fb3a96 0fac56d 0fb0fdb 0fcaa20 0fadd08 0fb05a8 
0fb2540 0faaf64 0fafa52 0fcabd3 0fac64c 0faee25 
0fb56a2 0fae133 0fb2b88 0fcabaa 0faf82e 0fb205e 
0fb16f6 0faa19c 0faec7d 0fcada5 0fab936 0fae175 
0fb4815 0fad237 0fb1cbb 0fcad04 0fae89e 0fb1032 
0fb35a1 0fac08c 0fb0b23 0fcaf01 0fad82c 0fb008b 
0fb2122 0faab60 0faf6d2 0fcb13a 0fac28a 0faea23 
0fb5431 0fadeee 0fb2a6c 0fcb295 0faf683 0fb1e83 
0fb126e 0fa9d44 0fae7e7 0fcb13a 0fab486 0fadca8 
0fb4400 0face65 0fb19a0 0fcb2c0 0fae53c 0fb0cd7 
0fb323a 0fabd6a 0fb091b 0fcb632 0fad5d1 0fafe5d 
0fb1b6b 0faa5e1 0faf19b 0fcb69e 0fabd52 0fae517 
0fb4b3f 0fad622 0fb2126 0fcb53b 0faed8e 0fb15ad 
0fb0a3d 0fa9522 0fae085 0fcb750 0faad2c 0fad563 
0fb39db 0fac439 0fb0fdf 0fcb8b8 0fadba4 0fb0335 
0fb23bc 0faaecb 0faf9fb 0fcb8bf 0fac715 0faef78 
0fb0a2b 0fa9477 0fadff0 0fcb966 0faabe5 0fad37d 
0fb3a0d 0fac4cc 0fb1071 0fcbabf 0fadcd7 0fb04b3 
0faf58c 0fa8048 0facbc7 0fcba79 0fa9877 0fac069 
0fb2260 0faaca2 0faf83f 0fcbab5 0fac3f3 0faeb48 
0fb0be4 0fa96e3 0fae247 0fcbbc7 0faaf3d 0fad762 
0faef38 0fa796d 0fac509 0fcbbce 0fa90fe 0fab85c 
0fb1ef2 0faa98b 0faf56d 0fcbe32 0fac1de 0fae97c 
0fad7f2 0fa628d 0faae2c 0fcbd5e 0fa7af8 0faa2b8 
0fb0175 0fa8b8f 0fad73e 0fcbd17 0faa30e 0faca3d 
0fae6e0 0fa71c4 0fabd76 0fcbe6b 0fa8a6e 0fab289 
0fac226 0fa4c41 0fa9848 0fcbf01 0fa6415 0fa8b92 
0fae465 0fa6efd 0faba8b 0fcbd71 0fa86bc 0faaeaa 
0fa9434 0fa1ecb 0fa6a40 0fcbdfb 0fa36c9 0fa5edc 
0fab9a0 0fa43b0 0fa8f94 0fcbeba 0fa5aed 0fa8270 
0faa861 0fa3327 0fa7efb 0fcbfdc 0fa4b6d 0fa73c8 
0fa93af 0fa1dc0 0fa69b7 0fcbfd8 0fa3522 0fa5cbb 
0fac99d 0fa5410 0fa9fc9 0fcbfc9 0fa6bc7 0fa93d4 
0fa88de 0fa134d 0fa5e4b 0fcbda2 0fa2af6 0fa531a 
0fabadd 0fa44c1 0fa9029 0fcbde9 0fa5bd5 0fa8353 
0faacb9 0fa3758 0fa82b4 0fcbe75 0fa4f9e 0fa77f8 
0fa94b8 0fa1e8a 0fa6a2a 0fcbf1a 0fa35f9 0fa5dab 
0facaed 0fa5525 0faa0d9 0fcbfd9 0fa6ce5 0fa9517 
0fa8ae7 0fa1538 0fa60db 0fcbf95 0fa2d23 0fa559b 
0fabb86 0fa4541 0fa90ff 0fcbf3c 0fa5c20 0fa8405 
0faad5e 0fa37cc 0fa8309 0fcbf02 0fa4f75 0fa7825 
0fa94cf 0fa1e78 0fa69a4 0fcbe28 0fa351f 0fa5d0e 
0facc52 0fa5653 0faa13b 0fcbddd 0fa6d32 0fa958c 
0fa8f08 0fa1917 0fa6440 0fcbf21 0fa30a1 0fa591c 
0fabd65 0fa46e2 0fa925b 0fcbf21 0fa5dbc 0fa85a2 
0faa9e0 0fa3417 0fa7f66 0fcbebc 0fa4c04 0fa74df 
0fa8809 0fa1184 0fa5d43 0fcbef2 0fa28af 0fa50e7 
0fab5f4 0fa3fd8 0fa8bef 0fcc0b9 0fa5796 0fa803e 
0fa6836 0f9f233 0fa3d9a 0fcbef7 0fa09c8 0fa32b2 
0fa8c31 0fa15af 0fa61ca 0fcc019 0fa2ca1 0fa54dc 
0fa78ca 0fa0307 0fa4ef6 0fcc0f1 0fa1b1c 0fa442b 
0fa529b 0f9dc22 0fa27c1 0fcbebc 0f9f2fc 0fa1b4b 
0fa80fd 0fa0ae5 0fa56c4 0fcc035 0fa225a 0fa4ad7 
0fa35c1 0f9bfc8 0fa0bb7 0fcc119 0f9d7cd 0fa0057 
0fa5651 0f9dfc0 0fa2b9b 0fcc0ed 0f9f6d8 0fa1eb8 
0fa3a21 0f9c445 0fa0fff 0fcc170 0f9dc8f 0fa054a 
0fa0f41 0f998b7 0f9e4d5 0fcc131 0f9b02f 0f9d840 
0fa364e 0f9c036 0fa0bbe 0fcbe80 0f9d767 0f9ffd8 
0f9e638 0f97057 0f9bb8a 0fcbc2f 0f987a6 0f9b051 
0fa0b28 0f994c2 0f9e01d 0fcbd7d 0f9ab14 0f9d31e 
0f9f631 0f98099 0f9cc27 0fcbe85 0f99845 0f9c112 
0f9d48c 0f95e47 0f9aa76 0fcc0fe 0f9756c 0f99d6b 
0fa04b3 0f98ed3 0f9daa4 0fcbeae 0f9a604 0f9ce3a 
0f9bff1 0f94a2c 0f995e9 0fcbe3c 0f961db 0f98a26 
0f9eb61 0f97506 0f9c12b 0fcbf1a 0f98c0a 0f9b3a1 
0f9dc83 0f966f1 0f9b2e0 0fcbf1f 0f97f09 0f9a788 
0f9bba4 0f9456a 0f99183 0fcbd8d 0f95caa 0f9845a 
0f9eeee 0f97926 0f9c4b1 0fcbb13 0f99059 0f9b83e 
0f9ac83 0f936f1 0f98241 0fcba1f 0f94e8a 0f97684 
0f9d7b7 0f961a9 0f9acf5 0fcb8d2 0f97849 0f99f7c 
0f9ca99 0f9556c 0f9a092 0fcb8f1 0f96d2c 0f9951b 
0f9ab40 0f93576 0f980ec 0fcb8d2 0f94c7d 0f97394 
0f9dff0 0f96a86 0f9b62b 0fcb916 0f981fa 0f9a952 
0f99bf8 0f926b1 0f97201 0fcb79f 0f93e49 0f965e3 
0f9c58e 0f94fac 0f99b4b 0fcb79d 0f96677 0f98d7b 
0f9b511 0f93fe5 0f98a94 0fcb4b4 0f95744 0f97f3a 
0f99463 0f91e83 0f9695d 0fcb46c 0f93523 0f95c74 
0f9c74b 0f951ac 0f99c4d 0fcb3db 0f9688e 0f99022 
0f984a1 0f90f0e 0f95986 0fcb3bd 0f92644 0f94e1d 
0f9af0e 0f938e3 0f98430 0fcb575 0f94fad 0f976e4 
0f9a0c9 0f92b5d 0f976a7 0fcb5ac 0f94351 0f96b35 
0f981c2 0f90b9c 0f958fa 0fd016e 0f92312 0f94a07 
0f9b4b0 0f93ec5 0f98a4a 0fcb43d 0f95669 0f97db8 
0f97322 0f8fd53 0f94a39 0fd380a 0f91539 0f93cbe 
0f99e4f 0f927ea 0f9755e 0fcfb7f 0f93f6a 0f96633 
0f99364 0f91dc1 0f96a79 0fce433 0f93647 0f95de1 
0f97810 0f901c7 0f94fae 0fda87e 0f91944 0f9402a 
0f9b2a5 0f93cad 0f9891d 0fcc091 0f95466 0f97bae 
0f979d7 0f9040e 0f951f0 0fd84f2 0f91c39 0f943ce 
0f9aaba 0f9346a 0f98203 0fd0754 0f94ba6 0f9727e 
0f9a692 0f93126 0f97d8b 0fcc553 0f9495d 0f970f3 
0f9913a 0f91b2b 0f968fd 0fd4b55 0f9329f 0f95959 
0f9cd03 0f95742 0f9a311 0fcafeb 0f96edc 0f995c9 
0f9949e 0f91f25 0f96be5 0fce4d9 0f936f9 0f95e22 
0f9c470 0f94e82 0f99a75 0fcb8e1 0f96554 0f98bcb 
0f9c326 0f94e19 0f999f3 0fcadb0 0f96652 0f98dc8 
0f9abe5 0f9364f 0f982bf 0fcb14d 0f94dbd 0f9748a 
0f9e824 0f972f7 0f9bece 0fcabdb 0f98a89 0f9b19a 
0f9afd5 0f93ae3 0f98663 0fcaa50 0f952ab 0f979fa 
0f9e1fb 0f96c73 0f9b832 0fcaae0 0f98396 0f9aa3b 
0f9decb 0f96a12 0f9b57a 0fca9bc 0f98233 0f9a99e 
0f9c808 0f952b7 0f99e43 0fca8bb 0f96a06 0f990c4 
0fa063c 0f9913c 0f9dc71 0fca7ec 0f9a89b 0f9cf8d 
0f9cf8b 0f95abf 0f9a5bc 0fca68e 0f97263 0f9999d 
0fa022f 0f98cdd 0f9d83d 0fca64b 0f9a3ec 0f9ca4c 
0fa0241 0f98da9 0f9d8e4 0fca6bf 0f9a5e7 0f9cd34 
0f9edb3 0f97875 0f9c406 0fca764 0f99005 0f9b6a3 
0fa2c21 0f9b728 0fa023b 0fca541 0f9ce82 0f9f568 
0f9f700 0f9821b 0f9cd8a 0fca5bc 0f99a16 0f9c155 
0fa2679 0f9b106 0f9fbc0 0fca1af 0f9c76c 0f9edea 
0fa25f3 0f9b13b 0f9fb83 0fca1d0 0f9c871 0f9efcc 
0fa0e5b 0f998f8 0f9e345 0fca0ee 0f9af2b 0f9d5df 
0fa4cb2 0f9d787 0fa21ae 0fc9fff 0f9edd7 0fa14d8 
0fa15b0 0f9a0b0 0f9eb29 0fca073 0f9b7ac 0f9deeb 
0fa4941 0f9d3a4 0fa1f06 0fca2b5 0f9ea47 0fa10d0 
0fa479c 0f9d2aa 0fa1dcd 0fca1f1 0f9ea43 0fa11ad 
0fa30fe 0f9bb3f 0fa06f9 0fca2f5 0f9d250 0f9f913 
0fa70f5 0f9fb66 0fa4726 0fca269 0fa12c2 0fa39ca 
0fa3b00 0f9c572 0fa1169 0fca2a2 0f9dd52 0fa04c8 
0fa6e07 0f9f7bf 0fa43da 0fca1c1 0fa0e9b 0fa356d 
0fa6e9d 0f9f8f3 0fa44b9 0fca0ca 0fa10a0 0fa3869 
0fa58d6 0f9e25b 0fa2eae 0fca178 0f9f95d 0fa2086 
0fa9abf 0fa248a 0fa7107 0fca170 0fa3be4 0fa635b 
0fa62ee 0f9ecfd 0fa393e 0fca067 0fa04a0 0fa2c72 
0fa9468 0fa1dea 0fa6a0a 0fc9fb9 0fa346d 0fa5b90 
0fa93fe 0fa1e62 0fa6a38 0fca03c 0fa35d9 0fa5dce 
0fa7afb 0fa04e6 0fa50ea 0fca0b8 0fa1b8e 0fa42db 
0fabaf8 0fa454f 0fa90fb 0fca07d 0fa5c17 0fa83a2 
0fa8155 0fa0bf4 0fa578c 0fca061 0fa2340 0fa4b04 
0fab155 0fa3b78 0fa86c8 0fc9ec3 0fa5188 0fa787f 
0fab14e 0fa3c4d 0fa879a 0fca016 0fa539d 0fa7b6a 
0fa965e 0fa20b5 0fa6c15 0fc9f3d 0fa372b 0fa5e47 
0fad53f 0fa5ff0 0faab5c 0fc9f18 0fa76b8 0fa9e0b 
0fa9a24 0fa24ff 0fa7087 0fca03a 0fa3c61 0fa63f8 
