0fa2e4e 0f9838a 0fb5085 0faf494 0fac381 
0f9e393 0f93ef8 0fb0b6f 0fa9b70 0fa699a 
0f94d3d 0f8a994 0fa75ea 0fa0f86 0f9d459 
0f92df1 0f88936 0fa55a4 0f9e253 0f9b2e8 
0f8e994 0f8462e 0fa1275 0f9aad8 0f97086 
0f866e4 0f7c244 0f98f3a 0f91f2c 0f8eb24 
0f87ee5 0f7da4f 0f9a70b 0f935a7 0f9033d 
0f7fbca 0f7579f 0f92435 0f8bba1 0f880cc 
0f7fc6e 0f756b8 0f92361 0f8ad2b 0f87ed7 
0f7e5d3 0f74157 0f90db9 0f8a381 0f86a85 
0f7945d 0f6ef05 0f8bbb8 0f849e7 0f8174f 
0f7d931 0f73406 0f900ab 0f88d65 0f85c9b 
0f780d9 0f6dc87 0f8a96e 0f83dc4 0f80565 
0f7a678 0f7011b 0f8ce60 0f85553 0f828b7 
0f7afe5 0f70be0 0f8d8f8 0f86bd4 0f834c7 
0f77991 0f6d49d 0f8a213 0f82dcb 0f7fcab 
0f7d882 0f733b5 0f900be 0f88a33 0f85c4e 
0f79b25 0f6f6eb 0f8c3db 0f85605 0f81fd3 
0f7d6fb 0f73167 0f8fe6b 0f88345 0f85976 
0f7f1f1 0f74d8f 0f91a59 0f8ac50 0f8769b 
0f7c8a5 0f72373 0f8f0b8 0f87c35 0f84b45 
0f82bf4 0f786e0 0f95402 0f8de81 0f8af0d 
0f7ee86 0f74a31 0f91773 0f8aa73 0f872bb 
0f8286b 0f782e4 0f95076 0f8d64f 0f8aa7c 
0f84586 0f7a13e 0f96e4f 0f90008 0f8ca14 
0f819b8 0f774aa 0f941dd 0f8cd38 0f89c7b 
0f878b5 0f7d3b6 0f9a0a0 0f92ade 0f8fbe4 
0f8387d 0f79407 0f9615a 0f8f357 0f8bca6 
0f87204 0f7cc59 0f999c3 0f91e5f 0f8f400 
0f89244 0f7ed88 0f9ba4a 0f94ad8 0f91619 
0f87124 0f7cb67 0f9983c 0f92220 0f8f2b5 
0f8e313 0f83d5d 0fa0994 0f99218 0f964cb 
0f8b7bb 0f812bb 0f9de99 0f97031 0f93ac8 
0f90307 0f85cea 0fa28bd 0f9ad3c 0f983e5 
0f9323a 0f88d6d 0fa58ac 0f9e9b6 0f9b588 
0f91c66 0f8770d 0fa428b 0f9ccfe 0f99def 
0f99919 0f8f42f 0fabf76 0fa4763 0fa1b34 
0f979f2 0f8d5e4 0faa160 0fa3142 0f9fda1 
0f9d60f 0f93115 0fafcbf 0fa7e62 0fa57f8 
0fa1b11 0f977aa 0fb430d 0fad0be 0fa9fd9 
0fa204e 0f97bf0 0fb47b4 0facdfc 0faa33a 
0fac31e 0fa1e95 0fbea1c 0fb6e77 0fb461b 
0faca56 0fa2663 0fbf1c9 0fb7e90 0fb4e5f 
0fb53c5 0faae73 0fc79e4 0fbf85b 0fbd57c 
0fbc7c5 0fb23b7 0fceea2 0fc78d7 0fc4c69 
0fbf92c 0fb5439 0fd1f51 0fca318 0fc7c14 
0fcb01f 0fc0b98 0fdd622 0fd5a81 0fd3431 
0fc926b 0fbeed5 0fdb9d8 0fd4a43 0fd1806 
0fcd5a4 0fc30eb 0fdfbf6 0fd7fdb 0fd595c 
0fcfd4d 0fc59a4 0fe2496 0fdb50a 0fd834f 
0fce504 0fc405b 0fe0bf1 0fd9497 0fd6943 
0fd555e 0fcb0d4 0fe7c50 0fe0526 0fdda61 
0fd0985 0fc659b 0fe312f 0fdc5b7 0fd8f89 
0fd2ab0 0fc857a 0fe514a 0fdd90e 0fdae36 
0fd1cd2 0fc78eb 0fe44c0 0fdda30 0fda32c 
0fcc242 0fc1cf4 0fdea17 0fd7728 0fd4778 
0fcfdce 0fc5845 0fe25dd 0fdb172 0fd8246 
0fc9491 0fbefc0 0fdbddc 0fd5176 0fd1a53 
0fca3f0 0fbfe32 0fdccc7 0fd51e1 0fd27ab 
0fc8925 0fbe4ce 0fdb32a 0fd4639 0fd0f84 
0fc1c91 0fb7783 0fd458f 0fcd29d 0fca153 
0fc3dd3 0fb98d8 0fd662c 0fcf437 0fcc341 
0fbb0e4 0fb0cbd 0fcd98d 0fc72c6 0fc379e 
0fb9be6 0faf6a8 0fcc366 0fc500f 0fc200c 
0fb69f6 0fac647 0fc9296 0fc2d1b 0fbf0b8 
0faf15d 0fa4d19 0fc19f1 0fbad2b 0fb7667 
0fb10f0 0fa6cb0 0fc3971 0fbcae3 0fb9678 
0fa8b3a 0f9e7c2 0fbb4ab 0fb4f18 0fb11f4 
0fa8261 0f9ddaa 0fbaaf2 0fb365f 0fb06a4 
0fa5fc6 0f9bc38 0fb897e 0fb212b 0fae641 
0f9faed 0f95665 0fb2403 0fab396 0fa7f3d 
0fa2d85 0f9890d 0fb5667 0fae3e9 0fab210 
0f9ba36 0f91665 0fae3d9 0fa7a89 0fa400d 
0f9c4db 0f91fc5 0faed3e 0fa768e 0fa486c 
0f9b636 0f91276 0fadf36 0fa7558 0fa3cbb 
0f962bf 0f8bdf0 0fa8b7b 0fa19f6 0f9e6b4 
0f9a3e6 0f8ff4c 0facc76 0fa591c 0fa2825 
0f94366 0f89f90 0fa6caa 0fa01cb 0f9c8ca 
0f95dba 0f8b8d4 0fa85f7 0fa0d66 0f9e0df 
0f95e58 0f8bad2 0fa8797 0fa1b4c 0f9e3fd 
0f9167a 0f8725c 0fa3f5f 0f9cc1a 0f99a36 
0f965ea 0f8c26e 0fa8ebc 0fa1977 0f9ea2e 
0f91205 0f86f44 0fa3b6f 0f9cf62 0f9976c 
0f9367f 0f8927b 0fa5ec1 0f9e521 0f9b989 
0f94142 0f89e6a 0fa6a88 0f9fcf3 0f9c6bb 
0f9032d 0f85f6f 0fa2bd1 0f9b7d5 0f986bc 
0f95c72 0f8b8b8 0fa84c7 0fa0f6e 0f9e039 
0f912ec 0f86fd8 0fa3be8 0f9cfb7 0f997c8 
0f94137 0f89cda 0fa692c 0f9ef75 0f9c39b 
0f95820 0f8b4ef 0fa80d1 0fa13b9 0f9dd00 
0f92350 0f87f43 0fa4ba1 0f9d81b 0f9a678 
0f986c8 0f8e2bd 0faaed6 0fa399e 0fa0a59 
0f9469b 0f8a330 0fa6f76 0fa039a 0f9cb44 
0f97cfc 0f8d842 0faa4aa 0fa2b75 0f9ff4b 
0f99bdc 0f8f851 0fac46e 0fa5755 0fa20a8 
0f96dfb 0f8c971 0fa95d5 0fa223b 0f9f0e0 
0f9d724 0f9327e 0fafe84 0fa88d5 0fa5a4a 
0f99b38 0f8f741 0fac32f 0fa5774 0fa1fa1 
0f9d2e9 0f92dad 0faf966 0fa809d 0fa54f8 
0f9f24f 0f94e53 0fb193a 0faad15 0fa7708 
0f9c348 0f91e80 0fae8f5 0fa771e 0fa4647 
0fa2b40 0f986a2 0fb50d0 0fadcf2 0faaea2 
0f9ee39 0f94a46 0fb1508 0faaa33 0fa72d4 
0fa2394 0f97e5f 0fb49b4 0fad1c9 0faa5e0 
0fa4359 0f99f69 0fb6a78 0fafe8f 0fac86d 
0fa1379 0f96e72 0fb3a03 0fac819 0fa9703 
0fa7a96 0f9d54b 0fba0e0 0fb2bf3 0fafee8 
0fa3bd2 0f9970e 0fb62d3 0faf85b 0fac12c 
0fa6e00 0f9c7e7 0fb9453 0fb1b87 0faf106 
0fa886d 0f9e3c9 0fbb016 0fb4393 0fb0dda 
0fa4e8d 0f9a986 0fb75e6 0fb039c 0fad294 
0faaf3e 0fa0a6b 0fbd684 0fb60ec 0fb33a2 
0fa6c3f 0f9c835 0fb944b 0fb28e4 0faf216 
0fa9b54 0f9f617 0fbc227 0fb4982 0fb1ec2 
0fab6be 0fa12cc 0fbde74 0fb7247 0fb3cb5 
0fa7bcd 0f9d712 0fba2ef 0fb3132 0fb0040 
0fad9ea 0fa3525 0fc00aa 0fb8cbf 0fb5e9a 
0fa8ebd 0f9eacc 0fbb65c 0fb4c98 0fb14d0 
0fab0c4 0fa0b8f 0fbd749 0fb5fb9 0fb3440 
0fac098 0fa1cb0 0fbe839 0fb7cd0 0fb4690 
0fa7665 0f9d1bf 0fb9d7f 0fb2cce 0fafad4 
0fac63b 0fa2181 0fbecfb 0fb7985 0fb4ad1 
0fa6c39 0f9c86e 0fb9406 0fb2b7e 0faf263 
0fa78fa 0f9d3f0 0fb9fd2 0fb29b7 0fafcda 
0fa71ca 0f9ce11 0fb99b2 0fb3043 0faf833 
0fa0b22 0f966ac 0fb32c2 0fac46e 0fa9003 
0fa3bd5 0f99738 0fb6350 0faf186 0fac0d1 
0f9c288 0f91ee1 0faeaf6 0fa83f4 0fa48ee 
0f9aec2 0f909fe 0fad632 0fa61ad 0fa32c7 
0f989e5 0f8e66a 0fab27c 0fa49a4 0fa108e 
0f90b70 0f86730 0fa337e 0f9c5b3 0f99046 
0f92d75 0f8890e 0fa5528 0f9e3d0 0f9b205 
0f8b4d8 0f8112e 0f9dd43 0f97559 0f93a75 
0f8ab5a 0f8064c 0f9d288 0f95c97 0f92e45 
0f89e92 0f7fab4 0f9c6b9 0f95c16 0f923a6 
0f84044 0f79ba1 0f967e3 0f8f778 0f8c37a 
0f883a0 0f7decb 0f9aadc 0f9366d 0f906b8 
0f82d1e 0f7892c 0f95541 0f8eaaf 0f8b16b 
0f84151 0f79c2a 0f9686d 0f8effc 0f8c310 
0f84f86 0f7aba1 0f97787 0f90a8e 0f8d3a8 
0f807a4 0f76317 0f92f4b 0f8bd53 0f88a43 
0f85a2f 0f7b58b 0f98183 0f90be3 0f8dcac 
0f81375 0f76fb7 0f93ba9 0f8d036 0f89744 
0f83298 0f78dae 0f959d1 0f8e0b8 0f8b3ca 
0f84ceb 0f7a93f 0f97504 0f9074e 0f8d090 
0f80eb0 0f76a5a 0f9365c 0f8c37c 0f890dc 
0f86a44 0f7c5d0 0f9918a 0f91b13 0f8ec6d 
0f82aee 0f7873b 0f952e9 0f8e68d 0f8ae6d 
0f850fb 0f7ac0d 0f977ce 0f8fe1e 0f8d21f 
0f872e9 0f7cf20 0f99a70 0f92c13 0f8f685 
0f83cbd 0f79839 0f963bf 0f8f07e 0f8bedc 
0f8a28b 0f7fde5 0f9c935 0f9526f 0f924cc 
0f86df0 0f7ca1a 0f9956f 0f928e1 0f8f1b2 
0f89e8f 0f7f9a0 0f9c53f 0f94b4d 0f92017 
0f8cb85 0f827cd 0f9f322 0f9847d 0f94f8f 
0f89fbc 0f7fb6b 0f9c70c 0f9539e 0f9225e 
0f9101a 0f86bbc 0fa3716 0f9c03e 0f992d7 
0f8e74b 0f843b1 0fa0ee8 0f9a24d 0f96b7e 
0f92594 0f880af 0fa4be1 0f9d1db 0f9a768 
0f96108 0f8bd38 0fa87e5 0fa191e 0f9e516 
0f943b3 0f89f0f 0fa6a04 0f9f63e 0f9c655 
0f9c5c8 0f92105 0faebc6 0fa749a 0fa4883 
0f9af69 0f90b8a 0fad67e 0fa68c9 0fa3400 
0fa0197 0f95c80 0fb27d6 0faac2a 0fa83f4 
0fa54fb 0f9b11e 0fb7c4e 0fb0b90 0fad9b6 
0fa50d2 0f9ac2b 0fb77c6 0fb0137 0fad3fd 
0faf0a8 0fa4ba8 0fc16ec 0fb9bf2 0fb7381 
0faf444 0fa4fda 0fc1b1e 0fbaa5d 0fb7834 
0fb5ca7 0fab6d2 0fc8230 0fc041a 0fbde0b 
0fbb5af 0fb1129 0fcdc1e 0fc6aad 0fc39a3 
0fba46e 0faff66 0fcca91 0fc5538 0fc2727 
0fc27c9 0fb8303 0fd4db3 0fcd550 0fcab15 
0fc0647 0fb6266 0fd2db6 0fcc032 0fc8b30 
0fc466f 0fba160 0fd6c3d 0fcf17d 0fcc92e 
0fc7772 0fbd3ca 0fd9e40 0fd2f96 0fcfcf0 
0fc435d 0fb9f08 0fd6a00 0fcf64b 0fcc77e 
0fca721 0fc02c7 0fdcdb1 0fd5728 0fd2c05 
0fc6123 0fbbd9c 0fd8878 0fd1d01 0fce6de 
0fc7eec 0fbda35 0fda555 0fd2bec 0fd0269 
0fc91bb 0fbee43 0fdb915 0fd4c17 0fd1820 
0fc4529 0fba11e 0fd6be5 0fcfa52 0fcc93b 
0fc91a5 0fbed70 0fdb8b2 0fd442c 0fd15e3 
0fc362d 0fb92a1 0fd5e02 0fcf4bf 0fcbbd9 
0fc4243 0fb9d5e 0fd6918 0fcf0ef 0fcc575 
0fc3fe7 0fb9c4b 0fd678f 0fcfc44 0fcc576 
0fbdcd6 0fb3844 0fd0407 0fc931c 0fc607e 
0fc142a 0fb6f77 0fd3ad1 0fcc7b0 0fc97f1 
0fba446 0fb006c 0fccc10 0fc62cd 0fc2a27 
0fb97b4 0faf2b9 0fcbeea 0fc488c 0fc1b58 
0fb7eab 0fadaf4 0fca708 0fc3cc3 0fc04c6 
0fb055b 0fa60dd 0fc2d91 0fbbede 0fb89ee 
0fb29b9 0fa8561 0fc520d 0fbe02a 0fbae9c 
0faadb8 0fa0a77 0fbd6f7 0fb7051 0fb33df 
0fa9af8 0f9f669 0fbc33c 0fb4dc1 0fb1eb4 
0fa8373 0f9e00f 0fbac8e 0fb425e 0fb09a2 
0fa10bd 0f96c94 0fb39e2 0facac3 0fa9582 
0fa3d42 0f998ee 0fb6629 0faf398 0fac207 
0f9cd15 0f9295e 0faf6ae 0fa8e4c 0fa531e 
0f9c727 0f92207 0faef4e 0fa7978 0fa4a90 
0f9be7f 0f91a96 0fae74b 0fa7cdc 0fa4451 
0f95d8e 0f8b8ec 0fa85a7 0fa15fe 0f9e149 
0f99ea7 0f8fa09 0fac6ba 0fa5293 0fa227b 
0f94340 0f89f96 0fa6c31 0fa022f 0f9c85c 
0f951b6 0f8acf4 0fa79ae 0fa01a6 0f9d481 
0f95ace 0f8b776 0fa83db 0fa1773 0f9e020 
0f90967 0f8659b 0fa323f 0f9c083 0f98d14 
0f95834 0f8b46d 0fa80c5 0fa0b67 0f9dbd9 
0f90924 0f86617 0fa3288 0f9c792 0f98e04 
0f9222b 0f87dda 0fa4a5a 0f9d184 0f9a47a 
0f9389a 0f89576 0fa616e 0f9f433 0f9bd3a 
0f8f516 0f8513d 0fa1d93 0f9ab13 0f977ec 
0f9502f 0f8ac34 0fa783d 0fa015e 0f9d2df 
0f90e84 0f86b54 0fa375a 0f9cb2d 0f99286 
0f93303 0f88e9e 0fa5aac 0f9e0b4 0f9b4af 
0f95491 0f8b158 0fa7d0d 0fa0eb0 0f9d88c 
0f91a09 0f87617 0fa421f 0f9cec3 0f99c6c 
0f97bac 0f8d7a8 0faa37c 0fa2c9f 0f9fe09 
0f940a2 0f89d70 0fa6929 0f9fc97 0f9c496 
0f969fa 0f8c57a 0fa913e 0fa1702 0f9eb8c 
0f990a5 0f8ed49 0fab8ad 0fa49e5 0fa14a5 
0f9599c 0f8b592 0fa8130 0fa0d70 0f9dc06 
0f9c0b8 0f91c8f 0fae7fe 0fa7087 0fa430d 
0f98b52 0f8e7e7 0fab351 0fa4600 0fa0f37 
0f9b95f 0f914a6 0fae01e 0fa650e 0fa3ad1 
0f9e72d 0f943bf 0fb0eaf 0fa9eef 0fa6b10 
0f9b7be 0f913a7 0fadec2 0fa6a5d 0fa3a39 
0fa26a7 0f98283 0fb4d09 0fad573 0faa912 
0f9f968 0f95618 0fb2022 0fab394 0fa7d3e 
0fa2f3c 0f98ac0 0fb5423 0fadabb 0fab097 
0fa64a9 0f9c166 0fb8a1e 0fb1cee 0fae874 
0fa396f 0f9958a 0fb5ee6 0faecee 0fabb9b 
0faaf58 0fa0b40 0fbd4e2 0fb5e67 0fb3187 
0fa879a 0f9e476 0fbae60 0fb422f 0fb0b5c 
0fac20a 0fa1d91 0fbe7c5 0fb6e04 0fb435a 
0fafa04 0fa56c0 0fc20b0 0fbb225 0fb7de2 
0facdb8 0fa29c4 0fbf41b 0fb814c 0fb5027 
0fb3fb7 0fa9bb6 0fc65ea 0fbeee6 0fbc219 
0fb1295 0fa6f51 0fc398a 0fbcd97 0fb96b2 
0fb415c 0fa9cda 0fc6735 0fbee0d 0fbc303 
0fb6e1e 0facac2 0fc94cb 0fc26f7 0fbf28b 
0fb33c3 0fa8fb3 0fc5a2f 0fbe7f7 0fbb6cc 
0fb9840 0faf3e0 0fcbe48 0fc47e3 0fc1b41 
0fb5d93 0faba01 0fc846a 0fc19b7 0fbe257 
0fb80f9 0fadc13 0fca6a4 0fc2e1f 0fc0389 
0fba68c 0fb02dd 0fccd1c 0fc6022 0fc2b8e 
0fb6364 0fabefe 0fc89c5 0fc18fe 0fbe6ed 
0fbc001 0fb1b84 0fce617 0fc705b 0fc4388 
0fb78e5 0fad559 0fca012 0fc35e9 0fbfe2f 
0fb8c12 0fae744 0fcb202 0fc3ada 0fc0ef4 
0fb9b03 0faf756 0fcc1d0 0fc572e 0fc206f 
0fb38ca 0fa9457 0fc5f1c 0fbf150 0fbbccb 
0fb70cc 0facc06 0fc969d 0fc24ab 0fbf4ca 
0fb0025 0fa5c4d 0fc26e3 0fbc140 0fb85e5 
0fae0a3 0fa3b79 0fc0631 0fb93d1 0fb63d7 
0fac150 0fa1d70 0fbe7fa 0fb80da 0fb471a 
0fa3438 0f98fd9 0fb5acf 0faf014 0fab8cd 
0fa4855 0f9a3d9 0fb6ec7 0faff48 0faccfb 
0f9bebc 0f91b3a 0fae66b 0fa822d 0fa4508 
0f98ef9 0f8ea40 0fab5a4 0fa4386 0fa12a1 
0f96bdc 0f8c840 0fa934e 0fa2bea 0f9f1ae 
0fa403d 0f99db5 0fb6765 0fafc99 0fac363 
0fa3575 0f991b2 0fb5ba0 0fae4f1 0fab618 
0fa6ec1 0f9cbe1 0fb9578 0fb2562 0faf132 
0fa1c5c 0f97973 0fb4360 0fad485 0fa9e66 
0fa68be 0f9c52e 0fb8f0f 0fb1780 0fae9a6 
0fa40ac 0f99e2d 0fb67db 0fafcd6 0fac3ae 
0fa369f 0f992ec 0fb5cd2 0fae5c1 0fab72f 
0fa70d7 0f9cdfc 0fb97aa 0fb273b 0faf320 
0fa1f8f 0f97ca6 0fb468b 0fad78a 0faa172 
0fa6c4d 0f9c8c3 0fb9279 0fb1ad0 0faed21 
0fa451c 0f9a2a9 0fb6c30 0fb0126 0fac813 
0fa3bcb 0f99820 0fb61fa 0faeb21 0fabc4a 
0fa7682 0f9d3a2 0fb9d1a 0fb2d09 0faf8c9 
0fa2563 0f9824e 0fb4c07 0faddb9 0faa73a 
0fa72aa 0f9cee4 0fb987e 0fb21af 0faf36b 
0fa4bf4 0f9a933 0fb72b3 0fb088a 0facee6 
0fa40ec 0f99cf5 0fb66d4 0faf0fc 0fac178 
0fa7c5a 0f9d912 0fba2a3 0fb335d 0fafe8d 
0fa29fe 0f9868a 0fb5052 0fae2bc 0faabe4 
0fa7614 0f9d1fd 0fb9bc5 0fb25a2 0faf6ef 
0fa5007 0f9ad15 0fb76c4 0fb0cf6 0fad324 
0fa45a3 0f9a183 0fb6b75 0faf5e7 0fac63b 
0fa80fe 0f9ddaa 0fba73c 0fb3820 0fb0367 
0fa2f80 0f98c1e 0fb55d3 0fae88e 0fab176 
0fa7c81 0f9d87b 0fba204 0fb2bc8 0fafd9f 
0fa579b 0f9b4a9 0fb7e12 0fb147a 0fadaac 
0fa4f1e 0f9aaf7 0fb74a1 0faffa9 0facfb7 
0fa8d66 0f9ea1c 0fbb382 0fb44ca 0fb0fbe 
0fa3f81 0f99c2b 0fb65db 0faf889 0fac1d1 
0fa8fdc 0f9ec05 0fbb579 0fb3f63 0fb1145 
0fa6e3e 0f9cb81 0fb94ca 0fb2b2b 0faf1dd 
0fa6791 0f9c3a4 0fb8d2a 0fb1806 0fae8b4 
0faa877 0fa0555 0fbcea0 0fb5fac 0fb2ba1 
0fa5c78 0f9b944 0fb82c6 0fb1578 0fadf3e 
0fab0c4 0fa0ce6 0fbd686 0fb6023 0fb3271 
0fa935c 0f9f09a 0fbba2b 0fb4ff3 0fb174c 
0fa9320 0f9ef45 0fbb905 0fb42f8 0fb1477 
0fadc33 0fa392f 0fc02b2 0fb92dc 0fb5f11 
0fa980c 0f9f4e6 0fbbeb2 0fb4feb 0fb1a6f 
0faf6ac 0fa52c3 0fc1c6c 0fba48c 0fb77b2 
0fae551 0fa427b 0fc0bed 0fba05b 0fb685a 
0faf270 0fa4e60 0fc17f0 0fba05e 0fb72d6 
0fb4bdb 0faa8b3 0fc71b2 0fc0096 0fbcdef 
0fb18c8 0fa75ac 0fc3ebd 0fbceff 0fb9a7a 
0fb8bd6 0fae824 0fcb12e 0fc3818 0fc0c8f 
0fb8f0c 0faec7c 0fcb52f 0fc48bd 0fc11fa 
0fbb122 0fb0d3d 0fcd65b 0fc5d45 0fc319f 
0fc1ff3 0fb7cd2 0fd459d 0fcd2e3 0fca25b 
0fbfe4d 0fb5b0f 0fd2545 0fcb36f 0fc8067 
0fc7db2 0fbd9bf 0fda2f3 0fd28d4 0fcfe80 
0fc8221 0fbdf74 0fda895 0fd3b28 0fd054e 
0fc9dcb 0fbf9d2 0fdc32c 0fd49ce 0fd1eb4 
0fcfa6e 0fc5762 0fe201d 0fdae39 0fd7d32 
0fcc1de 0fc1eb8 0fde7bc 0fd771d 0fd44df 
0fd2ad9 0fc86f6 0fe4fb8 0fdd68c 0fdabff 
0fd15b8 0fc7300 0fe3b84 0fdcf65 0fd98e7 
0fd191d 0fc7549 0fe3e4e 0fdc68b 0fd9a25 
0fd5d3a 0fcba74 0fe8321 0fe12eb 0fde083 
0fd0aff 0fc680d 0fe30aa 0fdc311 0fd8de5 
0fd598d 0fcb60f 0fe7eab 0fe088d 0fddbac 
0fd277b 0fc8514 0fe4d61 0fde3ab 0fdab69 
0fd0e9b 0fc6af7 0fe3445 0fdbcc5 0fd903c 
0fd3560 0fc92b4 0fe5bac 0fdee63 0fdb8ae 
0fcc558 0fc229c 0fdec9e 0fd7db2 0fd4902 
0fcf635 0fc52de 0fe1c93 0fda71a 0fd7870 
0fca8fd 0fc06c9 0fdd107 0fd6825 0fd2e0d 
0fc784b 0fbd51f 0fda04b 0fd28d2 0fcfaa7 
0fc882a 0fbe5c3 0fdb19d 0fd43b5 0fd0c14 
0fc03c7 0fb6134 0fd2da7 0fcc0aa 0fc8728 
0fc2242 0fb7f27 0fd48ef 0fcd988 0fca4b8 
0fbc624 0fb2475 0fcee36 0fc889f 0fc4b11 
0fb89c9 0fae701 0fcb0c2 0fc3e59 0fc0c12 
0fb97b8 0faf5fc 0fcbfaa 0fc53b0 0fc1c13 
0fb1215 0fa7050 0fc3b38 0fbd09b 0fb95c7 
0fb30d7 0fa8e4a 0fc5985 0fbe5d4 0fbb307 
0fad873 0fa36ff 0fc01db 0fb9b74 0fb5cd5 
0faa0b8 0f9fe00 0fbc8f9 0fb5655 0fb227e 
0fab4e1 0fa12ee 0fbdd76 0fb712a 0fb3872 
0fa3be6 0f999ca 0fb6482 0faf911 0fabef5 
0fa6dcb 0f9cafa 0fb9572 0fb20de 0faef8c 
0fa2b68 0f989be 0fb53e4 0faeb73 0faaf5c 
0fa09c1 0f966e5 0fb316b 0fabbe6 0fa8b1e 
0fa3579 0f99394 0fb5dba 0faee7a 0fab88d 
0f9d39f 0f931a4 0fafc0c 0fa8dfa 0fa55ff 
0fa16f3 0f9747f 0fb3ea7 0fac726 0fa9834 
0f9e2f5 0f94202 0fb0ba1 0faa11d 0fa6635 
0f9cf4f 0f92d69 0faf703 0fa7f9d 0fa4fbc 
0fa06c9 0f965e3 0fb2f34 0fabe8c 0fa88e7 
0f9ad6d 0f90c70 0fad5e3 0fa6684 0fa2f23 
0f9fb08 0f95943 0fb228c 0faaa2c 0fa7b6f 
0f9d525 0f93445 0fafd79 0fa91d6 0fa57c4 
0f9ce2f 0f92c01 0faf55e 0fa7e19 0fa4e20 
0fa11d0 0f9705c 0fb3960 0fac93a 0fa9392 
0f9c4d3 0f9230a 0faec4a 0fa7de2 0fa45f0 
0fa1e2e 0f97b84 0fb4465 0facd8d 0fa9e18 
0fa036f 0f961bc 0fb2a6e 0fac08e 0fa858c 
0fa06d2 0f963d9 0fb2cbb 0fab68f 0fa8659 
0fa56e6 0f9b4c6 0fb7d0e 0fb0d82 0fad831 
0fa1644 0f9740c 0fb3c60 0face31 0fa9714 
0fa7bd9 0f9d90d 0fba0f0 0fb29cd 0fafb76 
0fa6db7 0f9cc0d 0fb9347 0fb2949 0faefa9 
0fa7c0b 0f9d922 0fba021 0fb2a86 0fafb97 
0fad76e 0fa3558 0fbfc3d 0fb8d0f 0fb58d8 
0fa9dc0 0f9fb89 0fbc311 0fb553d 0fb1eb8 
0fb0967 0fa6650 0fc2e20 0fbb715 0fb891f 
0fafe98 0fa5c54 0fc248e 0fbba4d 0fb80d9 
0fb0c34 0fa6835 0fc312b 0fbbaa7 0fb8c26 
0fb6509 0fac23d 0fc8aac 0fc1a05 0fbe6e5 
0fb2934 0fa8654 0fc4f2c 0fbe050 0fbaab3 
0fb8dc1 0faea21 0fcb321 0fc3af6 0fc0e2b 
0fb7725 0fad470 0fc9d3d 0fc32c3 0fbfa22 
0fb7471 0fad066 0fc999f 0fc2293 0fbf53c 
0fbb91c 0fb15e0 0fcdefb 0fc6e98 0fc3c13 
0fb6231 0fabeee 0fc8860 0fc1a2f 0fbe504 
0fbac01 0fb085b 0fcd190 0fc5994 0fc2dcf 
0fb7c45 0fada13 0fca2c1 0fc3937 0fc004d 
0fb5f50 0fabc0c 0fc84c8 0fc0ecd 0fbe0e1 
0fb8f6c 0faed16 0fcb57f 0fc464b 0fc12c0 
0fb266b 0fa83d6 0fc4cb4 0fbe0c1 0fba945 
0fb63ac 0fac06f 0fc894c 0fc136e 0fbe507 
0fb2d01 0fa8b0a 0fc53b7 0fbeb9e 0fbb0ff 
0fb087b 0fa6553 0fc2e43 0fbba7f 0fb8a17 
0fb31f8 0fa8fa4 0fc584b 0fbeb1c 0fbb551 
0fabbeb 0fa1990 0fbe27f 0fb7821 0fb3ee0 
0fae565 0fa426a 0fc0b60 0fb975d 0fb6702 
0fa926d 0f9f08f 0fbb961 0fb5391 0fb164d 
0fa4c45 0f9a931 0fb724e 0fb00b3 0facdac 
0fa55f2 0f9b380 0fb7c4a 0fb1133 0fad906 
0f9c3bf 0f92149 0faea5d 0fa81af 0fa46ab 
0f9d6b8 0f93377 0fafc9f 0fa8a74 0fa584f 
0f97595 0f8d379 0fa9c9e 0fa37c6 0f9f97a 
0f922a8 0f87f40 0fa48bc 0f9d828 0f9a3cb 
0f92222 0f87f69 0fa48b1 0f9de94 0f9a4eb 
0f88d76 0f7eac1 0f9b426 0f94b64 0f90fc6 
0f8a20f 0f7fe65 0f9c83c 0f95496 0f922d3 
0f85223 0f7af98 0f9790e 0f91261 0f8d4a2 
0f81afd 0f77722 0f940f6 0f8ce41 0f89b08 
0f8404b 0f79d08 0f96698 0f8f980 0f8c1ed 
0f7d48c 0f73156 0f8fb31 0f88ff9 0f855bd 
0f80f11 0f76b1d 0f93518 0f8bf6e 0f88ee1 
0f7e315 0f74063 0f90a24 0f8a0de 0f8650c 
0f7c942 0f72555 0f8ef6a 0f87a18 0f8490f 
0f804bc 0f76180 0f92b32 0f8bb75 0f88650 
0f7ac84 0f70930 0f8d2d8 0f8674f 0f82df2 
0f7f5bb 0f75196 0f91b5f 0f8a3db 0f87599 
0f7d499 0f7318e 0f8fb9c 0f88e88 0f8569e 
0f7c339 0f71f43 0f8e94f 0f872b1 0f842a6 
0f80775 0f76456 0f92e08 0f8bd5a 0f88857 
0f7ba30 0f7170a 0f8e11f 0f871dc 0f83aa8 
0f80af6 0f7670a 0f930b1 0f8ba55 0f88a38 
0f7f46a 0f75183 0f91b12 0f8b10c 0f87602 
0f7edba 0f74986 0f9132f 0f89efd 0f86cd1 
0f83cc9 0f79926 0f96293 0f8f224 0f8bd0b 
