0fb0986 0fa75b1 0fc47ae 0fb8b99 0fb42dc 
0fb4a50 0fab992 0fc89ce 0fbcc04 0fb790f 
0fabf86 0fa2b2a 0fc00d5 0fb3f0d 0fae892 
0fb09e0 0fa7b52 0fc48c7 0fb8d3a 0fb3be0 
0fb1bcd 0fa8735 0fc5c71 0fb9b0d 0fb44fb 
0fab304 0fa2236 0fbf30d 0fb3541 0fae1ab 
0fb4a4b 0fab92c 0fc897c 0fbcc20 0fb792f 
0fac016 0fa2b55 0fc0118 0fb3fc0 0fae943 
0fb0b03 0fa7c10 0fc49aa 0fb8e96 0fb3d2d 
0fb1dfb 0fa8918 0fc5e96 0fb9d92 0fb476a 
0fab54e 0fa243b 0fbf53c 0fb37cd 0fae415 
0fb4d94 0fabc5c 0fc8ca2 0fbcfaa 0fb7c9b 
0fac373 0fa2ea2 0fc0463 0fb4361 0faeca9 
0fb0d31 0fa7e3f 0fc4bd1 0fb911d 0fb3f64 
0fb2065 0fa8b85 0fc60c5 0fba032 0fb49c9 
0fab6ee 0fa25e8 0fbf6b7 0fb39a6 0fae59c 
0fb4e6f 0fabd4d 0fc8d6f 0fbd0d7 0fb7d6d 
0fac4a8 0fa2fed 0fc0597 0fb44e3 0faedd9 
0fb0e28 0fa7f60 0fc4ce6 0fb9266 0fb4059 
0fb2223 0fa8d5d 0fc62b8 0fba231 0fb4b80 
0fab92d 0fa2839 0fbf92f 0fb3c11 0fae7d3 
0fb5137 0fac02d 0fc9090 0fbd3ca 0fb803a 
0fac7f9 0fa3344 0fc0938 0fb484c 0faf11b 
0fb1069 0fa8185 0fc4f67 0fb94a2 0fb428c 
0fb24de 0fa9008 0fc65bb 0fba4fc 0fb4e3b 
0faba2c 0fa2922 0fbfa78 0fb3d22 0fae8cb 
0fb521d 0fac106 0fc916a 0fbd497 0fb8110 
0fac8f7 0fa343a 0fc0a3b 0fb493a 0faf211 
0fb0feb 0fa811c 0fc4ee1 0fb940d 0fb4202 
0fb24bd 0fa8ffe 0fc657a 0fba4b6 0fb4e0f 
0faba22 0fa2926 0fbfa46 0fb3ced 0fae8a7 
0fb522b 0fac13a 0fc918c 0fbd4ab 0fb8126 
0fac895 0fa3406 0fc09e5 0fb48cb 0faf1a3 
0fb0f9f 0fa8104 0fc4e98 0fb93c5 0fb41b7 
0fb2424 0fa8f95 0fc64fb 0fba444 0fb4d8b 
0fab8b4 0fa27d3 0fbf8b8 0fb3b7b 0fae738 
0fb4fe6 0fabefd 0fc8f26 0fbd274 0fb7eed 
0fac723 0fa328c 0fc0845 0fb475c 0faf036 
0fb0dfd 0fa7f5b 0fc4ce3 0fb9227 0fb4013 
0fb2430 0fa8fae 0fc64e6 0fba445 0fb4d93 
0fab8bd 0fa27e9 0fbf8e1 0fb3b97 0fae73e 
0fb5003 0fabf2b 0fc8f42 0fbd287 0fb7efd 
0fac66d 0fa31dd 0fc079e 0fb46a7 0faef6f 
0fb0b99 0fa7cfb 0fc4a7c 0fb8fbd 0fb3d90 
0fb2165 0fa8ce1 0fc6210 0fba172 0fb4ab1 
0fab2fe 0fa222e 0fbf335 0fb35df 0fae16e 
0fb4a86 0fab9c5 0fc89c8 0fbcd1a 0fb798e 
0fac295 0fa2e18 0fc03c8 0fb42e1 0faeba2 
0fb07bb 0fa7929 0fc4695 0fb8bea 0fb39ce 
0fb1f67 0fa8aef 0fc5fff 0fb9f69 0fb48ba 
0fab23c 0fa2171 0fbf24e 0fb34f5 0fae09b 
0fb49b6 0fab90b 0fc8901 0fbcc3b 0fb78bd 
0fac18e 0fa2d1e 0fc02dc 0fb41c4 0faea8c 
0fb05c9 0fa7744 0fc44c7 0fb89e8 0fb37d1 
0fb1dbe 0fa8957 0fc5e80 0fb9dbc 0fb4719 
0faafe9 0fa1f2f 0fbf038 0fb32a4 0fade4d 
0fb47e7 0fab74d 0fc8752 0fbca66 0fb76f6 
0fabfd8 0fa2b77 0fc0136 0fb3fe9 0fae8c5 
0fb03e7 0fa756f 0fc42d8 0fb87d8 0fb35dc 
0fb1ce2 0fa8880 0fc5d7f 0fb9cb7 0fb4635 
0faaeab 0fa1de0 0fbeeba 0fb3130 0fadcf5 
0fb477e 0fab6e2 0fc86ab 0fbc9cd 0fb7684 
0fac046 0fa2bdd 0fc0175 0fb403b 0fae92e 
0fb030b 0fa749a 0fc41ea 0fb86f3 0fb350d 
0fb1c67 0fa8822 0fc5d21 0fb9c51 0fb45cd 
0faaea6 0fa1dfa 0fbeee6 0fb3140 0fadcfa 
0fb4732 0fab6b6 0fc8687 0fbc994 0fb7641 
0fac055 0fa2bfc 0fc018b 0fb4045 0fae936 
0fb02b6 0fa745e 0fc41b1 0fb86a0 0fb34ad 
0fb1d49 0fa8912 0fc5e03 0fb9d15 0fb4699 
0faaf0a 0fa1e63 0fbef4f 0fb317f 0fadd3a 
0fb47b5 0fab740 0fc8708 0fbc9f8 0fb76bf 
0fac1e1 0fa2d83 0fc0312 0fb41ab 0faeaa8 
0fb03e9 0fa7585 0fc42bb 0fb87a1 0fb35d0 
0fb1fc5 0fa8b94 0fc605c 0fb9f79 0fb4919 
0faaffb 0fa1f52 0fbf006 0fb3246 0fade2b 
0fb48bc 0fab863 0fc8802 0fbcafe 0fb77d7 
0fac320 0fa2ee4 0fc044a 0fb42e5 0faebf4 
0fb0443 0fa7607 0fc432d 0fb880c 0fb3641 
0fb20d0 0fa8cba 0fc616d 0fba07b 0fb4a28 
0fab087 0fa1fe7 0fbf0ad 0fb32ce 0fadea5 
0fb49b5 0fab961 0fc88df 0fbcbce 0fb78bd 
0fac3d4 0fa2f8b 0fc0504 0fb4382 0faec9e 
0fb053b 0fa76fc 0fc4432 0fb88f2 0fb3727 
0fb2182 0fa8d72 0fc622e 0fba11f 0fb4ad3 
0fab15c 0fa20c9 0fbf184 0fb338a 0fadf74 
0fb49bc 0fab97c 0fc88f8 0fbcbd6 0fb78c4 
0fac467 0fa303e 0fc05bb 0fb4427 0faed33 
0fb046e 0fa7643 0fc436f 0fb881f 0fb3663 
0fb20ef 0fa8ced 0fc6198 0fba088 0fb4a54 
0fab006 0fa1f74 0fbf03d 0fb3234 0fade21 
0fb48fc 0fab8c9 0fc8857 0fbcb23 0fb7822 
0fac389 0fa2f60 0fc04eb 0fb4346 0faec67 
0fb0356 0fa7530 0fc425f 0fb86fd 0fb3548 
0fb210f 0fa8d0d 0fc61b4 0fba095 0fb4a75 
0faafc5 0fa1f3e 0fbefff 0fb31de 0faddda 
0fb48a0 0fab873 0fc87dd 0fbca97 0fb77ac 
0fac462 0fa3040 0fc059b 0fb43e1 0faed20 
0fb02e0 0fa74c9 0fc41d9 0fb8668 0fb34bc 
0fb21c1 0fa8de5 0fc6276 0fba14a 0fb4b24 
0faaf9b 0fa1f27 0fbefe7 0fb31b6 0faddad 
0fb4909 0fab8f4 0fc885b 0fbcb23 0fb7838 
0fac4db 0fa30c5 0fc0639 0fb447d 0faedac 
0fb034c 0fa754d 0fc4261 0fb86ef 0fb354a 
0fb2326 0fa8f58 0fc63d9 0fba2b3 0fb4c8f 
0fab176 0fa20fb 0fbf1b6 0fb3382 0fadf74 
0fb4ae5 0fabad1 0fc8a22 0fbccd8 0fb79f2 
0fac6ca 0fa32b7 0fc0816 0fb4646 0faef77 
0fb0486 0fa7692 0fc43a4 0fb8814 0fb3669 
0fb2500 0fa914a 0fc65e5 0fba489 0fb4e5e 
0fab1db 0fa2170 0fbf258 0fb33e6 0fadfce 
0fb4b9a 0fabb94 0fc8afe 0fbcd7f 0fb7aab 
0fac839 0fa341d 0fc09ad 0fb479e 0faf0e0 
0fb05c9 0fa77ad 0fc44e5 0fb8928 0fb379d 
0fb2688 0fa92ab 0fc6757 0fba5db 0fb4fe7 
0fab34f 0fa22d8 0fbf3d6 0fb3534 0fae141 
0fb4d4c 0fabd60 0fc8cc4 0fbcf2f 0fb7c6b 
0fac95e 0fa3554 0fc0ae9 0fb48c5 0faf20d 
0fb05f8 0fa77ec 0fc452f 0fb894f 0fb37cc 
0fb2731 0fa934b 0fc67f2 0fba66e 0fb5080 
0fab321 0fa228a 0fbf374 0fb34f2 0fae107 
0fb4bda 0fabbb8 0fc8b0d 0fbcdba 0fb7b05 
0fac82d 0fa33d7 0fc0954 0fb47a1 0faf0d7 
0fb02ba 0fa7469 0fc41a2 0fb8648 0fb3492 
0fb242b 0fa9012 0fc64c1 0fba3cd 0fb4d98 
0faaf7d 0fa1ea6 0fbefa2 0fb31a7 0fadd65 
0fb4837 0fab7e6 0fc8753 0fbca84 0fb7774 
0fac4a2 0fa3031 0fc05e9 0fb4482 0faed5f 
0faff9d 0fa713b 0fc3e9e 0fb839e 0fb3196 
0fb2289 0fa8e57 0fc6330 0fba289 0fb4c0e 
0faae33 0fa1d28 0fbee46 0fb308c 0fadc11 
0fb478f 0fab70f 0fc8688 0fbc9f4 0fb76bc 
0fac52e 0fa308a 0fc0639 0fb4516 0faeddd 
0faffbd 0fa713e 0fc3e98 0fb83c6 0fb31a9 
0fb237c 0fa8f54 0fc6410 0fba396 0fb4d17 
0faad20 0fa1c26 0fbed30 0fb2f9a 0fadb06 
0fb45e5 0fab584 0fc84e9 0fbc87c 0fb7533 
0fac492 0fa2ff5 0fc05ad 0fb449e 0faed47 
0fafced 0fa6e60 0fc3bbe 0fb8103 0fb2eda 
0fb21f8 0fa8da4 0fc623a 0fba1f0 0fb4b77 
0faabb8 0fa1a83 0fbeb94 0fb2e16 0fad980 
0fb44fd 0fab46f 0fc83b6 0fbc773 0fb7433 
0fac42c 0fa2f84 0fc0517 0fb4434 0faece1 
0fafb9e 0fa6d0f 0fc3a36 0fb7fc2 0fb2d8a 
0fb21c1 0fa8d77 0fc61f0 0fba1e8 0fb4b56 
0faaa9a 0fa1973 0fbea8b 0fb2d35 0fad86b 
0fb444c 0fab3eb 0fc8357 0fbc73f 0fb73ba 
0fac426 0fa2f89 0fc0531 0fb4460 0faecdf 
0fafb94 0fa6cfb 0fc3a3c 0fb7fb6 0fb2d7d 
0fb2308 0fa8ebb 0fc6349 0fba321 0fb4c93 
0faaca5 0fa1b76 0fbec80 0fb2f01 0fada4c 
0fb4654 0fab5fb 0fc8538 0fbc8f7 0fb75a1 
0fac782 0fa32f2 0fc0874 0fb4776 0faf01b 
0fafe62 0fa6fe4 0fc3d17 0fb8267 0fb3025 
0fb25ac 0fa9181 0fc6608 0fba5bc 0fb4f2b 
0faaddd 0fa1cbb 0fbee03 0fb305f 0fadb88 
0fb4728 0fab6cc 0fc861c 0fbc9c5 0fb7668 
0fac87f 0fa33d6 0fc0974 0fb486d 0faf0fa 
0fafe9e 0fa7008 0fc3d20 0fb827d 0fb3050 
0fb2703 0fa92cc 0fc672d 0fba6fa 0fb5074 
0faaeab 0fa1d85 0fbee8b 0fb30f1 0fadc32 
0fb4847 0fab7f4 0fc8724 0fbcae5 0fb7789 
0fac938 0fa348b 0fc0a26 0fb4914 0faf199 
0fafdc2 0fa6f38 0fc3c8d 0fb81c9 0fb2f63 
0fb2679 0fa925b 0fc66fa 0fba6a1 0fb4fde 
0faadbc 0fa1ca6 0fbee09 0fb303d 0fadb35 
0fb4722 0fab6ea 0fc862a 0fbc9c2 0fb7649 
0fac8e2 0fa345b 0fc09e9 0fb48c0 0faf138 
0fafb47 0fa6ce0 0fc3a00 0fb7f31 0fb2ce2 
0fb251a 0fa9103 0fc6554 0fba50b 0fb4e75 
0faab1f 0fa1a0a 0fbeb1c 0fb2d60 0fad883 
0fb443f 0fab409 0fc830f 0fbc6c8 0fb7360 
0fac5b9 0fa3129 0fc06a4 0fb4583 0faedfd 
0faf776 0fa6916 0fc3638 0fb7b64 0fb2905 
0fb210f 0fa8d22 0fc6180 0fba11b 0fb4a72 
0faa65e 0fa156b 0fbe6a1 0fb28bc 0fad3b9 
0fb3f01 0faaefa 0fc7e13 0fbc1a6 0fb6e38 
0fabfc5 0fa2b5e 0fc00d6 0fb3fa3 0fae819 
0faf09f 0fa6259 0fc2f6c 0fb748c 0fb2227 
0fb1aff 0fa8724 0fc5b66 0fb9b08 0fb4467 
0faa02f 0fa0f32 0fbe035 0fb225d 0facd7a 
0fb396d 0faa971 0fc7862 0fbbbfe 0fb68a5 
0fabbea 0fa2794 0fbfd0c 0fb3bcf 0fae435 
0faedc4 0fa5f99 0fc2cbc 0fb71c8 0fb1f53 
0fb1965 0fa85aa 0fc59eb 0fb9974 0fb42cd 
0fa9e2c 0fa0d5e 0fbde69 0fb2066 0facb6c 
0fb37c2 0faa7ed 0fc76bd 0fbba50 0fb66f3 
0faba3d 0fa25f9 0fbfb6b 0fb3a0f 0fae277 
0faea7b 0fa5c5c 0fc2975 0fb6e63 0fb1bf8 
0fb1755 0fa839a 0fc57d2 0fb9747 0fb40a7 
0fa9ba7 0fa0aca 0fbdbe8 0fb1dc2 0fac8ca 
0fb3553 0faa57b 0fc7460 0fbb7cb 0fb6476 
0fab920 0fa24d5 0fbfa5d 0fb38ce 0fae13e 
0fae828 0fa59f6 0fc270e 0fb6bdd 0fb1987 
0fb16ed 0fa832a 0fc5759 0fb96b3 0fb4025 
0fa9a00 0fa0928 0fbda54 0fb1c03 0fac705 
0fb33ca 0faa419 0fc72fe 0fbb648 0fb62ec 
0fab80f 0fa23f2 0fbf964 0fb37c7 0fae032 
0fae751 0fa5960 0fc263c 0fb6b00 0fb18b1 
0fb1672 0fa82f6 0fc56f7 0fb9644 0fb3fba 
0fa9a3d 0fa097e 0fbda8f 0fb1c2d 0fac732 
0fb338d 0faa3d4 0fc72a0 0fbb5e1 0fb6299 
0fab821 0fa23cf 0fbf93b 0fb378b 0fae014 
0fae65e 0fa5839 0fc2534 0fb69e5 0fb179b 
0fb160c 0fa8268 0fc5677 0fb95ba 0fb3f3f 
0fa98da 0fa0804 0fbd911 0fb1aaa 0fac5c4 
0fb331e 0faa36f 0fc7229 0fbb56e 0fb623c 
0fab843 0fa240d 0fbf966 0fb37bc 0fae050 
0fae627 0fa581f 0fc2501 0fb69b3 0fb1773 
0fb1666 0fa82dd 0fc56b9 0fb95fe 0fb3fa0 
0fa9919 0fa0852 0fbd943 0fb1acb 0fac5f5 
0fb3320 0faa381 0fc7222 0fbb560 0fb6238 
0fab905 0fa24db 0fbfa35 0fb3864 0fae0f4 
0fae49d 0fa5697 0fc238a 0fb680a 0fb15c6 
0fb16dd 0fa8353 0fc5746 0fb966b 0fb4002 
0fa9847 0fa076b 0fbd886 0fb19f2 0fac500 
0fb31ba 0faa221 0fc70c8 0fbb402 0fb60d1 
0fab872 0fa2456 0fbf9aa 0fb37d5 0fae062 
0fae447 0fa5660 0fc2334 0fb67ba 0fb158d 
0fb1647 0fa82d9 0fc569c 0fb95bd 0fb3f7e 
0fa9752 0fa0690 0fbd772 0fb18dc 0fac40b 
0fb3139 0faa1c1 0fc7032 0fbb370 0fb605a 
0fab7ab 0fa238b 0fbf8c9 0fb36e7 0fadf8e 
0fae258 0fa5464 0fc2118 0fb659d 0fb1373 
0fb15d0 0fa8263 0fc5604 0fb9537 0fb3ef6 
0fa9663 0fa059e 0fbd687 0fb17e1 0fac307 
0fb3073 0faa0e7 0fc6f41 0fbb276 0fb5f71 
0fab77f 0fa2362 0fbf890 0fb369d 0fadf3d 
0fae19d 0fa53ae 0fc2067 0fb64dd 0fb12ba 
0fb1555 0fa81f5 0fc558f 0fb94bb 0fb3e89 
0fa9564 0fa0492 0fbd592 0fb16c9 0fac1ff 
0fb2eb4 0fa9f32 0fc6da9 0fbb0a5 0fb5db1 
0fab720 0fa2304 0fbf860 0fb3638 0fadee9 
0fadfb9 0fa51c7 0fc1ecb 0fb62f8 0fb10e3 
0fb14a3 0fa813e 0fc5505 0fb940b 0fb3dec 
0fa9408 0fa0310 0fbd422 0fb1542 0fac093 
0fb2df0 0fa9e4f 0fc6cd3 0fbafb2 0fb5ce0 
0fab773 0fa234b 0fbf894 0fb365c 0fadf21 
0fadf84 0fa519c 0fc1e7e 0fb6291 0fb1096 
0fb1571 0fa8218 0fc55bb 0fb94a8 0fb3ea4 
0fa9471 0fa0398 0fbd4b4 0fb15a3 0fac0f4 
0fb2e26 0fa9eb4 0fc6d33 0fbb00a 0fb5d41 
0fab746 0fa2320 0fbf879 0fb3637 0fadf13 
0faded9 0fa50e0 0fc1db7 0fb61f4 0fb0ff8 
0fb15a3 0fa822e 0fc55dc 0fb94fb 0fb3ef3 
0fa9429 0fa0327 0fbd455 0fb158c 0fac0be 
0fb2e2f 0fa9e74 0fc6ce0 0fbb034 0fb5d58 
0fab8f1 0fa246c 0fbf9cc 0fb380c 0fae0bc 
0fadfd0 0fa5176 0fc1e76 0fb6324 0fb10f5 
0fb18f5 0fa8538 0fc5926 0fb98ab 0fb4261 
0fa9767 0fa062e 0fbd7af 0fb193a 0fac41a 
0fb317a 0faa19f 0fc706a 0fbb402 0fb60cd 
0fabe5a 0fa29c4 0fbff6f 0fb3de3 0fae645 
0fae52b 0fa56be 0fc23f8 0fb68e0 0fb166a 
0fb1dcb 0fa89ff 0fc5e08 0fb9dbd 0fb4749 
0fa9c4a 0fa0ae1 0fbdc72 0fb1e27 0fac8f9 
0fb361e 0faa623 0fc74d8 0fbb898 0fb656f 
0fac152 0fa2c8e 0fc023c 0fb40c0 0fae937 
0fae65b 0fa57c3 0fc250b 0fb69f3 0fb1799 
0fb1fac 0fa8bc1 0fc5fdc 0fb9f98 0fb4938 
0fa9d43 0fa0bbb 0fbdd63 0fb1f0c 0fac9e3 
0fb379c 0faa7a8 0fc766f 0fbba3e 0fb6710 
0fac382 0fa2ec6 0fc0471 0fb4318 0faeb7b 
0fae75a 0fa58dc 0fc261d 0fb6b31 0fb18b1 
0fb21a6 0fa8dd0 0fc6198 0fba19d 0fb4b39 
0fa9e7e 0fa0cf9 0fbde74 0fb2063 0facb25 
0fb37fb 0faa801 0fc76b2 0fbbab9 0fb6771 
0fac50f 0fa3054 0fc0603 0fb44c9 0faed08 
0fae821 0fa599e 0fc26e6 0fb6c17 0fb196f 
0fb2359 0fa8f88 0fc636c 0fba392 0fb4cfb 
0faa000 0fa0e81 0fbe028 0fb2216 0facca0 
0fb3998 0faa9c2 0fc7865 0fbbc76 0fb6918 
0fac65e 0fa31aa 0fc073b 0fb460e 0faee43 
0fae83b 0fa59c7 0fc26fa 0fb6c1e 0fb197b 
0fb23fc 0fa903c 0fc6416 0fba41b 0fb4d94 
0fb4007 0faae5b 0fc7f6b 0fbc153 0fb6b37 
0faa3e8 0fa1106 0fbe48b 0fb24c0 0faccf8 
0fb1e54 0fa900b 0fc5cca 0fba202 0fb4e82 
0faee83 0fa5a0a 0fc2f63 0fb6e2f 0fb155b 
0fabd5f 0fa2e7e 0fbfc9e 0fb40e5 0faec6f 
0fb3add 0faa928 0fc7a7b 0fbbc4b 0fb6610 
0fa9f09 0fa0c46 0fbdfd4 0fb2007 0fac82f 
0fb1d69 0fa8f31 0fc5c18 0fba13f 0fb4dab 
0faedb3 0fa5937 0fc2ec4 0fb6d73 0fb147b 
0fabdbc 0fa2edd 0fbfd13 0fb414a 0faecb4 
0fb3c29 0faaa69 0fc7bbd 0fbbd95 0fb673f 
0faa068 0fa0d96 0fbe118 0fb2156 0fac96d 
0fb1ff4 0fa91b4 0fc5e76 0fba3ac 0fb5015 
0faed9b 0fa591b 0fc2e80 0fb6d32 0fb143f 
0fac026 0fa315e 0fbff59 0fb43ad 0faef26 
0fb3c95 0faaae3 0fc7c2d 0fbbde1 0fb6788 
0fa9f63 0fa0cbb 0fbe013 0fb2054 0fac873 
0fb2072 0fa9242 0fc5f0d 0fba427 0fb5082 
0faec1b 0fa57a9 0fc2cfc 0fb6b9e 0fb12ad 
0fac032 0fa3183 0fbff51 0fb438d 0faef27 
0fb3c20 0faaa6a 0fc7b8e 0fbbd1c 0fb66df 
0fa9f09 0fa0c6b 0fbdfa1 0fb1fb7 0fac7fc 
0fb2227 0fa93f6 0fc60a6 0fba594 0fb5210 
0faebd3 0fa5755 0fc2c9f 0fb6b09 0fb1235 
0fac1b8 0fa3310 0fc00d0 0fb44e7 0faf09e 
0fb3d3e 0faab73 0fc7cbf 0fbbe1a 0fb67e3 
0faa167 0fa0ed2 0fbe20b 0fb21fb 0faca50 
0fb239f 0fa956f 0fc621d 0fba6e3 0fb5378 
0faecb7 0fa5847 0fc2d70 0fb6bd4 0fb1320 
0fac364 0fa34e1 0fc0292 0fb4699 0faf25e 
0fb3d92 0faabe8 0fc7d0c 0fbbe58 0fb682a 
0faa133 0fa0ebe 0fbe1d5 0fb21c6 0faca28 
0fb250e 0fa96fd 0fc6399 0fba867 0fb54eb 
0faee83 0fa5a39 0fc2f5c 0fb6db3 0fb14e8 
0fac58c 0fa3714 0fc04c3 0fb48b8 0faf46f 
0fb3fee 0faae4e 0fc7f79 0fbc0bb 0fb6a80 
0faa412 0fa119a 0fbe4b2 0fb249d 0facd0a 
0fb2723 0fa98ff 0fc6597 0fbaa58 0fb56fa 
0faf04b 0fa5c07 0fc3129 0fb6f78 0fb16c9 
0fac7fd 0fa3985 0fc0721 0fb4b15 0faf6e8 
0fb4211 0fab07c 0fc818b 0fbc2d0 0fb6cb0 
0faa6f8 0fa1491 0fbe799 0fb2787 0facff8 
0fb29d0 0fa9bc4 0fc684a 0fbad0c 0fb59b1 
0faf381 0fa5f38 0fc344b 0fb72a0 0fb19f8 
0facaf7 0fa3c81 0fc0a12 0fb4dfe 0faf9cb 
0fb44ce 0fab34d 0fc8461 0fbc58a 0fb6f6c 
0faa919 0fa16cc 0fbe9d1 0fb2994 0fad20a 
0fb2bcb 0fa9dcb 0fc6a36 0fbaed1 0fb5b89 
0faf5d2 0fa61a4 0fc3690 0fb74d2 0fb1c42 
0facb81 0fa3d15 0fc0a87 0fb4e71 0fafa5a 
0fb46e7 0fab55e 0fc8636 0fbc77e 0fb718c 
0faab29 0fa18c8 0fbeb97 0fb2b79 0fad412 
0fb2c5e 0fa9e61 0fc6ab0 0fbaf63 0fb5c31 
0faf784 0fa6342 0fc3833 0fb767c 0fb1df7 
0facc2d 0fa3dc2 0fc0b56 0fb4f23 0fafb02 
0fb476c 0fab5fe 0fc86ff 0fbc82e 0fb721f 
0faaae3 0fa188d 0fbeba5 0fb2b55 0fad3bc 
0fb2bc4 0fa9dd9 0fc6a5c 0fbaee8 0fb5b84 
0faf73a 0fa631e 0fc3836 0fb764e 0fb1d9e 
0facad4 0fa3c6e 0fc0a37 0fb4ddd 0faf99d 
0fb4801 0fab692 0fc87b2 0fbc8c1 0fb72b4 
0faabb0 0fa194d 0fbec62 0fb2bfb 0fad47f 
0fb2bfb 0fa9e20 0fc6a9f 0fbaf1c 0fb5be1 
0faf848 0fa6430 0fc392e 0fb7748 0fb1ec9 
0faca9e 0fa3c4a 0fc09ef 0fb4d9b 0faf980 
0fb474e 0fab608 0fc86f0 0fbc80c 0fb7228 
0faab13 0fa18d8 0fbebe2 0fb2b7a 0fad3f8 
0fb2aed 0fa9d32 0fc69b4 0fbae25 0fb5ada 
0faf8a7 0fa64b1 0fc39d3 0fb77ce 0fb1f32 
0facb86 0fa3d3f 0fc0b04 0fb4e8f 0fafa5c 
0fb48bc 0fab76e 0fc886f 0fbc97d 0fb7383 
0faac76 0fa1a14 0fbed5e 0fb2cdc 0fad547 
0fb2b7e 0fa9d95 0fc6a2e 0fbaebe 0fb5b69 
0faf9aa 0fa6557 0fc3a8a 0fb78c1 0fb2023 
0facbb1 0fa3cfc 0fc0ada 0fb4ec0 0fafa78 
0fb488f 0fab6e3 0fc87fc 0fbc981 0fb7368 
0faabef 0fa1939 0fbec8d 0fb2ca4 0fad4da 
0fb2b7b 0fa9d43 0fc69d2 0fbaefd 0fb5b73 
0fafa16 0fa65a3 0fc3aba 0fb798f 0fb20ae 
0facaf1 0fa3c19 0fc09f8 0fb4e53 0faf9c3 
0fb4955 0fab7a5 0fc88a3 0fbca91 0fb7437 
0faad22 0fa1a61 0fbedb0 0fb2df8 0fad5f7 
0fb2b7e 0fa9d3e 0fc69cc 0fbaf1c 0fb5b66 
0fafb27 0fa66aa 0fc3bda 0fb7ab1 0fb21a2 
0faca65 0fa3b86 0fc0981 0fb4dd6 0faf914 
0fb495d 0fab79a 0fc88a6 0fbca98 0fb7435 
0faac7b 0fa198c 0fbed00 0fb2d49 0fad526 
0fb2a00 0fa9baa 0fc6858 0fbadae 0fb59de 
0fafa7d 0fa65e7 0fc3b41 0fb7a2b 0fb20fa 
0fac8d4 0fa39e3 0fc0802 0fb4c58 0faf778 
0fb4822 0fab64e 0fc8768 0fbc96d 0fb72f7 
0faab95 0fa189d 0fbec19 0fb2c69 0fad435 
0fb2833 0fa99e3 0fc66b2 0fbac1a 0fb582b 
0faf97e 0fa64e8 0fc3a42 0fb7944 0fb1ffc 
0fac7a0 0fa389d 0fc06bf 0fb4b3d 0faf640 
0fb475c 0fab58f 0fc86a3 0fbc8db 0fb7244 
0faab33 0fa1832 0fbebb5 0fb2c34 0fad3e2 
0fb283f 0fa99ec 0fc66b4 0fbac36 0fb5844 
0fafa37 0fa659e 0fc3af3 0fb79ff 0fb20ce 
0fac841 0fa3948 0fc076a 0fb4bdc 0faf6f1 
0fb485a 0fab698 0fc8793 0fbc9b1 0fb733f 
0faacf3 0fa1a0d 0fbed63 0fb2dc4 0fad598 
0fb292a 0fa9b04 0fc6787 0fbad09 0fb5936 
0fafc58 0fa67eb 0fc3cff 0fb7c1d 0fb22ff 
0fac9ad 0fa3ac1 0fc08af 0fb4d3c 0faf856 
0fb49d2 0fab83c 0fc890e 0fbcb4c 0fb74c6 
0faade5 0fa1b1b 0fbee61 0fb2ed2 0fad678 
0fb2a13 0fa9bf2 0fc685f 0fbade6 0fb59f0 
0fafe3a 0fa69cf 0fc3ec6 0fb7de2 0fb24ac 
0faca43 0fa3b57 0fc094a 0fb4dd1 0faf8d1 
0fb4aa6 0fab8fd 0fc89df 0fbcc1f 0fb75a6 
0faaf4a 0fa1c56 0fbefd1 0fb3035 0fad7df 
0fb2b0f 0fa9cd1 0fc6961 0fbaedf 0fb5af8 
0faffbc 0fa6b43 0fc4065 0fb7f6e 0fb263a 
0facad0 0fa3bd5 0fc09ef 0fb4e52 0faf959 
0fb4c67 0fabacf 0fc8ba5 0fbcdd8 0fb775e 
0fab130 0fa1e53 0fbf1b2 0fb320f 0fad9b2 
0fb2b19 0fa9cf9 0fc6969 0fbaeda 0fb5aed 
0fb002b 0fa6bd4 0fc40de 0fb7fd9 0fb2693 
0faca34 0fa3b6b 0fc0960 0fb4db0 0faf8a1 
0fb4c0f 0fabaa6 0fc8b68 0fbcd8b 0fb7700 
0fab065 0fa1d96 0fbf0f4 0fb3139 0fad8d7 
0fb299d 0fa9b88 0fc67e3 0fbad5f 0fb597a 
0faff5c 0fa6af8 0fc3fd5 0fb7eeb 0fb25ce 
0fac802 0fa3921 0fc0702 0fb4b6d 0faf67e 
0fb4a7e 0fab916 0fc89a6 0fbcbec 0fb758c 
0faae14 0fa1b58 0fbeea8 0fb2efd 0fad69d 
0fb26df 0fa98eb 0fc6545 0fbaac9 0fb56e7 
0fafefe 0fa6ac7 0fc3fae 0fb7ebc 0fb2586 
0fac61f 0fa376e 0fc056e 0fb49b5 0faf49b 
0fb493b 0fab7f9 0fc88b2 0fbcad4 0fb744e 
0faad59 0fa1aae 0fbee18 0fb2e3a 0fad5ca 
0fb2524 0fa9736 0fc638c 0fba8e5 0fb550a 
0fafd6f 0fa692f 0fc3e09 0fb7cfc 0fb23e5 
0fac41d 0fa354d 0fc0334 0fb4766 0faf280 
0fb46e8 0fab5a1 0fc861c 0fbc846 0fb7200 
0faac05 0fa1954 0fbec94 0fb2cb9 0fad478 
0fb23e0 0fa9613 0fc623d 0fba79c 0fb53e4 
