0fb6e4e 0fae983 0fcaa72 0fbff4f 0fb8935 
0faaec8 0fa2c85 0fbf02d 0fb4455 0fac43a 
0fa7374 0f9f21d 0fbb481 0fb0989 0fa8a2e 
0faec40 0fa6c31 0fc2c78 0fb82d3 0fb0582 
0fac9d3 0fa4715 0fc0bd4 0fb5f2e 0fade6b 
0faf257 0fa7345 0fc333b 0fb89a1 0fb0ce0 
0fb418a 0fabff3 0fc832d 0fbd760 0fb5835 
0fb0a71 0fa899e 0fc4b88 0fba0a8 0fb222e 
0fb8cf6 0fb0d65 0fccd1b 0fc2360 0fba71f 
0fb71c1 0faef50 0fcb35e 0fc06ad 0fb8711 
0fba28c 0fb234a 0fce25c 0fc38dc 0fbbd55 
0fbf603 0fb7419 0fd36f5 0fc8aeb 0fc0cb2 
0fbc040 0fb3f2f 0fd012b 0fc55b4 0fbd817 
0fc4102 0fbc149 0fd8141 0fcd6b9 0fc5b68 
0fc24a8 0fba201 0fd665e 0fcb8d9 0fc3a32 
0fc557d 0fbd636 0fd9568 0fceb15 0fc70af 
0fca6ba 0fc249b 0fde78a 0fd3a8a 0fcbd9c 
0fc6845 0fbe6dd 0fda89b 0fcfc97 0fc801e 
0fcda0a 0fc59aa 0fe1967 0fd6e9a 0fcf415 
0fca48b 0fc2120 0fde613 0fd37fa 0fcb972 
0fcb8d5 0fc38e0 0fdf85b 0fd4dc1 0fcd35d 
0fceb50 0fc689c 0fe2b4d 0fd7ed3 0fd01a8 
0fc9487 0fc12a8 0fdd463 0fd286f 0fcabb5 
0fcf23e 0fc718f 0fe3149 0fd8666 0fd0b96 
0fcabc0 0fc27ab 0fded07 0fd3e8b 0fcbfd3 
0fcb222 0fc31bc 0fdf3cb 0fd46f4 0fccc1f 
0fcd616 0fc52a3 0fe1944 0fd6962 0fceb74 
0fc7010 0fbed72 0fdb38a 0fd03dd 0fc866a 
0fcbf58 0fc3e30 0fe02da 0fd544b 0fcd833 
0fc6b94 0fbe75d 0fdafc5 0fcff06 0fc7f5b 
0fc63c0 0fbe2ca 0fda62c 0fcf867 0fc7cdb 
0fc7b18 0fbf787 0fdbe18 0fd0e80 0fc8fea 
0fc0bec 0fb8981 0fd4eeb 0fca0bd 0fc21f7 
0fc4f94 0fbce9a 0fd926c 0fce5c7 0fc6835 
0fbf335 0fb6ff2 0fd38af 0fc893a 0fc076f 
0fbe4e2 0fb651b 0fd28c8 0fc7cc3 0fbfeb5 
0fbfba1 0fb78eb 0fd40c1 0fc917d 0fc10dd 
0fb8ed1 0fb0db5 0fcd48c 0fc2644 0fba59c 
0fbd9c3 0fb59db 0fd1f19 0fc713f 0fbf2c9 
0fb883e 0fb0534 0fcce4e 0fc1d7a 0fb9c3e 
0fb85cd 0fb05bd 0fcc9bf 0fc1b94 0fb9f20 
0fba4cb 0fb2209 0fce97e 0fc396f 0fbba05 
0fb400a 0fabe75 0fc84bf 0fbd54c 0fb56f3 
0fb8f8f 0fb0ee5 0fcd3e6 0fc2504 0fba847 
0fb4199 0fabe55 0fc8769 0fbd675 0fb559e 
0fb4307 0fac332 0fc86c7 0fbd99d 0fb5c7a 
0fb6427 0fae204 0fca8eb 0fbf9b1 0fb7992 
0fb0378 0fa820b 0fc47c9 0fb9938 0fb19ab 
0fb572d 0fad706 0fc9a6f 0fbed57 0fb6f89 
0fb0de8 0fa8b01 0fc5258 0fba31a 0fb215a 
0fb12ea 0fa9373 0fc5566 0fbaa00 0fb2bff 
0fb39dd 0fab7de 0fc7ce5 0fbcfee 0fb4f25 
0faddd5 0fa5ca3 0fc2067 0fb7425 0faf43f 
0fb36f2 0fab6a7 0fc789b 0fbcd15 0fb4f4e 
0faf341 0fa7007 0fc3668 0fb8834 0fb0687 
0fafc4e 0fa7c03 0fc3dc4 0fb9268 0fb14a1 
0fb2886 0faa51a 0fc6a45 0fbbc86 0fb3c45 
0facfe4 0fa4d67 0fc1150 0fb64ad 0fae4c6 
0fb2b1c 0faa9f6 0fc6c40 0fbc09b 0fb4253 
0fae9d8 0fa65fb 0fc2c63 0fb7e31 0fafc55 
0faf535 0fa74e9 0fc361e 0fb8b6d 0fb0d5a 
0fb243a 0faa1a1 0fc6654 0fbb94d 0fb38a8 
0facfaf 0fa4df1 0fc1172 0fb6561 0fae547 
0fb2e36 0faadb5 0fc6f20 0fbc45a 0fb463e 
0faf040 0fa6cd7 0fc32a7 0fb84db 0fb0368 
0fafe29 0fa7e35 0fc3f58 0fb946a 0fb16ea 
0fb2f51 0faacbe 0fc7177 0fbc42d 0fb4414 
0fadc6f 0fa5aa5 0fc1e6b 0fb71e8 0faf25a 
0fb3e17 0fabdad 0fc7f2d 0fbd426 0fb5698 
0fb0385 0fa8079 0fc45e6 0fb987a 0fb1785 
0fb12e6 0fa9316 0fc539b 0fba98c 0fb2c6a 
0fb482e 0fac59a 0fc8979 0fbdd3a 0fb5da6 
0faf8b3 0fa7699 0fc395d 0fb8e2c 0fb0f1a 
0fb5db8 0fadcf9 0fc9d6b 0fbf3c3 0fb76b2 
0fb257c 0faa1db 0fc66c0 0fbba64 0fb39ac 
0fb37e2 0fab7c7 0fc777d 0fbce96 0fb51f0 
0fb6fc1 0faecf1 0fcb02f 0fc04d5 0fb85c9 
0fb213a 0fa9f26 0fc616c 0fbb6d1 0fb3851 
0fb87c5 0fb06c6 0fcc704 0fc1d86 0fba111 
0fb50bf 0facce7 0fc91ee 0fbe4f2 0fb6535 
0fb62a1 0fae21a 0fca23a 0fbf86c 0fb7cae 
0fb9a18 0fb16e3 0fcdaf2 0fc2e5a 0fbb019 
0fb494c 0fac703 0fc8a4f 0fbde64 0fb605f 
0fbab83 0fb2aa1 0fceb8d 0fc412c 0fbc532 
0fb6e51 0faea71 0fcaf56 0fc026a 0fb831c 
0fb78b3 0faf7fb 0fcb775 0fc0e2c 0fb9304 
0fba918 0fb2575 0fce862 0fc3cb4 0fbbf43 
0fb4ede 0facc01 0fc8e0a 0fbe314 0fb6611 
0fbaa27 0fb28c0 0fce8c1 0fc3ef1 0fbc3db 
0fb65db 0fae1e3 0fca657 0fbf9d4 0fb7abd 
0fb6a2d 0fae9b5 0fca8b8 0fbffc2 0fb8492 
0fb966a 0fb1366 0fcd558 0fc2a6b 0fbac98 
0fb3530 0fab2e3 0fc72d0 0fbc995 0fb4c24 
0fb89f2 0fb0953 0fcc75c 0fc1f3d 0fba395 
0fb3db9 0faba00 0fc7d84 0fbd16f 0fb5263 
0fb377a 0fab6c0 0fc7682 0fbcc90 0fb5190 
0fb5b46 0fad7b4 0fc9c69 0fbeeba 0fb7106 
0faf043 0fa6cf1 0fc3182 0fb83af 0fb068a 
0fb4007 0fabe54 0fc8055 0fbd434 0fb58ce 
0faf084 0fa6c38 0fc323d 0fb839a 0fb042d 
0fae70a 0fa6654 0fc27cb 0fb7bed 0fb0044 
0fb07e4 0fa8478 0fc4afa 0fb9bd1 0fb1d36 
0fa96ca 0fa140b 0fbdaa6 0fb2bbe 0faad7c 
0fade78 0fa5d59 0fc226c 0fb7487 0faf825 
0fa8563 0fa0188 0fbcaf1 0fb1a52 0fa99ed 
0fa7149 0f9f0b0 0fbb4a4 0fb07e7 0fa8b15 
0fa8bc8 0fa0812 0fbcec2 0fb204a 0faa0c7 
0fa1661 0f99349 0fb58db 0faab12 0fa2bfb 
0fa5ae8 0f9d8f7 0fb9bc8 0faefb8 0fa72ff 
0fa01c4 0f97d1a 0fb4419 0fa9581 0fa150f 
0f9ecf9 0f96bd2 0fb2e52 0fa82b9 0fa061d 
0fa0845 0f984ab 0fb4b13 0fa9ccb 0fa1d75 
0f99846 0f91554 0fadb1e 0fa2d1c 0f9ae15 
0f9e139 0f95f68 0fb229c 0fa7671 0f9f963 
0f99316 0f90e90 0fad615 0fa277e 0f9a66c 
0f98a48 0f9095c 0facbec 0fa20a8 0f9a359 
0f9b293 0f92fa4 0faf56c 0fa4820 0f9c838 
0f9509b 0f8cebc 0fa9391 0f9e713 0f96743 
0f9a7cb 0f9270c 0fae992 0fa3eaf 0f9c105 
0f96843 0f8e455 0faabef 0f9fd9b 0f97c55 
0f9699a 0f8e924 0faac2b 0fa00a8 0f98340 
0f99b56 0f91898 0fade6c 0fa30c9 0f9b11b 
0f9407f 0f8be57 0fa82ac 0f9d5de 0f95690 
0f99ae8 0f91a4d 0fadbdd 0fa30bd 0f9b385 
0f960d5 0f8dd4b 0faa3a8 0f9f558 0f9747c 
0f96901 0f8e8b5 0faaa96 0f9ff3c 0f9821c 
0f9a0d4 0f91e01 0fae387 0fa35d5 0f9b62b 
0f94dcf 0f8cb82 0fa904c 0f9e347 0f963c9 
0f9afff 0f92ea6 0faf0f4 0fa4567 0f9c808 
0f97d50 0f8f8f3 0fabf79 0fa113b 0f9901a 
0f98ad2 0f909f6 0facb98 0fa20a4 0f9a326 
0f9c906 0f945e2 0fb0ad6 0fa5da1 0f9ddb3 
0f97c10 0f8f9cf 0fabe0f 0fa113b 0f99196 
0f9e33e 0f96265 0fb2439 0fa78f2 0f9fb7b 
0f9b418 0f93063 0faf69f 0fa4873 0f9c75a 
0f9c739 0f94746 0fb0896 0fa5da5 0f9e048 
0fa081b 0f985bd 0fb4a48 0fa9d3c 0fa1d60 
0f9bf07 0f93d70 0fb0146 0fa54bc 0f9d519 
0fa2b07 0f9aa9e 0fb6c54 0fac0f3 0fa4385 
0fa033c 0f97fec 0fb45d6 0fa97bc 0fa16b7 
0fa1ac8 0f99aef 0fb5bf5 0fab114 0fa33d6 
0fa6247 0f9e02e 0fba465 0faf77f 0fa77d9 
0fa2073 0f99f1e 0fb6264 0fab623 0fa36f7 
0fa9653 0fa1649 0fbd6e9 0fb2c5c 0faaf84 
0fa7494 0f9f1fd 0fbb6dd 0fb09a0 0fa8920 
0fa966f 0fa175a 0fbd738 0fb2d3a 0fab0cb 
0fae8d0 0fa6710 0fc2a32 0fb7de4 0faff4f 
0fab05a 0fa2f85 0fbf171 0fb4615 0fac7f6 
0fb30e9 0fab1c0 0fc7120 0fbc766 0fb4b71 
0fb1b86 0fa9911 0fc5ce3 0fbb016 0fb30be 
0fb4a37 0facb40 0fc8a23 0fbe067 0fb651e 
0fba964 0fb27ef 0fcea13 0fc3dfe 0fbc061 
0fb77dc 0faf705 0fcb842 0fc0cb0 0fb8f8b 
0fbfbc2 0fb7c5f 0fd3b32 0fc90f4 0fc1629 
0fbe23e 0fb6012 0fd23a3 0fc765b 0fbf7c4 
0fc10e8 0fb92bf 0fd5108 0fca735 0fc2cd1 
0fc6d5a 0fbec64 0fdae5c 0fd01c9 0fc8521 
0fc3504 0fbb486 0fd7668 0fcc9c7 0fc4d64 
0fcab89 0fc2c3d 0fdecb5 0fd4113 0fcc65a 
0fc7d56 0fbface 0fdbf7b 0fd10aa 0fc92c2 
0fc8ca7 0fc0d81 0fdcdcf 0fd21cf 0fca7aa 
0fcc4b9 0fc42b3 0fe06bd 0fd5879 0fcdb59 
0fc6c91 0fbeb06 0fdade2 0fd008b 0fc839f 
0fcc8e2 0fc48cb 0fe098a 0fd5d99 0fce2ab 
0fc87f3 0fc0464 0fdc95f 0fd1ae5 0fc9c3d 
0fc89a8 0fc08d5 0fdc96e 0fd1e02 0fca369 
0fcb454 0fc311a 0fdf6a3 0fd4853 0fcca55 
0fc50b9 0fbce95 0fd936e 0fce5ba 0fc67ef 
0fca203 0fc2119 0fde352 0fd376c 0fcbb98 
0fc53a4 0fbcfe1 0fd970f 0fce800 0fc6827 
0fc4639 0fbc693 0fd89cf 0fcdd54 0fc60cf 
0fc6241 0fbe0a4 0fda863 0fcf8b8 0fc7968 
0fbf3a0 0fb7121 0fd38ba 0fc88f0 0fc0996 
0fc38f1 0fbb797 0fd7caa 0fcce5b 0fc5115 
0fbe251 0fb5e20 0fd281a 0fc76fe 0fbf54f 
0fbd001 0fb4f75 0fd1401 0fc6700 0fbe896 
0fbeaa4 0fb6788 0fd2f8f 0fc803e 0fbff40 
0fb7c07 0faf94c 0fcc036 0fc11bf 0fb9152 
0fbc5ba 0fb4491 0fd090a 0fc5c79 0fbddb0 
0fb78f2 0faf54e 0fcbdb5 0fc0efd 0fb8c51 
0fb7240 0faf200 0fcb506 0fc09fb 0fb8b4b 
0fb98dc 0fb1626 0fcdbee 0fc2f14 0fbae22 
0fb38d4 0fab6a1 0fc7b4e 0fbcf18 0fb4eea 
0fb8d9b 0fb0cb1 0fccf35 0fc23dc 0fba642 
0fb49d0 0fac63f 0fc8d63 0fbded1 0fb5deb 
0fb4a48 0faca3c 0fc8cd4 0fbe0c5 0fb63df 
0fb74ba 0faf1e6 0fcb8f1 0fc0974 0fb8a38 
0fb152b 0fa930e 0fc59aa 0fbaa2a 0fb2b74 
0fb697a 0fae8a5 0fcacdb 0fbfec7 0fb823b 
0fb24f0 0faa144 0fc69bf 0fbb91d 0fb38ad 
0fb2413 0faa3fc 0fc679a 0fbba8f 0fb3d58 
0fb504f 0facdc8 0fc94af 0fbe5d2 0fb65a7 
0faf26b 0fa708f 0fc3665 0fb886e 0fb085d 
0fb4929 0fac8cc 0fc8be9 0fbe007 0fb61ae 
0fb0637 0fa8308 0fc4a4f 0fb9bfe 0fb19e5 
0fb0671 0fa867e 0fc48f6 0fb9dd5 0fb1f81 
0fb32a1 0fab004 0fc759e 0fbc884 0fb477f 
0fad59a 0fa534e 0fc17d5 0fb6ba6 0faead5 
0fb2f25 0faadbc 0fc6f9a 0fbc537 0fb468b 
0faf13f 0fa6d08 0fc3331 0fb85f8 0fb03b0 
0faf818 0fa7779 0fc38ed 0fb8ec8 0fb1049 
0fb2b8b 0faa873 0fc6d5a 0fbc0cc 0fb3fdf 
0fad538 0fa532a 0fc1750 0fb6b3b 0faeaaa 
0fb33cb 0fab33f 0fc7544 0fbca88 0fb4bd0 
0fafb20 0fa77aa 0fc3df1 0fb9082 0fb0e25 
0fb06c6 0fa869f 0fc4819 0fb9dea 0fb1f29 
0fb3d07 0faba5b 0fc7f0a 0fbd2d5 0fb518d 
0fae91d 0fa6738 0fc2ae4 0fb7f6a 0fafe8f 
0fb4a5c 0fac9ec 0fc8b0a 0fbe140 0fb627c 
0fb1386 0fa901e 0fc557d 0fba8db 0fb26bc 
0fb1f7a 0fa9f62 0fc5fdc 0fbb660 0fb3848 
0fb56f7 0fad478 0fc9866 0fbec71 0fb6c24 
0fb03af 0fa81ea 0fc4513 0fb998a 0fb19c4 
0fb6541 0fae4fb 0fca5d9 0fbfb96 0fb7e23 
0fb2fe5 0faacb1 0fc71bb 0fbc4be 0fb4405 
0fb3bb4 0fabbcc 0fc7bfa 0fbd21b 0fb5566 
0fb7640 0faf3f4 0fcb7d9 0fc0b3b 0fb8c35 
0fb2685 0faa4e1 0fc684f 0fbbbdc 0fb3d51 
0fb8c76 0fb0c2f 0fccd6c 0fc221c 0fba5f1 
0fb59fe 0fad6fb 0fc9cb7 0fbee62 0fb6ea4 
0fb695f 0fae9d3 0fcaaf4 0fbff8d 0fb83ae 
0fba630 0fb2428 0fce8e7 0fc3aea 0fbbca6 
0fb56e3 0fad54d 0fc9941 0fbebdc 0fb6dfc 
0fbbb04 0fb3ae5 0fcfc10 0fc5082 0fbd4c1 
0fb8599 0fb0276 0fcc7cf 0fc19c8 0fb9a63 
0fb8e52 0fb0e84 0fcced8 0fc243b 0fba8a1 
0fbc496 0fb425e 0fd065b 0fc592c 0fbdaee 
0fb67c2 0fae62e 0fca979 0fbfc7b 0fb7eb1 
0fbc0a9 0fb40a5 0fd01eb 0fc5604 0fbda5b 
0fb7f71 0fafc6c 0fcc1e8 0fc1343 0fb93ec 
0fb7c12 0fafc47 0fcbc68 0fc115f 0fb95d2 
0fba81a 0fb2588 0fce85a 0fc3ba8 0fbbd8e 
0fb3f01 0fabcb5 0fc7ec9 0fbd2b3 0fb54d2 
0fb8be3 0fb0ade 0fccaa2 0fc1fd6 0fba45a 
0fb3dc0 0fab9c3 0fc7e18 0fbd051 0fb510a 
0fb2b9b 0faab29 0fc6a87 0fbbffd 0fb448d 
0fb4d5a 0faca30 0fc8cf5 0fbdfc6 0fb6211 
0fadb8f 0fa58c9 0fc1b2f 0fb6dcf 0faf0a0 
0fb225a 0faa18f 0fc6152 0fbb5f4 0fb3a85 
0facfcb 0fa4c17 0fc10b3 0fb624d 0fae30e 
0fab915 0fa38a9 0fbfa5d 0fb4d51 0fad1f0 
0fad4bb 0fa5186 0fc1808 0fb67af 0fae99f 
0fa596e 0f9d6f6 0fb9dab 0faed7c 0fa6f3b 
0fa979f 0fa16e6 0fbdb2d 0fb2c74 0fab099 
0fa401a 0f9bc53 0fb84d6 0fad358 0fa53ea 
0fa2567 0f9a515 0fb685e 0faba5e 0fa3e89 
0fa4231 0f9be79 0fb8459 0fad488 0fa5667 
0f9c90c 0f94531 0fb096e 0fa5ad7 0f9dd4a 
0fa070a 0f98517 0fb46a1 0fa99fd 0fa1e9a 
0f9af3b 0f92aae 0faf11c 0fa40f7 0f9c1d6 
0f995d1 0f914e4 0fad6b7 0fa297b 0f9ae43 
0f9b818 0f934a8 0faf9ec 0fa4a4e 0f9ccc4 
0f94ad1 0f8c7d6 0fa8ccb 0f9dd48 0f95ff8 
0f9949f 0f9132c 0fad5bb 0fa281e 0f9acd2 
0f94d0d 0f8c8ac 0fa8fce 0f9df7a 0f96029 
0f93f80 0f8be9d 0fa8100 0f9d3a8 0f95842 
0f96be6 0f8e846 0faad6d 0f9fead 0f98084 
0f9086e 0f8854f 0fa499a 0f99b96 0f91d89 
0f95a43 0f8d89e 0fa9a67 0f9ee39 0f97243 
0f91b43 0f896c0 0fa5d88 0f9ae2c 0f92e67 
0f916fc 0f895d7 0fa5851 0f9ab8b 0f92f9a 
0f94aab 0f8c70f 0fa8d04 0f9ddcc 0f95f6d 
0f8ef98 0f86c83 0fa3215 0f9830d 0f9048a 
0f9486d 0f8c6f1 0fa89ee 0f9dc78 0f9602f 
0f912f2 0f88e89 0fa55f4 0f9a5d7 0f925bc 
0f91584 0f8947b 0fa5750 0f9aa80 0f92dc2 
0f94e73 0f8cb3f 0fa9146 0f9e2c2 0f96334 
0f8f7fb 0f87592 0fa3b17 0f98d44 0f90d70 
0f954be 0f8d417 0fa96e8 0f9eb06 0f96d33 
0f92371 0f89ff8 0fa66c5 0f9b895 0f936ed 
0f92b1b 0f8aaf4 0fa6cdb 0f9c203 0f943c9 
0f96b4f 0f8e896 0faad94 0fa00be 0f97ffd 
0f91dad 0f89b42 0fa5f79 0f9b333 0f93286 
0f98254 0f90176 0fac2c8 0fa188c 0f99a21 
0f9557b 0f8d1d0 0fa9722 0f9ea99 0f9685b 
0f96066 0f8e00f 0faa114 0f9f76f 0f9788c 
0f9a27e 0f91fcd 0fae486 0fa3849 0f9b6fe 
0f9566f 0f8d43a 0fa9897 0f9ecb7 0f96b71 
0f9bbe2 0f93b39 0fafd33 0fa52e4 0f9d3b7 
0f994b7 0f91140 0fad7b7 0fa2a92 0f9a7ad 
0faf879 0fa7715 0fc3a9c 0fb8ddb 0fb0e37 
0fb4edd 0facf2d 0fc8fed 0fbe4d8 0fb6797 
0fb1be8 0fa9938 0fc5e78 0fbb084 0fb2f99 
0fb1905 0fa99a7 0fc5a62 0fbaf59 0fb3201 
0fb52d4 0fad137 0fc9502 0fbe7cf 0fb685f 
0fafa09 0fa78b7 0fc3c52 0fb8f4b 0fb0fb5 
0fb515c 0fad1ad 0fc92a1 0fbe743 0fb6a05 
0fb1ed3 0fa9c2c 0fc6192 0fbb375 0fb326b 
0fb1c58 0fa9ce4 0fc5d84 0fbb29c 0fb352c 
0fb5584 0fad3b7 0fc9753 0fbea8e 0fb6af1 
0fafd61 0fa7bcf 0fc3f25 0fb92c1 0fb12fe 
0fb54ca 0fad4d0 0fc958a 0fbead2 0fb6d6c 
0fb21f5 0fa9efc 0fc645f 0fbb6ca 0fb3591 
0fb1e51 0fa9e83 0fc5f78 0fbb4df 0fb3730 
0fb5815 0fad60f 0fc9a0d 0fbed6e 0fb6d93 
0faff98 0fa7dde 0fc41b6 0fb954f 0fb154b 
0fb56e0 0fad6df 0fc9848 0fbed70 0fb6f9a 
0fb2419 0faa0fd 0fc66d9 0fbb937 0fb37a4 
0fb209a 0faa0b9 0fc61d4 0fbb74c 0fb394b 
0fb5acc 0fad8a6 0fc9ca9 0fbf012 0fb6ffa 
0fb01be 0fa7ff7 0fc43c6 0fb975b 0fb170d 
0fb583d 0fad83a 0fc996c 0fbee97 0fb7082 
0fb25a8 0faa2a8 0fc6849 0fbbab2 0fb38bc 
0fb231c 0faa359 0fc6411 0fbb9cc 0fb3b52 
0fb5d78 0fadb8a 0fc9eb9 0fbf2fc 0fb7225 
0fb04f0 0fa8392 0fc4634 0fb9b09 0fb19e0 
0fb5cd5 0fadd42 0fc9d06 0fbf3bd 0fb74c0 
0fb2c57 0faa9da 0fc6e00 0fbc1fb 0fb3f1d 
0fb2b7b 0faac53 0fc6bfd 0fbc2f7 0fb43a9 
0fb6ab2 0fae94f 0fcac47 0fc0111 0fb7f9d 
0fb1952 0fa9848 0fc5b95 0fbb013 0fb2e89 
0fb795c 0faf9f3 0fcbac5 0fc10bd 0fb919b 
0fb52b8 0fad00c 0fc956f 0fbe85e 0fb65c0 
0fb5d4e 0faddac 0fc9e6a 0fbf442 0fb757f 
0fba7ed 0fb25eb 0fce97d 0fc3d5a 0fbbca4 
0fb6018 0fade74 0fca1c2 0fbf596 0fb7501 
0fbcbc9 0fb4bbd 0fd0c9e 0fc61c0 0fbe395 
0fbadbc 0fb2a64 0fceedb 0fc4193 0fbc033 
0fbc126 0fb414d 0fd00f9 0fc56ca 0fbd920 
0fc11aa 0fb8fb0 0fd521d 0fca62d 0fc2669 
0fbd09f 0fb4ed2 0fd10e2 0fc659a 0fbe590 
0fc46e2 0fbc692 0fd84f4 0fcdc3f 0fc5ed8 
0fc30b8 0fbad43 0fd6e2d 0fcc52f 0fc4385 
0fc4caa 0fbcca1 0fd89c8 0fce229 0fc6509 
0fca732 0fc247f 0fde386 0fd3a86 0fcbbcb 
0fc6b5d 0fbe8b4 0fda6c9 0fcfeec 0fc7ffd 
0fce15b 0fc606b 0fe1c61 0fd75a5 0fcf90b 
0fcc568 0fc4162 0fe0294 0fd5881 0fcd7ec 
0fcdcc2 0fc5c84 0fe1971 0fd71eb 0fcf518 
0fd2d9b 0fcaba4 0fe6c91 0fdc1a9 0fd42f9 
0fce726 0fc65d3 0fe26c4 0fd7c0e 0fcfcea 
0fd51ea 0fcd238 0fe90f5 0fde760 0fd6ab2 
0fd2740 0fca482 0fe6888 0fdbb40 0fd3ab6 
0fd2e4e 0fcaea3 0fe6ec1 0fdc3e8 0fd475c 
0fd6c85 0fceabb 0feae42 0fe0153 0fd821a 
0fd1620 0fc94c3 0fe583e 0fdab4c 0fd2c0c 
0fd720e 0fcf246 0feb3ad 0fe07cd 0fd8b36 
0fd3cef 0fcb9da 0fe7fde 0fdd0cc 0fd50c1 
0fd3ca9 0fcbc9f 0fe7e7d 0fdd1dc 0fd559a 
0fd7179 0fceee6 0feb57a 0fe0555 0fd8689 
0fd11cf 0fc8fae 0fe5545 0fda610 0fd272b 
0fd62ab 0fce25d 0fea500 0fdf823 0fd7b7f 
0fd1da8 0fc9aaa 0fe625d 0fdb22c 0fd3169 
0fd0ed6 0fc8f50 0fe52f9 0fda569 0fd27e8 
0fd35ce 0fcb403 0fe7b6b 0fdcaf5 0fd4b63 
0fcc8fe 0fc479a 0fe0e4a 0fd5f67 0fcde94 
0fd0e9d 0fc8ef5 0fe5151 0fda453 0fd268d 
0fcbc98 0fc3a4a 0fe01f1 0fd5252 0fccfde 
0fca2f2 0fc236c 0fde668 0fd3a00 0fcbacd 
0fcc05d 0fc3ead 0fe0510 0fd5673 0fcd4c4 
0fc4ecb 0fbcdb2 0fd92fe 0fce52b 0fc63a9 
0fc940e 0fc14c0 0fdd763 0fd2aaf 0fcac64 
0fc4b6b 0fbc9b1 0fd911f 0fce259 0fc5e9a 
0fc3e60 0fbbfca 0fd827b 0fcd6b5 0fc56cc 
0fc690a 0fbe851 0fdae65 0fd006c 0fc7e11 
0fc05c8 0fb8599 0fd4b7c 0fc9dab 0fc1b41 
0fc57b1 0fbd92e 0fd9c43 0fcf002 0fc7038 
0fc1a16 0fb9870 0fd6005 0fcb0d3 0fc2d75 
0fc1278 0fb93fc 0fd5637 0fcaac5 0fc2b33 
0fc417d 0fbc04a 0fd8562 0fcd802 0fc566b 
0fbdd98 0fb5d0d 0fd2295 0fc7572 0fbf31e 
0fc2c0b 0fbacdb 0fd6eef 0fcc38b 0fc443c 
0fbebdf 0fb699e 0fd3093 0fc821a 0fbfedb 
0fbe37d 0fb646c 0fd25e4 0fc7b2a 0fbfbc3 
0fc12d3 0fb917c 0fd5599 0fca958 0fc2773 
0fbb319 0fb3244 0fcf63d 0fc49dd 0fbc80e 
0fc06eb 0fb87b0 0fd4980 0fc9e43 0fc1ec5 
0fbcb85 0fb4945 0fd0fb8 0fc61c1 0fbde5b 
0fbc75f 0fb4892 0fd0a2d 0fc5f90 0fbdfb7 
0fbfbe6 0fb7ad4 0fd3fc6 0fc92d3 0fc10b3 
0fba11d 0fb2018 0fce499 0fc381c 0fbb5df 
0fbf9b9 0fb7a08 0fd3c22 0fc911b 0fc110c 
0fbc22f 0fb3fc9 0fd0639 0fc5882 0fbd4d2 
0fbc373 0fb4459 0fd0597 0fc5b59 0fbdb6a 
0fbfce0 0fb7b54 0fd3f66 0fc9369 0fc113a 
0fba54a 0fb2440 0fce7be 0fc3c17 0fbb9f4 
0fc0160 0fb822c 0fd42f5 0fc98fd 0fc1929 
0fbcdba 0fb4b8d 0fd10a8 0fc63fe 0fbe07f 
0fbd19a 0fb52d6 0fd130d 0fc69a0 0fbe9eb 
0fc0d87 0fb8c91 0fd4fbe 0fca439 0fc2274 
0fbb686 0fb35dd 0fcf8a9 0fc4d6a 0fbcbb0 
0fc146c 0fb9547 0fd5561 0fcabab 0fc2c6c 
0fbe1a7 0fb5f5a 0fd23fa 0fc7781 0fbf48e 
0fbe444 0fb6553 0fd2519 0fc7b9a 0fbfc98 
0fc1fcf 0fb9e6a 0fd614a 0fcb562 0fc346f 
0fbc6dd 0fb45dc 0fd0899 0fc5ce5 0fbdbe6 
0fc21c8 0fba23b 0fd6213 0fcb7d2 0fc39a4 
0fbe9d5 0fb670c 0fd2b5b 0fc7e4c 0fbfc72 
0fbe522 0fb657e 0fd24fe 0fc7b0c 0fbfd03 
0fc1769 0fb9504 0fd5741 0fcab64 0fc2b91 
0fbb1bf 0fb2fb6 0fcf113 0fc4611 0fbc647 
0fbff17 0fb7eb1 0fd3d68 0fc941b 0fc16b2 
0fbb7d5 0fb342d 0fcf830 0fc4b70 0fbca2a 
0fba3dc 0fb2392 0fce2d1 0fc391d 0fbbbc5 
0fbcbd4 0fb490b 0fd0c4a 0fc6047 0fbe02a 
0fb5e4a 0fadbb9 0fc9dea 0fbf2b3 0fb7309 
0fba7b0 0fb26c9 0fce6ca 0fc3ced 0fbbfb7 
0fb5f72 0fadb2e 0fca00b 0fbf324 0fb7230 
0fb48bc 0fac7f4 0fc8795 0fbde4a 0fb610b 
0fb6f86 0faec88 0fcaf1d 0fc03bd 0fb83fd 
0fafff9 0fa7d2e 0fc3e99 0fb93f7 0fb142e 
0fb48a1 0fac756 0fc869f 0fbdd0f 0fb5ffb 
0fb00e1 0fa7c78 0fc4326 0fb942b 0fb1345 
0faea12 0fa6916 0fc2d44 0fb7f75 0fb022f 
0fb1071 0fa8cc0 0fc545e 0fba45f 0fb248f 
0fa9ca1 0fa1951 0fbdf8c 0fb30cb 0fab0da 
0fadbf1 0fa5b13 0fc1d01 0fb71d5 0faf3c2 
0fa8bd7 0fa076e 0fbcce0 0fb1fcb 0fa9dc4 
