0fa246e 0f9bd3c 0fb1624 0fafe22 0fad2b1 
0fae757 0fa5bce 0fbdbb2 0fb85af 0fb7865 
0fad380 0fa45d8 0fbc449 0fb70db 0fb661b 
0fb11b7 0fa85dd 0fc047b 0fbafc2 0fba416 
0fa9265 0fa0518 0fb850a 0fb303d 0fb23a2 
0faf0b4 0fa63d0 0fbe119 0fb8d7d 0fb83af 
0faa367 0fa1752 0fb9738 0fb40a8 0fb3440 
0fa84e1 0f9f660 0fb7578 0fb20d9 0fb16e0 
0fab654 0fa2a75 0fba96b 0fb530d 0fb484c 
0fa242f 0f996c8 0fb1738 0fac075 0fab50d 
0fa6e7c 0f9e1c9 0fb6008 0fb09f3 0fb00c9 
0fa0d4a 0f9812d 0fb028b 0faa9d3 0fa9db3 
0f9dbe7 0f94e18 0facdc1 0fa773b 0fa6d7a 
0fa067b 0f97b4b 0fafaa6 0faa262 0fa97c7 
0f9720d 0f8e4b3 0fa65b8 0fa0db0 0fa021b 
0f9bedd 0f931cf 0fab11c 0fa59f8 0fa50ab 
0f969e8 0f8ddea 0fa5f5a 0fa05e8 0f9f9b5 
0f9421b 0f8b43b 0fa3419 0f9dce4 0f9d2e6 
0f978bd 0f8ed0e 0fa6ce6 0fa1432 0fa0942 
0f8ef53 0f861e5 0f9e37b 0f98a98 0f97eb8 
0f9452a 0f8b7ee 0fa375e 0f9dfd7 0f9d640 
0f8fd26 0f870df 0f9f26c 0f998da 0f98c63 
0f8e09a 0f8525d 0f9d271 0f97aea 0f970b2 
0f923db 0f897bd 0fa17f1 0f9bef6 0f9b3ce 
0f8a853 0f81af6 0f99c21 0f9435e 0f93744 
0f90b25 0f87e60 0f9fd1b 0f9a590 0f99bd1 
0f8d1e8 0f845ce 0f9c720 0f96d65 0f960c3 
0f8c3d5 0f835f3 0f9b65b 0f95e4d 0f953ca 
0f917b1 0f88ba8 0fa0cbc 0f9b2eb 0f9a7a4 
0f8ac6e 0f81ec7 0f9a17a 0f94791 0f93b74 
0f919f5 0f88c8d 0fa0ca0 0f9b469 0f9aaba 
0f8e927 0f85d24 0f9de76 0f98485 0f977ec 
0f8dbac 0f84db3 0f9cd60 0f97626 0f96b9c 
0f92d03 0f8a137 0fa202c 0f9c842 0f9bced 
0f8bf3f 0f831df 0f9b1e2 0f95a84 0f94e1c 
0f92b29 0f89e54 0fa1b06 0f9c5b7 0f9bb85 
0f8fde7 0f87192 0f9f1aa 0f99998 0f98c71 
0f8f55c 0f86732 0f9e5b8 0f9900b 0f984f4 
0f950ed 0f8c494 0fa43a6 0f9ec96 0f9e09c 
0f8edef 0f85fbd 0f9e0fa 0f98995 0f97c67 
0f96231 0f8d3ff 0fa533f 0f9fd69 0f9f281 
0f93fe1 0f8b2d9 0fa348c 0f9dc03 0f9ce2e 
0f93f12 0f8b038 0fa3040 0f9da5c 0f9ce57 
0f99fb8 0f91280 0fa92d7 0fa3bd8 0fa2f42 
0f93f14 0f8b04c 0fa3215 0f9db13 0f9cd87 
0f9b2ff 0f924aa 0faa3d3 0fa4ea4 0fa4338 
0f98f75 0f90213 0fa83c3 0fa2c40 0fa1dd0 
0f98c33 0f8fcb1 0fa7d1d 0fa27f1 0fa1b88 
0f9ed1b 0f95f9e 0fae003 0fa89cf 0fa7c99 
0f98b5e 0f8fc6a 0fa7e73 0fa285d 0fa19ef 
0fa048f 0f975b5 0faf587 0faa0f8 0fa94e0 
0f9e856 0f95a78 0fadc69 0fa8603 0fa76f7 
0f9ec14 0f95c72 0fadcc5 0fa88e8 0fa7bff 
0fa5652 0f9c8bf 0fb48d9 0faf40f 0fae678 
0f9fbe3 0f96ca3 0faee63 0fa99c5 0fa8b0b 
0fa7b88 0f9ecce 0fb6bde 0fb190e 0fb0c90 
0fa630e 0f9d542 0fb5678 0fb01ba 0faf267 
0fa6916 0f9d965 0fb591b 0fb06be 0faf984 
0fad731 0fa49be 0fbc914 0fb7589 0fb679d 
0fa7e90 0f9ef63 0fb7057 0fb1cc1 0fb0dd2 
0fb018c 0fa7291 0fbf120 0fb9f07 0fb9294 
0faeaf2 0fa5ced 0fbddc8 0fb8972 0fb7a51 
0faf48a 0fa6467 0fbe41a 0fb91d1 0fb84f2 
0fb66bd 0fad8dd 0fc5877 0fc0474 0fbf72e 
0fb12bd 0fa834c 0fc04e4 0fbb052 0fba234 
0fb9c33 0fb0d40 0fc8c44 0fc3907 0fc2d9b 
0fb8b97 0fafd8d 0fc7f00 0fc2953 0fc1b6a 
0fb990e 0fb08c4 0fc8931 0fc35a3 0fc2a08 
0fc079a 0fb79ee 0fcf9e3 0fca4e9 0fc98bd 
0fbaadf 0fb1b9f 0fc9d15 0fc47f4 0fc3ad1 
0fc23d6 0fb94ee 0fd142e 0fcc024 0fcb57e 
0fbfa3d 0fb6c7b 0fcee12 0fc9761 0fc89e6 
0fbed1b 0fb5d00 0fcddd6 0fc8900 0fc7e3f 
0fc3cf0 0fbaf46 0fd2fbd 0fcd9ad 0fcce7b 
0fbc61e 0fb3710 0fcb94b 0fc624b 0fc566a 
0fc268b 0fb973e 0fd1824 0fcc27e 0fcb83a 
0fbe511 0fb5792 0fcda00 0fc81ef 0fc74d8 
0fbbfaa 0fb2fe0 0fcb16a 0fc5b2c 0fc500e 
0fbf984 0fb6c31 0fcefde 0fc95b0 0fc8a4b 
0fb6aa0 0fadb19 0fc5d28 0fc066f 0fbf98b 
0fbb224 0fb2414 0fca408 0fc4dd6 0fc4301 
0fb5d5b 0facfeb 0fc539d 0fbf9c7 0fbebe2 
0fb276b 0fa985f 0fc18b7 0fbc305 0fbb742 
0fb557e 0fac882 0fc4c03 0fbf204 0fbe5e8 
0fac0c3 0fa321f 0fbb3e5 0fb5cf7 0fb4efc 
0fb03a3 0fa767a 0fbf57f 0fb9fe5 0fb9422 
0fab16b 0fa24a8 0fba77e 0fb4e6f 0fb3f7d 
0fa7e79 0f9efbd 0fb718c 0fb1ad0 0fb0da1 
0fab41d 0fa2806 0fba91b 0fb5112 0fb4354 
0fa28fd 0f99a9f 0fb1e53 0fac5d5 0fab702 
0fa77de 0f9ea20 0fb6b74 0fb1452 0fb077b 
0fa3128 0f9a4b0 0fb27be 0face74 0fabec5 
0fa0ad7 0f97bf5 0fafeb4 0faa708 0fa9976 
0fa4a38 0f9bdcf 0fb3ea2 0fae6e0 0fad8f5 
0f9c915 0f93b6b 0fabe00 0fa65b0 0fa569e 
0fa2242 0f99491 0fb15a2 0fabe55 0fab196 
0f9e857 0f95bee 0fade28 0fa8545 0fa75df 
0f9d0ff 0f941f1 0fac285 0fa6d08 0fa5f91 
0fa2333 0f996d0 0fb177b 0fabfea 0fab1e3 
0f9b3a6 0f9258c 0faa7d1 0fa5049 0fa4125 
0fa1ba9 0f98de4 0fb0dae 0fab7b5 0faab31 
0f9f041 0f9638e 0fae597 0fa8d60 0fa7e3c 
0f9e157 0f95244 0fad3d5 0fa7d9a 0fa7011 
0fa3a6f 0f9ae03 0fb2f20 0fad792 0fac95b 
0f9d10e 0f942a4 0fac5d2 0fa6ded 0fa5eb9 
0fa3e69 0f9b073 0fb3161 0fadab2 0facde0 
0fa14b3 0f987d9 0fb0ae0 0fab21f 0faa271 
0fa07a3 0f9787b 0fafa50 0faa3fc 0fa9652 
0fa6092 0f9d3ea 0fb5529 0fafd9d 0faef4b 
0f9f5c3 0f96728 0faea6b 0fa92e4 0fa835b 
0fa62ed 0f9d4c7 0fb559e 0faff6d 0faf239 
0fa3a15 0f9ad20 0fb2fdd 0fad77d 0fac7c7 
0fa3236 0f9a29d 0fb24ad 0face72 0fac0d2 
0fa90c4 0fa03d8 0fb856f 0fb2dd4 0fb1fa2 
0fa2e49 0f99f54 0fb2308 0facb48 0fabbd8 
0faa546 0fa16a7 0fb9815 0fb41b0 0fb34b8 
0fa8388 0f9f61b 0fb7966 0fb20f9 0fb116c 
0fa8246 0f9f242 0fb74e7 0fb1e98 0fb111e 
0fae4f6 0fa5773 0fbd9f1 0fb81db 0fb7404 
0fa823d 0f9f2e1 0fb7743 0fb1efe 0fb101e 
0faf435 0fa6516 0fbe726 0fb9032 0fb83b6 
0facbae 0fa3de7 0fbc151 0fb689b 0fb5970 
0fac0c4 0fa30a2 0fbb37d 0fb5c9d 0fb4f45 
0fb1a11 0fa8c72 0fc0fa4 0fbb69b 0fba8de 
0faadc6 0fa1e22 0fba3ac 0fb4a4a 0fb3b4e 
0fb186e 0fa896d 0fc0c51 0fbb463 0fba7d4 
0faeabc 0fa5cdf 0fbe140 0fb87bd 0fb788d 
0fada7a 0fa4a30 0fbccd8 0fb7652 0fb693b 
0fb2f7c 0faa1c9 0fc2361 0fbcbaf 0fbbe49 
0fabb6a 0fa2bc9 0fbaeba 0fb5785 0fb48fb 
0fb1fcd 0fa906b 0fc11a3 0fbbb39 0fbaf4b 
0faea55 0fa5c74 0fbdf69 0fb86c5 0fb7805 
0facd5c 0fa3d46 0fbbf32 0fb6890 0fb5bc0 
0fb18f2 0fa8b66 0fc0d3c 0fbb4ab 0fba77f 
0fa96aa 0fa0750 0fb8adf 0fb3231 0fb23c5 
0faebef 0fa5d02 0fbde5e 0fb86eb 0fb7aef 
0faa9f5 0fa1c27 0fb9f70 0fb45c8 0fb3759 
0fa7d9b 0f9eda7 0fb6fee 0fb183b 0fb0bb4 
0fabe25 0fa30ca 0fbb22e 0fb594c 0fb4c71 
0fa302c 0f9a0e9 0fb240d 0facadf 0fabcd6 
0fa78b5 0f9e9cf 0fb6a93 0fb12a5 0fb0707 
0fa2bd1 0f99e2c 0fb2119 0fac696 0fab841 
0f9ed4a 0f95d03 0fadfbf 0fa86bf 0fa7a56 
0fa2102 0f9930d 0fb1584 0fabb13 0faae27 
0f9876e 0f8f7c2 0fa7bd7 0fa2171 0fa131f 
0f9c67d 0f936b8 0fab839 0fa5ffa 0fa53de 
0f97b4f 0f8ed17 0fa701b 0fa15f3 0fa0714 
0f93f12 0f8ae35 0fa30de 0f9d8dc 0f9cb8c 
0f97bbe 0f8ed50 0fa6f98 0fa1632 0fa087c 
0f8ec20 0f85c2f 0f9e025 0f986a5 0f97759 
0f9337d 0f8a36c 0fa2533 0f9cd24 0f9c061 
0f8f328 0f86438 0f9e835 0f98da9 0f97e48 
0f8bf61 0f82e0d 0f9b154 0f958bf 0f94b35 
0f908be 0f879cb 0f9fc71 0f9a2a8 0f994de 
0f887fb 0f7f7a1 0f97c10 0f9221a 0f912bd 
0f8dd68 0f84cf5 0f9cf5e 0f976ff 0f96a17 
0f8b162 0f82249 0f9a680 0f94bce 0f93c53 
0f88d08 0f7fb7c 0f97f1c 0f92666 0f918bb 
0f8e6bd 0f8575e 0f9da54 0f980ae 0f972cc 
0f87644 0f7e554 0f96a06 0f91031 0f900ee 
0f8d720 0f84613 0f9c849 0f97048 0f9637a 
0f8b8e4 0f82971 0f9acdc 0f95312 0f94396 
0f89d0a 0f80b5b 0f98e10 0f93641 0f92850 
0f8feb3 0f86f2c 0f9f169 0f9989e 0f98a67 
0f891f2 0f80114 0f984e5 0f92bf0 0f91c2f 
0f8f046 0f8601f 0f9e1ac 0f9898a 0f97bfd 
0f8d0eb 0f84172 0f9c5eb 0f96b3c 0f95b99 
0f8b225 0f82046 0f9a4a5 0f94b62 0f93d31 
0f912a5 0f8834b 0fa0778 0f9ac3f 0f99e3f 
0f8a97a 0f818b9 0f99e1b 0f942e8 0f9335c 
0f90e45 0f87db0 0f9ff46 0f9a73e 0f99a7a 
0f8fb71 0f86cf6 0f9f08c 0f99544 0f985b6 
0f8e7ab 0f856e0 0f9d9fe 0f980fa 0f972ec 
0f955ce 0f8c764 0fa4b9e 0f9efb9 0f9e11c 
0f8f754 0f8679d 0f9ed33 0f991fc 0f98187 
0f96471 0f8d529 0fa576a 0f9fe71 0f9efe9 
0f9567a 0f8c833 0fa4b38 0f9f162 0f9e042 
0f940b3 0f8aff4 0fa3324 0f9daa7 0f9cae4 
0f9aca1 0f91dd1 0fa9f43 0fa477a 0fa379a 
0f948f7 0f8b8bc 0fa3bcc 0f9e3c2 0f9d25e 
0f9af7c 0f91f19 0faa104 0fa49a6 0fa3ade 
0f99db6 0f90ee8 0fa9275 0fa38ea 0fa27a3 
0f985de 0f8f4a8 0fa77dc 0fa2044 0fa108a 
0f9f270 0f96392 0fae628 0fa8d5e 0fa7dcf 
0f99103 0f900b8 0fa8558 0fa2c1b 0fa1b2c 
0f9fbc8 0f96b63 0faedae 0fa960d 0fa87cf 
0f9f01a 0f9614f 0fae512 0fa8b67 0fa7aca 
0f9dddb 0f94c8e 0facfb7 0fa7827 0fa6948 
0fa533b 0f9c44d 0fb4699 0faeddf 0fadf11 
0f9f852 0f967ec 0faec34 0fa9328 0fa82e6 
0fa6c06 0f9db87 0fb5d68 0fb062f 0faf881 
0fa6589 0f9d62f 0fb5a0a 0fb00ba 0faf09f 
0fa5938 0f9c76f 0fb4ab6 0faf386 0fae51f 
0fad3a8 0fa4467 0fbc6a1 0fb6e75 0fb602f 
0fa7b42 0f9ea64 0fb6ec1 0fb1620 0fb066c 
0faf0a3 0fa5fd8 0fbe196 0fb8a6e 0fb7d94 
0faeb80 0fa5c0d 0fbdfc1 0fb8636 0fb7707 
0fae0c2 0fa4ec6 0fbd224 0fb7a65 0fb6d0e 
0fb5f84 0facff3 0fc5252 0fbf99f 0fbec7f 
0fb0b11 0fa7a02 0fbfe6a 0fba537 0fb96af 
0fb83ef 0faf2d9 0fc751c 0fc1d47 0fc116a 
0fb7f89 0faefe6 0fc73dc 0fc19ab 0fc0b93 
0fb715f 0fadf4a 0fc62d7 0fc0a86 0fbfe27 
0fbe631 0fb569e 0fcd92a 0fc7fa2 0fc735d 
0fb82a4 0faf165 0fc7636 0fc1c14 0fc0e3f 
0fbe5df 0fb5489 0fcd72a 0fc7e5d 0fc732d 
0fbc9b4 0fb39f2 0fcbdb0 0fc62e3 0fc5617 
0fba2fe 0fb1008 0fc9546 0fc3b10 0fc2fe7 
0fbfc6b 0fb6c2b 0fcf14a 0fc9504 0fc8a48 
0fb7ee3 0faed32 0fc729c 0fc17d6 0fc0afc 
0fbcc3e 0fb3b09 0fcbdc4 0fc648c 0fc5a1b 
0fb99ca 0fb09c2 0fc8f50 0fc334a 0fc25ab 
0fb5d19 0facb11 0fc5105 0fbf58a 0fbe960 
0fba393 0fb1498 0fc9801 0fc3c93 0fc3078 
0fb13bd 0fa82fd 0fc095d 0fbaced 0fb9ec7 
0fb4f64 0fabf1c 0fc4348 0fbe804 0fbdca4 
0fb124a 0fa833f 0fc082f 0fbabed 0fb9df6 
0facafa 0fa39e9 0fbbec7 0fb6395 0fb56e7 
0fb0a42 0fa7c0c 0fbff72 0fba37e 0fb96bf 
0fa7a3b 0f9ea8e 0fb6fb5 0fb13c7 0fb04e0 
0fab86b 0fa2915 0fbab03 0fb5112 0fb44ae 
0fa7fbf 0f9f18c 0fb76af 0fb19f3 0fb0a6d 
0fa3fbb 0f9aefa 0fb33e9 0fad8ab 0facabe 
0fa8796 0f9f946 0fb7c9b 0fb214d 0fb1326 
0fa0126 0f971b2 0faf5fd 0fa9b22 0fa8b01 
0fa4688 0f9b6e3 0fb3896 0fadfba 0fad1e2 
0fa15c6 0f98791 0fb0c10 0faafdf 0fa9fe7 
0f9d7ba 0f94729 0facbe3 0fa70e4 0fa6268 
0fa25e0 0f997bd 0fb1b48 0fabf6a 0fab117 
0f9a536 0f91581 0fa9b22 0fa3ec1 0fa2ef3 
0f9ef2e 0f95eba 0fae296 0fa87ef 0fa7ade 
0f9c918 0f93a65 0fabf76 0fa62d9 0fa5350 
0f9949b 0f9037e 0fa87d6 0fa2d42 0fa1f54 
0f9ec76 0f95d71 0fae0bb 0fa856f 0fa77ba 
0f9725c 0f8e207 0fa6734 0fa0b7e 0f9fc22 
0f9c0ff 0f930b2 0fab346 0fa595d 0fa4ca9 
0f9a2d0 0f913dd 0fa984e 0fa3c2d 0fa2d2d 
0f973ae 0f8e221 0fa6662 0fa0c0e 0f9fe98 
0f9d7c8 0f948b5 0facbe8 0fa70b9 0fa6364 
0f969da 0f8d931 0fa5e83 0fa02f0 0f9f3e6 
0f9c59b 0f934a9 0fab7a1 0fa5de2 0fa516f 
0f9b4ff 0f925b7 0faaa62 0fa4e8e 0fa3f75 
0f99061 0f8fe8a 0fa8336 0fa293f 0fa1b44 
0f9fea5 0f96f1b 0faf2a3 0fa9812 0fa8a42 
0f99a15 0f9090a 0fa8ed6 0fa33c6 0fa241d 
0f9fafa 0f9696b 0faed1e 0fa9416 0fa86d9 
0f9f120 0f96101 0fae6ce 0fa8b7e 0fa7bbf 
0f9cfc9 0f93cec 0fac305 0fa6959 0fa5adb 
0fa4291 0f9b20c 0fb36bb 0fadca5 0face56 
0f9e024 0f94e35 0fad4a9 0fa7a3d 0fa6a4e 
0fa42d6 0f9b0b9 0fb35bc 0fadc3d 0facee7 
0fa3dab 0f9ad4c 0fb346b 0fad7f4 0fac860 
0fa1e20 0f98b0b 0fb1225 0fab74b 0faa91f 
0fa9486 0fa03ca 0fb8909 0fb2e48 0fb2055 
0fa3584 0f9a3a0 0fb2995 0fad052 0fac032 
0fa9a3a 0fa07ad 0fb8b4a 0fb33f0 0fb26bc 
0fa9735 0fa0680 0fb8c0e 0fb321a 0fb227b 
0fa7750 0f9e443 0fb69d1 0fb1106 0fb02b9 
0faee90 0fa5e7e 0fbe1e3 0fb8900 0fb7a92 
0fa8b45 0f9f90d 0fb8034 0fb25e7 0fb15bc 
0fae9de 0fa5785 0fbdc7e 0fb83e1 0fb7654 
0fae08d 0fa5032 0fbd601 0fb7bab 0fb6b55 
0faaf9a 0fa1c2c 0fba185 0fb4a00 0fb3af8 
0fb19db 0fa893f 0fc0e1f 0fbb4ab 0fba5f9 
0faa919 0fa1752 0fb9e3f 0fb443d 0fb3375 
0faf6ba 0fa64d2 0fbe75e 0fb90f1 0fb82d9 
0fae1ae 0fa5236 0fbd677 0fb7cda 0fb6c42 
0faa32f 0fa10b1 0fb94e5 0fb3d50 0fb2e26 
0fb0252 0fa723c 0fbf522 0fb9ca6 0fb8deb 
0f956b0 0f8c0fe 0fa49e9 0f9e8db 0f9d9fa 
0f8e659 0f84eec 0f9d913 0f9785f 0f968b6 
0f951c5 0f8bb26 0fa430e 0f9e2ff 0f9d5b4 
0f91a68 0f88440 0fa0ec2 0f9ac8b 0f99c8e 
0f91568 0f87db0 0fa0702 0f9a69d 0f99842 
0f966e7 0f8d0da 0fa59fa 0f9f8b3 0f9e96b 
0f8ff45 0f867f3 0f9f2fe 0f990ea 0f98073 
0f97076 0f8d93c 0fa620e 0fa0197 0f9f333 
0f940d8 0f8aa4b 0fa33c1 0f9d26f 0f9c19d 
0f94273 0f8aaa8 0fa332b 0f9d2f2 0f9c405 
0f99a1b 0f903ed 0fa8d7b 0fa2b86 0fa1c24 
0f9375e 0f89fff 0fa298f 0f9c848 0f9b822 
0f9b0ab 0f919a4 0faa1b5 0fa4134 0fa3341 
0f98699 0f8efc4 0fa7a64 0fa182e 0fa07f5 
0f9877f 0f8ef24 0fa7830 0fa1824 0fa09d3 
0f9e5c5 0f94efa 0fad84e 0fa771e 0fa6879 
0f98210 0f8e9d3 0fa7414 0fa1322 0fa03ae 
0f9fdf8 0f96640 0faee18 0fa8e77 0fa8178 
0f9da6a 0f94388 0facd87 0fa6beb 0fa5c73 
0f9e369 0f94a93 0fad36b 0fa7412 0fa66df 
0fa4a53 0f9b3bb 0fb3c47 0fadbc4 0face01 
0f9f4b6 0f95c54 0fae6a2 0fa861c 0fa7798 
0fa7e06 0f9e624 0fb6e13 0fb0ed3 0fb02d1 
0fa6755 0f9d00d 0fb59f7 0faf8cd 0faea64 
0fa7eb7 0f9e583 0fb6e10 0fb0f21 0fb02f9 
0faf6a1 0fa5f99 0fbe7e4 0fb87b7 0fb7af6 
0faad07 0fa142f 0fb9e01 0fb3df1 0fb305a 
0fb437a 0faab08 0fc3281 0fbd3cd 0fbc88f 
0fb3771 0fa9fc6 0fc2944 0fbc8b9 0fbbad9 
0fb564b 0fabc8d 0fc4517 0fbe6c5 0fbdae9 
0fbce83 0fb36eb 0fcbf18 0fc5fbc 0fc5356 
0fb8461 0faeb2b 0fc74c2 0fc159e 0fc0836 
0fc1642 0fb7d74 0fd051a 0fca73f 0fc9bde 
0fbfa43 0fb6234 0fcec0f 0fc8c34 0fc7e34 
0fc017d 0fb67b0 0fcf032 0fc92a7 0fc869f 
0fc5cf5 0fbc574 0fd4dcc 0fceee2 0fce207 
0fbeebe 0fb5590 0fcdf66 0fc8089 0fc72a1 
0fc5b11 0fbc229 0fd4a03 0fcec5c 0fce07e 
0fc1e8c 0fb870c 0fd109d 0fcb0f7 0fca1e0 
0fc09e7 0fb7006 0fcf8eb 0fc9b52 0fc8e50 
0fc4bcb 0fbb36b 0fd3de2 0fcdd79 0fcd0a0 
0fbc8d0 0fb2f68 0fcbac9 0fc5a05 0fc4ccf 
0fc24ab 0fb8bab 0fd1512 0fcb5a9 0fcaaef 
0fbdafa 0fb42ee 0fcce61 0fc6cec 0fc5ec5 
0fbb9e3 0fb205b 0fcaa20 0fc4ae4 0fc3dd9 
0fbf303 0fb5c06 0fce472 0fc8510 0fc7685 
0fb660b 0facd00 0fc5858 0fbf7fe 0fbe875 
0fbb2f7 0fb1a73 0fca392 0fc446d 0fc36b2 
0fb5a3c 0fac355 0fc4dcd 0fbecbe 0fbdd36 
0fb2a37 0fa90ad 0fc1a50 0fbbbc4 0fbae37 
0fb572f 0fac015 0fc4994 0fbe99e 0fbdb20 
0fac2eb 0fa2a2e 0fbb502 0fb5587 0fb457b 
0fb0a21 0fa711b 0fbfc86 0fb9c84 0fb8e90 
0fab4af 0fa1d61 0fba999 0fb479e 0fb3727 
0fa87ed 0f9eed3 0fb7903 0fb1a3e 0fb0b5d 
0fabfc8 0fa2859 0fbb330 0fb5264 0fb4319 
0fa37e3 0f99f1b 0fb296b 0faca5b 0faba03 
0fa900a 0f9f757 0fb8026 0fb220d 0fb13b1 
0fa4eea 0f9b755 0fb4176 0fae18d 0fad093 
0fa31e6 0f998a2 0fb2147 0fac3cf 0fab4cf 
0fa7d7c 0f9e5cf 0fb6f6d 0fb0fdd 0fb000b 
0fa0285 0f9699d 0faf502 0fa94ff 0fa842b 
0fa65f0 0f9cd6f 0fb577f 0faf7e8 0fae993 
0fa3055 0f9981f 0fb2496 0fac2d2 0fab27c 
0fa1a27 0f98053 0fb0ad3 0faabc4 0fa9d61 
0fa6e4f 0f9d6bb 0fb5fc7 0fb0081 0faf138 
0f9fca2 0f96372 0faee07 0fa8f01 0fa7e20 
0fa66ac 0f9ce84 0fb568e 0faf89d 0faea02 
0fa3903 0f9a12f 0fb2c43 0facbf0 0fabac7 
0fa283a 0f98e59 0fb182a 0fab9fb 0faab18 
0fa8777 0f9ef7c 0fb7983 0fb19cd 0fb0a65 
0fa1ca9 0f98387 0fb0f14 0faaf19 0fa9e9c 
0fa8e8c 0f9f605 0fb7ed9 0fb2060 0fb1217 
0fa6dd7 0f9d633 0fb6136 0fb008a 0faefc0 
0fa6522 0f9cb1e 0fb559f 0faf6cb 0fae7f0 
0facbcb 0fa3416 0fbbe52 0fb5e17 0fb4ecc 
0fa6abf 0f9d172 0fb5d39 0fafcea 0faec89 
0fae340 0fa4a6c 0fbd3d9 0fb74d4 0fb66ed 
0fac678 0fa2e67 0fbba00 0fb58d8 0fb48a0 
0fac4b8 0fa2add 0fbb568 0fb5655 0fb4811 
0fb2d53 0fa9569 0fc1ff3 0fbbf92 0fbb0d9 
0faced1 0fa3543 0fbc12b 0fb60eb 0fb5137 
0fb4839 0faaf42 0fc38fb 0fbd9e5 0fbcc94 
0fb2c8e 0fa9483 0fc20a3 0fbbefb 0fbaf4c 
0fb2835 0fa8df4 0fc1969 0fbb9ae 0fbabd1 
0fb8f0e 0faf715 0fc81f9 0fc20fc 0fc12ce 
0fb28f9 0fa8f5d 0fc1bfc 0fbbae6 0fbab89 
0fb98bf 0faffe2 0fc8a04 0fc2a27 0fc1cfe 
0fb733f 0fadb29 0fc675f 0fc053f 0fbf583 
0fb5d23 0fac2eb 0fc4dfd 0fbee0f 0fbe035 
0fbb582 0fb1dbd 0fca76f 0fc4719 0fc38c0 
0fb3d8a 0faa435 0fc2faf 0fbcf08 0fbbfab 
0fb9d51 0fb0421 0fc8dae 0fc2dee 0fc20f0 
0fb6b9c 0fad358 0fc5f1a 0fbfd2e 0fbed95 
0fb4677 0faabf4 0fc36d4 0fbd6e1 0fbc95b 
0fb97c0 0faffd2 0fc8a04 0fc289d 0fc1ac8 
0fb176d 0fa7e01 0fc0a48 0fba85c 0fb994c 
0fb6d9b 0fad490 0fc5e44 0fbfe05 0fbf17d 
0fb3448 0fa9cb6 0fc27d6 0fbc5a7 0fbb66f 
0fb063f 0fa6cbd 0fbf646 0fb96a1 0fb895b 
0fb4f99 0fab86a 0fc40d5 0fbe069 0fbd29c 
0fac3f5 0fa2af3 0fbb5cf 0fb5496 0fb4574 
0fb0a67 0fa71fb 0fbfa79 0fb9a49 0fb8d77 
0fabe84 0fa2778 0fbb209 0fb4f44 0fb3f93 
0fa76d1 0f9dd89 0fb6794 0fb0658 0faf843 
0faa9ca 0fa12cf 0fb9c16 0fb39d5 0fb2b53 
0fa0bb5 0f972fd 0fafe43 0fa9b91 0fa8bbb 
0fa47bf 0f9aefc 0fb380f 0fad6fc 0fac990 
0f9ff3f 0f96708 0faf2bd 0fa8f6e 0fa7f97 
0f9c1a8 0f92789 0fab218 0fa50c1 0fa42f3 
0fa0329 0f96b1a 0faf54e 0fa928f 0fa84d0 
0f975e9 0f8dc8c 0fa686e 0fa0522 0f9f640 
0f9bf87 0f92695 0faaffc 0fa4df5 0fa41a5 
0f986ad 0f8ee5d 0fa7a52 0fa15c4 0fa0712 
0f952c2 0f8b86a 0fa43b7 0f9e0b4 0f9d3ca 
0f9a2f4 0f90acd 0fa95a5 0fa3176 0fa244b 
0f92616 0f88c40 0fa1955 0f9b4a8 0f9a633 
0f97e41 0f8e488 0fa6f30 0fa0c3c 0fa0043 
0f95865 0f8bfc4 0fa4c31 0f9e73d 0f9d8cc 
0f9330a 0f8987a 0fa242a 0f9c0f9 0f9b428 
0f98db8 0f8f520 0fa804d 0fa1c48 0fa0f2c 
0f917d9 0f87da9 0fa0afe 0f9a66e 0f997ee 
0f97130 0f8d750 0fa624a 0f9ff28 0f9f306 
0f94dd0 0f8b4dc 0fa41cd 0f9dc92 0f9cdd0 
0f92932 0f88e5e 0fa1af8 0f9b700 0f9a9e9 
0f987c6 0f8ef43 0fa7b4d 0fa15f5 0fa088d 
0f919cc 0f88063 0fa0e1f 0f9a839 0f9993a 
0f978e2 0f8df88 0fa6ac5 0fa06b8 0f9fa23 
0f960cb 0f8c8ef 0fa5549 0f9efb1 0f9e08d 
0f9451d 0f8abcf 0fa36e0 0f9d318 0f9c581 
0f9ace8 0f9153e 0fa9fc4 0fa3b64 0fa2dd1 
0f94821 0f8aef1 0fa3b2b 0f9d6c9 0f9c790 
0f9aeb3 0f91595 0fa9fc9 0fa3cd4 0fa2ffd 
0f99e9f 0f906a4 0fa9214 0fa2da2 0fa1e36 
0f98756 0f8ed23 0fa78b0 0fa15ca 0fa07a3 
0f9f5ce 0f95db5 0fae880 0fa84e7 0fa7685 
0f99530 0f8fc31 0fa8865 0fa2495 0fa1454 
0fa00a5 0f96778 0faf151 0fa8fc4 0fa81b5 
0f9f14b 0f958a2 0fae510 0fa81b3 0fa70f3 
0f9d955 0f93f1c 0fac9fe 0fa68df 0fa59a1 
0fa4594 0f9acf1 0fb3708 0fad513 0fac59f 
0f9e476 0f94ae6 0fad70c 0fa7539 0fa6413 
0fa5005 0f9b6bd 0fb4030 0fae056 0fad1a9 
