0f8a905 0f7f728 0f8d0fe 0f90a46 0f87467 
0fc3580 0fb8007 0fc568e 0fc911e 0fc01c5 
0fc5144 0fb9cd2 0fc735b 0fc8f4d 0fc19b5 
0fc9f84 0fbea62 0fcc08f 0fcf4f5 0fc6b34 
0fc213c 0fb6bec 0fc4287 0fc77b9 0fbebe3 
0fcb6a1 0fc02a3 0fcd856 0fcfe5a 0fc80a4 
0fc57a0 0fba22f 0fc7877 0fcc31e 0fc25cb 
0fc6bc3 0fbb73d 0fc8d93 0fcbf2c 0fc363a 
0fcb2bb 0fbfe32 0fcd3ed 0fd24bf 0fc8069 
0fc2893 0fb73f5 0fc4a5d 0fcaa70 0fbf4ff 
0fcb287 0fbff06 0fcd4f1 0fd332f 0fc7d42 
0fc4b98 0fb96c8 0fc6cdf 0fcf2f5 0fc1917 
0fc575d 0fba233 0fc7863 0fcd889 0fc1f9c 
0fc9b71 0fbe545 0fcbb33 0fd2c3c 0fc6677 
0fc0e19 0fb570d 0fc2db6 0fc99f0 0fbd797 
0fc9628 0fbdfb0 0fcb615 0fd0978 0fc5de8 
0fc2bb6 0fb7339 0fc4a5d 0fcbafb 0fbf666 
0fc2dc8 0fb7645 0fc4d3c 0fc9d97 0fbf2d0 
0fc6d5b 0fbb4ce 0fc8b7a 0fcea92 0fc357c 
0fbd94b 0fb1f4d 0fbf74b 0fc505d 0fb9fcb 
0fc5be2 0fba3fc 0fc7967 0fcb1b9 0fc1e94 
0fbeabc 0fb30d4 0fc06de 0fc5912 0fbaf92 
0fbe0ee 0fb2679 0fbfeb2 0fc3525 0fba5d8 
0fc1be2 0fb6071 0fc3799 0fc7d0c 0fbddaa 
0fb7cf2 0fac3d6 0fb9ab9 0fbe04f 0fb3e88 
0fbf7d4 0fb4090 0fc1639 0fc4913 0fbb925 
0fb8341 0facb0d 0fba169 0fbf821 0fb4b90 
0fb76e9 0fac1ef 0fb97c6 0fbd673 0fb3d6e 
0fbb324 0fafe84 0fbd3ed 0fc263c 0fb7f7a 
0fb1578 0fa5e76 0fb36b9 0fb890b 0fae92e 
0fb9474 0fadfb1 0fbb68b 0fbf2bf 0fb6562 
0fb2525 0fa6fe5 0fb4699 0fba6ce 0fafa4e 
0fb1a7c 0fa679c 0fb3d8f 0fb7e0a 0fae9de 
0fb5689 0faa3dc 0fb78a5 0fbc6d9 0fb2750 
0fab423 0fa0106 0fad639 0fb1f2d 0fa8239 
0fb2a9b 0fa775d 0fb4cfa 0fb7afb 0faf6a8 
0fab2d3 0f9fe3c 0fad470 0fb20ae 0fa824a 
0faa40d 0f9f09e 0fac70a 0faedd4 0fa6ed5 
0faeb41 0fa37c3 0fb0ddd 0fb433f 0fab906 
0fa5cd7 0f9a95e 0fa7f75 0fab3b0 0fa2861 
0fae8fd 0fa36d0 0fb0c20 0fb29cb 0fab337 
0fa8aa6 0f9d875 0faac6b 0faebeb 0fa538a 
0fa90a8 0f9dde6 0fab2b3 0fad0b2 0fa56a9 
0faea30 0fa33d1 0fb09af 0fb3380 0fab8fe 
0fa62bf 0f9ab77 0fa8281 0faac29 0fa2eda 
0faf406 0fa3d11 0fb139d 0fb2de4 0fabc4f 
0faa153 0f9e884 0fabfc2 0faff17 0fa6c13 
0faaa36 0f9f232 0fac9e7 0faec51 0fa7212 
0fb02da 0fa4aba 0fb2226 0fb55e6 0face26 
0fa7b2f 0f9c34a 0fa9af6 0fad025 0fa4588 
0fb0aab 0fa5511 0fb2b65 0fb4b0f 0fad410 
0fab663 0fa00f0 0fad6af 0fb1985 0fa839c 
0fabb79 0fa0769 0fadd5f 0fb0281 0fa85b6 
0fb1506 0fa6116 0fb368b 0fb6a0a 0fae2f3 
0fa8fdb 0f9dbd3 0fab183 0fae70a 0fa5d07 
0fb22a7 0fa6fd0 0fb44b3 0fb631a 0faedd2 
0fad370 0fa1f31 0faf4c4 0fb311d 0faa1ce 
0fada52 0fa267a 0fafce9 0fb202e 0faa386 
0fb3462 0fa7fb9 0fb561a 0fb8af6 0fb0059 
0fab08a 0f9fb41 0fad1fb 0fb083a 0fa7b9c 
0fb4541 0fa90ca 0fb66e4 0fb843f 0fb0e5e 
0faf987 0fa429a 0fb195d 0fb5558 0fac5d1 
0fb0469 0fa4dc0 0fb24ba 0fb3fd0 0faccf1 
0fb6497 0faacef 0fb83c5 0fbb17c 0fb2f59 
0fae217 0fa2ae8 0fb0144 0fb3268 0faaa61 
0fb77cd 0fac2ee 0fb96ee 0fbb0f8 0fb3c78 
0fb2b90 0fa7550 0fb49f4 0fb8532 0faf2a9 
0fb3696 0fa8017 0fb55f3 0fb7017 0fafc3e 
0fb92cf 0fadc15 0fbb26f 0fbddc1 0fb5c38 
0fb09e1 0fa52fb 0fb29be 0fb55f1 0fad330 
0fb9c44 0fae602 0fbbc57 0fbca2d 0fb644f 
0fb440f 0fa8eca 0fb659e 0fb9f36 0fb1317 
0fb42d0 0fa8e9c 0fb65fd 0fb837c 0fb0f4c 
0fb9818 0fae4ac 0fbbb91 0fbec10 0fb67a2 
0fb075b 0fa53b5 0fb2ae4 0fb5e18 0fad464 
0fb92c8 0fadf01 0fbb5d2 0fbce61 0fb5b9b 
0fb3c02 0fa8554 0fb5b52 0fb91d2 0fb0584 
0fb3a09 0fa84b6 0fb5b39 0fb6f14 0fb0054 
0fb9170 0fadbf1 0fbb206 0fbd792 0fb5bec 
0fb0633 0fa5135 0fb26d2 0fb51bf 0face72 
0fb9744 0fae3b6 0fbb933 0fbe13c 0fb5e22 
0fb467a 0fa92be 0fb6a2d 0fbbcf1 0fb14a5 
0fb4cc1 0fa9c47 0fb71c4 0fb9ecf 0fb1699 
0fbac2f 0fafd09 0fbd051 0fc041e 0fb76cb 
0fb23e7 0fa76bf 0fb4932 0fb7315 0faea4e 
0fbb5c1 0fb08c5 0fbda84 0fbe565 0fb81e3 
0fb62a5 0fab32c 0fb8727 0fbb2ad 0fb3204 
0fb67ec 0fab3e4 0fb8b75 0fb92fd 0fb3080 
0fbc06d 0fb0d61 0fbe39b 0fbfaf9 0fb8d96 
0fb341f 0fa83d3 0fb57a6 0fb594d 0fb010c 
0fbc531 0fb14ec 0fbe866 0fbc5f8 0fb8ed2 
0fb764e 0fac115 0fb9778 0fba2ba 0fb4273 
0fb7684 0fac35f 0fb9aba 0fb92fe 0fb3faa 
0fbd2b3 0fb1ef6 0fbf6e8 0fc01dd 0fb9fc4 
0fb4cad 0fa9893 0fb70bb 0fb80cd 0fb187e 
0fbe52c 0fb3099 0fc07e9 0fc0956 0fbadc1 
0fb9b95 0fae53a 0fbbd17 0fbe937 0fb6731 
0fba4cd 0faf032 0fbc7df 0fbdc71 0fb6dc0 
0fc06b5 0fb51cf 0fc296d 0fc548f 0fbd468 
0fb825b 0facddb 0fba609 0fbdb1d 0fb5114 
0fc1665 0fb62ca 0fc3757 0fc58ab 0fbe037 
0fbce00 0fb18f1 0fbede4 0fc3016 0fb9b0d 
0fbd7dd 0fb238d 0fbf87e 0fc184c 0fb9fb3 
0fc3886 0fb839e 0fc580c 0fc8826 0fc0264 
0fbb3f6 0fafed7 0fbd359 0fc053f 0fb7c41 
0fc43ce 0fb8fd7 0fc6538 0fc8064 0fc0bce 
0fbf9cc 0fb4437 0fc1b8d 0fc575d 0fbc6b5 
0fc0260 0fb4d89 0fc24e8 0fc439b 0fbcb64 
0fc670b 0fbb1eb 0fc88f8 0fcb849 0fc32e9 
0fbeb5a 0fb35f4 0fc0d64 0fc3f2f 0fbb683 
0fc87af 0fbd3b3 0fcaa1f 0fcc41d 0fc50b9 
0fc4946 0fb9403 0fc6adb 0fca215 0fc1595 
0fc5844 0fba3c8 0fc7ab5 0fc9224 0fc2081 
0fcc0ad 0fc0c05 0fce292 0fd0977 0fc8c0f 
0fc43b9 0fb8ebd 0fc65f3 0fc90ce 0fc0edc 
0fcd938 0fc254b 0fcfc44 0fd11bc 0fca2cf 
0fc9275 0fbdd2b 0fcb43e 0fcea01 0fc5fe3 
0fc9990 0fbe558 0fcbc0c 0fcd3c2 0fc630e 
0fcfeb6 0fc4a2f 0fd2081 0fd4839 0fcca97 
0fc7d4e 0fbc851 0fc9ef2 0fcc9ae 0fc48ad 
0fd0edc 0fc5a9e 0fd30c1 0fd43d6 0fcd7f3 
0fcc850 0fc125e 0fce958 0fd1e0e 0fc94fe 
0fcc9fe 0fc14cc 0fceba8 0fd03d1 0fc92b7 
0fd2a6b 0fc7520 0fd4b5c 0fd73fa 0fcf610 
0fca246 0fbeca9 0fcc35b 0fcf0ee 0fc6d9f 
0fd2eb4 0fc7a23 0fd5051 0fd66b3 0fcf861 
0fce342 0fc2da9 0fd0422 0fd3d73 0fcb08b 
0fcdf11 0fc2ac0 0fd0137 0fd2054 0fca8c5 
0fd3cc4 0fc88d3 0fd5eb0 0fd90e2 0fd0a1f 
0fcb0fe 0fbfce4 0fcd378 0fd0ce1 0fc7e58 
0fd3d8c 0fc8a26 0fd5fe5 0fd8286 0fd08ac 
0fcf22e 0fc3d39 0fd137d 0fd58e9 0fcc0c9 
0fcead7 0fc36e0 0fd0cd7 0fd3877 0fcb552 
0fd489d 0fc9514 0fd69cf 0fda67e 0fd15ff 
0fcba93 0fc06f7 0fcdc21 0fd1e5c 0fc875e 
0fd417f 0fc8f03 0fd6366 0fd8f1a 0fd0bd7 
0fcf305 0fc3f2c 0fd1414 0fd617a 0fcc042 
0fce874 0fc34e4 0fd09db 0fd3acd 0fcb0de 
0fd4444 0fc8fee 0fd64c9 0fdaa23 0fd0f42 
0fcb2ff 0fbfda5 0fcd38b 0fd26a4 0fc7d44 
0fd346d 0fc7ff0 0fd5527 0fd9da1 0fcfc49 
0fce254 0fc2beb 0fd01cf 0fd779c 0fcad06 
0fcd0f7 0fc1ab3 0fcf085 0fd4bfa 0fc9683 
0fd2811 0fc70fa 0fd45d4 0fdb262 0fceff1 
0fc8f19 0fbd73d 0fcac9f 0fd1d6a 0fc559e 
0fd0ad3 0fc5387 0fd2833 0fd7c34 0fccf2f 
0fcb3b5 0fbfaa8 0fcd08c 0fd4135 0fc7c08 
0fc9815 0fbdf6a 0fcb630 0fd0645 0fc5b57 
0fce945 0fc2fa0 0fd079b 0fd61d3 0fcaf86 
0fc4840 0fb8f0b 0fc66d3 0fcc2d0 0fc0de3 
0fcbfa5 0fc086b 0fcde74 0fd1dca 0fc81af 
0fc6342 0fbab1e 0fc8199 0fcdf97 0fc2a37 
0fc4204 0fb89f1 0fc61f5 0fca366 0fc04df 
0fc9167 0fbd739 0fcb036 0fd00d3 0fc5bd1 
0fbef9b 0fb3634 0fc0e40 0fc62a0 0fbb89d 
0fc68b4 0fbaffc 0fc871a 0fcbc03 0fc2ba3 
0fc0e63 0fb56d5 0fc2d0b 0fc8649 0fbd57b 
0fbe955 0fb36d7 0fc0a24 0fc4b4c 0fbaf36 
0fc3bab 0fb89f4 0fc5b39 0fcaa94 0fc02f1 
0fb9559 0fadfd6 0fbb547 0fc0848 0fb5de4 
0fc053e 0fb5022 0fc2541 0fc5aa0 0fbcde2 
0fba35f 0faed16 0fbc2c2 0fc153e 0fb7150 
0fb7536 0fac052 0fb9617 0fbc44c 0fb3fc3 
0fbc1d6 0fb0c2f 0fbe387 0fc1e46 0fb8f53 
0fb1aa7 0fa6517 0fb3dbf 0fb81a7 0fae789 
0fb8d48 0fada01 0fbb217 0fbdf56 0fb588d 
0fb3613 0fa851f 0fb5b1b 0fba2fc 0fb0639 
0fb18b9 0fa691b 0fb3d86 0fb67b5 0fae2f3 
0fb7a88 0fac949 0fb9e92 0fbd8fc 0fb46dc 
0fae49b 0fa32be 0fb082d 0fb4bae 0fab031 
0fb6622 0fab4a9 0fb89d3 0fbb36b 0fb306a 
0fb1e38 0fa6a7b 0fb4078 0fb8ab3 0faec45 
0fb0468 0fa519a 0fb2775 0fb5313 0face1a 
0fb68e1 0fab4f5 0fb8af0 0fbc21b 0fb35dd 
0fad284 0fa1cae 0faf46a 0fb32ab 0faa12c 
0fb5402 0fa9ecc 0fb7647 0fb96cb 0fb2289 
0fb0f4d 0fa590d 0fb3087 0fb71a1 0fae24e 
0faf79b 0fa4328 0fb1984 0fb4095 0fac483 
0fb614f 0faad04 0fb826f 0fbb67c 0fb31fa 
0fad227 0fa1c11 0faf3d0 0fb2dcc 0faa7d5 
0fb5554 0faa08e 0fb7890 0fb99c2 0fb25e4 
0fb1657 0fa609d 0fb3855 0fb7a63 0fae9bb 
0fb01cd 0fa4cea 0fb248b 0fb4b6d 0fad0d5 
0fb6eae 0fab8e3 0fb90af 0fbc354 0fb3f00 
0fae217 0fa2b64 0fb03c9 0fb3d34 0fab0f2 
0fb6951 0fab42a 0fb8b36 0fba97f 0fb3629 
0fb2de7 0fa7793 0fb4eb4 0fb8bfe 0fafd15 
0fb1a4b 0fa653b 0fb3c11 0fb5943 0fae3f9 
0fb89f2 0fad4e4 0fbab03 0fbd341 0fb5599 
0fafed8 0fa4969 0fb1fff 0fb504f 0faca7d 
0fb8841 0fad408 0fba9fa 0fbc1ab 0fb5181 
0fb513f 0fa9bc8 0fb724f 0fbac6c 0fb1e7b 
0fb3ff1 0fa8b30 0fb61be 0fb7fd6 0fb096b 
0fbb361 0fafe3c 0fbd45c 0fbfff5 0fb7f4a 
0fb2786 0fa7179 0fb4814 0fb7eeb 0faf338 
0fbaaf0 0faf5d0 0fbcbc8 0fbe8cf 0fb740c 
0fb6ca1 0fab5ba 0fb8c49 0fbcb71 0fb395a 
0fb54d7 0fa9e89 0fb7516 0fb976e 0fb1dbc 
0fbc575 0fb0e97 0fbe4e7 0fc11e2 0fb90fc 
0fb3060 0fa784e 0fb4f7f 0fb85f8 0fafbb1 
0fbb44c 0fafca0 0fbd37b 0fbece7 0fb7cb2 
0fb7651 0fabe45 0fb9593 0fbd68e 0fb43bd 
0fb5826 0faa1ef 0fb789e 0fb9f05 0fb20f6 
0fbc6d6 0fb11f0 0fbe6b8 0fc189a 0fb90c8 
0fb3430 0fa7f58 0fb5440 0fb8de6 0fafd7f 
0fbb755 0fb0287 0fbd81e 0fbfc1a 0fb7f15 
0fb7d0a 0fac66f 0fb9d14 0fbe093 0fb4939 
0fb60b9 0faaad7 0fb81c0 0fbacab 0fb28ea 
0fbd1ad 0fb1c18 0fbf1e1 0fc21a2 0fb9be1 
0fb4110 0fa8c09 0fb6140 0fb948c 0fb0bcd 
0fbc673 0fb12bc 0fbe76e 0fbfcce 0fb8efe 
0fb895e 0fad4b8 0fbaaad 0fbe328 0fb56eb 
0fb6b56 0fab874 0fb8de8 0fba9ce 0fb35aa 
0fbd849 0fb25d2 0fbfae3 0fc1e7a 0fba643 
0fb43db 0fa914a 0fb6730 0fb8dba 0fb115b 
0fbc517 0fb1368 0fbe880 0fbf175 0fb8e9a 
0fb87fd 0fad4eb 0fbab2a 0fbd39d 0fb51a0 
0fb69ac 0fab820 0fb8ef7 0fb9b38 0fb2bf0 
0fbd8b8 0fb29e1 0fbfe83 0fc1f8f 0fb9b35 
0fb45b8 0fa9786 0fb6aba 0fba46e 0fb0b93 
0fbcb52 0fb18a0 0fbf00b 0fc07ad 0fb9172 
0fb9724 0fae3ef 0fbbadb 0fbe8e0 0fb5e16 
0fb83c6 0face3e 0fba91b 0fbab52 0fb48d5 
0fbfd7a 0fb4863 0fc21ff 0fc2289 0fbc5cc 
0fb77b8 0fac432 0fb9af2 0fbb411 0fb3ed6 
0fc08cf 0fb5797 0fc2bac 0fc20a8 0fbcea3 
0fbdc21 0fb2c2d 0fbfea4 0fbf20f 0fba932 
0fbd65e 0fb287a 0fbf9fe 0fb95e0 0fba1ae 
0fc4e4f 0fb9ee4 0fc714e 0fc0db4 0fc1a75 
0fbb6ef 0fb047a 0fbd8e9 0fc2a64 0fb8189 
0fc47d5 0fb9743 0fc6ba0 0fca601 0fc1105 
0fc1f6f 0fb6d1c 0fc4202 0fc9740 0fbed5f 
0fc1385 0fb610f 0fc3617 0fc72ee 0fbdcba 
0fc8f86 0fbdcdb 0fcb177 0fcfc15 0fc5b15 
0fc08b0 0fb56fd 0fc2b04 0fc7b7a 0fbd432 
0fc9286 0fbe1e5 0fcb58e 0fcea56 0fc5c37 
0fc6245 0fbaf13 0fc8467 0fcd941 0fc2fed 
0fc4cdb 0fb99d2 0fc6fc0 0fca6f8 0fc177e 
0fcc3fa 0fc10cf 0fce616 0fd1f87 0fc90fd 
0fc3c50 0fb8909 0fc5e3d 0fc9504 0fc0891 
0fcc0ce 0fc0f04 0fce38b 0fcf8e6 0fc8aac 
0fc8cf7 0fbda3f 0fcaee4 0fcdda6 0fc5a9a 
0fc7411 0fbc184 0fc96a7 0fca98a 0fc3d57 
0fced22 0fc3a2a 0fd0f9a 0fd33d8 0fcb8bb 
0fc680e 0fbb3e5 0fc896c 0fcbae5 0fc3360 
0fcedfa 0fc3b9c 0fd1066 0fd26e6 0fcb6e6 
0fcbe02 0fc0aa1 0fcdfa8 0fd18bc 0fc8afb 
0fca309 0fbf085 0fcc5c2 0fce6a1 0fc6c6d 
0fd1754 0fc6484 0fd398c 0fd644c 0fce2f7 
0fc8a1c 0fbd67a 0fcac08 0fcdf0a 0fc55b5 
0fd0b3e 0fc5893 0fd2d9c 0fd4470 0fcd398 
0fcdadb 0fc26a7 0fcfc79 0fd346e 0fca74b 
0fcbb8f 0fc0810 0fcddbb 0fcf9e2 0fc8447 
0fd30f0 0fc7d73 0fd525e 0fd770c 0fcfbb5 
0fca5dd 0fbf1e5 0fcc75f 0fcf5c6 0fc70ee 
0fd240c 0fc714b 0fd467c 0fd593f 0fcec2d 
0fcf12e 0fc3d01 0fd1259 0fd46e5 0fcbd54 
0fcd000 0fc1c85 0fcf1eb 0fd0b7e 0fc98da 
0fd42ec 0fc8f14 0fd642e 0fd8780 0fd0e44 
0fcb41c 0fbff44 0fcd52f 0fd0583 0fc7ffb 
0fd2b26 0fc7783 0fd4ca8 0fd632f 0fcf4e7 
0fcf6f7 0fc4219 0fd17a7 0fd4fed 0fcc4ef 
0fcd7af 0fc23b2 0fcf926 0fd1865 0fca239 
0fd491c 0fc94fe 0fd69dc 0fd94f6 0fd1596 
0fcb827 0fc0398 0fcd8e0 0fd1079 0fc84f9 
0fd33f7 0fc80f5 0fd5552 0fd7361 0fcfe3c 
0fcff45 0fc4b05 0fd1fd7 0fd604b 0fccd36 
0fcd617 0fc223d 0fcf78d 0fd1f42 0fca03c 
0fd46a8 0fc92be 0fd6774 0fd97bc 0fd129d 
0fcb22d 0fbfe1e 0fcd2c8 0fd1087 0fc7e06 
0fd28b1 0fc760b 0fd474b 0fd6b4a 0fcef2c 
0fcf278 0fc3e68 0fd1029 0fd5823 0fcbca9 
0fcc5df 0fc1259 0fce727 0fd1406 0fc8f22 
0fd325c 0fc7ebe 0fd52f0 0fd873b 0fcfd5a 
0fc9be0 0fbe74b 0fcbc48 0fcfa30 0fc670e 
0fc27e2 0fb7293 0fc452c 0fc6cf3 0fbeefb 
0fcbb68 0fc06ba 0fcd884 0fcf8b1 0fc8291 
0fc39eb 0fb83d3 0fc5688 0fc9022 0fc0385 
0fc8086 0fbcb9c 0fc9e14 0fcb69c 0fc468a 
0fc9a65 0fbe46d 0fcb700 0fceb7e 0fc6440 
0fc3449 0fb7e8e 0fc5173 0fc79db 0fbfb78 
0fcc6ae 0fc11a5 0fce3a4 0fd04de 0fc8de8 
0fc4508 0fb8ece 0fc6194 0fc9d14 0fc0ea5 
0fc88cb 0fbd3af 0fca649 0fcc0ec 0fc4eac 
0fca1e3 0fbebd5 0fcbe48 0fcf460 0fc6b8a 
0fc3adc 0fb84fc 0fc57dd 0fc8077 0fc0214 
0fccdbb 0fc18a3 0fcead1 0fd0c70 0fc9547 
0fc4cca 0fb9686 0fc6944 0fca452 0fc16c0 
0fc8f62 0fbda4f 0fcac8d 0fcc66d 0fc5575 
0fca70b 0fbf0d6 0fcc33f 0fcf918 0fc70f3 
0fc3f68 0fb8976 0fc5ba9 0fc8551 0fc068e 
0fcd2b1 0fc1d74 0fceeb9 0fd10b7 0fc99d1 
0fc5184 0fb9ac0 0fc6d03 0fca904 0fc1ab8 
0fc91f8 0fbdc7f 0fcae84 0fcc970 0fc5778 
0fcab2f 0fbf4d2 0fcc6ed 0fcfea5 0fc74c0 
0fc4187 0fb8b97 0fc5dfe 0fc8a94 0fc08d1 
0fcd28e 0fc1d72 0fcef20 0fd141d 0fc99fc 
0fc506b 0fb99ee 0fc6c59 0fcac33 0fc1a1a 
0fc9152 0fbdbe5 0fcae01 0fcccac 0fc56c2 
0fcabb0 0fbf4ed 0fcc72c 0fd0371 0fc74c7 
0fc42c8 0fb8ba0 0fc5e88 0fc900d 0fc0946 
0fcd7a5 0fc20db 0fcf2c6 0fd1c06 0fc9dd7 
0fc57f1 0fb9fc1 0fc7249 0fcb410 0fc2053 
0fc99f2 0fbe3d1 0fcb5eb 0fcda95 0fc5f2a 
0fcb707 0fc002f 0fcd21f 0fd1471 0fc80a4 
0fc5159 0fb9b4c 0fc6cb1 0fca2eb 0fc17f5 
0fce87b 0fc33d6 0fd03bf 0fd3175 0fcae57 
0fc6b73 0fbb6c7 0fc8658 0fcccf0 0fc33a1 
0fcaf7e 0fbfc5c 0fccc7b 0fcee68 0fc753f 
0fccc7e 0fc18d1 0fce971 0fd2561 0fc9652 
0fc63cf 0fbb034 0fc814e 0fcb18a 0fc2aee 
0fcf80a 0fc452e 0fd17a6 0fd3c61 0fcbe90 
0fc751e 0fbc163 0fc93d2 0fcd4ce 0fc3d89 
0fcb261 0fc01cb 0fcd1f4 0fcf895 0fc764b 
0fcc8c5 0fc1760 0fce8cc 0fd3554 0fc8e1b 
0fc587e 0fba75e 0fc7a1e 0fcb8e5 0fc1791 
0fce8bd 0fc3a46 0fd0d6c 0fd3df3 0fca3e3 
0fc63f2 0fbb282 0fc863c 0fcbfe0 0fc2958 
0fca0d0 0fbeac2 0fcc3d4 0fcd438 0fc699d 
0fcb90a 0fc0131 0fcdbfe 0fcf75a 0fc871a 
0fc4a15 0fb907f 0fc6d0b 0fc88ac 0fc15e0 
0fcdc03 0fc246b 0fcfe52 0fd0c02 0fca462 
0fc5b76 0fba5bd 0fc7b3c 0fca320 0fc1f30 
0fc9914 0fbe465 0fcb9aa 0fcc11d 0fc5ee2 
0fcb29e 0fbfec1 0fcd181 0fcf35e 0fc7ae6 
0fc453d 0fb9396 0fc6531 0fc69d0 0fc0e85 
0fcd61b 0fc24ad 0fcf49f 0fce3cb 0fca000 
0fc52bf 0fb9f4d 0fc70a3 0fc899c 0fc1e05 
0fc913d 0fbdd1b 0fcaf3e 0fca9c4 0fc57c3 
0fca4f8 0fbf119 0fcc366 0fcd77a 0fc70dd 
0fc2f6f 0fb7c5f 0fc4e9f 0fc61b9 0fbf9ef 
0fcb3e4 0fc0190 0fcd3a1 0fce9e0 0fc7f0f 
0fc2a19 0fb7475 0fc488e 0fc7b70 0fbf64b 
0fc6388 0fbae11 0fc81ce 0fc9288 0fc2ac3 
0fc7a62 0fbc488 0fc97d4 0fcc382 0fc4542 
0fc0b34 0fb55f3 0fc2988 0fc4a8a 0fbd43e 
0fc9b50 0fbe668 0fcbb4c 0fcd4e2 0fc670e 
0fc1e25 0fb6704 0fc3df0 0fc75f6 0fbed6b 
0fc611f 0fbab28 0fc81bb 0fc994e 0fc2c3a 
0fc8165 0fbcbfb 0fca1a2 0fcd65c 0fc5088 
0fc1ca4 0fb67f8 0fc3db1 0fc6817 0fbe91e 
0fcb51a 0fc01a6 0fcd6b8 0fcf6ac 0fc8177 
0fc415f 0fb8c80 0fc6218 0fc9b94 0fc0eb5 
0fc89c9 0fbd57b 0fcaab9 0fcc310 0fc520d 
0fcae93 0fbf8e5 0fcce3e 0fd0082 0fc7a8b 
0fc4937 0fb9381 0fc6942 0fc8f30 0fc12ef 
0fcdf24 0fc29cf 0fcfece 0fd1a43 0fca8b8 
0fc65f4 0fbaf8f 0fc8522 0fcbc00 0fc31f1 
0fca8aa 0fbf360 0fcc8ab 0fcde08 0fc708a 
0fccd0a 0fc16e2 0fcec60 0fd1c35 0fc986e 
0fc6866 0fbb235 0fc8800 0fcab84 0fc3121 
0fd019a 0fc4be8 0fd1fdd 0fd39c0 0fcc7f9 
0fc8c9d 0fbd605 0fca8fb 0fcdc5e 0fc54ce 
0fccf4d 0fc1a7e 0fcecdf 0fcfdc4 0fc93ab 
0fcf45d 0fc3ee4 0fd1132 0fd3bcc 0fcbc25 
0fc8d63 0fbd7fd 0fcaa45 0fcca31 0fc51e2 
0fd22f0 0fc6df1 0fd3fdf 0fd57c3 0fce7bc 
0fca8ec 0fbf300 0fcc5cd 0fcf9b7 0fc71af 
0fce5ee 0fc31a4 0fd03c9 0fd1735 0fcab0e 
0fd06d8 0fc51e3 0fd23df 0fd5589 0fccfdc 
0fc9869 0fbe3c6 0fcb5fa 0fce100 0fc5f91 
0fd287f 0fc751a 0fd464a 0fd6c0a 0fcf04b 
0fcac52 0fbf717 0fcc90c 0fd0637 0fc766b 
0fce5a8 0fc3117 0fd032c 0fd2068 0fcac0f 
0fd07ea 0fc5249 0fd24ad 0fd5fe9 0fcd296 
0fc9765 0fbe207 0fcb4d2 0fce900 0fc6080 
0fd278a 0fc7372 0fd4555 0fd735e 0fcf085 
0fca85a 0fbf3e9 0fcc654 0fd14e5 0fc7459 
0fce11f 0fc2c9c 0fcfecb 0fd3275 0fca6f3 
0fcffff 0fc4a6b 0fd1c67 0fd77b9 0fcc90f 
0fc8b05 0fbd51a 0fca7cb 0fd0304 0fc514a 
0fd17a2 0fc61a1 0fd3434 0fd8a33 0fcdd5e 
0fc963f 0fbddb2 0fcb38c 0fd260e 0fc5fe4 
0fcc6ae 0fc0ec0 0fce404 0fd3367 0fc8b15 
0fce1e6 0fc28ac 0fcfd3b 0fd6382 0fca930 
0fc649e 0fbaa31 0fc800b 0fcdafc 0fc294c 
0fceb42 0fc30c8 0fd06be 0fd5705 0fcaf84 
0fc6001 0fba2d2 0fc7adc 0fce635 0fc26e3 
0fc870f 0fbcb52 0fca31b 0fce81b 0fc47e3 
0fc9bad 0fbe119 0fcb790 0fd18e6 0fc5ee3 
0fc1632 0fb59b7 0fc331c 0fc8bc2 0fbdb75 
0fc98a3 0fbdcc1 0fcb46a 0fcfc4b 0fc5a2c 
0fc0e5b 0fb5031 0fc2733 0fc86be 0fbd02d 
0fc31cf 0fb75d1 0fc4c72 0fc88c7 0fbf1fc 
0fc4969 0fb8e32 0fc62f6 0fcbceb 0fc0d0f 
0fbc2ae 0fb098f 0fbdd36 0fc3857 0fb85f2 
0fc470c 0fb9011 0fc63a8 0fca4ee 0fc0b11 
0fbba51 0fb0275 0fbd77d 0fc3557 0fb8333 
0fbdc4c 0fb2675 0fbfb90 0fc3663 0fba4bf 
0fbf43d 0fb3e4f 0fc136c 0fc6935 0fbc29a 
0fb6c5f 0fab707 0fb8d2c 0fbd938 0fb3a4c 
0fbf0c1 0fb3ca6 0fc1184 0fc4e81 0fbc207 
0fb6721 0fab2ce 0fb86cf 0fbdacd 0fb3e3f 
0fb8a3f 0fad631 0fbac79 0fbdc0f 0fb5ec7 
0fba763 0faf25c 0fbc98e 0fc0d40 0fb8006 
0fb251c 0fa6fc2 0fb47a2 0fb80a3 0fafa86 
0fbb1d8 0fafca4 0fbd0b4 0fc01b2 0fb826b 
0fb311e 0fa7a88 0fb4f0e 0fb9747 0fb0373 
0fb5b0d 0faa66a 0fb7a4f 0fb9bd1 0fb2888 
0fb8125 0facc2b 0fb9f07 0fbd54e 0fb523c 
0fb0a9f 0fa5480 0fb27c7 0fb550d 0fad8f4 
0fb99be 0fae555 0fbb6f2 0fbd0a1 0fb68c2 
0fb1bdd 0fa67c2 0fb3a8a 0fb742d 0faec2e 
