0f7ecca 0f1ad7e 00162cf 0ff4d61 0f19ce6 
0fc28aa 0fb55cc 0ffef87 003019a 0fb708e 
0fcaceb 0fbdc9e 0005ac3 0020105 0fbf3ed 
0fc1d3a 0fb4613 0fe9f93 002fcaa 0fb5fc6 
0fc993e 0fbbc09 0010cdd 002add5 0fbdc17 
0fc78f2 0fb9eef 0fef242 002abac 0fbb5ee 
0fc4d4e 0fb6cc8 0000355 002eb53 0fb8cfa 
0fcd69a 0fbf82a 000766e 0026cba 0fc14e4 
0fc5490 0fb7540 0fee13d 002d050 0fb90df 
0fcdb76 0fbf844 00148e6 0027340 0fc1ad4 
0fccbff 0fbf227 0ff29dc 0025eda 0fc06cc 
0fcadfe 0fbcffd 0001e71 0028b1f 0fbeca8 
0fd462d 0fc6856 000971c 001fc81 0fc8517 
0fcc9c9 0fbebec 0fed267 0025897 0fc06bd 
0fd514b 0fc6fd3 00120e6 001f8ff 0fc928a 
0fd43d2 0fc640d 0ff03cd 001e489 0fc7f56 
0fd1f63 0fc3bf4 0fff57f 0021742 0fc5e3b 
0fdae0e 0fcccc4 0006fd0 0019293 0fced17 
0fd2a0b 0fc4907 0fe9cd7 001f676 0fc6614 
0fda65b 0fcc213 000f83d 001770f 0fce742 
0fd8f76 0fcb148 0fee9bb 0018ec9 0fcccc1 
0fd60ff 0fc7da3 0ffd6a6 001d0b3 0fca068 
0fde840 0fd0662 0005cf4 0011c68 0fd2781 
0fd5b80 0fc79dd 0fe86cf 001c335 0fc979c 
0fdd08f 0fceb25 000e322 0017730 0fd10b6 
0fdb524 0fcd57f 0fee111 001701f 0fcf1b3 
0fd7ee0 0fc9c11 0ffba73 001b336 0fcbfa9 
0fe011b 0fd21ed 0004690 0013ba7 0fd4223 
0fd6edb 0fc90dc 0fe725d 001ac19 0fcaf44 
0fddcde 0fcfb27 000c626 001651b 0fd2331 
0fdbb2b 0fcde7d 0fed184 0016365 0fcfee7 
0fd7a4f 0fc9bd0 0ff86b9 001adcd 0fcc497 
0fdf35e 0fd1a30 00015e4 000ffbc 0fd4110 
0fd5a66 0fc8295 0fe4f96 001b633 0fca3dd 
0fdbf5b 0fce50e 00084a6 000bdd4 0fd0dfb 
0fd9999 0fcc4c0 0fea3c8 0015742 0fce27d 
0fd51f9 0fc770b 0ff4545 001d03b 0fc9b93 
0fdca18 0fcef94 0ffeb95 0013c23 0fd1169 
0fd2a1b 0fc5002 0fe23fc 001e8e8 0fc6d9c 
0fd8ada 0fcad69 000775f 001b074 0fcd214 
0fd6138 0fc88ae 0fe81f5 001b903 0fca3c3 
0fd14c6 0fc3965 0ff48f3 0021238 0fc5a10 
0fd8c21 0fcb1dc 0ffebfd 001a886 0fcd084 
0fceb58 0fc125e 0fe0754 0022848 0fc2cc2 
0fd4a5a 0fc6eb7 0006274 001f1b6 0fc8fea 
0fd245b 0fc4e25 0fe658c 001f7a7 0fc638c 
0fcd642 0fbfac7 0ff0e4e 0024ee5 0fc187d 
0fd4d46 0fc752d 0ffb5f0 001e1bb 0fc8d8c 
0fcacc4 0fbd75b 0fdc92f 0026515 0fbeaff 
0fd0534 0fc2e9e 00014bd 0023486 0fc4715 
0fcdd96 0fc0ab1 0fe3201 0023ee6 0fc1868 
0fc8ec4 0fbb575 0ff0f7c 0029b02 0fbcd8a 
0fd091e 0fc301e 0ffc757 00230c7 0fc472a 
0fc6656 0fb90f9 0fde3d9 002afc2 0fba443 
0fcc30c 0fbea80 0003c95 0027af9 0fc0625 
0fca0c7 0fbcda8 0fe4047 0027add 0fbe03c 
0fc4fb0 0fb79a6 0fefe74 002d0c7 0fb9370 
0fccb79 0fbf6b6 0ffb969 001fde1 0fc10dd 
0fc28ac 0fb5550 0fdd6f9 002e415 0fb6e5b 
0fc8640 0fbafef 000666b 002b1f7 0fbcf09 
0fc7006 0fb9a5c 0fea019 002ad4f 0fbb0cf 
0fc2a2e 0fb4a05 0ff6a7e 00300f0 0fb6b79 
0fcb0c0 0fbd1b9 0002437 0027b07 0fbf35d 
0fc17ea 0fb3c1e 0fe3846 002fe88 0fb5816 
0fc79e2 0fb9bad 000a9ed 002c62e 0fbbf67 
0fc639f 0fb8bab 0fec751 002bb91 0fba6c0 
0fc1722 0fb3a85 0ff81b9 0031233 0fb5c81 
0fc9dbe 0fbc18a 0004d9d 0029c29 0fbe349 
0fc07d5 0fb2bbb 0fe49c5 0030d74 0fb4aef 
0fc6b39 0fb8aba 000b74d 002d3cc 0fbb196 
0fc5830 0fb7cbe 0febd2b 002c608 0fb99be 
0fc0a3d 0fb2c52 0ff6976 0031d27 0fb4f59 
0fc93dd 0fbb5ab 000457c 002a4ad 0fbd9ff 
0fc028c 0fb2503 0fe4b59 0031260 0fb464c 
0fc6a80 0fb8789 000b5b0 002d445 0fbb322 
0fc61a0 0fb836c 0feccf7 002be20 0fba57a 
0fc1d44 0fb3b45 0ff763a 0030aad 0fb6399 
0fcb1ee 0fbd281 0004b10 001c5f0 0fbf7f3 
0fc263e 0fb48e0 0fe3db7 002ee2a 0fb69b4 
0fc8fcd 0fbaf6f 000a576 002207c 0fbd855 
0fc8aab 0fbaf84 0fec667 0027ce9 0fbcfbb 
0fc40eb 0fb61b5 0ff5dce 002e39f 0fb8928 
0fcd295 0fbf3b0 000351e 0022b38 0fc1ae7 
0fc46e1 0fb67fe 0fe22f0 002cbda 0fb8c2e 
0fcae4f 0fbcb0a 000857f 00282b6 0fbf7dd 
0fcac7e 0fbce19 0feb101 0026f1c 0fbf1ba 
0fc6279 0fb813c 0ff4ab3 002c31d 0fbaaf2 
0fcf604 0fc1600 0003240 0022bba 0fc3e30 
0fc6cd6 0fb8e6f 0fe261f 002a6c1 0fbb28b 
0fcd2c6 0fbf038 0008a33 0025d49 0fc1c98 
0fcd2ee 0fbf450 0feb8b0 002497c 0fc1793 
0fc87ef 0fba5f6 0ff484b 0029e3d 0fbcf15 
0fd1bc0 0fc3b5b 0003468 001e04d 0fc62db 
0fc9192 0fbb361 0fe185c 0028173 0fbd6b9 
0fcf3c2 0fc11ad 0007fe3 002210b 0fc3d6b 
0fcf279 0fc148f 0feb613 00227ca 0fc3787 
0fca1fe 0fbc08b 0ff3a10 00283c8 0fbe9ad 
0fd30c9 0fc50b2 0002ee1 00207e0 0fc7886 
0fca33f 0fbc4f0 0fe19a1 002701a 0fbe81a 
0fd00be 0fc1ebf 0007b03 0023b6c 0fc49c4 
0fcff85 0fc2284 0feb467 0021fc2 0fc4445 
0fcac31 0fbcc6b 0ff3156 002783e 0fbf44d 
0fd3909 0fc5ab2 0002cac 001f80a 0fc81c0 
0fcabe8 0fbd065 0fe0bda 0026571 0fbf1c3 
0fd081a 0fc28cb 0006ad5 0021e3a 0fc5265 
0fd06e3 0fc2ce4 0feabd2 0021282 0fc4cee 
0fcb05e 0fbd2e2 0ff2221 00271a0 0fbf8be 
0fd3ee5 0fc62a2 000228e 001f675 0fc8799 
0fcb08d 0fbd79a 0fe0e5c 0026003 0fbf6f0 
0fd0935 0fc2da6 00076eb 00230b1 0fc53cc 
0fd07a2 0fc3180 0febd3d 002163b 0fc4df8 
0fcad0e 0fbd3ff 0ff2a76 002759f 0fbf5c7 
0fd37af 0fc5f23 00035b3 001ffa7 0fc809b 
0fca370 0fbcd25 0fe12a5 0026dff 0fbe924 
0fcf591 0fc1c6c 0007561 00244df 0fc3f98 
0fcf111 0fc1c00 0feb7e8 0022cd7 0fc36e2 
0fc9086 0fbb864 0ff1e41 0029175 0fbd8f1 
0fd1aff 0fc439b 00027e6 002056f 0fc627b 
0fc8609 0fbb0fd 0fe0625 0028af8 0fbca5c 
0fcd8ea 0fc0037 00066e0 000f7c1 0fc204e 
0fcd552 0fc011c 0fe9c23 00175b9 0fc1636 
0fc7586 0fb9da1 0fef2bc 0018789 0fbb6e8 
0fcfd52 0fc21e0 0fffbdd 0ff49c4 0fc3d50 
0fc6af9 0fb921b 0fdc6a2 000706b 0fba9b0 
0fcbebe 0fbe30c 00027ef 0fd243a 0fc061e 
0fcb88d 0fbe4b2 0fe9095 0fe7ffb 0fbfff8 
0fc5440 0fb7d59 0ff0a93 001a20b 0fb9f2a 
0fcdb45 0fc060e 0002c2c 000f5bd 0fc27c7 
0fc4201 0fb73fe 0fe2d85 002c802 0fb8fce 
0fc9450 0fbc3a1 000bedb 0029e49 0fbe657 
0fca1ef 0fbd013 0ff49f9 0027d2b 0fbea19 
0fc4efc 0fb71d8 0ff73b8 0013754 0fb9897 
0fcdf3c 0fbfe0c 000e4b2 0fe4f65 0fc2896 
0fc465b 0fb686c 0fed54e 002c9fe 0fb8ad7 
0fc93e6 0fbb420 000fcd6 002ab3e 0fbd738 
0fc92d2 0fbb447 0ff6a72 0029726 0fbcda8 
0fc3285 0fb4f4d 0ffc6ea 00300c8 0fb6da2 
0fcc51e 0fbe502 000e126 00284bc 0fc0212 
0fc2f40 0fb56b5 0fe96f3 002ec3c 0fb7081 
0fc7c1d 0fb998a 000db36 002c6df 0fbc1fd 
0fc87d8 0fbabcd 0ff4ea1 002a264 0fbc8f0 
0fc2e64 0fb4c75 0ffb14a 002ffa1 0fb71c9 
0fcc09e 0fbe0db 000cf8e 00281f1 0fc06f7 
0fc39ee 0fb5e17 0fe9fbd 002df8b 0fb800b 
0fc8c76 0fbadc2 000f371 002b422 0fbd6eb 
0fc9c55 0fbc31d 0ff3c0a 00288a4 0fbe04d 
0fc45df 0fb666f 0ff70ab 002e320 0fb8810 
0fcdc97 0fbfb0d 0008bda 00262f0 0fc1f54 
0fc5ef5 0fb7f7f 0fe64fc 002ba6b 0fb9d8e 
0fcbe2e 0fbdb5f 000bbd6 0028353 0fc0197 
0fcdc5f 0fbfda5 0ff18dd 0024a81 0fc1bfb 
0fc8ea1 0fbae23 0ff5e52 0029a2a 0fbd15c 
0fd2ff9 0fc503a 0009215 001d870 0fc7317 
0fcba11 0fbdbb3 0fe6ce8 0026220 0fbf974 
0fd194a 0fc34ac 000bcb8 001017e 0fc5b9b 
0fd3484 0fc5355 0ff269d 0018587 0fc7194 
0fce0af 0fbfb85 0ff5983 0024daa 0fc1f00 
0fd7a92 0fc94ae 0008988 001cad9 0fcb964 
0fcfd14 0fc18e0 0fe56f0 002210e 0fc38b8 
0fd5321 0fc6cf0 000a7b8 001f150 0fc947b 
0fd6e75 0fc8d10 0ff1ecd 001bc9a 0fcacb2 
0fd1d13 0fc3801 0ff4ffa 001fc69 0fc5d35 
0fdb7e4 0fcd31b 00080bc 0fff958 0fcf947 
0fd3580 0fc5354 0fe413d 001e56b 0fc7305 
0fd8582 0fca037 0008f1a 001bd5b 0fcc837 
0fd1551 0fc35fe 000013c 00221b8 0fc6ab2 
0fceb69 0fc1023 0fdfcdb 00228ef 0fc3c5f 
0fcb7fa 0fbd8da 0fef27f 0026bd4 0fc0c5d 
0fd34ac 0fc576e 0ff5f12 001f8ad 0fc880c 
0fc9ed9 0fbc1f3 0fda9b4 0026fe2 0fbf08b 
0fd136c 0fc33a4 0000108 00223a7 0fc68ed 
0fcebfd 0fc1029 0fdfe1d 0022893 0fc3d0d 
0fcb78e 0fbd7dd 0feeae2 0026bf2 0fc0bf2 
0fd34c2 0fc56e7 0ff5e73 001f8dc 0fc8823 
0fc9f9e 0fbc253 0fda649 0026f1a 0fbf13c 
0fd1483 0fc3469 0fffc96 002225c 0fc69e4 
0fceee6 0fc12f0 0fdffcf 00225b5 0fc3fe1 
0fcb987 0fbd9f5 0fee5d1 00269a7 0fc0dea 
0fd3905 0fc5b90 0ff60fd 001f46a 0fc8cb0 
0fca47e 0fbc7d5 0fda71b 00269a8 0fbf699 
0fd18cb 0fc3967 0fffdcf 0021dae 0fc6edf 
0fcf5f7 0fc1abf 0fe06aa 0021ea3 0fc47c7 
0fcbe93 0fbdf88 0fee1e6 0026456 0fc13c2 
0fd3cef 0fc5fa2 0ff63c4 001f10e 0fc9175 
0fca759 0fbcaf8 0fda478 0026704 0fbfa44 
0fd1844 0fc39c3 0fff577 0021dd3 0fc6f5e 
0fcf629 0fc1ca2 0fe0475 0021da6 0fc4939 
0fcbdcb 0fbe192 0fed454 0026288 0fc14b8 
0fd3efe 0fc641b 0ff5755 001ec8d 0fc94c5 
0fcac6e 0fbd1b9 0fd9efe 0025fc7 0fc002f 
0fd1eb8 0fc40a1 0ffe6c0 002159b 0fc7632 
0fd0089 0fc2667 0fe06a9 00212c6 0fc535c 
0fcc7cb 0fbe9b2 0feca08 0025904 0fc1df8 
0fd4ae0 0fc6e57 0ff6068 001e1c6 0fca05d 
0fcb862 0fbdc28 0fda7fe 00254c1 0fc0bbe 
0fd2ae5 0fc4b3f 0fff435 0020ab4 0fc81d3 
0fd0f24 0fc33c0 0fe1737 0020542 0fc6171 
0fcd667 0fbf869 0fed3b3 00249e2 0fc2cac 
0fd5e8e 0fc82e5 0ff7a85 001ce65 0fcb499 
0fcd1c8 0fbf725 0fdc159 0023b87 0fc24e8 
0fd482a 0fc6aa1 0000e4a 001ed6c 0fc9f57 
0fd34e8 0fc5bed 0fe418c 001e119 0fc87ec 
0fd0238 0fc25b8 0fefc13 00220ed 0fc57bf 
0fd9031 0fcb532 0ff9d46 0019fae 0fce4cc 
0fd05d2 0fc2c44 0fde695 002097e 0fc584d 
0fd7cec 0fca0ad 0000b7d 001ba57 0fcd351 
0fd69f1 0fc90c0 0fe5319 001ae1a 0fcba6d 
0fd341c 0fc557e 0fed814 001f228 0fc8613 
0fdbf54 0fce25b 0ff8b8c 0017460 0fd10ac 
0fd31fd 0fc56e6 0fe020e 001e187 0fc8147 
0fda388 0fcc3d6 0000e26 00197fd 0fcf690 
0fd8dbc 0fcb231 0fe7307 0018e74 0fcdbca 
0fd4f78 0fc7026 0fee406 001d851 0fca01b 
0fdd28d 0fcf4d5 0ff87a0 0016056 0fd224d 
0fd3db8 0fc6149 0fe062f 001d327 0fc899c 
0fda83a 0fcc8fd 0ffebd0 000c190 0fcf7dd 
0fd8e1d 0fcb365 0fe6d15 0012d39 0fcd95d 
0fd4c74 0fc6b4e 0fedf41 0001932 0fc9a41 
0fdcfca 0fceb7c 0ff8aa1 0fe4192 0fd197f 
0fd32db 0fc49bf 0fdf822 0007ba0 0fc7756 
0fd8ebb 0fc9ede 0ffefb5 0fed007 0fcd96c 
0fd6801 0fc895d 0fe4d05 0ffc849 0fcaf7e 
0fd127f 0fc34e5 0fe9f47 00080a3 0fc6031 
0fd7e5d 0fca69f 0ff7fb9 0015b72 0fccf9b 
0fcd533 0fc00f3 0fde2aa 002365c 0fc268a 
0fd3a2d 0fc50ba 000515d 0020655 0fc84a2 
0fd16d2 0fc2acd 0fe677d 0020f16 0fc5d81 
0fccbb4 0fbdf38 0ff9b78 0025e2b 0fc17e8 
0fd4e25 0fc59df 0003803 0feb279 0fc90db 
0fc93d8 0fba8d5 0fdf12f 00279df 0fbd3f8 
0fcd75b 0fbe85b 0004add 0027106 0fc1e4e 
0fca6b0 0fbc0ba 0fe6348 0027d63 0fbeaee 
0fc5226 0fb6d91 0ff3313 002dbac 0fb9da2 
0fccfe9 0fbee33 0ffe78a 0026ac4 0fc2075 
0fc399d 0fb5c02 0fdfd0d 002de3c 0fb8812 
0fc9a27 0fbbc99 000483d 002a560 0fbec94 
0fc80a2 0fba442 0fe5ba6 0029dd1 0fbcfa3 
0fc3865 0fb5971 0ff0f82 002ee18 0fb8b52 
0fcc6e0 0fbedbf 0ffccce 0026f5a 0fc18fc 
0fc4213 0fb688f 0fde6b3 002d220 0fb91a4 
0fcb45f 0fbd825 0004202 0028779 0fc0962 
0fcb372 0fbd8eb 0fe5344 002694c 0fc0426 
0fc7c5c 0fb9c1c 0ff0b0c 002ac70 0fbcf30 
0fd122c 0fc33de 0ffd8cf 002272f 0fc656d 
0fc9231 0fbb3d3 0fde4ac 0028418 0fbe2c3 
0fd0590 0fc2452 00039d3 0023864 0fc5ad7 
0fd099b 0fc2dbc 0fe6b02 00215d3 0fc5b33 
0fcd568 0fbf685 0ff129c 00253c8 0fc29d8 
0fd71f0 0fc95d0 0ffe081 001c799 0fcc6f8 
0fcf827 0fc1f09 0fdeff7 0021e9b 0fc4bed 
0fd7368 0fc9751 0005aad 00132d2 0fccb3f 
0fd7e71 0fca4d8 0fea05d 0016d86 0fcd0ba 
0fd477f 0fc6a2f 0ff106a 001e3a1 0fc9c6a 
0fde29d 0fd0688 0fff26a 00158b8 0fd38b7 
0fd6759 0fc8d7d 0fe3a18 001b0d7 0fcbb8c 
0fdde4b 0fd0274 00055cf 0016123 0fd36df 
0fde6ef 0fd0ef8 0fed88b 0013a36 0fd3bd7 
0fdae52 0fcd168 0ff0d64 00179ac 0fd06ee 
0fe4568 0fd6ae3 0ffdf1b 000f045 0fd9fd2 
0fdc744 0fcee61 0fe8c52 0014c70 0fd1e10 
0fe361b 0fd5a3d 0001cf1 00103aa 0fd911b 
0fe3736 0fd5f13 0ff099f 000e4d2 0fd8d7b 
0fdf26e 0fd1721 0fef6d4 0013027 0fd4acf 
0fe8151 0fda612 0ffbfac 000b0d8 0fdd899 
0fdf51e 0fd1aa0 0feb6b4 00119c6 0fd4962 
0fe5371 0fd75c2 0ffc2c8 000ca4d 0fdab83 
0fe4738 0fd6d2e 0ff0c23 000c82f 0fd99dd 
0fdf1b4 0fd1467 0fed0eb 0012cf8 0fd4634 
0fe7158 0fd95cf 0ff8a96 000be92 0fdc64e 
0fdd73f 0fcfd4e 0fe9662 00135ec 0fd29bf 
0fe29e9 0fd4d37 0ffa048 000c908 0fd7e7f 
0fe0f96 0fd34df 0fed23d 00108e7 0fd5e7a 
0fdac50 0fcce03 0fe925c 00172fe 0fcfd33 
0fe2516 0fd4a39 0ff4d5c 0010af7 0fd7447 
0fd7fcf 0fca9fa 0fe3baf 0018d2f 0fcce2f 
0fdc8d0 0fcedaa 0ff6ca9 0016cca 0fd1a05 
0fdaeaa 0fcd5ab 0fe70c4 0016b38 0fcf974 
0fd45fb 0fc6937 0fe39d6 001d845 0fc9277 
0fdb9ce 0fcdd97 0ff026e 00173af 0fd07e5 
0fd0f03 0fc32b9 0fdc90f 001f8ca 0fc5aff 
0fd4d1d 0fc6cc7 0ff150d 001e0ea 0fc9e51 
0fd2d70 0fc51d8 0fdfce1 001e5ba 0fc7a4e 
0fcb97a 0fbdcf2 0fdfc65 0025fe0 0fc09c2 
0fd2f98 0fc540e 0ff2c34 0020341 0fc7da8 
0fc8605 0fba9ea 0fd587b 00289f9 0fbd2a2 
0fcc292 0fbe750 0ff97db 00272fc 0fc16bd 
0fca2d1 0fbc9b9 0fde121 00274a4 0fbf47f 
0fc2d9d 0fb547f 0fe3193 002e944 0fb8353 
0fc9f79 0fbc61a 0ff1876 001e9c0 0fbf532 
0fbf19d 0fb1625 0fcdfcb 0030fdc 0fb4395 
0fc2c11 0fb4761 0ff053c 0029f28 0fb8299 
0fc141b 0fb3b69 0fd94b8 002f678 0fb666a 
0fb9f1c 0fac52a 0fe0039 00375d7 0faf2dd 
0fc184f 0fb3ebd 0fefe1d 0031096 0fb6c8b 
0fb729e 0fa99b3 0fcddab 0039078 0fac417 
0fbb59d 0fad723 0ff3e17 0037643 0fb099b 
0fba594 0facb95 0fd716f 00369f1 0faf500 
0fb35cb 0fa5953 0fdf154 003df0e 0fa8703 
0fbaf60 0fad673 0ff20de 0037aea 0fb0268 
0fb18ad 0fa4615 0fd3399 003eb62 0fa6baa 
0fb6cbf 0fa93c8 0ffb73f 003c16e 0fac370 
0fb6f69 0fa9b3c 0fe1c9e 003a1fa 0fac42d 
0fb0eea 0fa376e 0fe6eb7 003fca7 0fa6534 
0fb9e51 0fac747 0ff8be2 0021961 0faf26f 
0fb1055 0fa3a13 0fd5f5f 003eb8e 0fa6085 
0fb644d 0fa884d 0ffa6b2 0010c3e 0fab882 
0fb71b5 0fa9a06 0fe2f14 0026a2d 0fac47c 
0fb1c2f 0fa43f7 0fe9cec 0039312 0fa7506 
0fbb95b 0fae0b4 0ffe1f0 0021f9a 0fb14ba 
0fb3e1d 0fa627a 0fdbb10 003ce36 0fa9636 
0fba1f3 0fac0d7 0002054 00349e0 0fafd42 
0fbbf67 0fae0c6 0fe8658 003486a 0fb1697 
0fb73a9 0fa93aa 0fecce0 003af3d 0facc06 
0fc15a6 0fb3a19 0fff702 0032470 0fb6e81 
0fb9f83 0fac58a 0fddbc3 003758f 0faf474 
0fc047d 0fb2831 0002fc5 00339f9 0fb5b1f 
0fc24e3 0fb51d0 0fe986d 003014a 0fb74d7 
0fbd9d6 0fb0404 0feccb4 0034d4d 0fb2a7e 
0fc7df6 0fba5b2 0ffebcf 002bf01 0fbd000 
0fc0611 0fb2df9 0fdacd8 0030d95 0fb5632 
0fc6615 0fb8a62 0fff0de 002d375 0fbbbe5 
0fc845e 0fbac3b 0fe500a 0029a49 0fbd776 
0fc3376 0fb5761 0fe7a33 002ebf0 0fb88db 
0fcd487 0fbf8f5 0ffb3ea 0025d56 0fc2b22 
0fc59ec 0fb7f6f 0fd82d6 002b41b 0fbad33 
0fcb26a 0fbd423 0ffd1f3 0028444 0fc08cf 
0fccc2d 0fbf317 0fe4903 0025115 0fc1f88 
0fc73cc 0fb998c 0fe75dd 002a9ed 0fbca4d 
0fd0fae 0fc37be 0ffb82e 002259f 0fc6764 
0fc8c0d 0fbb721 0fd8182 002817b 0fbe154 
0fcdd0b 0fc0456 0ffcf9f 00257ed 0fc3656 
0fcf107 0fc1b24 0fe5027 0022bb9 0fc4617 
0fc8dc4 0fbb4f4 0fe6648 0028e8d 0fbe4c4 
0fd2022 0fc4889 0ffaa49 002139d 0fc7786 
0fc940a 0fbbea6 0fd7d9c 0027878 0fbe860 
0fcdae6 0fc02bb 0ffd1fd 002585b 0fc3406 
0fce847 0fc130d 0fe5234 00232cd 0fc3c77 
0fc7f14 0fba600 0fe6d05 0029c6e 0fbd4d4 
0fd0e87 0fc36c2 0ffbe6b 0022629 0fc6402 
0fc803e 0fbaac3 0fd9303 0028c7a 0fbd2a7 
0fcc484 0fbeca0 0ffedf0 0024a1a 0fc1a77 
0fcd518 0fc00b7 0fe7792 001f7fb 0fc267a 
0fc6a4f 0fb905c 0fe8c60 001dc2a 0fbbd55 
0fcf9a7 0fc1ede 0ffcc08 0fe92e0 0fc4d9a 
0fc6a2c 0fb8ed2 0fd636b 001d43c 0fbb998 
0fca554 0fbc22d 0ff8ca9 0025a41 0fbf7a8 
0fcaf4e 0fbd2ca 0fe1ad1 00269ca 0fbfe09 
0fc449d 0fb646e 0fe693a 002d585 0fb9b90 
0fcd608 0fbfc50 0ffc6bb 0025cd6 0fc2eb6 
0fc4d9b 0fb70f2 0fd7a07 002be0a 0fb9e92 
0fc9187 0fbac0c 0ffe340 002a544 0fbe234 
0fcaad8 0fbc482 0fea672 0027ca3 0fbf534 
0fc400e 0fb550d 0fec7f4 002e657 0fb8cb1 
0fcd105 0fbeedf 0fff553 0026a1b 0fc22bf 
0fc4a8c 0fb6fe8 0fd9d72 002c4e1 0fb9cc3 
0fc9227 0fbb326 0ffd803 001237b 0fbe9d8 
0fcb392 0fbd963 0fe5619 0fd72d0 0fc06e5 
0fc4b92 0fb6db1 0fe6b93 0fef122 0fb9dc2 
0fcd3be 0fbf72d 0ffe919 00184e7 0fc2955 
0fc47bb 0fb6d8a 0fd96f4 002c3be 0fb9bed 
0fc885e 0fbac9c 0ffce7d 002a837 0fbe24e 
0fca724 0fbcfc4 0fe5bcd 0027223 0fbfe77 
0fc4804 0fb6e03 0fe688c 002cfd4 0fba0f9 
0fce595 0fc0c49 0ffb9a4 0024bd1 0fc3ee4 
0fc6e2c 0fb982c 0fd867c 0029cda 0fbc3a4 
0fcbe73 0fbe595 0ffdca7 0027541 0fc17b3 
0fcea7a 0fc151f 0fe9043 00235c3 0fc3f7f 
0fc929a 0fbb9d2 0fe9f0f 0028c7c 0fbe8c2 
0fd387d 0fc5f4e 000058a 001eac1 0fc8ef0 
0fcca95 0fbf1f3 0fdc7ea 00248ef 0fc1d71 
0fd1ebf 0fc4209 00002dd 0021aca 0fc764d 
0fd4d54 0fc74e7 0feaeb8 001d612 0fca1ed 
0fcf444 0fc1a7a 0fe88b9 0022b0d 0fc4b8f 
0fd99f6 0fcc062 0ffe68f 0019db3 0fcf2f9 
0fd2b6c 0fc5453 0fdf6ca 001e541 0fc8192 
0fd7d2e 0fca1dc 0ffdfea 001b854 0fcd78c 
0fdabe8 0fcd3a4 0fec417 0017519 0fd0296 
0fd50c2 0fc75ad 0fe8533 001cd16 0fca90e 
0fdf3ea 0fd18ab 0ffe0c3 0014368 0fd4d2a 
0fd82d8 0fca972 0fe4566 0018dda 0fcd80c 
0fdccfa 0fcefe2 0ffbf76 0016755 0fd26df 
0fdf670 0fd1de3 0fee462 00128a8 0fd4d8e 
0fd91c0 0fcb74b 0fe8f96 001891a 0fceba7 
0fe2a63 0fd50c8 0ffc921 001093f 0fd8723 
0fdaf65 0fcd98c 0fe735d 0015c71 0fd0ade 
0fdf1bf 0fd1767 0ffa269 0013f2f 0fd4f1a 
0fe12eb 0fd3cdc 0fef37d 0010873 0fd6d46 
0fda379 0fcccd5 0fe88e3 001731c 0fcfdff 
0fe35d9 0fd5f59 0ffa514 00057cd 0fd91b2 
0fdb0ec 0fcda25 0fe71a5 001581d 0fd0860 
0fde2c8 0fd0647 0ff6a4c 0014c93 0fd3d7e 
0fdfc42 0fd23a1 0fed22d 0011f2e 0fd5277 
0fd83f5 0fca79c 0fe60ac 0019323 0fcda2c 
0fe10b4 0fd328e 0ff75f2 00122a2 0fd6693 
0fd8900 0fcac11 0fe42f9 00183e7 0fcd985 
0fdb6e9 0fcd50d 0ff1ec0 0017955 0fd0b0d 
0fdccb4 0fcef47 0fe9c55 0014f84 0fd1dff 
0fd4c24 0fc6dee 0fe2a9c 001ca0a 0fc9ed5 
0fdd2d4 0fcf357 0ff4ea3 0015f2f 0fd265d 
0fd462d 0fc6a92 0fe012c 001c68e 0fc95b5 
0fd6f91 0fc9083 0ff310d 001bedf 0fcc515 
0fd861b 0fcab2a 0fe6d9d 00194de 0fcd969 
0fd00c2 0fc2468 0fe09d6 0021544 0fc561f 
0fd82a3 0fca6a1 0ff7009 001afc6 0fcda00 
0fcf0f8 0fc197d 0fdb186 0021920 0fc4538 
0fd137f 0fc394c 0ff5a0e 0021d1b 0fc6c12 
0fd2685 0fc4d64 0fe50b2 001f901 0fc7b43 
0fc9797 0fbbba7 0fdd828 0027f78 0fbed4c 
0fd11f7 0fc350c 0ff4d7f 0021f75 0fc6883 
0fc78eb 0fb9b10 0fd3add 0028aa0 0fbcc62 
0fc9392 0fbb4fd 0feb1d5 0028e45 0fbebe1 
0fca749 0fbcfa4 0fdd7e5 0026c40 0fbfde8 
0fc1954 0fb3f99 0fd9bb1 002f607 0fb71dd 
0fc9c93 0fbc29e 0ff4a8d 0029168 0fbf673 
0fc1125 0fb383a 0fd0089 002f55c 0fb6729 
0fc336a 0fb5667 0ff331f 002f6c9 0fb8e40 
0fc50f3 0fb7824 0fe1174 002c767 0fba894 
0fbc8c9 0faf07a 0fdc772 0034729 0fb2300 
0fc5275 0fb7a06 0ff63d2 002da43 0fbae89 
0fbca1d 0faf446 0fd0026 003391a 0fb237e 
0fbee08 0fb15d5 0ff2fad 0033933 0fb4c62 
0fc1158 0fb3df3 0fe0e60 0030479 0fb6c3d 
0fb8be5 0fab68a 0fdb34c 0038156 0fae790 
0fc1901 0fb452c 0ff53a5 0031203 0fb755e 
0fb9784 0fac56a 0fd0294 0036ac7 0faf02b 
0fbbdf6 0fae835 0ff4193 00368b6 0fb1af5 
0fbe8f6 0fb170f 0fe39b1 0032d5b 0fb41ef 
0fb6c02 0fa96de 0fdfb08 003a420 0fac42a 
