0faf850 0fa13d8 0fba7db 0fa81a1 0fa8f4f 
0faeffa 0fa09ce 0fb9c7b 0fa768d 0fa886a 
0fb253b 0fa3ffe 0fbcff6 0faab14 0fab86f 
0fb22a4 0fa3c70 0fbcf76 0faa94a 0fabb73 
0faf1d9 0fa0c73 0fb9d45 0fa781d 0fa86ef 
0fb4450 0fa5ebf 0fbefff 0faca8e 0fad9da 
0faf204 0fa0bf1 0fb9e9e 0fa78bb 0fa8a8f 
0fb26e0 0fa41b9 0fbd1bb 0faacde 0faba27 
0fb258c 0fa3f57 0fbd268 0faac3e 0fabe54 
0faf3cc 0fa0e65 0fb9f67 0fa7a20 0fa88ee 
0fb46ae 0fa611f 0fbf29a 0faccf6 0fadc32 
0faf50f 0fa0eff 0fba1e0 0fa7bc3 0fa8d95 
0fb293d 0fa441a 0fbd40a 0faaf13 0fabc62 
0fb28c9 0fa428d 0fbd57d 0faaf57 0fac16c 
0faf68a 0fa10ff 0fba1d0 0fa7c93 0fa8b71 
0fb49a0 0fa63f3 0fbf547 0facfa9 0fadee6 
0faf785 0fa114b 0fba432 0fa7e03 0fa8fe2 
0fb2cf7 0fa47b8 0fbd7e1 0fab2bf 0fac00f 
0fb2c71 0fa4624 0fbd957 0fab2e5 0fac50b 
0fafadb 0fa154d 0fba635 0fa80ce 0fa8fae 
0fb4e76 0fa68c4 0fbfa1a 0fad45e 0fae3b4 
0fafbd1 0fa159e 0fba862 0fa823b 0fa9421 
0fb3121 0fa4bda 0fbdbdd 0fab6cb 0fac40f 
0fb3055 0fa49fb 0fbdcfd 0fab6aa 0fac8cf 
0fafdf7 0fa1874 0fba946 0fa83f3 0fa92c5 
0fb509c 0fa6afe 0fbfc59 0fad6b1 0fae5d8 
0fafdbd 0fa1798 0fbaa6f 0fa844d 0fa960f 
0fb31fe 0fa4cda 0fbdcda 0fab7d4 0fac4fb 
0fb316e 0fa4b32 0fbde43 0fab800 0faca0e 
0fafe46 0fa18c1 0fba9b4 0fa845d 0fa9332 
0fb50cc 0fa6b30 0fbfc98 0fad6ec 0fae611 
0fafd88 0fa1769 0fbaa59 0fa841e 0fa95f6 
0fb30db 0fa4bb2 0fbdbc8 0fab6ac 0fac3dc 
0fb3076 0fa4a31 0fbdd53 0fab6e8 0fac8f8 
0fafc50 0fa16cb 0fba7c5 0fa8253 0fa9111 
0fb5015 0fa6a6e 0fbfbc3 0fad608 0fae511 
0fafd37 0fa170c 0fba9d0 0fa83a7 0fa9559 
0fb2fa8 0fa4a83 0fbda77 0fab560 0fac26c 
0fb3052 0fa4a2f 0fbdd2a 0fab6d2 0fac8bd 
0fafaca 0fa1569 0fba646 0fa80dd 0fa8fa2 
0fb4ec5 0fa6942 0fbfa79 0fad4d2 0fae3cb 
0fafc36 0fa1622 0fba8d8 0fa82b0 0fa947c 
0fb2e3c 0fa4924 0fbd91b 0fab3fa 0fac112 
0fb3045 0fa4a14 0fbdcf8 0fab69a 0fac882 
0fafa9f 0fa1527 0fba603 0fa8093 0fa8f5e 
0fb4e12 0fa687e 0fbf9b0 0fad3f8 0fae2e7 
0fafb95 0fa156c 0fba826 0fa81f1 0fa93ad 
0fb2ca6 0fa4785 0fbd780 0fab25d 0fabf4a 
0fb2e98 0fa4866 0fbdb53 0fab4eb 0fac6bd 
0faf8c1 0fa1350 0fba43c 0fa7eaf 0fa8d6b 
0fb4cd9 0fa675b 0fbf892 0fad2d2 0fae1a2 
0fafb68 0fa1562 0fba817 0fa81d1 0fa937c 
0fb2bb4 0fa46af 0fbd681 0fab15e 0fabe4f 
0fb2efd 0fa48e9 0fbdbb6 0fab554 0fac729 
0faf7d9 0fa1277 0fba324 0fa7db6 0fa8c7c 
0fb4cab 0fa6734 0fbf80b 0fad271 0fae154 
0fafb40 0fa1545 0fba7b6 0fa818e 0fa9354 
0fb2ad0 0fa45d2 0fbd56d 0fab061 0fabd59 
0fb2e6c 0fa4867 0fbdaf8 0fab4b3 0fac684 
0faf67e 0fa112d 0fba1d3 0fa7c6f 0fa8b2d 
0fb4bba 0fa6652 0fbf72c 0fad187 0fae05d 
0fafa68 0fa146e 0fba6e4 0fa80a9 0fa9267 
0fb2944 0fa444e 0fbd3e5 0faaecd 0fabbc6 
0fb2e6b 0fa4864 0fbdb00 0fab4a9 0fac669 
0faf55e 0fa1010 0fba0b2 0fa7b43 0fa8a06 
0fb4b05 0fa65a1 0fbf65f 0fad0bd 0fadf84 
0fafa26 0fa1428 0fba68c 0fa805f 0fa921a 
0fb28b2 0fa43c4 0fbd344 0faae2d 0fabb25 
0fb2f06 0fa490b 0fbdb95 0fab540 0fac6f3 
0faf5f6 0fa10ab 0fba136 0fa7bc7 0fa8a96 
0fb4adb 0fa658a 0fbf648 0fad0a1 0fadf52 
0fafb75 0fa158d 0fba7f5 0fa81bb 0fa937f 
0fb2865 0fa437f 0fbd2fa 0faadec 0fabaec 
0fb2fd3 0fa49f5 0fbdc58 0fab5f7 0fac7c8 
0faf53e 0fa100e 0fba0be 0fa7b14 0fa8a47 
0fb4a59 0fa6512 0fbf5dc 0fad00f 0fadf1d 
0fafaea 0fa1516 0fba795 0fa8160 0fa9302 
0fb26f3 0fa4233 0fbd18c 0faac95 0fab972 
0fb3003 0fa4a3d 0fbdc9c 0fab646 0fac7d7 
0faf453 0fa0f28 0fb9fa7 0fa7a37 0fa88fb 
0fb49d0 0fa6493 0fbf53a 0facf96 0fade2c 
0fafcc5 0fa16e1 0fba947 0fa8301 0fa94c7 
0fb2761 0fa4281 0fbd1f5 0faaccd 0fab9c0 
0fb30bf 0fa4aee 0fbdd57 0fab6f7 0fac88c 
0faf5a0 0fa107f 0fba0f3 0fa7b72 0fa8a5b 
0fb4bb9 0fa668e 0fbf718 0fad184 0fae010 
0fafd5d 0fa178f 0fba9e1 0fa83b0 0fa9559 
0fb27e1 0fa4320 0fbd299 0faad86 0faba56 
0fb32fa 0fa4d33 0fbdf8e 0fab942 0facac1 
0faf626 0fa1102 0fba1ad 0fa7c21 0fa8b02 
0fb4c4d 0fa672f 0fbf7cb 0fad21b 0fae0a7 
0fafe7a 0fa18a9 0fbab11 0fa84cf 0fa9691 
0fb2666 0fa419d 0fbd100 0faabee 0fab8d8 
0fb3302 0fa4d2f 0fbdf7e 0fab932 0facac3 
0faf5a1 0fa106f 0fba106 0fa7b85 0fa8a77 
0fb4b2e 0fa660e 0fbf67e 0fad0e7 0fadf72 
0fafe3a 0fa1877 0fbaab8 0fa8484 0fa964f 
0fb2750 0fa4292 0fbd1ed 0faacd8 0fab9bb 
0fb32d1 0fa4d03 0fbdf51 0fab8f6 0faca85 
0faf5e0 0fa10b5 0fba141 0fa7bbb 0fa8aa2 
0fb4bd4 0fa66aa 0fbf718 0fad187 0fae00d 
0fafdcc 0fa1808 0fbaa4f 0fa8414 0fa95d7 
0fb2539 0fa4071 0fbcfa9 0faaab9 0fab794 
0fb327c 0fa4cab 0fbdec4 0fab8a5 0faca1e 
0faf3b7 0fa0e87 0fb9edd 0fa7990 0fa887e 
0fb4960 0fa643a 0fbf47a 0facf0f 0fadd8a 
0fafc6f 0fa16a7 0fba8d2 0fa82ba 0fa947f 
0fb22f4 0fa3e33 0fbcd60 0faa87c 0fab559 
0fb3226 0fa4c66 0fbde68 0fab854 0fac9bd 
0faf30b 0fa0de3 0fb9e19 0fa78d9 0fa87cb 
0fb4946 0fa6428 0fbf422 0facee0 0fadd4f 
0fafdd9 0fa180e 0fba9f9 0fa840a 0fa95dc 
0fb233c 0fa3e78 0fbcd9a 0faa8cb 0fab5ad 
0fb3323 0fa4d5f 0fbdf6a 0fab953 0facae1 
0faf3ee 0fa0eaf 0fb9f1f 0fa79d0 0fa88ee 
0fb4ad3 0fa658e 0fbf602 0fad0a1 0fadf36 
0fafe49 0fa1847 0fbaaba 0fa849b 0fa96a0 
0fb2437 0fa3f42 0fbced0 0faa9d2 0fab6ec 
0fb32b7 0fa4cb4 0fbdf3d 0fab90b 0facac3 
0faf2cc 0fa0d5d 0fb9e28 0fa78d7 0fa881f 
0fb49f7 0fa649b 0fbf53a 0facfda 0fadea2 
0fafd5a 0fa1752 0fba9ee 0fa83d8 0fa95ff 
0fb2100 0fa3c02 0fbcbc1 0faa6d0 0fab411 
0fb3097 0fa4a99 0fbdd1e 0fab6f7 0fac8cc 
0faf01b 0fa0ab3 0fb9b99 0fa7637 0fa85b3 
0fb45c8 0fa606f 0fbf122 0facbb7 0fada7c 
0fafb5e 0fa154f 0fba7fc 0fa81d8 0fa9413 
0fb1dd1 0fa38c6 0fbc87a 0faa386 0fab0ce 
0fb3058 0fa4a4b 0fbdcee 0fab6c1 0fac87a 
0faeebf 0fa0942 0fb9a55 0fa74de 0fa8452 
0fb44cb 0fa5f69 0fbf032 0facabe 0fad964 
0fafb26 0fa1512 0fba7da 0fa81a8 0fa93cf 
0fb1dae 0fa38a5 0fbc85d 0faa366 0fab0a1 
0fb3159 0fa4b55 0fbddd8 0fab7ac 0fac964 
0faefd5 0fa0a56 0fb9b5b 0fa75e9 0fa8577 
0fb47b4 0fa6256 0fbf308 0facd8e 0fadc43 
0fafea1 0fa1885 0fbab3d 0fa850b 0fa974a 
0fb2034 0fa3b27 0fbcaf3 0faa5f3 0fab336 
0fb3452 0fa4e42 0fbe0cb 0fabaa6 0facc5e 
0faf35c 0fa0de0 0fb9ecf 0fa7965 0fa88e6 
0fb4a84 0fa6523 0fbf5bc 0fad056 0fadf09 
0fb0121 0fa1b01 0fbad9b 0fa8786 0fa99c0 
0fb235f 0fa3e57 0fbcde1 0faa917 0fab655 
0fb36a5 0fa509b 0fbe2e8 0fabcf1 0facea1 
0faf3b2 0fa0e2e 0fb9efa 0fa79bc 0fa8935 
0fb49ce 0fa646a 0fbf4ef 0facfbb 0fade52 
0faffad 0fa1993 0fbac38 0fa862d 0fa9869 
0fb205c 0fa3b4f 0fbcb18 0faa622 0fab371 
0fb340f 0fa4e04 0fbe096 0faba6c 0facc2c 
0faf078 0fa0ae8 0fb9bdf 0fa7673 0fa861e 
0fb4795 0fa6225 0fbf2b0 0facd5c 0fadc29 
0fafe0b 0fa17e0 0fbaa80 0fa847c 0fa96d9 
0fb1e32 0fa391c 0fbc8c9 0faa3f5 0fab14b 
0fb3354 0fa4d42 0fbdfcd 0fab9b3 0facb77 
0faefb9 0fa0a2b 0fb9b3e 0fa75ca 0fa856f 
0fb46e9 0fa6184 0fbf236 0faccc6 0fadb76 
0fafd60 0fa173f 0fba9f5 0fa83d1 0fa9614 
0fb1c7f 0fa3779 0fbc6fd 0faa224 0faaf74 
0fb32e2 0fa4cf6 0fbdf2a 0fab936 0facae6 
0faef52 0fa09f5 0fb9ab4 0fa7579 0fa8520 
0fb4717 0fa61dc 0fbf232 0facd05 0fadbcc 
0fafefd 0fa18f9 0fbab77 0fa8577 0fa97e0 
0fb1db4 0fa38c3 0fbc844 0faa361 0fab0d1 
0fb33d5 0fa4dd0 0fbe022 0faba0b 0facbe0 
0faeebf 0fa0935 0fb9a0e 0fa74b5 0fa8467 
0fb4635 0fa60cf 0fbf128 0facbee 0fada9c 
0fafe3c 0fa181c 0fbaa96 0fa8498 0fa96f5 
0fb1c58 0fa3749 0fbc6be 0faa1fc 0faaf55 
0fb3358 0fa4d59 0fbdfa8 0fab9a5 0facb62 
0faedcc 0fa0854 0fb9921 0fa73ce 0fa8390 
0fb449f 0fa5f57 0fbef9e 0faca5a 0fad901 
0fafe33 0fa1833 0fbaa79 0fa847b 0fa96d7 
0fb19c4 0fa34d4 0fbc42d 0fa9f58 0faacb9 
0fb3236 0fa4c4a 0fbde6e 0fab871 0faca17 
0faed37 0fa07c3 0fb987f 0fa7335 0fa82ee 
0fb4492 0fa5f48 0fbef95 0faca55 0fad8e5 
0fafdaa 0fa179a 0fbaa1e 0fa8413 0fa965f 
0fb1b50 0fa365e 0fbc5d1 0faa0f7 0faae3d 
0fb3345 0fa4d59 0fbdf88 0fab989 0facb29 
0faecae 0fa073f 0fb9807 0fa72b9 0fa8261 
0fb43aa 0fa5e7c 0fbeec1 0fac985 0fad804 
0fafccb 0fa16cf 0fba939 0fa833b 0fa957e 
0fb18c7 0fa33dd 0fbc33c 0fa9e75 0faabc1 
0fb324a 0fa4c6d 0fbde8d 0fab88b 0faca14 
0faebab 0fa0646 0fb96fd 0fa71a6 0fa815e 
0fb42ad 0fa5d7a 0fbed95 0fac862 0fad6e6 
0fafc55 0fa165a 0fba899 0fa8297 0fa94fb 
0fb16ec 0fa3207 0fbc12b 0fa9c63 0faa9ce 
0fb315c 0fa4b7a 0fbdd6f 0fab772 0fac90f 
0faea5b 0fa04f0 0fb95a0 0fa704a 0fa800c 
0fb4194 0fa5c51 0fbec61 0fac735 0fad5cc 
0fafab6 0fa14ae 0fba6ed 0fa80e9 0fa9355 
0fb15bd 0fa30c2 0fbbff5 0fa9b32 0faa8a4 
0fb300f 0fa4a2f 0fbdc1d 0fab61f 0fac7cb 
0fae901 0fa0398 0fb941a 0fa6ed7 0fa7ea8 
0fb4020 0fa5ae3 0fbeae5 0fac5b2 0fad452 
0fafafd 0fa14fd 0fba751 0fa8138 0fa939b 
0fb1480 0fa2f8f 0fbbed8 0fa99f9 0faa754 
0fb3135 0fa4b6b 0fbdd6b 0fab74d 0fac8cf 
0fae9c2 0fa046f 0fb9537 0fa6fb7 0fa7f78 
0fb407a 0fa5b62 0fbeb79 0fac639 0fad493 
0fafce1 0fa16fa 0fba94f 0fa833f 0fa957e 
0fb15d2 0fa30fc 0fbc026 0fa9b64 0faa8aa 
0fb3344 0fa4d85 0fbdf4b 0fab961 0facac7 
0faeb0e 0fa05b5 0fb9646 0fa70f7 0fa80be 
0fb422b 0fa5d15 0fbecdf 0fac7d0 0fad63b 
0fafdfe 0fa1819 0fbaa2e 0fa8451 0fa96a4 
0fb1663 0fa319c 0fbc09d 0fa9bf9 0faa943 
0fb3491 0fa4ed9 0fbe087 0fabab4 0facc28 
0faeba5 0fa0659 0fb96d4 0fa718a 0fa8174 
0fb4224 0fa5d1b 0fbece2 0fac7c3 0fad63d 
0fafed4 0fa1905 0fbab1b 0fa8524 0fa977d 
0fb14a5 0fa2ff0 0fbbed5 0fa9a1a 0faa776 
0fb3364 0fa4dc6 0fbdf5c 0fab971 0facae8 
0faea56 0fa0515 0fb957c 0fa7029 0fa8027 
0fb4008 0fa5b03 0fbeac6 0fac591 0fad40f 
0fafd93 0fa17af 0fba9cc 0fa83c2 0fa962f 
0fb134e 0fa2e78 0fbbd69 0fa98a4 0faa616 
0fb32f2 0fa4d32 0fbdeb0 0fab8d3 0faca55 
0fae896 0fa0329 0fb93a1 0fa6e56 0fa7e52 
0fb3e88 0fa5968 0fbe92f 0fac41a 0fad279 
0fafcba 0fa16d2 0fba8ed 0fa82fd 0fa9558 
0fb117c 0fa2cb0 0fbbbb8 0fa970b 0faa473 
0fb3214 0fa4c6a 0fbddfc 0fab832 0fac997 
0fae822 0fa02eb 0fb9360 0fa6e2f 0fa7e08 
0fb3f0a 0fa5a19 0fbe9a2 0fac4b8 0fad2e2 
0fafdcc 0fa17fa 0fba9ed 0fa841e 0fa966d 
0fb1117 0fa2c51 0fbbb1f 0fa96a9 0faa40d 
0fb32af 0fa4cfc 0fbde83 0fab8eb 0faca37 
0fae851 0fa02f0 0fb938a 0fa6e4c 0fa7e5a 
0fb3f1a 0fa59fb 0fbe9cf 0fac4bb 0fad332 
0fafd8d 0fa177a 0fba9c2 0fa83d0 0fa9665 
0fb0f6d 0fa2a6c 0fbb9b8 0fa9500 0faa2af 
0fb31b6 0fa4bc5 0fbddc1 0fab7ea 0fac98d 
0fae695 0fa0104 0fb920d 0fa6cae 0fa7cf2 
0fb3ce2 0fa57a2 0fbe7df 0fac2a6 0fad136 
0fafd2e 0fa1719 0fba9c4 0fa839f 0fa9639 
0fb0f42 0fa2a42 0fbb9de 0fa94f6 0faa28f 
0fb3288 0fa4ca2 0fbdeca 0fab8d0 0faca5a 
0fae703 0fa0177 0fb928b 0fa6d2d 0fa7d6e 
0fb3cf1 0fa57b7 0fbe804 0fac2ef 0fad166 
0fafd25 0fa170e 0fba9b1 0fa83bb 0fa9659 
0fb0f71 0fa2a61 0fbb9dd 0fa9529 0faa2e4 
0fb32db 0fa4ce0 0fbdee8 0fab909 0facab9 
0fae71c 0fa0172 0fb92a8 0fa6d3d 0fa7d98 
0fb3cd1 0fa577a 0fbe7cb 0fac291 0fad12d 
0fafec4 0fa188e 0fbab3f 0fa8521 0fa97cb 
0fb0e9e 0fa298b 0fbb92b 0fa9450 0faa1f5 
0fb332d 0fa4d2e 0fbdf4c 0fab963 0facae9 
0fae707 0fa0154 0fb9281 0fa6d1c 0fa7d71 
0fb3c97 0fa5732 0fbe789 0fac25a 0fad0dd 
0fafd91 0fa174c 0fba9f6 0fa83e7 0fa96a9 
0fb0dd3 0fa28a2 0fbb854 0fa935a 0faa129 
0fb3409 0fa4dfb 0fbe01e 0faba31 0facbbd 
0fae874 0fa02aa 0fb93d2 0fa6e64 0fa7ecb 
0fb3f3a 0fa59c7 0fbe9dd 0fac4c0 0fad355 
0fb013a 0fa1afa 0fbad7b 0fa8769 0fa9a1e 
0fb1183 0fa2c61 0fbbbc6 0fa9702 0faa4a0 
0fb36b0 0fa50b7 0fbe2a7 0fabcc0 0face2e 
0fae97d 0fa03cd 0fb94cc 0fa6f71 0fa7fc0 
0fb3fd4 0fa5a86 0fbea91 0fac567 0fad3d7 
0fb014d 0fa1b1f 0fbada4 0fa8793 0fa9a2f 
0fb1067 0fa2b4f 0fbbad9 0fa9600 0faa3ad 
0fb3683 0fa507c 0fbe27b 0fabc92 0face21 
0fb3df2 0fa57e3 0fbe96c 0fac3aa 0fad59c 
0fb0af3 0fa25ac 0fbb52b 0fa905d 0fa9f3e 
0fb59ef 0fa748a 0fc0462 0fadf43 0faee84 
0fb09fd 0fa2409 0fbb558 0fa8fbd 0faa177 
0fb3a0c 0fa5510 0fbe3bb 0fabf2a 0facc8c 
0fb3a9e 0fa549e 0fbe633 0fac064 0fad233 
0fb0834 0fa22ed 0fbb263 0fa8d8f 0fa9c6d 
0fb587e 0fa731e 0fc02da 0faddc1 0faecef 
0fb090c 0fa2318 0fbb459 0fa8ec0 0faa06d 
0fb38e0 0fa53f6 0fbe291 0fabe03 0facb52 
0fb3ada 0fa54fc 0fbe686 0fac0c1 0fad282 
0fb076f 0fa2244 0fbb19c 0fa8cd8 0fa9bb4 
0fb5917 0fa73cb 0fc0364 0fade67 0faed7c 
0fb0a4c 0fa2460 0fbb59f 0fa9013 0faa1ae 
0fb3a1f 0fa5530 0fbe3b5 0fabf3b 0facc7e 
0fb3d0a 0fa5727 0fbe87f 0fac2e2 0fad496 
0fb09dc 0fa24ae 0fbb3fe 0fa8f4c 0fa9e24 
0fb5b1e 0fa75d6 0fc0571 0fae084 0faef81 
0fb0c2f 0fa2660 0fbb77c 0fa9213 0faa3a1 
0fb3b59 0fa5683 0fbe4da 0fac08a 0facdc6 
0fb3ef0 0fa5921 0fbea57 0fac4d0 0fad674 
0fb0a37 0fa250f 0fbb454 0fa8fb8 0fa9e79 
0fb5b93 0fa765a 0fc05df 0fae109 0faefee 
0fb0dcd 0fa2802 0fbb90f 0fa93b2 0faa540 
0fb3c29 0fa5755 0fbe5a0 0fac152 0face92 
0fb418c 0fa5bb0 0fbece9 0fac758 0fad905 
0fb0bb7 0fa268d 0fbb5df 0fa912c 0faa00c 
0fb5d9d 0fa785c 0fc07c9 0fae2e7 0faf1db 
0fb1022 0fa2a54 0fbbb53 0fa95ec 0faa794 
0fb3c99 0fa57c3 0fbe5ef 0fac1ab 0facef5 
0fb4313 0fa5d45 0fbee65 0fac8e7 0fada93 
0fb0cbd 0fa278c 0fbb6da 0fa9231 0faa12e 
0fb5f1e 0fa79d8 0fc093b 0fae46d 0faf379 
0fb11ae 0fa2bb5 0fbbce1 0fa9779 0faa93f 
0fb3db2 0fa58ad 0fbe71b 0fac2d3 0fad02f 
0fb443f 0fa5e38 0fbefb6 0faca28 0fadbee 
0fb0c07 0fa26ab 0fbb656 0fa919b 0faa0c2 
0fb5de5 0fa7874 0fc0856 0fae366 0faf28e 
0fb10a3 0fa2a9b 0fbbc28 0fa969a 0faa88a 
0fb3b5c 0fa5642 0fbe4f3 0fac087 0face12 
0fb4305 0fa5ce5 0fbee93 0fac8f0 0fadad6 
0fb0b17 0fa259c 0fbb55d 0fa90a6 0fa9ffa 
0fb5d81 0fa77fd 0fc07f3 0fae30f 0faf234 
0fb1083 0fa2a62 0fbbc10 0fa9696 0faa88d 
0fb3aae 0fa5582 0fbe450 0fac002 0facd96 
0fb4384 0fa5d5b 0fbeefb 0fac96a 0fadb5c 
0fb0ac1 0fa2530 0fbb4f5 0fa903b 0fa9f9d 
0fb5cc2 0fa7728 0fc0719 0fae221 0faf160 
0fb106a 0fa2a3f 0fbbbe8 0fa965a 0faa874 
0fb39ec 0fa54c3 0fbe3a8 0fabf2a 0faccdc 
0fb446d 0fa5e3d 0fbefe5 0faca35 0fadc3c 
0fb0ad5 0fa254d 0fbb529 0fa904c 0fa9fcb 
0fb5e56 0fa78c5 0fc08a9 0fae3a7 0faf2eb 
0fb13b2 0fa2d6e 0fbbf18 0fa998a 0faab96 
0fb3c08 0fa56c0 0fbe5ae 0fac125 0faced7 
0fb4852 0fa6218 0fbf3cc 0face1a 0fae015 
0fb0de0 0fa2835 0fbb7fd 0fa9325 0faa2e4 
0fb60ba 0fa7b11 0fc0aff 0fae5ed 0faf552 
0fb16b7 0fa3072 0fbc222 0fa9c5c 0faaeb7 
0fb3e38 0fa58f9 0fbe7be 0fac325 0fad10a 
0fb4abb 0fa6478 0fbf625 0fad040 0fae26f 
0fb0f7a 0fa29c9 0fbb9a6 0fa949f 0faa456 
0fb62a0 0fa7cfb 0fc0cbb 0fae7af 0faf6fb 
0fb18b3 0fa3273 0fbc40b 0fa9e65 0fab08d 
0fb3f5f 0fa5a15 0fbe8d7 0fac45b 0fad207 
0fb4c25 0fa65e0 0fbf790 0fad1d5 0fae3ba 
0fb107b 0fa2ac6 0fbbad4 0fa95e1 0faa566 
0fb6344 0fa7d9a 0fc0d77 0fae884 0faf7ab 
0fb19d4 0fa337c 0fbc520 0fa9f76 0fab1b1 
0fb3fa0 0fa5a43 0fbe907 0fac484 0fad246 
0fb4dba 0fa676b 0fbf8fd 0fad344 0fae550 
0fb0fc7 0fa2a0f 0fbba0f 0fa9521 0faa4d2 
0fb62a9 0fa7d08 0fc0cf5 0fae7ea 0faf71b 
0fb188c 0fa3245 0fbc411 0fa9e5a 0fab094 
0fb3cba 0fa5774 0fbe65e 0fac1d4 0facf8d 
0fb4b81 0fa6547 0fbf6eb 0fad12f 0fae330 
0fb0d60 0fa27c3 0fbb7ca 0fa92cc 0faa281 
0fb60fc 0fa7b75 0fc0b39 0fae62f 0faf55a 
0fb177e 0fa3156 0fbc2ed 0fa9d47 0faaf68 
0fb3ae0 0fa55b1 0fbe474 0fabffd 0facd86 
0fb4b86 0fa655c 0fbf6de 0fad14a 0fae2f4 
0fb0d0d 0fa2773 0fbb75c 0fa9297 0faa1fe 
0fb6021 0fa7a91 0fc0a49 0fae57e 0faf467 
0fb17fb 0fa31c1 0fbc33a 0fa9dd8 0faafdb 
0fb3a80 0fa5548 0fbe3e5 0fabfb4 0facd2c 
0fb4bbb 0fa659b 0fbf6fd 0fad1a6 0fae32d 
0fb0d6f 0fa27e1 0fbb7be 0fa9312 0faa26e 
0fb6112 0fa7ba1 0fc0b4b 0fae69c 0faf55f 
0fb1955 0fa333a 0fbc4c1 0fa9f54 0fab14f 
0fb3b7d 0fa565f 0fbe4ed 0fac0ab 0face33 
0fb4dde 0fa67bc 0fbf8f7 0fad374 0fae547 
0fb0ef1 0fa2951 0fbb8f1 0fa9431 0faa3e7 
0fb62b0 0fa7d32 0fc0c97 0fae7d0 0faf6e1 
0fb1b4f 0fa3520 0fbc688 0faa0ff 0fab33d 
0fb3c1a 0fa56f3 0fbe571 0fac10c 0faced0 
0fb4e7c 0fa685d 0fbf99a 0fad408 0fae5e6 
0fb0e2d 0fa288e 0fbb83e 0fa9376 0faa343 
0fb61d4 0fa7c51 0fc0ba7 0fae6e8 0faf606 
0fb1a43 0fa3411 0fbc56a 0fa9ffa 0fab248 
0fb3a2d 0fa5509 0fbe373 0fabf32 0faccea 
0fb4d90 0fa678f 0fbf8a8 0fad32a 0fae4f9 
0fb0bb9 0fa2642 0fbb601 0fa912a 0faa0df 
0fb5ef4 0fa7994 0fc0922 0fae44c 0faf332 
0fb1862 0fa3242 0fbc3cb 0fa9e38 0fab05d 
0fb3709 0fa51e7 0fbe08e 0fabc33 0fac9bd 
0fb4b8a 0fa6579 0fbf6d1 0fad149 0fae2ec 
0fb0a21 0fa249a 0fbb46e 0fa8f9e 0fa9f4c 
0fb5dd5 0fa786e 0fc07d1 0fae314 0faf1f1 
0fb17a0 0fa317b 0fbc2f0 0fa9d7e 0faaf9a 
0fb3580 0fa5066 0fbdedd 0fabaa4 0fac82f 
0fb4ae0 0fa64e2 0fbf600 0fad093 0fae238 
0fb092f 0fa23ae 0fbb35a 0fa8e9b 0fa9e57 
0fb5cf2 0fa779b 0fc06e7 0fae22f 0faf109 
0fb16e7 0fa30c5 0fbc231 0fa9cae 0faaed9 
0fb3405 0fa4eec 0fbdd6c 0fab90f 0fac6b0 
0fb4a94 0fa648e 0fbf5a1 0fad027 0fae1d8 
0fb0932 0fa23a0 0fbb334 0fa8e7d 0fa9e49 
0fb5d97 0fa7828 0fc074e 0fae2a1 0faf173 
0fb1922 0fa32e6 0fbc432 0fa9ec4 0fab0f3 
0fb34da 0fa4fb8 0fbde07 0fab9db 0fac770 
0fb4d06 0fa6708 0fbf80e 0fad2b2 0fae436 
0fb0a97 0fa252b 0fbb4dd 0fa903d 0fa9fd4 
0fb5f11 0fa79d3 0fc0904 0fae46d 0faf315 
0fb1b3c 0fa353d 0fbc678 0faa116 0fab336 
0fb365f 0fa5163 0fbdf9b 0fabb6c 0fac901 
0fb4f77 0fa697c 0fbfa6c 0fad506 0fae6a9 
0fb0bdc 0fa2647 0fbb5ec 0fa913a 0faa10e 
0fb6089 0fa7b24 0fc0a35 0fae597 0faf472 
0fb1d16 0fa36fa 0fbc830 0faa2c3 0fab509 
0fb37d5 0fa52d7 0fbe126 0fabcea 0faca86 
0fb51bf 0fa6bdf 0fbfcde 0fad773 0fae8fb 
0fb0dd3 0fa285f 0fbb80f 0fa935d 0faa31f 
0fb6275 0fa7d34 0fc0c2f 0fae7ae 0faf665 
0fb1f87 0fa3985 0fbca94 0faa54d 0fab78b 
0fb38c0 0fa53cf 0fbe1e5 0fabdd1 0facb7e 
0fb5236 0fa6c5d 0fbfd3a 0fad7ee 0fae980 
0fb0d2e 0fa27c1 0fbb760 0fa92b3 0faa29d 
0fb61b8 0fa7c81 0fc0b74 0fae6eb 0faf5b4 
0fb1ee7 0fa38e9 0fbc9f6 0faa49b 0fab6f1 
0fb3696 0fa5197 0fbdfc2 0fabb8e 0fac95a 
0fb520f 0fa6c25 0fbfcfe 0fad79f 0fae962 
0fb0cc4 0fa2747 0fbb6f2 0fa9228 0faa250 
0fb6047 0fa7b0c 0fc0a00 0fae557 0faf44d 
0fb1e0d 0fa3804 0fbc929 0faa3b4 0fab62f 
0fb35b8 0fa50b9 0fbdec6 0faba9c 0fac877 
0fb5242 0fa6c63 0fbfd19 0fad7d1 0fae97d 
0fb0b96 0fa2622 0fbb5aa 0fa90fc 0faa10c 
0fb5f46 0fa7a1b 0fc08ff 0fae474 0faf335 
0fb1dd9 0fa37e9 0fbc8fb 0faa3a0 0fab5fa 
0fb333f 0fa4e50 0fbdc76 0fab847 0fac61b 
