0fab221 0fa3a2e 0fbb718 0fac3de 0fa7deb 
0fc897e 0fc0fa2 0fd8763 0fc85c8 0fc51f8 
0fc5ad4 0fbe2b7 0fd6ad0 0fc6ad1 0fc2615 
0fc1d81 0fba46b 0fd2374 0fc218b 0fbe410 
0fc9fde 0fc2972 0fda6b8 0fca75a 0fc6908 
0fbf4ab 0fb7ad5 0fcff2a 0fc01a3 0fbbd32 
0fc690e 0fbeea1 0fd6505 0fc6483 0fc2e16 
0fc33c5 0fbb92b 0fd3bcd 0fc4170 0fbfc5b 
0fbeb15 0fb6fe8 0fce5a7 0fbe96e 0fbb480 
0fc6b99 0fbf5db 0fd6a91 0fc70da 0fc381e 
0fbbc67 0fb4558 0fcc47d 0fbcefa 0fb891b 
0fc2d73 0fbb2a7 0fd2fec 0fc32b6 0fbf7b5 
0fbfb6e 0fb8388 0fd0a49 0fc1343 0fbc564 
0fbb1c4 0fb3848 0fcb5cd 0fbbb9f 0fb770e 
0fc3231 0fbb9bb 0fd40ed 0fc4034 0fbf5f0 
0fb83e3 0fb0c13 0fc990c 0fb9a8d 0fb4cba 
0fbf9b2 0fb8189 0fd0220 0fbff7e 0fbc3e9 
0fbd3f3 0fb5c28 0fce85b 0fbe904 0fb9dde 
0fb914f 0fb16a2 0fc9ca2 0fb9735 0fb5602 
0fc19dc 0fba462 0fd28a1 0fc25a0 0fbdf99 
0fb70c6 0faf848 0fc93fd 0fb8118 0fb33c6 
0fbe9d2 0fb7338 0fced87 0fbe75d 0fbb3af 
0fbbb7c 0fb42f8 0fccd7b 0fbcbb2 0fb85bf 
0fb740e 0faf80b 0fc83e0 0fb799f 0fb3c5c 
0fbfa97 0fb813e 0fd077c 0fc022d 0fbc5d4 
0fb4ef1 0fad3cb 0fc5f16 0fb620d 0fb1a78 
0fbbed6 0fb4311 0fcc283 0fbc1a9 0fb8868 
0fb9488 0fb1b2a 0fca3ae 0fba912 0fb60a2 
0fb496b 0faccf2 0fc50e6 0fb5225 0fb1377 
0fbd17f 0fb50d9 0fce555 0fbdecf 0fb9dbb 
0fb297b 0faa5c8 0fc4759 0fb3f0d 0faf6ed 
0fb9f1e 0fb1ce9 0fcad55 0fba1ee 0fb6a00 
0fb7d75 0fb029d 0fc8e34 0fb91bc 0fb49db 
0fb33cb 0fab9fe 0fc34c0 0fb3b23 0fafd60 
0fbbb9a 0fb45df 0fcbbe2 0fbc5f0 0fb862a 
0fb130c 0fa98d4 0fc1f39 0fb2697 0fadeaa 
0fb844c 0fb08aa 0fc84a1 0fb883a 0fb4d23 
0fb61bb 0fae889 0fc6d81 0fb7788 0fb2e35 
0fb198e 0fa9ce4 0fc1dd6 0fb2296 0fae32f 
0fba8fd 0fb2e88 0fcae5b 0fbb395 0fb7404 
0fb0996 0fa8f7a 0fc13b1 0fb1bea 0fad4c0 
0fb8254 0fb073e 0fc80e5 0fb83df 0fb4b45 
0fb685a 0faef5c 0fc7310 0fb7b06 0fb33bf 
0fb27c4 0faac37 0fc2781 0fb2bd1 0faf05d 
0fbbcd5 0fb42eb 0fcbff1 0fbc1fb 0fb862f 
0fb2386 0faa8ec 0fc2ce8 0fb3097 0faecc4 
0fba3cd 0fb288f 0fc9fd8 0fb9f98 0fb6adc 
0fb8fdd 0fb16e2 0fc988a 0fb9ca7 0fb5975 
0fb53ad 0fad957 0fc5124 0fb5398 0fb1a1a 
0fbee96 0fb76dc 0fcf037 0fbf0c6 0fbb536 
0fb5757 0fae25c 0fc5b29 0fb6214 0fb1e1e 
0fbd727 0fb6769 0fcc420 0fbcfe0 0fb9bd6 
0fbc07b 0fb47f5 0fccea1 0fbca09 0fb8a11 
0fb8017 0fb0491 0fc8dfb 0fb7c3b 0fb459c 
0fc12f3 0fb9a48 0fd24ad 0fc1318 0fbd7f9 
0fb72b3 0fafb08 0fc8068 0fb7dd3 0fb348e 
0fbeae3 0fb76a2 0fcc9cf 0fbe66c 0fbb14e 
0fbc854 0fb4e28 0fcd5aa 0fbd565 0fb8ef8 
0fb7ba4 0fb02f9 0fc8bad 0fb75ea 0fb423e 
0fc04ab 0fb8cc7 0fd1b2f 0fbfc66 0fbcd90 
0fb5a77 0fae61d 0fc6683 0fb5d25 0fb2871 
0fbcd9c 0fb5529 0fcbe9e 0fbc6b7 0fb989a 
0fb9dc9 0fb263f 0fc97bd 0fbada3 0fb6ab5 
0fb43ff 0fac5ee 0fc2817 0fb4cc5 0fb12fa 
0fbbb8f 0fb4c3c 0fca40f 0fbcbc1 0fb8aa2 
0fb0698 0fa9172 0fbff31 0fb1c1f 0facfcd 
0fb6e77 0faf026 0fc6f24 0fb6fa3 0fb3017 
0fb46a9 0fad09c 0fc5084 0fb55ea 0fb080d 
0faf193 0fa7e01 0fbee12 0faf399 0fab8f0 
0fb6ce1 0fafb97 0fc7895 0fb72f4 0fb3a38 
0faba1b 0fa463b 0fbccf7 0fac90f 0fa8711 
0fb1f44 0faa8de 0fc2af3 0fb1d6d 0faed4c 
0faf776 0fa8243 0fc05c3 0fb0b69 0fac596 
0faa2a5 0fa2a67 0fb9c80 0fab102 0fa6a2c 
0fb266e 0fab28a 0fc1173 0fb3ae3 0faeb06 
0fa77a7 0f9fb2a 0fb6594 0fa96fc 0fa45a3 
0fadc20 0fa6196 0fbce50 0faf0ec 0faa883 
0faba64 0fa42a8 0fbbf12 0fae5f1 0fa8734 
0fa6ae9 0f9f2c5 0fb67de 0fa8a0e 0fa36cb 
0faf007 0fa7e95 0fbf9b8 0fb1c0c 0fabc6a 
0fa4f4c 0f9d960 0fb5efc 0fa6cb0 0fa19c3 
0fabffc 0fa45fb 0fbc617 0facba7 0fa8a46 
0faa810 0fa2caf 0fbbae6 0fac389 0fa769a 
0fa6132 0f9e5c2 0fb68cc 0fa719d 0fa2e28 
0faf6e2 0fa7d21 0fc04b0 0fb0a17 0fac447 
0fa5dca 0f9e3c0 0fb7329 0fa7a5e 0fa2ab5 
0fad417 0fa5a6d 0fbdb5e 0fae1dd 0fa9f51 
0fac3f0 0fa4bf2 0fbd492 0fadf26 0fa9149 
0fa808e 0fa0674 0fb885e 0fa8e18 0fa4a01 
0fb1711 0faa079 0fc22c4 0fb251d 0fae00d 
0fa7d69 0fa0830 0fb8d84 0fa928c 0fa466a 
0faf3b7 0fa80d6 0fbf420 0faf5fa 0fab844 
0fae4ae 0fa7075 0fbf2c1 0faf9af 0faad51 
0fa9eb3 0fa250c 0fba263 0faa65d 0fa6717 
0fb3631 0fabd79 0fc3abd 0fb3f60 0faffac 
0fa9c6f 0fa2346 0fba5e7 0faae67 0fa6706 
0fb1087 0fa965e 0fc0c26 0fb119a 0fad962 
0fb004f 0fa87fc 0fc0733 0fb12e8 0facbf6 
0fab79c 0fa3d1a 0fbb416 0fabe66 0fa8141 
0fb4c19 0fad3e3 0fc4b03 0fb5511 0fb1641 
0faafd0 0fa375b 0fbb4ca 0fac16b 0fa7a19 
0fb212d 0faa88d 0fc192f 0fb21b7 0fae927 
0fb0fce 0fa99e3 0fc152f 0fb21b3 0fad9c8 
0fac3b0 0fa4ba0 0fbbf2d 0fac8fd 0fa8b72 
0fb5873 0fae19a 0fc55f7 0fb5eff 0fb2186 
0fabd3f 0fa45c6 0fbc130 0faccd2 0fa86d6 
0fb2e76 0fab5f9 0fc25d3 0fb2c8c 0faf5d5 
0fb1fee 0faa91d 0fc252c 0fb2ecf 0fae9dd 
0fad45d 0fa5b2a 0fbd0b2 0fad646 0fa9c9f 
0fb6c3c 0faf562 0fc6a33 0fb706c 0fb3526 
0fad156 0fa5a27 0fbd640 0fae068 0fa9ac4 
0fb4216 0fac8d7 0fc3a82 0fb406e 0fb0a13 
0fb361f 0fabe4c 0fc3c59 0fb45e2 0fb00cf 
0fae8d0 0fa6f0d 0fbe555 0faeceb 0fab120 
0fb8133 0fb08d1 0fc7f8c 0fb864d 0fb4a0d 
0fae4f3 0fa6bb6 0fbeb21 0faf3ae 0faae8f 
0fb529c 0fad89c 0fc4cae 0fb4f40 0fb1a85 
0fb44e9 0facd10 0fc4d8c 0fb5304 0fb0f97 
0faf2be 0fa7869 0fbf305 0faf58c 0fabb4f 
0fb8848 0fb0f33 0fc8b24 0fb8d5a 0fb51bc 
0fae95e 0fa7089 0fbf2fe 0faf8df 0fab4c8 
0fb57a9 0fadf06 0fc5496 0fb55ca 0fb22ba 
0fb4c20 0fad610 0fc5863 0fb5cd5 0fb1875 
0fafad5 0fa82d3 0fbfd9f 0fb0004 0fac3bd 
0fb9408 0fb1d22 0fc9869 0fb9968 0fb5c3a 
0faf693 0fa8039 0fc024b 0fb0461 0fabe7d 
0fb5e9a 0fae613 0fc60fb 0fb591b 0fb25cf 
0fb51e5 0fada39 0fc61fb 0fb5bf7 0fb1bc0 
0faf9d5 0fa7e5a 0fc0070 0fafe1f 0fac18b 
0fb8f09 0fb13a5 0fc93e4 0fb96a4 0fb590a 
0faeb8c 0fa7032 0fbf42b 0fafc6c 0fab756 
0fb500d 0fad15a 0fc4c13 0fb4e23 0fb1857 
0fb411f 0fac493 0fc4c98 0fb543b 0fb0b19 
0fae2d3 0fa66fd 0fbe3af 0faed07 0faab3d 
0fb7465 0faf96c 0fc7638 0fb7d33 0fb3eac 
0fac9dc 0fa54f7 0fbd6e4 0fadcac 0fa966e 
0fb27fc 0faaf83 0fc2bef 0fb278a 0faefe4 
0fb1406 0fa9d5c 0fc290d 0fb285e 0fadd7b 
0faa966 0fa2e92 0fbb554 0fab2fd 0fa7076 
0fb308c 0fab767 0fc3a27 0fb3dd5 0faf848 
0fa7d52 0fa069a 0fb897e 0fa9ec9 0fa47bf 
0fad1e7 0fa592c 0fbcfc9 0fae06a 0fa97e1 
0fabd71 0fa4a9b 0fbc858 0fada48 0fa81b3 
0fa55ac 0f9df11 0fb5ac8 0fa6869 0fa1768 
0fae684 0fa6d8f 0fbefc2 0fafa1b 0faac46 
0fa4500 0f9c630 0fb58ce 0fa6257 0fa0c9d 
0faa8a9 0fa255a 0fbb6f7 0fab3ff 0fa6cd3 
0faa194 0fa2b70 0fbbf28 0fabdb4 0fa6811 
0fa3ef8 0f9c30a 0fb5405 0fa4a3c 0fa07ea 
0fad483 0fa559d 0fbeef9 0fae204 0fa9f36 
0fa34d4 0f9ba4f 0fb49fa 0fa4c01 0fa0046 
0fa93be 0fa17a0 0fb97f8 0fa997e 0fa5d07 
0fa9081 0fa163c 0fba113 0faa8f6 0fa5bfe 
0fa317c 0f9b524 0fb3801 0fa40a1 0f9fa76 
0facf4f 0fa550c 0fbd338 0fadbff 0fa993c 
0fa382a 0f9be11 0fb4397 0fa5015 0fa036b 
0fa9df8 0fa20a8 0fba051 0faa457 0fa670f 
0faa383 0fa2665 0fbb5ac 0faba85 0fa7030 
0fa4a78 0f9cf06 0fb4e21 0fa5730 0fa14f4 
0faeab3 0fa717c 0fbee10 0faf6df 0fab506 
0fa56e7 0f9db3e 0fb6645 0fa6e0f 0fa220d 
0fabeb6 0fa3ac7 0fbcb98 0fac381 0fa888f 
0facc0a 0fa4ab5 0fbe356 0fae176 0fa9953 
0fa77f6 0f9f8d7 0fb7fa5 0fa8298 0fa42ec 
0fb212b 0faa5c5 0fc2593 0fb2a47 0faeb66 
0fa949c 0fa1879 0fba175 0faa8cd 0fa6002 
0fb0013 0fa82a6 0fbffe0 0fb01e1 0fac963 
0fb1189 0fa965c 0fc1ebf 0fb23bf 0fadd9e 
0fac094 0fa4427 0fbc4d1 0fac7a6 0fa8a7c 
0fb6f7b 0faf443 0fc73c1 0fb7482 0fb39e5 
0fae7f1 0fa6d62 0fbf4ae 0faf85b 0fab2e0 
0fb587b 0fadd80 0fc56ea 0fb56a8 0fb20b3 
0fb6e38 0faf6a6 0fc7860 0fb7d6b 0fb3891 
0fb1d1d 0faa4bd 0fc1df4 0fb2201 0fae512 
0fbcbef 0fb558a 0fccb25 0fbcf49 0fb947e 
0fb41c1 0facc7e 0fc491f 0fb5055 0fb0a80 
0fbaf6f 0fb3a18 0fca8de 0fbab3a 0fb750b 
0fbc232 0fb4ec9 0fcc82b 0fbcee4 0fb8b3e 
0fb6ac0 0faf6e4 0fc6584 0fb6d82 0fb31be 
0fc13b7 0fba146 0fd0cb0 0fc15a4 0fbdbce 
0fb8161 0fb0d34 0fc84eb 0fb8e83 0fb4aeb 
0fbe609 0fb7185 0fcd9c5 0fbe049 0fbae32 
0fbf022 0fb7d5b 0fcf69c 0fbfb0c 0fbbaca 
0fb908d 0fb2281 0fc850e 0fb907f 0fb5a3d 
0fc2f9f 0fbbb70 0fd3240 0fc2ddf 0fbfab5 
0fb93e2 0fb1d9b 0fca111 0fb9d47 0fb6032 
0fbefd2 0fb787d 0fcea9c 0fbe550 0fbb890 
0fbf165 0fb799c 0fcf456 0fbf7ed 0fbbb94 
0fb856f 0fb0cba 0fc7a8b 0fb87ad 0fb4d39 
0fc1d20 0fba75a 0fd1807 0fc1c2b 0fbe970 
0fb80f0 0fb0c8c 0fc90ed 0fb8ac1 0fb4cac 
0fbd7b7 0fb60c6 0fcddd3 0fbcf5e 0fba1d9 
0fbd689 0fb664e 0fce1d0 0fbe246 0fba1cb 
0fb69b5 0fafd73 0fc6d53 0fb6d7e 0fb330a 
0fbfdaf 0fb9400 0fcecd4 0fc0300 0fbc608 
0fb58b3 0faeffb 0fc4cf2 0fb6b33 0fb1bec 
0fba8d5 0fb394d 0fc9b0a 0fbaa66 0fb6aac 
0fba3c1 0fb2e34 0fca20b 0fbb67c 0fb6f23 
0fb34a1 0fabeff 0fc2b54 0fb3dd8 0fafa76 
0fbcbbf 0fb578d 0fcc4d9 0fbd60d 0fb95ed 
0fb2d61 0fab5c9 0fc3442 0fb40c5 0fb0338 
0fb8039 0fb05dc 0fc8390 0fb83a3 0fb4f74 
0fb7f19 0fb061d 0fc8a8c 0fb93bb 0fb4c7b 
0fb146c 0fa97b4 0fc0b40 0fb1e16 0fadf41 
0fbac06 0fb317d 0fc9cf7 0fbb814 0fb7889 
0fb0d80 0fa97a9 0fc0d20 0fb26a0 0fad9b2 
0fb65ce 0faefc1 0fc6184 0fb6ae1 0fb2f95 
0fb6b8b 0faf9b3 0fc7e62 0fb82df 0fb37a8 
0fb02a6 0fa9022 0fc1866 0fb123d 0facd14 
0fb996c 0fb280d 0fcb439 0fba83d 0fb6555 
0fafcec 0fa8704 0fc1b32 0fb13b4 0faca55 
0fb4f98 0fad6a8 0fc5cff 0fb54b1 0fb1be0 
0fb5550 0faddc3 0fc6bae 0fb6b6b 0fb23da 
0faec47 0fa744f 0fbf585 0faf8e8 0fab7c5 
0fb874f 0fb1466 0fc8bbe 0fb931f 0fb52f6 
0faf072 0fa8057 0fbf86b 0fb082d 0fabba5 
0fb4c30 0fada89 0fc4789 0fb4fac 0fb143f 
0fb57ea 0fae4b2 0fc67c5 0fb68ae 0fb232e 
0faf3c7 0fa7ba7 0fbfd2c 0fafa48 0fabe20 
0fb9408 0fb1ce8 0fc9b9b 0fb99b0 0fb5eff 
0fb003b 0fa88f1 0fc0f8f 0fb11d2 0facbde 
0fb597f 0fae0c9 0fc5a4d 0fb594a 0fb2214 
0fb6823 0faf15a 0fc7607 0fb791a 0fb3370 
0fb0242 0fa88eb 0fc08a0 0fb0930 0facbb6 
0fba3eb 0fb2bec 0fca96e 0fba8f8 0fb6d99 
0fb12d8 0fa9b3b 0fc2097 0fb24c1 0fadd89 
0fb6d5b 0faf3ce 0fc6bef 0fb6d7b 0fb3611 
0fb7e1d 0fb07a2 0fc86d5 0fb8ec4 0fb4903 
0fb1ab4 0faa1f6 0fc1b96 0fb21d7 0fae37b 
0fbbd1b 0fb461e 0fcbe9e 0fbc1d5 0fb863a 
0fb2d66 0fab751 0fc3888 0fb3e0a 0faf79f 
0fb891b 0fb117f 0fc8775 0fb8771 0fb5159 
0fb9d24 0fb268d 0fca758 0fbab55 0fb6836 
0fb3a4e 0fac084 0fc3c83 0fb3f85 0fb03e9 
0fbdf76 0fb66f9 0fce09e 0fbe2b9 0fba96f 
0fb5269 0fad9a6 0fc58e6 0fb6218 0fb1ce1 
0fbad8d 0fb32dd 0fca74c 0fbab63 0fb758b 
0fbc2d9 0fb4ad1 0fccb1e 0fbd177 0fb8d71 
0fb5f29 0fae66b 0fc6151 0fb651a 0fb270c 
0fc0302 0fb8b50 0fd04c1 0fc0669 0fbcbb9 
0fb73a3 0fafc38 0fc7e27 0fb8308 0fb3e47 
0fbcc4b 0fb52bb 0fcc8d3 0fbcac0 0fb9493 
0fbe214 0fb6aa2 0fceb6e 0fbf215 0fbad27 
0fb7c18 0fb022c 0fc7df1 0fb8334 0fb4569 
0fc1f18 0fba5f8 0fd20f1 0fc23f4 0fbe887 
0fb8fdd 0fb169d 0fc9a96 0fba1b4 0fb5a5e 
0fbe496 0fb6ae0 0fce11e 0fbe438 0fbac7b 
0fbf94f 0fb816c 0fd007b 0fc082d 0fbc30c 
0fb8fdb 0fb14a3 0fc8d86 0fb94fa 0fb575e 
0fc323e 0fbb8c0 0fd2d63 0fc353c 0fbfa44 
0fba19d 0fb280d 0fca286 0fbb1f9 0fb6ac5 
0fbf41b 0fb79e9 0fce8f5 0fbf305 0fbbb1c 
0fc096a 0fb9148 0fd0e39 0fc1803 0fbd376 
0fba005 0fb2536 0fc9f59 0fba54e 0fb684d 
0fc43d7 0fbc9f3 0fd4294 0fc478f 0fc0cd5 
0fbb3ed 0fb3a39 0fcbc15 0fbc419 0fb7dc9 
0fc07c4 0fb8d11 0fd02c8 0fc054a 0fbcf6b 
0fc1f9c 0fba7e5 0fd2712 0fc2cd8 0fbe986 
0fbb350 0fb39bf 0fcb365 0fbb699 0fb7a20 
0fc5715 0fbdffa 0fd56ff 0fc57e4 0fc1e2d 
0fbca06 0fb52b1 0fcd491 0fbd790 0fb9373 
0fc1fdb 0fba6c0 0fd1fa5 0fc1a3a 0fbe6f0 
0fc3d0e 0fbc5bb 0fd4aeb 0fc47b3 0fc081e 
0fc0ad4 0fb92ee 0fd14a1 0fc1d25 0fbd5da 
0fbf0a9 0fb7696 0fcede4 0fbf333 0fbb944 
0fc6489 0fbec71 0fd6805 0fc6e85 0fc2ed3 
0fbc464 0fb4b61 0fcca23 0fbd23d 0fb8e85 
0fc5503 0fbdba7 0fd50ed 0fc5578 0fc1ddf 
0fc0d6c 0fb958c 0fd1712 0fc1fdc 0fbd888 
0fbf1f9 0fb77f4 0fcef28 0fbf4bb 0fbbaae 
0fc6612 0fbedfb 0fd6974 0fc7033 0fc3069 
0fbc5a9 0fb4c8c 0fccb45 0fbd385 0fb8fb2 
0fc551b 0fbdba4 0fd50f4 0fc5591 0fc1dd8 
0fc0eb0 0fb96c5 0fd1861 0fc2124 0fbd9b6 
0fbf1e8 0fb77cb 0fcef49 0fbf4ca 0fbba82 
0fc66dc 0fbeeb4 0fd6a5c 0fc7101 0fc311a 
0fbc6bb 0fb4d98 0fccc8d 0fbd4e7 0fb90c3 
0fc55be 0fbdc30 0fd5196 0fc564c 0fc1e64 
0fc1180 0fb996c 0fd1b27 0fc2401 0fbdc76 
0fbf543 0fb7afe 0fcf255 0fbf828 0fbbdd4 
0fc6ad6 0fbf289 0fd6ddc 0fc74f9 0fc3503 
0fbcb7b 0fb5240 0fcd126 0fbd9c7 0fb9563 
0fc5986 0fbdfee 0fd552c 0fc5a1b 0fc2218 
0fc15ef 0fb9de4 0fd1f46 0fc2843 0fbe0d6 
0fbf770 0fb7d3c 0fcf465 0fbfa2c 0fbbfe1 
0fc6e6e 0fbf632 0fd716b 0fc7843 0fc3877 
0fbcd5a 0fb5441 0fcd320 0fbdb91 0fb9732 
0fc5a0a 0fbe091 0fd55b6 0fc5a9e 0fc22a4 
0fc1859 0fba074 0fd21bd 0fc2aec 0fbe34f 
0fbf862 0fb7e45 0fcf5ea 0fbfb83 0fbc0e3 
0fc7178 0fbf96e 0fd746c 0fc7b5b 0fc3b96 
0fbd205 0fb58f3 0fcd7e1 0fbdff3 0fb9bd5 
0fc60c7 0fbe71a 0fd5c53 0fc6052 0fc2977 
0fc2366 0fbab41 0fd2cbb 0fc3500 0fbee83 
0fc048d 0fb8a4b 0fd020f 0fc0730 0fbcd7e 
0fc818a 0fc0911 0fd84ba 0fc8a93 0fc4c0b 
0fbe710 0fb6dd2 0fced06 0fbf475 0fbb16b 
0fc7995 0fbfff0 0fd75a2 0fc78d5 0fc4275 
0fc40c6 0fbc881 0fd4aa8 0fc5170 0fc0be6 
0fc25a0 0fbab3f 0fd23ae 0fc26d2 0fbee5d 
0fca5e0 0fc2d91 0fda960 0fcad95 0fc7000 
0fc0cc2 0fb939c 0fd1378 0fc1972 0fbd6db 
0fca1d8 0fc2808 0fd9e67 0fca014 0fc6b0c 
0fc6e30 0fbf575 0fd791f 0fc7e6a 0fc3a44 
0fc562a 0fbdaab 0fd557c 0fc577d 0fc2080 
0fcdc7d 0fc628c 0fde016 0fce3d6 0fca8eb 
0fc4a0d 0fbcfd7 0fd5061 0fc5558 0fc1547 
0fce39b 0fc69bb 0fddd97 0fcde49 0fcac78 
0fcb3f6 0fc3bc7 0fdbb43 0fcc01f 0fc7e97 
0fc9e53 0fc2470 0fd9a81 0fc9b98 0fc654c 
0fd2653 0fcae51 0fe2926 0fd2a88 0fcee34 
0fc917c 0fc1948 0fd9796 0fc9a7a 0fc5961 
0fd25df 0fcae81 0fe2136 0fd20e0 0fcec8c 
0fcefee 0fc79f0 0fdf883 0fcfcdb 0fcb959 
0fcd1ab 0fc5a39 0fdcca3 0fcce9a 0fc984c 
0fd516e 0fcdd1b 0fe507d 0fd54b6 0fd19a9 
0fcb45c 0fc4073 0fdb6e4 0fcbbaa 0fc7b4f 
0fd41a7 0fcce0e 0fe39bc 0fd3b8e 0fd07a2 
0fd03d5 0fc91b9 0fe09c2 0fd1014 0fccc6c 
0fcdf7a 0fc6af4 0fdd8a7 0fcdbc8 0fca58c 
0fd564e 0fce5fe 0fe51cd 0fd58ab 0fd1de9 
0fcaf3e 0fc42e8 0fda8c4 0fcb7b4 0fc73c0 
0fd3151 0fcbe5a 0fe2a92 0fd2bcc 0fcf695 
0fce904 0fc7df7 0fde13a 0fcf523 0fcb37c 
0fcb5ae 0fc4031 0fdb55d 0fcb0ca 0fc7dd1 
0fd22bc 0fca750 0fe382f 0fd21b0 0fcee1b 
0fc74fd 0fbfa95 0fd82fe 0fc7c1f 0fc419e 
0fcf6b2 0fc7d0f 0fdf75f 0fcf3ac 0fcc50e 
0fcad8e 0fc37b4 0fdc6b7 0fcb9d0 0fc7ab4 
0fc7f25 0fc0ade 0fd84a9 0fc7edb 0fc4e68 
0fce897 0fc75ad 0fdf0fb 0fcee2a 0fcb126 
0fc35ff 0fbc247 0fd3517 0fc3f6e 0fbfca9 
0fcb18b 0fc3e60 0fda462 0fcaf98 0fc734a 
0fc64ea 0fbf25c 0fd6373 0fc772c 0fc2a37 
0fc2ec9 0fbb773 0fd22b9 0fc35c9 0fbfcd3 
0fc990d 0fc2608 0fd9828 0fca6fb 0fc6981 
0fbeb2b 0fb7141 0fcefbf 0fbf7fe 0fbb9ba 
0fc6a15 0fbee3c 0fd5e9a 0fc69d5 0fc3345 
0fc22c3 0fba6f5 0fd225e 0fc37e1 0fbef61 
0fbf2f9 0fb7735 0fce66b 0fbfa81 0fbc033 
0fc666c 0fbebe6 0fd6378 0fc746b 0fc351e 
0fbbcba 0fb40c6 0fcbc1d 0fbcf40 0fb8966 
0fc361e 0fbc062 0fd2b71 0fc37f7 0fbfffb 
0fbf277 0fb8276 0fcf669 0fc061a 0fbbc9c 
0fbc287 0fb54eb 0fcc6e6 0fbca88 0fb85df 
0fc397d 0fbc7e1 0fd49d8 0fc48cc 0fc0165 
0fb948f 0fb212a 0fcac49 0fba810 0fb5db5 
0fc16ec 0fb9f4a 0fd20b1 0fc1cfa 0fbe1b7 
0fbd893 0fb609c 0fceb32 0fbf098 0fba8c4 
0fbaf43 0fb36fc 0fcb414 0fbb720 0fb7d4a 
0fc2afa 0fbb4c7 0fd3373 0fc3780 0fbf8ac 
0fb8dc6 0fb17b8 0fc983f 0fb9c98 0fb59e7 
0fc181f 0fba48b 0fd149a 0fc17e5 0fbe114 
0fbe1fb 0fb7462 0fceba0 0fbf727 0fbab4d 
0fbbd28 0fb4c5d 0fcbd50 0fbbfe1 0fb8154 
0fc3a12 0fbc72a 0fd41bf 0fc414f 0fc0124 
0fb9c7a 0fb250e 0fca673 0fba7fc 0fb671a 
0fc2599 0fbacaf 0fd2490 0fc2263 0fbef76 
0fbf2fb 0fb7b7c 0fcfed3 0fc028e 0fbbf21 
0fbd0f5 0fb5845 0fccf62 0fbd2d6 0fb99b2 
0fc5361 0fbdd85 0fd54cb 0fc5b51 0fc1c1b 
0fbbbc2 0fb44a6 0fcbd5c 0fbc8d8 0fb840c 
0fc46b1 0fbce16 0fd3b32 0fc45d1 0fc0e63 
0fc141e 0fb9c3b 0fd17b8 0fc2530 0fbdf21 
0fbeec3 0fb7491 0fceb99 0fbf0ad 0fbb7a1 
0fc6ee9 0fbf620 0fd715a 0fc75e1 0fc39c9 
0fbd191 0fb5832 0fcd682 0fbdd2a 0fb9cb9 
0fc5895 0fbdf5a 0fd537e 0fc560b 0fc2272 
0fc2406 0fbad03 0fd2b3c 0fc3393 0fbf02b 
0fbfb56 0fb82d5 0fcf6de 0fbfbf3 0fbc499 
0fc78a8 0fc0305 0fd785c 0fc7f19 0fc4333 
0fbd8a3 0fb632a 0fcdb6a 0fbe4a4 0fba2e8 
0fc5ada 0fbe461 0fd52ff 0fc5719 0fc231c 
0fc2409 0fbadd4 0fd2a2e 0fc3165 0fbee82 
0fbf579 0fb7cca 0fcf0d1 0fbf4af 0fbbd22 
0fc70c0 0fbfa80 0fd704a 0fc7664 0fc3924 
0fbcd27 0fb55a2 0fccf74 0fbd81c 0fb9584 
0fc4e69 0fbd56f 0fd4412 0fc487f 0fc1554 
0fc153a 0fb9de0 0fd17f7 0fc2028 0fbde91 
0fbe2fb 0fb68d3 0fcdd60 0fbded6 0fba9f1 
0fc5c61 0fbe437 0fd5c8e 0fc5d34 0fc24fb 
0fbb6e0 0fb3e00 0fcbaa7 0fbbf1e 0fb7f64 
0fc3496 0fbba9c 0fd2d6a 0fc2dbe 0fbfad0 
0fbfcfc 0fb840b 0fd0423 0fc0755 0fbc51b 
0fbc982 0fb4cff 0fcc4f4 0fbc4d8 0fb8e9c 
0fc46a7 0fbccac 0fd4714 0fc48a2 0fc0d86 
0fba09d 0fb26eb 0fca67d 0fbaa27 0fb6856 
0fc1d14 0fba396 0fd1974 0fc198e 0fbe47e 
0fbe471 0fb6d3e 0fcef7e 0fbf213 0fbaf6b 
0fbb193 0fb38a3 0fcb0e7 0fbb148 0fb7ab5 
0fc3388 0fbbced 0fd384a 0fc36ab 0fbfcc4 
0fb90cb 0fb18ba 0fc9baa 0fb9a6d 0fb57f4 
0fc139e 0fb9abc 0fd13bb 0fc0d89 0fbd8a5 
0fbe334 0fb6d09 0fcf1ba 0fbec6c 0fbaae2 
0fbb046 0fb375d 0fcb359 0fba9cf 0fb74d8 
0fc3536 0fbbd84 0fd3c3b 0fc32de 0fbf97b 
0fb8f15 0fb16e3 0fc9973 0fb9389 0fb5398 
0fc0d31 0fb93ce 0fd0b8f 0fc026f 0fbd153 
0fbd7fa 0fb6057 0fce422 0fbe079 0fba0b8 
0fb9a23 0fb20c5 0fc97fc 0fb95be 0fb6300 
0fc16e9 0fba0f9 0fd16ca 0fc1b65 0fbe253 
0fb6850 0faf09a 0fc6f03 0fb7614 0fb326c 
0fbdbff 0fb61c2 0fcdb24 0fbdb5c 0fba445 
0fba05d 0fb2ac5 0fcb0c3 0fbb166 0fb6a62 
0fb594f 0fae087 0fc5e08 0fb5c86 0fb208b 
