0fbac4a 0fcc4c8 0fb3db7 
0fbbb2e 0fcebbd 0fb4ef5 
0fba702 0fcec4d 0fb35e2 
0fb1aeb 0fce493 0faa840 
0fad7c8 0fcde8a 0fa6941 
0fb3ab3 0fce282 0fad015 
0fbb935 0fcea15 0fb4cda 
0fba61b 0fceada 0fb34d8 
0fb19e9 0fce2dd 0faa71c 
0fad678 0fcdd45 0fa67b4 
0fb38de 0fce12b 0face10 
0fbb76a 0fce8ab 0fb4b0a 
0fba4f0 0fce942 0fb33a7 
0fb1948 0fce1af 0faa65e 
0fad564 0fcdc35 0fa668a 
0fb3786 0fce04e 0facc9a 
0fbb66b 0fce783 0fb49e7 
0fba47a 0fce7db 0fb3314 
0fb189f 0fcdffe 0faa5b2 
0fad3ec 0fcda8d 0fa651a 
0fb3556 0fcde6c 0faca87 
0fbb4c4 0fce5c7 0fb4866 
0fba399 0fce628 0fb325d 
0fb17f6 0fcde45 0faa525 
0fad2c7 0fcd8e0 0fa6400 
0fb33f7 0fcdce8 0fac92b 
0fbb39b 0fce472 0fb4750 
0fba31d 0fce4fa 0fb31f0 
0fb17b3 0fcdd5f 0faa4e7 
0fad1b0 0fcd7be 0fa6301 
0fb3205 0fcdb9c 0fac75f 
0fbb1b9 0fce2cc 0fb4595 
0fba197 0fce372 0fb3079 
0fb1657 0fcdc07 0faa382 
0fad006 0fcd6b0 0fa612b 
0fb2fa7 0fcda28 0fac4df 
0fbb01b 0fce1fc 0fb43df 
0fba0de 0fce2e0 0fb2fc7 
0fb1557 0fcdb47 0faa2a5 
0facd87 0fcd516 0fa5edc 
0fb2d1f 0fcd935 0fac278 
0fbad64 0fce0c2 0fb4129 
0fb9e77 0fce1a5 0fb2d56 
0fb1386 0fcdab5 0faa0a7 
0facb36 0fcd498 0fa5c5c 
0fb29fd 0fcd84a 0fabf2f 
0fbaaaa 0fce015 0fb3e5e 
0fb9c88 0fce148 0fb2b56 
0fb1139 0fcd9c1 0fa9e5a 
0fac8bd 0fcd3f9 0fa59e4 
0fb271c 0fcd782 0fabc3e 
0fba7a6 0fcded0 0fb3b46 
0fb99d7 0fcdf87 0fb2888 
0fb0ee0 0fcd839 0fa9bd4 
0fac5f5 0fcd25d 0fa56e6 
0fb2422 0fcd645 0fab932 
0fba53f 0fcddd5 0fb38ec 
0fb9801 0fcdeb2 0fb26d0 
0fb0d01 0fcd71b 0fa9a1e 
0fac379 0fcd15e 0fa5492 
0fb2154 0fcd55a 0fab67f 
0fba33f 0fcdd67 0fb36e7 
0fb96e0 0fcde5b 0fb25a1 
0fb0b64 0fcd63c 0fa9854 
0fac0d7 0fcd011 0fa51bd 
0fb1db1 0fcd3bd 0fab2cc 
0fb9f5a 0fcdb8f 0fb3327 
0fb93d9 0fcdcf4 0fb22c0 
0fb0934 0fcd5a2 0fa964a 
0fabe20 0fccf76 0fa4f22 
0fb1aaa 0fcd34e 0faafc4 
0fb9c7f 0fcdb08 0fb3038 
0fb9146 0fcdc03 0fb201a 
0fb0723 0fcd507 0fa9425 
0fabc42 0fccf9e 0fa4d36 
0fb17de 0fcd2dc 0faacfe 
0fb99de 0fcda87 0fb2da8 
0fb8ff3 0fcdc1c 0fb1ecc 
0fb059c 0fcd4bf 0fa9293 
0fab980 0fcce89 0fa4a5d 
0fb1443 0fcd19c 0faa958 
0fb964b 0fcd8ec 0fb2a17 
0fb8cc3 0fcda4e 0fb1ba7 
0fb02af 0fcd2ff 0fa8fc6 
0fab61c 0fccd2b 0fa4727 
0fb10e3 0fcd09e 0faa622 
0fb93b3 0fcd884 0fb27a5 
0fb8a33 0fcd959 0fb192e 
0faffef 0fcd1d8 0fa8d08 
0fab355 0fccc35 0fa443d 
0fb0db4 0fccf97 0faa2b6 
0fb90f7 0fcd791 0fb24a8 
0fb889b 0fcd8fc 0fb1774 
0fafed0 0fcd1bd 0fa8bbe 
0fab119 0fccb9e 0fa41e0 
0fb0ad6 0fccf23 0fa9fc2 
0fb8e13 0fcd6ee 0fb21c7 
0fb8695 0fcd841 0fb1569 
0fafd27 0fcd10c 0fa8a07 
0faaec8 0fccae7 0fa3f77 
0fb080f 0fcce72 0fa9cf8 
0fb8bb0 0fcd659 0fb1f7d 
0fb84d1 0fcd76b 0fb13c8 
0fafb31 0fccfec 0fa8835 
0faac33 0fcc9c9 0fa3d0a 
0fb04e1 0fccd45 0fa99f2 
0fb88a3 0fcd4fe 0fb1c96 
0fb832a 0fcd70e 0fb1230 
0fafa78 0fcd047 0fa8778 
0faaacc 0fcc9fb 0fa3b95 
0fb02e2 0fccd28 0fa97e9 
0fb86d4 0fcd4dc 0fb1ab1 
0fb80f9 0fcd5ca 0fb1003 
0faf80e 0fcce97 0fa851c 
0faa84c 0fcc897 0fa3919 
0faffd4 0fccbac 0fa94dc 
0fb8427 0fcd359 0fb180f 
0fb7f33 0fcd49a 0fb0e3a 
0faf62c 0fccd26 0fa8336 
0faa593 0fcc6db 0fa3649 
0fafc3a 0fcc990 0fa9122 
0fb80a7 0fcd15f 0fb147e 
0fb7c57 0fcd2f0 0fb0b6e 
0faf368 0fccb85 0fa8075 
0faa1f8 0fcc512 0fa32bb 
0faf854 0fcc810 0fa8d53 
0fb7cda 0fccfc9 0fb10b1 
0fb795f 0fcd177 0fb0858 
0faf0fd 0fcca7c 0fa7de1 
0fa9fcb 0fcc4b1 0fa3068 
0faf567 0fcc794 0fa8a4d 
0fb79c5 0fccecb 0fb0db0 
0fb769c 0fcd03d 0fb05b1 
0faedbc 0fcc874 0fa7ac5 
0fa9bc0 0fcc26b 0fa2c83 
0faf1b9 0fcc5a6 0fa86b0 
0fb771a 0fccd70 0fb0af4 
0fb7527 0fccf08 0fb042d 
0faeca5 0fcc74f 0fa799a 
0fa9a1d 0fcc0fa 0fa2acd 
0faeed3 0fcc3a3 0fa83ce 
0fb73e3 0fccb31 0fb07c7 
0fb7214 0fcccb6 0fb0112 
0fae9ff 0fcc5b5 0fa76d1 
0fa9690 0fcbf92 0fa270f 
0faeb2c 0fcc274 0fa7ff2 
0fb710b 0fcca21 0fb04c8 
0fb6f96 0fccbe0 0fafe82 
0fae772 0fcc4d8 0fa744e 
0fa9396 0fcbe75 0fa2430 
0fae80c 0fcc16d 0fa7cfc 
0fb6ddb 0fcc961 0fb01d3 
0fb6c7d 0fccac1 0fafba9 
0fae3d7 0fcc382 0fa70d9 
0fa8e9e 0fcbcc2 0fa1f47 
0fae1f9 0fcbfc7 0fa7700 
0fb66e3 0fcc716 0fafaef 
0fb653d 0fcc87f 0faf47a 
0fadb5f 0fcc0bc 0fa687d 
0fa847b 0fcb9f2 0fa1551 
0fad6b2 0fcbd54 0fa6be3 
0fb5b06 0fcc4df 0faef2e 
0fb5911 0fcc5ee 0fae84d 
0facee6 0fcbe6b 0fa5be4 
0fa76dd 0fcb7b6 0fa077a 
0fac724 0fcbab5 0fa5c3a 
0fb4a5b 0fcc20d 0fade83 
0fb487f 0fcc3b1 0fad7c5 
0fabe56 0fcbcba 0fa4b78 
0fa663d 0fcb660 0f9f717 
0fab6e6 0fcb8ba 0fa4c1a 
0fb3ce9 0fcc00a 0fad136 
0fb3f35 0fcc1fa 0faceb2 
0fab78e 0fcb9f3 0fa44c5 
0fa6143 0fcb34b 0f9f20c 
0fab373 0fcb629 0fa4899 
0fb3a6d 0fcbdda 0faceb7 
0fb3d4f 0fcbfd1 0faccbd 
0fab6fa 0fcb93b 0fa4420 
0fa6015 0fcb281 0f9f0c8 
0fab19e 0fcb542 0fa469c 
0fb390d 0fcbcf4 0facd19 
0fb3c41 0fcbe99 0facb6d 
0fab5e8 0fcb784 0fa42d5 
0fa5ee4 0fcb0f2 0f9ef6d 
0fab049 0fcb3b3 0fa4533 
0fb3809 0fcbb46 0facc21 
0fb3cea 0fcbd56 0facc36 
0fab7a1 0fcb630 0fa44a7 
0fa614f 0fcafaf 0f9f1e8 
0fab306 0fcb250 0fa47fd 
0fb3c05 0fcb9e7 0fad027 
0fb422b 0fcbba7 0fad176 
0fabdb1 0fcb3f3 0fa4aaa 
0fa684a 0fcad6d 0f9f8e4 
0fabc2e 0fcb100 0fa513f 
0fb4827 0fcb943 0fadc7d 
0fb518d 0fcbb44 0fae111 
0fad0c3 0fcb480 0fa5df7 
0fa7dc2 0fcae4a 0fa0e80 
0fad434 0fcb240 0fa695c 
0fb62a7 0fcbab6 0faf708 
0fb6e47 0fcbc90 0fafdd9 
0faef5c 0fcb656 0fa7c94 
0fa9d30 0fcb072 0fa2df0 
0faf304 0fcb431 0fa8833 
0fb8108 0fcbcc4 0fb1571 
0fb8c51 0fcbf6e 0fb1bd3 
0fb0c02 0fcb94e 0fa9921 
0fab7b8 0fcb3cb 0fa485b 
0fb0b94 0fcb7be 0faa0a3 
0fb97cb 0fcc015 0fb2c21 
0fba23c 0fcc29b 0fb31c0 
0fb20d4 0fcbc41 0faadeb 
0facafc 0fcb66b 0fa5b90 
0fb1c2a 0fcb922 0fab13c 
0fba7d9 0fcc1c3 0fb3c2e 
0fbb237 0fcc510 0fb41bd 
0fb2f9b 0fcbeb1 0fabca9 
0fad809 0fcb875 0fa6885 
0fb27f5 0fcbad4 0fabcae 
0fbb19f 0fcc191 0fb4521 
0fbbb7a 0fcc427 0fb4a10 
0fb3928 0fcbe15 0fac564 
0fae15f 0fcb844 0fa711f 
0fb3165 0fcbb9a 0fac58f 
0fbbbe1 0fcc3df 0fb4f48 
0fbc5ba 0fcc68e 0fb544a 
0fb4305 0fcc074 0facf2a 
0faeaab 0fcba9f 0fa7a4e 
0fb39df 0fcbdf4 0facdf9 
0fbc3f7 0fcc619 0fb576d 
0fbce66 0fcc9bd 0fb5d7d 
0fb4b9a 0fcc40c 0fad891 
0faf20f 0fcbe37 0fa828d 
0fb3fb7 0fcc0fa 0fad4b0 
0fbc925 0fcc944 0fb5d6c 
0fbcad0 0fccb62 0fb597f 
0fb0d2e 0fcc145 0fa97ee 
0fa8af7 0fcb76d 0fa1ab3 
0fad8d5 0fcb894 0fa6da4 
0fb6744 0fcbf6d 0fafb8a 
0fb75ef 0fcc160 0fb058a 
0faf68d 0fcbadd 0fa839c 
0fa9d39 0fcb3fd 0fa2dad 
0faea30 0fcb628 0fa7f05 
0fb7452 0fcbdce 0fb0880 
0fb8002 0fcbff8 0fb0f6f 
0fafe5d 0fcb952 0fa8b41 
0faa32e 0fcb2a1 0fa3365 
0faeed8 0fcb55f 0fa8376 
0fb7896 0fcbda8 0fb0c9c 
0fb8525 0fcc071 0fb1476 
0fb037b 0fcb9c3 0fa905b 
0faa6db 0fcb25e 0fa370f 
0faf0e1 0fcb498 0fa858d 
0fb7a20 0fcbc43 0fb0e3e 
0fb8749 0fcbf37 0fb168d 
0fb0594 0fcb876 0fa9244 
0faa8c0 0fcb1d0 0fa38c5 
0faf22a 0fcb434 0fa86c3 
0fb7ac9 0fcbb55 0fb0ee7 
0fb8746 0fcbcf0 0fb16a6 
0fb05e4 0fcb67b 0fa92b8 
0faa89c 0fcb001 0fa38b8 
0faf130 0fcb254 0fa85c0 
0fb7a48 0fcba03 0fb0e53 
0fb87f8 0fcbc94 0fb1748 
0fb06d6 0fcb642 0fa93a6 
0faa8e3 0fcaf93 0fa390d 
0faf0a2 0fcb170 0fa854f 
0fb796e 0fcb88e 0fb0da3 
0fb879b 0fcbb07 0fb1716 
0fb068e 0fcb472 0fa937f 
0faa83d 0fcadc7 0fa3864 
0faf013 0fcb029 0fa84a0 
0fb7966 0fcb7f4 0fb0d6d 
0fb87f0 0fcba0d 0fb173d 
0fb07e3 0fcb423 0fa949a 
0faa924 0fcad7d 0fa3928 
0faf01d 0fcaff7 0fa84a0 
0fb7949 0fcb77b 0fb0d66 
0fb8860 0fcb9b8 0fb17bc 
0fb086a 0fcb39f 0fa9521 
0faa941 0fcad48 0fa393e 
0faefad 0fcafcb 0fa843a 
0fb795d 0fcb7a9 0fb0da3 
0fb898c 0fcba5f 0fb191e 
0fb0928 0fcb403 0fa9611 
0faa902 0fcad2b 0fa392b 
0faee65 0fcaf1f 0fa830e 
0fb7838 0fcb735 0fb0c69 
0fb8897 0fcb9c9 0fb180f 
0fb0867 0fcb36d 0fa9535 
0faa857 0fcad03 0fa385b 
0faed2d 0fcaee2 0fa81b9 
0fb76e7 0fcb6b3 0fb0b1b 
0fb881f 0fcb995 0fb1799 
0fb081c 0fcb313 0fa94e0 
0faa77f 0fcac95 0fa3766 
0faec6f 0fcaeec 0fa80ed 
0fb7600 0fcb689 0fb0a2b 
0fb87bb 0fcb8f1 0fb171e 
0fb0894 0fcb2cf 0fa9536 
0faa762 0fcac00 0fa3739 
0faeb70 0fcae09 0fa7fd0 
0fb7584 0fcb603 0fb098f 
0fb87d4 0fcb8c2 0fb1737 
0fb088a 0fcb255 0fa9541 
0faa694 0fcab53 0fa367e 
0faea05 0fcad27 0fa7e89 
0fb7461 0fcb528 0fb0898 
0fb87da 0fcb835 0fb175c 
0fb09a4 0fcb282 0fa9672 
0faa787 0fcabc0 0fa3778 
0faea80 0fcade9 0fa7ef8 
0fb7489 0fcb5a1 0fb08b7 
0fb87b1 0fcb7dc 0fb1735 
0fb0981 0fcb1e9 0fa964a 
0faa6ea 0fcab36 0fa36dc 
0fae903 0fcad2c 0fa7d82 
0fb7362 0fcb51a 0fb0790 
0fb87bf 0fcb7ce 0fb1739 
0fb09d2 0fcb1c2 0fa968c 
0faa6ef 0fcab53 0fa36c1 
0fae85a 0fcad2a 0fa7cbf 
0fb72ac 0fcb507 0fb06db 
0fb8851 0fcb831 0fb17e2 
0fb0af6 0fcb258 0fa97bd 
0faa752 0fcab77 0fa372c 
0fae843 0fcad70 0fa7cbc 
0fb72ee 0fcb544 0fb0731 
0fb8944 0fcb870 0fb18d7 
0fb0c83 0fcb2bd 0fa994c 
0faa8a4 0fcac23 0fa388f 
0fae911 0fcadda 0fa7dab 
0fb73bc 0fcb58d 0fb082d 
0fb8ab9 0fcb8a6 0fb1a7c 
0fb0e0d 0fcb2b1 0fa9af3 
0faaa01 0fcac58 0fa39df 
0faea0b 0fcae71 0fa7e8b 
0fb753d 0fcb67d 0fb098c 
0fb8cd1 0fcb9c1 0fb1c7d 
0fb102a 0fcb3a9 0fa9d0c 
0faab80 0fcacec 0fa3b6e 
0faeaaf 0fcaec1 0fa7f30 
0fb750b 0fcb62d 0fb0972 
0fb8d2b 0fcb959 0fb1cfd 
0fb1152 0fcb386 0fa9e38 
0faac23 0fcacd5 0fa3c02 
0faeb3c 0fcaeea 0fa7fc3 
0fb76e7 0fcb732 0fb0b4e 
0fb8f8c 0fcba3e 0fb1f3e 
0fb1331 0fcb405 0fa9ffb 
0faad4d 0fcacb8 0fa3d1f 
0faebaf 0fcae62 0fa8020 
0fb7719 0fcb642 0fb0b6b 
0fb9039 0fcb909 0fb1ff6 
0fb1446 0fcb25c 0faa11a 
0faadd3 0fcab17 0fa3db0 
0faec04 0fcad1e 0fa8088 
0fb77ce 0fcb536 0fb0c3b 
0fb91c6 0fcb818 0fb218a 
0fb16d4 0fcb281 0faa3a8 
0fab066 0fcaba1 0fa4038 
0faed9c 0fcad7d 0fa8213 
0fb788d 0fcb500 0fb0cfb 
0fb92f8 0fcb7e1 0fb22c0 
0fb17f8 0fcb1a8 0faa4c3 
0fab0f5 0fcaae9 0fa40ad 
0faed20 0fcaca0 0fa819c 
0fb779e 0fcb374 0fb0c23 
0fb9270 0fcb655 0fb224f 
0fb1794 0fcb04f 0faa47d 
0faafd5 0fca95c 0fa3fa2 
0faeb9e 0fcab0b 0fa800c 
0fb76f5 0fcb2d1 0fb0b64 
0fb92f6 0fcb620 0fb22cd 
0fb1881 0fcb016 0faa55c 
0fab04a 0fca908 0fa4003 
0faeb09 0fcaa6d 0fa7f82 
0fb76f1 0fcb261 0fb0b61 
0fb938e 0fcb57a 0fb236b 
0fb19d6 0fcaf85 0faa6b2 
0fab1f2 0fca8dd 0fa41b6 
0faec57 0fcaa20 0fa80ba 
0fb7797 0fcb174 0fb0c10 
0fb94f6 0fcb4b9 0fb24e3 
0fb1b50 0fcae97 0faa832 
0fab291 0fca7b9 0fa424f 
0faec51 0fca91f 0fa80c0 
0fb77f7 0fcb077 0fb0c78 
0fb9662 0fcb3f8 0fb2647 
0fb1d6d 0fcae31 0faaa3c 
0fab441 0fca728 0fa43e6 
0faed9e 0fca889 0fa81f7 
0fb79c0 0fcb06a 0fb0e2b 
0fb98ad 0fcb3d3 0fb2889 
0fb1fd9 0fcadec 0faaca8 
0fab558 0fca682 0fa450f 
0faedf8 0fca7d7 0fa8268 
0fb7aac 0fcb034 0fb0f3a 
0fb9a14 0fcb3c1 0fb2a1e 
0fb2153 0fcae24 0faae51 
0fab6e6 0fca70a 0fa46b8 
0faeeaf 0fca843 0fa8336 
0fb7b15 0fcb075 0fb0fb1 
0fb9ac2 0fcb3cc 0fb2ada 
0fb2281 0fcadf5 0faaf96 
0fab7aa 0fca6ef 0fa478d 
0faef64 0fca8aa 0fa83f8 
0fb7ba8 0fcb0a3 0fb106a 
0fb9bf8 0fcb404 0fb2c31 
0fb2363 0fcade4 0fab07b 
0fab83f 0fca6e8 0fa4816 
0faef24 0fca83c 0fa83b7 
0fb7b8f 0fcb034 0fb104c 
0fb9d06 0fcb407 0fb2d37 
0fb25c2 0fcaead 0fab2dd 
0faba6c 0fca7e9 0fa4a44 
0faf0cf 0fca954 0fa855c 
0fb7d83 0fcb184 0fb123c 
0fb9f28 0fcb563 0fb2f47 
0fb27a1 0fcafe3 0fab49a 
0fabc3f 0fca96a 0fa4bee 
0faf2ac 0fcab59 0fa8709 
0fb7e92 0fcb32b 0fb1330 
0fba0c5 0fcb703 0fb30d7 
0fb296e 0fcb148 0fab652 
0fabcbb 0fca9f9 0fa4c57 
0faf1ff 0fcab7e 0fa8655 
0fb7ead 0fcb3a3 0fb1350 
0fba198 0fcb76d 0fb31b0 
0fb2b0d 0fcb1ed 0fab805 
0fabe8d 0fcaae8 0fa4e4a 
0faf3c7 0fcac9e 0fa8846 
0fb8019 0fcb493 0fb14d5 
0fba357 0fcb830 0fb3396 
0fb2d1b 0fcb290 0faba24 
0fabff5 0fcab59 0fa4faf 
0faf422 0fcaca9 0fa88a1 
0fb80a2 0fcb457 0fb155c 
0fba42c 0fcb7b5 0fb345c 
0fb2e4d 0fcb258 0fabb48 
0fac104 0fcab11 0fa50aa 
0faf537 0fcaca3 0fa8996 
0fb81cc 0fcb4a3 0fb1669 
0fba5d8 0fcb829 0fb35f8 
0fb3051 0fcb29f 0fabd36 
0fac2c9 0fcab93 0fa523a 
0faf5b8 0fcac97 0fa89e1 
0fb824f 0fcb48b 0fb16c2 
0fba772 0fcb867 0fb375d 
0fb31fa 0fcb2da 0fabec1 
0fac3de 0fcaba6 0fa535e 
0faf685 0fcad0e 0fa8ac5 
0fb82d5 0fcb4da 0fb1767 
0fba894 0fcb8cb 0fb38aa 
0fb33b7 0fcb317 0fac06e 
0fac53d 0fcabdd 0fa5480 
0faf735 0fcacf7 0fa8b4a 
0fb83d4 0fcb4d4 0fb185a 
0fbaa18 0fcb8a5 0fb3a2a 
0fb357e 0fcb310 0fac246 
0fac665 0fcab70 0fa55d0 
0faf7d6 0fcac93 0fa8c00 
0fb8495 0fcb496 0fb190d 
0fbabf4 0fcb8e7 0fb3bef 
0fb3807 0fcb398 0fac4c6 
0fac863 0fcac1a 0fa57ba 
0faf885 0fcaccd 0fa8ca3 
0fb84c4 0fcb449 0fb1953 
0fbac45 0fcb849 0fb3c60 
0fb3858 0fcb2ac 0fac536 
0fac82e 0fcaada 0fa57a7 
0faf82f 0fcabc6 0fa8c6b 
0fb84af 0fcb37d 0fb1962 
0fbaca4 0fcb709 0fb3cdd 
0fb392a 0fcb16b 0fac604 
0fac92c 0fcaa23 0fa587a 
0faf877 0fcab10 0fa8c9f 
0fb8513 0fcb2c1 0fb19c0 
0fbadff 0fcb6d9 0fb3e32 
0fb3b31 0fcb199 0fac809 
0facb50 0fcaaac 0fa5aaa 
0fafa5b 0fcab92 0fa8e7a 
0fb8675 0fcb2d3 0fb1b0b 
0fbafc5 0fcb6b2 0fb3fee 
0fb3cef 0fcb100 0fac9c6 
0facbbe 0fca93e 0fa5b0d 
0faf9a0 0fca9a1 0fa8dbf 
0fb868e 0fcb1a2 0fb1b39 
0fbafee 0fcb529 0fb4039 
0fb3da6 0fcafda 0faca87 
0faccdf 0fca8bb 0fa5c2d 
0fafa58 0fca95e 0fa8e7d 
0fb865a 0fcb098 0fb1afc 
0fbb044 0fcb40a 0fb4079 
0fb3e82 0fcae97 0facb5d 
0facc7b 0fca6c2 0fa5be4 
0faf967 0fca759 0fa8da5 
0fb862a 0fcaf23 0fb1af2 
0fbb1a3 0fcb38b 0fb41f9 
0fb4041 0fcae68 0facd2f 
0face39 0fca6e2 0fa5d87 
0fafa73 0fca789 0fa8e8a 
0fb86e5 0fcaf0e 0fb1b70 
0fbb2d7 0fcb356 0fb42fc 
0fb4209 0fcae36 0facecb 
0facfad 0fca6d4 0fa5ede 
0fafb74 0fca799 0fa8f7f 
0fb8832 0fcaf56 0fb1cda 
0fbb504 0fcb3ef 0fb453e 
0fb448d 0fcaef1 0fad14f 
0fad160 0fca6d9 0fa607e 
0fafbf1 0fca6ea 0fa8fe0 
0fb882f 0fcae4c 0fb1cc0 
0fbb543 0fcb250 0fb457f 
0fb4525 0fcad09 0fad1fb 
0fad1a9 0fca558 0fa60e6 
0fafc08 0fca5f5 0fa9019 
0fb88eb 0fcadfc 0fb1db6 
0fbb6c9 0fcb286 0fb4733 
0fb4651 0fcace3 0fad338 
0fad289 0fca523 0fa61c0 
0fafc89 0fca5cd 0fa9088 
0fb88c9 0fcad74 0fb1d77 
0fbb66f 0fcb16e 0fb46c5 
0fb46e3 0fcac74 0fad3c2 
0fad306 0fca519 0fa6248 
0fafc46 0fca5c3 0fa905f 
0fb883f 0fcacd8 0fb1cff 
0fbb657 0fcb0c0 0fb46aa 
0fb472b 0fcabe8 0fad402 
0fad318 0fca4aa 0fa6235 
0fafc15 0fca580 0fa9005 
0fb884d 0fcad3c 0fb1d05 
0fbb6ba 0fcb12c 0fb4728 
0fb4778 0fcac06 0fad473 
0fad272 0fca451 0fa61af 
0fafa24 0fca47f 0fa8e2b 
0fb86aa 0fcac5d 0fb1b5e 
0fbb5d7 0fcb0a9 0fb462b 
0fb467c 0fcab60 0fad344 
0fad1d9 0fca433 0fa60ef 
0faf90f 0fca476 0fa8d06 
0fb84f6 0fcabed 0fb19ae 
0fbb532 0fcb0c4 0fb4591 
0fb46f8 0fcabf5 0fad3b3 
0fad171 0fca475 0fa604e 
0faf81f 0fca4c7 0fa8bcf 
0fb845d 0fcac91 0fb18d7 
0fbb4e7 0fcb12e 0fb4502 
0fb46d2 0fcac78 0fad375 
0fad08b 0fca474 0fa5f87 
0faf674 0fca4a7 0fa8a5b 
0fb8232 0fcac02 0fb16e5 
0fbb2fb 0fcb031 0fb4361 
0fb45e3 0fcabb8 0fad2ad 
0facfad 0fca449 0fa5eab 
0faf50b 0fca482 0fa88dd 
0fb80e9 0fcabed 0fb1583 
0fbb206 0fcafed 0fb424d 
0fb44ef 0fcab3a 0fad1a0 
0face97 0fca3cc 0fa5d86 
0faf39f 0fca475 0fa876e 
0fb7fc8 0fcac53 0fb1474 
0fbb25b 0fcb0f2 0fb42d5 
0fb45d4 0fcac13 0fad2bc 
0facec2 0fca46c 0fa5dc5 
0faf2a0 0fca4a9 0fa866f 
0fb7edd 0fcac6e 0fb1397 
0fbb211 0fcb134 0fb4277 
0fb45c9 0fcac76 0fad285 
0face82 0fca4dd 0fa5d6e 
0faf1ae 0fca4b7 0fa856a 
0fb7d18 0fcabed 0fb11b8 
0fbb0fa 0fcb0ce 0fb4167 
0fb453a 0fcac25 0fad219 
0facd5a 0fca451 0fa5c48 
0faf052 0fca4e2 0fa8410 
0fb7bf9 0fcac4b 0fb10a8 
0fbb04a 0fcb132 0fb40b4 
0fb4590 0fcad37 0fad255 
0facd77 0fca58a 0fa5c5c 
0faef36 0fca562 0fa82f7 
0fb7b2d 0fcad39 0fb0fe7 
0fbb073 0fcb244 0fb40fd 
0fb455a 0fcad89 0fad237 
0facd0c 0fca5fd 0fa5bf0 
0faeeba 0fca65c 0fa8283 
0fb7b0b 0fcae6a 0fb0fcf 
0fbb0bc 0fcb36b 0fb4145 
0fb4661 0fcaeeb 0fad32c 
0facd89 0fca70a 0fa5c5b 
0faee4c 0fca709 0fa81f8 
0fb79e4 0fcae50 0fb0e91 
0fbafba 0fcb2a9 0fb4040 
0fb45f9 0fcae13 0fad2df 
0facd78 0fca6c9 0fa5c5a 
0faed7d 0fca68f 0fa8130 
0fb7949 0fcae1f 0fb0e09 
0fbb00f 0fcb2b8 0fb40a0 
0fb46bd 0fcae3a 0fad3a1 
0facddb 0fca6b5 0fa5cc3 
0faedf8 0fca6d2 0fa81ba 
0fb7992 0fcadef 0fb0e55 
0fbb131 0fcb2f0 0fb41c0 
0fb4857 0fcae70 0fad538 
0face91 0fca644 0fa5d74 
0faed98 0fca5c6 0fa8153 
0fb791c 0fcacc9 0fb0dd9 
0fbb165 0fcb1c0 0fb41f6 
0fb48d0 0fcad31 0fad5aa 
0facef0 0fca53c 0fa5dbb 
0faedfb 0fca564 0fa81a6 
0fb7a3b 0fcad18 0fb0f08 
0fbb30f 0fcb22d 0fb43bd 
0fb4abd 0fcadae 0fad79f 
0fad050 0fca596 0fa5f1c 
0faee9b 0fca597 0fa823b 
0fb7a66 0fcacf4 0fb0f1c 
0fbb399 0fcb205 0fb4439 
0fb4ca6 0fcae87 0fad983 
0fad215 0fca6f6 0fa60ef 
0faef0b 0fca696 0fa82ca 
0fb7ac5 0fcae48 0fb0fa1 
0fbb3d9 0fcb29b 0fb4496 
0fb4c2d 0fcae07 0fad916 
0fad153 0fca63d 0fa601f 
0faede8 0fca5ee 0fa8195 
0fb7991 0fcad64 0fb0e4f 
0fbb3cf 0fcb25a 0fb4471 
0fb4c99 0fcadb3 0fad987 
0fad142 0fca5a2 0fa6020 
0faedad 0fca580 0fa8173 
0fb793c 0fcaca1 0fb0e2f 
0fbb3e0 0fcb138 0fb44b2 
0fb4d30 0fcac7f 0fada2b 
0fad23b 0fca4ec 0fa6102 
0faee51 0fca4f4 0fa81f1 
0fb7a24 0fcac85 0fb0ef2 
0fbb60a 0fcb1df 0fb46b4 
0fb4fc3 0fcad77 0fadcb7 
0fad3cf 0fca53a 0fa62ab 
0faee94 0fca476 0fa824a 
0fb7a80 0fcabef 0fb0f68 
0fbb6b1 0fcb0f9 0fb477c 
0fb50f3 0fcac83 0fadde0 
0fad4e4 0fca494 0fa6399 
0faefcb 0fca468 0fa8358 
0fb7b13 0fcab73 0fb0fe9 
0fbb7b7 0fcb057 0fb487e 
0fb52a2 0fcac2c 0fadf90 
0fad68f 0fca491 0fa6541 
0faf053 0fca431 0fa83f7 
0fb7b4f 0fcab01 0fb1042 
0fbb793 0fcaf2c 0fb486f 
0fb5284 0fcaab2 0fadf87 
0fad662 0fca393 0fa6524 
0faef66 0fca33c 0fa8324 
0fb7a7b 0fcaa61 0fb0fa3 
0fbb7f9 0fcaf47 0fb490d 
0fb5382 0fcab30 0fae0a3 
0fad6b9 0fca3d0 0fa659e 
0faef5c 0fca3ac 0fa8328 
0fb7ae2 0fcab56 0fb0fec 
0fbb91c 0fcb062 0fb4a04 
0fb54e0 0fcabf9 0fae1e7 
0fad7b6 0fca452 0fa668e 
0faef42 0fca3c9 0fa8319 
0fb7a08 0fcaaaa 0fb0f45 
0fbb8f9 0fcafac 0fb4a20 
0fb5586 0fcab6a 0fae2bc 
0fad858 0fca408 0fa673c 
0faef7d 0fca384 0fa8340 
0fb7a2f 0fcaa8a 0fb0f3c 
