0fe087f 00004c5 0fd4dca 
0fc4da5 0fdd81e 0fb86e1 
0fc373f 0fdd829 0fb7a33 
0fcce77 0fdd84e 0fc17a7 
0fd3d44 0fdd8b7 0fc839b 
0fce81a 0fdd91f 0fc2694 
0fc416d 0fdd8c4 0fb7b2b 
0fc28f3 0fdd842 0fb6abb 
0fcbf18 0fdd81c 0fc059b 
0fd2fd7 0fdd8bb 0fc7093 
0fcdac2 0fdd979 0fc1310 
0fc2e7e 0fdd94f 0fb675a 
0fc13e0 0fdd8ce 0fb5566 
0fca9ad 0fdd8d7 0fbeff2 
0fd1acc 0fdd939 0fc5b43 
0fcc5e6 0fdd969 0fbfe14 
0fc1950 0fdd95a 0fb5236 
0fbfdba 0fdd902 0fb3f96 
0fc92c6 0fdd8a7 0fbd991 
0fd0470 0fdd8f5 0fc456c 
0fcb01f 0fdd94f 0fbe932 
0fc033b 0fdd961 0fb3d16 
0fbe6db 0fdd902 0fb2972 
0fc7afd 0fdd859 0fbc2b7 
0fcecca 0fdd882 0fc2f1c 
0fc9886 0fdd867 0fbd286 
0fbeb20 0fde1a4 0fb2547 
0fbcdcb 0fdf9fd 0fb0fe1 
0fc60dd 0fddbad 0fba8b2 
0fcd417 0fdd767 0fc16a6 
0fc8333 0fdd759 0fbbd5d 
0fbd8b4 0fe143c 0fb1290 
0fbbddf 0fe6e06 0faff9a 
0fc5361 0fde60b 0fb9ba9 
0fcca74 0fdd617 0fc0d7f 
0fc7cd1 0fdd6ac 0fbb777 
0fbd385 0fe2fee 0fb0db8 
0fbb791 0fea25d 0faf924 
0fc4c25 0fdeb4c 0fb936a 
0fcc314 0fdd48d 0fc04de 
0fc74ca 0fdd63f 0fbadf2 
0fbca06 0fe6924 0fb0216 
0fbab55 0ff128a 0faeaa5 
0fc3bbf 0fdff3e 0fb822e 
0fcaf9d 0fdd3d2 0fbf11b 
0fc5f6f 0fdd90a 0fb97f5 
0fbb26a 0fee830 0fae9b2 
0fb9156 0fff3c2 0facfc0 
0fc2209 0fe3606 0fb669b 
0fc968e 0fdd202 0fbd5fe 
0fc46f9 0fde46a 0fb7d59 
0fb99a4 0ffa3cc 0facece 
0fb770d 0011551 0fab3df 
0fc0697 0fe99c6 0fb4980 
0fc7aa6 0fdd175 0fbb91a 
0fc2bed 0fdfef2 0fb61ac 
0fb7dcd 000589c 0fab2a4 
0fb582e 001da84 0fa961b 
0fbe85b 0ff2582 0fb2b79 
0fc5d59 0fdd449 0fb9c48 
0fc0ff4 0fe2b87 0fb462b 
0fb6128 000f155 0fa96e4 
0fb3aac 0023fa6 0fa79c9 
0fbcac2 0ffc152 0fb0ea7 
0fc3f78 0fddf42 0fb7f23 
0fbf1bb 0fe71c9 0fb28a9 
0fb429a 0017cd5 0fa7942 
0fb1b72 00280b1 0fa5b5a 
0fbaab5 00070bb 0faef1a 
0fc1f1f 0fe0063 0fb5f18 
0fbd16b 0fedff2 0fb0894 
0fb20de 001fadb 0fa5813 
0faf80b 002b121 0fa3868 
0fb86c0 0012cce 0facbb1 
0fbfc6e 0fe5281 0fb3c80 
0fbaf3a 0ff8303 0fae67c 
0fafde5 00261d7 0fa357f 
0fad432 002d694 0fa1498 
0fb6150 001e5a1 0faa6c9 
0fbd8d2 0ff399a 0fb1801 
0fb8b28 0007dc9 0fac22d 
0fad821 002b229 0fa106d 
0faad1e 002fbb6 0f9ee23 
0fb395c 0027464 0fa7f81 
0fbb1f2 000ce66 0faf18a 
0fb64c9 0019c60 0fa9c70 
0fab1f2 002eb40 0f9eaa7 
0fa8669 0032091 0f9c7cd 
0fb11b7 002c74a 0fa5888 
0fb8970 0022555 0faca4b 
0fb3e03 002692f 0fa768e 
0fa8c7f 003148e 0f9c575 
0fa60c5 003456d 0f9a24a 
0faebe0 002efa6 0fa32d0 
0fb63a2 00293e5 0faa5ad 
0fb1a16 002b9c5 0fa5395 
0fa693f 0033809 0f9a276 
0fa3cd7 003691a 0f97e94 
0fac804 0031334 0fa0f2e 
0fb4113 002b687 0fa835e 
0faf827 002dbee 0fa31f3 
0fa4790 003599f 0f98122 
0fa1b0e 0038a77 0f95d21 
0faa665 0033460 0f9edee 
0fb1f94 002d7a1 0fa6242 
0fad7b9 002fc02 0fa1209 
0fa2762 0037992 0f9618f 
0f9f97a 003ab81 0f93c24 
0fa837c 0035664 0f9cbcb 
0fafd04 002f956 0fa4051 
0fab58a 0031dcd 0f9f079 
0fa05b3 0039b07 0f9406b 
0f9d7e9 003ccc0 0f91b0d 
0fa6248 0037750 0f9aafd 
0fadcc8 0031994 0fa20b9 
0fa9802 0033bc0 0f9d368 
0f9e9db 003b734 0f924e3 
0f9bbc3 003e88e 0f8ff98 
0fa4639 003927a 0f99013 
0fac23d 003332a 0fa07cd 
0fa7e8b 00353f7 0f9bc55 
0f9d0cb 003ce50 0f90f17 
0f9a201 003ff3f 0f8ea2f 
0fa2afd 003a83a 0f97bf0 
0faaa9e 003481b 0f9f483 
0fa6d97 00368ab 0f9a940 
0f9c1f1 003e29d 0f8fc5d 
0f9957d 00412ea 0f8d7c1 
0fa2151 003bc57 0f968d4 
0faa0ae 0035aea 0f9e322 
0fa6156 00378a2 0f99b3a 
0f9b5d2 003f182 0f8ef3f 
0f9888c 00421ca 0f8ca63 
0fa14ca 003ca40 0f95c56 
0fa94d3 0036815 0f9d79d 
0fa5655 0038532 0f9906a 
0f9abe6 003fd09 0f8e54b 
0f97f48 0042c8b 0f8c0e2 
0fa0bdc 003d4cc 0f952ef 
0fa8d42 00371af 0f9cf54 
0fa50ba 0038d13 0f98a14 
0f9a72b 0040444 0f8df9d 
0f97a1e 0043409 0f8bab4 
0fa0581 003dd0b 0f94bd7 
0fa87a7 00378f6 0f9c975 
0fa4c47 0039330 0f98587 
0f9a332 00409bd 0f8db9a 
0f97651 0043941 0f8b6c3 
0fa02a5 003e156 0f948c5 
0fa85e2 0037c7c 0f9c75e 
0fa4bf0 00395ac 0f984db 
0f9a37a 0040b3d 0f8dbc1 
0f975cf 0043aef 0f8b654 
0fa01bd 003e352 0f947f2 
0fa857f 0037e06 0f9c731 
0fa4cfd 00395d1 0f9861b 
0f9a4fa 0040b29 0f8dd1e 
0f976bf 0043b2f 0f8b703 
0fa026c 003e39b 0f9486c 
0fa8712 0037dab 0f9c893 
0fa4fe3 0039476 0f988ca 
0f9a846 004092d 0f8e046 
0f979bb 0043928 0f8b9d8 
0fa0586 003e14b 0f94b6b 
0fa8b41 0037a99 0f9cc79 
0fa549c 0039138 0f98d1e 
0f9acad 0040638 0f8e453 
0f97d85 0043678 0f8bd66 
0fa0922 003debd 0f94efa 
0fa8fc9 0037760 0f9d14a 
0fa5abe 0038c76 0f993d1 
0f9b3ab 0040066 0f8ebfc 
0f98431 004309e 0f8c4c6 
0fa0f36 003d93d 0f955d9 
0fa967a 0037128 0f9d8f0 
0fa6284 0038541 0f99ca0 
0f9bc05 003f870 0f8f550 
0f98bbf 004293b 0f8cd3d 
0fa16be 003d1e1 0f95e4a 
0fa9edd 0036936 0f9e234 
0fa6c0e 0037c6b 0f9a6e8 
0f9c629 003ef1b 0f90016 
0f995bb 0041fdc 0f8d7e5 
0fa2035 003c8b2 0f96883 
0faa8f4 0035f76 0f9ed4e 
0fa7705 00371e6 0f9b328 
0f9d100 003e438 0f90c85 
0f99fde 00414af 0f8e442 
0fa2b82 003bd09 0f97545 
0fab6e0 0035300 0f9fad0 
0fa8674 003646b 0f9c1b6 
0f9e09e 003d6ea 0f91aab 
0f9af19 004084c 0f8f119 
0fa39cc 003b0d6 0f981c8 
0fac437 003466e 0fa07db 
0fa93fb 00357a4 0f9cef5 
0f9ee54 003c9ca 0f92820 
0f9bcc6 003fad8 0f8fe88 
0fa4747 003a396 0f98f02 
0fad1d0 0033937 0fa1547 
0faa214 0034a1a 0f9dce6 
0f9fcbb 003bbd6 0f93648 
0f9ca41 003ed83 0f90bd2 
0fa543c 0039698 0f99be9 
0fadf67 0032bc1 0fa22c8 
0fab020 0033c43 0f9eac5 
0fa0a69 003ae3b 0f943d1 
0f9d738 003e090 0f918ad 
0fa6043 0038a8c 0f9a7e6 
0faec11 0031f4f 0fa2f83 
0fabe2a 0032edc 0f9f8d4 
0fa192a 003a017 0f9528d 
0f9e629 003d212 0f9275e 
0fa6f86 0037bec 0f9b6d0 
0fafbd5 0031068 0fa3f09 
0facf04 0031f04 0fa098f 
0fa2a41 003900b 0f96354 
0f9f62f 003c2ad 0f9375b 
0fa7f37 0036cb1 0f9c68c 
0fb0c1d 00300d8 0fa4ee9 
0fadfc0 0030f24 0fa19d2 
0fa39dc 0038111 0f972a2 
0fa03c7 003b56b 0f9446c 
0fa8b8f 003604f 0f9d273 
0fb1869 002f468 0fa5b3b 
0faec9e 0030260 0fa26c0 
0fa4667 003749b 0f97f3a 
0fa0f9e 003a949 0f95058 
0fa96d4 00354b7 0f9ddc0 
0fb23f2 002e909 0fa66ca 
0faf905 002f64e 0fa3303 
0fa5359 00367c8 0f98bf7 
0fa1c24 0039c85 0f95cce 
0faa320 0034828 0f9ea0d 
0fb30e8 002dbdc 0fa73d6 
0fb067c 002e8c9 0fa408b 
0fa60a5 0035a81 0f99942 
0fa2915 0038f96 0f9699d 
0faaf56 0033bcf 0f9f638 
0fb3d49 002cd8d 0fa8003 
0fb13cd 002d8dd 0fa4da7 
0fa6e37 0034cf4 0f9a6e1 
0fa35cf 00382ba 0f97662 
0fabb94 0032eb3 0fa026e 
0fb4a93 0028faa 0fa8cc7 
0fb21e1 0029959 0fa5b45 
0fa7b7a 0033ef1 0f9b432 
0fa4242 003761c 0f982e4 
0fac7dd 0031e60 0fa0eb7 
0fb5741 0022fd8 0fa98f1 
0fb2e20 0024708 0fa670d 
0fa8716 0033118 0f9bfaa 
0fa4d48 0036af9 0f98dd0 
0fad231 0030b87 0fa18e1 
0fb623a 001c234 0faa397 
0fb39b1 001e97f 0fa7249 
0fa9256 00320c8 0f9cab0 
0fa57c1 0035fec 0f99826 
0fadc5a 002f5a6 0fa22f3 
0fb6cf5 0015214 0faae14 
0fb4528 00183d9 0fa7d7c 
0fa9d9e 0030dc5 0f9d5da 
0fa6254 0035574 0f9a2a9 
0fae664 002dbcd 0fa2cc9 
0fb771d 000dadb 0fab807 
0fb4f96 001153c 0fa87dd 
0faa846 002f732 0f9e08a 
0fa6bf1 0034bf4 0f9ac3a 
0faef71 002bd5f 0fa35ae 
0fb8102 0005af8 0fac1bd 
0fb5b1c 0009ba6 0fa9317 
0fab3fb 002db07 0f9ec03 
0fa767a 003411a 0f9b6be 
0faf992 0029a1e 0fa3fc8 
0fb8b6e 0ffdedd 0facc70 
0fb6566 000250c 0fa9d89 
0fabd67 002bdc6 0f9f546 
0fa7ec4 0033859 0f9beff 
0fb013d 002769e 0fa4765 
0fb928d 0ff6fc5 0fad3ae 
0fb6d18 0ffb936 0faa576 
0fac56e 0029fc7 0f9fd48 
0fa85ce 00330e3 0f9c61e 
0fb0751 0025414 0fa4d94 
0fb98b5 0ff1329 0fada53 
0fb7455 0ff51a8 0faad48 
0facd49 0027e8c 0fa0539 
0fa8c2f 00329e5 0f9ccab 
0fb0d22 0022ef8 0fa537c 
0fb9ed9 0fecde4 0fae0f5 
0fb7b64 0ff03de 0fab4ed 
0fad54e 002589b 0fa0d73 
0fa9389 00321e8 0f9d43e 
0fb1438 00203a1 0fa5ab1 
0fba5b3 0fe8fe4 0fae836 
0fb82b6 0febbfc 0fabc97 
0fadd21 0022c8e 0fa1539 
0fa9b2a 0031901 0f9dbca 
0fb1b5b 001d508 0fa61d2 
0fbad80 0fe5d09 0faf077 
0fb8bbc 0fe7d82 0fac622 
0fae5a1 001fb6f 0fa1df1 
0faa351 0030f54 0f9e439 
0fb23f5 0019fc7 0fa6a9e 
0fbb614 0fe306b 0faf978 
0fb94ee 0fe483a 0facfa0 
0faef99 001c3c8 0fa27dd 
0faac8c 0030319 0f9ed7e 
0fb2c8c 001647f 0fa7338 
0fbbe9f 0fe07d6 0fb022e 
0fb9d9f 0fe1766 0fad894 
0faf90a 0018424 0fa315c 
0fab560 002f50d 0f9f65b 
0fb34f0 0012577 0fa7ba3 
0fbc6de 0fde528 0fb0aa0 
0fba6cb 0fdf069 0fae1eb 
0fb02ad 001413a 0fa3ae8 
0fabeb8 002e419 0f9ff9b 
0fb3da2 000e644 0fa845f 
0fbd041 0fdc9d5 0fb1445 
0fbb114 0fdd178 0faec73 
0fb0c88 000fb83 0fa44b2 
0fac76e 002d01d 0fa0837 
0fb461c 000a348 0fa8cd9 
0fbd8c1 0fdb125 0fb1d07 
0fbba2d 0fdb3b6 0faf5c8 
0fb16c2 000ab27 0fa4efb 
0fad18d 002b405 0fa1225 
0fb4f88 00058d5 0fa95fd 
0fbe26b 0fd9bfc 0fb2658 
0fbc539 0fd9bec 0fb004c 
0fb2202 0005670 0fa5967 
0fadbf0 00290f8 0fa1b3c 
0fb5951 0000f5e 0fa9ea2 
0fbece7 0fd8c91 0fb2fcf 
0fbd010 0fd8abf 0fb0a3b 
0fb2c81 00006be 0fa62ff 
0fae63c 002653c 0fa2459 
0fb61ac 0ffc840 0faa68b 
0fbf4b6 0fd8028 0fb37a1 
0fbd887 0fd7d4e 0fb12c6 
0fb3532 0ffb8c8 0fa6bd6 
0faedeb 0022f07 0fa2c42 
0fb6971 0ff828b 0faae68 
0fbfce4 0fd766a 0fb3ff3 
0fbe0c7 0fd7280 0fb1b25 
0fb3d09 0ff6aa8 0fa73ae 
0faf5a4 001e56d 0fa3374 
0fb7026 0ff3b42 0fab524 
0fc0355 0fd6ce5 0fb468d 
0fbe7fb 0fd6927 0fb2286 
0fb4508 0ff1a6d 0fa7bd6 
0fafe10 00172ea 0fa3b6e 
0fb7768 0fef299 0fabc6b 
0fc0b15 0fd6794 0fb4e6d 
0fbf016 0fd6429 0fb2acc 
0fb4c77 0fed54d 0fa8394 
0fb045a 0010928 0fa41f4 
0fb7d27 0feb98a 0fac2a0 
0fc10ec 0fd62cb 0fb54bb 
0fbf6ab 0fd5fab 0fb31d4 
0fb5341 0fe98c6 0fa8ac7 
0fb0a88 000a766 0fa483e 
0fb81dc 0fe88b4 0fac7ab 
0fc1655 0fd5f22 0fb5a77 
0fbfce8 0fd5c41 0fb3853 
0fb5963 0fe63cc 0fa9136 
0fb1057 0004a66 0fa4e31 
0fb8778 0fe5bc9 0facd93 
0fc1c79 0fd5ca4 0fb60cb 
0fc03fc 0fd5a5c 0fb3f8f 
0fb6016 0fe345b 0fa9820 
0fb16a2 0ffefc4 0fa5491 
0fb8d03 0fe3158 0fad350 
0fc2209 0fd59d2 0fb669f 
0fc0a61 0fd57ea 0fb4658 
0fb66fc 0fe06f9 0fa9f6c 
0fb1c68 0ff931b 0fa5aab 
0fb9223 0fe08b5 0fad8d6 
0fc2780 0fd56c0 0fb6c55 
0fc10b9 0fd557e 0fb4cd0 
0fb6d91 0fdddbb 0faa634 
0fb22fc 0ff38ec 0fa6149 
0fb9845 0fde433 0fadf0b 
0fc2e07 0fd5515 0fb7303 
0fc1743 0fd5409 0fb538e 
0fb73ab 0fdbd4c 0faaca5 
0fb2836 0fee9c9 0fa66cb 
0fb9cb4 0fdc679 0fae3ad 
0fc3306 0fd533d 0fb77fb 
0fc1ce3 0fd52a9 0fb5916 
0fb78b6 0fda389 0fab1bb 
0fb2c54 0fea3fd 0fa6b06 
0fba0f3 0fdae56 0fae80f 
0fc374d 0fd51bc 0fb7c67 
0fc217a 0fd5115 0fb5dd5 
0fb7d3f 0fd8e70 0fab670 
0fb3034 0fe6816 0fa6f12 
0fba3f3 0fd9ab7 0faeb14 
0fc3b00 0fd502c 0fb7fef 
0fc2620 0fd4ffd 0fb6249 
0fb8215 0fd7e8a 0fabb1b 
0fb33d2 0fe35d3 0fa72b5 
0fba68a 0fd8b46 0faedcf 
0fc3da4 0fd4e87 0fb82c2 
0fc2999 0fd4e70 0fb6609 
0fb85d2 0fd70a3 0fabf19 
0fb36f9 0fe07f8 0fa7616 
0fba9ec 0fd7f0f 0faf155 
0fc4108 0fd4dcb 0fb863b 
0fc2d82 0fd4dc9 0fb69f4 
0fb890c 0fd65e6 0fac272 
0fb392a 0fde18a 0fa7881 
0fbab84 0fd745b 0faf311 
0fc43af 0fd4cc3 0fb890f 
0fc3144 0fd4d32 0fb6dd8 
0fb8da9 0fd5df5 0fac71b 
0fb3d0d 0fdbe02 0fa7c86 
0fbae3b 0fd6b27 0faf5ba 
0fc4626 0fd4b97 0fb8b60 
0fc342b 0fd4bbf 0fb70a2 
0fb9097 0fd56dd 0faca08 
0fb3fc3 0fd9fff 0fa7f4e 
0fbb0dd 0fd6360 0faf86c 
0fc48ba 0fd4ac3 0fb8e0c 
0fc372d 0fd4ab2 0fb73cc 
0fb9310 0fd5198 0faccd3 
0fb40ac 0fd86b5 0fa80bb 
0fbb14e 0fd5b8f 0faf8b8 
0fc4a9a 0fd4962 0fb8f38 
0fc3a6d 0fd49c7 0fb7632 
0fb96e9 0fd4e40 0facfa0 
0fb43ae 0fd72da 0fa8293 
0fbb31f 0fd555c 0faf9ed 
0fc4cbb 0fd485a 0fb913d 
0fc3d22 0fd489b 0fb78d8 
0fb998b 0fd4a50 0fad225 
0fb4677 0fd5e00 0fa855b 
0fbb609 0fd4f73 0fafcd0 
0fc4fa1 0fd4791 0fb9430 
0fc40d5 0fd479c 0fb7cab 
0fb9d6d 0fd47b1 0fad636 
0fb4914 0fd4bf8 0fa8871 
0fbb878 0fd483a 0faff53 
0fc52fc 0fd4675 0fb9766 
0fc4538 0fd4684 0fb80e9 
0fba252 0fd4666 0fadb03 
0fb4cd7 0fd45f0 0fa8c9f 
0fbbc34 0fd4566 0fb034f 
0fc56ad 0fd44c9 0fb9b53 
0fc49a6 0fd44ee 0fb85a0 
0fba744 0fd4550 0fae01f 
0fb50e6 0fd44e5 0fa90c0 
0fbbfc3 0fd448a 0fb06e9 
0fc5a8e 0fd440e 0fb9f40 
0fc4e12 0fd443d 0fb8a12 
0fbab5d 0fd4476 0fae44e 
0fb5493 0fd4469 0fa948d 
0fbc2a2 0fd43f4 0fb09fa 
0fc5de0 0fd43ef 0fba2cc 
0fc51d0 0fd4428 0fb8ded 
0fbaef9 0fd4436 0fae7e8 
0fb57a7 0fd441e 0fa9794 
0fbc50e 0fd4392 0fb0c5e 
0fc60a3 0fd43b1 0fba59f 
0fc5593 0fd440f 0fb91d6 
0fbb2e7 0fd440c 0faec0f 
0fb5a92 0fd437d 0fa9ab9 
0fbc78b 0fd42fd 0fb0f12 
0fc634b 0fd42fd 0fba873 
0fc58e1 0fd4325 0fb953e 
0fbb659 0fd42eb 0faef6e 
0fb5da5 0fd42b7 0fa9db5 
0fbc9a5 0fd41e5 0fb1118 
0fc6579 0fd41a9 0fbaa98 
0fc5ba8 0fd41bc 0fb9806 
0fbb9d6 0fd4230 0faf2fa 
0fb5ffd 0fd41e8 0faa015 
0fbcb4a 0fd4125 0fb12c2 
0fc6763 0fd40f7 0fbac8c 
0fc5eaf 0fd416d 0fb9b1f 
0fbbc69 0fd4140 0faf57d 
0fb61e0 0fd40e1 0faa1d7 
0fbcd03 0fd40b8 0fb1462 
0fc691b 0fd4050 0fbae45 
0fc60f4 0fd40a1 0fb9d83 
0fbbfa4 0fd40ee 0faf8ce 
0fb6495 0fd4098 0faa474 
0fbcebe 0fd4023 0fb1620 
0fc6ba3 0fd4026 0fbb0db 
0fc6402 0fd3fd7 0fba074 
0fbc273 0fd3fc9 0fafb8f 
0fb66c2 0fd3fa4 0faa6a9 
0fbd022 0fd3f28 0fb1778 
0fc6d30 0fd3f16 0fbb28b 
0fc66e1 0fd3f4d 0fba3a4 
0fbc59a 0fd3f57 0fafef4 
0fb697d 0fd3f8f 0faa9a4 
0fbd263 0fd3f40 0fb1a08 
0fc6fba 0fd3f01 0fbb541 
0fc6a2a 0fd3ef7 0fba6ea 
0fbc93c 0fd3f23 0fb0275 
0fb6bde 0fd3ee2 0faabcc 
0fbd3ef 0fd3e69 0fb1b5f 
0fc720e 0fd3e97 0fbb756 
0fc6d33 0fd3e6d 0fba9be 
0fbcc71 0fd3e83 0fb056f 
0fb6e82 0fd3e5f 0faae35 
0fbd635 0fd3e39 0fb1d79 
0fc74b8 0fd3e9f 0fbba05 
0fc713c 0fd3eea 0fbadbc 
0fbd0c3 0fd3ef5 0fb09a4 
0fb724f 0fd3f15 0fab1d4 
0fbd922 0fd3eb9 0fb2033 
0fc7745 0fd3e6a 0fbbc56 
0fc7463 0fd3e61 0fbb0b3 
0fbd444 0fd3e73 0fb0cec 
0fb74b1 0fd3e37 0fab3fb 
0fbda7d 0fd3da9 0fb2155 
0fc7953 0fd3d82 0fbbe3d 
0fc77a6 0fd3dc3 0fbb3d9 
0fbd7b8 0fd3dc8 0fb1026 
0fb779f 0fd3dd2 0fab6a6 
0fbdd61 0fd3dfc 0fb240a 
0fc7c77 0fd3e1b 0fbc15b 
0fc7b6d 0fd3e50 0fbb7a1 
0fbdb95 0fd3e41 0fb1409 
0fb7a84 0fd3e0a 0fab998 
0fbdf28 0fd3dc9 0fb25da 
0fc7e6b 0fd3dc3 0fbc331 
0fc7e5c 0fd3e0f 0fbba6c 
0fbdee5 0fd3e23 0fb172e 
0fb7ca0 0fd3d99 0fabb6e 
0fbe0b5 0fd3da8 0fb2738 
0fc7fd0 0fd3d6d 0fbc489 
0fc8031 0fd3d65 0fbbc31 
0fbe169 0fd3def 0fb19a2 
0fb7eca 0fd3dbc 0fabd8d 
0fbe1d2 0fd3d7d 0fb284f 
0fc8199 0fd3dbf 0fbc667 
0fc82cb 0fd3dfd 0fbbefb 
0fbe39f 0fd3e20 0fb1bf9 
0fb8088 0fd3e3b 0fabf5f 
0fbe30d 0fd3e18 0fb29ad 
0fc829c 0fd3dc7 0fbc77f 
0fc84ab 0fd3deb 0fbc0dc 
0fbe613 0fd3e41 0fb1e6e 
0fb81ea 0fd3dfe 0fac0c7 
0fbe337 0fd3d7b 0fb29cd 
0fc8340 0fd3da1 0fbc838 
0fc8623 0fd3df4 0fbc267 
0fbe789 0fd3e12 0fb1fdd 
0fb82a5 0fd3ddf 0fac170 
0fbe2ca 0fd3d2b 0fb295f 
0fc82c3 0fd3d01 0fbc7ae 
0fc86bc 0fd3d83 0fbc301 
0fbe85a 0fd3da7 0fb20af 
0fb82a8 0fd3d78 0fac161 
0fbe1e0 0fd3cb5 0fb2868 
0fc8261 0fd3cc0 0fbc76a 
0fc86e5 0fd3cc5 0fbc347 
0fbe8c5 0fd3ce3 0fb212d 
0fb8260 0fd3c8b 0fac11d 
0fbe1e6 0fd3c5e 0fb2877 
0fc82f5 0fd3cbe 0fbc810 
0fc8891 0fd3d2f 0fbc4ff 
0fbeabb 0fd3d5d 0fb2324 
0fb840c 0fd3d5d 0fac2d9 
0fbe2ab 0fd3cfc 0fb2949 
0fc83ae 0fd3d19 0fbc8d9 
0fc8a1e 0fd3d9c 0fbc6ba 
0fbec5e 0fd3d91 0fb24ea 
0fb8459 0fd3d02 0fac331 
0fbe250 0fd3cb1 0fb28f6 
0fc8380 0fd3cf6 0fbc8b8 
0fc8a2f 0fd3d1a 0fbc6c4 
0fbec93 0fd3cf2 0fb250e 
0fb8430 0fd3ca1 0fac2fb 
0fbe1c3 0fd3c9a 0fb2863 
0fc82c9 0fd3c61 0fbc7f7 
0fc8a23 0fd3c81 0fbc6a7 
0fbecfb 0fd3c9a 0fb2548 
0fb8463 0fd3c89 0fac2e0 
0fbe12b 0fd3c33 0fb2791 
0fc82cc 0fd3c18 0fbc7de 
0fc8b3d 0fd3c92 0fbc7b6 
0fbee8d 0fd3cf2 0fb26e7 
0fb8581 0fd3cba 0fac422 
0fbe264 0fd3cb1 0fb28f4 
0fc842d 0fd3cab 0fbc964 
0fc8d1e 0fd3cf2 0fbc9b1 
0fbf0d7 0fd3d66 0fb2944 
0fb87b1 0fd3d7d 0fac664 
0fbe393 0fd3cf7 0fb2a2e 
0fc8556 0fd3cba 0fbca9a 
0fc8ece 0fd3cc6 0fbcb66 
0fbf24b 0fd3ca7 0fb2aa6 
0fb87c7 0fd3bff 0fac64d 
0fbe329 0fd3bb8 0fb2999 
0fc8566 0fd3bf0 0fbca9e 
0fc900b 0fd3c84 0fbccb1 
0fbf3a0 0fd3c5b 0fb2bf5 
0fb88ad 0fd3c06 0fac732 
0fbe375 0fd3bdb 0fb2a05 
0fc857e 0fd3bc6 0fbcae4 
0fc9089 0fd3c31 0fbcd63 
0fbf4b8 0fd3c7c 0fb2d45 
0fb8907 0fd3c02 0fac7a1 
0fbe397 0fd3c16 0fb2a21 
0fc8605 0fd3bfa 0fbcb53 
0fc918e 0fd3c1d 0fbce2e 
0fbf665 0fd3ca7 0fb2ea5 
0fb8b13 0fd3cf7 0fac966 
0fbe4b1 0fd3cd1 0fb2b03 
0fc8758 0fd3ceb 0fbcc95 
0fc93bb 0fd3d3f 0fbd04d 
0fbf853 0fd3d6a 0fb3073 
0fb8c0a 0fd3d55 0faca33 
0fbe4a0 0fd3cd6 0fb2aca 
0fc872d 0fd3c92 0fbcc43 
0fc9464 0fd3cd1 0fbd0e5 
0fbf952 0fd3cfb 0fb316e 
0fb8c37 0fd3cd6 0faca65 
0fbe44e 0fd3c9d 0fb2a85 
0fc8720 0fd3c6d 0fbcc54 
0fc957b 0fd3ce0 0fbd228 
0fbfae9 0fd3d36 0fb3330 
0fb8d2c 0fd3d2c 0facb84 
0fbe482 0fd3ce7 0fb2ae9 
0fc875a 0fd3c83 0fbccb4 
0fc95eb 0fd3c7c 0fbd2ad 
0fbfbb1 0fd3cf6 0fb33fb 
0fb8ce4 0fd3c98 0facb20 
0fbe304 0fd3bc6 0fb293a 
0fc8602 0fd3b68 0fbcb1f 
0fc954c 0fd3b76 0fbd1d6 
0fbfad3 0fd3b6c 0fb32d5 
0fb8bd5 0fd3b53 0fac9b7 
0fbe1b2 0fd3afb 0fb279d 
0fc84ec 0fd3adb 0fbc9da 
0fc951c 0fd3b3c 0fbd189 
0fbfb5b 0fd3b93 0fb3345 
0fb8c04 0fd3bc1 0fac9df 
0fbe177 0fd3bd2 0fb2782 
0fc859a 0fd3c59 0fbcae1 
0fc9649 0fd3c54 0fbd30c 
0fbfc2f 0fd3c12 0fb3461 
0fb8bc3 0fd3bd9 0fac9df 
0fbe077 0fd3bdd 0fb26be 
0fc8445 0fd3bce 0fbc9c4 
0fc9639 0fd3c2e 0fbd330 
0fbfcd9 0fd3c48 0fb352d 
0fb8bf8 0fd3c0d 0faca15 
0fbdff5 0fd3bca 0fb2634 
0fc83d3 0fd3b8c 0fbc93d 
0fc9655 0fd3b85 0fbd32f 
0fbfdcd 0fd3bf8 0fb360e 
0fb8d3b 0fd3c69 0facb68 
0fbe0a5 0fd3c2c 0fb26e5 
0fc8478 0fd3bae 0fbc9df 
0fc9865 0fd3c31 0fbd54c 
0fbffce 0fd3c2e 0fb37e7 
0fb8dfc 0fd3c0c 0facbcc 
0fbe0a9 0fd3be4 0fb26aa 
0fc84cd 0fd3bb3 0fbca0a 
0fc98f5 0fd3bc0 0fbd59e 
0fc00ca 0fd3bb9 0fb38c2 
0fb8e88 0fd3bb2 0facc41 
0fbe0df 0fd3be3 0fb26b8 
0fc851a 0fd3b9c 0fbca45 
0fc9a1d 0fd3bc4 0fbd6cb 
0fc0274 0fd3c10 0fb3a62 
0fb8f3a 0fd3be3 0faccf9 
0fbe075 0fd3bcd 0fb267b 
0fc84e1 0fd3b8e 0fbca4b 
0fc9af9 0fd3bfe 0fbd7e8 
0fc03c5 0fd3c60 0fb3bf5 
0fb9027 0fd3c32 0face0b 
0fbe0a5 0fd3c00 0fb26c7 
0fc8599 0fd3c21 0fbcb25 
0fc9c48 0fd3c88 0fbd957 
