0fe79e3 0fbc84f 001779c 
0fe5307 0fc3a60 00182b6 
0fd5e6e 0fc0733 000a9c8 
0fcf9c6 0fb9e44 0004632 
0fdb6ca 0fb91f6 000e327 
0fe88b4 0fbf207 001a508 
0fe528a 0fc3ac7 00183e2 
0fd5d44 0fc07ce 000ab6b 
0fcf7ee 0fb9eec 00046d7 
0fdb6db 0fb9250 000e3ef 
0fe8a75 0fbf1d6 001a5a2 
0fe553d 0fc3b27 001843e 
0fd6078 0fc08d7 000ab56 
0fcf996 0fb9fec 000459b 
0fdb53c 0fb9291 000e155 
0fe8864 0fbf15e 001a450 
0fe543d 0fc3abe 001846c 
0fd6006 0fc08bb 000ac06 
0fcf96d 0fba07c 000458b 
0fdb5eb 0fb9397 000e08a 
0fe8a73 0fbf33f 001a339 
0fe577a 0fc3d9f 00184bd 
0fd6308 0fc0cf8 000ad5d 
0fcfab2 0fba405 00046ad 
0fdb51f 0fb9635 000e05f 
0fe8a44 0fbf5e4 001a361 
0fe58bc 0fc4080 00184f6 
0fd642c 0fc0f3c 000ab83 
0fcfab8 0fba691 00042f0 
0fdb52a 0fb98ba 000dd2e 
0fe891d 0fbf839 001a08a 
0fe563d 0fc42d7 00182e3 
0fd6164 0fc125f 000ab27 
0fcf694 0fba992 00042b6 
0fdb077 0fb9ac3 000db9b 
0fe87a3 0fbfa13 0019fea 
0fe5936 0fc459e 00184ab 
0fd668b 0fc15b8 000adee 
0fcfb1b 0fbacc9 0004581 
0fdb418 0fb9df6 000ded8 
0fe89ba 0fbfd4e 001a32a 
0fe5b4a 0fc4977 00187e4 
0fd6769 0fc19ed 000ae86 
0fcfa3e 0fbb0df 00042a2 
0fdb36e 0fba13f 000da26 
0fe8ada 0fc0046 0019e95 
0fe5e0e 0fc4ccb 00185b3 
0fd69e5 0fc1d7b 000aeee 
0fcf9d5 0fbb450 0004395 
0fdb05b 0fba4a0 000d9e5 
0fe87a6 0fc03d1 0019f15 
0fe5af6 0fc5014 00185d1 
0fd679a 0fc215b 000ad41 
0fcf7af 0fbb7cd 00040ee 
0fdaec3 0fba740 000d7ea 
0fe863d 0fc05ed 0019dc9 
0fe5acb 0fc5312 00186e3 
0fd68c5 0fc2558 000b07d 
0fcf7e6 0fbbbe9 000431d 
0fdadf0 0fbaadf 000d785 
0fe877a 0fc08af 0019d4c 
0fe5e88 0fc5572 00186ca 
0fd6c9b 0fc2807 000afd1 
0fcf9c2 0fbbe87 000414f 
0fdadf0 0fbac86 000d5ef 
0fe8798 0fc0a3e 0019d69 
0fe5f1c 0fc578a 0018848 
0fd6d9b 0fc2a26 000b159 
0fcf8e3 0fbc0c8 000402b 
0fdabf2 0fbaebd 000d271 
0fe85da 0fc0c3d 00198a8 
0fe5e4a 0fc59c8 0018446 
0fd6d4e 0fc2cda 000aed6 
0fcf689 0fbc3b3 0003d82 
0fda935 0fbb157 000d075 
0fe8430 0fc0ea4 001989b 
0fe5dce 0fc5bf2 0018511 
0fd6c34 0fc2f1a 000ad35 
0fcf4a3 0fbc5da 0003ac8 
0fda7fa 0fbb292 000cd5d 
0fe8451 0fc0ef8 00195e7 
0fe5e9e 0fc5cf6 0018378 
0fd6db1 0fc310b 000ad2d 
0fcf606 0fbc796 0003aad 
0fda8d0 0fbb429 000ccc2 
0fe84e7 0fc10f5 00194d4 
0fe604c 0fc5ef3 00182a8 
0fd7045 0fc32b6 000ad6f 
0fcf791 0fbc93b 0003abd 
0fda7dd 0fbb620 000cb97 
0fe83ca 0fc12b8 001944e 
0fe6013 0fc6150 00183dd 
0fd6fdf 0fc359f 000ae26 
0fcf5de 0fbcb49 0003a74 
0fda67f 0fbb77d 000ca57 
0fe8398 0fc1407 00192e1 
0fe612a 0fc627e 0018289 
0fd711f 0fc3636 000ac54 
0fcf589 0fbcc5c 0003709 
0fda428 0fbb78b 000c601 
0fe81a9 0fc135e 0018f89 
0fe603b 0fc6223 001805f 
0fd71b6 0fc3785 000abb6 
0fcf784 0fbce3f 000386b 
0fda54c 0fbb8d6 000c766 
0fe82cd 0fc156b 00191da 
0fe622a 0fc648a 0018534 
0fd7230 0fc39cb 000b08d 
0fcf4e2 0fbcff1 0003bdc 
0fda2ab 0fbba44 000caaf 
0fe8117 0fc1527 00194c5 
0fe61e0 0fc643a 0018856 
0fd72b8 0fc3a96 000b31b 
0fcf40d 0fbd0ac 0003c86 
0fda0a4 0fbba39 000caed 
0fe7f5e 0fc15a4 00195bd 
0fe60a2 0fc6571 001899d 
0fd7253 0fc3c4d 000b46c 
0fcf24b 0fbd1ef 0003cbc 
0fd9e8e 0fbbb42 000c97c 
0fe7f68 0fc1673 0019478 
0fe6347 0fc66d2 0018a76 
0fd7531 0fc3e13 000b6db 
0fcf398 0fbd3e9 0003f53 
0fd9e63 0fbbc2e 000cc04 
0fe7ea0 0fc16b4 0019751 
0fe627d 0fc678f 0018d19 
0fd756a 0fc3f6a 000b885 
0fcf418 0fbd54d 0003f45 
0fd9f58 0fbbd51 000cb10 
0fe80ff 0fc17d8 0019757 
0fe658c 0fc68b1 0018ee3 
0fd783e 0fc40c4 000bb9c 
0fcf528 0fbd686 0004152 
0fd9de6 0fbbe28 000cb8d 
0fe801b 0fc185e 001985f 
0fe66cb 0fc6a01 00190ff 
0fd7a5d 0fc4297 000be3d 
0fcf5bb 0fbd83a 000438a 
0fd9e09 0fbbfd0 000ce2d 
0fe804d 0fc19f0 0019aa5 
0fe66e9 0fc6b3a 001935b 
0fd79fd 0fc4411 000bf9c 
0fcf50b 0fbda15 00044ad 
0fd9bf2 0fbc0de 000cdc1 
0fe7dfb 0fc1a9f 0019a2d 
0fe6674 0fc6ca9 00194b3 
0fd7a0c 0fc454d 000c188 
0fcf3b5 0fbdae5 00045cc 
0fd9a3a 0fbc191 000ce92 
0fe7d8a 0fc1af8 0019ba7 
0fe67d7 0fc6d17 0019711 
0fd7bcf 0fc46b7 000c357 
0fcf463 0fbdc5e 00045ae 
0fd9aa7 0fbc285 000cd7c 
0fe7f03 0fc1c1d 0019b44 
0fe69b6 0fc6ec1 0019797 
0fd7e7b 0fc494e 000c533 
0fcf634 0fbdf1f 00047ed 
0fd9a9e 0fbc467 000ce9e 
0fe7e0f 0fc1dcc 0019b7d 
0fe691a 0fc70f0 001979c 
0fd7de6 0fc4bc0 000c3d9 
0fcf369 0fbe1aa 00044f0 
0fd9624 0fbc74f 000ca12 
0fe7b44 0fc2035 0019782 
0fe67eb 0fc7301 001951a 
0fd7f2e 0fc4e1c 000c395 
0fcf4d4 0fbe473 000449b 
0fd9688 0fbc952 000c993 
0fe7bc6 0fc21fc 001974e 
0fe6a7a 0fc757d 0019714 
0fd81e8 0fc519b 000c62d 
0fcf511 0fbe76c 00045af 
0fd9521 0fbcb53 000c9a4 
0fe7bc2 0fc2373 00197fe 
0fe6b57 0fc775c 001979f 
0fd8383 0fc5356 000c6aa 
0fcf585 0fbe8fc 00044e7 
0fd94ec 0fbcc91 000c7d6 
0fe7b48 0fc246d 00195f9 
0fe6a8a 0fc78cf 00196b7 
0fd836a 0fc5562 000c6d2 
0fcf41a 0fbeb20 000455c 
0fd921e 0fbce2b 000c822 
0fe79c0 0fc25e7 0019699 
0fe6bb0 0fc7a38 00198ba 
0fd84c6 0fc572d 000c7b3 
0fcf348 0fbeca2 00043ee 
0fd8fe5 0fbcf59 000c596 
0fe78d7 0fc270b 001953c 
0fe6b0b 0fc7b92 00197b3 
0fd8520 0fc58f8 000c723 
0fcf310 0fbee96 000430b 
0fd8ee6 0fbd10e 000c457 
0fe7918 0fc27e9 0019465 
0fe6d77 0fc7cea 001994b 
0fd86fd 0fc5ad8 000c889 
0fcf308 0fbf05d 00043dd 
0fd8cab 0fbd23b 000c428 
0fe77e0 0fc2977 001951a 
0fe6cb2 0fc7ea0 00199aa 
0fd86a2 0fc5c94 000c87b 
0fcf29f 0fbf260 000430e 
0fd8c8d 0fbd3b9 000c2f4 
0fe78d5 0fc29e0 0019463 
0fe6e39 0fc7f9d 0019a88 
0fd88d7 0fc5e0e 000ca88 
0fcf3c7 0fbf313 0004433 
0fd8b9a 0fbd3b2 000c2e8 
0fe7746 0fc2a21 00193a0 
0fe6e39 0fc7f65 0019a81 
0fd89ff 0fc5e9c 000cb0d 
0fcf35a 0fbf394 00042b3 
0fd8a73 0fbd3a7 000c0fe 
0fe76cf 0fc298f 0019282 
0fe6f3b 0fc800d 0019aac 
0fd8ad8 0fc5fbf 000cb65 
0fcf33e 0fbf4b1 00043b0 
0fd898e 0fbd4cc 000c164 
0fe76fd 0fc2aae 0019343 
0fe7059 0fc80aa 0019cca 
0fd8c8f 0fc606a 000ce32 
0fcf570 0fbf5b8 000455b 
0fd89b4 0fbd533 000c094 
0fe76b4 0fc2ab6 00191e2 
0fe7139 0fc8151 0019c65 
0fd8d4d 0fc6183 000cdcb 
0fcf41e 0fbf670 0004509 
0fd8870 0fbd5a5 000c160 
0fe75a7 0fc2a4d 0019332 
0fe71b7 0fc80cd 0019f2a 
0fd8e0f 0fc6147 000d0dd 
0fcf318 0fbf612 00044ca 
0fd84f3 0fbd54a 000be94 
0fe72fa 0fc29db 001907b 
0fe7018 0fc80b8 0019d73 
0fd8cba 0fc61c1 000cef0 
0fcf258 0fbf67c 000443d 
0fd842f 0fbd4c6 000be3a 
0fe728f 0fc2974 001902f 
0fe7086 0fc8027 0019d87 
0fd8d79 0fc619b 000cf66 
0fcf13a 0fbf6c3 00042f5 
0fd8253 0fbd47b 000bc5e 
0fe718b 0fc28c0 0018f2c 
0fe700d 0fc802e 0019d3c 
0fd8dcb 0fc6259 000cfb5 
0fcf1ec 0fbf78d 0004374 
0fd81c6 0fbd564 000bc37 
0fe706f 0fc2930 0018ec0 
0fe6ffe 0fc80c8 0019d65 
0fd8e97 0fc6383 000d033 
0fcf1f0 0fbf8c8 0004376 
0fd80db 0fbd586 000bad9 
0fe7172 0fc2918 0018e0d 
0fe728d 0fc819f 0019e4c 
0fd906a 0fc6464 000d15a 
0fcf219 0fbf90f 0004297 
0fd7f9f 0fbd5b4 000b907 
0fe6f82 0fc2933 0018b62 
0fe7127 0fc8176 0019b76 
0fd900c 0fc64c6 000cead 
0fcf15a 0fbf9d5 000406d 
0fd7e05 0fbd66b 000b6dd 
0fe708f 0fc29d1 0018bf6 
0fe740a 0fc826e 0019e66 
0fd92ac 0fc6638 000d267 
0fcf31e 0fbfb32 0004293 
0fd7e85 0fbd704 000b74c 
0fe6ee3 0fc2a12 0018a73 
0fe72ae 0fc823e 0019cbb 
0fd923e 0fc65fb 000d1be 
0fcf1a2 0fbfad5 0004223 
0fd7d09 0fbd6b9 000b7c8 
0fe6e0b 0fc2948 0018b68 
0fe72e1 0fc820c 0019df8 
0fd924e 0fc65f4 000d1da 
0fcf152 0fbfb46 000409c 
0fd7b1d 0fbd6ef 000b46a 
0fe6d0b 0fc2995 00188be 
0fe72cc 0fc8261 0019dc1 
0fd9268 0fc66e8 000d2a7 
0fcf095 0fbfc17 0004248 
0fd799e 0fbd6ed 000b666 
0fe6cf7 0fc2905 0018b1c 
0fe7477 0fc81ce 0019fc3 
0fd9535 0fc66d7 000d492 
0fcf39c 0fbfbd7 00042d9 
0fd7bad 0fbd5d2 000b545 
0fe6d83 0fc27f8 00189d6 
0fe7450 0fc8180 0019f7e 
0fd9460 0fc6707 000d44f 
0fcf15b 0fbfc34 0004160 
0fd79ce 0fbd61b 000b3e8 
0fe6dd8 0fc283e 0018888 
0fe7734 0fc822f 0019f30 
0fd9877 0fc6818 000d599 
0fcf5ca 0fbfd88 00042dc 
0fd7b14 0fbd690 000b318 
0fe6b80 0fc2723 001862e 
0fe7695 0fc80e6 0019e6b 
0fd98a9 0fc6766 000d5ad 
0fcf5fc 0fbfcaa 00042b9 
0fd7ba9 0fbd4d8 000b396 
0fe6f13 0fc25f6 0018947 
0fe7a8f 0fc809d 001a21c 
0fd9b27 0fc679c 000d7a3 
0fcf609 0fbfd64 0004115 
0fd7a0d 0fbd5ce 000af06 
0fe6db0 0fc263a 0018361 
0fe7930 0fc8083 0019c39 
0fd9a53 0fc6791 000d362 
0fcf555 0fbfcbd 0003e82 
0fd7833 0fbd48a 000adad 
0fe6b7a 0fc2503 0018359 
0fe778d 0fc7ff6 0019cdb 
0fd99c7 0fc67d7 000d3d0 
0fcf474 0fbfd24 0003df0 
0fd77c7 0fbd4c4 000ab99 
0fe6ce3 0fc257d 0018103 
0fe7a6a 0fc80bf 0019c4b 
0fd9ceb 0fc68b0 000d4eb 
0fcf5e0 0fbfddd 0003e82 
0fd7631 0fbd53d 000aad1 
0fe6993 0fc25ef 0017fb9 
0fe77a7 0fc8116 0019b03 
0fd9a9d 0fc6956 000d2ee 
0fcf3c0 0fbfeed 0003bc6 
0fd73c4 0fbd5de 000a7c3 
0fe69b4 0fc25e1 0017ebb 
0fe7a83 0fc8179 0019d30 
0fd9ce2 0fc6a42 000d57b 
0fcf491 0fc000a 0003d8f 
0fd7374 0fbd6e0 000a943 
0fe6942 0fc2619 0017fc1 
0fe7af8 0fc8220 0019e8f 
0fd9ead 0fc6b41 000d809 
0fcf5e0 0fc00d9 0004011 
0fd72cf 0fbd6a2 000aaa8 
0fe673b 0fc2569 0018030 
0fe79b9 0fc8188 0019ff7 
0fd9eec 0fc6be2 000dab5 
0fcf51f 0fc0136 000410d 
0fd7247 0fbd6e9 000aae5 
0fe6887 0fc2624 0018194 
0fe7c2c 0fc821b 001a219 
0fda162 0fc6ca4 000dcbd 
0fcf735 0fc02bb 0004322 
0fd7223 0fbd7f5 000ab23 
0fe67c9 0fc2675 00180e7 
0fe7c3a 0fc832e 001a19c 
0fda190 0fc6e1e 000dc65 
0fcf661 0fc0446 00041fd 
0fd6fb0 0fbd947 000a955 
0fe6670 0fc277e 0018031 
0fe7c65 0fc83f1 001a313 
0fda272 0fc6fd1 000de31 
0fcf645 0fc0576 0004180 
0fd6ed7 0fbda0c 000a68b 
0fe66e9 0fc277b 0017d5a 
0fe7e0b 0fc83f0 001a098 
0fda425 0fc6fb1 000dc32 
0fcf776 0fc0572 00040d2 
0fd6ea6 0fbd94b 000a70f 
0fe6556 0fc26b4 0017e0c 
0fe7cd6 0fc83e1 001a253 
0fda39a 0fc706f 000ddd5 
0fcf592 0fc0642 000401b 
0fd6b69 0fbd9a6 000a4bc 
0fe6378 0fc26c0 0017c2c 
0fe7cf9 0fc8459 001a20f 
0fda4be 0fc710b 000debd 
0fcf55a 0fc065e 00040d6 
0fd699f 0fbd995 000a41b 
0fe621f 0fc262d 0017bbf 
0fe7c39 0fc82fb 001a24e 
0fda414 0fc7046 000dee9 
0fcf584 0fc061d 00040c3 
0fd6a3d 0fbd85b 000a437 
0fe631b 0fc2490 0017bea 
0fe7e70 0fc8228 001a2f5 
0fda645 0fc6fd6 000dff6 
0fcf68d 0fc05b9 00040a0 
0fd6968 0fbd7cc 000a1ca 
0fe6313 0fc2400 00179e0 
0fe805f 0fc81e4 001a389 
0fda7ed 0fc6fe3 000e23e 
0fcf81f 0fc05d0 000434f 
0fd6a91 0fbd74e 000a484 
0fe6327 0fc2308 0017c09 
0fe7f60 0fc8126 001a392 
0fda6bf 0fc6f6b 000dff8 
0fcf5e1 0fc04fc 0003eb6 
0fd6850 0fbd5c8 0009fa1 
0fe6260 0fc21bb 00177ce 
0fe80b0 0fc80df 001a1e5 
0fda9e0 0fc7027 000e1d8 
0fcf84d 0fc05fa 0004162 
0fd6826 0fbd649 000a0a0 
0fe6230 0fc2187 00179b8 
0fe81f8 0fc8022 001a51c 
0fdab1c 0fc6ff0 000e467 
0fcf922 0fc0605 0004237 
0fd682e 0fbd678 000a090 
0fe6158 0fc218c 0017927 
0fe819e 0fc805c 001a53a 
0fdab69 0fc708d 000e557 
0fcf8de 0fc06c9 0004288 
0fd677e 0fbd690 000a080 
0fe6150 0fc212e 0017926 
0fe82d2 0fc8090 001a652 
0fdad9a 0fc719c 000e77c 
0fcf9c2 0fc087d 00043e8 
0fd650d 0fbd7ae 0009fa4 
0fe5edd 0fc21d8 001775d 
0fe8241 0fc815f 001a548 
0fdacff 0fc72c9 000e5ff 
0fcf8ef 0fc0930 0004197 
0fd6498 0fbd8c8 0009d7f 
0fe5fdd 0fc230b 0017712 
0fe8467 0fc8294 001a7a0 
0fdaefc 0fc7487 000e906 
0fcf865 0fc0ad9 00043d8 
0fd609e 0fbd996 0009e12 
0fe5b9d 0fc234e 0017649 
0fe8095 0fc82f5 001a5f0 
0fdadfb 0fc7556 000e88b 
0fcf8c7 0fc0c85 0004366 
0fd5f72 0fbdace 0009c97 
0fe5b7a 0fc23f9 0017648 
0fe8253 0fc83de 001a852 
0fdb041 0fc76e1 000eb59 
0fcfa0a 0fc0def 00044bf 
0fd5fe5 0fbdb43 0009cc0 
0fe5c76 0fc2427 001757b 
0fe844c 0fc843d 001a757 
0fdb1e1 0fc7730 000ea1b 
0fcfa1e 0fc0e33 00042c3 
0fd5e10 0fbdb72 0009a95 
0fe5a37 0fc247f 0017439 
0fe8377 0fc8511 001a823 
0fdb191 0fc78b5 000eab6 
0fcf9d8 0fc0f0f 00042f7 
0fd5d6e 0fbdc01 0009a15 
0fe5a78 0fc240b 0017361 
0fe837a 0fc84a2 001a6a7 
0fdb162 0fc7899 000e983 
0fcf96e 0fc0f68 000425b 
0fd5a11 0fbdbd5 000982e 
0fe5623 0fc2397 00170b9 
0fe81c0 0fc8461 001a639 
0fdb1e3 0fc787a 000ebc8 
0fcf9b7 0fc0f6a 00043c9 
0fd59dc 0fbdb31 000987b 
0fe5746 0fc2217 001720f 
0fe83d2 0fc8269 001a833 
0fdb2ba 0fc76c3 000ec98 
0fcf9f6 0fc0dce 00043d1 
0fd5b9a 0fbd922 0009877 
0fe5956 0fc2044 00172a7 
0fe8604 0fc8086 001aa1a 
0fdb4b8 0fc7555 000ef92 
0fcfa28 0fc0c68 0004586 
0fd59b5 0fbd755 000984d 
0fe5692 0fc1e12 00171ce 
0fe84e8 0fc7eed 001aa25 
0fdb49f 0fc7484 000f060 
0fcf9ba 0fc0afb 00045a8 
0fd5a34 0fbd56a 0009969 
0fe56de 0fc1b74 0017331 
0fe8468 0fc7c3b 001ab27 
0fdb2dc 0fc71e3 000f02c 
0fcf758 0fc0949 00043c7 
0fd5534 0fbd3b0 000947f 
0fe52c2 0fc1948 0016e0b 
0fe82ff 0fc79d0 001a76c 
0fdb356 0fc6fab 000ee85 
0fcf8f0 0fc0792 00043f1 
0fd580d 0fbd1d1 000957b 
0fe541f 0fc173e 0016e69 
0fe8490 0fc7825 001a863 
0fdb490 0fc6ec0 000efcf 
0fcf98f 0fc06b6 00043f9 
0fd5711 0fbcfea 000943d 
0fe541f 0fc1485 0016e60 
0fe85a2 0fc7628 001a967 
0fdb58b 0fc6daf 000f106 
0fcf856 0fc055f 000436f 
0fd5493 0fbce05 0009217 
0fe5218 0fc12d7 0016bd7 
0fe8549 0fc747e 001a7ce 
0fdb61e 0fc6c3c 000f035 
0fcfa7b 0fc04c1 0004396 
0fd5725 0fbcd50 0009216 
0fe5334 0fc1278 0016bcc 
0fe85e0 0fc74ef 001a83d 
0fdb617 0fc6d4d 000f01e 
0fcf889 0fc057a 0004154 
0fd52eb 0fbcddf 0008dc1 
0fe507c 0fc1220 0016736 
0fe865b 0fc74d0 001a4f8 
0fdb8be 0fc6e29 000eefd 
0fcfacd 0fc069f 0004107 
0fd546b 0fbcde2 0008ef5 
0fe516a 0fc121f 0016929 
0fe87e7 0fc7528 001a862 
0fdb9b3 0fc6e8e 000f259 
0fcfc50 0fc0716 0004379 
0fd56b4 0fbcf09 0008fbf 
0fe54fb 0fc139a 0016a84 
0fe8b40 0fc76f3 001a973 
0fdbcf1 0fc7114 000f350 
0fcfddd 0fc0a20 0004331 
0fd540b 0fbd0eb 0008c97 
0fe50a9 0fc14e9 0016579 
0fe887d 0fc7884 001a578 
0fdbc22 0fc7317 000f097 
0fcfc57 0fc0bcd 0004048 
0fd51ad 0fbd29b 0008a50 
0fe4f5e 0fc157f 0016496 
0fe877b 0fc78cb 001a58b 
0fdbb6b 0fc73bb 000f062 
0fcfb25 0fc0cd6 0003f3e 
0fd505b 0fbd391 0008881 
0fe4f2b 0fc16a5 00161f3 
0fe899e 0fc7a32 001a3a1 
0fdbe92 0fc7585 000efb1 
0fcfe18 0fc0ec3 0003f23 
0fd5225 0fbd573 0008826 
0fe5028 0fc1874 0016161 
0fe89c9 0fc7b48 001a2c4 
0fdbf23 0fc769d 000eee7 
0fcfedb 0fc1003 0003e3e 
0fd51de 0fbd622 000864f 
0fe5092 0fc190d 001607a 
0fe8aac 0fc7c71 001a2a8 
0fdc020 0fc784d 000ef90 
0fcfea2 0fc11ba 0003e4a 
0fd4fba 0fbd7f5 0008539 
0fe4e58 0fc1998 0015ede 
0fe8a0a 0fc7c8a 001a297 
0fdc045 0fc7861 000f05b 
0fcfdd6 0fc115b 0003f4c 
0fd4c86 0fbd652 000856c 
0fe4a0c 0fc17d4 0015eca 
0fe8769 0fc7b42 001a3f5 
0fdbe9d 0fc77aa 000f202 
0fcfbf2 0fc1066 0003fdf 
0fd4b5b 0fbd536 000859e 
0fe4ace 0fc16c0 0015fbb 
0fe88cb 0fc79fa 001a620 
0fdbf74 0fc76c5 000f4db 
0fcfc43 0fc104f 00042ee 
0fd48f0 0fbd46a 000875d 
0fe48d5 0fc155c 00161a3 
0fe8954 0fc78e4 001a8c4 
0fdc1e0 0fc75ba 000f82d 
0fcff91 0fc0f25 000448d 
0fd4da9 0fbd31c 0008866 
0fe4c22 0fc13b2 00162c0 
0fe8c12 0fc7762 001aaf6 
0fdc439 0fc757d 000fbad 
0fcfff5 0fc0eca 000473a 
0fd4b42 0fbd1d0 0008845 
0fe4a01 0fc11dd 00161dc 
0fe8a9a 0fc75fa 001a945 
0fdc2e1 0fc7462 000f8d2 
0fcff5b 0fc0ec3 000449d 
0fd4a15 0fbd197 0008622 
0fe48a2 0fc10f2 0016062 
0fe8b0e 0fc7550 001aa82 
0fdc3f4 0fc73f0 000fb01 
0fcff3c 0fc0dd5 00044f0 
0fd49c9 0fbd01f 000852b 
0fe49e9 0fc0fc3 0015fd0 
0fe8e4a 0fc7474 001ab22 
0fdc7b4 0fc73b6 000fd69 
0fd01f0 0fc0e8b 000471d 
0fd4a74 0fbd05f 000864b 
0fe48ee 0fc0efd 001602c 
0fe8da2 0fc7409 001ab81 
0fdc789 0fc73f9 000fda5 
0fd0278 0fc0e77 0004753 
0fd4a32 0fbcfd7 0008516 
0fe489f 0fc0def 0015f82 
0fe8ddd 0fc72cf 001acc3 
0fdc7d1 0fc73e8 0010038 
0fd0042 0fc0eb6 0004872 

