0fabc17 0fa2b4b 0fa0fb6 
0fb3179 0fa91cc 0fa8178 
0fb0df0 0fa6bf0 0fa60de 
0fb4a35 0faa4a8 0fa9f64 
0fb8c69 0fae6fe 0fae023 
0fb7472 0fad2b4 0fac512 
0fb1bc7 0fa7c28 0fa6bdf 
0faf777 0fa5588 0fa4a84 
0fb3390 0fa8e1e 0fa88db 
0fb7616 0fad0d4 0fac9da 
0fb5dd3 0fabc45 0faae71 
0fb04f9 0fa6592 0fa550e 
0fae038 0fa3e87 0fa3338 
0fb1b6b 0fa7630 0fa70a6 
0fb5d4e 0fab83f 0fab107 
0fb4551 0faa3f2 0fa95e3 
0faeca4 0fa4d6a 0fa3cae 
0fac79b 0fa2612 0fa1a9b 
0fb02c0 0fa5da5 0fa5800 
0fb4521 0faa01b 0fa98d4 
0fb2cb3 0fa8b4c 0fa7d43 
0fad372 0fa3418 0fa2377 
0faae22 0fa0c7b 0fa011b 
0fae894 0fa4364 0fa3dee 
0fb2a53 0fa853e 0fa7e44 
0fb116e 0fa6ff5 0fa6243 
0fab888 0fa192f 0fa08c6 
0fa936a 0f9f1c9 0f9e695 
0facdd3 0fa28a5 0fa2336 
0fb0fbd 0fa6aa8 0fa6397 
0faf784 0fa5614 0fa4834 
0fa9e4d 0f9fefc 0f9ee5f 
0fa78be 0f9d724 0f9cbb8 
0fab2ce 0fa0da8 0fa0818 
0faf464 0fa4f55 0fa4830 
0fadbf9 0fa3a90 0fa2cac 
0fa82f7 0f9e3b2 0f9d322 
0fa5d3c 0f9bba5 0f9b048 
0fa97c3 0f9f2a1 0f9ed17 
0fad93f 0fa3423 0fa2d0e 
0fac157 0fa1fd4 0fa1203 
0fa68bf 0f9c964 0f9b8f6 
0fa432f 0f9a182 0f9964e 
0fa7d07 0f9d7bf 0f9d265 
0fabef5 0fa19a9 0fa12d4 
0faa788 0fa05cd 0f9f847 
0fa4f4b 0f9afad 0f99f83 
0fa29c3 0f987e1 0f97d02 
0fa64be 0f9bf46 0f9ba40 
0faa700 0fa0190 0f9faf9 
0fa8f79 0f9ed94 0f9e043 
0fa37d2 0f99807 0f98813 
0fa1356 0f9713d 0f96681 
0fa4e63 0f9a8bb 0f9a3d1 
0fa90fd 0f9eb60 0f9e4e6 
0fa79d7 0f9d7d0 0f9ca93 
0fa2277 0f98293 0f972b1 
0f9fde3 0f95bb3 0f950fd 
0fa38da 0f9931b 0f98e44 
0fa7b1b 0f9d56b 0f9cf18 
0fa64b3 0f9c29d 0f9b589 
0fa0e08 0f96e15 0f95e56 
0f9ea99 0f94859 0f93dcd 
0fa264f 0f98076 0f97bc0 
0fa698b 0f9c3bf 0f9bd8e 
0fa53b2 0f9b17c 0f9a495 
0f9fdcc 0f95db4 0f94e0a 
0f9da54 0f937ff 0f92d85 
0fa15f3 0f97011 0f96b83 
0fa5a2b 0f9b447 0f9ae36 
0fa45d5 0f9a389 0f996c9 
0f9f0e0 0f950bf 0f94154 
0f9ce93 0f92c29 0f921d0 
0fa0b4a 0f9653d 0f960b9 
0fa4faf 0f9a9a6 0f9a3ae 
0fa3b64 0f998f4 0f98c4c 
0f9e75c 0f94717 0f937c4 
0f9c568 0f922e1 0f918bf 
0fa0269 0f95c58 0f95802 
0fa47a9 0f9a1a5 0f99bd4 
0fa341b 0f991a8 0f98529 
0f9e040 0f93fe6 0f930b0 
0f9beca 0f91c2c 0f91212 
0f9fceb 0f956c4 0f95275 
0fa4290 0f99c75 0f996aa 
0fa2fdc 0f98d52 0f980d2 
0f9dccc 0f93c64 0f92d32 
0f9bc93 0f919e9 0f90fd5 
0f9fad7 0f9549d 0f95064 
0fa4135 0f99b09 0f9954f 
0fa2f6e 0f98cce 0f98068 
0f9dcfe 0f93c8b 0f92d6e 
0f9bc78 0f919dc 0f90fe7 
0f9fa79 0f9548b 0f95069 
0fa408c 0f99abf 0f99526 
0fa2f61 0f98cc7 0f98098 
0f9ddfd 0f93d6f 0f92e8b 
0f9bea5 0f91bd8 0f91210 
0f9fe11 0f957c1 0f953c5 
0fa4540 0f99f01 0f99980 
0fa33fa 0f99148 0f98527 
0f9e25e 0f941c8 0f932fe 
0f9c297 0f91fc0 0f91616 
0fa019b 0f95b3f 0f9575f 
0fa48d2 0f9a27e 0f99d26 
0fa3862 0f995a1 0f98999 
0f9e757 0f946b8 0f937f8 
0f9c82d 0f9255c 0f91ba9 
0fa07df 0f96189 0f95d9b 
0fa4f37 0f9a8ed 0f9a38a 
0fa3e61 0f99ba5 0f98fa3 
0f9ecfc 0f94c62 0f93dab 
0f9cd8c 0f92aba 0f92117 
0fa0cda 0f96685 0f962ad 
0fa5402 0f9adb7 0f9a86f 
0fa4343 0f9a076 0f99490 
0f9f227 0f95180 0f942eb 
0f9d297 0f92fb8 0f92639 
0fa1132 0f96ac7 0f96712 
0fa57d3 0f9b161 0f9ac35 
0fa473e 0f9a457 0f99880 
0f9f5b7 0f954f3 0f94671 
0f9d644 0f9334d 0f929e3 
0fa155d 0f96edb 0f96b38 
0fa5c46 0f9b5ca 0f9b0b1 
0fa4c15 0f9a91a 0f99d75 
0f9fb17 0f95a3b 0f94bf1 
0f9db98 0f93872 0f92f4a 
0fa1af9 0f97446 0f970ee 
0fa622e 0f9bb87 0f9b6c6 
0fa516d 0f9ae4b 0f9a2ee 
0fa00ae 0f95fa1 0f95189 
0f9e1ab 0f93e5d 0f9355c 
0fa20c1 0f979eb 0f976af 
0fa67e3 0f9c10f 0f9bc63 
0fa5780 0f9b434 0f9a8e8 
0fa076a 0f9663f 0f95827 
0f9e8cc 0f94560 0f93c59 
0fa279e 0f980a8 0f97d64 
0fa6ec2 0f9c7ce 0f9c314 
0fa5e30 0f9babd 0f9af75 
0fa0dde 0f96c8f 0f95e89 
0f9eefc 0f94b6c 0f94273 
0fa2e17 0f98705 0f983c2 
0fa74ff 0f9cdf6 0f9c944 
0fa64a2 0f9c119 0f9b5c7 
0fa13ad 0f97240 0f9643d 
0f9f3f8 0f95052 0f94758 
0fa32c8 0f98b9f 0f9886e 
0fa7a2f 0f9d310 0f9ce75 
0fa6a09 0f9c665 0f9bb3f 
0fa18df 0f97755 0f96980 
0f9f947 0f95587 0f94cc5 
0fa383a 0f990ef 0f98df0 
0fa7f75 0f9d81f 0f9d398 
0fa6f54 0f9cb82 0f9c05c 
0fa1e75 0f97cc8 0f96ef4 
0f9ff54 0f95b6b 0f9529e 
0fa3e9b 0f99730 0f99413 
0fa85b5 0f9de58 0f9d9cc 
0fa7568 0f9d190 0f9c667 
0fa250a 0f9834c 0f97579 
0fa069d 0f962a3 0f959e0 
0fa4625 0f99eac 0f99bad 
0fa8dea 0f9e679 0f9e209 
0fa7ebd 0f9dacd 0f9cfc7 
0fa2f17 0f98d3c 0f97f82 
0fa10b4 0f96c9a 0f963f3 
0fa507f 0f9a8db 0f9a5eb 
0fa985b 0f9f0be 0f9ec5a 
0fa88c4 0f9e4ba 0f9d9c2 
0fa38c6 0f996e1 0f98944 
0fa1ad8 0f976bb 0f96e2b 
0fa5ae0 0f9b336 0f9b069 
0faa368 0f9fbc8 0f9f77c 
0fa9414 0f9efff 0f9e51b 
0fa441d 0f9a22f 0f9948e 
0fa25f9 0f981d8 0f97941 
0fa6620 0f9be85 0f9bbb0 
0faae1d 0fa068a 0fa024d 
0fa9e5e 0f9fa54 0f9ef89 
0fa4e66 0f9ac75 0f99f00 
0fa3014 0f98bea 0f9837c 
0fa700b 0f9c85b 0f9c5b0 
0fab755 0fa0fb3 0fa0b9f 
0faa76c 0fa0347 0f9f89d 
0fa57be 0f9b5b0 0f9a859 
0fa393b 0f994f4 0f98cb4 
0fa796a 0f9d1ae 0f9cf26 
0fac16e 0fa19bc 0fa15bd 
0fab11e 0fa0cf3 0fa0257 
0fa6149 0f9bf34 0f9b1df 
0fa42c5 0f99e71 0f9962f 
0fa82ac 0f9dadf 0f9d861 
0faca69 0fa22b4 0fa1ec1 
0faba3c 0fa1626 0fa0b9b 
0fa69fe 0f9c800 0f9bac9 
0fa4bc5 0f9a795 0f99f70 
0fa8c0e 0f9e468 0f9e200 
0fad38d 0fa2be9 0fa2810 
0fac32d 0fa1f0e 0fa1491 
0fa7361 0f9d16c 0f9c431 
0fa54d1 0f9b0ac 0f9a872 
0fa9494 0f9ecfc 0f9ea6a 
0fadbfd 0fa347b 0fa3072 
0facb8b 0fa27a1 0fa1cf8 
0fa7b43 0f9d982 0f9cc27 
0fa5c93 0f9b8a9 0f9b055 
0fa9bde 0f9f484 0f9f1e3 
0fae2a6 0fa3b67 0fa374e 
0fad28d 0fa2edf 0fa2421 
0fa822b 0f9e09c 0f9d326 
0fa637b 0f9bfb9 0f9b73e 
0faa336 0f9fc04 0f9f939 
0faeaaf 0fa4392 0fa3f50 
0fada29 0fa3694 0fa2bb9 
0fa8959 0f9e7ed 0f9da63 
0fa6ac8 0f9c72f 0f9beb2 
0faaab3 0fa039c 0fa00d7 
0faf1f7 0fa4aef 0fa469f 
0fae0eb 0fa3d68 0fa327f 
0fa9026 0f9eec0 0f9e12a 
0fa70c9 0f9cd34 0f9c4ac 
0fab038 0fa0932 0fa0662 
0faf6fd 0fa500c 0fa4bbb 
0fae67b 0fa4313 0fa3818 
0fa95f8 0f9f4b0 0f9e6ff 
0fa76a2 0f9d326 0f9ca80 
0fab5f8 0fa0f02 0fa0c0d 
0fafd3d 0fa565a 0fa51d7 
0faec83 0fa4924 0fa3e05 
0fa9c30 0f9faed 0f9ed1f 
0fa7d77 0f9da08 0f9d142 
0fabd33 0fa1650 0fa1340 
0fb0495 0fa5dbd 0fa592b 
0faf443 0fa50f5 0fa45b9 
0faa3a9 0fa0278 0f9f491 
0fa84dd 0f9e176 0f9d8aa 
0fac4b0 0fa1dcb 0fa1abf 
0fb0c7a 0fa6594 0fa6117 
0fafb8f 0fa581f 0fa4cff 
0faaade 0fa0986 0f9fb9b 
0fa8cac 0f9e921 0f9e034 
0facc7e 0fa257f 0fa224c 
0fb13db 0fa6cee 0fa6837 
0fb039c 0fa6029 0fa54d8 
0fab2ba 0fa1152 0fa0363 
0fa93ba 0f9f014 0f9e73f 
0fad303 0fa2be5 0fa28dd 
0fb1a6f 0fa7351 0fa6ecd 
0fb0a0e 0fa6662 0fa5b48 
0fab97a 0fa17e0 0fa0a18 
0fa9ab4 0f9f6de 0f9ee25 
0fada2f 0fa32d2 0fa2fd3 
0fb2119 0fa79c2 0fa7550 
0fb104b 0fa6c6d 0fa616e 
0fabf3e 0fa1d6f 0fa0fc5 
0faa009 0f9fbfc 0f9f359 
0fadf7a 0fa37ea 0fa3500 
0fb26a0 0fa7f11 0fa7ab5 
0fb162f 0fa720f 0fa6720 
0fac55c 0fa2345 0fa15b3 
0faa5b0 0fa015e 0f9f8e2 
0fae4b1 0fa3ce0 0fa3a22 
0fb2bd9 0fa8405 0fa7fd0 
0fb1a93 0fa7633 0fa6b7b 
0fac9aa 0fa275c 0fa19fe 
0faaa6c 0fa05e2 0f9fd93 
0fae9c4 0fa41be 0fa3f24 
0fb309d 0fa889e 0fa8490 
0fb1f31 0fa7aae 0fa7015 
0face44 0fa2bd2 0fa1e93 
0faaefa 0fa0a53 0fa021b 
0faeda5 0fa4581 0fa4305 
0fb344d 0fa8c32 0fa8845 
0fb23e9 0fa7f4e 0fa74d3 
0fad31f 0fa30a2 0fa2375 
0fab34e 0fa0e9b 0fa067c 
0faf190 0fa496b 0fa470e 
0fb387b 0fa9060 0fa8c9b 
0fb27d7 0fa8338 0fa78e6 
0fad6da 0fa3455 0fa274c 
0fab6da 0fa121d 0fa0a1f 
0faf55a 0fa4d24 0fa4ad0 
0fb3c9c 0fa9474 0fa90b0 
0fb2c22 0fa877c 0fa7d2d 
0fadaf4 0fa3867 0fa2b66 
0fabad6 0fa161e 0fa0e2b 
0faf9f1 0fa51c4 0fa4f96 
0fb4156 0fa9933 0fa9590 
0fb305c 0fa8baf 0fa8171 
0fadf88 0fa3d03 0fa3004 
0fabf4d 0fa1aa1 0fa12ab 
0fafda5 0fa558b 0fa5350 
0fb4455 0fa9c46 0fa98a6 
0fb3352 0fa8ec0 0fa8495 
0fae1ff 0fa3f88 0fa32aa 
0fac1dd 0fa1d34 0fa154f 
0fb004d 0fa5820 0fa55f2 
0fb476d 0fa9f46 0fa9b92 
0fb3640 0fa919f 0fa8751 
0fae597 0fa4317 0fa3611 
0fac5ea 0fa213d 0fa193e 
0fb0464 0fa5c4b 0fa5a1a 
0fb4b2f 0faa319 0fa9f89 
0fb3a4c 0fa95b1 0fa8b90 
0fae925 0fa46ab 0fa39c9 
0fac995 0fa24f1 0fa1d18 
0fb0899 0fa607b 0fa5e58 
0fb4f41 0faa732 0faa396 
0fb3f58 0fa9ad4 0fa90ac 
0faeedc 0fa4c77 0fa3f99 
0facfcf 0fa2b34 0fa2360 
0fb0e54 0fa6644 0fa6432 
0fb5538 0faad35 0faa9af 
0fb4522 0faa09a 0fa9683 
0faf3f6 0fa5182 0fa44b6 
0fad43e 0fa2fa8 0fa27e5 
0fb12eb 0fa6aec 0fa68e8 
0fb5a68 0fab271 0faaefc 
0fb4a69 0faa5f5 0fa9be1 
0fafa24 0fa57c5 0fa4b00 
0fada8d 0fa35f9 0fa2e3e 
0fb193b 0fa7128 0fa6f2f 
0fb6071 0fab869 0fab4f8 
0fb5042 0faabb7 0faa1b5 
0faffff 0fa5d8b 0fa50d2 
0fae047 0fa3ba6 0fa33f5 
0fb1ebd 0fa76a9 0fa74c4 
0fb6606 0fabdf8 0fabab0 
0fb55a2 0fab10d 0faa72b 
0fb048d 0fa6209 0fa5570 
0fae460 0fa3fa2 0fa3812 
0fb2367 0fa7b33 0fa7953 
0fb6b41 0fac30e 0fabfbb 
0fb5aef 0fab633 0faac4e 
0fb099a 0fa66fd 0fa5a64 
0fae9ad 0fa44e7 0fa3d53 
0fb2817 0fa7fde 0fa7e0d 
0fb6f6c 0fac742 0fac417 
0fb5f50 0faba9f 0fab0ec 
0fb0e09 0fa6b70 0fa5f07 
0faee29 0fa4956 0fa41e9 
0fb2d56 0fa8502 0fa833f 
0fb7494 0facc2e 0fac8fb 
0fb648f 0fabf9d 0fab5cc 
0fb1388 0fa70b3 0fa642d 
0faf355 0fa4e54 0fa46db 
0fb3175 0fa88f6 0fa874e 
0fb786d 0facff0 0facce5 
0fb6885 0fac37f 0fab9dd 
0fb1721 0fa742f 0fa67cc 
0faf723 0fa51fb 0fa4a98 
0fb35ce 0fa8d26 0fa8b7f 
0fb7cb6 0fad404 0fad0f0 
0fb6ca6 0fac76f 0fabdce 
0fb1bd0 0fa78bb 0fa6c64 
0fafbd5 0fa5694 0fa4f41 
0fb39ba 0fa90ff 0fa8f81 
0fb80ba 0fad805 0fad51a 
0fb70a0 0facb63 0fac1d5 
0fb1fb8 0fa7c9b 0fa7046 
0faff29 0fa59d9 0fa527e 
0fb3d42 0fa9471 0fa92d8 
0fb84be 0fadbe7 0fad8f6 
0fb74eb 0facf7f 0fac601 
0fb23da 0fa8084 0fa7445 
0fb036b 0fa5def 0fa56af 
0fb4146 0fa9860 0fa96d9 
0fb8839 0fadf50 0fadc66 
0fb77d0 0fad25e 0fac8dc 
0fb2675 0fa831c 0fa76d9 
0fb05bf 0fa603a 0fa58ed 
0fb4405 0fa9b07 0fa997a 
0fb8b26 0fae22c 0fadf40 
0fb7b0b 0fad583 0facc05 
0fb2a08 0fa86a9 0fa7a71 
0fb0911 0fa638c 0fa5c55 
0fb4667 0fa9d6f 0fa9bfd 
0fb8d24 0fae425 0fae156 
0fb7de5 0fad858 0facef1 
0fb2dae 0fa8a39 0fa7e11 
0fb0ce9 0fa674f 0fa601c 
0fb4a7d 0faa174 0faa018 
0fb91de 0fae8dc 0fae636 
0fb8247 0fadcc2 0fad394 
0fb31d4 0fa8e72 0fa827c 
0fb1156 0fa6bcf 0fa64d2 
0fb4f73 0faa671 0faa52f 
0fb981e 0faef13 0faec5d 
0fb890e 0fae37d 0fada28 
0fb3842 0fa94cd 0fa88a9 
0fb17c3 0fa7228 0fa6aff 
0fb55bb 0faacb1 0faab49 
0fb9d39 0faf430 0faf168 
0fb8d73 0fae7ef 0fade91 
0fb3c1f 0fa98c2 0fa8ca7 
0fb1b7c 0fa75f9 0fa6ed2 
0fb599c 0fab0a9 0faaf49 
0fba09c 0faf7ad 0faf4f3 
0fb9120 0faebab 0fae258 
0fb403c 0fa9cef 0fa90c6 
0fb1f54 0fa79e7 0fa72b3 
0fb5cb7 0fab3d4 0fab26d 
0fba40e 0fafb22 0faf877 
0fb9451 0faeed5 0fae5a8 
0fb4338 0fa9fe1 0fa93f0 
0fb2232 0fa7cc3 0fa75bb 
0fb6004 0fab71a 0fab5ce 
0fba7ab 0fafeb6 0fafc0b 
0fb97e9 0faf270 0fae943 
0fb4660 0faa307 0fa9710 
0fb2482 0fa7f0a 0fa7816 
0fb61d7 0fab8eb 0fab7ce 
0fba95c 0fb006f 0fafe04 
0fb99a3 0faf426 0faeb32 
0fb490e 0faa5b0 0fa99ed 
0fb281d 0fa829b 0fa7bd6 
0fb65b1 0fabcba 0fabbc4 
0fbad1f 0fb0422 0fb01d4 
0fb9d80 0faf7f3 0faef0f 
0fb4c9e 0faa92d 0fa9d70 
0fb2b38 0fa85a5 0fa7eec 
0fb68a5 0fabf92 0fabeb6 
0fbafba 0fb069e 0fb0475 
0fb9f86 0faf9e2 0faf131 
0fb4e82 0faaaf5 0fa9f7d 
0fb2d15 0fa875a 0fa80d0 
0fb6a52 0fac116 0fac05f 
0fbb17f 0fb082b 0fb0634 
0fba245 0fafc64 0faf3dd 
0fb5193 0faadd1 0faa27c 
0fb2fe4 0fa89ff 0fa83a0 
0fb6cff 0fac3a7 0fac318 
0fbb4a3 0fb0b3a 0fb0958 
0fba51d 0faff28 0faf6a9 
0fb53b2 0faafe5 0faa485 
0fb3201 0fa8c0e 0fa85a8 
0fb6f0b 0fac592 0fac4f8 
0fbb5e9 0fb0c6b 0fb0a7c 
0fba691 0fb0081 0faf7ff 
0fb5508 0fab11e 0faa5c6 
0fb33bf 0fa8db1 0fa8742 
0fb7128 0fac797 0fac6f7 
0fbb80f 0fb0e6f 0fb0c79 
0fba80d 0fb01df 0faf94c 
0fb5687 0fab27d 0faa711 
0fb3443 0fa8e1a 0fa87a2 
0fb710e 0fac774 0fac6c8 
0fbb85a 0fb0ebe 0fb0ccc 
0fba8fb 0fb02e0 0fafa54 
0fb579d 0fab3b2 0faa84e 
0fb35ac 0fa8fba 0fa8943 
0fb72d6 0fac976 0fac8cd 
0fbba53 0fb10f2 0fb0ee4 
0fbaaa0 0fb04ae 0fafc07 
0fb591e 0fab555 0faa9d8 
0fb3716 0fa9140 0fa8aa3 
0fb747a 0facb39 0faca53 
0fbbc42 0fb12fa 0fb10bb 
0fbac4c 0fb067d 0fafda9 
0fb5b13 0fab77e 0faabdc 
0fb3965 0fa93ca 0fa8d0d 
0fb76a8 0facd9a 0facc9c 
0fbbe44 0fb1524 0fb12c4 
0fbaf04 0fb0955 0fb0052 
0fb5e23 0faba9f 0faaeb8 
0fb3c56 0fa96c0 0fa8fc1 
0fb7966 0fad058 0facf2a 
0fbc0cf 0fb17c2 0fb1546 
0fbb15f 0fb0bbe 0fb02b6 
0fb608f 0fabd19 0fab130 
0fb3ef3 0fa9968 0fa926d 
0fb7bcf 0fad2d5 0fad19f 
0fbc2dc 0fb19d5 0fb1754 
0fbb3b6 0fb0e1e 0fb050b 
0fb6232 0fabebd 0fab2d1 
0fb3fdb 0fa9a4b 0fa933e 
0fb7c20 0fad31d 0fad1de 
0fbc3c6 0fb1ab7 0fb182e 
0fbb4d0 0fb0f33 0fb0625 
0fb6359 0fabfdb 0fab3f8 
0fb413a 0fa9ba9 0fa94b0 
0fb7e14 0fad513 0fad3d1 
0fbc554 0fb1c51 0fb19bd 
0fbb643 0fb10ae 0fb078f 
0fb6500 0fac199 0fab5ab 
0fb4276 0fa9cf9 0fa95fa 
0fb7f07 0fad61d 0fad4ed 
0fbc60a 0fb1d1e 0fb1a9e 
0fbb72b 0fb11b1 0fb0891 
0fb6670 0fac318 0fab712 
0fb439c 0fa9e31 0fa9717 
0fb7fa4 0fad6c9 0fad585 
0fbc701 0fb1e14 0fb1b89 
0fbb7c2 0fb1242 0fb092f 
0fb668f 0fac33c 0fab74a 
0fb442a 0fa9eca 0fa97ae 
0fb80df 0fad810 0fad6be 
0fbc864 0fb1f7f 0fb1ce6 
0fbb94e 0fb13cf 0fb0ab7 
0fb67b2 0fac459 0fab872 
0fb4520 0fa9fab 0fa98b6 
0fb8206 0fad917 0fad7f4 
0fbc986 0fb207f 0fb1e1f 
0fbba64 0fb14c6 0fb0be3 
0fb68d6 0fac55f 0fab9a4 
0fb4687 0faa0f9 0fa9a23 
0fb82cf 0fad9c8 0fad8cf 
0fbca56 0fb2141 0fb1f07 
0fbbb7a 0fb15c5 0fb0d0b 
0fb69b3 0fac624 0faba91 
0fb4718 0faa172 0fa9aa8 
0fb8319 0fada01 0fad900 
0fbca6e 0fb2144 0fb1f04 
0fbbacf 0fb1507 0fb0c4a 
0fb68dd 0fac53f 0fab9b2 
0fb4667 0faa0b3 0fa9a06 
0fb82bd 0fad998 0fad8c1 
0fbc9f9 0fb20c0 0fb1ead 
0fbbb5e 0fb158c 0fb0ced 
0fb69d6 0fac627 0fabab4 
0fb46d3 0faa115 0fa9a83 
0fb8329 0fad9f7 0fad934 
0fbcae8 0fb21b5 0fb1fa5 
0fbbc19 0fb1652 0fb0dc3 
0fb6a72 0fac6d1 0fabb6c 
0fb479f 0faa1ed 0fa9b6b 
0fb82e0 0fad9c6 0fad901 
0fbca95 0fb216e 0fb1f65 
0fbbbd2 0fb160f 0fb0d7d 
0fb6af0 0fac746 0fabbda 
0fb48a4 0faa2e4 0fa9c5c 
0fb8505 0fadbda 0fadb1f 
0fbcc3e 0fb2305 0fb2112 
0fbbd59 0fb178a 0fb0f09 
0fb6c67 0fac8c2 0fabd64 
0fb4994 0faa3de 0fa9d64 
0fb85d3 0fadcaa 0fadbfd 
0fbcd13 0fb23d5 0fb21e7 
0fbbe40 0fb1865 0fb0fe7 
0fb6df6 0faca3c 0fabed9 
0fb4bf3 0faa62b 0fa9fa3 
0fb8754 0fade25 0fadd6c 
0fbce74 0fb2539 0fb2336 
0fbbfe3 0fb1a03 0fb117e 
0fb6f2a 0facb64 0fabff1 
0fb4c56 0faa685 0fa9fee 
0fb8861 0fadf22 0fade53 
0fbcfb8 0fb2669 0fb2458 
0fbc00b 0fb1a26 0fb119e 
0fb6ec2 0facafb 0fabf93 
0fb4c3a 0faa65b 0fa9fcd 
0fb8835 0fadee5 0fade20 
0fbcf5a 0fb25f0 0fb23e9 
0fbbfcb 0fb19c7 0fb113c 
0fb6ead 0facac7 0fabf6a 
0fb4c41 0faa64c 0fa9fc5 
0fb87ec 0fade88 0faddbe 
0fbcf5a 0fb25e3 0fb23d1 
0fbc07e 0fb1a67 0fb11cf 
0fb6f46 0facb5c 0fabfea 
0fb4c71 0faa682 0faa001 
0fb887b 0fadf29 0fade7f 
0fbcfc7 0fb265e 0fb247a 
0fbc0d9 0fb1acb 0fb1259 
0fb6f87 0facb99 0fac049 
0fb4cad 0faa6b8 0faa04a 
0fb892a 0fadfcd 0fadf29 
0fbd088 0fb2713 0fb252e 
0fbc178 0fb1b63 0fb1301 
0fb7036 0facc43 0fac10c 
0fb4d8f 0faa78c 0faa12e 
0fb89e8 0fae072 0fadfd9 
0fbd0ad 0fb2724 0fb2542 
0fbc154 0fb1b2a 0fb12d6 
0fb6fce 0facbc6 0fac0a6 
0fb4d2a 0faa70f 0faa0c6 
0fb892a 0fadfb0 0fadf27 
0fbd0fe 0fb276d 0fb25a6 
0fbc288 0fb1c4e 0fb1408 
0fb718f 0facd6b 0fac259 
0fb4f54 0faa92e 0faa300 
0fb8b4c 0fae1b9 0fae150 
0fbd250 0fb289c 0fb26f0 
0fbc34e 0fb1cf5 0fb14c4 
0fb723b 0facdff 0fac2ec 
0fb4fc6 0faa97e 0faa353 
0fb8bed 0fae232 0fae1d6 
0fbd343 0fb2975 0fb27de 
0fbc48a 0fb1e20 0fb160e 
0fb72df 0face97 0fac3ae 
0fb4fbe 0faa96b 0faa363 
0fb8b90 0fae1d4 0fae191 
0fbd2d5 0fb2908 0fb2785 
0fbc420 0fb1db7 0fb15aa 
0fb72eb 0facea3 0fac3bd 
0fb4fd1 0faa978 0faa374 
0fb8be1 0fae215 0fae1eb 
0fbd37a 0fb299d 0fb2834 
0fbc4b7 0fb1e3a 0fb164d 
0fb7442 0facfe2 0fac519 
0fb51d3 0faab60 0faa57f 
0fb8e21 0fae440 0fae42f 
0fbd61b 0fb2c1e 0fb2ac5 
0fbc719 0fb207c 0fb18a0 
0fb75fb 0fad185 0fac6ce 
0fb53ae 0faad33 0faa759 
0fb9075 0fae687 0fae689 
0fbd7db 0fb2de0 0fb2ca9 
0fbc925 0fb228d 0fb1aca 
0fb781f 0fad3aa 0fac908 
0fb5694 0fab00f 0faaa4b 
0fb9391 0fae99c 0fae9a6 
0fbdadf 0fb30dc 0fb2fa1 
0fbcc43 0fb25a1 0fb1dd7 
0fb7bd5 0fad752 0faccb9 
0fb59cd 0fab333 0faad82 
0fb966c 0faec5e 0faec7e 
0fbddfc 0fb33d9 0fb32b7 
0fbcf7b 0fb28c2 0fb2110 
0fb7e39 0fad99e 0facf1d 
0fb5bd2 0fab526 0faaf7a 
0fb9872 0faee59 0faee66 
0fbdf12 0fb34ec 0fb33b6 
0fbd072 0fb29af 0fb21eb 
0fb7fd8 0fadb3a 0fad09e 
0fb5d85 0fab6d5 0fab128 
0fb9990 0faef7c 0faef92 
0fbe0e1 0fb36c0 0fb358d 
0fbd25c 0fb2b9e 0fb23dd 
0fb812e 0fadc91 0fad1f3 
0fb5e77 0fab7d4 0fab20c 
0fb9a46 0faf03a 0faf03e 
0fbe1a6 0fb378e 0fb3656 
0fbd2d3 0fb2c1b 0fb245b 
0fb81b9 0fadd1f 0fad27b 
0fb5fd0 0fab922 0fab350 
0fb9c0a 0faf1ef 0faf1ea 
0fbe327 0fb38ff 0fb37ba 
0fbd361 0fb2ca0 0fb24ee 
0fb81ea 0fadd4d 0fad2c0 
0fb5f97 0fab8ed 0fab33d 
0fb9c08 0faf1ef 0faf203 
0fbe35f 0fb3930 0fb37fb 
0fbd401 0fb2d35 0fb2577 
0fb825e 0faddad 0fad30e 
0fb5fba 0fab8ef 0fab335 
0fb9c0c 0faf1cc 0faf1e5 
0fbe349 0fb38fc 0fb37d1 
0fbd46f 0fb2d76 0fb25c9 
0fb831d 0fade46 0fad3c0 
0fb609d 0fab9b4 0fab40b 
0fb9d21 0faf2c0 0faf2e8 
0fbe4af 0fb3a38 0fb392c 
0fbd62c 0fb2f0f 0fb2784 
0fb84b8 0fadfb8 0fad552 
0fb61c3 0fababc 0fab53c 
0fb9df9 0faf383 0faf3d8 
0fbe566 0fb3ada 0fb39f6 
0fbd646 0fb2f1f 0fb27b8 
0fb849d 0fadf95 0fad551 
0fb6110 0fab9f9 0fab49a 
0fb9d09 0faf284 0faf2ee 
0fbe478 0fb39dc 0fb390e 
0fbd56b 0fb2e2b 0fb26d5 
0fb83ca 0fadeaa 0fad47f 
0fb6120 0fab9f3 0fab4a2 
0fb9d40 0faf2a3 0faf306 
0fbe484 0fb39ca 0fb38ea 
0fbd56f 0fb2e21 0fb26b5 
0fb83b4 0fade8f 0fad442 
0fb6097 0fab964 0fab403 
0fb9d3d 0faf298 0faf311 
0fbe516 0fb3a5a 0fb3992 
0fbd622 0fb2ec1 0fb277c 
0fb852a 0fadfed 0fad5c6 
0fb62a0 0fabb50 0fab60b 
0fb9e6f 0faf3ae 0faf446 
