0f16520 0f109e5 0f6d903 
0fbc266 0fb692e 0fd2cc5 
0fbe065 0fb8932 0fd5cea 
0fb9b47 0fb45cf 0fd46a1 
0fb51de 0fafb6f 0fd07fa 
0fb6995 0fb10d0 0fcf76f 
0fbc11f 0fb67e9 0fd2c00 
0fbdf09 0fb87d9 0fd5c08 
0fb9976 0fb4403 0fd454b 
0fb4fcc 0faf96c 0fd067f 
0fb67fa 0fb0f4c 0fcf684 
0fbbfbd 0fb669d 0fd2b4d 
0fbdd67 0fb8639 0fd5acf 
0fb9843 0fb42c1 0fd4456 
0fb4e4c 0faf7d7 0fd0521 
0fb669a 0fb0de2 0fcf521 
0fbbef6 0fb65d4 0fd2a68 
0fbdd50 0fb8638 0fd5a9f 
0fb9860 0fb4308 0fd4469 
0fb4e9c 0faf850 0fd0583 
0fb660e 0fb0d75 0fcf4a3 
0fbbdcc 0fb64ba 0fd290f 
0fbdc29 0fb850a 0fd591b 
0fb9784 0fb4222 0fd4314 
0fb4e09 0faf7b7 0fd0478 
0fb6553 0fb0cb6 0fcf3a2 
0fbbc80 0fb636e 0fd27aa 
0fbdacd 0fb83b8 0fd579f 
0fb9584 0fb4022 0fd411a 
0fb4b42 0faf4ec 0fd01ff 
0fb6215 0fb096f 0fcf0c8 
0fbb831 0fb5f13 0fd23bb 
0fbd574 0fb7e52 0fd52ca 
0fb8f1e 0fb39c4 0fd3b77 
0fb43ff 0faedb8 0fcfb9d 
0fb5a55 0fb01bd 0fce9f4 
0fbb12c 0fb581f 0fd1d7a 
0fbcf89 0fb7879 0fd4d4d 
0fb8ad7 0fb3572 0fd3738 
0fb40d4 0faea7b 0fcf833 
0fb582b 0faff7e 0fce78e 
0fbaf7f 0fb5658 0fd1b83 
0fbce69 0fb7746 0fd4be2 
0fb8a66 0fb3505 0fd3693 
0fb4057 0faea07 0fcf7ae 
0fb57ff 0faff61 0fce768 
0fbb025 0fb570b 0fd1c26 
0fbd020 0fb78f9 0fd4d57 
0fb8c2f 0fb36c8 0fd3841 
0fb41b9 0faeb70 0fcf94e 
0fb5881 0faffee 0fce846 
0fbb01e 0fb5712 0fd1c71 
0fbcf93 0fb788b 0fd4d3f 
0fb8ad8 0fb358c 0fd3757 
0fb4043 0faea00 0fcf833 
0fb56c9 0fafe34 0fce6ec 
0fbae7c 0fb5573 0fd1b24 
0fbce23 0fb7711 0fd4bf8 
0fb8a52 0fb3504 0fd36de 
0fb4014 0fae9de 0fcf826 
0fb56e0 0fafe57 0fce71d 
0fbae5c 0fb5553 0fd1ae1 
0fbce39 0fb7727 0fd4bad 
0fb8b07 0fb35a8 0fd3711 
0fb4102 0faeab9 0fcf88b 
0fb5791 0faff01 0fce761 
0fbafd3 0fb56c6 0fd1be3 
0fbcff7 0fb78e6 0fd4cdf 
0fb8c9b 0fb374f 0fd3832 
0fb42b0 0faec7f 0fcf9f7 
0fb59a8 0fb012f 0fce93d 
0fbb1e7 0fb58f5 0fd1dc0 
0fbd2a3 0fb7ba3 0fd4f4a 
0fb8fc8 0fb3a85 0fd3b19 
0fb4569 0faef44 0fcfc9c 
0fb5ba7 0fb033c 0fceb6f 
0fbb3b4 0fb5acc 0fd1fd8 
0fbd461 0fb7d71 0fd5132 
0fb90eb 0fb3bb7 0fd3c43 
0fb4729 0faf107 0fcfe22 
0fb5e0a 0fb059b 0fced3a 
0fbb618 0fb5d23 0fd2152 
0fbd75e 0fb8058 0fd5321 
0fb95e0 0fb40a4 0fd4022 
0fb4d2d 0faf70c 0fd033f 
0fb64eb 0fb0c77 0fcf331 
0fbbe22 0fb6528 0fd2861 
0fbe110 0fb8a06 0fd5b9f 
0fba081 0fb4b3e 0fd4963 
0fb58ee 0fb02ca 0fd0da3 
0fb7193 0fb1926 0fcfec6 
0fbcb3c 0fb7251 0fd3495 
0fbee00 0fb970e 0fd67e1 
0fbad12 0fb57ed 0fd55b5 
0fb640b 0fb0e0b 0fd1953 
0fb7aeb 0fb2296 0fd08d0 
0fbd411 0fb7b37 0fd3dc8 
0fbf68f 0fb9fa9 0fd70ac 
0fbb505 0fb5fec 0fd5dec 
0fb6b52 0fb1558 0fd20d6 
0fb81ca 0fb297f 0fd1008 
0fbd9db 0fb8113 0fd43ea 
0fbfc47 0fba570 0fd7688 
0fbba98 0fb657f 0fd6387 
0fb7089 0fb1a84 0fd2608 
0fb8673 0fb2e1f 0fd14ae 
0fbdf1f 0fb8641 0fd48f9 
0fc0142 0fbaa59 0fd7b4d 
0fbbf7c 0fb6a65 0fd6843 
0fb751d 0fb1f2b 0fd2ac6 
0fb8b1d 0fb32d9 0fd1959 
0fbe403 0fb8b3a 0fd4d92 
0fc069a 0fbafc1 0fd801c 
0fbc593 0fb7085 0fd6d97 
0fb7bfc 0fb260c 0fd30ba 
0fb9241 0fb3a0b 0fd1fc9 
0fbebec 0fb9332 0fd5487 
0fc0fcd 0fbb904 0fd8848 
0fbcfee 0fb7af1 0fd76e8 
0fb86fb 0fb3123 0fd3b49 
0fb9d68 0fb4547 0fd2b3b 
0fbf71b 0fb9e65 0fd5f47 
0fc1b0b 0fbc43c 0fd9309 
0fbdb6e 0fb8666 0fd81ed 
0fb9249 0fb3c65 0fd4596 
0fba8bc 0fb508c 0fd3510 
0fc029f 0fba9eb 0fd6a5c 
0fc2816 0fbd14b 0fd9f2f 
0fbea2c 0fb952d 0fd8f21 
0fba365 0fb4d88 0fd54dc 
0fbbb2e 0fb6302 0fd4654 
0fc13b5 0fbbb05 0fd7b81 
0fc35c7 0fbdf08 0fdae67 
0fbf4c0 0fb9fc3 0fd9bfc 
0fbab21 0fb5544 0fd5ecb 
0fbc20e 0fb69e2 0fd4e5b 
0fc1c68 0fbc3ad 0fd83ea 
0fc41ea 0fbeb19 0fdb91f 
0fc02df 0fbaddf 0fda8d3 
0fbb97b 0fb63a9 0fd6cbc 
0fbcf38 0fb7717 0fd5bed 
0fc28df 0fbd02b 0fd90df 
0fc4dee 0fbf72d 0fdc560 
0fc0ea8 0fbb9b2 0fdb46f 
0fbc53b 0fb6f6b 0fd781f 
0fbdb6e 0fb835c 0fd67b8 
0fc351e 0fbdc7b 0fd9ce7 
0fc5a37 0fc0379 0fdd1ad 
0fc1aae 0fbc5bd 0fdc0cb 
0fbd067 0fb7a93 0fd83c1 
0fbe555 0fb8d34 0fd723b 
0fc3e77 0fbe5c8 0fda6df 
0fc623b 0fc0b76 0fdda6e 
0fc214c 0fbcc4e 0fdc823 
0fbd53e 0fb7f68 0fd89a6 
0fbe7e6 0fb8fbd 0fd7636 
0fc3e60 0fbe5a8 0fda862 
0fc6009 0fc0942 0fdd9e5 
0fc1cb9 0fbc7c7 0fdc581 
0fbcdae 0fb77f4 0fd847c 
0fbdcef 0fb84e7 0fd6dc2 
0fc32e1 0fbda37 0fd9de7 
0fc5622 0fbff5f 0fdcfb3 
0fc15d0 0fbc0de 0fdbd71 
0fbca4e 0fb748b 0fd7f61 
0fbdd1d 0fb850b 0fd6bc5 
0fc34a3 0fbdbf9 0fd9e42 
0fc58f9 0fc022e 0fdd19d 
0fc18e0 0fbc3e2 0fdbfeb 
0fbce10 0fb783d 0fd8254 
0fbe2a1 0fb8a80 0fd7046 
0fc3bb8 0fbe300 0fda43f 
0fc6237 0fc0b5c 0fdd977 
0fc2499 0fbcf89 0fdc9fc 
0fbdb34 0fb8554 0fd8e02 
0fbf061 0fb9839 0fd7cc8 
0fc4a67 0fbf1a7 0fdb1c3 
0fc7175 0fc1a94 0fde78d 
0fc3528 0fbe014 0fdd942 
0fbede2 0fb97ff 0fd9f5b 
0fc0549 0fbad1a 0fd907e 
0fc6106 0fc084e 0fdc749 
0fc8a22 0fc3353 0fdff51 
0fc4e9b 0fbf99d 0fdf225 
0fc05fa 0fbb034 0fdb780 
0fc1bb4 0fbc39c 0fda75a 
0fc75ff 0fc1d4d 0fddd07 
0fc9c8c 0fc45c2 0fe12d8 
0fc5e5a 0fc096a 0fe035a 
0fc135a 0fbbda5 0fdc68b 
0fc2558 0fbcd63 0fdb32d 
0fc7c68 0fc23da 0fde5cc 
0fca102 0fc4a5c 0fe19b2 
0fc60bb 0fc0be9 0fe081b 
0fc1336 0fbbd90 0fdc8d4 
0fc2425 0fbcc1f 0fdb418 
0fc7a50 0fc21b4 0fde57d 
0fc9e3f 0fc478b 0fe1839 
0fc5d52 0fc0872 0fe05a5 
0fc0fcf 0fbba1f 0fdc640 
0fc20b7 0fbc8bf 0fdb13b 
0fc779a 0fc1f0b 0fde2e2 
0fc9ced 0fc4641 0fe168e 
0fc5dbd 0fc08d7 0fe0573 
0fc1239 0fbbc85 0fdc7cf 
0fc2596 0fbcd94 0fdb50a 
0fc7e73 0fc25d7 0fde86d 
0fca57b 0fc4ebf 0fe1db1 
0fc6825 0fc133d 0fe0e46 
0fc1def 0fbc83a 0fdd1da 
0fc3254 0fbda53 0fdc014 
0fc8c53 0fc33b9 0fdf4c8 
0fcb3e3 0fc5d2a 0fe2aad 
0fc76af 0fc21cd 0fe1ba3 
0fc2bf5 0fbd65f 0fddf4b 
0fc4012 0fbe83d 0fdcdd8 
0fc98a8 0fc4033 0fe017a 
0fcbecc 0fc683f 0fe363b 
0fc80c3 0fc2c04 0fe2694 
0fc352b 0fbdfa1 0fde959 
0fc46a8 0fbeecb 0fdd557 
0fc9df6 0fc4577 0fe07b5 
0fcc30c 0fc6c6b 0fe3b62 
0fc82d5 0fc2e11 0fe29af 
0fc357c 0fbdff3 0fdeaed 
0fc45d3 0fbedf7 0fdd5c9 
0fc9cc4 0fc4441 0fe077e 
0fcc16b 0fc6ace 0fe3a79 
0fc8151 0fc2c91 0fe28c5 
0fc340d 0fbde86 0fde9e5 
0fc447b 0fbecac 0fdd4c5 
0fc9aa3 0fc423d 0fe05b9 
0fcbfb5 0fc6932 0fe3905 
0fc8039 0fc2b87 0fe2798 
0fc3311 0fbdd9d 0fde8c6 
0fc441a 0fbec4f 0fdd408 
0fc9b45 0fc42d2 0fe05d7 
0fcc100 0fc6a6e 0fe39a4 
0fc824e 0fc2d95 0fe2928 
0fc35bb 0fbe044 0fdeb1b 
0fc4747 0fbef8c 0fdd71f 
0fc9ed7 0fc4676 0fe094b 
0fcc59b 0fc6f10 0fe3e09 
0fc885a 0fc33a3 0fe2eba 
0fc3d0c 0fbe787 0fdf1cd 
0fc4ef9 0fbf71f 0fdde14 
0fca679 0fc4dfb 0fe1045 
0fcccdb 0fc7643 0fe44c5 
0fc8ead 0fc39f0 0fe34da 
0fc426b 0fbeced 0fdf75c 
0fc52fa 0fbfb2a 0fde29d 
0fcaa22 0fc51ae 0fe145b 
0fcd0ee 0fc7a5a 0fe4903 
0fc92bc 0fc3e06 0fe38f7 
0fc4630 0fbf0c5 0fdfb4b 
0fc5728 0fbff77 0fde708 
0fcad7d 0fc552a 0fe1807 
0fcd334 0fc7cc7 0fe4bc7 
0fc940e 0fc3f84 0fe3b0c 
0fc46ed 0fbf197 0fdfcc5 
0fc56eb 0fbff31 0fde751 
0fcad7e 0fc550f 0fe185a 
0fcd341 0fc7cae 0fe4bef 
0fc94c2 0fc4007 0fe3b93 
0fc4765 0fbf1ec 0fdfd0b 
0fc5700 0fbff45 0fde76d 
0fcadb6 0fc5557 0fe1872 
0fcd3fa 0fc7d7b 0fe4c25 
0fc95f6 0fc414f 0fe3c22 
0fc4873 0fbf30b 0fdfd97 
0fc5787 0fbffcb 0fde75f 
0fcae83 0fc5625 0fe189d 
0fcd513 0fc7e97 0fe4ca7 
0fc9732 0fc4297 0fe3d07 
0fc498e 0fbf432 0fdfec5 
0fc58b5 0fc0109 0fde8a8 
0fcaf50 0fc56fc 0fe195f 
0fcd609 0fc7f94 0fe4d94 
0fc97ed 0fc4353 0fe3dd7 
0fc49cc 0fbf478 0fdff1b 
0fc57ec 0fc004e 0fde84f 
0fcad7a 0fc5531 0fe1807 
0fcd43f 0fc7dc7 0fe4c0d 
0fc9683 0fc41e4 0fe3c6f 
0fc48ea 0fbf392 0fdfe5b 
0fc5713 0fbff72 0fde794 
0fcac97 0fc5453 0fe1748 
0fcd33b 0fc7ce0 0fe4b16 
0fc94aa 0fc403c 0fe3ac8 
0fc45cf 0fbf0b8 0fdfbae 
0fc538f 0fbfc24 0fde4ab 
0fca9ad 0fc5174 0fe1498 
0fcd0a5 0fc7a30 0fe4862 
0fc9224 0fc3d8b 0fe3813 
0fc436d 0fbee28 0fdf91d 
0fc50fc 0fbf972 0fde1e8 
0fca695 0fc4e64 0fe116f 
0fcce08 0fc77b7 0fe45ca 
0fc8fde 0fc3b75 0fe35de 
0fc41a8 0fbec81 0fdf76e 
0fc4ffa 0fbf87e 0fde0c8 
0fca630 0fc4df8 0fe10ae 
0fccd45 0fc76e6 0fe4467 
0fc8f9f 0fc3b28 0fe34f8 
0fc40d0 0fbeba3 0fdf61a 
0fc4e6c 0fbf6f9 0fddf08 
0fca468 0fc4c4d 0fe0ec7 
0fccc26 0fc75dd 0fe431c 
0fc8ecb 0fc3a61 0fe33f9 
0fc3ff7 0fbead9 0fdf53b 
0fc4d50 0fbf5db 0fdddfa 
0fca2d6 0fc4aa9 0fe0d27 
0fcca9c 0fc7448 0fe416d 
0fc8d4c 0fc38e0 0fe3268 
0fc3e79 0fbe960 0fdf3ee 
0fc4b6a 0fbf3fd 0fddc5f 
0fca129 0fc48fe 0fe0b96 
0fcc861 0fc720f 0fe3f51 
0fc8a87 0fc3619 0fe2fa4 
0fc3b11 0fbe5f6 0fdf080 
0fc46d1 0fbef70 0fdd7dd 
0fc9c59 0fc4437 0fe06fe 
0fcc490 0fc6e44 0fe3b91 
0fc8731 0fc32cc 0fe2c69 
0fc37d9 0fbe2c3 0fded5c 
0fc4438 0fbecd4 0fdd558 
0fc998e 0fc416d 0fe0440 
0fcc1f9 0fc6ba6 0fe38ce 
0fc855a 0fc30f0 0fe2a32 
0fc35e3 0fbe0cd 0fdeb37 
0fc41d4 0fbea68 0fdd2f5 
0fc9720 0fc3ef3 0fe01b1 
0fcbf88 0fc6927 0fe3609 
0fc82af 0fc2e32 0fe2724 
0fc3361 0fbde2e 0fde86a 
0fc3ee8 0fbe772 0fdcfea 
0fc942a 0fc3c03 0fdfec1 
0fcbcf2 0fc66a9 0fe338e 
0fc8073 0fc2c1b 0fe253f 
0fc3105 0fbdc05 0fde6c7 
0fc3c95 0fbe537 0fdce5f 
0fc91cc 0fc39a0 0fdfcea 
0fcba9f 0fc643e 0fe318d 
0fc7dc9 0fc2955 0fe22cf 
0fc2e4f 0fbd939 0fde442 
0fc3959 0fbe1f1 0fdcb6a 
0fc8e56 0fc3632 0fdf9be 
0fcb725 0fc60ce 0fe2e5a 
0fc7b25 0fc26b0 0fe2053 
0fc2bc0 0fbd693 0fde1b4 
0fc367c 0fbdef7 0fdc87b 
0fc8c32 0fc33e1 0fdf76d 
0fcb56c 0fc5eec 0fe2c21 
0fc7919 0fc2495 0fe1dd4 
0fc292c 0fbd40e 0fddeed 
0fc3359 0fbdbeb 0fdc55a 
0fc8887 0fc3059 0fdf3b8 
0fcb236 0fc5bd3 0fe28b6 
0fc768b 0fc220d 0fe1adb 
0fc26ae 0fbd18e 0fddc1f 
0fc31b7 0fbda50 0fdc343 
0fc877b 0fc2f50 0fdf201 
0fcb0d8 0fc5a78 0fe2694 
0fc75df 0fc2173 0fe1983 
0fc2638 0fbd12f 0fddb27 
0fc3060 0fbd900 0fdc1ba 
0fc8593 0fc2d67 0fdefea 
0fcb03a 0fc59d1 0fe2599 
0fc759c 0fc2122 0fe18db 
0fc2585 0fbd073 0fdda5e 
0fc2f98 0fbd841 0fdc124 
0fc84c6 0fc2cae 0fdef64 
0fcaf93 0fc593f 0fe2553 
0fc753d 0fc20d0 0fe18dd 
0fc2566 0fbd058 0fdda92 
0fc2efb 0fbd79c 0fdc0de 
0fc8487 0fc2c58 0fdef57 
0fcaf94 0fc5927 0fe254f 
0fc74b1 0fc203b 0fe187c 
0fc2411 0fbcf0d 0fdd9ae 
0fc2d35 0fbd5e6 0fdbfae 
0fc8201 0fc29e0 0fded66 
0fcacb1 0fc564c 0fe22d9 
0fc7215 0fc1da7 0fe1621 
0fc2258 0fbcd57 0fdd82a 
0fc2c04 0fbd4b5 0fdbeb4 
0fc80d3 0fc28bc 0fdec72 
0fcabba 0fc556e 0fe2216 
0fc7171 0fc1d1e 0fe15bd 
0fc2147 0fbcc57 0fdd77b 
0fc2a6e 0fbd329 0fdbd6f 
0fc7f8b 0fc276f 0fdeb2e 
0fcab8e 0fc552b 0fe2194 
0fc717c 0fc1d0d 0fe1548 
0fc20d3 0fbcbd0 0fdd6a1 
0fc29ad 0fbd260 0fdbc6a 
0fc7ea2 0fc2684 0fdea02 
0fcaa0d 0fc53ae 0fe1fb1 
0fc701d 0fc1bab 0fe1379 
0fc1f5e 0fbca5a 0fdd4f3 
0fc277d 0fbd026 0fdba17 
0fc7bf3 0fc23c8 0fde71f 
0fca708 0fc50b1 0fe1c7d 
0fc6ccd 0fc1877 0fe1034 
0fc1b1d 0fbc63f 0fdd0ee 
0fc2261 0fbcb2e 0fdb57d 
0fc76d1 0fc1ec0 0fde26e 
0fca240 0fc4bf0 0fe180b 
0fc680e 0fc13ae 0fe0bb5 
0fc166c 0fbc176 0fdcca9 
0fc1e14 0fbc6d1 0fdb19f 
0fc72b5 0fc1aa2 0fdded0 
0fc9eda 0fc4891 0fe1515 
0fc65c2 0fc1172 0fe09e2 
0fc14f3 0fbc008 0fdcb8a 
0fc1cbc 0fbc575 0fdb0af 
0fc7193 0fc196a 0fddde5 
0fc9dd7 0fc476a 0fe1409 
0fc645a 0fc0fe9 0fe0849 
0fc1349 0fbbe57 0fdca02 
0fc1ab6 0fbc388 0fdaef7 
0fc6f45 0fc173c 0fddbe2 
0fc9c66 0fc4614 0fe129c 
0fc63bf 0fc0f66 0fe07c6 
0fc12b8 0fbbdcd 0fdc9b0 
0fc19df 0fbc2aa 0fdae84 
0fc6e5c 0fc164b 0fddb56 
0fc9ae4 0fc448e 0fe1180 
0fc6223 0fc0dca 0fe0681 
0fc10b1 0fbbbd8 0fdc82d 
0fc173d 0fbc012 0fdac7b 
0fc6bc9 0fc13bf 0fdd93c 
0fc9889 0fc4230 0fe0f61 
0fc5fca 0fc0b60 0fe0435 
0fc0dfe 0fbb90e 0fdc579 
0fc14be 0fbbd8a 0fdaa02 
0fc6911 0fc1109 0fdd670 
0fc9702 0fc40b5 0fe0d7b 
0fc5f6b 0fc0b15 0fe0366 
0fc0dcc 0fbb8f6 0fdc50c 
0fc1338 0fbbc11 0fda870 
0fc66c8 0fc0ebd 0fdd3ee 
0fc9410 0fc3dbd 0fe0a23 
0fc5bb8 0fc0765 0fdff52 
0fc09cc 0fbb4ff 0fdc0ea 
0fc0ee5 0fbb7dd 0fda43a 
0fc62a0 0fc0ab7 0fdcfe5 
0fc901c 0fc39dc 0fe0614 
0fc57e1 0fc03a2 0fdfb68 
0fc05bb 0fbb0fe 0fdbcf9 
0fc0ab4 0fbb3b2 0fda032 
0fc5eac 0fc06c9 0fdcbeb 
0fc8cca 0fc3693 0fe0285 
0fc5567 0fc0126 0fdf898 
0fc0320 0fbae69 0fdba36 
0fc0809 0fbb104 0fd9d64 
0fc5c1d 0fc0431 0fdc919 
0fc8ab8 0fc3485 0fe0038 
0fc5332 0fbff02 0fdf610 
0fc0116 0fbac6d 0fdb7d3 
0fc05cb 0fbaee1 0fd9b0c 
0fc596d 0fc01a0 0fdc67c 
0fc87a8 0fc318c 0fdfd1d 
0fc5041 0fbfc20 0fdf32b 
0fbfe14 0fba96e 0fdb4f3 
0fc02cd 0fbabd3 0fd9824 
0fc566a 0fbfe83 0fdc35a 
0fc84d7 0fc2e9f 0fdf9f0 
0fc4db3 0fbf984 0fdf03b 
0fbfb2d 0fba688 0fdb1ed 
0fbff6a 0fba883 0fd94e0 
0fc53cb 0fbfc05 0fdc0b8 
0fc8282 0fc2c65 0fdf778 
0fc4bb2 0fbf78e 0fdee08 
0fbf979 0fba4da 0fdb005 
0fbfd06 0fba61f 0fd9238 
0fc5067 0fbf896 0fdbd05 
0fc7ef4 0fc28d1 0fdf383 
0fc47f2 0fbf3d0 0fde9d7 
0fbf5a1 0fba114 0fdabc8 
0fbf983 0fba2b6 0fd8e66 
0fc4cf4 0fbf533 0fdb929 
0fc7c17 0fc25f3 0fdeffb 
0fc45a8 0fbf185 0fde6ce 
0fbf2fc 0fb9e6a 0fda897 
0fbf684 0fb9fac 0fd8adf 
0fc4944 0fbf182 0fdb500 
0fc7850 0fc223d 0fdebb6 
0fc41b2 0fbed9f 0fde274 
0fbeea7 0fb9a22 0fda3fc 
0fbf1b9 0fb9aed 0fd85ff 
0fc44a6 0fbece6 0fdb01c 
0fc73fb 0fc1de3 0fde6dd 
0fc3e8d 0fbea82 0fddec1 
0fbeb9f 0fb9726 0fda0af 
0fbedf7 0fb973a 0fd821a 
0fc4099 0fbe8e6 0fdabe6 
0fc70b8 0fc1aa7 0fde34b 
0fc3b1a 0fbe70f 0fddadc 
0fbe894 0fb941a 0fd9d29 
0fbeb4e 0fb9489 0fd7f07 
0fc3e1a 0fbe65b 0fda8f6 
0fc6e7b 0fc1863 0fde0a8 
0fc3973 0fbe55c 0fdd8e2 
0fbe60a 0fb918a 0fd9a9d 
0fbe823 0fb9151 0fd7c27 
0fc3ad5 0fbe304 0fda611 
0fc6b32 0fc14fe 0fdddb5 
0fc3646 0fbe221 0fdd62d 
0fbe2f8 0fb8e6f 0fd9821 
0fbe4dc 0fb8e03 0fd7991 
0fc377a 0fbdfa6 0fda35b 
0fc680d 0fc11de 0fddafa 
0fc32cf 0fbdeaa 0fdd306 
0fbdf38 0fb8a9c 0fd948c 
0fbe069 0fb8984 0fd7527 
0fc32be 0fbdadc 0fd9e79 
0fc635c 0fc0d21 0fdd607 
0fc2e24 0fbd9f0 0fdcdf8 
0fbdafe 0fb8669 0fd9000 
0fbdc9d 0fb85b9 0fd70f4 
0fc3004 0fbd81e 0fd9b30 
0fc60da 0fc0a8e 0fdd2ce 
0fc2c78 0fbd83f 0fdcb7d 
0fbd975 0fb84d6 0fd8dbd 
0fbdb23 0fb8440 0fd6ef4 
0fc2d87 0fbd5b1 0fd9859 
0fc5e6a 0fc082f 0fdcfe5 
0fc29bc 0fbd58c 0fdc849 
0fbd62b 0fb819b 0fd8a5e 
0fbd733 0fb805a 0fd6b44 
0fc29fe 0fbd228 0fd9500 
0fc5b4c 0fc0519 0fdccfc 
0fc26e8 0fbd2ca 0fdc5cf 
0fbd339 0fb7ebe 0fd87d4 
0fbd386 0fb7cc8 0fd6818 
0fc25f3 0fbce2d 0fd9169 
0fc57dd 0fc01ac 0fdc9b6 
0fc239a 0fbcf70 0fdc27a 
0fbcfde 0fb7b4a 0fd8476 
0fbd023 0fb794b 0fd64c4 
0fc2301 0fbcb30 0fd8e82 
0fc5500 0fbfecf 0fdc6d2 
0fc20e4 0fbccbd 0fdbfa8 
0fbcda6 0fb7926 0fd8230 
0fbcf4c 0fb7888 0fd63c1 
0fc232a 0fbcb69 0fd8e57 
0fc5636 0fc0008 0fdc790 
0fc2390 0fbcf6a 0fdc1d8 
0fbd0d8 0fb7c58 0fd8529 
0fbd17f 0fb7abb 0fd6605 
0fc2457 0fbcc8b 0fd8f95 
0fc5751 0fc011a 0fdc8b7 
0fc247e 0fbd054 0fdc2ff 
0fbd181 0fb7cfc 0fd8631 
0fbd21b 0fb7b50 0fd6711 
0fc24cb 0fbccfa 0fd9075 
0fc57f5 0fc01bd 0fdc9b4 
0fc258a 0fbd166 0fdc45c 
0fbd280 0fb7e02 0fd879c 
0fbd2cc 0fb7c07 0fd684d 
0fc25ce 0fbcdfc 0fd91d9 
0fc58f1 0fc02b4 0fdcaef 
0fc26f6 0fbd2cd 0fdc609 
0fbd38f 0fb7f0b 0fd8908 
0fbd398 0fb7cc9 0fd6976 
0fc2619 0fbce44 0fd9289 
0fc5949 0fc0311 0fdcb7a 
0fc2675 0fbd24c 0fdc5b0 
0fbd310 0fb7e90 0fd88c2 
0fbd278 0fb7bb0 0fd68e7 
0fc250c 0fbcd34 0fd921a 
0fc584c 0fc0212 0fdcb18 
0fc2585 0fbd15c 0fdc561 
0fbd1f5 0fb7d72 0fd8871 
0fbd0ea 0fb7a20 0fd6828 
0fc22bf 0fbcae8 0fd9080 
0fc5596 0fbff58 0fdc8d7 
0fc22c9 0fbce98 0fdc304 
0fbcdd0 0fb7950 0fd84c7 
0fbcbe9 0fb752c 0fd63c6 
0fc1d4a 0fbc581 0fd8ba6 
0fc4fae 0fbf97a 0fdc392 
0fc1b65 0fbc750 0fdbc79 
0fbc48d 0fb702f 0fd7cc3 
0fbc2af 0fb6c01 0fd5b26 
0fc1547 0fbbd89 0fd83a6 
0fc48fe 0fbf2d2 0fdbc55 
0fc16fb 0fbc2dc 0fdb701 
0fbc330 0fb6ec4 0fd79f3 
0fbc1d7 0fb6b2c 0fd597b 
0fc147a 0fbbcbe 0fd8256 
0fc48ad 0fbf27c 0fdbbb9 
0fc1730 0fbc30b 0fdb6fd 
0fbc2e9 0fb6e7b 0fd7996 
0fbc151 0fb6a9c 0fd58da 
0fc139f 0fbbbcf 0fd8166 
0fc4780 0fbf143 0fdba64 
0fc1581 0fbc162 0fdb551 
0fbc14c 0fb6cde 0fd7831 
0fbbf02 0fb6850 0fd56f6 
0fc1111 0fbb945 0fd7f20 
0fc45b7 0fbef71 0fdb889 
0fc1451 0fbc01e 0fdb3eb 
0fbbfd4 0fb6b57 0fd76a5 
0fbbd72 0fb66b1 0fd554d 
0fc0f32 0fbb767 0fd7d2a 
0fc4315 0fbecd8 0fdb5e4 
0fc11d3 0fbbdaf 0fdb15a 
0fbbdeb 0fb6989 0fd74b4 
0fbbb6e 0fb64ce 0fd5362 
0fc0d0f 0fbb55a 0fd7b1a 
0fc418f 0fbeb63 0fdb43b 
0fc1118 0fbbcfe 0fdb077 
0fbbcf5 0fb6895 0fd73c7 
0fbba1e 0fb6373 0fd5220 
0fc0c5e 0fbb49c 0fd7a4d 
0fc41f0 0fbebbc 0fdb462 
0fc114b 0fbbd26 0fdb065 
0fbbd4f 0fb68e1 0fd7404 
0fbbb1a 0fb6465 0fd531f 
0fc0d3b 0fbb578 0fd7b08 
0fc4369 0fbed3a 0fdb57b 
0fc13ef 0fbbfd8 0fdb2a4 
0fbbfde 0fb6b81 0fd762c 
0fbbd4d 0fb66b6 0fd552e 
0fc0fe0 0fbb833 0fd7da1 
0fc4594 0fbef6d 0fdb79f 
0fc153e 0fbc129 0fdb3cc 
0fbc124 0fb6ccf 0fd7750 
0fbbe3a 0fb67a3 0fd5606 
0fc0ff2 0fbb841 0fd7d8d 
0fc4547 0fbef2b 0fdb718 
0fc1455 0fbc05f 0fdb2b2 
0fbbfe7 0fb6bb5 0fd75f9 
0fbbcee 0fb6679 0fd54af 
0fc0eed 0fbb756 0fd7c77 
0fc450d 0fbeefb 0fdb668 
0fc151a 0fbc11f 0fdb2e0 
0fbc0fb 0fb6cbc 0fd7684 
0fbbdcf 0fb6751 0fd54f0 
0fc0f87 0fbb7e8 0fd7c1f 
0fc45fb 0fbefe1 0fdb622 
0fc16e6 0fbc2e3 0fdb363 
0fbc273 0fb6e31 0fd76e9 
0fbbe59 0fb67d2 0fd54b0 
0fc0fff 0fbb85a 0fd7bf0 
0fc45f3 0fbefcf 0fdb594 
0fc16f3 0fbc2ea 0fdb2e2 
0fbc221 0fb6de2 0fd763b 
0fbbdbc 0fb673e 0fd53db 
0fc0f57 0fbb7b4 0fd7b17 
0fc4617 0fbeff5 0fdb54f 
0fc170c 0fbc30d 0fdb2bd 
0fbc1cb 0fb6d9f 0fd7605 
0fbbcb4 0fb6651 0fd535f 
