0fc52c0 0fbae85 0fd7b6f 
0fcfb7c 0fc5a44 0fdbb8a 
0fccac3 0fc2ff0 0fd32f1 
0fc6cd4 0fbd26a 0fcc647 
0fc61a1 0fbc103 0fd0743 
0fcb4c2 0fc100d 0fdb6eb 
0fcf203 0fc50f4 0fdb967 
0fcc177 0fc26bd 0fd2c27 
0fc635d 0fbc905 0fcbde7 
0fc57af 0fbb71e 0fd03d5 
0fca967 0fc04b8 0fdb483 
0fce61c 0fc44fc 0fdb69e 
0fcb615 0fc1b46 0fd2550 
0fc57c7 0fbbd69 0fcb4de 
0fc4b17 0fbaa90 0fd0377 
0fc9cfb 0fbf851 0fdb630 
0fcd9ab 0fc3896 0fdb72c 
0fca948 0fc0e91 0fd1f19 
0fc4a68 0fbb023 0fcab5e 
0fc3dda 0fb9d64 0fd03bd 
0fc9004 0fbeb64 0fdb77e 
0fccd3b 0fc2c21 0fdb86e 
0fc9d38 0fc026a 0fd1b29 
0fc3ec9 0fba470 0fca539 
0fc3267 0fb91e7 0fd06fd 
0fc8460 0fbdfc8 0fdb86b 
0fcc1ee 0fc20d4 0fdb691 
0fc91e7 0fbf71a 0fd159f 
0fc33be 0fb996a 0fc9e14 
0fc274f 0fb86ec 0fd0503 
0fc7891 0fbd41f 0fdb671 
0fcb566 0fc1481 0fdb424 
0fc8516 0fbea86 0fd11c3 
0fc2607 0fb8bff 0fc9b26 
0fc17f1 0fb77df 0fd062f 
0fc682d 0fbc408 0fdb6b3 
0fca491 0fc03ea 0fdb480 
0fc7457 0fbd9fb 0fd0d89 
0fc1432 0fb7a52 0fc98c7 
0fc04af 0fb64bc 0fd04cd 
0fc538d 0fbaf75 0fdb37a 
0fc8f11 0fbee6b 0fdb0fa 
0fc5e12 0fbc3b1 0fd063d 
0fbfd62 0fb637e 0fc935f 
0fbee08 0fb4dfc 0fd0137 
0fc3d8b 0fb9950 0fdae65 
0fc792e 0fbd85f 0fdab3b 
0fc48af 0fbae19 0fcff83 
0fbe8bb 0fb4ea3 0fc90f6 
0fbd9d4 0fb399a 0fd0015 
0fc2a93 0fb861e 0fdac72 
0fc682b 0fbc719 0fdaa25 
0fc39d6 0fb9eff 0fcff53 
0fbdc0d 0fb41af 0fc9452 
0fbcf25 0fb2ea2 0fd0479 
0fc21b9 0fb7d08 0fdb198 
0fc6120 0fbbfd2 0fdb18a 
0fc34ac 0fb9996 0fd05a2 
0fbd87d 0fb3df8 0fc999f 
0fbcc63 0fb2bda 0fd08c0 
0fc1f1b 0fb7a77 0fdb521 
0fc5e97 0fbbd59 0fdb3e9 
0fc31e7 0fb96e6 0fd07f0 
0fbd470 0fb3a08 0fc9b2a 
0fbc6ab 0fb263e 0fd092a 
0fc17cd 0fb7335 0fdb4aa 
0fc56c7 0fbb586 0fdb33a 
0fc29b6 0fb8eb8 0fd05ce 
0fbcbfa 0fb3191 0fc97d3 
0fbbd5e 0fb1cef 0fd0508 
0fc0dae 0fb6901 0fdb032 
0fc4c1a 0fbaaac 0fdb01c 
0fc1f19 0fb83d9 0fd02f9 
0fbc106 0fb265b 0fc9603 
0fbb25f 0fb119a 0fd0381 
0fc037d 0fb5e80 0fdae28 
0fc42ce 0fba10b 0fdaf5c 
0fc16ea 0fb7b5e 0fd04ed 
0fbba4d 0fb1f4f 0fc9801 
0fbacc4 0fb0bbb 0fd065d 
0fbfe9f 0fb5957 0fdb2ae 
0fc3f81 0fb9d76 0fdb376 
0fc1575 0fb799d 0fd07ef 
0fbba58 0fb1f1c 0fc9a86 
0fbadf8 0fb0cb1 0fd065a 
0fc00a3 0fb5b2c 0fdb251 
0fc42c8 0fba08a 0fdb3e6 
0fc199e 0fb7da7 0fd0952 
0fbbef8 0fb23b5 0fc9c6b 
0fbb2c6 0fb1183 0fd07d8 
0fc065d 0fb60e3 0fdb31c 
0fc4927 0fba6f9 0fdb481 
0fc202a 0fb8449 0fd0992 
0fbc558 0fb2a2f 0fc9bbe 
0fbb8a1 0fb178b 0fd078c 
0fc0c00 0fb66b3 0fdb43e 
0fc4ec5 0fbacc5 0fdb723 
0fc25ce 0fb8a16 0fd0c69 
0fbcac9 0fb2fce 0fc9e2a 
0fbbe10 0fb1d27 0fd0897 
0fc1108 0fb6be9 0fdb3ff 
0fc54a6 0fbb2b0 0fdb82f 
0fc2c83 0fb90cc 0fd0ddf 
0fbd17c 0fb3680 0fc9e82 
0fbc450 0fb2369 0fd08be 
0fc1767 0fb723e 0fdb426 
0fc5af8 0fbb903 0fdb792 
0fc3352 0fb979e 0fd0e62 
0fbd811 0fb3d23 0fc9f4e 
0fbca89 0fb29b4 0fd0987 
0fc1e1c 0fb790e 0fdb590 
0fc61dd 0fbc002 0fdb9af 
0fc3ae5 0fb9f53 0fd109e 
0fbe0f2 0fb4635 0fca02b 
0fbd3aa 0fb330a 0fd09fc 
0fc26f7 0fb8218 0fdb713 
0fc6b5b 0fbc9a9 0fdbc57 
0fc4462 0fba90a 0fd133c 
0fbe9dc 0fb4f56 0fca296 
0fbdcd5 0fb3c77 0fd0b92 
0fc2f8c 0fb8af6 0fdb83c 
0fc738f 0fbd227 0fdbd8a 
0fc4c8e 0fbb167 0fd15a2 
0fbf276 0fb581b 0fca3f7 
0fbe4e5 0fb44b7 0fd0bda 
0fc3780 0fb9320 0fdb8cd 
0fc7ad5 0fbd9a3 0fdbf17 
0fc53d7 0fbb8e1 0fd1826 
0fbf970 0fb5f38 0fca68d 
0fbeaf9 0fb4b0e 0fd0cfe 
0fc3ca6 0fb9880 0fdb903 
0fc7fc9 0fbdec1 0fdbf02 
0fc57cd 0fbbd0c 0fd17b8 
0fbfc98 0fb62ad 0fca4a6 
0fbee15 0fb4e46 0fd0b26 
0fc4053 0fb9c2c 0fdb960 
0fc83d2 0fbe2cc 0fdc0a6 
0fc5c5e 0fbc19c 0fd19c3 
0fc014b 0fb6755 0fca6ec 
0fbf2b7 0fb52db 0fd0e94 
0fc4461 0fba03a 0fdbc92 
0fc881f 0fbe719 0fdc383 
0fc6141 0fbc682 0fd1d13 
0fc063b 0fb6c4b 0fca951 
0fbf6d9 0fb5702 0fd0f1d 
0fc4870 0fba446 0fdbccb 
0fc8c23 0fbeb13 0fdc40a 
0fc653e 0fbca6d 0fd1ccb 
0fc097b 0fb6f85 0fca819 
0fbfa13 0fb5a39 0fd0d5e 
0fc4b6c 0fba737 0fdbb18 
0fc8f7d 0fbee53 0fdc31b 
0fc689e 0fbcdb9 0fd1dc8 
0fc0c91 0fb7285 0fca84d 
0fbfc48 0fb5c57 0fd0bd3 
0fc4d3f 0fba8e0 0fdb8b9 
0fc9120 0fbefbe 0fdc131 
0fc6a4f 0fbcf29 0fd1b60 
0fc0e0c 0fb73c1 0fca342 
0fbfd42 0fb5d0a 0fd05a6 
0fc4e19 0fba977 0fdb418 
0fc9248 0fbf0a8 0fdbd3a 
0fc6bb0 0fbd04f 0fd18c2 
0fc0fdc 0fb7561 0fc9fb7 
0fbfeba 0fb5e6d 0fd012d 
0fc4ed6 0fbaa1a 0fdaf66 
0fc9348 0fbf17e 0fdb896 
0fc6cea 0fbd15c 0fd16b5 
0fc10b8 0fb760d 0fc9dcd 
0fbffd0 0fb5f45 0fcff20 
0fc4ff4 0fbaaf7 0fdadea 
0fc940d 0fbf20f 0fdb7d7 
0fc6e48 0fbd293 0fd15a4 
0fc1220 0fb7763 0fc9b2b 
0fc007a 0fb5fe0 0fcfa35 
0fc5041 0fbab2f 0fda93e 
0fc9454 0fbf22d 0fdb52b 
0fc6e26 0fbd249 0fd145d 
0fc11f7 0fb770d 0fc9a9f 
0fc000a 0fb5f49 0fcf9fb 
0fc4f83 0fbaa52 0fda975 
0fc93b0 0fbf177 0fdb506 
0fc6e40 0fbd24e 0fd13cf 
0fc120a 0fb770e 0fc992c 
0fbff74 0fb5ea7 0fcf947 
0fc4f3a 0fba9fb 0fdaa32 
0fc93df 0fbf196 0fdb699 
0fc6e73 0fbd275 0fd15c6 
0fc127c 0fb777e 0fc9bba 
0fc0077 0fb5f9c 0fcfb66 
0fc50aa 0fbab55 0fdab54 
0fc95df 0fbf375 0fdb849 
0fc7102 0fbd4e8 0fd17c6 
0fc1512 0fb7a01 0fc9dbe 
0fc02c7 0fb61e3 0fcfc95 
0fc52f2 0fbad93 0fdaca8 
0fc9909 0fbf699 0fdba0b 
0fc7487 0fbd874 0fd18c1 
0fc1891 0fb7d91 0fc9baa 
0fc0693 0fb65c3 0fcf9f4 
0fc575a 0fbb21f 0fdac7f 
0fc9d97 0fbfb4b 0fdbaa5 
0fc7952 0fbdd5a 0fd1afc 
0fc1d65 0fb827f 0fc9ddf 
0fc0ada 0fb6a31 0fcfba6 
0fc5b01 0fbb5d4 0fdadf5 
0fca141 0fbfef9 0fdba58 
0fc7d19 0fbe12a 0fd1afb 
0fc209e 0fb85b9 0fc9d0a 
0fc0d84 0fb6ce1 0fcf933 
0fc5d28 0fbb808 0fdad40 
0fca2d9 0fc00a5 0fdbcc2 
0fc7ed9 0fbe310 0fd1e6a 
0fc230d 0fb886b 0fca07b 
0fc0fdf 0fb6f83 0fcfa36 
0fc5f53 0fbba7b 0fdad59 
0fca5b2 0fc03b5 0fdbd9a 
0fc82a8 0fbe6fc 0fd2081 
0fc270d 0fb8c7c 0fca219 
0fc142d 0fb73e0 0fcfbd1 
0fc63ae 0fbbedd 0fdb009 
0fcaa43 0fc0849 0fdc05c 
0fc872d 0fbeb8d 0fd22ed 
0fc2bae 0fb9127 0fca232 
0fc187f 0fb782a 0fcfa58 
0fc6846 0fbc369 0fdae97 
0fcafd2 0fc0dd6 0fdbf89 
0fc8d10 0fbf178 0fd24b8 
0fc313f 0fb96e1 0fca43b 
0fc1e31 0fb7e25 0fcfbd1 
0fc6dab 0fbc91e 0fdb09e 
0fcb45f 0fc12a4 0fdc1d2 
0fc91f5 0fbf693 0fd275f 
0fc36fa 0fb9cbe 0fca5f9 
0fc231b 0fb8324 0fcfd40 
0fc720c 0fbcd8f 0fdb20e 
0fcb923 0fc1777 0fdc458 
0fc96d7 0fbfb86 0fd2a01 
0fc3b17 0fba0f1 0fca674 
0fc274e 0fb8754 0fcfba2 
0fc763d 0fbd1a7 0fdb213 
0fcbd3a 0fc1b67 0fdc4b5 
0fc9a7f 0fbff07 0fd2b81 
0fc3e14 0fba3c8 0fca858 
0fc29a4 0fb8998 0fcfcfa 
0fc786e 0fbd3d0 0fdb3f7 
0fcbf75 0fc1d9c 0fdc677 
0fc9d03 0fc0172 0fd2d75 
0fc407e 0fba61f 0fca9d6 
0fc2b9b 0fb8b78 0fcfe0e 
0fc79fc 0fbd547 0fdb611 
0fcc119 0fc1f20 0fdca41 
0fc9ec2 0fc0319 0fd306e 
0fc425b 0fba7e2 0fcabe9 
0fc2d04 0fb8cc3 0fcfec9 
0fc7b61 0fbd67e 0fdb715 
0fcc206 0fc1fdb 0fdcac0 
0fc9f40 0fc036b 0fd30cc 
0fc4268 0fba7dc 0fcac8d 
0fc2cfb 0fb8cbc 0fcff6e 
0fc7b23 0fbd650 0fdb62f 
0fcc2e2 0fc20ca 0fdcaac 
0fca110 0fc0555 0fd3133 
0fc4419 0fba99b 0fcac3d 
0fc2e65 0fb8e2c 0fcfd3a 
0fc7c53 0fbd77b 0fdb4e5 
0fcc355 0fc212c 0fdc981 
0fca16d 0fc05a2 0fd30ef 
0fc4557 0fbaad2 0fcad13 
0fc2f9b 0fb8f74 0fcfd8e 
0fc7d1b 0fbd861 0fdb4db 
0fcc3ba 0fc21b9 0fdc9a4 
0fca235 0fc0687 0fd313d 
0fc4625 0fbabc3 0fcac80 
0fc3066 0fb9057 0fcfa6d 
0fc7e21 0fbd977 0fdb18a 
0fcc5c8 0fc23c5 0fdc78b 
0fca4cc 0fc0925 0fd3111 
0fc4876 0fbae21 0fcad04 
0fc3176 0fb9173 0fcf7e6 
0fc7e77 0fbd9bf 0fdaec1 
0fcc64a 0fc242e 0fdc4e4 
0fca5a5 0fc09d8 0fd2f23 
0fc49ca 0fbaf5a 0fcac07 
0fc3360 0fb9357 0fcf3cd 
0fc8086 0fbdbe1 0fdaab2 
0fcc8ea 0fc26ed 0fdc2f8 
0fca8d2 0fc0d3a 0fd2f90 
0fc4cdd 0fbb2a6 0fcad3c 
0fc360d 0fb9631 0fcf06b 
0fc8395 0fbdf08 0fda7c9 
0fccc48 0fc2a52 0fdc1ca 
0fcabef 0fc105a 0fd30ab 
0fc4fdc 0fbb5aa 0fcafb4 
0fc3949 0fb996a 0fcf3ff 
0fc86f1 0fbe257 0fdabe8 
0fccff0 0fc2df9 0fdc55f 
0fcb03d 0fc14ac 0fd3469 
0fc5432 0fbba02 0fcb2f8 
0fc3cdf 0fb9d02 0fcf2d8 
0fc8a21 0fbe58e 0fdaa3e 
0fcd2ff 0fc3109 0fdc49b 
0fcb360 0fc17cd 0fd34f7 
0fc56dd 0fbbca3 0fcb410 
0fc3fdf 0fb9fee 0fcf04a 
0fc8d3f 0fbe882 0fda769 
0fcd638 0fc3410 0fdc26b 
0fcb634 0fc1a7d 0fd34b9 
0fc59f8 0fbbfb6 0fcb64b 
0fc4211 0fba230 0fcf0a2 
0fc8ed0 0fbea33 0fda83a 
0fcd78b 0fc3588 0fdc3ec 
0fcb7cf 0fc1c2c 0fd3686 
0fc5b13 0fbc0cf 0fcb77d 
0fc4364 0fba36c 0fcf1c9 
0fc9067 0fbeba0 0fda92b 
0fcd8e1 0fc369d 0fdc4cb 
0fcb90e 0fc1d29 0fd37d7 
0fc5c58 0fbc1de 0fcb890 
0fc4445 0fba431 0fcf0e6 
0fc9111 0fbec46 0fda78b 
0fcd9fd 0fc37c0 0fdc39f 
0fcba95 0fc1eb4 0fd37c9 
0fc5dc5 0fbc35b 0fcb969 
0fc4585 0fba582 0fcf062 
0fc9215 0fbed51 0fda6d2 
0fcdb51 0fc3907 0fdc386 
0fcbc89 0fc2095 0fd398b 
0fc60bd 0fbc628 0fcbba6 
0fc48bd 0fba8ab 0fcee96 
0fc94e6 0fbf020 0fda45f 
0fcde21 0fc3bcf 0fdc1c7 
0fcbf83 0fc2399 0fd3916 
0fc6313 0fbc8b3 0fcbcd9 
0fc49ff 0fbaa0b 0fcec6e 
0fc9635 0fbf180 0fda26b 
0fce038 0fc3e08 0fdc288 
0fcc1ce 0fc2608 0fd3b29 
0fc654d 0fbcb0f 0fcbedb 
0fc4c06 0fbac39 0fceca4 
0fc9874 0fbf3d2 0fda315 
0fce1f0 0fc3fc0 0fdc3aa 
0fcc355 0fc2790 0fd3c64 
0fc6690 0fbcc5a 0fcc012 
0fc4d18 0fbad5b 0fcee21 
0fc992a 0fbf4ac 0fda4c1 
0fce300 0fc4103 0fdc60e 
0fcc44e 0fc28bf 0fd3ec0 
0fc672a 0fbcd2e 0fcc13b 
0fc4d0d 0fbad86 0fcf0f2 
0fc98a7 0fbf452 0fda859 
0fce31b 0fc413a 0fdc923 
0fcc523 0fc29bb 0fd4039 
0fc67ef 0fbce1f 0fcc1f2 
0fc4d4a 0fbadf9 0fcf02d 
0fc9904 0fbf4d4 0fda727 
0fce333 0fc4162 0fdc7c6 
0fcc592 0fc2a30 0fd4047 
0fc6926 0fbcf57 0fcc2e0 
0fc4ee6 0fbaf89 0fcf046 
0fc99f1 0fbf5c1 0fda6e6 
0fce458 0fc428b 0fdc7ce 
0fcc6a1 0fc2b37 0fd4122 
0fc69c6 0fbcff9 0fcc35c 
0fc4f12 0fbafbc 0fcefd8 
0fc99fd 0fbf5d0 0fda852 
0fce4b0 0fc42de 0fdcb46 
0fcc7df 0fc2c70 0fd43c5 
0fc6ab4 0fbd0e7 0fcc4bd 
0fc4eff 0fbafbc 0fcf17f 
0fc9a2e 0fbf60d 0fda85a 
0fce4ca 0fc4300 0fdcbe9 
0fcc7a8 0fc2c3b 0fd4456 
0fc6a9f 0fbd0d8 0fcc49e 
0fc4f11 0fbafcd 0fcf0ad 
0fc99e9 0fbf5c5 0fda707 
0fce49d 0fc42bf 0fdca8b 
0fcc7da 0fc2c59 0fd4398 
0fc6af3 0fbd114 0fcc486 
0fc4f86 0fbb025 0fcef72 
0fc99d6 0fbf586 0fda63b 
0fce4c1 0fc42ad 0fdcabf 
0fcc8f5 0fc2d3b 0fd4548 
0fc6c5d 0fbd247 0fcc645 
0fc50ad 0fbb115 0fcf12a 
0fc9a92 0fbf605 0fda743 
0fce529 0fc42d5 0fdcc2c 
0fcc9c0 0fc2dcb 0fd4666 
0fc6d04 0fbd2b7 0fcc6ee 
0fc5079 0fbb0b5 0fcf15e 
0fc9a64 0fbf5c6 0fda943 
0fce5ea 0fc438e 0fdceeb 
0fcca16 0fc2e21 0fd484e 
0fc6d68 0fbd332 0fcc7a8 
0fc5131 0fbb17f 0fcf058 
0fc9af8 0fbf657 0fda6b5 
0fce61c 0fc43ab 0fdcc85 
0fccaac 0fc2ea0 0fd46b3 
0fc6d50 0fbd304 0fcc730 
0fc505a 0fbb0a3 0fcf181 
0fc9a16 0fbf57c 0fda927 
0fce5c4 0fc4367 0fdcf37 
0fcc9da 0fc2def 0fd4834 
0fc6c89 0fbd262 0fcc6dc 
0fc4f51 0fbafa7 0fcf0cc 
0fc9860 0fbf3aa 0fda871 
0fce3c6 0fc4143 0fdcebd 
0fcc884 0fc2c6c 0fd46dd 
0fc6b0f 0fbd0c6 0fcc554 
0fc4ce4 0fbad2a 0fced6f 
0fc9635 0fbf177 0fda3df 
0fce21b 0fc3f89 0fdcabf 
0fcc6ed 0fc2abf 0fd44eb 
0fc699b 0fbcf3d 0fcc3e1 
0fc4b4d 0fbab7e 0fcedbc 
0fc93f7 0fbef2e 0fda681 
0fce00b 0fc3d66 0fdceed 
0fcc5bc 0fc2986 0fd477b 
0fc6961 0fbcf02 0fcc472 
0fc4b3e 0fbab75 0fceed2 
0fc9423 0fbef57 0fda7fc 
0fce06a 0fc3dc5 0fdcfb9 
0fcc69b 0fc2a60 0fd4868 
0fc6a43 0fbcfe8 0fcc574 
0fc4be3 0fbac25 0fceff4 
0fc94d9 0fbf01d 0fda89b 
0fce158 0fc3eb3 0fdd086 
0fcc7b2 0fc2b70 0fd4921 
0fc6c23 0fbd1ba 0fcc6dc 
0fc4e3c 0fbae77 0fcef4d 
0fc96b2 0fbf1f4 0fda727 
0fce2d1 0fc4033 0fdd017 
0fcc9c6 0fc2d95 0fd4aab 
0fc6db8 0fbd369 0fcc834 
0fc4ee0 0fbaf35 0fceda5 
0fc97fe 0fbf345 0fda517 
0fce54a 0fc42aa 0fdcf69 
0fccc6a 0fc3045 0fd4af5 
0fc7013 0fbd5e3 0fcc98e 
0fc5154 0fbb1c7 0fcec61 
0fc9ac4 0fbf62b 0fda360 
0fce89d 0fc461c 0fdce21 
0fccfe9 0fc33df 0fd4ba2 
0fc7349 0fbd929 0fccbe4 
0fc5426 0fbb4aa 0fceb19 
0fc9d00 0fbf876 0fda1f7 
0fcea26 0fc47ae 0fdcde4 
0fcd1aa 0fc359f 0fd4cce 
0fc75e5 0fbdbd7 0fcce7a 
0fc56ae 0fbb753 0fceccb 
0fc9fa1 0fbfb2c 0fda2b2 
0fced38 0fc4ac5 0fdcf39 
0fcd4fa 0fc38fc 0fd4ee5 
0fc7884 0fbde83 0fcd089 
0fc59b0 0fbba5f 0fcec30 
0fca1f3 0fbfd8f 0fda2ec 
0fcef7a 0fc4d27 0fdd116 
0fcd766 0fc3b89 0fd51eb 
0fc7b20 0fbe136 0fcd36b 
0fc5af7 0fbbbb8 0fcee64 
0fca312 0fbfebf 0fda48a 
0fcf0da 0fc4e8e 0fdd186 
0fcd951 0fc3d77 0fd530c 
0fc7d34 0fbe363 0fcd530 
0fc5c9e 0fbbd82 0fcede7 
0fca43b 0fc000b 0fda24a 
0fcf213 0fc4fe5 0fdd113 
0fcda16 0fc3e50 0fd5325 
0fc7db2 0fbe3e5 0fcd59f 
0fc5d0d 0fbbdfa 0fcee90 
0fca4a8 0fc0075 0fda2af 
0fcf290 0fc5052 0fdd162 
0fcdb10 0fc3f32 0fd544c 
0fc7f0a 0fbe529 0fcd6ce 
0fc5e65 0fbbf38 0fceda3 
0fca528 0fc00d7 0fda0bd 
0fcf2e2 0fc507a 0fdd0b0 
0fcdc02 0fc4005 0fd5504 
0fc7f67 0fbe570 0fcd73e 
0fc5e93 0fbbf5c 0fcee73 
0fca5df 0fc0191 0fda273 
0fcf38e 0fc5121 0fdd23e 
0fcdcd6 0fc40ce 0fd55f7 
0fc8064 0fbe663 0fcd7e4 
0fc5e97 0fbbf51 0fceb27 
0fca509 0fc0098 0fd9e3d 
0fcf2fd 0fc506b 0fdcf79 
0fcdc93 0fc406d 0fd5482 
0fc7fe4 0fbe5de 0fcd73d 
0fc5dd9 0fbbe99 0fcea9f 
0fca422 0fbffc4 0fd9e4a 
0fcf1fe 0fc4f83 0fdd017 
0fcdb55 0fc3f43 0fd544d 
0fc7ef1 0fbe4f3 0fcd69c 
0fc5cca 0fbbd8b 0fce9c8 
0fca361 0fbfeef 0fd9d01 
0fcf1d6 0fc4f3e 0fdcf37 
0fcdb67 0fc3f37 0fd540b 
0fc7eab 0fbe48e 0fcd644 
0fc5c3b 0fbbcd2 0fce9ac 
0fca299 0fbfe06 0fd9d3a 
0fcf084 0fc4dca 0fdcfe6 
0fcda27 0fc3dd8 0fd541b 
0fc7d16 0fbe2ee 0fcd4d6 
0fc59bb 0fbba5f 0fce873 
0fca017 0fbfb87 0fd9cef 
0fceef8 0fc4c40 0fdd094 
0fcd88b 0fc3c46 0fd544a 
0fc7b90 0fbe176 0fcd3af 
0fc5870 0fbb926 0fcea41 
0fc9e15 0fbf9a0 0fda090 
0fcecc0 0fc4a2c 0fdd30a 
0fcd6fd 0fc3ade 0fd5458 
0fc7a23 0fbe028 0fcd28f 
0fc56b6 0fbb790 0fcea04 
0fc9c42 0fbf7ec 0fd9f8b 
0fcea93 0fc480a 0fdd1f3 
0fcd568 0fc3950 0fd5399 
0fc7910 0fbdf2f 0fcd188 
0fc553c 0fbb633 0fce834 
0fc9a53 0fbf612 0fd9d8d 
0fce93a 0fc46b7 0fdd117 
0fcd437 0fc3811 0fd52e6 
0fc7802 0fbde0d 0fcd04a 
0fc5498 0fbb576 0fce62d 
0fc9a09 0fbf5ad 0fd9b53 
0fce97b 0fc46de 0fdcf8b 
0fcd53d 0fc3910 0fd52ef 
0fc797e 0fbdf9b 0fcd178 
0fc55e1 0fbb6e5 0fce500 
0fc9b05 0fbf6cd 0fd9876 
0fceadf 0fc4863 0fdce06 
0fcd70a 0fc3af8 0fd5339 
0fc7aab 0fbe0e0 0fcd254 
0fc56b8 0fbb7dc 0fce4b5 
0fc9be3 0fbf7c7 0fd989d 
0fcebd9 0fc4970 0fdceaa 
0fcd82c 0fc3c2c 0fd545d 
0fc7c13 0fbe257 0fcd398 
0fc5774 0fbb898 0fce391 
0fc9cad 0fbf891 0fd9727 
0fcecd6 0fc4a66 0fdcddc 
0fcd91c 0fc3d1a 0fd5440 
0fc7d1c 0fbe361 0fcd46f 
0fc585a 0fbb986 0fce33a 
0fc9d1d 0fbf8fd 0fd9633 
0fcedc3 0fc4b4d 0fdce53 
0fcdac5 0fc3ec0 0fd5592 
0fc7e5b 0fbe4a1 0fcd59b 
0fc595a 0fbba85 0fce349 
0fc9e45 0fbfa18 0fd96b1 
0fceec3 0fc4c3b 0fdce88 
0fcdc37 0fc4025 0fd5656 
0fc8016 0fbe653 0fcd732 
0fc5abc 0fbbbe5 0fce37b 
0fc9fa2 0fbfb7b 0fd95d4 
0fcefda 0fc4d57 0fdcf91 
0fcdce1 0fc40c9 0fd578e 
0fc80d9 0fbe717 0fcd817 
0fc5b78 0fbbc9b 0fce53a 
0fc9f7b 0fbfb4e 0fd98b6 
0fcf039 0fc4db2 0fdd242 
0fcddbb 0fc41a1 0fd59be 
0fc81eb 0fbe82c 0fcd96b 
0fc5c78 0fbbda9 0fce63c 
0fca085 0fbfc69 0fd9890 
0fcf0fb 0fc4e78 0fdd0e4 
0fcde8d 0fc4279 0fd58eb 
0fc829d 0fbe8e4 0fcd9ad 
0fc5c8a 0fbbdc4 0fce3d6 
0fca041 0fbfc26 0fd962c 
0fcf064 0fc4ddd 0fdcf87 
0fcde0e 0fc41f1 0fd5836 
0fc8271 0fbe8b0 0fcd979 
0fc5c2f 0fbbd60 0fce3ff 
0fc9fdc 0fbfbbd 0fd965b 
0fcf0d2 0fc4e47 0fdd154 
0fcdebc 0fc4297 0fd59ca 
0fc82cb 0fbe90e 0fcd9e6 
0fc5c73 0fbbdb8 0fce4b8 
0fc9f8e 0fbfb87 0fd973b 
0fcf012 0fc4d93 0fdd259 
0fcdedb 0fc42c0 0fd5af2 
0fc8303 0fbe953 0fcda43 
0fc5c49 0fbbd96 0fce52a 
0fc9f62 0fbfb58 0fd97fb 
0fcf0d6 0fc4e4f 0fdd2c7 
0fcdff7 0fc43d0 0fd5b9e 
0fc83ed 0fbea3b 0fcdb00 
0fc5cc7 0fbbe1f 0fce490 
0fca017 0fbfc1f 0fd9797 
0fcf170 0fc4efd 0fdd3bd 
0fce09a 0fc4495 0fd5cf5 
0fc84c9 0fbeb33 0fcdc0d 
0fc5d68 0fbbec9 0fce582 
0fca0aa 0fbfc9a 0fd9866 
0fcf230 0fc4f92 0fdd4d8 
0fce124 0fc44f8 0fd5da9 
0fc8537 0fbeb8b 0fcdc53 
0fc5db4 0fbbf0b 0fce597 
0fca12d 0fbfd2e 0fd997c 
0fcf34b 0fc50d5 0fdd64a 
0fce2b8 0fc46af 0fd5ee7 
0fc8731 0fbed95 0fcde38 
0fc5fcc 0fbc133 0fce62b 
0fca284 0fbfe86 0fd9765 
0fcf430 0fc519d 0fdd3f5 
0fce393 0fc476e 0fd5e56 
0fc8745 0fbed97 0fcdde8 
0fc5f9e 0fbc0f0 0fce434 
0fca23b 0fbfe25 0fd95f3 
0fcf398 0fc50fa 0fdd406 
0fce399 0fc4770 0fd5ee1 
0fc87c6 0fbee24 0fcdea6 
0fc5f89 0fbc0f7 0fce482 
0fca1fd 0fbfdfa 0fd9610 
0fcf40e 0fc5174 0fdd45a 
0fce3d3 0fc4799 0fd5f51 
0fc87b1 0fbeded 0fcdebb 
0fc5f8b 0fbc0d5 0fce5d0 
0fca18d 0fbfd70 0fd97c3 
0fcf33b 0fc5082 0fdd654 
0fce366 0fc4706 0fd60a3 
0fc8766 0fbed93 0fcdee0 
0fc5ecc 0fbc013 0fce5d0 
0fca0c8 0fbfca1 0fd978f 
0fcf309 0fc5039 0fdd67b 
0fce3c0 0fc4757 0fd6141 
0fc8859 0fbee87 0fcdfd1 
0fc5fb7 0fbc0fb 0fce620 
0fca138 0fbfd11 0fd9722 
0fcf325 0fc505c 0fdd6cf 
0fce3e7 0fc4783 0fd61a8 
0fc8827 0fbee5e 0fcdf9f 
0fc5f2b 0fbc082 0fce4a7 
0fca0ef 0fbfccb 0fd95c9 
0fcf2d1 0fc5000 0fdd6a8 
0fce376 0fc4706 0fd61e4 
0fc8813 0fbee38 0fcdfbd 
0fc5e37 0fbbf78 0fce5b8 
0fc9ede 0fbfaa6 0fd98e7 
0fcf145 0fc4e5f 0fdd986 
0fce2a2 0fc462a 0fd630d 
0fc8678 0fbec9e 0fcdebc 
0fc5c8b 0fbbdda 0fce692 
0fc9dc3 0fbf996 0fd9a10 
0fcf047 0fc4d65 0fddab8 
0fce18b 0fc450d 0fd6356 
0fc85a3 0fbebc8 0fcde46 
0fc5b3e 0fbbc86 0fce71d 
0fc9c5c 0fbf82c 0fd9b36 
0fcef4e 0fc4c66 0fddbb9 
0fce160 0fc44e0 0fd6488 
0fc853f 0fbeb5c 0fcde2d 
0fc5a93 0fbbbce 0fce640 
0fc9b09 0fbf6bc 0fd9a30 
