0fb658b 0007a47 0fa9613 
0fa4756 0039e35 0f976ee 
0fa065d 003da4b 0f9407e 
0fa9105 0038273 0f9d417 
0fb2a04 0030dbc 0fa67c5 
0fb017a 0031a70 0fa3340 
0fa501b 00395f7 0f97fae 
0fa0dee 003d2eb 0f947f9 
0fa97f1 0037b7a 0f9dad0 
0fb30da 00306d9 0fa6e93 
0fb0909 00312ff 0fa3ad3 
0fa57cb 0038e48 0f9873c 
0fa14a9 003cbdf 0f94e8c 
0fa9de7 0037509 0f9e0b7 
0fb3713 0030084 0fa7506 
0fb1008 0030c3d 0fa41f7 
0fa5ebd 003876f 0f98e29 
0fa19ed 003c658 0f953b9 
0faa255 0037067 0f9e528 
0fb3cb0 002faf6 0fa7aa6 
0fb1688 003060a 0fa487b 
0fa65de 00380aa 0f99528 
0fa2130 003bf28 0f95ade 
0faa8cf 00369cd 0f9eb8d 
0fb431d 002f49b 0fa810f 
0fb1dec 002fef8 0fa4ff1 
0fa6d87 003795c 0f99cd0 
0fa2817 003b877 0f961a3 
0faaf52 0036348 0f9f1e7 
0fb49c2 002ee08 0fa87bc 
0fb259c 002f793 0fa579f 
0fa756b 00371bb 0f9a49c 
0fa2ed7 003b194 0f96852 
0fab498 0035d9d 0f9f73b 
0fb4f6a 002e825 0fa8d7a 
0fb2cab 002f093 0fa5eb4 
0fa7c5b 0036a9e 0f9ab85 
0fa3448 003ab7d 0f96db7 
0fab942 003582e 0f9fbd8 
0fb546d 002e2b8 0fa9288 
0fb3359 002e9ee 0fa6566 
0fa8394 0036371 0f9b2a0 
0fa3a98 003a4cb 0f973d5 
0fabf16 00351e1 0fa018f 
0fb5b2f 002dc0b 0fa9949 
0fb3adc 002e2cb 0fa6ced 
0fa8b45 0035c11 0f9ba39 
0fa4131 0039e46 0f97a6d 
0fac4ca 0034c11 0fa075f 
0fb61c9 002d556 0faa001 
0fb421c 002dbb4 0fa7458 
0fa92c9 0035486 0f9c1e1 
0fa47bf 003972f 0f9810f 
0faca49 00345d4 0fa0ced 
0fb678c 002cf19 0faa5e8 
0fb4945 002d44c 0fa7ba9 
0fa98d1 0034e1b 0f9c7f1 
0fa4c29 0039220 0f98564 
0face31 0034148 0fa10ca 
0fb6c09 002ca26 0faaa74 
0fb4e59 002ceff 0fa80ca 
0fa9d71 003491b 0f9cc8b 
0fa4f1f 0038e70 0f98854 
0fad030 0033e69 0fa12bc 
0fb6de2 002c7b1 0faac55 
0fb50e1 002cc26 0fa8358 
0faa040 00345fc 0f9cf41 
0fa5097 0038c38 0f98997 
0fad088 0033d1e 0fa12f2 
0fb6f05 002c5fc 0faad4f 
0fb5304 002c9fd 0fa854f 
0faa2a5 00343a6 0f9d15e 
0fa5220 0038a72 0f98ae4 
0fad0e5 0033c57 0fa1345 
0fb6f6b 002c578 0faadd2 
0fb549b 002c881 0fa8705 
0faa4a5 00341b4 0f9d38c 
0fa538d 00388d2 0f98c66 
0fad1e6 0033afd 0fa1456 
0fb7133 002c390 0faafc1 
0fb5752 002c614 0fa89cc 
0faa7ae 0033ee4 0f9d67e 
0fa55a5 0038697 0f98e61 
0fad301 00339ae 0fa155c 
0fb7306 002c1d1 0fab197 
0fb5af4 002c2c4 0fa8d83 
0faab21 0033ba0 0f9d9f1 
0fa57ff 00383f6 0f990e0 
0fad492 00337c6 0fa1730 
0fb74a8 002bfff 0fab388 
0fb5d17 002c0cf 0fa8ff9 
0faad95 0033963 0f9dcaf 
0fa5a27 00381fa 0f99319 
0fad732 003352b 0fa19da 
0fb7880 002bc67 0fab77d 
0fb6215 002bc47 0fa9519 
0fab28d 00334f9 0f9e1b0 
0fa5e06 0037e5f 0f99707 
0fad9ed 0033285 0fa1ca2 
0fb7b73 002b9c4 0faba7b 
0fb6665 002b8a5 0fa9966 
0fab79d 0033078 0f9e6aa 
0fa6233 0037a63 0f99b13 
0faddb2 0032ed4 0fa206a 
0fb800d 002b588 0fabf42 
0fb6bca 002b3d6 0fa9efe 
0fabd83 0032b28 0f9eca4 
0fa6804 00374e0 0f9a0eb 
0fae2c1 0032a08 0fa2594 
0fb8587 002adef 0fac49a 
0fb729d 002a85c 0faa573 
0fac3cf 0032538 0f9f2fe 
0fa6d8c 0036fd2 0f9a66e 
0fae7c7 0032524 0fa2a84 
0fb8b4b 0029895 0faca04 
0fb789e 00288f3 0faaafc 
0faca07 0031e67 0f9f902 
0fa7283 0036a95 0f9ab25 
0faebd0 003208d 0fa2e57 
0fb8ff1 0027d06 0face79 
0fb7e4d 002657e 0fab07f 
0faced0 00318ac 0f9fdbc 
0fa7606 00366dd 0f9aeb1 
0faeead 0031ccc 0fa3149 
0fb933e 0025cbd 0fad1c6 
0fb833c 0023d10 0fab561 
0fad441 003119c 0fa0334 
0fa7ae3 00361b4 0f9b384 
0faf335 00316fb 0fa35d0 
0fb98ae 0023052 0fad6fd 
0fb89f5 0020a29 0fabbed 
0fadb5c 0030871 0fa0a31 
0fa80d8 0035c3a 0f9b948 
0faf886 0030fa5 0fa3af4 
0fb9f67 001f26f 0fadd6d 
0fb9226 001c3ab 0fac3c3 
0fae3e9 002fbd8 0fa1270 
0fa895a 0035429 0f9c18f 
0fb00a6 00303ac 0fa42d8 
0fba7db 001a5e6 0fae5a1 
0fb9b83 0016c53 0faccf5 
0faedcc 002eaa0 0fa1c47 
0fa9229 0034bb9 0f9ca54 
0fb08ab 002f5dd 0fa4ae1 
0fbb0fb 0014d93 0faeeb0 
0fba643 0010381 0fad793 
0faf833 002d3be 0fa26a9 
0fa9b41 00342af 0f9d37f 
0fb10f5 002e4dd 0fa5328 
0fbb949 000ee8f 0faf6fb 
0fbaf62 00096d3 0fae0ba 
0fb01d2 002b97d 0fa3021 
0faa455 0033995 0f9dc6d 
0fb1949 002d196 0fa5b45 
0fbc1ab 0008c86 0faff30 
0fbb822 0002799 0fae951 
0fb0ae4 0029c26 0fa38e0 
0faac45 00331c3 0f9e41c 
0fb206a 002bc03 0fa6245 
0fbc9e5 0002234 0fb076a 
0fbc26b 0ffac1e 0faf3ab 
0fb1657 0027636 0fa4432 
0fab740 0032707 0f9ef07 
0fb2b05 0029d6b 0fa6cb3 
0fbd46d 0ffacf3 0fb1205 
0fbcd44 0ff1d83 0fafefa 
0fb21fd 00243cd 0fa4fb7 
0fac1b0 0031cca 0f9f945 
0fb3523 0027746 0fa7699 
0fbdfa6 0ff4968 0fb1d93 
0fbd9ef 0feb682 0fb0c2f 
0fb2f87 0020411 0fa5d13 
0face49 0030fdd 0fa05e8 
0fb4039 0024acd 0fa81ce 
0fbea1e 0fef849 0fb2885 
0fbe515 0fe673c 0fb17e0 
0fb3be5 001bee8 0fa6989 
0fada6a 00302d0 0fa11fa 
0fb4ba8 0021bb0 0fa8d17 
0fbf529 0feb94e 0fb33bc 
0fbf13a 0fe2fe9 0fb2441 
0fb482f 0017a2d 0fa75c5 
0fae4d0 002f680 0fa1c52 
0fb54db 001eddd 0fa9631 
0fbfdda 0fe856b 0fb3c72 
0fbfa02 0fe06ff 0fb2d2d 
0fb5159 001394d 0fa7ee6 
0faed60 002ea9e 0fa24cb 
0fb5cb6 001c0e7 0fa9de9 
0fc0571 0fe5ca7 0fb443d 
0fc030e 0fde9f5 0fb3667 
0fb5ae4 000fab7 0fa882a 
0faf55b 002dde2 0fa2c5a 
0fb630f 00195a0 0faa415 
0fc0c3d 0fe3b60 0fb4b0c 
0fc0b04 0fdd450 0fb3e6d 
0fb62a8 000c149 0fa900c 
0fafc14 002d113 0fa3328 
0fb692a 0016f0e 0faaa4f 
0fc1230 0fe220d 0fb5157 
0fc11ec 0fdc328 0fb45a3 
0fb6a0e 0008b24 0fa9795 
0fb024d 002c3b1 0fa3957 
0fb6e16 0014d10 0faaf2f 
0fc179d 0fe0e8e 0fb56e3 
0fc17c0 0fdb6fa 0fb4b98 
0fb6feb 0005dec 0fa9d6b 
0fb0752 002b6df 0fa3e21 
0fb719b 0012e2b 0fab2b8 
0fc1afa 0fdfde7 0fb5a6b 
0fc1bd2 0fdac33 0fb4fc0 
0fb7472 000343e 0faa1f0 
0fb0b84 002aa67 0fa41e5 
0fb7476 00113b4 0fab543 
0fc1d9d 0fdf0af 0fb5d0f 
0fc1ffe 0fda2f0 0fb5411 
0fb7911 0000ae7 0faa6a6 
0fb0ef6 0029d12 0fa459e 
0fb77a1 000f590 0fab889 
0fc216d 0fde34d 0fb60f2 
0fc253d 0fd9b02 0fb5956 
0fb7ed8 0ffdfda 0faac5f 
0fb13d5 0028c06 0fa4a85 
0fb7c08 000d32d 0fabcec 
0fc263c 0fdd62c 0fb65e6 
0fc2af6 0fd936d 0fb5f3b 
0fb8523 0ffaf5f 0fab2ca 
0fb19c8 00275c6 0fa507d 
0fb8132 000ac63 0fac1fe 
0fc2bd9 0fdc9ce 0fb6b83 
0fc31b4 0fd8d7d 0fb65ff 
0fb8c8f 0ff7ebf 0faba27 
0fb2011 0025b1f 0fa5695 
0fb8641 0008235 0fac719 
0fc30bd 0fdbd3c 0fb70b6 
0fc37a0 0fd87d6 0fb6c2b 
0fb9213 0ff5018 0fabfd3 
0fb249e 0023e22 0fa5b0d 
0fb89ba 0005748 0faca7d 
0fc34df 0fdb1bb 0fb74d7 
0fc3d14 0fd8305 0fb7194 
0fb97f7 0ff2331 0fac5aa 
0fb2a16 0021c31 0fa603d 
0fb8e42 0002b15 0facefb 
0fc390b 0fda72c 0fb7932 
0fc41fe 0fd7ed7 0fb76b2 
0fb9d0e 0fef8c0 0facae4 
0fb2e95 001f595 0fa6495 
0fb91eb 00000a9 0fad29f 
0fc3d2b 0fd9e6a 0fb7d5c 
0fc47ae 0fd7bde 0fb7c6a 
0fba333 0fecf04 0fad101 
0fb3478 001c895 0fa6a1d 
0fb96b7 0ffd73e 0fad747 
0fc41fb 0fd97b4 0fb824c 
0fc4ce4 0fd7995 0fb81c7 
0fba8c8 0fea7c2 0fad6a5 
0fb3988 00190b5 0fa6e7a 
0fb9a4a 0ffa8f2 0fada95 
0fc453b 0fd9081 0fb85a0 
0fc5139 0fd768b 0fb8631 
0fbadec 0fe8192 0fadbec 
0fb3e70 0014b32 0fa735a 
0fb9e36 0ff78a0 0fade7f 
0fc4937 0fd8ad3 0fb8992 
0fc5679 0fd743d 0fb8b42 
0fbb365 0fe5ad8 0fae12e 
0fb42f5 000fbbf 0fa776f 
0fba19c 0ff47bb 0fae19b 
0fc4e00 0fd85bb 0fb8e3e 
0fc5c6e 0fd7298 0fb9130 
0fbb9c9 0fe3694 0fae795 
0fb4951 000aa15 0fa7da3 
0fba6a1 0ff1667 0fae6a0 
0fc52b3 0fd8062 0fb92f2 
0fc62ca 0fd7110 0fb977b 
0fbc0c2 0fe1423 0faee94 
0fb4ef1 000558a 0fa8326 
0fbab6a 0fee444 0faeb5f 
0fc57e4 0fd7b92 0fb9825 
0fc68e2 0fd6f41 0fb9dab 
0fbc707 0fdf485 0faf4ee 
0fb5471 0000206 0fa8880 
0fbaf6f 0feb3a2 0faef58 
0fc5c51 0fd7686 0fb9ca7 
0fc6e6b 0fd6d5b 0fba344 
0fbccd1 0fdd95d 0fafac0 
0fb595f 0ffb45f 0fa8d61 
0fbb403 0fe881d 0faf3f2 
0fc6154 0fd731a 0fba1b4 
0fc7489 0fd6c86 0fba96d 
0fbd393 0fdc216 0fb0197 
0fb5f59 0ff68f5 0fa935c 
0fbb863 0fe6064 0faf868 
0fc6588 0fd704a 0fba5fb 
0fc79ab 0fd6ba4 0fbae9e 
0fbd8ac 0fdb0b1 0fb06c5 
0fb638b 0ff2bab 0fa9794 
0fbbba9 0fe410d 0fafbbc 
0fc695d 0fd6e07 0fba9e2 
0fc7e18 0fd6a20 0fbb311 
0fbdd22 0fda1de 0fb0b44 
0fb673a 0fef32d 0fa9b41 
0fbbee7 0fe24d2 0fafeea 
0fc6c16 0fd6bb0 0fbac93 
0fc81ce 0fd68d9 0fbb6d6 
0fbe0d2 0fd9696 0fb0ef6 
0fb6965 0fec50a 0fa9d6a 
0fbbfd0 0fe0d62 0faffdd 
0fc6d60 0fd6929 0fbadd7 
0fc8433 0fd6758 0fbb927 
0fbe3bd 0fd8e97 0fb11ca 
0fb6b9f 0fea2d2 0fa9fa2 
0fbc153 0fdfd9f 0fb0162 
0fc6f5d 0fd68c0 0fbafe5 
0fc8695 0fd66be 0fbbb9f 
0fbe5eb 0fd8779 0fb1408 
0fb6ccf 0fe8555 0faa0d1 
0fbc11e 0fdefcc 0fb0123 
0fc6f57 0fd66cc 0fbafd6 
0fc8877 0fd6594 0fbbd6e 
0fbe8e7 0fd8158 0fb16ed 
0fb6f20 0fe6945 0faa30b 
0fbc25e 0fde38e 0fb0254 
0fc7079 0fd6584 0fbb111 
0fc8a7a 0fd6459 0fbbfa8 
0fbeb2b 0fd7b85 0fb1963 
0fb6fec 0fe4dd3 0faa40b 
0fbc272 0fdd6b6 0fb0296 
0fc7125 0fd6422 0fbb1db 
0fc8c2f 0fd631e 0fbc173 
0fbedd8 0fd7673 0fb1c01 
0fb7249 0fe336d 0faa651 
0fbc33f 0fdcaf2 0fb0349 
0fc717f 0fd628c 0fbb22a 
0fc8d84 0fd61ae 0fbc2cd 
0fbef75 0fd71c6 0fb1daf 
0fb72e1 0fe1e3a 0faa6fb 
0fbc2a5 0fdc1cb 0fb02c1 
0fc71c9 0fd61ba 0fbb289 
0fc8f76 0fd6170 0fbc4d7 
0fbf1a6 0fd6f08 0fb1feb 
0fb73c9 0fe0ed9 0faa7e6 
0fbc261 0fdbb7f 0fb027f 
0fc7152 0fd60b8 0fbb22e 
0fc8fb9 0fd600c 0fbc53c 
0fbf23f 0fd6bfa 0fb2092 
0fb737e 0fe033c 0faa793 
0fbc0ff 0fdb682 0fb0105 
0fc6fec 0fd5efa 0fbb0bb 
0fc8f90 0fd5e74 0fbc50b 
0fbf33d 0fd69f6 0fb217e 
0fb73b3 0fdfb50 0faa7d5 
0fbc064 0fdb3e2 0fb0095 
0fc6fd1 0fd5efe 0fbb0e3 
0fc907c 0fd5e6e 0fbc63a 
0fbf43e 0fd6849 0fb22b8 
0fb73cc 0fdf1ec 0faa7fc 
0fbbf87 0fdafe8 0faffbd 
0fc6edb 0fd5dc2 0fbaff8 
0fc90b1 0fd5d5b 0fbc68d 
0fbf51a 0fd6616 0fb239d 
0fb743e 0fde863 0faa874 
0fbbe73 0fdab00 0fafea1 
0fc6d6f 0fd5ba5 0fbaea2 
0fc9061 0fd5b30 0fbc664 
0fbf5ad 0fd62ee 0fb245a 
0fb7432 0fddacc 0faa887 
0fbbe81 0fda4fe 0fafec9 
0fc6ec0 0fd5b50 0fbb004 
0fc92cf 0fd5abd 0fbc8dd 
0fbf887 0fd6085 0fb271f 
0fb764b 0fdc7ad 0faaa9d 
0fbbfaa 0fd9b38 0fafff4 
0fc6ff6 0fd5a54 0fbb147 
0fc94f8 0fd59dc 0fbcafd 
0fbfb43 0fd5e58 0fb29cc 
0fb7831 0fdb5f3 0faac7f 
0fbc075 0fd91bf 0fb00a5 
0fc7108 0fd596a 0fbb246 
0fc96e7 0fd5913 0fbcce7 
0fbfd33 0fd5c1d 0fb2bb9 
0fb79da 0fda772 0faae2b 
0fbc16c 0fd8ac3 0fb019b 
0fc7145 0fd58f4 0fbb27e 
0fc980a 0fd58d5 0fbce11 
0fbff05 0fd5ba0 0fb2d79 
0fb799a 0fda11e 0faadcf 
0fbbfcd 0fd872b 0faffd4 
0fc7025 0fd57c2 0fbb171 
0fc97ab 0fd5780 0fbcdd1 
0fbfeac 0fd59d9 0fb2d2c 
0fb78d9 0fd9e69 0faacfc 
0fbbe0a 0fd861f 0fafe1a 
0fc6e45 0fd568f 0fbaf97 
0fc96f5 0fd5633 0fbcd22 
0fbfed1 0fd58ae 0fb2d4b 
0fb7859 0fd9b3f 0faac7d 
0fbbcd2 0fd8498 0fafce3 
0fc6d1a 0fd55d4 0fbae7c 
0fc9687 0fd5575 0fbccc5 
0fbfe72 0fd576b 0fb2d04 
0fb7767 0fd98ee 0faab85 
0fbbae5 0fd83a1 0fafad0 
0fc6ae8 0fd5487 0fbac24 
0fc956c 0fd543b 0fbcb8c 
0fbfe70 0fd56cc 0fb2cd2 
0fb76a2 0fd9aaf 0faaa87 
0fbb88c 0fd84ed 0faf85d 
0fc68c4 0fd5411 0fbaa21 
0fc94be 0fd541c 0fbcb12 
0fbfe9c 0fd5729 0fb2d16 
0fb75d7 0fd9f0f 0faa9c7 
0fbb693 0fd8810 0faf660 
0fc66a1 0fd539b 0fba7fb 
0fc9380 0fd5397 0fbc9be 
0fbfd47 0fd5680 0fb2b8f 
0fb7320 0fda572 0faa6ab 
0fbb2e8 0fd8c79 0faf264 
0fc637b 0fd5272 0fba4a0 
0fc9117 0fd51fd 0fbc73c 
0fbfb7c 0fd552f 0fb29b1 
0fb71dc 0fdabaa 0faa547 
0fbb040 0fd9131 0faef8f 
0fc5fee 0fd514d 0fba111 
0fc8f29 0fd5150 0fbc546 
0fbfa27 0fd54d4 0fb2847 
0fb6f94 0fdb2d7 0faa2eb 
0fbadbb 0fd96c2 0faed0c 
0fc5e18 0fd5135 0fb9f54 
0fc8dc0 0fd506c 0fbc3f8 
0fbf966 0fd5444 0fb279b 
0fb6e3b 0fdb663 0faa17b 
0fbab4b 0fd9935 0faea71 
0fc5c0f 0fd5042 0fb9d3d 
0fc8cf7 0fd4f4e 0fbc344 
0fbf9cc 0fd5358 0fb27ff 
0fb6dd9 0fdb3e4 0faa115 
0fbaa29 0fd97e2 0fae95e 
0fc5b68 0fd4f9c 0fb9ca9 
0fc8d54 0fd4e99 0fbc39f 
0fbfa06 0fd517b 0fb281c 
0fb6e06 0fdadad 0faa11d 
0fba99d 0fd9409 0fae8ad 
0fc5abb 0fd4df9 0fb9be5 
0fc8e15 0fd4d46 0fbc470 
0fbfc65 0fd5039 0fb2a92 
0fb6f84 0fda0e7 0faa2a7 
0fbaa29 0fd8cd2 0fae93b 
0fc5af3 0fd4d1e 0fb9c3f 
0fc8f70 0fd4c38 0fbc5e9 
0fbfed1 0fd4e7a 0fb2d0e 
0fb7116 0fd9364 0faa441 
0fba9fc 0fd83ec 0fae90b 
0fc5b31 0fd4bcf 0fb9c7e 
0fc9164 0fd4b8b 0fbc7ec 
0fc0160 0fd4d4a 0fb2fa6 
0fb72ca 0fd86da 0faa60b 
0fbab05 0fd7c3c 0faea30 
0fc5c8b 0fd4be4 0fb9e09 
0fc936a 0fd4b34 0fbca31 
0fc038a 0fd4beb 0fb31eb 
0fb74c8 0fd79fc 0faa807 
0fbac12 0fd732a 0faeb41 
0fc5d64 0fd4acf 0fb9ed7 
0fc954e 0fd4a76 0fbcc05 
0fc0644 0fd4b4f 0fb34a1 
0fb76e1 0fd6df2 0faaa34 
0fbad60 0fd6a8d 0faeca9 
0fc5e90 0fd4a5d 0fba036 
0fc96f7 0fd49a1 0fbcdee 
0fc0890 0fd4a32 0fb371a 
0fb7810 0fd6330 0faab8c 
0fbadfb 0fd6241 0faed4f 
0fc5f9b 0fd49a3 0fba142 
0fc991d 0fd4956 0fbd00c 
0fc0b33 0fd49d8 0fb399d 
0fb79f3 0fd59d3 0faad56 
0fbaea8 0fd5a13 0faede4 
0fc605b 0fd4890 0fba1f0 
0fc9a9d 0fd4852 0fbd17f 
0fc0ccc 0fd486d 0fb3b2a 
0fb7ae7 0fd5185 0faae4e 
0fbaf93 0fd52e9 0faeed2 
0fc61a0 0fd4814 0fba332 
0fc9c93 0fd47a0 0fbd37c 
0fc0f64 0fd47a0 0fb3dbf 
0fb7cdd 0fd4ad0 0fab063 
0fbb02f 0fd4b0b 0faef94 
0fc6254 0fd46e8 0fba429 
0fc9e4d 0fd46b9 0fbd596 
0fc11cc 0fd46c4 0fb4078 
0fb7ef3 0fd4760 0fab2ee 
0fbb0d6 0fd46ae 0faf0a7 
0fc6309 0fd4598 0fba4ef 
0fca08f 0fd45f7 0fbd7d1 
0fc14c8 0fd461d 0fb435d 
0fb80f0 0fd45c0 0fab4da 
0fbb1f5 0fd451b 0faf1b8 
0fc6431 0fd44f0 0fba60d 
0fca289 0fd451f 0fbd9de 
0fc174b 0fd4535 0fb45dd 
0fb82c6 0fd44cc 0fab6ab 
0fbb374 0fd449c 0faf33c 
0fc65c8 0fd4476 0fba78e 
0fca46c 0fd441a 0fbdb93 
0fc1a4c 0fd44c7 0fb48a8 
0fb8567 0fd4480 0fab8f8 
0fbb4b5 0fd43ed 0faf42e 
0fc675e 0fd444f 0fba904 
0fca7e2 0fd44cc 0fbdf1c 
0fc1dc1 0fd4481 0fb4c2f 
0fb887a 0fd446f 0fabc0f 
0fbb69c 0fd43fa 0faf621 
0fc6801 0fd4334 0fba9c0 
0fca965 0fd4381 0fbe0b6 
0fc20be 0fd43ea 0fb4f4f 
0fb8aec 0fd43f4 0fabead 
0fbb7c3 0fd4368 0faf76e 
0fc6993 0fd431e 0fbab7e 
0fcac0d 0fd4383 0fbe387 
0fc23b9 0fd43af 0fb5242 
0fb8c94 0fd430f 0fac01c 
0fbb86a 0fd4294 0faf7dc 
0fc6a95 0fd42ab 0fbac58 
0fcadee 0fd42de 0fbe546 
0fc2645 0fd42fc 0fb54b0 
0fb8eff 0fd42e1 0fac266 
0fbb94a 0fd422d 0faf8b1 
0fc6a92 0fd41b3 0fbac65 
0fcaef4 0fd41f2 0fbe66d 
0fc27ae 0fd41cf 0fb5625 
0fb9017 0fd41fe 0fac37e 
0fbb9c7 0fd41cd 0faf92e 
0fc6b28 0fd4198 0fbad1c 
0fcb074 0fd41f2 0fbe83b 
0fc2a2b 0fd4228 0fb58e3 
0fb91ab 0fd4205 0fac53f 
0fbba2a 0fd41c2 0faf990 
0fc6b91 0fd41c4 0fbad7a 
0fcb1f1 0fd420f 0fbe985 
0fc2c70 0fd422f 0fb5add 
0fb9327 0fd41f3 0fac65b 
0fbba5c 0fd4195 0faf98e 
0fc6bc8 0fd4198 0fbad9c 
0fcb2cc 0fd417a 0fbea65 
0fc2df0 0fd4185 0fb5c6d 
0fb93c2 0fd4139 0fac6ec 
0fbb971 0fd4096 0faf889 
0fc6a8b 0fd4044 0fbac55 
0fcb323 0fd4090 0fbeac7 
0fc2fb5 0fd411d 0fb5e20 
0fb94ce 0fd4083 0fac7d3 
0fbb99a 0fd401d 0faf890 
0fc6a98 0fd3fe7 0fbac68 
0fcb44e 0fd4030 0fbebf5 
0fc31c8 0fd40b7 0fb6020 
0fb972f 0fd40d4 0faca0c 
0fbbaf0 0fd4099 0faf9c2 
0fc6c2c 0fd40a0 0fbadec 
0fcb6fd 0fd40a0 0fbeeb0 
0fc3496 0fd4052 0fb6309 
0fb988b 0fd3fd8 0facb88 
0fbbb5d 0fd3ff7 0fafa5f 
0fc6c36 0fd3fdf 0fbae42 
0fcb84b 0fd4022 0fbf03d 
0fc36ba 0fd4046 0fb6543 
0fb9a1a 0fd3fed 0faccf8 
0fbbb89 0fd3fc1 0fafa76 
0fc6bff 0fd3f76 0fbadff 
0fcb887 0fd3f92 0fbf07e 
0fc37ab 0fd3fbb 0fb662f 
0fb9a81 0fd3f5a 0facd5b 
0fbbb40 0fd3f6f 0fafa28 
0fc6bda 0fd3f60 0fbade3 
0fcb9b8 0fd3fb0 0fbf1b1 
0fc39d7 0fd3fe8 0fb6854 
0fb9bfb 0fd3f47 0facea3 
0fbbaa2 0fd3e98 0faf955 
0fc6b58 0fd3ee1 0fbad50 
0fcb9fe 0fd3f0d 0fbf20d 
0fc3aa4 0fd3f01 0fb693c 
0fb9c92 0fd3ecd 0facf53 
0fbba69 0fd3e66 0faf921 
0fc6aaf 0fd3e63 0fbaca7 
0fcb9fb 0fd3e2a 0fbf202 
0fc3bab 0fd3e5c 0fb6a19 
0fb9d7c 0fd3e6c 0facfff 
0fbb9f1 0fd3dd0 0faf87c 
0fc6991 0fd3d43 0fbab90 
0fcbab1 0fd3d87 0fbf2d8 
0fc3dba 0fd3e28 0fb6c49 
0fb9e82 0fd3dd9 0fad10b 
0fbb9cb 0fd3d2a 0faf84a 
0fc6966 0fd3cd9 0fbab4f 
0fcbb35 0fd3cff 0fbf351 
0fc3e53 0fd3d23 0fb6cc9 
0fb9f03 0fd3d4b 0fad17d 
0fbba25 0fd3da5 0faf8b9 
0fc69c6 0fd3d97 0fbabf0 
0fcbca7 0fd3de5 0fbf513 
0fc40b0 0fd3e34 0fb6f68 
0fba02e 0fd3dcb 0fad2b8 
0fbb945 0fd3d4b 0faf7c3 
0fc68b1 0fd3d56 0fbaacc 
0fcbc39 0fd3d6d 0fbf49b 
0fc413b 0fd3dd4 0fb6fe9 
0fba094 0fd3dd0 0fad303 
0fbb84a 0fd3d46 0faf6bc 
0fc6760 0fd3d48 0fba986 
0fcbc8e 0fd3dd6 0fbf4ff 
0fc41e3 0fd3ddb 0fb7077 
0fba00a 0fd3d92 0fad25c 
0fbb62b 0fd3cd4 0faf46f 
0fc6505 0fd3cc4 0fba70f 
0fcbb01 0fd3d37 0fbf386 
0fc413e 0fd3d59 0fb6ff6 
0fb9f0c 0fd3d1f 0fad16e 
0fbb410 0fd3ca3 0faf25a 
0fc6255 0fd3c8f 0fba45b 
0fcb8fd 0fd3cec 0fbf185 
0fc405d 0fd3d53 0fb6efd 
0fb9d9b 0fd3d14 0facfbc 
0fbb143 0fd3c78 0faef53 
0fc5f45 0fd3c65 0fba143 
0fcb6d4 0fd3c63 0fbef52 
0fc3f08 0fd3c9d 0fb6da2 
0fb9c0a 0fd3cb3 0face2e 
0fbae7d 0fd3c45 0faec9d 
0fc5c60 0fd3c42 0fb9e83 
0fcb59e 0fd3ca7 0fbee49 
0fc3eaf 0fd3cac 0fb6d4c 
0fb9b4c 0fd3cb8 0facd3e 
0fbad17 0fd3ca6 0faeb07 
0fc5ab1 0fd3c79 0fb9caf 
0fcb499 0fd3c84 0fbed37 
0fc3efa 0fd3cde 0fb6d9e 
0fb9af5 0fd3cb3 0facceb 
0fbab96 0fd3c6d 0fae983 
0fc58f2 0fd3c01 0fb9b0b 
0fcb416 0fd3c06 0fbecda 
0fc3fa4 0fd3c4a 0fb6e4f 
0fb9b93 0fd3c47 0facd6d 
0fbab17 0fd3c31 0fae8fd 
0fc585f 0fd3c17 0fb9a84 
0fcb473 0fd3c1d 0fbed42 
0fc4050 0fd3bc6 0fb6f05 
0fb9bbd 0fd3b91 0facd9c 
0fbaa44 0fd3b94 0fae803 
0fc575a 0fd3b8a 0fb9953 
0fcb490 0fd3b88 0fbed4f 
0fc41d4 0fd3ba3 0fb7064 
0fb9cdf 0fd3bac 0face8a 
0fba96d 0fd3b20 0fae704 
0fc558c 0fd3a74 0fb9782 
0fcb3c4 0fd3a62 0fbec8e 
0fc422a 0fd3ac1 0fb70ca 
0fb9d12 0fd3b00 0face94 
0fba916 0fd3add 0fae67f 
0fc553c 0fd3a7c 0fb9710 
0fcb44d 0fd3a76 0fbecfc 
0fc4325 0fd3a74 0fb7188 
0fb9d15 0fd3a44 0face4c 
0fba805 0fd3a17 0fae527 
0fc546b 0fd3a25 0fb9620 
0fcb4c6 0fd3a48 0fbed65 
0fc44cb 0fd3a45 0fb731c 
0fb9ea7 0fd3a4e 0facfca 
0fba812 0fd3a1d 0fae518 
0fc53b9 0fd39f0 0fb955c 
0fcb4eb 0fd39cf 0fbed74 
0fc4635 0fd39e7 0fb746f 
0fb9f64 0fd39e2 0fad061 
0fba751 0fd39e8 0fae448 
0fc528c 0fd39c8 0fb943c 
0fcb56a 0fd3a24 0fbee39 
0fc47f6 0fd3a81 0fb7660 
0fba06d 0fd3a6a 0fad172 
0fba69d 0fd3a40 0fae384 
0fc50da 0fd3978 0fb9271 
0fcb46d 0fd3954 0fbed0d 
0fc47fc 0fd39a9 0fb7634 
0fb9f9f 0fd394b 0fad03b 
