0fbd4f5 0fb20a4 0fc1b8c 
0fc8e50 0fbddfd 0fcd721 
0fc5365 0fba7ca 0fc9edb 
0fc090a 0fb5c48 0fc5389 
0fc170a 0fb64c7 0fc5e3c 
0fc68c1 0fbb450 0fcaee6 
0fc8de7 0fbdd8e 0fcd6a3 
0fc5280 0fba6d2 0fc9dd4 
0fc07d5 0fb5af8 0fc521e 
0fc15dc 0fb6384 0fc5cd4 
0fc67da 0fbb35c 0fcadd7 
0fc8d7a 0fbdd1c 0fcd615 
0fc5251 0fba69b 0fc9d8e 
0fc07f6 0fb5b0a 0fc522c 
0fc16ce 0fb6464 0fc5dbf 
0fc6995 0fbb505 0fcaf7f 
0fc8f77 0fbdf10 0fcd81b 
0fc5532 0fba978 0fca079 
0fc0ab6 0fb5de1 0fc5518 
0fc197b 0fb673a 0fc6098 
0fc6bc1 0fbb757 0fcb1d8 
0fc9187 0fbe13c 0fcda45 
0fc5739 0fbab90 0fca282 
0fc0d57 0fb6095 0fc57a4 
0fc1bbe 0fb6985 0fc62ba 
0fc6e12 0fbb9ad 0fcb412 
0fc9493 0fbe43d 0fcdd39 
0fc5a90 0fbaed8 0fca5d2 
0fc0ff2 0fb631f 0fc5a43 
0fc1dd8 0fb6b9f 0fc64ed 
0fc6fc5 0fbbb62 0fcb5cc 
0fc95e5 0fbe59f 0fcde93 
0fc5bc7 0fbb020 0fca717 
0fc11de 0fb650f 0fc5c33 
0fc1fe3 0fb6da2 0fc66f4 
0fc715c 0fbbce5 0fcb76a 
0fc973b 0fbe6ce 0fcdff4 
0fc5d8c 0fbb1c0 0fca8f3 
0fc13dd 0fb66e2 0fc5e45 
0fc2251 0fb6fe3 0fc696c 
0fc7487 0fbbfe6 0fcba95 
0fc9b61 0fbeacc 0fce40d 
0fc626b 0fbb677 0fcadb6 
0fc18c0 0fb6bac 0fc6318 
0fc27ee 0fb755b 0fc6eeb 
0fc7aaa 0fbc5dd 0fcc09b 
0fca1ca 0fbf10c 0fcea5d 
0fc6893 0fbbc64 0fcb3b2 
0fc1eff 0fb71ba 0fc6930 
0fc2dfc 0fb7b52 0fc74f5 
0fc8171 0fbcc8f 0fcc75c 
0fca8e6 0fbf814 0fcf17f 
0fc6fc7 0fbc3a6 0fcbb0c 
0fc2603 0fb78cc 0fc7054 
0fc34a8 0fb8206 0fc7bb3 
0fc87a4 0fbd2bf 0fccd99 
0fcae77 0fbfd99 0fcf700 
0fc7498 0fbc860 0fcbfc7 
0fc2a3c 0fb7cef 0fc7488 
0fc3823 0fb856a 0fc7f2d 
0fc8a19 0fbd540 0fcd02b 
0fcb02f 0fbff6c 0fcf8e3 
0fc75eb 0fbc9c8 0fcc139 
0fc2b37 0fb7de9 0fc758d 
0fc3901 0fb8651 0fc802a 
0fc8a30 0fbd551 0fcd065 
0fcb06a 0fbff8f 0fcf939 
0fc76a4 0fbca5f 0fcc208 
0fc2bbe 0fb7e58 0fc7636 
0fc3903 0fb8641 0fc8042 
0fc8997 0fbd4b8 0fccfe5 
0fcaf4a 0fbfe7a 0fcf849 
0fc751e 0fbc8e7 0fcc0b5 
0fc29d8 0fb7c8c 0fc7474 
0fc36c6 0fb840c 0fc7e06 
0fc87d7 0fbd2e0 0fccdfc 
0fcad72 0fbfc81 0fcf639 
0fc735c 0fbc70d 0fcbebe 
0fc28fa 0fb7b93 0fc736b 
0fc36b5 0fb83ee 0fc7dde 
0fc87e3 0fbd2f9 0fcce09 
0fcad8e 0fbfcad 0fcf648 
0fc73d7 0fbc78e 0fcbf1f 
0fc2967 0fb7c0c 0fc73b6 
0fc35ff 0fb8355 0fc7d1c 
0fc8660 0fbd194 0fccc85 
0fcac30 0fbfb6c 0fcf4f6 
0fc727c 0fbc658 0fcbddd 
0fc275a 0fb7a29 0fc71cf 
0fc334c 0fb80c4 0fc7a8a 
0fc83d2 0fbcf22 0fcca22 
0fca921 0fbf867 0fcf20a 
0fc6e52 0fbc239 0fcb9d8 
0fc223e 0fb751b 0fc6ce1 
0fc2e77 0fb7c05 0fc75dc 
0fc7f1f 0fbca76 0fcc567 
0fca479 0fbf3cd 0fced51 
0fc69f3 0fbbdd9 0fcb55e 
0fc1f42 0fb720f 0fc69ae 
0fc2bd3 0fb7943 0fc72f1 
0fc7c6a 0fbc7b1 0fcc277 
0fca229 0fbf16e 0fceac4 
0fc68ca 0fbbcb4 0fcb3fd 
0fc1ee9 0fb71c8 0fc6927 
0fc2c36 0fb79c2 0fc7341 
0fc7d72 0fbc8cb 0fcc36c 
0fca34d 0fbf2a6 0fcebc9 
0fc69ff 0fbbdf6 0fcb50f 
0fc1fb6 0fb72ae 0fc69e0 
0fc2c88 0fb7a36 0fc737f 
0fc7d84 0fbc90d 0fcc37d 
0fca442 0fbf3ca 0fcecc6 
0fc6ac7 0fbbeef 0fcb5de 
0fc205d 0fb7382 0fc6a88 
0fc2da2 0fb7b7e 0fc748c 
0fc7f41 0fbcafb 0fcc519 
0fca633 0fbf5ef 0fcee9d 
0fc6d26 0fbc17c 0fcb820 
0fc2332 0fb766e 0fc6d1e 
0fc3110 0fb7efd 0fc77ba 
0fc82c1 0fbce88 0fcc85f 
0fca998 0fbf964 0fcf1cb 
0fc70ce 0fbc535 0fcbb9a 
0fc27d1 0fb7b2a 0fc71a3 
0fc362b 0fb8434 0fc7cae 
0fc87e8 0fbd3cd 0fccd64 
0fcae81 0fbfe63 0fcf68d 
0fc7663 0fbcada 0fcc0ea 
0fc2d64 0fb80c6 0fc76ea 
0fc3bc7 0fb89d7 0fc8211 
0fc8e61 0fbda41 0fcd3a1 
0fcb5cf 0fc05a3 0fcfda3 
0fc7de1 0fbd250 0fcc848 
0fc354a 0fb88aa 0fc7eb3 
0fc43fb 0fb9203 0fc8a09 
0fc9666 0fbe23d 0fcdb75 
0fcbe2d 0fc0dfc 0fd05dd 
0fc865b 0fbdab5 0fcd09c 
0fc3eaa 0fb91f1 0fc87f0 
0fc4dce 0fb9bca 0fc93dd 
0fca023 0fbebed 0fce562 
0fcc86c 0fc1821 0fd10e7 
0fc91be 0fbe609 0fcdc2d 
0fc49b0 0fb9ce8 0fc9314 
0fc58b5 0fba695 0fc9ee9 
0fcabc9 0fbf765 0fcf140 
0fcd3bf 0fc233b 0fd1c09 
0fc9c54 0fbf05b 0fce6e8 
0fc541f 0fba71a 0fc9dbc 
0fc62d6 0fbb07a 0fca944 
0fcb606 0fc016c 0fcfb84 
0fcde78 0fc2dbc 0fd2697 
0fca73a 0fbfb17 0fcf205 
0fc5ede 0fbb1b1 0fca8a8 
0fc6cf6 0fbba7d 0fcb39e 
0fcbf5f 0fc0aad 0fd0525 
0fce752 0fc3697 0fd2fbd 
0fcaf8e 0fc036d 0fcfa98 
0fc66f1 0fbb9ca 0fcb0dc 
0fc74e6 0fbc275 0fcbb94 
0fcc67d 0fc11da 0fd0c45 
0fcee26 0fc3d78 0fd3680 
0fcb63d 0fc0a2a 0fd013a 
0fc6cb6 0fbbfa5 0fcb69b 
0fc7a29 0fbc7d0 0fcc0e5 
0fccaf9 0fc167e 0fd10df 
0fcf11d 0fc4092 0fd398a 
0fcb82e 0fc0c3c 0fd0347 
0fc6d95 0fbc0a8 0fcb79d 
0fc7995 0fbc767 0fcc07c 
0fcc9dc 0fc1581 0fd0fdb 
0fcf05f 0fc3ffa 0fd38e4 
0fcb6b9 0fc0aea 0fd01e4 
0fc6b88 0fbbec1 0fcb591 
0fc770d 0fbc4fc 0fcbdd5 
0fcc693 0fc1252 0fd0c7e 
0fcec24 0fc3bc6 0fd3493 
0fcb256 0fc0691 0fcfd67 
0fc670c 0fbba3d 0fcb109 
0fc7297 0fbc07a 0fcb95c 
0fcc26a 0fc0e15 0fd0848 
0fce844 0fc37dd 0fd30b4 
0fcae8d 0fc02be 0fcf997 
0fc62fd 0fbb634 0fcacf1 
0fc6e40 0fbbc28 0fcb50e 
0fcbdb8 0fc096a 0fd039a 
0fce403 0fc33a1 0fd2c89 
0fcaaca 0fbff08 0fcf60b 
0fc5f67 0fbb2a1 0fca9a5 
0fc6a1c 0fbb808 0fcb138 
0fcb936 0fc04eb 0fcff75 
0fcde72 0fc2e20 0fd2761 
0fca45e 0fbf8ad 0fcefd1 
0fc5884 0fbabce 0fca2d9 
0fc637d 0fbb186 0fcaabb 
0fcb287 0fbfe64 0fcf907 
0fcd7a5 0fc2778 0fd20d2 
0fc9d8d 0fbf1f5 0fce913 
0fc5107 0fba477 0fc9b7c 
0fc5b11 0fba941 0fca252 
0fca9e0 0fbf5e4 0fcf051 
0fccecd 0fc1ebc 0fd1816 
0fc9460 0fbe8f4 0fcdfca 
0fc486e 0fb9c0e 0fc92d3 
0fc5262 0fba0ba 0fc999f 
0fca141 0fbed58 0fce7a4 
0fcc6c3 0fc16cd 0fd107f 
0fc8c7a 0fbe124 0fcd7ed 
0fc3fea 0fb939d 0fc8a54 
0fc49ca 0fb982f 0fc910e 
0fc98ba 0fbe4d5 0fcdefa 
0fcbe4b 0fc0e44 0fd0708 
0fc8464 0fbd901 0fccfb1 
0fc384e 0fb8bf8 0fc82b7 
0fc42ba 0fb9114 0fc89f0 
0fc9207 0fbde25 0fcd828 
0fcb81c 0fc081c 0fd00b6 
0fc7e9f 0fbd337 0fcc9bf 
0fc3319 0fb86b4 0fc7d58 
0fc3db2 0fb8c06 0fc84d3 
0fc8d01 0fbd903 0fcd304 
0fcb3ef 0fc03d5 0fcfc72 
0fc7ac6 0fbcf40 0fcc5df 
0fc2f89 0fb8306 0fc79c2 
0fc3afc 0fb8932 0fc8211 
0fc8b6a 0fbd750 0fcd160 
0fcb20e 0fc01cc 0fcfa8e 
0fc7909 0fbcd65 0fcc43d 
0fc2de0 0fb8140 0fc782f 
0fc3936 0fb873d 0fc8046 
0fc8960 0fbd51d 0fccf64 
0fcb067 0fc0002 0fcf8fe 
0fc7756 0fbcb7d 0fcc280 
0fc2c1b 0fb7f43 0fc7661 
0fc37d5 0fb85a5 0fc7ee7 
0fc883a 0fbd3be 0fcce44 
0fcaf66 0fbfecf 0fcf810 
0fc7672 0fbca65 0fcc1b3 
0fc2be1 0fb7ed0 0fc763b 
0fc3770 0fb8504 0fc7ea4 
0fc8763 0fbd2a9 0fccd91 
0fcae33 0fbfd55 0fcf6f0 
0fc75e3 0fbc99e 0fcc140 
0fc2af1 0fb7db8 0fc7574 
0fc362b 0fb83a3 0fc7d81 
0fc86e7 0fbd212 0fccd2d 
0fcae54 0fbfd5e 0fcf721 
0fc75ff 0fbc9a3 0fcc166 
0fc2b2f 0fb7dd9 0fc75b9 
0fc36d1 0fb8430 0fc7e24 
0fc8736 0fbd25d 0fccd6f 
0fcae94 0fbfd8d 0fcf73d 
0fc7681 0fbca17 0fcc1c4 
0fc2c2e 0fb7ed2 0fc76a2 
0fc37ac 0fb8509 0fc7ef8 
0fc8813 0fbd33c 0fcce63 
0fcafb5 0fbfeb8 0fcf87d 
0fc77f8 0fbcb8c 0fcc343 
0fc2d62 0fb8008 0fc77bd 
0fc38c1 0fb8620 0fc7ff3 
0fc894c 0fbd46a 0fccf71 
0fcb120 0fc0021 0fcf9cb 
0fc7909 0fbccb7 0fcc44b 
0fc2e04 0fb80c3 0fc7869 
0fc3971 0fb86ed 0fc80a5 
0fc89d8 0fbd510 0fccfee 
0fcb19e 0fc00b5 0fcfa29 
0fc79fe 0fbcdb5 0fcc518 
0fc2f88 0fb8255 0fc79c5 
0fc3b4e 0fb88d5 0fc8255 
0fc8be7 0fbd725 0fcd1c9 
0fcb3b8 0fc02e2 0fcfc31 
0fc7bf9 0fbcfcb 0fcc716 
0fc3179 0fb8463 0fc7bbb 
0fc3cc2 0fb8a62 0fc83ce 
0fc8d5d 0fbd8b3 0fcd34f 
0fcb584 0fc04bb 0fcfdfa 
0fc7e33 0fbd217 0fcc952 
0fc3395 0fb8695 0fc7de8 
0fc3f17 0fb8cdc 0fc863f 
0fc8f11 0fbda8e 0fcd52a 
0fcb648 0fc05a3 0fcfeed 
0fc7ea2 0fbd293 0fcc9df 
0fc34e8 0fb87ec 0fc7f41 
0fc4062 0fb8e1a 0fc8788 
0fc9021 0fbdb90 0fcd63e 
0fcb788 0fc06d1 0fd003b 
0fc802a 0fbd413 0fccb84 
0fc360b 0fb8910 0fc8092 
0fc40b7 0fb8e83 0fc8820 
0fc906e 0fbdbec 0fcd6a9 
0fcb838 0fc078d 0fd00ed 
0fc805a 0fbd459 0fccbb7 
0fc35c2 0fb88d4 0fc8049 
0fc4126 0fb8ef4 0fc8872 
0fc9149 0fbdcd1 0fcd77c 
0fcb834 0fc079a 0fd00e3 
0fc7fdd 0fbd3de 0fccb20 
0fc34e2 0fb87f9 0fc7f3f 
0fc3f5a 0fb8d32 0fc868b 
0fc8f11 0fbdaab 0fcd540 
0fcb658 0fc05c4 0fcfef6 
0fc7e0e 0fbd213 0fcc93d 
0fc3327 0fb8642 0fc7d89 
0fc3dd1 0fb8bbc 0fc8513 
0fc8de2 0fbd99f 0fcd417 
0fcb4de 0fc0480 0fcfd83 
0fc7c8a 0fbd0c2 0fcc7b5 
0fc31ab 0fb84f5 0fc7be5 
0fc3c67 0fb8a67 0fc8348 
0fc8c5a 0fbd81a 0fcd216 
0fcb375 0fc0318 0fcfbb3 
0fc7b01 0fbcf4f 0fcc5e8 
0fc3013 0fb8375 0fc7a1f 
0fc3a54 0fb8875 0fc8133 
0fc8947 0fbd526 0fccf1c 
0fcb082 0fc003f 0fcf8cf 
0fc77e5 0fbcc38 0fcc2ba 
0fc2cbf 0fb8023 0fc76c0 
0fc3727 0fb854e 0fc7e08 
0fc8665 0fbd23e 0fccc31 
0fcad34 0fbfcf2 0fcf586 
0fc7528 0fbc98b 0fcc01c 
0fc29f9 0fb7d65 0fc73f9 
0fc34b1 0fb82d5 0fc7b66 
0fc8472 0fbd04f 0fcca09 
0fcab27 0fbfad7 0fcf348 
0fc72bb 0fbc70b 0fcbd7e 
0fc27a2 0fb7aff 0fc717f 
0fc3268 0fb8077 0fc78fd 
0fc822d 0fbcdeb 0fcc792 
0fca99e 0fbf930 0fcf176 
0fc717f 0fbc5a4 0fcbbe7 
0fc2663 0fb79a3 0fc6ff4 
0fc31de 0fb7fd3 0fc7831 
0fc81e5 0fbcd8f 0fcc72b 
0fca92e 0fbf8b8 0fcf10d 
0fc70e1 0fbc510 0fcbb68 
0fc25f0 0fb7935 0fc6f9f 
0fc30d1 0fb7ed5 0fc774c 
0fc807a 0fbcc4b 0fcc5f6 
0fca819 0fbf7d7 0fcf031 
0fc700d 0fbc46f 0fcbad3 
0fc2520 0fb7897 0fc6f13 
0fc3063 0fb7e8e 0fc7713 
0fc80e1 0fbccc4 0fcc647 
0fca84d 0fbf7ff 0fcf00d 
0fc7018 0fbc457 0fcba66 
0fc2531 0fb787d 0fc6e9f 
0fc30b3 0fb7ebe 0fc76ea 
0fc811e 0fbcced 0fcc64e 
0fca8d2 0fbf87d 0fcf08f 
0fc70ba 0fbc504 0fcbb14 
0fc2573 0fb78c1 0fc6ed9 
0fc305c 0fb7e65 0fc768f 
0fc804e 0fbcc0e 0fcc578 
0fca7f3 0fbf7a1 0fcefb7 
0fc6ff0 0fbc441 0fcba79 
0fc2514 0fb7885 0fc6edb 
0fc3043 0fb7e73 0fc76f5 
0fc8037 0fbcc2c 0fcc5e9 
0fca809 0fbf7d4 0fcf03f 
0fc701e 0fbc482 0fcbafb 
0fc258c 0fb78fe 0fc6f80 
0fc30c7 0fb7eed 0fc7771 
0fc8103 0fbccdf 0fcc69a 
0fca910 0fbf8bf 0fcf133 
0fc71ca 0fbc618 0fcbc7c 
0fc26b8 0fb7a20 0fc708a 
0fc3153 0fb7f70 0fc77f7 
0fc815f 0fbcd3c 0fcc701 
0fca921 0fbf8da 0fcf13f 
0fc71ea 0fbc645 0fcbca0 
0fc2787 0fb7b0e 0fc7177 
0fc3298 0fb80e4 0fc7969 
0fc8345 0fbcf47 0fcc8f7 
0fcab75 0fbfb4f 0fcf395 
0fc73eb 0fbc861 0fcbe9b 
0fc28fc 0fb7c82 0fc72d0 
0fc33ea 0fb8221 0fc7a83 
0fc83fd 0fbcfe0 0fcc993 
0fcac64 0fbfc27 0fcf49e 
0fc75ab 0fbca15 0fcc09f 
0fc2b09 0fb7e84 0fc7528 
0fc35a8 0fb83cf 0fc7c88 
0fc85a2 0fbd182 0fccb5e 
0fcad8b 0fbfd41 0fcf5b5 
0fc7696 0fbcaea 0fcc150 
0fc2bff 0fb7f6a 0fc75d8 
0fc3694 0fb84cc 0fc7d50 
0fc86ef 0fbd2e6 0fcccb2 
0fcaeef 0fbfecc 0fcf754 
0fc7763 0fbcbe6 0fcc270 
0fc2c71 0fb7ff9 0fc76a0 
0fc3728 0fb8560 0fc7e34 
0fc8758 0fbd337 0fccd53 
0fcafc3 0fbff6f 0fcf827 
0fc7872 0fbccb4 0fcc369 
0fc2ced 0fb8055 0fc772b 
0fc372b 0fb8542 0fc7e43 
0fc8724 0fbd2ea 0fccd20 
0fcaf22 0fbfeab 0fcf786 
0fc775a 0fbcb80 0fcc257 
0fc2c8b 0fb7fcf 0fc76aa 
0fc3685 0fb848d 0fc7d69 
0fc8663 0fbd216 0fccc18 
0fcaebc 0fbfe4f 0fcf6e7 
0fc7716 0fbcb5e 0fcc1e7 
0fc2b55 0fb7ec8 0fc7564 
0fc3589 0fb83af 0fc7c67 
0fc8581 0fbd157 0fccb42 
0fcad8c 0fbfd33 0fcf5c7 
0fc75af 0fbc9f7 0fcc07b 
0fc29ee 0fb7d51 0fc73e1 
0fc341c 0fb8240 0fc7ae9 
0fc83d9 0fbcfbb 0fcc99f 
0fcac16 0fbfbd7 0fcf46e 
0fc7486 0fbc8ea 0fcbf84 
0fc290e 0fb7c81 0fc733a 
0fc32fa 0fb811e 0fc7a0c 
0fc8237 0fbce03 0fcc83e 
0fcaa34 0fbf9d6 0fcf2c9 
0fc727e 0fbc6cd 0fcbdb4 
0fc26a8 0fb7a22 0fc7120 
0fc3117 0fb7f4c 0fc785c 
0fc808c 0fbcc6e 0fcc6b2 
0fca89d 0fbf851 0fcf12f 
0fc711b 0fbc574 0fcbc41 
0fc2563 0fb78d2 0fc6fb6 
0fc2f52 0fb7d6f 0fc7676 
0fc7f5b 0fbcb15 0fcc55a 
0fca7d4 0fbf766 0fcf056 
0fc7052 0fbc48b 0fcbb7e 
0fc2440 0fb7798 0fc6eaa 
0fc2d75 0fb7b7b 0fc74b3 
0fc7cf3 0fbc895 0fcc319 
0fca5c5 0fbf523 0fcee47 
0fc6ea4 0fbc2a4 0fcb9b7 
0fc2354 0fb7677 0fc6d9d 
0fc2d25 0fb7b0b 0fc7452 
0fc7ca1 0fbc847 0fcc2cd 
0fca480 0fbf400 0fced29 
0fc6cfe 0fbc129 0fcb840 
0fc217d 0fb74cc 0fc6bde 
0fc2b5b 0fb795c 0fc7278 
0fc7b39 0fbc6e6 0fcc135 
0fca3a6 0fbf32d 0fcec1f 
0fc6c18 0fbc04e 0fcb733 
0fc2051 0fb73a4 0fc6a9f 
0fc2a5c 0fb786a 0fc7184 
0fc7ac9 0fbc685 0fcc0d1 
0fca334 0fbf2c3 0fcebad 
0fc6bff 0fbc039 0fcb713 
0fc2042 0fb739a 0fc6a93 
0fc2a5b 0fb7868 0fc7185 
0fc7a88 0fbc638 0fcc08f 
0fca2e4 0fbf262 0fceb58 
0fc6b9b 0fbbfc6 0fcb6bc 
0fc1f98 0fb72ec 0fc69f2 
0fc2913 0fb7718 0fc7038 
0fc7935 0fbc4d5 0fcbf2f 
0fca1a7 0fbf112 0fcea0d 
0fc6ab3 0fbbec1 0fcb5b1 
0fc1f26 0fb7262 0fc6962 
0fc28cf 0fb76c3 0fc6feb 
0fc78fc 0fbc488 0fcbef0 
0fca232 0fbf18c 0fceaa3 
0fc6b5a 0fbbf58 0fcb665 
0fc1fa7 0fb72cd 0fc69f4 
0fc2965 0fb7739 0fc707f 
0fc79da 0fbc543 0fcbfd0 
0fca313 0fbf255 0fceb82 
0fc6c58 0fbc052 0fcb773 
0fc20df 0fb7402 0fc6b3a 
0fc2ac1 0fb78a3 0fc71e7 
0fc7b28 0fbc6b5 0fcc131 
0fca46d 0fbf3c8 0fcece6 
0fc6dd6 0fbc1d5 0fcb8e5 
0fc222b 0fb7555 0fc6c6d 
0fc2bc6 0fb79ac 0fc72e1 
0fc7b36 0fbc6b9 0fcc133 
0fca400 0fbf349 0fcec6b 
0fc6d64 0fbc159 0fcb868 
0fc2223 0fb754e 0fc6c61 
0fc2c12 0fb79f5 0fc7324 
0fc7c8f 0fbc80b 0fcc270 
0fca607 0fbf545 0fcee47 
0fc6f5b 0fbc344 0fcba3d 
0fc2387 0fb7697 0fc6d9a 
0fc2d4c 0fb7b1c 0fc7434 
0fc7d6c 0fbc8e8 0fcc349 
0fca645 0fbf594 0fceea2 
0fc6f93 0fbc394 0fcbaa2 
0fc244b 0fb776d 0fc6e7e 
0fc2dcd 0fb7ba5 0fc74c7 
0fc7ddb 0fbc958 0fcc3b2 
0fca706 0fbf64e 0fcef41 
0fc708a 0fbc470 0fcbb51 
0fc251d 0fb7832 0fc6f1b 
0fc2e98 0fb7c71 0fc7578 
0fc7e7a 0fbc9fc 0fcc435 
0fca7cb 0fbf723 0fcf007 
0fc7123 0fbc531 0fcbc0b 
0fc257b 0fb78b2 0fc6f8e 
0fc2eed 0fb7cea 0fc75d7 
0fc7f08 0fbcaa8 0fcc4cc 
0fca816 0fbf784 0fcf03d 
0fc70f3 0fbc517 0fcbbc1 
0fc2553 0fb78a8 0fc6f57 
0fc2f53 0fb7d60 0fc7627 
0fc7f73 0fbcb26 0fcc52e 
0fca87d 0fbf7fb 0fcf0a3 
0fc71a1 0fbc5c6 0fcbc4b 
0fc2594 0fb78ec 0fc6f75 
0fc2ed9 0fb7cf5 0fc759e 
0fc7eea 0fbcab1 0fcc48b 
0fca832 0fbf7cc 0fcf046 
0fc7106 0fbc54d 0fcbbbc 
0fc24f2 0fb786d 0fc6edc 
0fc2e63 0fb7c9c 0fc751e 
0fc7e5c 0fbca32 0fcc3eb 
0fca79d 0fbf73a 0fcef98 
0fc70c8 0fbc516 0fcbb6d 
0fc250f 0fb7899 0fc6ee9 
0fc2e9f 0fb7ceb 0fc7542 
0fc7ed0 0fbcab7 0fcc43e 
0fca82d 0fbf7d9 0fcf007 
0fc71b9 0fbc61a 0fcbc2d 
0fc2615 0fb79b4 0fc6fc9 
0fc2f39 0fb7dab 0fc75cc 
0fc7ee7 0fbcaf7 0fcc45c 
0fca84f 0fbf826 0fcf03f 
0fc725a 0fbc6da 0fcbce5 
0fc2690 0fb7a47 0fc7049 
0fc2fe7 0fb7e58 0fc766d 
0fc7fe5 0fbcbec 0fcc531 
0fca982 0fbf948 0fcf13c 
0fc72c8 0fbc73c 0fcbd20 
0fc2681 0fb7a30 0fc7015 
0fc2f75 0fb7dea 0fc75ed 
0fc7f91 0fbcba5 0fcc4f9 
0fca8f4 0fbf8cb 0fcf0d4 
0fc7232 0fbc6b5 0fcbca8 
0fc25fe 0fb79b9 0fc6f9c 
0fc2f00 0fb7d7b 0fc7557 
0fc7ee2 0fbcaf5 0fcc40d 
0fca8ea 0fbf8c3 0fcf08e 
0fc7276 0fbc6f8 0fcbcbe 
0fc263b 0fb79f7 0fc6fce 
0fc2f23 0fb7d98 0fc7597 
0fc7e95 0fbcaa4 0fcc3ec 
0fca81c 0fbf7e8 0fcefeb 
0fc71ad 0fbc622 0fcbc1b 
0fc2536 0fb78db 0fc6ee6 
0fc2e4e 0fb7cb6 0fc74fd 
0fc7e10 0fbca16 0fcc3b6 
0fca7ba 0fbf785 0fcefdd 
0fc7195 0fbc60f 0fcbc71 
0fc25a2 0fb794c 0fc6fbb 
0fc2e1b 0fb7c7c 0fc7508 
0fc7e2f 0fbca25 0fcc3f8 
0fca7f3 0fbf7a4 0fcf023 
0fc71f2 0fbc65d 0fcbcdb 
0fc2602 0fb79ac 0fc7035 
0fc2e77 0fb7cd4 0fc7573 
0fc7e34 0fbca27 0fcc411 
0fca78e 0fbf740 0fcefd1 
0fc714d 0fbc5af 0fcbc1e 
0fc2565 0fb7900 0fc6f63 
0fc2eac 0fb7d06 0fc7585 
0fc7e7a 0fbca68 0fcc436 
0fca843 0fbf800 0fcf075 
0fc71ff 0fbc674 0fcbcd9 
0fc2612 0fb79b1 0fc7026 
0fc2f1a 0fb7d61 0fc75f1 
0fc7f2a 0fbcb0d 0fcc4dd 
0fca94a 0fbf8ee 0fcf17b 
0fc72fb 0fbc74d 0fcbdc2 
0fc270d 0fb7a9c 0fc711e 
0fc2fee 0fb7e3e 0fc76d8 
0fc7faf 0fbcb94 0fcc57b 
0fca94f 0fbf8f3 0fcf18e 
0fc7373 0fbc7c9 0fcbe5d 
0fc2852 0fb7bd8 0fc726d 
0fc3155 0fb7f8a 0fc783c 
0fc812b 0fbcced 0fcc6d7 
0fcaaf7 0fbfa7a 0fcf313 
0fc752b 0fbc967 0fcbffe 
0fc2916 0fb7c92 0fc7341 
0fc3162 0fb7f95 0fc7864 
0fc810b 0fbccd3 0fcc6e8 
0fcab5b 0fbfadd 0fcf3a0 
0fc756e 0fbc998 0fcc046 
0fc29c5 0fb7d22 0fc73d4 
0fc328e 0fb80af 0fc7983 
0fc8283 0fbce3e 0fcc85f 
0fcac80 0fbfbfd 0fcf4e7 
0fc7681 0fbcab8 0fcc194 
0fc2aa3 0fb7e1b 0fc74ea 
0fc3342 0fb8175 0fc7a53 
0fc82ad 0fbce76 0fcc898 
0fcacb9 0fbfc46 0fcf50d 
0fc777f 0fbcbbf 0fcc276 
0fc2b6f 0fb7ef1 0fc75a9 
0fc337e 0fb81c6 0fc7a9b 
0fc8334 0fbcf14 0fcc931 
0fcad45 0fbfce6 0fcf5a3 
0fc7771 0fbcbc6 0fcc270 
0fc2b81 0fb7f14 0fc75b0 
0fc3442 0fb8285 0fc7b34 
0fc8421 0fbcfef 0fcc9c6 
0fcae63 0fbfdee 0fcf665 
0fc78fd 0fbcd3d 0fcc3aa 
0fc2cd4 0fb805d 0fc76d2 
0fc34ec 0fb832c 0fc7bc0 
0fc8502 0fbd0d3 0fccaa1 
0fcaf5c 0fbfee6 0fcf77b 
0fc79b3 0fbcdf2 0fcc48c 
0fc2dd9 0fb8161 0fc7807 
0fc36b9 0fb8500 0fc7dc8 
0fc86b0 0fbd284 0fccc83 
0fcb0fb 0fc008a 0fcf934 
0fc7b70 0fbcfb3 0fcc658 
0fc2f41 0fb82c4 0fc796f 
0fc37b2 0fb85f1 0fc7eac 
0fc8789 0fbd353 0fccd50 
0fcb18c 0fc010e 0fcf9d0 
0fc7bc8 0fbd003 0fcc6cd 
0fc2f8d 0fb830a 0fc79db 
0fc37d5 0fb860f 0fc7f01 
0fc86ff 0fbd2ca 0fccd0b 
0fcb0fc 0fc007d 0fcf97c 
0fc7b32 0fbcf64 0fcc64e 
0fc2f41 0fb82b4 0fc797e 
0fc3784 0fb85b7 0fc7e9b 
0fc8664 0fbd229 0fccc69 
0fcb07f 0fc0007 0fcf904 
0fc7b3a 0fbcf72 0fcc655 
0fc2f5b 0fb82d0 0fc799f 
0fc3749 0fb857e 0fc7e60 
0fc863d 0fbd1f7 0fccc23 
0fcafa6 0fbff13 0fcf7f1 
0fc79cc 0fbcdf6 0fcc4c0 
0fc2dc7 0fb813e 0fc780c 
0fc35d7 0fb8411 0fc7cf4 
0fc8459 0fbd027 0fcca49 
0fcae38 0fbfdc7 0fcf69a 
0fc77f4 0fbcc40 0fcc2ff 
0fc2b5c 0fb7ef1 0fc75ae 
0fc339a 0fb81ea 0fc7abe 
0fc830a 0fbceef 0fcc904 
0fcacb8 0fbfc5b 0fcf522 
0fc76c5 0fbcb1d 0fcc1c1 
