0fb6f9b 0fc9012 0facdc5 0fadece 0fca88a 
0facbb1 0fb943f 0fa2dfb 0fa4262 0fad97e 
0fb2af2 0fbb129 0fa8c4d 0faabc2 0fae0f7 
0fab964 0fba1fd 0fa1aee 0fa3ce0 0fad3cc 
0fb330c 0fbb8c1 0fa9512 0faa91c 0fadc10 
0faf73b 0fbda66 0fa583d 0fa81fb 0faea24 
0faf6b7 0fbcf60 0fa58cb 0fa6ddd 0fae29a 
0fb5825 0fbee4c 0fab94f 0fad7bb 0faeaef 
0faea9e 0fbd9a3 0fa4c15 0fa6d09 0fadb58 
0fb6d50 0fbe56a 0facf82 0fae260 0fae968 
0fb3d58 0fbec9e 0fa9e1f 0fac660 0faefc4 
0fb3d80 0fbe458 0fa9fbf 0fab492 0faf559 
0fb9c3b 0fc11a5 0fafd8b 0fb1d4d 0fb09bb 
0fb297b 0fc0dcc 0fa8b03 0faae16 0fafca4 
0fba658 0fc2952 0fb085b 0fb1d64 0fafdc7 
0fb722a 0fc3b49 0fad2f2 0fafc63 0faf5ca 
0fb6ec6 0fc305a 0fad0d8 0fae61d 0fae8e4 
0fbd205 0fc5040 0fb331b 0fb52e8 0faf2c3 
0fb6282 0fc42ce 0fac3b9 0fae5fd 0fae9fc 
0fbe290 0fc5b2b 0fb446d 0fb57b2 0faf70a 
0fbacb7 0fc7099 0fb0d62 0fb3690 0faf76c 
0fba061 0fc6cbc 0fb0266 0fb1816 0faef7e 
0fbf900 0fc984c 0fb5a19 0fb7a4f 0fafa5c 
0fb7483 0fc95b7 0fad5a7 0faf9a1 0faf624 
0fbe1df 0fcb266 0fb43cf 0fb58a0 0fb03de 
0fba097 0fcbe3e 0fb016c 0fb2bb7 0fb0280 
0fb8817 0fcaaff 0faea4b 0fb011b 0faff1e 
0fbdb5a 0fcc019 0fb3cda 0fb5dba 0fb0be4 
0fb566c 0fca1f8 0fab82d 0fadc82 0fb0206 
0fbc7a4 0fc9801 0fb29fe 0fb3ddf 0fb0d16 
0fb89fd 0fc9033 0faeaf6 0fb14a5 0fb1157 
0fb7295 0fc7af0 0fad4f0 0faea05 0fb116f 
0fbccaa 0fc95d6 0fb2e29 0fb4d07 0fb23f5 
0fb481d 0fc7f9e 0faa9b8 0facc69 0fb23a6 
0fbb3e3 0fc8a30 0fb1610 0fb284c 0fb38dd 
0fb71bf 0fc89a1 0fad288 0fafa7a 0fb49bc 
0fb526f 0fc7402 0fab4a7 0fac855 0fb5466 
0fba3e3 0fc91f6 0fb054f 0fb2301 0fb7cd4 
0fb1746 0fc7bbf 0fa78eb 0fa9a9e 0fb8a67 
0fb8251 0fc7c6b 0fae490 0faf6b9 0fb9fae 
0fb3f8a 0fc7c35 0faa03c 0fac983 0fba880 
0fb1d5e 0fc64d2 0fa7f62 0fa9473 0fbade2 
0fb727a 0fc7366 0fad3ae 0faf246 0fbbfd5 
0fae3bb 0fc4b82 0fa44fc 0fa68c2 0fbb727 
0fb4adb 0fc4371 0faacca 0fabfd8 0fbbead 
0fb06c0 0fc41de 0fa6752 0fa9055 0fbb661 
0faeda8 0fc2354 0fa4f8e 0fa62db 0fba89f 
0fb5446 0fc30e3 0fab545 0fad112 0fbb156 
0fad740 0fc14e9 0fa3857 0fa59ca 0fba572 
0fb4a03 0fc16e4 0faab9f 0fabcc2 0fbb166 
0fb1172 0fc1af6 0fa71d3 0fa9970 0fbb53c 
0faf901 0fbfc77 0fa5ae1 0fa6eb6 0fbb6c4 
0fb55cf 0fc05dc 0fab6aa 0fad42b 0fbcc51 
0fad650 0fbe013 0fa375b 0fa58f8 0fbd049 
0fb44f1 0fbe4e8 0faa6b1 0fab817 0fbe787 
0fb0c07 0fbe9af 0fa6c95 0fa9455 0fbf294 
0faee7e 0fbd2ff 0fa5056 0fa64a7 0fbfa29 
0fb3f78 0fbe7f8 0faa04b 0fabdf2 0fc1bf1 
0faaea0 0fbcf8f 0fa0f52 0fa31b9 0fc33de 
0fb0cb8 0fbd02d 0fa6df9 0fa8034 0fc5785 
0faccae 0fbce50 0fa2cdd 0fa5519 0fc6d3b 
0faa633 0fbb04d 0fa07e6 0fa1caa 0fc82c6 
0faf84c 0fbc3c3 0fa5943 0fa765c 0fca8b9 
0fa718c 0fba5db 0f9d257 0f9f4ab 0fcb35e 
0fad905 0fba3a4 0fa3a74 0fa4c6c 0fccd28 
0faa13f 0fb9ce6 0fa0181 0fa2943 0fce1bf 
0fa8810 0fb7145 0f9e998 0f9fdde 0fcf50f 
0fae4fc 0fb78d6 0fa4582 0fa630c 0fd204a 
0fa6965 0fb521e 0f9c9dd 0f9ec79 0ff8830 
0fad443 0fb4652 0fa354d 0fa4780 0009f0e 
0fa9b05 0fb52a0 0f9fae6 0fa23af 0023139 
0fa759a 0fb6dc8 0f9d776 0f9ecfd 002d4db 
0face23 0fba3b2 0fa2f9e 0fa4c86 002b48a 
0fa52ea 0fb9e33 0f9b4e9 0f9d5fd 002ddda 
0fac150 0fbb710 0fa2457 0fa3388 002c67e 
0fa92ce 0fbcda7 0f9f421 0fa1af0 002c68a 
0fa82cf 0fbc574 0f9e5b3 0f9f881 002d964 
0faed50 0fbe572 0fa4f28 0fa6b23 002ad24 
0fa81aa 0fbdb8e 0f9e33a 0fa0516 002caba 
0fb0099 0fbf608 0fa6277 0fa738e 002a82d 
0fae613 0fc0f0c 0fa46e9 0fa6dc1 0029d0e 
0fae24f 0fc11f5 0fa457a 0fa5911 0029f8e 
0fb5520 0fc4cae 0fab7db 0fad376 000dd90 
0faecc1 0fc5696 0fa4fff 0fa704d 000c98e 
0fb6d8a 0fc718e 0fad0c4 0fadef4 0fe68b4 
0fb525c 0fc8265 0fab10d 0fad662 0fd5eda 
0fb4716 0fc7242 0faa76b 0fabac4 0fd475d 
0fbb5b8 0fc8aca 0fb14f7 0fb3207 0fd3af9 
0fb448e 0fc7c22 0faa3c0 0fac615 0fd1acc 
0fbb689 0fc8371 0fb169c 0fb296b 0fd1afa 
0fb87d8 0fc8f41 0fae6bd 0fb0f68 0fd1b0a 
0fb6d3c 0fc7f03 0facd3b 0fae3a0 0fd137b 
0fbcf8b 0fc9697 0fb2e6b 0fb4d5d 0fd222d 
0fb52e5 0fc801b 0fab150 0fad60e 0fd24b9 
0fbbf76 0fc8fc1 0fb1e54 0fb3284 0fd4898 
0fb8e5b 0fca24b 0faec20 0fb15a6 0fd6521 
0fb6fbf 0fc8b0d 0facefb 0fae5f9 0fd7bd0 
0fbd02d 0fc9b66 0fb2e8e 0fb4df6 0fda338 
0fb4c9b 0fc7eea 0faaaea 0fad000 0fe3e1c 
0fbb2e2 0fc8670 0fb11a8 0fb2660 0fe7c83 
0fb7b0a 0fc971d 0fad89d 0fb02e7 0ff4e25 
0fb5775 0fc81b3 0fab65a 0facd64 0008781 
0fbb40e 0fc8fef 0fb123d 0fb31ed 0ffc858 
0fb2a3b 0fc6daa 0fa889d 0faadfe 001da46 
0fb8fa1 0fc6e37 0faf134 0fb0560 001de2b 
0fb58a1 0fc7508 0fab8cf 0fae33b 001e364 
0fb3132 0fc5c0f 0fa92ae 0faa9df 00232f9 
0fb8d43 0fc70fb 0faee04 0fb0d0d 00209d2 
0fb0244 0fc5665 0fa630a 0fa87f0 0023b3f 
0fb6840 0fc535a 0fac9e8 0fadcf4 00228a0 
0fb31dd 0fc4a69 0fa9267 0fabc66 0022f01 
0fb0869 0fc26b4 0fa6a80 0fa8130 0024ff1 
0fb6904 0fc3dbf 0faca6c 0fae8f5 0022d73 
0fae05b 0fc2e7c 0fa41b9 0fa667a 0025a07 
0fb4be2 0fc34b7 0faae08 0fac063 0024435 
0fb1c3e 0fc3a25 0fa7ce3 0faa6ac 0024397 
0faf5b6 0fc1931 0fa579f 0fa6e86 0025dff 
0fb5b25 0fc2c45 0fabc13 0fadb69 0013bd8 
0fad097 0fc119b 0fa3186 0fa578c 0022a52 
0fb38b5 0fc117f 0fa9a5d 0faaeee 00130bb 
0fb0197 0fc185d 0fa61d4 0fa8de2 000e1c4 
0fad3eb 0fbfe27 0fa356f 0fa4f7b 001a1f6 
0fb3043 0fc15c0 0fa9039 0fab20b 00022f0 
0faa11d 0fbfe5a 0f9fed3 0fa26ad 00162e0 
0fb01e8 0fbfbf6 0fa6069 0fa76ab 0009fff 
0fac5e8 0fbfd67 0fa22ff 0fa4fb2 0007f45 
0fa936e 0fbda3f 0f9f222 0fa0be7 0019640 
0faeda0 0fbe32f 0fa4b75 0fa6c33 000805b 
0fa5dd5 0fbc8f3 0f9bb81 0f9e295 002420d 
0fabd53 0fbcd04 0fa1be1 0fa31ce 001ebd4 
0fa835d 0fbd3ad 0f9e0c8 0fa0c82 0021088 
0fa51bf 0fbb670 0f9b07d 0f9c950 002d81f 
0faaba9 0fbc2c8 0fa09a3 0fa29bc 002ba8d 
0fa1c36 0fb9f28 0f97a6f 0f9a0cb 002ecf1 
0fa7745 0fb98b3 0f9d69d 0f9ebd3 002e0dc 
0fa3b5c 0fb96cd 0f99bc9 0f9c742 002e8ca 
0fa0b43 0fb716c 0f96d24 0f98606 0030e5e 
0fa66f8 0fb7534 0f9c817 0f9e7bd 002f0ab 
0f9de84 0fb4f70 0f93f7b 0f96559 003211d 
0fa3eb2 0fb4be4 0f9a047 0f9b578 0031293 
0fa08d2 0fb4b00 0f96932 0f9938a 0031a7c 
0f9da6b 0fb226d 0f93c10 0f95448 0033e00 
0fa331d 0fb29c8 0f993dc 0f9b374 0031f09 
0f9a46b 0fb08ad 0f90524 0f92abf 00350e9 
0f9fbd3 0fb05b8 0f95d52 0f971f1 0034791 
0f9c45f 0fb0654 0f92469 0f94ec8 0035201 
0f99532 0fae885 0f8f67c 0f90fae 00377d1 
0f9f374 0faf3b1 0f95408 0f973b5 0035989 
0f974c5 0fad372 0f8d537 0f8fac9 00386cf 
0f9dfdd 0fad520 0f94115 0f955cb 003745e 
0f9bb5b 0fadd0d 0f91b31 0f94577 00374e8 
0f99e69 0fac378 0f8ff9b 0f91714 0038fdf 
0fa0941 0fad65a 0f9699a 0f98832 00368f6 
0f991c4 0fac04d 0f8f234 0f917ac 0038e1c 
0f9fdd4 0fac51e 0f95f37 0f972e9 0037672 
0f9da43 0fad0c7 0f93a56 0f9637f 00372a4 
0f9bcb7 0fac05f 0f91e24 0f93567 0038a89 
0fa29c4 0fade23 0f98a98 0f9a810 0036026 
0f9b753 0faceb3 0f91833 0f93b8e 00381a8 
0fa2bfc 0fad95c 0f98d93 0f99fcf 00364eb 
0fa1109 0faeaef 0f97175 0f99916 0035bc5 
0f9f948 0fadf48 0f95ac5 0f97082 0036f53 
0fa6af2 0faffb8 0f9cbcf 0f9e85a 00340a9 
0f9fad2 0faf79d 0f95b8c 0f97ffc 0035e85 
0fa725d 0fb04b4 0f9d3e4 0f9e677 0033e44 
0fa5e8a 0fb1836 0f9befe 0f9e5ea 0032fb7 
0fa4d12 0fb0efd 0f9aed3 0f9c46a 0033d73 
0fac8b0 0fb34de 0fa299f 0fa465c 0030745 
0fa6268 0fb2c6d 0f9c349 0f9e6dd 0031d83 
0fadf9d 0fb3bd1 0fa4150 0fa5365 002f725 
0face7a 0fb571d 0fa2ec0 0fa56a8 002e221 
0fabb78 0fb55c6 0fa1cf1 0fa333a 002ece0 
0fb32b8 0fb824b 0fa9399 0fab056 002b6a7 
0fac67c 0fb7be9 0fa2747 0fa4b8c 002cc76 
0fb3f7e 0fb8793 0faa10c 0fab3d4 002a59c 
0fb295c 0fb9e9a 0fa89a3 0fab18e 002935e 
0fb0e4b 0fba150 0fa6fa9 0fa86ec 002a196 
0fb828f 0fbd154 0fae348 0fb0109 0026d5f 
0fb1187 0fbd3af 0fa7217 0fa9724 00286be 
0fb8470 0fbe7e2 0fae5dc 0faf95f 0026477 
0fb6c37 0fbf5be 0facc67 0faf55d 002544f 
0fb50d9 0fbe71f 0fab251 0fac8ed 002634a 
0fbc475 0fc1478 0fb252b 0fb41e0 0022f29 
0fb4e26 0fc1a2a 0faaeaf 0fad346 0024aed 
0fbb76a 0fc310e 0fb18a0 0fb2c41 0022d86 
0fb952d 0fc3aef 0faf4f0 0fb1eef 0021e89 
0fb6a82 0fc1c92 0facb71 0fae4ba 00238eb 
0fbd160 0fc37e1 0fb31ca 0fb50c2 0015967 
0fb4d45 0fc2e25 0faad7c 0fad49f 0020c5f 
0fbaf8b 0fc3e65 0fb10c7 0fb25b3 000f422 
0fb87f5 0fc4d2b 0fae7ed 0fb1311 00049e8 
0fb5746 0fc3916 0fab899 0fad29f 00127c6 
0fbbc69 0fc51c3 0fb1d19 0fb3ce3 0ffdbab 
0fb330f 0fc4178 0fa93d4 0fabbde 001557a 
0fb9223 0fc47b0 0faf3d1 0fb0962 000f13a 
0fb6797 0fc5195 0fac807 0faf425 0011133 
0fb3019 0fc3720 0fa91e0 0faacda 00239ae 
0fb93fa 0fc4a24 0faf50c 0fb158e 00157e9 
0fb0cde 0fc2d45 0fa6dbe 0fa9556 0023f02 
0fb729e 0fc1e57 0fad434 0fae8d2 0022827 
0fb4ff6 0fc1af9 0fab03d 0fadaf9 0021297 
0fb1fbe 0fc031b 0fa8190 0fa9a7a 0024aef 
0fb8c46 0fc20cd 0faed39 0fb0b5b 002220c 
0fb08ad 0fc0aed 0fa6970 0fa8fe2 00248de 
0fb6d31 0fc0ca8 0faceda 0fae21f 00234ed 
0fb4ab3 0fc190c 0faaaf4 0fad512 0022fb6 
0fb16fb 0fc0352 0fa7864 0fa914c 0024f2a 
0fb8332 0fc1b5a 0fae3f2 0fb01c4 00226d1 
0fafca5 0fc0561 0fa5d31 0fa8333 0024fac 
0fb5d96 0fc064a 0fabefe 0fad1ec 0023def 
0fb389e 0fc0dcd 0fa988e 0fac1cf 0023adb 
0fb0054 0fbf9f9 0fa61c2 0fa7947 0025cf0 
0fb6a05 0fc2079 0facad2 0fae729 00236da 
0fae887 0fc0b36 0fa48f1 0fa6df1 0025e77 
0fb5248 0fc0584 0fab36a 0fac548 0024ad5 
0fb38b0 0fc0f4f 0fa982f 0fac121 002426b 
0fb0a54 0fbf482 0fa6b1e 0fa82c0 0025e73 
0fb7d1c 0fc153f 0fadd53 0fafa5a 0023171 
0fafe17 0fc0ed1 0fa5e3c 0fa8453 00255bf 
0fb691e 0fc1de9 0faca4e 0fadcd0 0023e2e 
0fb5311 0fc3054 0fab2e4 0fadb9c 0023312 
0fb2926 0fc1fa8 0fa8a1f 0faa239 0024c17 
0fba1e4 0fc3df2 0fb022f 0fb1ef2 0021c21 
0fb308d 0fc32ed 0fa90ce 0fab5a4 00239ab 
0fba1d2 0fc416a 0fb0302 0fb14e0 0021e3c 
0fb900c 0fc4ef3 0faef86 0fb1879 0020eff 
0fb5ea0 0fc3bec 0fabf15 0fad84e 002280b 
0fbca59 0fc56e8 0fb2a45 0fb487b 001fc6c 
0fb4701 0fc4d6f 0faa6c6 0facde8 0022111 
0fba068 0fc5e83 0fb0162 0fb15aa 0020fe8 
0fb77a6 0fc75d5 0fad733 0fb020d 0020d3f 
0fb3778 0fc6905 0fa9819 0fab338 0023046 
0fb9eb7 0fc8956 0fafeb7 0fb1d84 0020a63 
0fb1eb1 0fc7d7d 0fa7eab 0faa4f8 0023029 
0fb7c57 0fc8509 0fadd4d 0faf06d 0021ea2 
0fb6041 0fc9418 0fac00d 0fae8d9 0021821 
0fb3045 0fc7dbf 0fa914e 0faa948 002355e 
0fba036 0fc9a10 0fb00e5 0fb1d69 0020a6a 
0fb215d 0fc9169 0fa81ff 0faa7d0 0022fa2 
0fb7d66 0fc9dd2 0fadeea 0faf23a 0021efa 
0fb5fd1 0fcb1dc 0fac01c 0fae8c0 0021934 
0fb2d5d 0fc9c6f 0fa8ebf 0faa6e3 0023684 
0fb9d77 0fcb6ed 0fafb90 0fb1822 0020f63 
0fb21c2 0fca293 0fa7f9f 0faa506 002337b 
0fb86f6 0fc9ec7 0fae5df 0faf804 0021db8 
0fb738a 0fca2e9 0fad147 0faf8ca 0021332 
0fb49a3 0fc8458 0faa88e 0fabf61 0022bbb 
0fbc35f 0fc9b7f 0fb2187 0fb3cba 001fb52 
0fb4ff9 0fc8ab8 0faade2 0fad23c 002195b 
0fbb819 0fc9188 0fb16f1 0fb2816 002006a 
0fba915 0fca225 0fb069c 0fb2d44 001f1fc 
0fb7fc9 0fc8ff9 0fade71 0faf541 0020822 
0fb8069 0fc6774 0fae18c 0faf592 0fcdde2 
0fba120 0fc7dc5 0fb0261 0fb283f 0fce359 
0fb3ef9 0fc62b1 0faa111 0fabfa8 0fcd5d1 
0fbbd48 0fc7498 0fb1f61 0fb3887 0fce2b7 
0fb554f 0fc6d1c 0fab694 0fae060 0fcdc5a 
0fb8272 0fc6506 0fae508 0faf96c 0fcd99b 
0fba3a6 0fc7d44 0fb04f0 0fb2afb 0fcddd5 
0fb3ff5 0fc653d 0faa1fe 0fac0ed 0fcd003 
0fbbd27 0fc78c5 0fb1f42 0fb38ac 0fcddd3 
0fb53d5 0fc706c 0fab529 0fadf57 0fcd897 
0fb7fab 0fc66eb 0fae1a1 0faf67b 0fcd7be 
0fba2de 0fc7df3 0fb0145 0fb2758 0fcdbfa 
0fb3e93 0fc64e6 0fa9dd9 0fabce7 0fccd7c 
0fbbb90 0fc78dd 0fb1ace 0fb3422 0fcd93c 
0fb52d8 0fc7193 0fab13f 0fadb61 0fcd284 
0fb7cc3 0fc65a4 0fadc7f 0faf147 0fcd1b0 
0fba0e7 0fc7a0e 0faff4f 0fb2557 0fcd9e8 
0fb3c93 0fc5fc1 0fa9bb2 0fabaa4 0fccd4b 
0fbba00 0fc730a 0fb190b 0fb31c2 0fcd8aa 
0fb51fd 0fc6baa 0fab03c 0fada01 0fcd161 
0fb7c11 0fc5fe2 0fadb8f 0faf032 0fcd1b6 
0fb9f00 0fc7236 0fafd6c 0fb22fa 0fcd946 
0fb3a5f 0fc57f6 0fa9990 0fab812 0fccc9e 
0fbb7c1 0fc6b30 0fb16dc 0fb2f31 0fcd782 
0fb4fae 0fc6473 0faadf5 0fad73e 0fcce45 
0fb78ef 0fc5a90 0fad888 0faec95 0fccbfe 
0fb9bf8 0fc6d3c 0fafa9e 0fb1fdc 0fcd076 
0fb3735 0fc52a6 0fa9635 0fab519 0fcc1fa 
0fbb3c5 0fc64fc 0fb12d1 0fb2bcb 0fccae6 
0fb4c67 0fc60c0 0faaaa8 0fad4ad 0fcc194 
0fb75f2 0fc5a2a 0fad7d6 0faece2 0fcc266 
0fb9b88 0fc720b 0fafc50 0fb2225 0fcc50f 
0fb3829 0fc5b7e 0fa99d4 0fab8dc 0fcb31a 
0fbb92a 0fc731a 0fb1b12 0fb33be 0fcb716 
0fb575d 0fc7302 0fab8a8 0fae2a7 0fca6a9 
0fb81f8 0fc6fc2 0fae4b6 0faf99b 0fc99c3 
0fba9cd 0fc8d0c 0fb0b28 0fb31e3 0fc943f 
0fb4336 0fc7631 0faa53a 0fac594 0fc77b9 
0fbbe57 0fc9832 0fb2082 0fb3bc1 0fc6078 
0fb57e7 0fc9dec 0fab8ed 0fae542 0fc3f89 
0fb7ead 0fc909f 0fae105 0faf80a 0fc3036 
0fba67d 0fca00c 0fb075c 0fb2f1c 0fc2d9f 
0fb4098 0fc84ad 0faa250 0fac3fe 0fc0d69 
0fbbf2f 0fc9fae 0fb20ed 0fb3c2d 0fbffe5 
0fb5a49 0fc9e9a 0fabae8 0fae73b 0fbe0e8 
0fb7ce5 0fc9859 0fadebc 0faf6f7 0fbc749 
0fb9ee4 0fcb4cf 0faffa2 0fb2855 0fbbaff 
0fb2c9d 0fc9e63 0fa8e3b 0fab136 0fb9c7e 
0fba33a 0fcb833 0fb04f9 0fb2205 0fb9a16 
0fb326c 0fcb74f 0fa93b7 0fac165 0fb8a30 
0fb5180 0fcac7b 0fab446 0facc40 0fb870f 
0fb7bc9 0fcc34b 0fadd51 0fb0564 0fb8971 
0fb17b5 0fca3a4 0fa79d7 0fa9c44 0fb75a9 
0fba67b 0fcac12 0fb090e 0fb250c 0fb6f48 
0fb4f55 0fca049 0fab11a 0fade08 0fb4ae7 
0fb7f88 0fc87c7 0fae2e4 0fafb30 0fb3849 
0fbb52e 0fc92b7 0fb1747 0fb3fd8 0fb2899 
0fb5289 0fc6ed7 0fab548 0fad6e0 0fb053d 
0fbddbc 0fc788d 0fb4084 0fb5ba6 0faf5ed 
0fb7c1d 0fc6e66 0faddd3 0fb0a2f 0fad563 
0fba110 0fc6d90 0fb0447 0fb1beb 0fac1a5 
0fbcc9e 0fc9c38 0fb2eba 0fb5715 0fab442 
0fb5969 0fc9df6 0fabc2e 0fade7f 0fa91ea 
0fbd78a 0fcbde7 0fb3a7e 0fb55f8 0fa8974 
0fb6863 0fcb6f3 0faca89 0faf7ea 0fa78bd 
0fb847a 0fca836 0fae7f3 0fb0006 0fa709e 
0fbac97 0fcbeee 0fb0e95 0fb36e0 0fa68e1 
0fb3619 0fc9cb1 0fa98cb 0fabb53 0fa494f 
0fbb3b6 0fcb25e 0fb16c5 0fb30e4 0fa3bda 
0fb4188 0fcbad1 0faa398 0facf58 0fa18b8 
0fb5a76 0fcc0ba 0fabe4d 0fad434 0f9f9c9 
0fb885b 0fcd0d5 0faeaed 0fb10da 0f9e1a8 
0fb12fa 0fcac8c 0fa7611 0fa95cb 0f9b8d6 
0fb9399 0fcb99e 0faf6a0 0fb0edb 0f9ae38 
0fb2237 0fcaed8 0fa8426 0faaf6c 0f9971e 
0fb3d7f 0fc9403 0faa0b9 0fab567 0f98677 
0fb6630 0fc9c26 0fac7c9 0faed82 0f98279 
0fae945 0fc78ff 0fa4b8c 0fa6b38 0f96ceb 
0fb6b43 0fc81fe 0facddc 0fae564 0f971c5 
0fafca8 0fc78ec 0fa5e45 0fa88e4 0f9605e 
0fb19fd 0fc6207 0fa7d20 0fa91f9 0f95245 
0fb46bd 0fc6fa0 0faa8ac 0faceb8 0f94be5 
0facd17 0fc4c27 0fa2fdb 0fa50d3 0f935e4 
0fb48bb 0fc5997 0faab9f 0fac55c 0f93e48 
0fad355 0fc50d4 0fa3542 0fa61a6 0f93ce6 
0fae4e6 0fc3a61 0fa4864 0fa5fb1 0f94862 
0fb09c8 0fc4804 0fa6c01 0fa9369 0f9617d 
0fa8eb0 0fc2674 0f9f18b 0fa1353 0f965bd 
0fb1081 0fc2df4 0fa7394 0fa8d27 0f97cbd 
0faa71d 0fc249d 0fa0919 0fa34ad 0f97e36 
0fac348 0fc1520 0fa26d0 0fa3d24 0f983db 
0faee7b 0fc28e1 0fa50c7 0fa7751 0f999d5 
0fa7784 0fc0675 0f9da7c 0f9fc16 0f99f35 
0faef98 0fc1291 0fa5282 0fa6c89 0f9bc06 
0fa7c28 0fc0b60 0f9de27 0fa0a03 0f9c8d1 
0fa8791 0fbfc4c 0f9eafc 0fa0232 0f9da46 
0faa569 0fc0ba7 0fa076c 0fa2e3e 0f9ef94 
0fa1ed4 0fbe838 0f98187 0f9a367 0f9f1ff 
0fa89af 0fbe776 0f9ecbe 0fa0725 0fa0a90 
0fa0f5d 0fbd0f2 0f97167 0f99d75 0fa1173 
0fa1a3e 0fbaea5 0f97daa 0f993ea 0fa18ba 
0fa3d35 0fbac19 0f99f61 0f9c533 0fa25a6 
0f9c2ed 0fb7b13 0f925d4 0f94667 0fa1a4f 
0fa3c0d 0fb73a1 0f99f22 0f9b741 0fa2438 
0f9d954 0fb576f 0f93b5e 0f9647f 0fa1cf1 
0f9f751 0fb353f 0f95ad2 0f96ec3 0fa16a8 
0fa2f3f 0fb3aba 0f99176 0f9b47d 0fa157d 
0f9c8a2 0fb1565 0f92b73 0f949c9 0fa00f8 
0fa4e99 0fb1d1e 0f9b190 0f9c7cf 0fa01dd 
0f9f6ee 0fb13ea 0f958f0 0f980ad 0f9f21d 
0fa1e40 0fb0727 0f98198 0f99455 0f9e782 
0fa5e65 0fb1f2a 0f9c092 0f9e27c 0f9e894 
0f9feb2 0fb093c 0f96180 0f97ed3 0f9d683 
0fa8bc4 0fb22f1 0f9eeba 0fa03c1 0f9dd2a 
0fa3b24 0fb2b2d 0f99d22 0f9c45d 0f9cdc8 
0fa6392 0fb2b8d 0f9c707 0f9d93a 0f9c657 
0faa2fe 0fb4f87 0fa0514 0fa26f3 0f9cb22 
0fa4058 0fb448c 0f9a2fd 0f9c0aa 0f9bc7a 
0fac9a2 0fb619b 0fa2c73 0fa420b 0f9c44a 
0fa73cb 0fb6f9a 0f9d5af 0f9fcf7 0f9bd20 
0fa99ff 0fb722d 0f9fd2a 0fa0fb1 0f9b941 
0fad838 0fb9609 0fa3a33 0fa5bfb 0f9bf4c 
0fa750e 0fb87ee 0f9d7a4 0f9f4cf 0f9afbd 
0faffcb 0fba53a 0fa6277 0fa776a 0f9b62b 
0faae71 0fbb115 0fa1034 0fa378b 0f9ad67 
0fad669 0fbb0ac 0fa398c 0fa4b69 0f9ad5c 
0fb198d 0fbd4a2 0fa7b70 0fa9cde 0f9b2e5 
0fabba0 0fbc547 0fa1e16 0fa3af1 0f9a2d2 
0fb4a4d 0fbe08f 0faacf6 0fac142 0f9ab57 
0fafcc1 0fbe999 0fa5e63 0fa851e 0f9a324 
0fb2649 0fbe2a7 0fa8946 0fa9abf 0f99c91 
0fb6a94 0fbff9c 0facc55 0faed99 0f99f89 
0fb0680 0fbee3e 0fa68e6 0fa862e 0f98c43 
0fb9033 0fc0b3d 0faf2bf 0fb074a 0f98ecb 
0fb3c21 0fc18fc 0fa9db9 0fac524 0f9808f 
0fb5dd3 0fc1c07 0fac0cc 0fad319 0f97332 
0fba11b 0fc4586 0fb02d0 0fb243f 0f971c4 
0fb3d38 0fc393c 0fa9f98 0fabcbb 0f95c88 
0fbd01f 0fc5679 0fb32bb 0fb467c 0f95e50 
0fb856a 0fc6374 0fae71c 0fb0d9a 0f9505e 
0fbb0e8 0fc64b7 0fb1429 0fb251f 0f94868 
0fbfcfe 0fc8b9e 0fb5ef5 0fb7fa0 0f95059 
0fb95af 0fc80ff 0faf851 0fb15a8 0f948e4 
0fc1d55 0fca2c1 0fb801b 0fb9510 0f95b19 
0fbba11 0fcae53 0fb1bb4 0fb44d4 0f95da5 
0fbc732 0fca53e 0fb2a4c 0fb3dd9 0f960f0 
0fbf8bb 0fcbedc 0fb5a9a 0fb7df0 0f96d56 
0fb7737 0fca60e 0fad9ac 0faf9f1 0f965a5 
0fbecf8 0fcb49b 0fb4fb8 0fb669a 0f9722b 
0fb82be 0fcae1d 0fae461 0fb0eef 0f97009 
0fb8b0a 0fc9923 0faee25 0fb02b6 0f971eb 
0fbbc9c 0fca9a4 0fb1e72 0fb42aa 0f9810a 
0fb35cd 0fc8910 0fa9832 0fab969 0f978d7 
0fbaff9 0fc9084 0fb12e4 0fb2946 0f98348 
0fb4958 0fc890f 0faab27 0fad59f 0f97cf5 
0fb53a7 0fc71bb 0fab6f6 0facaa7 0f976fe 
0fb99a7 0fc85ae 0fafbaa 0fb1e57 0f98149 
0fb2a97 0fc6908 0fa8d7e 0faaae0 0f97a65 
0fbddcc 0fc7591 0fb414a 0fb524d 0f98d61 
0fba6f0 0fc8022 0fb0925 0fb2f11 0f98f3f 
0fbdf17 0fc84d2 0fb42e8 0fb52d3 0f9978b 
0fc3273 0fcae6a 0fb9504 0fbb5fb 0f9a70a 
0fbb788 0fca0a2 0fb1ae3 0fb3859 0f9a28c 
0fc6a58 0fcc38a 0fbce3b 0fbde51 0f9b48a 
0fc34dd 0fce91c 0fb977d 0fbbd19 0f9b7d9 
0fc5dcf 0fcf755 0fbc1bf 0fbd13b 0f9c3ff 
0fcb4e3 0fd22d5 0fc17c4 0fc3677 0f9ede7 
0fc559f 0fd160a 0fbb8ed 0fbd4c5 0fa0c0c 
0fce969 0fd3771 0fc4d4b 0fc5ecb 0fa4b0f 
