0fbda00 0fe9599 0fb5ca3 0fac1f3 0fb3000 
0fcb4cb 0fe8a8c 0fc3abc 0fb9eb2 0fbf9d1 
0fd03f4 0fe74bf 0fc8a6e 0fbebe6 0fc4d82 
0fc4ab9 0fe50a1 0fbda8a 0fb3141 0fba467 
0fc723b 0fe4990 0fbf4a6 0fb5bd5 0fbb4f4 
0fc1042 0fe500a 0fba068 0faf4b2 0fb6f2d 
0fb7d35 0fe5f8c 0fb050b 0fa646c 0facc96 
0fb8e39 0fe84e6 0fb167a 0fa7315 0fae16e 
0fa924c 0ff5b86 0fa2300 0f9740f 0f9f440 
0fa7619 0017a02 0f9fb99 0f95b97 0f9c0d1 
0f9d3f6 001c0ad 0f9692f 0f8b453 0f938f7 
0f906ed 0023074 0f89386 0f7ea60 0f85b76 
0f8e6bb 00263ab 0f87478 0f7c8c0 0f83f60 
0f7c60f 002e364 0f75d45 0f6a6a5 0f72e5c 
0f79261 00332c3 0f71ce7 0f6768a 0f6e250 
0f6eb4c 0038b7a 0f683c5 0f5cb1d 0f65691 
0f62b59 0040624 0f5bb3e 0f50ec4 0f58475 
0f62532 0043e07 0f5b558 0f50757 0f5800e 
0f52c9e 004bb88 0f4c55d 0f40d75 0f49477 
0f52614 0050382 0f4b0d2 0f40a81 0f47550 
0f4acd0 00551d7 0f4453e 0f38d02 0f4151a 
0f41940 005c0ba 0f3a872 0f2fd36 0f36f8a 
0f43d3b 005e9f6 0f3cc3e 0f32009 0f39499 
0f36ce9 00656eb 0f3039b 0f24ed1 0f2d12c 
0f38f7b 0068c87 0f316c0 0f274b6 0f2dad9 
0f34169 006c762 0f2d558 0f221f1 0f2a494 
0f2db12 0072147 0f26486 0f1bec1 0f22e11 
0f32dfe 00732d4 0f2b742 0f20f93 0f28316 
0f2930f 00786e1 0f2237f 0f1731a 0f1f45b 
0f2e533 007a2bf 0f2655e 0f1c8ee 0f231bc 
0f2c60f 007c282 0f2526a 0f1a5ba 0f22bb9 
0f28cc6 007ff79 0f20eec 0f17023 0f1e088 
0f308bd 007f52d 0f289ea 0f1eb38 0f25be2 
0f293b9 0082c74 0f21b95 0f1758b 0f1ed72 
0f30e9b 0082b88 0f28829 0f1f3b9 0f24c39 
0f31984 0082d8c 0f2a151 0f1f9ef 0f26ffb 
0f30ab7 0084c4f 0f28ae0 0f1ee8f 0f24fdd 
0f3b156 0082351 0f33305 0f2944f 0f2f929 
0f3633c 0083a90 0f2edc7 0f24521 0f2b688 
0f3ff2a 0081bf9 0f37b72 0f2e4c2 0f33782 
0f42600 00800bb 0f3afe7 0f307a7 0f372ed 
0f42db7 00804b4 0f3ad1e 0f3136b 0f366c8 
0f4e4af 007c489 0f4645d 0f3c96c 0f41e1e 
0f4a687 007c876 0f42fd4 0f38ab2 0f3eaf5 
0f553af 00794d3 0f4cd56 0f43bbf 0f48183 
0f5856a 00768ff 0f50b12 0f4698a 0f4ccb6 
0f5a04d 0075b4a 0f51ab0 0f48835 0f4d631 
0f672ac 007059a 0f5ebf4 0f5592d 0f5abc2 
0f6522c 006f1cc 0f5d20c 0f537a1 0f5972e 
0f71f5c 006a61a 0f6912a 0f60889 0f64bcc 
0f77874 0065df7 0f6f807 0f65d8e 0f6bf92 
0f7b985 006331d 0f72eb8 0f6a239 0f6ef23 
0f8abe6 005c1f4 0f82032 0f7936c 0f7e35a 
0f8add8 0059220 0f82acd 0f7948e 0f7f21a 
0f9a2a6 00528b8 0f911b8 0f88ced 0f8cd40 
0fa188e 004c600 0f99304 0f8febc 0f95cc0 
0fa7210 004816a 0f9e201 0f95be7 0f9a4c1 
0fb7ac4 003f780 0fae994 0fa6382 0fab1e4 
0fb8616 003a20f 0fafbcb 0fa6d83 0facb04 
0fd11c8 0fe5299 0fbdeb4 0fb62e0 0fba632 
0fd342a 0fc8c74 0fc525a 0fbc3c0 0fc2582 
0fd463f 0fc8563 0fc8aa6 0fc08c5 0fc55e3 
0004db1 0fc935d 0fd6c07 0fce66a 0fd398b 
0fdd590 0fc89f0 0fd4aa5 0fcbace 0fd1d1b 
0ff696d 0fc8abd 0fdf46b 0fd7291 0fdbc73 
0fec553 0fc9191 0fe1d6b 0fd87bd 0fdf4c0 
0fe9596 0fc95e9 0fe0bbd 0fd8035 0fdd83c 
0ff203f 0fca8a5 0fe9890 0fe085f 0fe68db 
0fea54a 0fca992 0fe2715 0fd8c79 0fdfca9 
0ff0bcb 0fcbcb9 0fe8010 0fdf5e4 0fe4e70 
0fedf9e 0fcda6b 0fe61ee 0fdc53c 0fe3e9c 
0fe9a60 0fcec31 0fe1322 0fd82f6 0fde7a6 
0fefb42 0fce673 0fe780a 0fde1db 0fe4e39 
0fe5b1e 0fcd0f9 0fde048 0fd404b 0fdbb48 
0fea311 0fce57d 0fe1a8e 0fd8b17 0fde94e 
0fe63c4 0fce7ad 0fde8c0 0fd46e0 0fdc35c 
0fe0e11 0fcd404 0fd89c8 0fcf3c7 0fd5c9d 
0fe5b5a 0fcc8c6 0fdd8c8 0fd3f49 0fdb02e 
0fdad90 0fca639 0fd3506 0fc8f5a 0fd0f86 
0fdf345 0fc7cc7 0fd6a80 0fcd6c4 0fd3de2 
0fda883 0fc948f 0fd2960 0fc86a7 0fd0c64 
0fd41f4 0fcdd6c 0fcb4ec 0fc2389 0fc9840 
0fd8ea0 0fd0621 0fd0513 0fc6e9a 0fce2b8 
0fcd995 0fd465c 0fc5b59 0fbb921 0fc37e9 
0fd1669 0fd8814 0fc898a 0fbfa01 0fc5c91 
0fcc927 0fdf610 0fc4bde 0fba8f8 0fc2655 
0fc61b2 0fe811f 0fbd606 0fb4586 0fbaff1 
0fcaedd 0fecf76 0fc2c41 0fb922a 0fbfeff 
0fc04fd 0fee5c5 0fb8c66 0fae7c0 0fb613d 
0fc4b88 0fef98c 0fbc633 0fb3231 0fb9063 
0fc0d97 0fef27f 0fb99cc 0faf055 0fb6b25 
0fbbb7f 0fee040 0fb3e77 0faa217 0fb05f4 
0fc0e01 0fef271 0fb923c 0faf365 0fb5b37 
0fb687b 0ff090f 0faf53c 0fa4c88 0fac0e9 
0fbb0a8 0fee3d5 0fb33ec 0fa996b 0faf23e 
0fb749e 0feb55f 0fb078c 0fa5a3c 0fad2ed 
0fb2763 0fe789b 0fab0ab 0fa0fbd 0fa734a 
0fb7dee 0fe687f 0fb038d 0fa6377 0faccdf 
0fad40e 0febe80 0fa5ddd 0f9b74e 0fa2f7e 
0fb1657 0007dc6 0fa8e7a 0f9fb70 0fa5b12 
0fad35e 0017a8d 0fa5e0f 0f9b5f9 0fa32d6 
0fa8550 001acf0 0fa0934 0f96bae 0f9d202 
0fadce8 0019907 0fa6199 0f9c141 0fa2ba1 
0fa3a33 001d3f5 0f9c742 0f91df8 0f99493 
0fa8689 001d5d6 0fa061a 0f96d9a 0f9c756 
0fa4b15 001e6b7 0f9d5fa 0f92d41 0f9a500 
0f9ff8d 0021592 0f98003 0f8e550 0f947e8 
0fa59ef 00203dd 0f9da5b 0f93ef4 0f9a661 
0f9bbe9 0023afc 0f941cd 0f8a011 0f91582 
0fa1049 0023c6a 0f98883 0f8f7cd 0f950ee 
0f9e25c 002489b 0f96981 0f8c640 0f93c75 
0f9a842 002711a 0f925d0 0f88fc1 0f8eef4 
0fa15ea 0025741 0f994b1 0f8fbe1 0f95f8a 
0f990c6 0028268 0f91834 0f87580 0f8e4dc 
0fa002c 002743e 0f97b21 0f8e831 0f93e29 
0f9f28f 0026efb 0f97d14 0f8d66a 0f94a49 
0f9d3f7 00286c3 0f9555c 0f8bb6d 0f91755 
0fa58cf 0025d6d 0f9d978 0f93e9b 0f99f11 
0f9e75f 0027b63 0f96d40 0f8cbde 0f938f8 
0fa629e 002633c 0f9d90e 0f94ab6 0f99cfe 
0fa568c 0025907 0f9d951 0f93b3a 0f9ab3e 
0fa35c5 0026db6 0f9ada0 0f91ed7 0f978ce 
0fabcdf 002411d 0fa35cc 0f9a49c 0fa0288 
0fa5414 002591c 0f9d656 0f93b00 0f9a521 
0fadd0d 0023872 0fa53db 0f9c788 0fa17f6 
0fae455 0022287 0fa69a9 0f9ca0b 0fa3a3e 
0fade03 002292f 0fa5c2a 0f9c77e 0fa1fa8 
0fb7ab7 001ef39 0faf8a1 0fa613f 0fabef0 
0fb26a2 0018c26 0faadec 0fa0b03 0fa737f 
0fbbc4c 0fddaf9 0fb381b 0faa431 0faf1af 
0fbc629 0fd680a 0fb4ec5 0faa996 0fb16f5 
0fbb33e 0fd2e9c 0fb30f6 0fa9a6b 0faf2d3 
0fc3355 0fd64d4 0fbad4a 0fb193f 0fb7a5d 
0fbb14c 0fdbfb4 0fb3212 0fa96d4 0fb03f5 
0fc1dd8 0fe1d33 0fb8ff7 0fb0753 0fb5bac 
0fc049c 0ff1362 0fb8098 0fae8f8 0fb5be6 
0fbddbe 0012057 0fb5456 0fac624 0fb1f34 
0fc6e43 0fe63ac 0fbeca4 0fb561a 0fbb26a 
0fc01b8 0fe2d36 0fb853f 0fae85a 0fb51f5 
0fc7f91 0fe287b 0fbf540 0fb69df 0fbb9e0 
0fc6f7a 0fe47be 0fbedac 0fb5619 0fbc4c4 
0fc45e9 0fe90bc 0fbbd12 0fb31ac 0fb8463 
0fccc9c 0feaee7 0fc4416 0fbb79b 0fc12c9 
0fc595b 0febd8c 0fbdac2 0fb4441 0fba8a3 
0fcdc47 0feaf0b 0fc5265 0fbca81 0fc1539 
0fcd4af 0feb50a 0fc589f 0fbbedb 0fc22da 
0fcbabd 0fe90f4 0fc34c3 0fba814 0fbfb30 
0fd4a80 0fe6b27 0fcc59e 0fc34d4 0fc8e74 
0fcd865 0fe53bd 0fc59c2 0fbc0b5 0fc2457 
0fd5093 0fe5b3b 0fcc46b 0fc3bc2 0fc860f 
0fd3e1d 0fe6e6b 0fcc21d 0fc2531 0fc8e83 
0fd125b 0fea312 0fc8c16 0fbfe3b 0fc511f 
0fd877f 0ff0904 0fd04db 0fc7499 0fccea4 
0fd0602 0ff530c 0fc8d0f 0fbf3f9 0fc5b26 
0fd7925 0ff9166 0fcf1f0 0fc6b3a 0fcb7c7 
0fd6930 0ffb40b 0fcee7d 0fc561c 0fcc1fa 
0fd47f3 0ffc760 0fcc13b 0fc371b 0fc8ceb 
0fdce8e 0ffcd21 0fd4a95 0fcbbc3 0fd1875 
0fd56f3 0ffc1ef 0fcdc67 0fc42b5 0fcabca 
0fdcbb0 0ffb759 0fd466b 0fcbae0 0fd0902 
0fdb277 0ffa58e 0fd3d69 0fc9db5 0fd0aa3 
0fd80fc 0ff8baf 0fd0264 0fc6ffb 0fcc77b 
0fdf517 0ff8280 0fd7775 0fce245 0fd407b 
0fd66cf 0ff72be 0fcf128 0fc52f0 0fcbef0 
0fdc365 0ff771c 0fd40c7 0fcb30b 0fd048c 
0fd938b 0ff72b5 0fd1fe7 0fc7e92 0fcef5d 
0fd4b50 0ff649b 0fcce0c 0fc399a 0fc948e 
0fda821 0ff61c8 0fd2bee 0fc949e 0fcf55a 
0fd0475 0ff49ea 0fc8fa4 0fbef10 0fc5d70 
0fd4b0e 0ff4591 0fcc87c 0fc38db 0fc8cdc 
0fd034a 0ff45a0 0fc8f09 0fbec65 0fc5fbd 
0fc9d55 0ff3fdb 0fc211d 0fb8a39 0fbe809 
0fcd994 0ff4d08 0fc5f13 0fbc4d9 0fc2892 
0fc0d11 0ff4fc9 0fb9ae0 0faf6fd 0fb6990 
0fc25b8 0ff66e2 0fba72c 0fb1309 0fb6b85 
0fbb27b 0007da9 0fb42e4 0fa9a39 0fb12d4 
0fb1c0a 000f6f7 0faa446 0fa075f 0fa6bb0 
0fb2755 0010930 0fab1c2 0fa10b8 0fa7c51 
0fa2ee7 0016aa1 0f9c1d9 0f91679 0f9921c 
0fa20c5 0019af8 0f9a59a 0f90b72 0f96ea9 
0f99012 001dade 0f9241e 0f875ea 0f8f95f 
0f8e3c5 0023f3a 0f86ef9 0f7cd35 0f83d9e 
0f8e7ec 0026292 0f87400 0f7d003 0f84521 
0f7f2f0 002cfa2 0f7891f 0f6d9e4 0f759fd 
0f7f094 00307b3 0f77a85 0f6db9c 0f73ee1 
0f775e2 0034989 0f70eb5 0f65c70 0f6de32 
0f6e42c 003ac49 0f67158 0f5cde0 0f63e29 
0f708c7 003c9d9 0f697ca 0f5f03a 0f662dd 
0f6337f 0042fcb 0f5c961 0f51957 0f598aa 
0f64d61 0045ff2 0f5d544 0f536b8 0f59bc6 
0f5e7ea 0049b18 0f57c7d 0f4cd27 0f54ea8 
0f56b43 004f6c9 0f4f5ce 0f4547c 0f4c10a 
0f5a200 0050d4b 0f53063 0f48a20 0f4f9bf 
0f4e59f 0056889 0f47b79 0f3cce8 0f44956 
0f51375 0058f50 0f4986f 0f3fe11 0f461e3 
0f4c475 005c019 0f45786 0f3aa90 0f429b8 
0f45f96 0060f3e 0f3e927 0f34942 0f3b2a7 
0f4ad4e 0061948 0f437a4 0f39558 0f401c0 
0f40758 0066885 0f39a64 0f2ee16 0f3671c 
0f45134 006805f 0f3d729 0f33b68 0f39b60 
0f41890 006a359 0f3ab71 0f2fe91 0f37bbd 
0f3c72a 006e583 0f35019 0f2b0e6 0f3196d 
0f421b3 006e3f0 0f3aa39 0f309fa 0f3788a 
0f383dc 0072a89 0f313a5 0f26ade 0f2e772 
0f3d21e 0073a8a 0f3529b 0f2bc52 0f3211b 
0f3a4a5 00753f4 0f333af 0f28a2f 0f30b5c 
0f36087 0078ca1 0f2e4b5 0f249a1 0f2b5fd 
0f3c6d7 00781fa 0f34a24 0f2ae63 0f31e52 
0f33891 007bdb4 0f2c411 0f21edf 0f29a60 
0f39515 007c30c 0f31387 0f27f1b 0f2e06b 
0f373a1 007d27a 0f3013a 0f25a15 0f2d61f 
0f33767 0080190 0f2bc63 0f2220b 0f28965 
0f3ab44 007ec6a 0f33126 0f29431 0f2ff9f 
0f327bc 0081de7 0f2b3ed 0f20f15 0f2867c 
0f38d2b 0081a85 0f30a56 0f27796 0f2d52a 
0f3739a 0082202 0f2ff32 0f2594e 0f2d1c5 
0f3439f 00847f9 0f2c56f 0f22c98 0f29084 
0f3bcc7 0082b8d 0f33f76 0f2a413 0f30c43 
0f33d83 008572f 0f2c83c 0f2239e 0f297f1 
0f3a6ca 0084de2 0f32306 0f29032 0f2ec42 
0f3909e 0084efd 0f31b90 0f275ab 0f2edd7 
0f363e4 0086f3b 0f2e5b7 0f24cac 0f2b070 
0fad076 001ffc6 0fa48ac 0f9bab1 0fa0caf 
0fac19e 00197b5 0fa46a3 0f9a66c 0fa13c4 
0fa835c 0024d11 0fa01cd 0f96d91 0f9c7f5 
0faffaf 0013992 0fa7bc8 0f9e687 0fa43d0 
0fa7e4e 0021a65 0fa0474 0f964b2 0f9d06b 
0fade9b 0019060 0fa5623 0f9c7f6 0fa1a26 
0fad019 0010737 0fa550a 0f9b4a7 0fa21e4 
0fa9468 001f273 0fa112a 0f97ca6 0f9d741 
0fb0e95 00043c0 0fa8abb 0f9f529 0fa5258 
0fa8d90 0015adf 0fa12ff 0f9731f 0f9de9e 
0faec54 000a8d8 0fa6327 0f9d4e9 0fa26fe 
0fadaf1 0003599 0fa5ebf 0f9be3f 0fa2ba6 
0fa9e56 0014a35 0fa19e1 0f98553 0f9e004 
0fb17ec 0ffa68a 0fa9309 0f9fd71 0fa5acb 
0fa98e3 000cfe9 0fa1db9 0f97df6 0f9e968 
0faf809 000233f 0fa6ec4 0f9e0b8 0fa3268 
0fae89f 0ff9ea5 0fa6d3a 0f9cce6 0fa39f7 
0faac37 000a512 0fa285c 0f993ea 0f9ee5f 
0fb25ff 0fefd8f 0faa230 0fa0cc5 0fa69d1 
0faa5e7 0001bc4 0fa2abf 0f98adc 0f9f643 
0fb03bc 0ff6aa5 0fa7a93 0f9ec5a 0fa3e36 
0faf3d8 0fee265 0fa78ef 0f9d875 0fa456e 
0fab74e 0fff5b8 0fa338d 0f99f0a 0f9f9a7 
0fb3046 0fe5d6b 0faaca9 0fa1765 0fa7495 
0faaf9a 0ff89a7 0fa3490 0f994ce 0fa006f 
0fb0db7 0fef15d 0fa84ad 0f9f6a6 0fa48b1 
0fafdfa 0fe6ee3 0fa830e 0f9e2b4 0fa4fef 
0fac1e3 0ff820c 0fa3df3 0f9a99a 0fa0465 
0fb39b5 0fe13b9 0fab635 0fa212e 0fa7e6a 
0fab914 0ff3db8 0fa3dec 0f99e17 0fa09d7 
0fb171b 0fec380 0fa8df0 0f9ffee 0fa5233 
0fb0849 0fe44f4 0fa8df9 0f9ed6d 0fa5ab8 
0face08 0ff2214 0fa4a55 0f9b5b7 0fa10a0 
0fb46c8 0fdef78 0fac46c 0fa2f4e 0fa8c93 
0faca1a 0fe4bff 0fa4fad 0f9afc1 0fa1a7b 
0fb2abc 0fdefd2 0faa324 0fa1505 0fa66bb 
0fb1cf5 0fdde0a 0faa397 0fa0385 0fa705d 
0fae3b9 0fdf955 0fa6070 0f9cc34 0fa26a4 
0fb5fba 0fde2d4 0fadd36 0fa4879 0faa533 
0fae1b0 0fde08d 0fa6807 0f9c8de 0fa3397 
0fb43a7 0fde8f4 0fabc0f 0fa2eb0 0fa7fa1 
0fb3aab 0fde909 0fac1c7 0fa21ae 0fa8db0 
0fb034c 0fde1c2 0fa81c9 0f9edd8 0fa4736 
0fb868f 0fde822 0fb0481 0fa6fdf 0facb14 
0fb10ad 0fdd857 0fa97e8 0f9f895 0fa6211 
0fb7b93 0fdd68d 0faf48a 0fa6722 0fab6a0 
0fb7c36 0fdd288 0fb02d5 0fa6363 0facda9 
0fb5019 0fdcb97 0facd9d 0fa3aa2 0fa9200 
0fbde11 0fdd420 0fb5a7a 0fac767 0fb2084 
0fb7393 0fdc784 0faf8ce 0fa5ba4 0fac37d 
0fbeb34 0fdc876 0fb61ee 0fad6f1 0fb24ae 
0fbf876 0fdc7bb 0fb7d5e 0fadffc 0fb487e 
0fbd9d6 0fdbb7e 0fb5680 0fac4ef 0fb1a4e 
0fc77c1 0fdbdb4 0fbf360 0fb6172 0fbb857 
0fc1e3f 0fda96a 0fba32d 0fb0652 0fb69a9 
0fcac13 0fd8179 0fc2422 0fb97e7 0fbdfee 
0fcce1b 0fd681d 0fc523a 0fbb596 0fc1835 
0fcc37a 0fd5388 0fc3e49 0fbae61 0fbfdd3 
0fd738e 0fd5306 0fced1b 0fc5d3e 0fcaf05 
0fd2e86 0fd4199 0fcb004 0fc162e 0fc7614 
0fdcd25 0fd381f 0fd3fa5 0fcb7fd 0fcfdae 
0fe002d 0fd233e 0fd81cd 0fce776 0fd47e4 
0fe09bb 0fd0ff3 0fd8158 0fcf4e5 0fd4287 
0feca54 0fd1ed2 0fe40f5 0fdb446 0fe047d 
0fe9709 0fd0871 0fe16f8 0fd7fb5 0fdddb3 
0ff44ae 0fd0a1c 0feb44c 0fe3014 0fe743b 
0ff81b9 0fd0c6a 0fefe88 0fe67f2 0fec6a8 
0ff9817 0fcf8a3 0ff0eb3 0fe83c1 0fecf25 
0fffc70 0fcf0b7 0ffd607 0ff4995 0ff9ba7 
0fffc7e 0fcf259 0ffab9b 0ff14b7 0ff73e1 
0fffc7f 0fd0625 0fff946 0ffbea2 0ffe8ae 
0fffc7f 0fd14cc 0fffd0a 0ffeb4a 0fffb99 
0fffc7e 0fd2939 0fffd0a 0ffe818 0fffb95 
0fffc7b 0fd4cf8 0fffd11 0fffc9b 0fffb97 
0fffc81 0fd6cce 0fffd11 0fffc98 0fffb9a 
0fffc7f 0fd9881 0fffd12 0fffc9b 0fffb99 
0fffc7e 0fdce44 0fffd11 0fffc9b 0fffb99 
0fffc7f 0fdef77 0fffd10 0fffc99 0fffb97 
0fffc81 0fe3498 0fffd11 0fffc9d 0fffb98 
0fffc80 0fe678c 0fffd11 0fffc9b 0fffb97 
0fffc82 0feaad8 0fffd10 0fffc9a 0fffb98 
0fffc80 0fef57e 0fffd10 0fffc9a 0fffb95 
0fffc82 0ff30f1 0fffd10 0fffc99 0fffb97 
0fffc85 0ff7094 0fffd10 0fffc99 0fffb95 
0fffc83 0ff8c02 0fffd11 0fffc9b 0fffb97 
0fffc84 0ffb243 0fffd10 0fffc99 0fffb95 
0fffc87 0ffdf60 0fffd06 0ffd718 0fffb27 
0fffc8c 0fff87f 0fffb9a 0ff65fe 0ffd713 
0fffc8b 0fffcf1 0fffbcc 0ff8f64 0fff566 
0ffd171 0fffcf2 0ff6cae 0febc2b 0ff3fc6 
0ffe966 0fffcee 0ff74ae 0fed445 0ff3d9a 
0ff8ce7 0fffcef 0ff2217 0fe6fd1 0fef279 
0ff0006 0fffced 0fe8cee 0fde89d 0fe5562 
0ff2f03 0fffcf0 0feba32 0fe1651 0fe832b 
0fe5e52 0fffced 0fdefbb 0fd44ce 0fdbc63 
0fe7ccc 0fffcf0 0fe0270 0fd676c 0fdc840 
0fe325b 0fffcf0 0fdc714 0fd18df 0fd9530 
0fdbeb7 0fffced 0fd4af8 0fca988 0fd1293 
0fe068c 0fffcef 0fd926a 0fcf11d 0fd5d3e 
0fd5499 0fffced 0fced6f 0fc3dd9 0fcb3d6 
0fd87a9 0fffcef 0fd1301 0fc7489 0fccb0f 
0fd4494 0fffced 0fcda98 0fc2dd2 0fca2e1 
0fcd3f7 0fffcee 0fc60e7 0fbc183 0fc2696 
0fd2844 0fffced 0fcb581 0fc146c 0fc7db0 
0fc8025 0fffcec 0fc17a0 0fb6b72 0fbe485 
0fcb6f5 0fffcef 0fc4095 0fba68e 0fc043b 
0fc75a9 00000e7 0fc0ec2 0fb611b 0fbd967 
0fc0dfb 0002c02 0fb9f31 0fafa5e 0fb5c63 
0fc5dfe 000213a 0fbed0e 0fb481e 0fbac1f 
0fbaa4e 000632c 0fb411b 0fa9277 0fb06b5 
0fbdfef 0007209 0fb6970 0facb73 0fb25ce 
0fbb2a6 0008434 0fb49f9 0fa9956 0fb0ffd 
0fb5c00 000b954 0faeb0d 0fa45ce 0faaa04 
0fbba78 000a999 0fb480f 0faa33a 0fb0aa6 
0fb15b2 000e371 0faa8f1 0f9fc85 0fa7346 
0fb5266 000ecf3 0fad53d 0fa3d1a 0fa9a05 
0fb219c 000fccc 0fab0c5 0fa07e4 0fa805e 
0facae6 001309f 0fa5292 0f9b47e 0fa1821 
0fb3094 0011ec7 0faba32 0fa18ee 0fa7b9f 
0fa9b74 0015354 0fa2c33 0f981fc 0f9f3e8 
0fae476 001578b 0fa65b4 0f9cea0 0fa2657 
0fac1b3 00160ea 0fa4f30 0f9a756 0fa1ae7 
0fa7594 0018e24 0f9f852 0f95eb3 0f9c018 
0fae7e0 0017486 0fa6860 0f9d02e 0fa3549 
0fa6414 001a030 0f9ed56 0f94acf 0f9be42 
0fac60e 00198e5 0fa4241 0f9b0a7 0fa0725 
0fac44c 0019302 0fa5199 0f9ab32 0fa1a2f 
0fa99ce 001afd1 0fa1d2d 0f98418 0f9e239 
0fb2d65 00184c8 0fab144 0fa16c9 0fa74aa 
0fac519 001a00d 0fa5028 0f9acd6 0fa17e0 
0fb400e 00188b5 0fabcb9 0fa2bc4 0fa7bad 
0fb54d5 001734d 0fadf1f 0fa3c47 0faa5b7 
0fb391a 00182ca 0fab8f3 0fa2415 0fa79fd 
0fbd2b5 0014dd5 0fb4ffc 0fabcae 0fb132d 
0fb6f80 0015fb7 0faf3b3 0fa57f7 0fabb6c 
0fbecbe 0014043 0fb6242 0fad933 0fb21c9 
0fbff0b 001261e 0fb8103 0fae78d 0fb4c53 
0fbe1d1 0013192 0fb5d05 0face2a 0fb211f 
0fc7f74 000f75f 0fbf887 0fb6b04 0fbbf8c 
0fc1ca1 0010575 0fb9f05 0fb0719 0fb6957 
0fc93b9 000e435 0fc0570 0fb8262 0fbcc97 
0fc9b73 000ca33 0fc1ca4 0fb867c 0fbef48 
0fc76a4 000d65c 0fbf176 0fb654d 0fbbbf1 
0fd0eaa 0009bae 0fc8953 0fbfb70 0fc5452 
0fca895 000a9d3 0fc2ef2 0fb9447 0fbf944 
0fd236b 0ffba8a 0fc98b6 0fc1209 0fc5fc2 
0fd3245 0ff473b 0fcb7ab 0fc1d0e 0fc82f3 
0fd0fdd 0ff1301 0fc8db1 0fbfe80 0fc5034 
0fda4c6 0ff0141 0fd22da 0fc930d 0fce634 
0fd3c7e 0feeb75 0fcc3d0 0fc29b1 0fc8b7e 
0fdb32a 0feea68 0fd2c46 0fca494 0fce9fa 
0fdbe9b 0fef8ac 0fd454a 0fcab96 0fd0b65 
0fd992e 0feff76 0fd1942 0fc8936 0fcd39b 
0fe31cc 0ff0f1e 0fdb229 0fd203c 0fd6c47 
0fdc8b5 0ff0789 0fd519f 0fcb5ed 0fd120b 
0fe39b9 0ff1b31 0fdb33a 0fd2adb 0fd6aa7 
0fe407e 0ff24b3 0fdc933 0fd2d07 0fd8e96 
0fe161a 0ff0eb9 0fd97a5 0fd04fe 0fd55c6 
0fea796 0ff0440 0fe2950 0fd9482 0fde76c 
0fe3a73 0fee70e 0fdc5a7 0fd24ff 0fd8475 
0fea33e 0ff0522 0fe22ff 0fd9044 0fdd1f4 
0feae38 0fed58b 0fe3df0 0fd9552 0fdef03 
0fe6f15 0fee939 0fdeeea 0fd5944 0fda958 
0fee0fc 0ff3697 0fe5eef 0fdc99b 0fe1f83 
0fe4344 0ff964f 0fdc712 0fd2c63 0fd9c1e 
0fe8e6c 0ffadb3 0fe0cef 0fd7d42 0fdcca7 
0fe6976 0ffb572 0fdf2b8 0fd548f 0fdc33f 
0fe0464 0ffcdcc 0fd87b8 0fcf28d 0fd49f4 
0fe57c9 0ffea41 0fddd87 0fd44fd 0fd9999 
0fd9fec 0ffe6a0 0fd2f19 0fc8a4d 0fcf2a8 
0fdbd07 0ffca9f 0fd422d 0fcaad4 0fcfc96 
0fd61b6 0ff9c26 0fcf767 0fc4a3e 0fcbde2 
0fcb850 0ff3fdd 0fc52d5 0fba34c 0fc0166 
0fcb4ef 0fef32a 0fc4895 0fb9d3b 0fc04d3 
0fb8731 0fedaa7 0fb23f4 0fa6c6c 0fae7dd 
0fb1ea9 0fedaa8 0faab65 0fa06d3 0fa6d34 
0fa48d5 0ffe691 0f9e550 0f92b05 0f9adeb 
0f92fbc 001a776 0f8c5b3 0f814fb 0f88a38 
0f8e05c 001f78a 0f875bb 0f7c40b 0f83da4 
0f79a3b 002915b 0f73a58 0f67bd7 0f705f5 
0f73b72 002fd2f 0f6cc57 0f6208e 0f68e84 
0f68ba2 00368ed 0f62975 0f56c1d 0f5f2ba 
0f5ada4 003fb0e 0f54381 0f49188 0f50445 
0f5a280 00441b3 0f53496 0f48548 0f4f904 
0f4a8c3 004c9f5 0f4442b 0f38985 0f40b8c 
0f49780 0052028 0f423a0 0f37bb7 0f3e2cd 
0f43668 005701b 0f3cdf6 0f31623 0f397c2 
0f3a29e 005e4b4 0f33100 0f28540 0f2f62e 
0f3e021 0060c35 0f36c08 0f2c17d 0f32ec8 
0f32b29 006736c 0f2bc34 0f20a49 0f287f9 
0f35c48 006a6aa 0f2deb5 0f23ee6 0f2a2f6 
0f33851 006d545 0f2c768 0f2167e 0f295d5 
0f2dd1f 00727d4 0f262e3 0f1be8b 0f22c51 
0f34b58 0072f25 0f2cc26 0f22b8a 0f298f2 
0f2c799 0077600 0f251c4 0f1a645 0f22071 
0f3247b 0078946 0f2a07b 0f20743 0f2645d 
0f327df 0079818 0f2afc2 0f20674 0f27c01 
0f2f50d 007cb6e 0f275e2 0f1d7b8 0f239e7 
0f38d56 007b21a 0f30c7a 0f26ff1 0f2cef9 
0f32c44 007da22 0f2b3fb 0f20da7 0f27c23 
0f3a75c 007d0f6 0f32336 0f28d10 0f2de08 
0f3cb27 007c464 0f3544d 0f2ad27 0f318be 
0f3b492 007dc10 0f33603 0f29a26 0f2f369 
