0fa4545 0fc479d 0f97ceb 0f9a7c8 0ff6a14 
0fb894c 0fca3d9 0faca29 0fad46f 0fad847 
0fa9aee 0fcd018 0f9da28 0fa17f7 0faa29d 
0faf716 0fcf804 0fa38ce 0fa3a16 0fa81ce 
0fb48ac 0fd0d99 0fa87f4 0fab93d 0fa73ae 
0fa6e2b 0fcdfbd 0f9ae7b 0f9ccdb 0fa6223 
0fb89ac 0fce131 0faca4e 0fad3fa 0fa74df 
0faa7cd 0fcd4ec 0f9e6d8 0fa211f 0fa6d60 
0fb0eba 0fcda8b 0fa504b 0fa4c7f 0fa74a8 
0fb68b3 0fcf97b 0faa93e 0fad4e3 0fa823a 
0fa9300 0fcdbc7 0f9d624 0f9f152 0fa81e3 
0fbb5af 0fcdc8c 0faf91a 0fb00e9 0faa86a 
0fad8c5 0fcbb19 0fa1a77 0fa54c3 0fabb98 
0fb3eac 0fca2ab 0fa82ae 0fa812f 0fad85f 
0fb9926 0fca834 0fada97 0fb08b0 0faf7cd 
0fabf2e 0fc838b 0fa01d1 0fa1f01 0fafcd2 
0fbdc7a 0fc90b6 0fb1f51 0fb2768 0fb1d2c 
0faf8b8 0fc8e5f 0fa3993 0fa7353 0fb1dda 
0fb5233 0fca20f 0fa9582 0fa92e5 0fb24a7 
0fba509 0fcdd04 0fae622 0fb123b 0fb2a8b 
0fac181 0fd008e 0fa0401 0fa1f0e 0fb1225 
0fbd79b 0fd5b80 0fb1a7b 0fb20a7 0fb122e 
0faf072 0fe445d 0fa30f2 0fa6930 0faea6a 
0fb4149 0021183 0fa84e1 0fa806a 0fac001 
0fb8ed3 001fe50 0fad0ba 0fafaa7 0fa7fc2 
0faaae7 00239fe 0f9ee37 0fa0949 0fa0fb8 
0fbc909 00201e6 0fb0cd4 0fb1195 0f9f4cc 
0faebe6 00216ef 0fa2e10 0fa6600 0fa34d5 
0fb494e 0021dc4 0fa8dfe 0fa89eb 0fab1d6 
0fba8f5 001ee18 0faebbd 0fb1606 0fb1618 
0faca37 00226db 0fa0e37 0fa28b6 0fb365c 
0fbe9e8 001eeff 0fb2e6f 0fb3328 0fb49b2 
0fb10a8 0020374 0fa5392 0fa8b09 0fb2a95 
0fb6b12 0020c93 0fab0a6 0faab6c 0fb15c6 
0fbc92a 001db9f 0fb0c7c 0fb35c3 0fb1274 
0fae808 00213eb 0fa2ca1 0fa4779 0faf022 
0fc04fd 001dc25 0fb4a29 0fb4de5 0fb0014 
0fb2731 001f0ce 0fa6a53 0faa13f 0faecf6 
0fb7761 001fc91 0fabd03 0fab701 0faefca 
0fbcd5e 001ce67 0fb10b6 0fb3894 0fafba6 
0fadeb8 00209bc 0fa231e 0fa3eef 0fadb07 
0fbf056 001d785 0fb3553 0fb3b88 0faffd0 
0fb0b2f 001f184 0fa4e70 0fa88b7 0fb0855 
0fb5287 0020202 0fa9841 0fa96bd 0fb1b7d 
0fba68f 001d851 0faea3e 0fb1609 0fb2cff 
0fab455 0021825 0f9f940 0fa17c7 0fb2425 
0fbb4fb 001ecf8 0fafa39 0fb0224 0fb3408 
0fac7f3 0020ccc 0fa0b5a 0fa4650 0fb2cb1 
0fafc03 00224e2 0fa41e3 0fa4167 0fb33d1 
0fb3e66 0020580 0fa8242 0faaec2 0fb4419 
0fa3c7f 0024d6d 0f98162 0f9a030 0fb43d0 
0fb3347 0022ad4 0fa789e 0fa7f20 0fb5afd 
0fa4dbf 0024ece 0f9911b 0f9ca45 0fb514f 
0fa8f07 00267c1 0f9d4f5 0f9d1f6 0fb55c8 
0faea1b 002431b 0fa2dc3 0fa5720 0fb6d16 
0f9fa0f 0028742 0f93e63 0f95c6d 0fb6ea3 
0fb01d5 0025e3b 0fa46d1 0fa4abf 0fb7e3f 
0fa2203 0027d7e 0f96537 0f99d3d 0fb5c5d 
0fa69b1 0029365 0f9afb0 0f9aa58 0fb44fe 
0facfeb 001f7be 0fa1239 0fa3c8e 0fb4255 
0f9dd59 000e0fc 0f91fc9 0f9413a 0fb576a 
0faed98 0fd4ca7 0fa3282 0fa39b4 0fb99be 
0fa18f1 0fcffd7 0f95c9a 0f996ae 0fbb1f1 
0fa5957 0fced2d 0f99f5e 0f99b92 0fbce3a 
0fab4b3 0fd092c 0f9f857 0fa206b 0fbef60 
0f9b561 0fd1442 0f8f8ec 0f91663 0fbfd92 
0fa9fe0 0fdad40 0f9e2d0 0f9e8c4 0fc0415 
0f9acac 0007990 0f8eceb 0f92972 0fbe299 
0f9ca1b 0020037 0f90cfd 0f90ebf 0fbde27 
0fa033a 001d8e2 0f943d2 0f9734e 0fc04de 
0f8e27c 0032f89 0f82672 0f84d42 0fc366f 
0f9ba82 0031b36 0f8fec6 0f90cdf 0fc9b9d 
0f8b93d 0034a0e 0f7fb12 0f83f30 0014966 
0f8ba0c 00379e0 0f7fdf5 0f80515 0038428 
0f8e64d 0036de7 0f826ec 0f8579f 0037830 
0f7baef 003d11a 0f6fc73 0f721de 003db8a 
0f89e24 003c650 0f7e035 0f7e8c8 003d098 
0f7a9cd 003fd97 0f6ea25 0f728d9 004080b 
0f7c4c2 0043095 0f707e4 0f70a6a 0043afd 
0f81955 0041ffe 0f75a52 0f78855 0042a67 
0f71bb8 0047673 0f65def 0f683b9 00480fe 
0f827a7 0045c7b 0f76ac4 0f77459 00466e6 
0f75dd6 0048055 0f69f55 0f6de5e 0048af3 
0f79d57 0049238 0f6e14e 0f6e365 004aa3e 
0f82205 002d26d 0f76144 0f78bb8 00482e3 
0f73f9b 003ea4d 0f680e3 0f6a175 004c620 
0f861f7 001e424 0f7a2b8 0f7a686 0049bb4 
0f7ab0a 001a7d7 0f6e9d2 0f723e7 004b121 
0f7f124 0012cc9 0f732a0 0f72fce 004c57c 
0f878cf 0fe67ee 0f7b868 0f7dec4 004943d 
0f799ba 0fe404d 0f6da99 0f6f97b 004cd91 
0f8bc1f 0fb77b8 0f7ffe2 0f80063 0049991 
0f812d4 0facd59 0f75583 0f78b07 004a2c0 
0f86944 0fa9ee0 0f7add9 0f7a6ca 004ab12 
0f9059a 0fab346 0f84854 0f86b97 0046c65 
0f835e4 0faa03d 0f77a49 0f798c1 0049986 
0f9720f 0faa1e0 0f8b74e 0f8b89d 0044f5d 
0f8dc09 0fa6d15 0f81f51 0f85634 00414eb 
0f93d1d 0fa44dd 0f882df 0f87c0c 002de95 
0f9e831 0fa58e2 0f92c6f 0f94e6e 0fd542d 
0f92448 0fa53c1 0f869b1 0f884ff 0fc4c75 
0fa6462 0fa9aa2 0f9aa2f 0f9a6de 0fb5e91 
0f9c6d6 0fae650 0f90a80 0f93ef4 0fb1d1c 
0fa0edc 0fb0adf 0f9553e 0f95119 0fb03d8 
0faa018 0fb2c55 0f9e45c 0fa0900 0faf71b 
0f9b554 0fb2e3f 0f8fa4d 0f918cf 0fad066 
0fad15a 0fb5ebd 0fa16af 0fa16ac 0facea1 
0fa1b24 0fb7ba6 0f95e3d 0f9968d 0fab4a2 
0fa4b79 0fba251 0f990de 0f98e6f 0fa95ee 
0fad12b 0fbe5d8 0fa142c 0fa39dc 0fa75a9 
0f9dde8 0fc0780 0f921b8 0f94178 0fa2c2e 
0faf4a3 0fc6160 0fa38e9 0fa3868 0f9fb20 
0fa3d44 0fc75bb 0f97f80 0f9b77e 0f9db6d 
0fa70cf 0fc42f6 0f9b5ef 0f9b3b3 0f9fded 
0fb0436 0fc1094 0fa476e 0fa6e4c 0fa48bb 
0fa15cc 0fbbf02 0f95a49 0f97dbf 0fa6bca 
0fb2fb8 0fbb2f0 0fa7536 0fa78de 0fa9d9e 
0fa73ff 0fbb164 0f9b7ca 0f9f3c0 0faa2cf 
0fa940a 0fbbc31 0f9dac8 0f9da11 0faa209 
0fb153a 0fbf763 0fa5a13 0fa8027 0faa25a 
0fa0dff 0fc15e0 0f953c2 0f975fc 0fa748c 
0fb1876 0fc657f 0fa5ea8 0fa5ec4 0fa4186 
0fa5801 0fc81ab 0f99bab 0f9d715 0f9f4cf 
0fa7233 0fc812d 0f9b85f 0f9b9a1 0f9b681 
0faf80a 0fc7002 0fa3c34 0fa6549 0f9c404 
0f9ed1c 0fc1eef 0f93213 0f95989 0f9e7f4 
0faf3d3 0fc11a9 0fa3978 0fa3fa9 0fa26f1 
0fa3426 0fbe6c9 0f97798 0f9b527 0fa593d 
0fa5288 0fbce97 0f99834 0f997a1 0fa7a9a 
0faee07 0fbe000 0fa3182 0fa560e 0fa8d0b 
0f9efcf 0fbe680 0f93420 0f956fe 0fa7dc6 
0fb033a 0fc4db8 0fa48d6 0fa49de 0fa6baa 
0fa4daa 0fd8c7f 0f99043 0f9cb00 0fa154a 
0fa68e2 002de17 0f9aea4 0f9acf9 0f9a240 
0fafbb4 002cbbc 0fa403e 0fa64d5 0f98bc2 
0f9f15a 002fb69 0f9367c 0f95c3a 0f99c5b 
0fafd76 0ff9476 0fa40c7 0fa4599 0fa00aa 
0fa3d22 0fe03d8 0f97eaa 0f9bf15 0fa3ce9 
0fa4600 0fd32c2 0f98b1c 0f99071 0fa82f0 
0fad282 0fc9f42 0fa173b 0fa41a8 0face72 
0f9c5ba 0fc5ab1 0f90b1a 0f932e6 0fae8ea 
0fad7c1 0fc3426 0fa1d5a 0fa1fae 0fb084d 
0fa2026 0fc07fa 0f963b5 0f9a0c8 0fb06de 
0fa2736 0fbec31 0f96d92 0f970ad 0fb1005 
0fab4cd 0fbf732 0f9f8b2 0fa2077 0fb304a 
0f9a92e 0fbcd5d 0f8ed9d 0f91491 0fb2863 
0fabaa1 0fbc0a6 0f9ffd3 0fa025d 0fb3450 
0fa10ce 0fb99a7 0f953b2 0f991c1 0fb2905 
0fa1d10 0fb8b62 0f9629d 0f9653b 0fb1be3 
0fab484 0fba1f6 0f9f7fb 0fa1de7 0fb27cb 
0f9a5ce 0fb6519 0f8e963 0f91430 0fb432e 
0faabc6 0fb4efd 0f9f009 0f9f772 0fb84af 
0f9fc0a 0fb2209 0f93dea 0f97f5e 0fba3fa 
0fa0090 0faf6d0 0f94516 0f94c1a 0fbb74d 
0fa980e 0fafe8c 0f9da93 0fa0385 0fbd843 
0f98594 0fae6b4 0f8c8bc 0f8f299 0fbd767 
0fa8336 0fb0d46 0f9c777 0f9cd14 0fbf634 
0f9cb0c 0fb4090 0f90d87 0f94bcd 0fbebee 
0f9c0ca 0fb76dd 0f90615 0f90c1c 0fbd4ea 
0fa527e 0fbc562 0f995aa 0f9bd20 0fbcb6f 
0f93d41 0fbd7f8 0f880b8 0f8aa3a 0fbb0dd 
0fa3e57 0fbf4fa 0f982d3 0f98823 0fbd156 
0f996c8 0fbf138 0f8d8a8 0f91479 0fbdbf7 
0f99ee7 0fbef02 0f8e340 0f8e689 0fbd502 
0fa522c 0fc1385 0f994c2 0f9b91a 0fbc846 
0f95b0a 0fc1286 0f89e4d 0f8c671 0fb9c0c 
0fa79c6 0fc3867 0f9be05 0f9c1d2 0fb9b4e 
0f9e9eb 0fc35da 0f92be0 0f96793 0fba489 
0f9f576 0fc1d82 0f939ee 0f93f00 0fbca40 
0faa2be 0fc3d63 0f9e50f 0fa09a0 0fbf676 
0f99fcb 0fc4d2b 0f8e25e 0f90944 0fbf17a 
0faab94 0fcb5ca 0f9eeae 0f9f064 0fbf3b2 
0fa12fb 000873a 0f951a2 0f98b68 0fbdac8 
0fa1450 00333ef 0f95866 0f95bd1 0fbca85 
0facb51 0027961 0fa0bb5 0fa2eb7 0fbda8a 
0f9d1e7 00150b2 0f911e7 0f93980 0fbe2fe 
0faf1d0 0fcca87 0fa3524 0fa36b4 0fc0e03 
0fa71d9 0fc24f7 0f9b345 0f9ec91 0fc1312 
0fa839c 0fbc396 0f9c7ba 0f9caa4 0fc065c 
0fb3a3e 0fbf0c1 0fa7d13 0faa0c7 0fbe56e 
0fa26cd 0fcbabd 0f96a69 0f99382 0fb7658 
0fb28cc 002795d 0fa6cca 0fa6ca7 0fad762 
0fa949f 002be70 0f9d6ed 0fa1029 0faa527 
0fa9314 002d699 0f9d7b4 0f9d95d 0faa587 
0fb4871 0029921 0fa8b90 0faac8b 0faaf1e 
0fa4125 002cd2a 0f98486 0f9ab20 0fa9a69 
0fb5149 0029dae 0fa9604 0fa958a 0faa6f1 
0fac09b 00298d2 0fa02df 0fa3c9b 0fa981f 
0fabe3c 002afa4 0fa02d9 0fa0588 0fa9394 
0fb7b3e 0026dcb 0fabe28 0fade46 0fa9de6 
0fa74a8 0029f3f 0f9b820 0f9ddca 0fa9021 
0fb8822 0026df8 0facce8 0faca9e 0faa084 
0faf76b 0026830 0fa39da 0fa724b 0fa9ea5 
0faeef2 00280f4 0fa3400 0fa3522 0fa9f0b 
0fbab39 001fcc6 0faecf6 0fb0bb1 0faaff1 
0fa9fae 0026c72 0f9e2d6 0fa0824 0faa0c5 
0fbb3f5 000213d 0faf671 0faf3d8 0faae32 
0fb25be 0fec74a 0fa65fc 0fa9ec9 0faa4ba 
0fb1b9d 0fe59ff 0fa5ece 0fa60ea 0faa07a 
0fa711b 0fc2a00 0f9b5d9 0f9cf50 0fb230e 
0fb86d8 0fc3b15 0facb9e 0fad4c5 0fb390b 
0fa9924 0fc3707 0f9dc4e 0fa13b9 0fb2972 
0fb0105 0fc48a0 0fa46b6 0fa43c5 0fb1cae 
0fb4660 0fc7b9d 0fa89a4 0fab646 0fb0527 
0fa70c1 0fc8d96 0f9b59d 0f9cf09 0faccb4 
0fb876a 0fccb25 0facc58 0fad47d 0fab51b 
0fa9e72 0fcdc96 0f9e1c1 0fa1864 0fa8d6a 
0fb05e7 0fce753 0fa4bda 0fa4802 0fa8206 
0fb4fc6 0fcef9f 0fa9352 0fabf08 0fa8b21 
0fa7927 0fcc5e2 0f9be18 0f9d76e 0fa8696 
0fb9106 0fcc7ba 0fad615 0fadded 0faa421 
0faaaa6 0fcaea1 0f9ee14 0fa2520 0fa9f92 
0fb0fe9 0fc9d35 0fa55e5 0fa527f 0faa637 
0fb5b42 0fca7ab 0fa9ed6 0faca58 0faab64 
0fa8363 0fc94f3 0f9c864 0f9e18c 0fa8f9c 
0fb9d2e 0fcafc3 0fae000 0fae6ed 0fa8f9c 
0fab786 0fca610 0f9f83e 0fa2e80 0fa74db 
0fb1ad9 0fc9cca 0fa5e1a 0fa59da 0fa6e4b 
0fb6805 0fca5bc 0faa8bd 0fad399 0fa7133 
0fa8c77 0fc8834 0f9cea7 0f9e7e8 0fa5f85 
0fba2a5 0fc95b7 0fae4f5 0faebb2 0fa75df 
0fabb81 0fc8173 0f9fc27 0fa32d7 0fa73d2 
0fb192b 0fc74c9 0fa5c6e 0fa58d5 0fa822d 
0fb6549 0fc8078 0faa622 0fad154 0fa9358 
0fa86eb 0fc65f3 0f9c8fa 0f9e33b 0fa8fcb 
0fb9b0b 0fc7e94 0fadd6f 0fae456 0faa51b 
0fab441 0fc7b77 0f9f4f4 0fa2be7 0fa9923 
0fb0f97 0fc8002 0fa52e9 0fa4f3e 0fa9817 
0fb5f54 0fc9998 0faa050 0facaf0 0fa9947 
0fa7fa4 0fc8764 0f9c1eb 0f9dc1b 0fa84f8 
0fb966b 0fc9d2b 0fad8d2 0fadf64 0fa9343 
0fab266 0fc8621 0f9f321 0fa2a35 0fa8b7f 
0fb0df0 0fc7127 0fa513d 0fa4dc3 0fa9819 
0fb61d9 0fc7473 0faa2dc 0facd5e 0faa79d 
0fa8155 0fc52a1 0f9c3a8 0f9de58 0fa9f5f 
0fb97eb 0fc631a 0fada75 0fae0ff 0fab4ae 
0fab522 0fc57d7 0f9f5d4 0fa2d60 0faaad8 
0fb0aa0 0fc52bf 0fa4dff 0fa4b05 0faaea3 
0fb5f8f 0fc694a 0faa095 0facb0d 0fab42a 
0fa7cef 0fc591a 0f9bf25 0f9da34 0faa000 
0fb92ef 0fc7475 0fad5a1 0fadbda 0faaaf0 
0fab361 0fc69f2 0f9f461 0fa2bc7 0faa006 
0fb0990 0fc582f 0fa4d02 0fa49cf 0faaafb 
0fb6386 0fc5a37 0faa4a2 0face6a 0fabd37 
0fa80c2 0fc45e4 0f9c2bf 0f9dd22 0faae1d 
0fb9821 0fc7bbb 0fada49 0fade89 0faa461 
0fab953 0fca862 0f9f9c1 0fa3009 0fa6b83 
0fb0d2a 0fce570 0fa5051 0fa4c1a 0fa2f71 
0fb6c1e 0fd4015 0faac94 0fad590 0f9efac 
0fa8638 0fdd763 0f9c715 0f9e26e 0f99c98 
0fb9ded 0fd755c 0fae0d8 0fae5dc 0f9aa10 
0fac1ae 0fd46a9 0fa02b6 0fa39fa 0f9b2d1 
0fb12f0 0fcffa7 0fa56a8 0fa532a 0f9e507 
0fb74e8 0fce521 0fab5fd 0fadf25 0fa0f38 
0fa8d52 0fcd15b 0f9cf4c 0f9eaa1 0f9f9c1 
0fba836 0fd165e 0faeac9 0faee8e 0f9e006 
0facf4d 0fd068c 0fa102c 0fa4720 0f9d18e 
0fb1fb4 0fcff57 0fa635a 0fa5f46 0f9d1f2 
0fb8937 0fd165c 0faca61 0faf39c 0f9db9f 
0fa9e66 0fd0517 0f9e0e8 0f9fd17 0f9cfa9 
0fbba41 0fd2345 0fafd58 0fb03b7 0f9e3f6 
0fadec9 0fd287e 0fa1fee 0fa5aa5 0f9da12 
0fb2af7 0fd35f6 0fa6eb4 0fa6d47 0f9de98 
0fb926e 0fd5c5c 0fad43a 0faff18 0f9f3c5 
0faa226 0fd51d3 0f9e514 0fa0258 0f9f5ca 
0fbc487 0fd762e 0fb07ac 0fb0bbb 0fa11ae 
0faeae4 0fd7fe0 0fa2bc1 0fa6437 0fa0278 
0fb3b07 0fd7aa2 0fa7e04 0fa797d 0fa15f4 
0fbae3b 0fd7a47 0faef72 0fb1811 0fa3678 
0faba1c 0fd5c78 0f9fc1b 0fa1a95 0fa33ee 
0fbe4a9 0fd6da2 0fb2740 0fb2b39 0fa4fee 
0fb0acf 0fd67df 0fa4b2d 0fa84fc 0fa4ff5 
0fb4ffc 0fd716f 0fa9309 0fa8f72 0fa5dd6 
0fbc530 0fda73f 0fb05da 0fb2e96 0fa7316 
0fac719 0ff73af 0fa067a 0fa239d 0fa68c9 
0fbf2b1 0ff1e59 0fb3300 0fb342b 0fa7147 
0fb13ab 000d4c9 0fa51f9 0fa8c80 0fa610b 
0fb52d6 0020d43 0fa95c2 0fa913e 0fa5d27 
0fbcc5f 00113c0 0fb0b8d 0fb3357 0fa642a 
0fac544 002291a 0fa0786 0fa2578 0fa505b 
0fbef53 001ec95 0fb3209 0fb33aa 0fa62fc 
0fb0d3f 00201f0 0fa4fe7 0fa8c64 0fa5ff4 
0fb48ce 00215c1 0fa8f1b 0fa8d67 0fa636b 
0fbc214 00122e9 0fb0406 0fb2e80 0fa73b2 
0fab4cc 00226ea 0f9f9c5 0fa1a2c 0fa679f 
0fbd8eb 001dc7b 0fb1dd7 0fb20f2 0fa76de 
0faf124 0020a1e 0fa3487 0fa70e3 0fa7aff 
0fb1ce9 0022b0b 0fa638a 0fa61c4 0fa8c3f 
0fb8ca5 001fc52 0fad111 0fafb99 0faa68f 
0fa7904 0024525 0f9be55 0f9df35 0faa25b 
0fb8fa5 0021981 0fad5a6 0fad8bc 0fab77f 
0faa7ac 002361d 0f9eb74 0fa26ac 0fabb7a 
0facf2f 002535e 0fa15cb 0fa147b 0fac788 
0fb399b 002293a 0fa7e20 0faa7a1 0fad0cc 
0fa2292 00274ff 0f967ed 0f98828 0fac0e8 
0fb32fe 0024d71 0fa7904 0fa7d52 0facc58 
0fa49da 0026c54 0f98db6 0f9ca95 0fac5f8 
0fa7494 002894b 0f9bb58 0f9ba0e 0fad8db 
0fadf44 002615e 0fa23c8 0fa4d4a 0faeed4 
0f9cac0 002ae8a 0f91065 0f93089 0faf4a0 
0fad5b0 0028871 0fa1c10 0fa1fe0 0fb0971 
0f9ec4e 002a960 0f930b5 0f96b87 0fb0905 
0fa1224 002b4a8 0f9590e 0f95708 0fb19a6 
0fa7f6a 0017901 0f9c213 0f9eb4d 0fb31fe 
0f96b10 002eaea 0f8b085 0f8d321 0fb299b 
0fa6dec 002c2e8 0f9b3c2 0f9bb4f 0fb3cae 
0f981f6 002eb15 0f8c5b1 0f90548 0fb4352 
0f99f9f 003143b 0f8e66f 0f8e926 0fb48b9 
0fa0462 002ea66 0f9476d 0f97355 0fb5a60 
0f8e1a1 0034853 0f82710 0f84c3f 0fb509a 
0f9d8af 0032c38 0f91ed5 0f927d3 0fb616e 
0f8df9c 0035744 0f82384 0f86537 0fb571d 
0f8e2dc 00386c9 0f8294a 0f82e86 0fb5b28 
0f938d6 0036e18 0f87d3b 0f8aab3 0fb6618 
0f809f4 003ca5e 0f74fe0 0f776ff 0fb5c82 
0f8f18d 003b885 0f83870 0f84147 0fb7d02 
0f7f41b 003ec0f 0f73897 0f77691 0fb831a 
0f7eed1 00426c9 0f73573 0f73460 0fc600d 
0f842c9 004171a 0f785cc 0f7ad39 0fbf2a2 
0f717cb 00478af 0f65b2a 0f67ee1 00073da 
0f81753 0046475 0f75b2f 0f7631f 00045a3 
0f7433a 0048d31 0f68525 0f6c2d1 001717d 
0f76651 0045979 0f6aa68 0f6add0 0032eca 
0f7e26e 0017309 0f721bb 0f74eff 000fbf3 
0f6d9b1 000f5cb 0f61a32 0f6416f 003073b 
0f7f325 0fd1d5a 0f73529 0f73c9c 0006071 
0f72b48 0fcb621 0f66b6f 0f6a923 0009956 
0f753e4 0fd04c1 0f696d8 0f698ba 0015824 
0f7e1ca 0fb016e 0f72401 0f74d01 0feffb6 
0f6eafc 0fca246 0f62d33 0f64f66 00117a5 
0f81357 0faeffb 0f7588d 0f7599b 0fec635 
0f76731 0fa902d 0f6ab5c 0f6e1b7 0fe14dd 
0f7a800 0fa8859 0f6ee84 0f6e92a 0fe1e78 
0f8559f 0fa6ab7 0f79b01 0f7bbd2 0faee49 
0f77bc7 0fa4832 0f6c1bd 0f6ddfc 0fbb95a 
0f8c572 0fa58b0 0f80c22 0f80667 0fa9622 
0f83a08 0fa585e 0f77e3b 0f7b07e 0fa7e14 
0f89881 0fa61c1 0f7df22 0f7d45d 0fa6e46 
0f96d57 0fa9311 0f8b181 0f8cd17 0fa637d 
0f8aa5f 0faa1d9 0f7ef37 0f808fe 0fa3a65 
0fa0b09 0fadb81 0f9508c 0f948ac 0fa2fc9 
0f98a47 0fb015c 0f8cd7c 0f9007e 0fa0ec5 
0f9de43 0fb2550 0f92467 0f91c00 0f9f6bf 
0faa695 0fb6190 0f9eaa3 0fa089f 0f9efd3 
0f9ce67 0fb5e2a 0f91339 0f92eca 0f9dccd 
0fb1abb 0fb7c0c 0fa604b 0fa59d3 0f9e942 
0fa8722 0fb9834 0f9ca67 0f9fedf 0f9c0be 
0facbb3 0fbacf3 0fa11ad 0fa08e4 0f9a2c2 
0fb9296 0fbdd79 0fad634 0faf3e2 0f995b3 
0faa93c 0fbddd9 0f9edcb 0fa0a5b 0f96a72 
0fbf31f 0fc0367 0fb38f6 0fb3119 0f95fd0 
0fb5887 0fbf6b2 0fa9c47 0fad1ee 0f95fc6 
0fb87ab 0fbbff5 0faceb8 0fac7b0 0f98ced 
0fc36e7 0fb8d66 0fb7c36 0fb9d11 0f9e1a7 
0fb2376 0fb2380 0fa69c6 0fa8b68 0fa19aa 
0fc43c8 0fb0528 0fb8ac6 0fb8733 0fa4ee9 
0fb7e84 0faf8e7 0fac2c4 0fafc75 0fa4e04 
0fb8797 0fb13b2 0face2e 0fac9ad 0fa4312 
0fc21c7 0fb5f33 0fb65c6 0fb884a 0fa48a8 
0fafe23 0fb6ce6 0fa42b7 0fa665b 0fa48b6 
0fc1cc0 0fb9488 0fb6236 0fb60a1 0fa6802 
0fb5d67 0fb9c3e 0faa08e 0fadcf5 0fa6e23 
0fb6b86 0fb97c3 0fab1c5 0faaf38 0fa6dbd 
0fc162f 0fbb702 0fb5a56 0fb7c66 0fa719d 
0faf789 0fbac98 0fa3ca4 0fa5f4a 0fa5b3f 
0fc1592 0fbdfdf 0fb5bb9 0fb57dd 0fa5c97 
0fb51a8 0fc024b 0fa9541 0fad0fd 0fa4fc8 
0fb4f98 0fc170b 0fa95d6 0fa9579 0fa5a9b 
0fbed29 0fc4602 0fb30e3 0fb5782 0fa7768 
0fabff1 0fc4159 0fa0455 0fa2cfd 0fa72e4 
0fbd1c2 0fc6ddf 0fb178f 0fb183e 0fa8383 
0fb067f 0fc9459 0fa4a5a 0fa87d2 0fa795b 
0fafc36 0fccbb8 0fa4391 0fa41f4 0fa5ce6 
0fb9bd8 0fd38c3 0fae150 0fb0273 0fa382a 
0fa7541 0ff2344 0f9b9e6 0f9dbd4 0f9eaf9 
0fb8ecb 001040d 0fad49d 0face3b 0f9c9a5 
0fad5d4 00191a2 0fa199f 0fa51e4 0f9c13e 
0fad786 0000f94 0fa1ddd 0fa1a67 0f9e335 
0fb828f 0fd4d20 0fac7f6 0faea81 0fa2d44 
0fa6576 0fcea17 0f9aaab 0f9d22e 0fa530e 
0fb88a7 0fcb0c3 0facebd 0faccfb 0fa82c4 
0fad84c 0fca73f 0fa1c2c 0fa5703 0fa6e28 
0fad46d 0fcccf5 0fa1afa 0fa17ab 0fa41f5 
0fb82ec 0fd1198 0fac79d 0fae7a1 0fa21d6 
0fa64ca 0fd0d46 0f9aa03 0f9ce7e 0f9f66b 
0fb7e08 0fd0f31 0fac446 0fac0db 0fa0e65 
0fad42c 0fcf4fc 0fa17c5 0fa5325 0fa1375 
0facff1 0fcb559 0fa1629 0fa1775 0fa2fbe 
0fb7d9f 0fc8b76 0fabefa 0fae2d8 0fa6376 
0fa64ea 0fc2d96 0f9a684 0f9ce45 0fa8327 
0fb72ad 0fc2018 0fab538 0fab43e 0faaebf 
0fabe87 0fc20b5 0f9feed 0fa38ce 0fab542 
0fab97f 0fc33f8 0f9fcb7 0f9f9e5 0fab103 
0fb681d 0fc8247 0faa971 0fac6ec 0faa131 
0fa574c 0fcacf0 0f9993a 0f9bc1c 0fa6587 
0fb7186 0fcf112 0fab4c8 0faafea 0fa4bd6 
0fad3ef 0fcfab1 0fa16f3 0fa4fff 0fa3a18 
0fad77d 0fce08d 0fa1d17 0fa1ce7 0fa32dc 
0fb9203 0fce616 0fad571 0faf735 0fa37ac 
0fa83d0 0fcc234 0f9c798 0f9ecee 0fa22e9 
0fba0c2 0fcc57b 0fae555 0fae13f 0fa3dce 
0fb04a4 0fcbba6 0fa468f 0fa7fc7 0fa45df 
0fb025d 0fcba6b 0fa46e4 0fa4498 0fa43d3 
0fbbb8c 0fced05 0fafe5a 0fb1c19 0fa44ae 
0faa57b 0fceec2 0f9e8df 0fa0cd0 0fa2867 
0fbb9e9 0fd1450 0fafeb0 0faf8b1 0fa2b79 
0fb1a8d 0fd261d 0fa5d35 0fa96fa 0fa1e27 
0fb1238 0fd26fe 0fa5758 0fa571d 0fa1c45 
0fbd010 0fd4197 0fb137c 0fb335e 0fa2ec7 
0fab857 0fd316b 0f9fb64 0fa2186 0fa2568 
0fbd093 0fd4bdc 0fb1599 0fb0f78 0fa38ee 
0fb2d21 0fd5f45 0fa6fa0 0faa84c 0fa35a7 
0fb17a8 0fd792f 0fa5cdc 0fa58fa 0fa314c 
0fbcfd1 0fe1677 0fb127c 0fb2f56 0fa2688 
0faa121 00218ac 0f9e404 0fa08f5 0f9edfe 
0fbb4ad 0021342 0faf91e 0faf0d7 0f9c885 
0fb100e 0021cd6 0fa51a4 0fa8e59 0f99980 
0fafa8b 00246b1 0fa3eb0 0fa40aa 0f98595 
0fbbf00 0020c15 0fb0144 0fb2368 0f995ef 
0fa9756 0024d77 0f9d9ce 0fa044e 0f985be 
0fbb39b 002232c 0faf780 0faf1a4 0f99a91 
0fb157b 0022473 0fa5725 0fa937a 0f9a8fa 
