0fc4527 0fe3b35 0fbbe91 0fb47bd 0fb7639 
0fa6b5f 0028c1a 0f9dcdc 0f9758a 0f99397 
0face33 0026e60 0fa3271 0f9dc03 0f9e309 
0fad340 002582b 0fa4521 0f9dca9 0f9faa0 
0faa6f1 0026a1c 0fa1038 0f9b3c7 0f9c0e5 
0fb24b1 0023440 0fa8e89 0fa30b2 0fa3f84 
0faba5e 0024c9c 0fa2c55 0f9c506 0f9e1ce 
0fb17c1 0021d50 0fa7c29 0fa25d5 0fa2bf9 
0fb19d2 000bfcf 0fa8987 0fa2167 0fa3f7c 
0fae4c5 0005130 0fa4bfc 0f9efb8 0f9ff01 
0fb5b62 0fdd3a5 0fac50b 0fa6748 0fa789b 
0faec8a 0fda1eb 0fa601e 0f9f78b 0fa160a 
0fb474f 0fd9287 0faada6 0fa563b 0fa5d64 
0fb4a7c 0fd7fa4 0fabdff 0fa5527 0fa73ea 
0fb19f8 0fd672e 0fa84d3 0fa287a 0fa3736 
0fb9eca 0fd5baf 0fb090c 0faac88 0fabc54 
0fb420c 0fd3b6c 0fab381 0fa4d8a 0fa6b07 
0fbaf28 0fd2581 0fb1269 0fabead 0fac3d9 
0fbc85b 0fd0e87 0fb38a0 0fad332 0faee63 
0fbac2d 0fcef62 0fb1499 0faba90 0fac5e3 
0fc4293 0fce0c4 0fbaba9 0fb4fed 0fb5bd7 
0fbe8de 0fcca3f 0fb5aae 0faf46a 0fb0ed3 
0fc5141 0fcc622 0fbb5f2 0fb60e8 0fb64cc 
0fc6066 0fcc1f4 0fbd2cc 0fb6bb4 0fb86e7 
0fc30f4 0fcb336 0fb9a1e 0fb3f9e 0fb4db0 
0fcb177 0fcaeb7 0fc1b22 0fbbf57 0fbd0d0 
0fc34fd 0fc96d9 0fba877 0fb40f7 0fb6273 
0fc7aff 0fc81eb 0fbe113 0fb8aa3 0fb956d 
0fc60cc 0fc6b7b 0fbd585 0fb6bd6 0fb8e6d 
0fc0863 0fc4b0b 0fb756b 0fb1663 0fb295a 
0fc5940 0fc3400 0fbc772 0fb65ce 0fb7ac2 
0fba3fa 0fc147c 0fb1d4d 0faae4b 0fad446 
0fbb370 0fc0a62 0fb1f09 0fac1ae 0facfe9 
0fb7e00 0fc016c 0faf6d6 0fa87d6 0faac91 
0fb18ff 0fbf850 0fa881f 0fa2661 0fa3a1d 
0fb7d3d 0fc00c9 0faea4e 0fa8a02 0fa9d4d 
0faf863 0fbfca4 0fa6d96 0fa0375 0fa24f4 
0fb3c75 0fbfdfb 0faa25d 0fa4bbb 0fa55f0 
0fb2f31 0fbf31b 0faa22f 0fa3a11 0fa5cee 
0fae0b9 0fbdf42 0fa4b49 0f9ef0d 0fa02a3 
0fb51ea 0fbe121 0fabc0c 0fa5f5c 0fa7203 
0fad95a 0fbd01c 0fa4d0e 0f9e4d3 0fa0664 
0fb2939 0fbb870 0fa8e93 0fa385d 0fa42c1 
0fb268c 0fbbb22 0fa9a18 0fa30f1 0fa53ce 
0fae029 0fbbe09 0fa4be3 0f9eda4 0fa025d 
0fb5adc 0fbd512 0fac509 0fa66e2 0fa7ad0 
0fae955 0fbd59e 0fa5d16 0f9f37d 0fa1729 
0fb409e 0fbd6cc 0faa4f0 0fa4e68 0fa57eb 
0fb4b92 0fbcc08 0fabe3c 0fa5520 0fa75fb 
0fb1294 0fbb616 0fa7ea1 0fa1fb8 0fa31d7 
0fb91e2 0fbb715 0fafd9c 0fa9e56 0fab06d 
0fb20dd 0fbb7cb 0fa95e9 0fa2b32 0fa4c7f 
0fb7154 0fbc202 0fad84f 0fa7f9a 0fa893d 
0fb73ad 0fbd359 0fae846 0fa7d94 0fa9efd 
0fb3006 0fbe15b 0fa9ced 0fa3cfe 0fa4f79 
0fba952 0fbfa51 0fb1506 0fab57f 0fac7eb 
0fb390b 0fc042b 0faadc0 0fa437c 0fa6493 
0fb8520 0fc1d13 0faec45 0fa9389 0fa9d7f 
0fb8744 0fc307c 0fafbd0 0fa9158 0fab2e3 
0fb40a4 0fc2fc7 0faad70 0fa4e04 0fa61c4 
0fbb260 0fc46c0 0fb1da0 0fabf05 0fad2d6 
0fb3c77 0fc4f7e 0fab18e 0fa4730 0fa6a04 
0fb844a 0fc5a9e 0faeb75 0fa929b 0fa9e7e 
0fb85c7 0fc6615 0faf985 0fa8fcf 0fab1fd 
0fb467c 0fc6f2c 0fab1f9 0fa53e0 0fa676c 
0fbc82f 0fc832f 0fb317e 0fad529 0fae7d0 
0fb6415 0fc87ca 0fad5cc 0fa6f13 0fa904c 
0fbbbc0 0fc906f 0fb1ec1 0facae3 0fad3d8 
0fbcce5 0fc98ff 0fb3c71 0fad7df 0faf78b 
0fb900f 0fc9e78 0faf879 0fa9e39 0fab073 
0fc0b81 0fcb2fa 0fb7408 0fb1a20 0fb2b97 
0fb9e9f 0fcb7c2 0fb10f0 0faab83 0facbf2 
0fbe9fb 0fcc6e1 0fb4ecc 0fafac6 0fb045d 
0fbec2a 0fcd656 0fb5dd3 0faf8b6 0fb1933 
0fba650 0fcdbfe 0fb106e 0fab612 0fac940 
0fc1a43 0fcef6e 0fb8277 0fb2971 0fb3bd4 
0fba8a4 0fcf480 0fb19c8 0fab5db 0fad854 
0fbef84 0fd05fe 0fb52a9 0fb006d 0fb0ba0 
0fbf1b1 0fd1cfe 0fb61f1 0fafe1c 0fb1f03 
0fbac42 0fd2557 0fb1546 0fabb5d 0facdeb 
0fc2367 0fd38dc 0fb8adf 0fb3107 0fb422d 
0fbb0d9 0fd37ca 0fb215c 0fabb9c 0fadba3 
0fbf51b 0fd3bf7 0fb5865 0fb04ad 0fb0da1 
0fbf701 0fd362a 0fb65ef 0fb020c 0fb226d 
0fba981 0fd1ff9 0fb1203 0fab8d4 0faccdb 
0fc1ab1 0fd1bf6 0fb8119 0fb2994 0fb3ce6 
0fba6ec 0fd0e32 0fb1680 0fab3af 0fad671 
0fbea15 0fd0afe 0fb4b9a 0fafa9b 0fb062a 
0fbe87f 0fd04d2 0fb5873 0faf4bb 0fb169e 
0fb995b 0fcf0de 0fb0298 0faa871 0fabcfb 
0fc0806 0fceef0 0fb6fb3 0fb1657 0fb293b 
0fb8c97 0fce141 0fafdba 0fa98a5 0faba5f 
0fbc9e9 0fcdca1 0fb2df3 0fad9d3 0fae568 
0fbc79d 0fcd2f3 0fb3899 0fad331 0faf510 
0fb745c 0fcca4c 0fade4f 0fa82e2 0fa96eb 
0fbe356 0fccf9c 0fb4c2b 0faf163 0fb033c 
0fb69ca 0fcc73d 0fadc4a 0fa75b1 0fa97d0 
0fbaaf5 0fcc472 0fb0fbc 0fabb0c 0fac47d 
0fbaca4 0fcbbe0 0fb1eda 0fab892 0fad987 
0fb5aee 0fcb03f 0fac70c 0fa6a10 0fa7e76 
0fbccf9 0fcafe6 0fb3819 0fadba1 0faede9 
0fb5310 0fca2a9 0fac86b 0fa5f3e 0fa8204 
0fb9147 0fca328 0faf88b 0faa165 0faabd6 
0fb8fda 0fca55b 0fb04b8 0fa9baf 0fabc42 
0fb3a40 0fc9daa 0faa7b2 0fa4908 0fa5be2 
0fbad46 0fcac29 0fb183c 0fabb7f 0facd1e 
0fb34a2 0fca8dc 0faa9d2 0fa406a 0fa6148 
0fb75ab 0fcb4b7 0fadcc9 0fa85b2 0fa8e29 
0fb7baf 0fcc154 0faf099 0fa8813 0faa871 
0fb2d23 0fcbe6d 0fa9a91 0fa3c9d 0fa4e3e 
0fba845 0fccf67 0fb1369 0fab75f 0fac648 
0fb3323 0fcd6a6 0faa87e 0fa400a 0fa61a9 
0fb77a7 0fce105 0fadeb0 0fa88b7 0fa91f9 
0fb7f4a 0fcefc6 0faf398 0fa8bf1 0faaafe 
0fb32a4 0fcfb38 0fa9f73 0fa426b 0fa553c 
0fbac2d 0fd147b 0fb169f 0fabb89 0faccf8 
0fb3738 0fd1d2b 0faac41 0fa444c 0fa6687 
0fb7edf 0fd27e2 0fae45f 0fa8fc7 0fa9986 
0fb8d2f 0fd39de 0faffc5 0fa98de 0fab8c9 
0fb4160 0fd3cbe 0faad2c 0fa5012 0fa6467 
0fbbf5d 0fd36be 0fb29a8 0facced 0fadf95 
0fb495e 0fd2944 0fabfdd 0fa55c8 0fa78b2 
0fb82cd 0fd2aef 0faeba2 0fa9387 0fa9f17 
0fb7e7f 0fd3614 0faf2d7 0fa890c 0faab36 
0fb1d29 0fd34fe 0fa8a5b 0fa29a3 0fa3d43 
0fb7e96 0fd4e60 0faeace 0fa8b93 0fa9f3b 
0faf2e8 0fd69fe 0fa6ae3 0f9fdea 0fa244f 
0fb1788 0fda9e8 0fa81ba 0fa2633 0fa3503 
0fafe42 0fea5b0 0fa7429 0fa07a2 0fa2e95 
0fa8655 002112d 0f9f703 0f99320 0f9aeb1 
0face10 0020882 0fa3cf8 0f9da30 0f9f4e0 
0fa2bc5 00246c3 0f9a4a4 0f93512 0f95ff3 
0fa3ed7 0025ba0 0f9a931 0f94b97 0f95f21 
0fa1a3a 0026bf7 0f990ae 0f921df 0f94b65 
0f99ea8 002b0a1 0f90cdc 0f8a80f 0f8c3a4 
0f9ec5c 002a7e6 0f95663 0f8f44a 0f90c30 
0f95544 002e751 0f8c821 0f8598d 0f880ae 
0f9684f 0030058 0f8cd25 0f8705c 0f88014 
0f94018 00314b0 0f8b111 0f843ed 0f86ad7 
0f8c41a 0035c69 0f82f87 0f7cba9 0f7e562 
0f90fa8 00354dd 0f87a16 0f81780 0f82f08 
0f8737c 0039630 0f7e8d8 0f77979 0f7a1df 
0f88ac1 003af2e 0f7f230 0f79593 0f7a6f7 
0f8742e 003befd 0f7e8dd 0f77b5a 0f7a1b6 
0f80a72 003ff21 0f77828 0f71484 0f72dac 
0f86516 003f154 0f7d07c 0f76f04 0f7863f 
0f7da46 0042c12 0f75044 0f6e1e8 0f7087b 
0f7ff7d 0043c96 0f76797 0f70b17 0f718af 
0f7f57f 00443fb 0f76a52 0f6fd21 0f720b3 
0f796e6 0047cc6 0f70502 0f6a14c 0f6b84f 
0f8013f 0046599 0f76cfd 0f70b95 0f71ed5 
0f7893a 0049521 0f6ff52 0f69185 0f6b441 
0f7c1bc 00499dd 0f72904 0f6ce82 0f6d94b 
0f7c9ca 0049506 0f73cfc 0f6d29c 0f6f324 
0f77c6f 004c17c 0f6e99e 0f68864 0f69cd8 
0f7f7c9 0049e2f 0f762a0 0f703f0 0f71646 
0f79153 004c0f8 0f70633 0f69b4d 0f6bdb6 
0f7d7b3 004b9e2 0f73e87 0f6e5be 0f6f00e 
0f7ec7c 004aaaf 0f75f84 0f6f661 0f715b8 
0f7a80c 004cda3 0f71470 0f6b4c6 0f6c864 
0f82a87 004a1c8 0f793ec 0f73702 0f747fc 
0f7cb14 004bc86 0f73ec1 0f6d574 0f6f727 
0f818d9 004ad9b 0f77e75 0f72762 0f73162 
0f838b7 00494e8 0f7aa6c 0f7433a 0f762fb 
0f7fcd1 004af4b 0f768aa 0f70a2f 0f71ca5 
0f888c1 0047b10 0f7f1eb 0f795f4 0f7a4d9 
0f832ca 0048d96 0f7a629 0f73d8e 0f75cc1 
0f8876a 004782f 0f7ecfe 0f79619 0f79ced 
0f8ad8a 004585c 0f81f5a 0f7b7e9 0f7d419 
0f87375 0046e23 0f7df2f 0f78063 0f790e6 
0f9014d 00435ab 0f86a06 0f80de5 0f81ac3 
0f8ab73 004446b 0f81e77 0f7b594 0f7d2eb 
0f8fe85 0042c46 0f862ee 0f80c9a 0f811a7 
0f92276 0040a4a 0f8931d 0f82c5d 0f84738 
0f8de87 0042183 0f84981 0f7eb46 0f7fb7b 
0f9623a 003eb71 0f8ca43 0f86f08 0f87b69 
0f9032b 003fca1 0f87564 0f80dbc 0f82b12 
0f94db7 003e789 0f8b197 0f85cae 0f86218 
0f9701c 003c6d7 0f8dff0 0f87b0c 0f89591 
0f93268 003dad2 0f89d41 0f84091 0f84ed2 
0f9c12a 0039f9c 0f92973 0f8cfcc 0f8daba 
0f96dd4 003aab7 0f8e1bf 0f87a98 0f89697 
0f9c1cf 0038fe5 0f9280f 0f8d317 0f8d764 
0f9eb01 0036af6 0f95d25 0f8f791 0f911c7 
0f9b35c 0037b51 0f91eb0 0f8c1c9 0f8d15e 
0fa48f3 0033d0a 0f9afe8 0f95733 0f96307 
0f9f60e 0034606 0f967ac 0f901af 0f91ed8 
0fa50d5 0010aba 0f9b03e 0f95dd0 0f963b5 
0fa7d07 0fe1faa 0f9e9d1 0f98618 0f99ff6 
0fa43fd 0fdd919 0f9ac59 0f95005 0f95d2f 
0fad9e8 0fcbd84 0fa419d 0f9e847 0f9f0a8 
0fa8c68 0fcb449 0f9ff2a 0f9980b 0f9b1e0 
0faea9b 0fcb2ac 0fa4e96 0f9fa6c 0f9fc75 
0fb2803 0fca932 0fa97ea 0fa33e2 0fa4b7d 
0fafbed 0fc9da6 0fa64e6 0fa0a5e 0fa17c2 
0fb9b6a 0fca436 0fb005a 0faa9d5 0fab30d 
0fb504e 0fc93a0 0fabf8e 0fa5c6c 0fa78a4 
0fba8c1 0fc80d5 0fb0949 0fab969 0fabec5 
0fbd9cd 0fc69c1 0fb46f9 0fae673 0fb026d 
0fb99fd 0fc4985 0fb02dd 0faa980 0fabb88 
0fc2b2e 0fc34b0 0fb9181 0fb3ad4 0fb4842 
0fbd933 0fc14cb 0fb4b9d 0fae64d 0fb05f4 
0fc2e93 0fc077c 0fb9304 0fb3fec 0fb4554 
0fc6107 0fc02c8 0fbd15c 0fb6e1c 0fb8879 
0fc2538 0fbf10d 0fb8f9f 0fb34c2 0fb448a 
0fcb8bf 0fbe455 0fc1ea3 0fbc830 0fbd36c 
0fc5ef9 0fbc592 0fbcfe3 0fb6b7e 0fb88cb 
0fca38c 0fb9c39 0fc05c0 0fbb433 0fbb951 
0fcc35f 0fb6846 0fc32bc 0fbcfbd 0fbeaca 
0fc6dfa 0fb331e 0fbd93d 0fb7c6d 0fb8e06 
0fce97a 0fb15c9 0fc529b 0fbf7d4 0fc0453 
0fc7538 0fb15b3 0fbebd0 0fb80f0 0fba060 
0fc9ea7 0fb343c 0fc0683 0fbae8c 0fbb66b 
0fca5cc 0fb4a49 0fc19d8 0fbb1b5 0fbd0be 
0fc38d6 0fb410d 0fba79c 0fb47b6 0fb5dd5 
0fca65a 0fb32b8 0fc0fa2 0fbb587 0fbc752 
0fc2b2c 0fb27eb 0fb9f36 0fb37ba 0fb5c84 
0fc5299 0fb32b0 0fbb84e 0fb63a0 0fb6fa1 
0fc5f03 0fb3b25 0fbd154 0fb6c00 0fb8d89 
0fbf6d4 0fb3997 0fb6525 0fb069c 0fb1e1a 
0fc6786 0fb4cb2 0fbd1b5 0fb7704 0fb8900 
0fbf003 0fb53e5 0fb6606 0fafc53 0fb1fd2 
0fc1c05 0fb5cfe 0fb833c 0fb2c9b 0fb372e 
0fc2f28 0fb64eb 0fba292 0fb3b95 0fb5bd9 
0fbcd39 0fb628c 0fb3ba3 0fadc08 0faf187 
0fc4817 0fb6b9e 0fbb1bd 0fb570c 0fb65cb 
0fbe30a 0fb5f08 0fb591e 0faf04b 0fb119d 
0fc1e4e 0fb579f 0fb84cf 0fb2fea 0fb3749 
0fc4455 0fb580f 0fbb5d7 0fb51c5 0fb6dea 
0fbf5fe 0fb4e6a 0fb6281 0fb0603 0fb188b 
0fc7f80 0fb5491 0fbe777 0fb8fb5 0fb9cf0 
0fc1ef0 0fb501d 0fb9289 0fb2c32 0fb4d93 
0fc588e 0fb502b 0fbbdb7 0fb6a16 0fb73a0 
0fc7925 0fb55e9 0fbe94c 0fb85e9 0fba421 
0fc25ec 0fb543f 0fb903e 0fb3517 0fb4943 
0fcaa99 0fb6000 0fc1020 0fbba03 0fbc840 
0fc477a 0fb651c 0fbb8f4 0fb541c 0fb7518 
0fc79a0 0fb78d5 0fbdcce 0fb8a4e 0fb92bf 
0fc936a 0fb9248 0fc029a 0fba009 0fbbdd7 
0fc3572 0fb9b99 0fba0f3 0fb44b2 0fb5a44 
0fcae8a 0fbaa51 0fc16a8 0fbbe0b 0fbce8f 
0fc42e3 0fba615 0fbb669 0fb4f1e 0fb736d 
0fc7013 0fba819 0fbd546 0fb8032 0fb8aa8 
0fc8e2d 0fbabb9 0fbfe56 0fb9a2b 0fbb7f5 
0fc38a9 0fba2aa 0fba4c0 0fb471e 0fb5af3 
0fcb9d5 0fba283 0fc2184 0fbc897 0fbd546 
0fc5cf7 0fb9430 0fbcf87 0fb6910 0fb887b 
0fc9c18 0fb8d87 0fbffef 0fbac70 0fbb322 
0fcc907 0fb8767 0fc37f5 0fbd531 0fbf0b5 
0fc53c2 0fd7de1 0fbc7e5 0fb60b8 0fb80d3 
0fc4947 0fd7ad2 0fbb0b4 0fb5a79 0fb644a 
0fc990b 0fd8172 0fc06c9 0fba762 0fbbd37 
0fc22e1 0fd79a8 0fb9307 0fb319b 0fb4a23 
0fc91f9 0fd7f35 0fbf802 0fba2fc 0fbab16 
0fc53c7 0fd7c87 0fbc7af 0fb60aa 0fb8088 
0fc4972 0fd7a5f 0fbb09e 0fb5a9e 0fb6453 
0fc977d 0fd7fdc 0fc050d 0fba5f8 0fbbb71 
0fc2103 0fd7873 0fb90fc 0fb2fca 0fb481b 
0fc90c8 0fd7fc7 0fbf69c 0fba1eb 0fba9e8 
0fc52c4 0fd7d94 0fbc6a5 0fb5fbd 0fb7f7b 
0fc47ea 0fd7b4e 0fbaefc 0fb5909 0fb62a3 
0fc9821 0fd8162 0fc0584 0fba678 0fbbbd1 
0fc21cf 0fd7a2c 0fb91b2 0fb3071 0fb48b9 
0fc90e0 0fd8085 0fbf65f 0fba1d4 0fba993 
0fc54a6 0fd7e2a 0fbc842 0fb616a 0fb80fb 
0fc486b 0fd7aef 0fbaf7e 0fb5974 0fb62c4 
0fc9914 0fd8180 0fc0672 0fba767 0fbbc6f 
0fc2235 0fd7a6b 0fb9239 0fb30d0 0fb4910 
0fc9153 0fd8119 0fbf6d1 0fba241 0fba9ec 
0fc5618 0fd7e85 0fbc998 0fb62f1 0fb8277 
0fc4873 0fd7a2b 0fbaf7c 0fb59a2 0fb62e8 
0fc9b2f 0fd81d1 0fc081a 0fba9a0 0fbbe3f 
0fc2457 0fd7b9e 0fb93cc 0fb3315 0fb4af7 
0fc92ba 0fd84bd 0fbf7d4 0fba413 0fbab04 
0fc5845 0fd861e 0fbcaf2 0fb6574 0fb83fc 
0fc4b49 0fd857c 0fbb0f2 0fb5cc0 0fb6513 
0fca10c 0fd8eed 0fc0bd1 0fbaf8d 0fbc2f3 
0fc2dc8 0fd87a8 0fb9a04 0fb3c0c 0fb5295 
0fc9ea9 0fd8bcc 0fbffb8 0fbaf24 0fbb474 
0fc688b 0fd8a12 0fbd741 0fb74c2 0fb91c9 
0fc5e14 0fd8849 0fbbfd7 0fb6e48 0fb7565 
0fcb53e 0fd8ca7 0fc1cf9 0fbc2b6 0fbd4df 
0fc42da 0fd828e 0fbad7d 0fb503f 0fb65e8 
0fcb3a9 0fd8479 0fc13e9 0fbc37c 0fbc839 
0fc7afe 0fd7aa8 0fbe95d 0fb86b8 0fba3e2 
0fc6bdd 0fd70de 0fbcd64 0fb7bb4 0fb833e 
0fcbdf6 0fd6f13 0fc250d 0fbcaa1 0fbdd42 
0fc42ce 0fd5f7a 0fbacca 0fb4f00 0fb6567 
0fca99e 0fd5ca6 0fc0985 0fbb823 0fbbd03 
0fc69d1 0fd58c1 0fbd887 0fb748c 0fb9266 
0fc52d9 0fd524e 0fbb5b2 0fb62c5 0fb6c6c 
0fca214 0fd556e 0fc0b33 0fbafbc 0fbc30d 
0fc2687 0fd4cad 0fb91fb 0fb3373 0fb4a2f 
0fc8e5d 0fd4ca5 0fbeffa 0fb9e1e 0fba4c1 
0fc4f4b 0fd42a3 0fbc07c 0fb5b3a 0fb7916 
0fc3484 0fd4204 0fb973e 0fb444b 0fb4c9f 
0fc7ed1 0fd4ca9 0fbe6b2 0fb8c42 0fb9f52 
0fbfc03 0fd521f 0fb66a9 0fb0a12 0fb235e 
0fc5f37 0fd7678 0fbbd66 0fb6f62 0fb76e2 
0fc1cf4 0fd8ffd 0fb88ac 0fb2930 0fb4950 
0fbff27 0fda971 0fb5e82 0fb1000 0fb1c4a 
0fc4c60 0fdc351 0fbb09b 0fb5acb 0fb7199 
0fbccbd 0fdcd2f 0fb32f9 0fadb72 0faf71c 
0fc3435 0fde403 0fb8f8b 0fb45e8 0fb4f38 
0fbf646 0fdf17e 0fb5fb1 0fb039c 0fb24d9 
0fbdc39 0fdf9e5 0fb395c 0faedee 0faf940 
0fc2c2b 0fe0fd3 0fb8f44 0fb3b57 0fb5190 
0fbaaa0 0fe178c 0fb10fc 0fab981 0fad3ce 
0fc110f 0fe2ee0 0fb6d5d 0fb2243 0fb2a7e 
0fbd232 0fe3a3d 0fb3e2f 0fadec9 0faffd0 
0fbb497 0fe3e61 0fb1502 0fac4fb 0facfc3 
0fbff01 0fe4955 0fb6683 0fb0cc9 0fb22d0 
0fb7403 0fe4228 0fae04b 0fa81af 0fa9cd1 
0fbce9b 0fe41ec 0fb3110 0fadeb9 0fae896 
0fb84ff 0fe31eb 0faf6e5 0fa9079 0fab2af 
0fb5e35 0fe1938 0fac3dc 0fa6df4 0fa7a9a 
0fba943 0fe023b 0fb1409 0fab644 0facd71 
0fb22cd 0fdedc0 0fa91ca 0fa2fe2 0fa4c59 
0fb85d7 0fdf0b8 0fae92b 0fa95e9 0faa108 
0fb473a 0fdee7f 0fab8b3 0fa5311 0fa7719 
0fb2d60 0fde080 0fa9281 0fa3d72 0fa4b07 
0fb8134 0fdd764 0faebfc 0fa8ed9 0faa85c 
0fafd3c 0fdca51 0fa6b78 0fa0ab3 0fa2a16 
0fb6212 0fdd2c6 0fac4e7 0fa7236 0fa7f80 
0fb2004 0fdea72 0fa9324 0fa2c44 0fa520a 
0fafac1 0fe0dd9 0fa6284 0fa0b22 0fa1b84 
0fb4514 0ff31b9 0fab20c 0fa509f 0fa6b37 
0fab5c6 001dc55 0fa2a87 0f9c360 0f9e49d 
0fb0e13 001d601 0fa793a 0fa1eb8 0fa2ce7 
0fac48d 001eb61 0fa3e33 0f9d0cd 0f9f891 
0fa9671 002114a 0fa03c2 0f9a6b4 0f9b88a 
0facf2a 001fff6 0fa40c6 0f9dc5b 0f9f919 
0fa34c0 00240aa 0f9a831 0f94114 0f96296 
0fa8317 0023a65 0f9eb03 0f9921a 0f9a157 
0fa32dc 002564e 0f9a88a 0f93d48 0f963ad 
0fa0377 0027f8f 0f96bf6 0f911dc 0f9229f 
0fa414d 0026e84 0f9b043 0f94d94 0f96a02 
0f9aa78 002ada9 0f91ff9 0f8b67f 0f8d86d 
0f9f0ad 002a966 0f95bd1 0f8ff61 0f91239 
0f99345 002ca55 0f90ca8 0f89d9b 0f8c84c 
0f953f6 002faa6 0f8c0b6 0f861e3 0f875c2 
0f986ea 002f185 0f8f755 0f8912f 0f8adbd 
0f8e767 0033ac6 0f85db2 0f7f2ab 0f811da 
0f92d3b 0033ba9 0f89891 0f83b36 0f8482b 
0f8d657 0035d6c 0f84edb 0f7e00d 0f805a2 
0f89ea7 0038d22 0f80bd7 0f7ad47 0f7bd1f 
0f8d845 00382e1 0f84994 0f7e44b 0f7fe76 
0f84426 003c798 0f7b862 0f74fa6 0f76f8c 
0f898f5 003c3da 0f801f6 0f7a708 0f7b3b5 
0f85957 003dd8f 0f7cfdc 0f762df 0f78629 
0f83a71 00402b5 0f7a3c0 0f747ce 0f75642 
0f88e7e 003e9f5 0f7fb4e 0f79919 0f7b101 
0f813e1 0041eaf 0f78438 0f71e2d 0f739ff 
0f879f7 0040cf3 0f7df33 0f78706 0f79064 
0f84567 0041bde 0f7b911 0f74e4f 0f76dfb 
0f82b95 00439be 0f79353 0f738e9 0f74344 
0f884ac 0041b5b 0f7f11a 0f78fe7 0f7a443 
0f81097 00449e3 0f78106 0f71be6 0f7359a 
0f88112 0043062 0f7e64f 0f78f68 0f7974c 
0f85c05 0043469 0f7cf86 0f76647 0f78650 
0f8510f 00446f6 0f7b8b7 0f75f54 0f769cb 
0f8b951 0041d9f 0f82569 0f7c53d 0f7d8ce 
0f85461 0044005 0f7c42b 0f7601a 0f77970 
0f8d067 0041c7a 0f834b9 0f7decf 0f7e569 
0f8b43e 00417bc 0f8262e 0f7be9d 0f7ddd1 
0f8b0ee 0042159 0f81704 0f7bf88 0f7c9d3 
0f91eb8 003f071 0f889b4 0f82ae9 0f83d6a 
0f8b9ea 0040dd0 0f828cf 0f7c5be 0f7dd24 
0f9357d 003e5ec 0f898bc 0f84435 0f84880 
0f91c75 003dbd8 0f88dd4 0f8272b 0f84271 
0f91a7b 003e202 0f87fd1 0f82979 0f82fd0 
0f98eec 003aacb 0f8f834 0f89bb8 0f8aad8 
0f930e9 003c2c6 0f89e5f 0f83d86 0f851ab 
0f9b569 0039381 0f917db 0f8c4eb 0f8c5aa 
0f9a395 0038308 0f9150f 0f8af1e 0f8c7ad 
0f9a61a 00383ca 0f90c20 0f8b5d2 0f8ba97 
0fa1a69 0034920 0f9852d 0f927bd 0f935f4 
0f9b397 0036109 0f9226b 0f8c0a6 0f8d745 
0fa2bfb 0033573 0f98f08 0f93bb2 0f93f9b 
0fa0e0a 003283f 0f97e7d 0f91954 0f93634 
0f9ff9e 0032ed1 0f96507 0f90f90 0f91701 
0fa6b7b 002f7bd 0f9d5ce 0f97a33 0f98ba7 
0fa0804 0030f09 0f976eb 0f9177b 0f92cf0 
0fa8c01 002df8b 0f9edda 0f99f29 0f9a1b9 
0fa808e 002cc7f 0f9ef11 0f98fa2 0f9aa91 
0fa852b 002c9ee 0f9e6e2 0f997cb 0f99e4d 
0fb02b8 000c4b5 0fa6667 0fa0fbb 0fa22a9 
0fa9d41 0001a51 0fa079b 0f9a95c 0f9c6b4 
0fb0fc7 0fd8446 0fa7293 0fa2089 0fa2b74 
0faef64 0fd22fd 0fa6304 0f9fc88 0fa1e7c 
0fae22a 0fd01ae 0fa4b2e 0f9f3e8 0f9ff1a 
0fb4e93 0fcefdd 0fabd80 0fa5e85 0fa7027 
0fadfd8 0fcd82b 0fa542e 0f9ef75 0fa0624 
0fb5641 0fccfcd 0fabe78 0fa692c 0fa6b98 
0fb3a0d 0fcbd18 0fab112 0fa4925 0fa6475 
0fb2704 0fcaba3 0fa913a 0fa3a57 0fa41ac 
0fb9492 0fca7a6 0fb01ec 0faa5cd 0fab57a 
0fb2a98 0fc8f09 0fa9bfa 0fa3b5e 0fa5352 
0fba43b 0fc818e 0fb08de 0fab7ce 0fabc9c 
0fb8be9 0fc714c 0fafec5 0fa9ada 0fab9b6 
0fb7dce 0fc5e0a 0fae482 0fa90c5 0fa9c1b 
0fbf1bf 0fc5c0a 0fb5b2d 0fb022a 0fb1473 
0fb8733 0fc504a 0faf5ba 0fa968f 0faafb6 
0fbfbc8 0fc4e6a 0fb5ff4 0fb0e13 0fb12e5 
0fbdd26 0fc4206 0fb5175 0faeb0a 0fb0832 
0fbc5ce 0fc3181 0fb2fca 0fad84c 0fae074 
0fc32b7 0fc2c2c 0fba0db 0fb43ac 0fb53ea 
0fbc3ad 0fc1923 0fb36fb 0fad48c 0faecf6 
0fc3595 0fc1570 0fb9ba9 0fb4972 0fb4f36 
0fc13ec 0fc1308 0fb884a 0fb236a 0fb4298 
0fbf3d3 0fc138d 0fb5bef 0fb0771 0fb134e 
0fc553b 0fc2d61 0fbbf50 0fb66e4 0fb79e3 
0fbd65e 0fc4a79 0fb4412 0fae79a 0fb017d 
0fc3a3e 0fc6c0a 0fb9aa9 0fb4e97 0fb522c 
0fc14e0 0fc72e0 0fb82aa 0fb249e 0fb419a 
0fbf7c4 0fc905b 0fb5a89 0fb0b91 0fb150d 
