0faf825 0f98247 0f94dd2 00274a6 0026f1e 
0fb5a1e 0faa066 0f99e9e 0fd8966 0f6010c 
0fc3239 0faa9f0 0fa7af8 0fd791d 0f61a59 
0fbf571 0facbd7 0fa387c 0fd3f40 0f6392f 
0fbea81 0fa985d 0fa332b 0fcec0e 0f64514 
0fcb0e5 0fade71 0faf67c 0fca47e 0f667ab 
0fbf239 0fac99b 0fa373c 0fc57e5 0f6748f 
0fcce16 0faf267 0fb1740 0fc1824 0f69bd9 
0fc8ea8 0fb32ed 0fad1fc 0fbe06b 0f6d345 
0fc8793 0fb1fc0 0fad0d3 0fba9f8 0f6e93b 
0fd5261 0fb77b6 0fb9874 0fb8212 0f72b82 
0fc9a9a 0fb6780 0fadff7 0fb44dd 0f761be 
0fd7cac 0fb8b1f 0fbc663 0fb121e 0f7a48c 
0fd3954 0fbc5b6 0fb7ced 0fadf65 0f7db4e 
0fd11fc 0fba8e4 0fb5b67 0fa9623 0f824aa 
0fdc3fe 0fbe6ed 0fc0a45 0fa555e 0f8867f 
0fcef3c 0fbba72 0fb3489 0fa1580 0f8baa1 
0fdb64a 0fbc76b 0fbffd0 0f9f5a0 0f8e46f 
0fd5f20 0fbf4c5 0fba222 0f9cd64 0f91d94 
0fd299c 0fbd2b9 0fb7242 0f9a481 0f9553d 
0fdcbb4 0fc1dc1 0fc11ab 0f996a0 0f9907e 
0fceb2a 0fbf6f0 0fb3020 0f974da 0f9b1ae 
0fdab9e 0fbf7fc 0fbf4d1 0f95ce5 0f9e32c 
0fd5958 0fc0b44 0fb9c39 0f9527c 0fa070d 
0fd28ac 0fbc752 0fb7181 0f949c0 0fa18be 
0fdd969 0fc064a 0fc1f9c 0f94f9c 0fa34ae 
0fcffad 0fbf43b 0fb454d 0f93fb9 0fa38c1 
0fdc8ce 0fc0e2b 0fc1350 0f939e4 0fa4f41 
0fd7f4a 0fc4554 0fbc39a 0f92e6b 0fa6650 
0fd4ff2 0fc1ef8 0fb9a23 0f92048 0fa7ae6 
0fe08e3 0fc5cc8 0fc5070 0f92a64 0fa947a 
0fd352e 0fc34a5 0fb7b01 0f92b16 0fa9087 
0fe004e 0fc3af3 0fc4b16 0f92c96 0faa8e0 
0fdb5c6 0fc6093 0fbf9ed 0f926fe 0fac69f 
0fd8048 0fc3379 0fbca38 0f9204e 0fad25d 
0fe3232 0fc78f6 0fc79a9 0f9205b 0faf235 
0fd51f7 0fc74b9 0fb986d 0f8f9dc 0faf455 
0fe1603 0fc8ad2 0fc6136 0f8e589 0fafd97 
0fdc767 0fca2d6 0fc0c14 0f8e311 0fb0217 
0fd8934 0fc641b 0fbd338 0f8dcc5 0faf5d1 
0fe3709 0fc99a1 0fc7e44 0f8db52 0faf92a 
0fd52e6 0fc721d 0fb98c5 0f8c4d1 0fae609 
0fe0a9c 0fc73ca 0fc5526 0f8b65e 0fae8eb 
0fdb36e 0fc946b 0fbf785 0f8a3d3 0faea2b 
0fd6a03 0fc56ed 0fbb39a 0f8886a 0fae600 
0fe0e2c 0fc8b15 0fc555c 0f8798d 0fb017c 
0fd1cae 0fc61db 0fb6258 0f8593a 0fb080e 
0fdcbb9 0fc6123 0fc15a1 0f847f6 0fb1bd6 
0fd7554 0fc760a 0fbb892 0f8362c 0fb2a93 
0fd2755 0fc404f 0fb7007 0f8189d 0fb2903 
0fdcf87 0fc78f7 0fc15f9 0f80bc8 0fb3427 
0fce4d1 0fc53ca 0fb29b4 0f7fb86 0fb12dc 
0fd9944 0fc42a9 0fbe293 0f7f37f 0fb022d 
0fd4811 0fc5115 0fb8aad 0f7e5c2 0faf3c3 
0fcf831 0fc0d6e 0fb402a 0f7d69f 0fad208 
0fd9ebe 0fc3400 0fbe404 0f7d971 0facff4 
0fcaeb6 0fc098a 0faf2be 0f7cb60 0faba4e 
0fd5933 0fc0a8a 0fba1ef 0f7bbc2 0fac1f3 
0fd01e3 0fc2e7e 0fb4474 0f7b47b 0fabede 
0fcb207 0fbf276 0fafa00 0f7b645 0faa975 
0fd5d8d 0fc23d4 0fba2da 0f7bc81 0fabb29 
0fc6f9c 0fbfe50 0fab34a 0f7a997 0fac080 
0fd1724 0fbfb98 0fb5f21 0f7a319 0fad913 
0fcc274 0fc1240 0fb03f4 0f79a2b 0faf1ef 
0fc7517 0fbcaa4 0fabc08 0f78f2b 0faf8ce 
0fd2825 0fbf061 0fb6c80 0f799c3 0fb0ac4 
0fc48c9 0fbbb25 0fa8bde 0f79bf0 0faff36 
0fcfdf7 0fbab11 0fb456f 0f7adb7 0faf5ef 
0fcb9e3 0fbc1f6 0fafb3b 0f7b47c 0fae6ff 
0fc7125 0fb8053 0fab820 0f7b21b 0fad254 
0fd2228 0fbb4fe 0fb66b9 0f7bd4c 0fad109 
0fc3f18 0fb9079 0fa8273 0f7b5b9 0fac6df 
0fcec15 0fb8d4d 0fb340e 0f7ba60 0fad471 
0fca560 0fbad76 0fae74a 0f7bdb3 0fad99b 
0fc6175 0fb799e 0faa96e 0f7baf4 0face4a 
0fd1f74 0fbb940 0fb6523 0f7bc82 0faea8d 
0fc5320 0fb7286 0fa96e7 0f7ab0b 0fb08f5 
0fd15c8 0fb691c 0fb5dca 0f79952 0fb3778 
0fce065 0fb7fcd 0fb2270 0f788e2 0fb6e03 
0fc9ac1 0fb3ae7 0fae26c 0f77442 0fbaf3c 
0fd505c 0fb7cea 0fb9603 0f77e61 0fbe8d0 
0fc77a9 0fb762a 0fabc61 0f781d3 0fbee46 
0fd3814 0fb8b66 0fb8125 0f78484 0fbfb93 
0fd0aa5 0fbbf16 0fb4d99 0f77698 0fc061f 
0fcd0e8 0fb9f0a 0fb198e 0f76a51 0fbf7a1 
0fd95c1 0fbe9d8 0fbdbd2 0f77d09 0fbf478 
0fcc372 0fbd7ee 0fb080d 0f781b0 0fbd8d6 
0fd7962 0fbf51e 0fbc2b1 0f799f6 0fbca40 
0fd3b6c 0fc308a 0fb7ea4 0f7ba35 0fbafa7 
0fcf70d 0fc0773 0fb3f4f 0f7d48e 0fb896f 
0fdb1fe 0fc46c0 0fbf80e 0f7ef68 0fb7e9d 
0fcda90 0fc2b33 0fb1f3e 0f7f4cb 0fb5757 
0fd8f96 0fc35d4 0fbd95b 0f80303 0fb3afb 
0fd53d8 0fc6216 0fb9784 0f810a7 0fb1b12 
0fd1064 0fc3aea 0fb59a0 0f80f34 0faef4f 
0fdcad6 0fc792a 0fc1240 0f80c45 0faf53b 
0fcec72 0fc6975 0fb32ab 0f7fbf7 0faf38d 
0fd9edd 0fc6f4a 0fbea28 0f800db 0faffa9 
0fd6128 0fc9b6b 0fba678 0f801ff 0fb0226 
0fd1c64 0fc5c36 0fb6701 0f7fea4 0faf8e2 
0fdd83d 0fc875d 0fc2056 0f80fc6 0fb03b8 
0fcfde7 0fc6063 0fb444e 0f8160a 0faf9a5 
0fdb3f3 0fc6473 0fbff84 0f8225b 0fafb60 
0fd74a6 0fc8b7b 0fbba00 0f83018 0fafea9 
0fd298f 0fc58ae 0fb74c1 0f83ed9 0faf8ec 
0fde23a 0fc97d6 0fc2b80 0f85826 0fb0b5b 
0fd0037 0fc80a4 0fb47b5 0f86500 0fb0441 
0fdb42e 0fc83e5 0fc00d5 0f8824c 0fb0814 
0fd7522 0fcad7d 0fbbba0 0f89edc 0fb06fa 
0fd2622 0fc76dc 0fb7211 0f8c330 0faf5b0 
0fddd00 0fcb5ec 0fc271a 0f8f3c9 0fafaf8 
0fcff8f 0fc907e 0fb483f 0f91080 0faea33 
0fdb998 0fc8e51 0fc07b1 0f92149 0faea15 
0fd7ef2 0fcbc75 0fbc6c2 0f92aa6 0fae1fe 
0fd36ad 0fc77b1 0fb83d0 0f941ee 0fac851 
0fdf339 0fcb53a 0fc3e33 0f96819 0fac624 
0fd1353 0fc934e 0fb5c8a 0f97e39 0fab0c6 
0fdc384 0fc9824 0fc11ea 0f99e2d 0faabf1 
0fd7f37 0fcbb42 0fbc72a 0f9c48e 0fa9ff4 
0fd2eed 0fc765c 0fb7c78 0f9e426 0fa865a 
0fddf80 0fcadf8 0fc2b37 0fa0db9 0fa7d99 
0fcf212 0fc8be4 0fb3b8f 0fa2a41 0fa5b56 
0fd9a8b 0fc7d54 0fbe930 0fa52a8 0fa4e04 
0fd4f48 0fc9608 0fb9726 0fa7990 0fa3caa 
0fcf27f 0fc4a09 0fb3fe7 0fa9c75 0fa1e4e 
0fd9c29 0fc76d1 0fbe769 0fad3b0 0fa12d6 
0fca831 0fc4367 0faf195 0faf7ec 0f9f8eb 
0fd4bce 0fc30d2 0fb9a11 0fb25b3 0f9f0ec 
0fcfc81 0fc4815 0fb4462 0fb5a1c 0f9e38a 
0fc9b0c 0fbff10 0fae858 0fb89b6 0f9ce77 
0fd4072 0fc2600 0fb8b21 0fbc994 0f9cdcb 
0fc49db 0fbf314 0fa92dd 0fbea87 0f9b5c6 
0fcef7a 0fbe003 0fb3daa 0fc0f7a 0f9ad00 
0fcaaa3 0fbf8e9 0faf2c8 0fc273f 0f9a1f1 
0fc5eae 0fbb742 0faac53 0fc35c0 0f98553 
0fd238d 0fbefae 0fb6ee6 0fc4cd3 0f9755b 
0fc4f64 0fbc488 0fa9999 0fc5916 0f94a7e 
0fd0bac 0fbaf65 0fb5a53 0fc8b09 0f91c43 
0fcc54d 0fbbe77 0fb0cf2 0fce2d0 0f8dc81 
0fc6a6d 0fb671e 0fab7d9 0fd58f2 0f87a63 
0fd1fb2 0fb799d 0fb6a56 0fddc45 0f8259a 
0fc3766 0fb3308 0fa7f5d 0fe5b07 0f7ae2c 
0fcd504 0fb185a 0fb201b 0ff177f 0f73186 
0fc7d7d 0fb26dc 0fac22b 0008876 0f68c1e 
0fc1711 0fad908 0fa60fb 000c214 0f5d687 
0fcb635 0fb0400 0fafd42 0009cc9 0f54fd8 
0fbc41c 0fae64b 0fa09c8 000ce0a 0f4d016 
0fc6228 0fae09c 0faac49 000c2b1 0f485d3 
0fc0dc4 0fb07f8 0fa515a 000bfe9 0f44f0c 
0fba4e8 0facfea 0f9ee11 000f290 0f3e2d2 
0fc4cce 0fafb59 0fa9399 000cd49 0f3874e 
0fb686b 0fac693 0f9adc9 000fda2 0f35105 
0fc15b3 0faa43d 0fa5f8e 000f15e 0f36703 
0fbd455 0fab2ac 0fa17f6 000ec6b 0f38c85 
0fb78da 0fa7532 0f9c1fe 0011b68 0f3a515 
0fc1c33 0fab019 0fa62c0 000f73d 0f3dbbe 
0fb2bad 0fa899b 0f970b3 0012d53 0f4015d 
0fbce14 0fa7376 0fa175e 0012871 0f43899 
0fb8a4e 0fa9902 0f9cd74 0012967 0f469f9 
0fb38f7 0fa63d5 0f98130 0015be0 0f48ad8 
0fbf2c4 0fa9679 0fa3844 001371b 0f4c742 
0fb1a3f 0fa74ab 0f95e64 0016a1d 0f4eceb 
0fbcd5b 0fa7c2c 0fa163e 0016067 0f512e0 
0fb9bc0 0fab0f5 0f9dea2 00158f9 0f52198 
0fb572c 0fa82ae 0f99fc2 00166a1 0f516b1 
0fc1aa6 0fac5d4 0fa6183 0fed070 0f51cca 
0fb48c2 0fab336 0f98ec9 0ffab98 0f50c84 
0fc02fd 0fabe7f 0fa4cea 0feafda 0f5031a 
0fbd9c2 0faecc6 0fa1ca5 0fe5912 0f4fa99 
0fb9964 0fabb00 0f9e194 0fe3f73 0f4e8a8 
0fc5e40 0fafa06 0faa466 0fe35df 0f4fa01 
0fb93ca 0fad80d 0f9d898 0fe2116 0f4f1ff 
0fc54dd 0fac7ed 0fa9e40 0fe13f9 0f505d6 
0fc323a 0fae3a2 0fa755c 0fdfe29 0f52578 
0fbf59a 0faaf7c 0fa3e62 0fdcacd 0f54cc5 
0fcc71c 0faeb18 0fb0dd5 0fda0e1 0f590ab 
0fc0710 0fad0fc 0fa4cce 0fd5de2 0f5c31a 
0fccd21 0fae07f 0fb1753 0fd2907 0f5fc39 
0fcad36 0fb18b2 0faf148 0fcf822 0f62f89 
0fc6ee0 0faf5b9 0fab850 0fcc996 0f64e3e 
0fd37be 0fb4057 0fb7f05 0fc9d12 0f689cf 
0fc68aa 0fb303d 0faae4b 0fc56e1 0f6af32 
0fd21f5 0fb316d 0fb6c3b 0fc2cc7 0f6db27 
0fceda0 0fb6ae2 0fb31d8 0fc0f84 0f70990 
0fc9ed2 0fb4ba9 0fae829 0fbd6f9 0f7351d 
0fd5b83 0fb91f1 0fba259 0fbaf44 0f77a6b 
0fc7e5c 0fb847c 0fac364 0fb7bc9 0f7a3d6 
0fd2e06 0fb8ef8 0fb77a8 0fb546e 0f7d707 
0fcfaea 0fbb5ac 0fb3dd5 0fb36d0 0f802b9 
0fca362 0fb7a0b 0faeb4f 0fb20dc 0f81eb5 
0fd5727 0fbb6d4 0fb9cf5 0fb1950 0f84eba 
0fc7495 0fba1a1 0fab8ce 0fafad5 0f86a2f 
0fd20eb 0fbadf3 0fb6a67 0fada75 0f88cde 
0fcf377 0fbd808 0fb36c0 0fabd89 0f8aaee 
0fca824 0fb9cd2 0faf0da 0fa9d6a 0f8bb0b 
0fd75fb 0fbceb0 0fbbc9b 0fa91ff 0f8d82d 
0fca60f 0fbaeb4 0faeab9 0fa7974 0f8debf 
0fd5e85 0fbb01f 0fba850 0fa6b3f 0f8e9e2 
0fd3fef 0fbe2ce 0fb83a7 0fa4aa9 0f8f938 
0fcf6af 0fbd06c 0fb3fbe 0fa0fbf 0f8f8f0 
0fdc266 0fc1da1 0fc09fc 0f9fdf3 0f910f1 
0fcecfb 0fc107f 0fb325f 0f9e002 0f91a4a 
0fda236 0fc0e03 0fbed15 0f9d16b 0f929b7 
0fd7d7f 0fc39a8 0fbc211 0f9bbb0 0f93e5b 
0fd2798 0fc067c 0fb713f 0f9a39e 0f948d7 
0fde889 0fc45bf 0fc30b4 0f9a279 0f969b7 
0fd0d74 0fc2108 0fb5335 0f995f9 0f96e24 
0fdb912 0fc19a5 0fc043d 0f98ab2 0f9788d 
0fd8b76 0fc45c9 0fbd08a 0f97c3b 0f97aed 
0fd2cb3 0fc0deb 0fb76c8 0f96b16 0f96d86 
0fdea01 0fc3f68 0fc3229 0f967ff 0f98065 
0fd0367 0fc1b65 0fb48ca 0f951e6 0f984c7 
0fda3f6 0fc0d8a 0fbee7d 0f9481f 0f99787 
0fd6d28 0fc3472 0fbb112 0f93718 0f9aebf 
0fcfcdd 0fbf8af 0fb45f4 0f91fb0 0f9b888 
0fdb315 0fc274a 0fbfab5 0f91cb8 0f9d0ec 
0fcc4ea 0fc0666 0fb0a48 0f9009d 0f9caea 
0fd5c69 0fbf491 0fba730 0f8eb84 0f9e16b 
0fd23f9 0fc1577 0fb6843 0f8dca7 0fa04da 
0fcb476 0fbd3e1 0fafdce 0f8c743 0fa1170 
0fd7658 0fc093d 0fbbde6 0f8c570 0fa2bc4 
0fc961e 0fbe600 0fadbee 0f8b9dc 0fa270c 
0fd3776 0fbd57a 0fb82b1 0f8bed4 0fa1ac6 
0fd0baa 0fbfaaa 0fb503f 0f8c078 0fa0be0 
0fca139 0fbbd72 0faeac6 0f8bbca 0f9efb4 
0fd61bb 0fbf586 0fba963 0f8c339 0f9eea0 
0fc762f 0fbe3f3 0fabb2f 0f8b384 0f9dd09 
0fd0b0b 0fbe327 0fb5530 0f8b0ad 0f9ea81 
0fcdd07 0fbff60 0fb2068 0f8aa0c 0fa0a1b 
0fc6db3 0fbb98c 0fab62b 0f89866 0fa1b19 
0fd2df2 0fbe559 0fb74b1 0f89b1f 0fa42fc 
0fc4941 0fbb593 0fa8d99 0f88cd3 0fa5615 
0fce60b 0fba010 0fb2f8b 0f8904c 0fa6fda 
0fcbe54 0fbc523 0fb0178 0f89604 0fa82d9 
0fc572e 0fb847f 0fa9f3f 0f88fa8 0fa8011 
0fd20b4 0fbb06b 0fb66eb 0f8992b 0fa8ce7 
0fc43f9 0fb93e1 0fa880a 0f897b6 0fa7786 
0fce305 0fb8965 0fb2c4a 0f8a2e6 0fa6e14 
0fcc000 0fbac61 0fb02fe 0f8a55e 0fa72f8 
0fc5499 0fb69d5 0fa9c9f 0f89968 0fa7383 
0fd1777 0fba05c 0fb5dec 0f8a2aa 0fa8920 
0fc3228 0fb8af6 0fa7685 0f895b6 0fa8209 
0fcc71f 0fb7e0a 0fb1035 0f89771 0fa7c9a 
0fc9ddf 0fba87d 0fae10f 0f894db 0fa78ea 
0fc30d3 0fb619c 0fa78f8 0f889c3 0fa669b 
0fcf223 0fb8352 0fb38df 0f88d96 0fa6f42 
0fc164a 0fb4e94 0fa5a61 0f8813f 0fa604c 
0fcb0db 0fb2fec 0fafa6d 0f88298 0fa56ec 
0fc9036 0fb43aa 0fad3bb 0f88256 0fa4961 
0fc201a 0fb0168 0fa6798 0f8759c 0fa32e0 
0fcda8e 0fb3285 0fb2061 0f878fb 0fa4b00 
0fbee0b 0fb224b 0fa3196 0f87feb 0fa59a1 
0fc7ac2 0fb1d21 0fac3a5 0f89c0f 0fa7aeb 
0fc5b37 0fb3c33 0fa9dad 0f8a66b 0faa249 
0fbf25b 0faf92d 0fa396d 0f88c60 0fac271 
0fcb932 0fb32ad 0fafed5 0f87dc7 0fafb18 
0fbe03d 0fb1be1 0fa2345 0f866f6 0fb177a 
0fc82af 0fb10eb 0facb01 0f85f26 0fb314f 
0fc7706 0fb36a5 0fab8f8 0f8540f 0fb3cfe 
0fbda8b 0fb013e 0fa25bb 0f97cc8 0f99a42 
0fc36b7 0fae563 0fa8809 0f97e13 0f998d2 
0fc65ad 0fb1dbd 0fab187 0f9838a 0f9a074 
0fbc374 0fae326 0fa1296 0f97c55 0f99542 
0fca0ac 0fb0da8 0faf068 0f98462 0f9a0e1 
0fbe592 0fb0910 0fa311c 0f97f30 0f99ae5 
0fc43a3 0faeecb 0fa953d 0f97fa9 0f999d9 
0fc7781 0fb2a29 0fac367 0f984bc 0f9a1b1 
0fbd6e7 0faf114 0fa25f3 0f97c65 0f994d7 
0fcb7a0 0fb1bec 0fb0752 0f98396 0f99f58 
0fc00a7 0fb187d 0fa4c12 0f97e78 0f998c9 
0fc6264 0fb002b 0fab411 0f97fb0 0f9988d 
0fc9ae7 0fb3d93 0fae6e6 0f9842a 0f9a0b0 
0fbfff3 0fb098c 0fa4f16 0f97d17 0f994a5 
0fce75c 0fb3b37 0fb3739 0f98495 0f99f74 
0fc37b7 0fb3fa2 0fa8340 0f97f91 0f99926 
0fca039 0fb2e75 0faf1fd 0f98053 0f998b5 
0fce22e 0fb7594 0fb2dee 0f985cd 0f9a21a 
0fc4fa4 0fb4b0a 0fa9ee2 0f9801b 0f996e1 
0fd4003 0fb8569 0fb8fe1 0f988c3 0f9a260 
0fc9795 0fb9130 0fae321 0f985a0 0f99c8e 
0fd03a0 0fb838c 0fb555d 0f98863 0f99d5e 
0fd459a 0fbcfec 0fb918b 0f990bb 0f9ac1d 
0fca8f2 0fbac86 0faf7ed 0f98f31 0f9a0a1 
0fd8b1a 0fbdfee 0fbdaa0 0f99cc1 0f9aaab 
0fcced1 0fbd8b1 0fb19c6 0f9995f 0f9a75e 
0fd1f10 0fbc0b5 0fb7052 0f99b9d 0f9a9ed 
0fd4c3d 0fbfd4b 0fb979f 0f9a2bd 0f9b953 
0fca2e7 0fbc656 0faf150 0f99a85 0f9b1b2 
0fd7db0 0fbebea 0fbcc9d 0f9a034 0f9c230 
0fcc198 0fbe2c1 0fb0c00 0f9986e 0f9c35f 
0fd196f 0fbc6be 0fb69dd 0f9967e 0f9c771 
0fd51b0 0fbfe11 0fb9c21 0f9967e 0f9d381 
0fcae24 0fbc308 0fafb88 0f98b52 0f9c5d7 
0fd8c0c 0fbedfc 0fbda97 0f99109 0f9d287 
0fcd334 0fbf111 0fb1d40 0f98db4 0f9cae4 
0fd2775 0fbd8f7 0fb77bd 0f99229 0f9c654 
0fd5b8b 0fc1601 0fba640 0f99b0d 0f9cdc2 
0fcb6e6 0fbda03 0fb0452 0f99806 0f9bdc0 
0fd9430 0fbfaaa 0fbe25a 0f9a55d 0f9c646 
0fcd4ce 0fbf55f 0fb1e3e 0f9ae48 0f9bfb9 
0fd20b0 0fbd41b 0fb7006 0f9c26b 0f9c354 
0fd4cf5 0fc0c8e 0fb96bc 0f9da84 0f9d49a 
0fc9b52 0fbd3ee 0fae80c 0f9e1ff 0f9d24d 
0fd7018 0fbfc36 0fbbdd1 0f9f917 0f9e869 
0fcb5d1 0fbee09 0faff6b 0fa0c5c 0f9f1b9 
0fd0a4f 0fbb97a 0fb59e5 0fa26de 0f9f58a 
0fd41cf 0fbdc62 0fb8bfd 0fa41f7 0fa0ad2 
0fc99bd 0fb932a 0fae6d9 0fa5118 0fa01fe 
0fd74d5 0fbb2f6 0fbc303 0fa7986 0fa0e33 
0fcbaf7 0fbb58e 0fb04b9 0faa0da 0f9fa08 
0fd0e2d 0fba673 0fb5e67 0fac0e2 0f9ee77 
0fd45b2 0fbf7e4 0fb9038 0fae20b 0f9ed07 
0fc9980 0fbdbc4 0fae6df 0fafefb 0f9bd75 
0fd7958 0fc1bea 0fbc7b8 0fb2d7e 0f9990d 
0fcbf4f 0fc1781 0fb0980 0fb4fa0 0f97f69 
0fd1062 0fbf900 0fb60ff 0fb72c8 0f97866 
0fd48cb 0fc3937 0fb93f6 0fb913d 0f98397 
0fc9f8b 0fbfe2f 0faede3 0fba9d2 0f977e6 
0fd7fb5 0fc273f 0fbceec 0fbd5df 0f97c61 
0fcc41f 0fc2c4d 0fb0efd 0fbf0d5 0f96aa0 
0fd1b8c 0fc051e 0fb6b81 0fc0a20 0f957f9 
0fd5a96 0fc4f93 0fba556 0fc18c0 0f95def 
0fcb14a 0fc20aa 0faff7d 0fc23f9 0f94e85 
0fd9532 0fc5992 0fbe4c5 0fc3853 0f95d02 
0fcdc4b 0fc5e0a 0fb2781 0fc422a 0f95954 
0fd331f 0fc361d 0fb84e3 0fc5bad 0f953ff 
0fd6f28 0fc6d90 0fbbb79 0fc7860 0f957ec 
0fcbdb2 0fc2fad 0fb0cf9 0fc8ef2 0f9472d 
0fd97ad 0fc569d 0fbe854 0fcbe9e 0f945b8 
0fcd164 0fc584a 0fb1d8a 0fcdf72 0f9306e 
0fd185b 0fc3141 0fb6b1c 0fd004c 0f925ec 
0fd4656 0fc6822 0fb936f 0fd1f76 0f92ff3 
0fc829b 0fc29bf 0fad250 0fd21da 0f9341a 
0fd4947 0fc4ba3 0fb99d4 0fd3396 0f95de3 
0fc6ad9 0fc30d4 0fab7b0 0fd5511 0f97559 
0fc99ba 0fbf123 0faecd1 0fd87a9 0f987b7 
0fcb348 0fc0c6a 0fb0090 0fdb857 0f9a30e 
0fbe3bb 0fb9f9f 0fa33f3 0fdd24a 0f9a4b6 
0fcb04d 0fb93f2 0fb0175 0fe0159 0f9b29b 
0fbdd5a 0fb6ce5 0fa2a02 0fe2f04 0f99f13 
0fc1246 0fb2d19 0fa652e 0fe6f81 0f97fa9 
0fc3273 0fb4fcc 0fa7f30 0fec935 0f95f62 
0fb6ae9 0fb01e4 0f9bb5b 000e0a7 0f91d41 
0fc3d29 0fb1ff3 0fa8ea4 000f38e 0f8ee69 
0fb7fe9 0fb16b8 0f9cd49 001157f 0f8b350 
0fbd4b7 0fae47a 0fa2878 001257d 0f8717c 
0fc1841 0fb0f8e 0fa6641 0010645 0f826a2 
0fb6943 0fab89e 0f9b9f8 0013b30 0f7c113 
0fc4330 0fab82e 0fa9435 0011371 0f7627f 
0fb8a7a 0fa96ac 0f9d71c 0012d39 0f6e988 
0fbdfcb 0fa6cdf 0fa330a 001354a 0f6615f 
0fc1a29 0faad57 0fa6759 0011197 0f5d973 
0fb6af7 0fa7f27 0f9baf2 0013f46 0f53b18 
0fc565c 0fabf85 0faa732 0010ae1 0f4d3d9 
0fbaea4 0fad2ae 0f9fb2a 00117c7 0f489a4 
0fc0a5a 0faac72 0fa5d3a 00116ef 0f46767 
0fc515d 0fadcc7 0fa9eb9 000ed01 0f45465 
0fba60b 0fa9ff0 0f9f6e4 001197b 0f42a83 
0fc853c 0facab0 0fad6eb 000eb9a 0f41eda 
0fbcf90 0facd4b 0fa1c7a 001009e 0f40fe7 
0fc1dd0 0faad5c 0fa70fe 00107fd 0f40f37 
0fc5cd0 0faec5b 0faaa0b 000e463 0f43696 
0fbadd5 0fab3e9 0f9fd98 00115a7 0f45d7a 
0fc8d8b 0fada9a 0fadda1 000e959 0f49f8f 
0fbdbcd 0fad1eb 0fa26e4 000fd5a 0f4d2d8 
0fc2a7b 0faa852 0fa7c08 00103f9 0f4fbd6 
0fc6d03 0fae7b7 0fab8c1 000e0a4 0f512f0 
0fbc380 0fab6bb 0fa121f 001109c 0f50e85 
0fca9e7 0faec40 0faf974 000e4c6 0f517e0 
0fc0041 0faf9b5 0fa4b35 000f8a8 0f516a8 
0fc54ab 0fae6e0 0faa630 000be79 0f51bc3 
0fc9d63 0fb3451 0fae8b1 0fef04f 0f53577 
0fbf1be 0fb1054 0fa4010 0febddf 0f53c33 
0fcd496 0fb4c7a 0fb2441 0fe94fc 0f563bd 
0fc264b 0fb59d9 0fa719a 0fe53ac 0f58cff 
0fc7574 0fb4441 0fac722 0fe0df3 0f5bd9c 
0fcc09c 0fb7fb4 0fb0cc7 0fdcc8a 0f5fa48 
0fc1597 0fb43d8 0fa648c 0fd8238 0f6271b 
0fcfb81 0fb6c04 0fb4b71 0fd444f 0f66aea 
0fc4d6c 0fb7556 0fa9906 0fcfdeb 0f696c7 
0fc9bd8 0fb597a 0faedc8 0fcc4d4 0f6c533 
0fce919 0fba184 0fb3553 0fc9e8e 0f6f047 
0fc4078 0fb6f0c 0fa8fac 0fc74ff 0f6fa94 
0fd2e62 0fb9d77 0fb7eb1 0fc66eb 0f710c6 
0fc8e05 0fba753 0fad9ae 0fc49d3 0f71562 
0fcea12 0fb93fd 0fb3ba8 0fc2b79 0f71fc5 
0fd4291 0fbe480 0fb8ed0 0fc1170 0f7300e 
0fca094 0fbcf9c 0faef93 0fbf139 0f7229a 
0fd95e6 0fc1a37 0fbe5dc 0fbe097 0f7300d 
0fcf56e 0fc3815 0fb400f 0fbc1c4 0f739d7 
0fd5458 0fc1491 0fba4a5 0fb9a40 0f75305 
0fdab5f 0fc55b1 0fbf692 0fb7993 0f78b8a 
0fcff86 0fc264b 0fb4d84 0fb5729 0f7a8e7 
0fde65a 0fc5438 0fc368e 0fb4d76 0f7dd65 
0fd3998 0fc5819 0fb84f5 0fb353b 0f805a8 
0fd880d 0fc2bff 0fbd9ec 0fb19a1 0f8289f 
0fdd9d7 0fc6886 0fc265b 0fb0444 0f85126 
0fd28ac 0fc3b3f 0fb7757 0fae413 0f86021 
0fe0e7a 0fc73b7 0fc5ee5 0fad602 0f87d49 
0fd5d06 0fc8437 0fba885 0fac47f 0f88b49 
0fd9ca0 0fc6855 0fbeedf 0faafa7 0f89d87 
0fde3ff 0fca809 0fc30b2 0faaa82 0f8b8d5 
0fd271c 0fc6511 0fb75bb 0fa99a0 0f8badc 
0fe04fe 0fc82f9 0fc55a0 0fa8d4e 0f8d928 
0fd48cf 0fc81f8 0fb9435 0fa702b 0f8f06a 
0fd7a78 0fc55ed 0fbcc22 0fa54d8 0f90e5f 
0fdb7d5 0fc8a69 0fc040a 0fa48ff 0f9344e 
0fcef42 0fc4a92 0fb3d80 0fa31b9 0f93873 
0fdc9ba 0fc60a4 0fc1953 0fa26ab 0f95408 
0fd160f 0fc536d 0fb607d 0fa0ec8 0f95225 
0fd506b 0fc28cb 0fba150 0f9f4c9 0f94330 
0fd9ba1 0fc6402 0fbe6ba 0f9dc12 0f94af5 
0fcd6c9 0fc1f4c 0fb23c1 0f9bdea 0f9407c 
0fdadf3 0fc3a46 0fbfc20 0f9b46e 0f94b79 
