0fba443 0fae54d 0fb0923 0016925 00163df 
0fb59c5 0fa9754 0fac065 0fd3ff1 0dec547 
0fbc269 0faffe6 0fb28b7 0fd3fc1 0decaad 
0fb5867 0fa9dc8 0fabe0c 0fd366c 0dec2d2 
0fb9dce 0fad699 0fb04d6 0fd3330 0dec2cb 
0fb9a6d 0fadfbc 0faffef 0fd2d09 0dec1e8 
0fb5c42 0fa99de 0fac2e3 0fd256b 0deba29 
0fbc4cb 0fb023b 0fb2b2f 0fd2590 0debf06 
0fb5b02 0faa074 0fac0c6 0fd1baf 0deb59d 
0fb9eee 0fad7b4 0fb0617 0fd18d2 0deb39d 
0fb9d49 0fae27e 0fb02e2 0fd15d9 0deb279 
0fb5eaf 0fa9c47 0fac550 0fd10fc 0dea9ce 
0fbc6ff 0fb0446 0fb2d65 0fd1267 0dead7a 
0fb5d41 0faa2a3 0fac2ef 0fd0be1 0dea43b 
0fba0b3 0fad959 0fb07b5 0fd0d90 0dea471 
0fba02c 0fae536 0fb0594 0fd0cea 0dea553 
0fb5e88 0fa9c28 0fac50f 0fd077d 0de9c5d 
0fbc7cc 0fb04f5 0fb2e2f 0fd0ad0 0dea192 
0fb5ea6 0faa3e8 0fac443 0fd04f6 0de9ac6 
0fba03b 0fad8d3 0fb0730 0fd048d 0de99a7 
0fba094 0fae57e 0fb0608 0fd029e 0de9952 
0fb5f4a 0fa9ce5 0fac5ee 0fcfcdc 0de9140 
0fbc959 0fb0664 0fb2fb1 0fcfedd 0de958b 
0fb6092 0faa5eb 0fac640 0fcf7b9 0de8d87 
0fba180 0fada02 0fb0881 0fcf713 0de8e10 
0fba2e5 0fae7ca 0fb0865 0fcf47b 0de8ef9 
0fb606d 0fa9e14 0fac717 0fceea3 0de87f0 
0fbca5e 0fb073b 0fb30d0 0fcf0d8 0de8da4 
0fb616d 0faa6b7 0fac726 0fcea67 0de863b 
0fba107 0fad987 0fb081d 0fcea0e 0de867e 
0fba32d 0fae7f1 0fb08c8 0fce807 0de8743 
0fb5fb2 0fa9d5b 0fac664 0fce2ff 0de7fe9 
0fbca11 0fb06db 0fb3085 0fce61f 0de8603 
0fb61bf 0faa70a 0fac77c 0fce099 0de7f69 
0fba01b 0fad883 0fb073c 0fce157 0de7fba 
0fba473 0fae918 0fb0a0a 0fce13a 0de8120 
0fb5fcc 0fa9d76 0fac67f 0fcdc85 0de793d 
0fbc9cc 0fb0675 0fb3053 0fcdf5f 0de7e7d 
0fb6235 0faa788 0fac7f1 0fcd9ff 0de77d0 
0fb9f6c 0fad7be 0fb0690 0fcda73 0de7761 
0fba474 0fae907 0fb0a1c 0fcd9e0 0de7805 
0fb5fa8 0fa9d5f 0fac666 0fcd5cd 0de7049 
0fbca7f 0fb0723 0fb3111 0fcd924 0de751a 
0fb62ff 0faa86b 0fac8c0 0fcd39d 0de6d99 
0fb9f61 0fad7da 0fb0698 0fcd3d1 0de6c87 
0fba503 0fae9b0 0fb0ab3 0fcd2cd 0de6c59 
0fb5fa9 0fa9d8c 0fac660 0fccf6b 0de652e 
0fbc9cf 0fb0665 0fb305a 0fcd25a 0de69e1 
0fb62b5 0faa825 0fac872 0fccde1 0de6332 
0fb9e5e 0fad6d8 0fb0591 0fcce92 0de63a4 
0fba513 0fae9b2 0fb0ac2 0fccdbe 0de6465 
0fb5d58 0fa9b46 0fac3f2 0fcc91d 0de5daa 
0fbc89a 0fb050e 0fb2f09 0fccd59 0de65cf 
0fb61b5 0faa737 0fac764 0fcc8cf 0de60e5 
0fb9bd0 0fad44c 0fb0302 0fcc9d5 0de6162 
0fba3bf 0fae844 0fb0979 0fcca23 0de63f9 
0fb5ad5 0fa98dd 0fac19e 0fcc6d3 0de5e5e 
0fbc6b9 0fb0330 0fb2d57 0fccb35 0de63ac 
0fb60a6 0faa62b 0fac674 0fcc65e 0de5ba7 
0fb9977 0fad1cd 0fb00bf 0fcc6fc 0de5a21 
0fba2dc 0fae706 0fb0889 0fcc65e 0de5c5d 
0fb59ec 0fa97f3 0fac09b 0fcc252 0de534c 
0fbc64c 0fb0292 0fb2ce8 0fcc62b 0de57d0 
0fb6098 0faa62c 0fac666 0fcc184 0de4fc7 
0fb990a 0fad193 0fb0056 0fcc2b7 0de4e4b 
0fba381 0fae7f8 0fb0963 0fcc314 0de4e84 
0fb58c4 0fa971d 0fabfa5 0fcbf48 0de463f 
0fbc480 0fb00fc 0fb2b29 0fcc334 0de4bda 
0fb5efc 0faa4b5 0fac4e5 0fcbe92 0de48d8 
0fb94a5 0facd69 0fafbfe 0fcbf5f 0de4bb4 
0fb9ff0 0fae4ab 0fb05ca 0fcbf92 0de506a 
0fb5362 0fa920f 0faba29 0fcbc16 0de4d1b 
0fbbe49 0fafaf4 0fb2506 0fcbf27 0de576e 
0fb5864 0fa9e9e 0fabe5c 0fcb9d5 0de54ba 
0fb8de8 0fac6ef 0faf557 0fcbb74 0de5628 
0fb9bba 0fae08f 0fb01b4 0fcbc65 0de57a7 
0fb4fff 0fa8ee6 0fab6e6 0fcb9c7 0de4efe 
0fbbcb5 0faf96c 0fb2391 0fcbe75 0de524c 
0fb58dd 0fa9f24 0fabee1 0fcbad4 0de4965 
0fb8dbb 0fac6d4 0faf52d 0fcbc33 0de4518 
0fb9d4f 0fae210 0fb0339 0fcbd1a 0de42fc 
0fb5044 0fa8f28 0fab727 0fcb958 0de3973 
0fbbd55 0faf9dd 0fb2443 0fcbd23 0de3d1d 
0fb59e8 0faa00d 0fabfe2 0fcb872 0de35dd 
0fb8d58 0fac64b 0faf4d7 0fcba09 0de3665 
0fb9ddf 0fae250 0fb03df 0fcbbf6 0de3a8f 
0fb4f26 0fa8de5 0fab60f 0fcb8cc 0de35a3 
0fbbbd7 0faf7f7 0fb22be 0fcbcd2 0de3e65 
0fb585b 0fa9e2f 0fabe54 0fcb7e0 0de3d08 
0fb8a1a 0fac2a8 0faf1a7 0fcb994 0de4353 
0fb9b13 0fadf1a 0fb0130 0fcbacd 0de4c2f 
0fb4c1b 0fa8ab5 0fab32e 0fcb7b9 0de4b8a 
0fbb96c 0faf561 0fb2087 0fcbb8c 0de5482 
0fb5746 0fa9d20 0fabd6f 0fcb77a 0de4f38 
0fb89a9 0fac255 0faf13e 0fcbad6 0de4cb2 
0fb9d03 0fae110 0fb0327 0fcbced 0de496a 
0fb4d39 0fa8bee 0fab447 0fcba1a 0de3bca 
0fbbc1d 0faf7fd 0fb232a 0fcc010 0de3aa7 
0fb5b3b 0faa11f 0fac14d 0fcbd40 0de2dc7 
0fb8bb4 0fac46a 0faf348 0fcbff4 0de279c 
0fba00d 0fae416 0fb0638 0fcc277 0de2720 
0fb4ee4 0fa8dbd 0fab5f8 0fcbf7e 0de1f07 
0fbbc87 0faf877 0fb23b3 0fcc3fd 0de24c1 
0fb5baf 0faa1a4 0fac1d4 0fcc0df 0de2105 
0fb8919 0fac1d1 0faf0c0 0fcc1e8 0de23cd 
0fb9e35 0fae223 0fb0463 0fcc3ee 0de2c62 
0fb4b46 0fa8a38 0fab25c 0fcc04b 0de2ae2 
0fbb940 0faf50e 0fb2050 0fcc5d3 0de3771 
0fb57a7 0fa9d9b 0fabdb5 0fcc181 0de3602 
0fb853a 0fabdf4 0faeccc 0fcc445 0de3abd 
0fb9ba3 0fadf72 0fb01c7 0fcc63b 0de408a 
0fb4851 0fa873b 0faaf40 0fcc312 0de3aac 
0fbb646 0faf1e4 0fb1d4b 0fcc8e2 0de41ca 
0fb570d 0fa9d03 0fabd28 0fcc6c5 0de3cd6 
0fb8326 0fabbea 0faeac7 0fcc9d3 0de3be4 
0fb9ba8 0fadf84 0fb01e3 0fccd93 0de3c85 
0fb4866 0fa8796 0faaf76 0fccc1c 0de31d5 
0fbb5e8 0faf197 0fb1d0a 0fcd21e 0de33dd 
0fb580a 0fa9e1c 0fabe2d 0fcd0bd 0de2ba6 
0fb83d6 0fabca8 0faeb77 0fcd437 0de28b3 
0fb9d52 0fae0fd 0fb0374 0fcd795 0de2a68 
0fb4888 0fa879e 0faaf86 0fcd50e 0de232d 
0fbb5a5 0faf10e 0fb1cc2 0fcd8ed 0de2974 
0fb5817 0fa9dec 0fabe19 0fcd63d 0de26a0 
0fb830b 0fabbab 0faea9c 0fcd8bf 0de293c 
0fb9d6b 0fae0e9 0fb0387 0fcda69 0de2da4 
0fb4793 0fa86a8 0faae82 0fcd708 0de282a 
0fbb5d9 0faf12f 0fb1cf1 0fcdc8d 0de3037 
0fb5878 0fa9e5d 0fabe82 0fcd9b7 0de2c7d 
0fb8143 0fab9d6 0fae8c6 0fcdbf6 0de2cb2 
0fb9d44 0fae0a9 0fb0372 0fcde7d 0de3055 
0fb46fc 0fa862a 0faae01 0fcdba5 0de2980 
0fbb5aa 0faf0ef 0fb1cdc 0fce221 0de2f7e 
0fb5996 0fa9f81 0fabfb3 0fce157 0de2a16 
0fb8194 0faba33 0fae923 0fce50d 0de27fd 
0fb9dc0 0fae126 0fb03e7 0fce8ad 0de282b 
0fb470c 0fa8652 0faadf5 0fce826 0de1f48 
0fbb5ba 0faf0ef 0fb1cca 0fcef66 0de2370 
0fb59c1 0fa9fad 0fabfcc 0fcedc8 0de1d2b 
0fb8046 0fab8d2 0fae7b2 0fcf08c 0de1c50 
0fb9e6b 0fae19f 0fb048c 0fcf389 0de2056 
0fb45f0 0fa852f 0faacde 0fcf15c 0de1ab4 
0fbb49d 0faefaf 0fb1bc1 0fcf878 0de23cc 
0fb595e 0fa9f38 0fabf67 0fcf7b7 0de2276 
0fb7d91 0fab623 0fae51e 0fcfaaa 0de23f3 
0fb9d2a 0fae042 0fb0357 0fcfeab 0de29cc 
0fb441f 0fa836c 0faab08 0fcfc30 0de2445 
0fbb265 0faed75 0fb1981 0fd02e2 0de2ac1 
0fb583a 0fa9e3f 0fabe41 0fd0283 0de25a8 
0fb7c37 0fab4d9 0fae3bd 0fd0612 0de24ef 
0fb9e12 0fae12c 0fb0434 0fd0933 0de27f4 
0fb4492 0fa8409 0faab6a 0fd0657 0de1ee6 
0fbb2af 0faeda5 0fb19ce 0fd0c8c 0de2384 
0fb5903 0fa9f01 0fabf1d 0fd0b96 0de1e2d 
0fb7bec 0fab489 0fae379 0fd11a5 0de1d82 
0fb9ddb 0fae0c0 0fb0400 0fd188c 0de208e 
0fb4329 0fa828c 0faaa12 0fd1800 0de1a3e 
0fbb0af 0faeb64 0fb17cd 0fd1ee2 0de2187 
0fb564e 0fa9c15 0fabc50 0fd20c4 0de1f96 
0fb7706 0faaf89 0fade9c 0fd2889 0de224c 
0fb9991 0fadc7a 0faffcf 0fd2f84 0de2855 
0fb3e09 0fa7d98 0faa4ef 0fd30b5 0de222b 
0fbaba2 0fae676 0fb12d3 0fd3a58 0de294c 
0fb52c0 0fa98b2 0fab8d2 0fd3b4b 0de2620 
0fb731d 0faabb4 0fada9a 0fd3ea7 0de26e3 
0fb9764 0fada2c 0fafd94 0fd401e 0de2b24 
0fb3bf0 0fa7b6e 0faa2c9 0fd3b94 0de24ac 
0fbab27 0fae5d3 0fb1247 0fd3ead 0de2ab4 
0fb53e9 0fa99e6 0fab9fd 0fd3a03 0de269d 
0fb7345 0faac03 0fadae4 0fd3ac4 0de2654 
0fb98b0 0fadba5 0fafef7 0fd3d65 0de2a0a 
0fb3c31 0fa7c1c 0faa321 0fd3c11 0de22f4 
0fbaabe 0fae5ab 0fb120b 0fd445f 0de2977 
0fb538f 0fa99db 0fab9aa 0fd437d 0de24d6 
0fb7180 0faaa99 0fad918 0fd464f 0de227a 
0fb97f1 0fadb30 0fafe3f 0fd4af7 0de2583 
0fb3b26 0fa7b8a 0faa20c 0fd4965 0de1de7 
0fba9ca 0fae510 0fb1193 0fd50eb 0de24a6 
0fb52db 0fa997d 0fab91a 0fd4e7f 0de2155 
0fb700e 0faa976 0fad86b 0fd5181 0de226f 
0fb975c 0fadab8 0faff52 0fd5544 0de2806 
0fb3910 0fa79a2 0faa08b 0fd5082 0de2297 
0fba788 0fae2bd 0fb0fce 0fd57ae 0de2ac8 
0fb513a 0fa97dd 0fab86f 0fd56ef 0de2825 
0fb6d26 0faa683 0fad561 0fd59a3 0de298a 
0fb95bd 0fad8f6 0fafc43 0fd5d2c 0de2f80 
0fb3779 0fa7800 0fa9ec7 0fd5aae 0de291b 
0fba5e7 0fae10e 0fb0d50 0fd6029 0de2ea4 
0fb519d 0fa9837 0fab7cc 0fd5f67 0de2b6f 
0fb6cb4 0faa612 0fad461 0fd61ac 0de29f5 
0fb9629 0fad94d 0fafc71 0fd64e3 0de2e3b 
0fb37a4 0fa7850 0fa9e8e 0fd6489 0de27aa 
0fba631 0fae14d 0fb0d62 0fd6eb0 0de2cc9 
0fb5083 0fa9717 0fab691 0fd717e 0de2925 
0fb697c 0faa2ba 0fad114 0fd75e6 0de2a46 
0fb93ff 0fad6dc 0fafa46 0fd7997 0de31fa 
0fb34f7 0fa7573 0fa9bef 0fd787a 0de2e27 
0fba30c 0fadde5 0fb0a5d 0fd7ffd 0de35f6 
0fb4fed 0fa9664 0fab60d 0fd7edf 0de350a 
0fb695f 0faa2a8 0fad0ec 0fd7e96 0de3669 
0fb962b 0fad8f8 0fafc62 0fd7f63 0de3c9d 
0fb35e7 0fa7668 0fa9cae 0fd7d10 0de35e5 
0fba36a 0fade20 0fb0a8d 0fd83b4 0de3bb8 
0fb5159 0fa97b8 0fab740 0fd8236 0de386d 
0fb68a1 0faa1ce 0fad012 0fd8348 0de366f 
0fb9590 0fad85b 0fafbd0 0fd87de 0de3962 
0fb3434 0fa74ef 0fa9b0f 0fd858d 0de30c0 
0fba268 0fadd38 0fb09b1 0fd8cd5 0de36f9 
0fb50d6 0fa977c 0fab6f4 0fd8bf5 0de32e9 
0fb6701 0faa098 0faceb7 0fd8dfb 0de3252 
0fb951c 0fad80d 0fafb7d 0fd919b 0de37c3 
0fb3384 0fa7463 0fa9a46 0fd8fac 0de3143 
0fba100 0fadbcc 0fb080a 0fd9633 0de381d 
0fb5008 0fa968d 0fab5db 0fd9379 0de360a 
0fb65cf 0fa9f3d 0facd26 0fd94a3 0de3769 
0fb9500 0fad7bb 0fafb1f 0fd97b3 0de3e3a 
0fb328d 0fa7388 0fa994d 0fd9311 0de3839 
0fba01c 0fadaf4 0fb074a 0fd95f2 0de3f0b 
0fb5054 0fa971d 0fab640 0fd91c9 0de3c7d 
0fb64a0 0fa9e49 0facc10 0fd92b4 0de3bf3 
0fb952b 0fad7ef 0fafb45 0fd9562 0de408f 
0fb3303 0fa7404 0fa99a4 0fd91f2 0de3a32 
0fb9fbe 0fada66 0fb06d1 0fd9745 0de3fe4 
0fb5078 0fa971f 0fab669 0fd9688 0de3c05 
0fb6270 0fa9bed 0fac9da 0fd98dc 0de3a28 
0fb93d3 0fad655 0faf9fb 0fd9c46 0de3e47 
0fb31a5 0fa72a5 0fa983c 0fd9a33 0de36d8 
0fb9ebe 0fad93f 0fb05d3 0fda0ab 0de3b5d 
0fb50ad 0fa9743 0fab68e 0fd9ed1 0de373c 
0fb621e 0fa9ba9 0fac97d 0fd9f26 0de348f 
0fb9503 0fad76c 0fafb17 0fda216 0de387e 
0fb325f 0fa7370 0fa98fc 0fd9ff8 0de3276 
0fb9eb1 0fad929 0fb05d1 0fda41c 0de384a 
0fb51d2 0fa9858 0fab7a3 0fda1d4 0de35bb 
0fb61a1 0fa9b28 0fac912 0fda348 0de3564 
0fb95c0 0fad7ff 0fafbf1 0fda675 0de3a8c 
0fb31b3 0fa72e2 0fa985b 0fda2ad 0de3403 
0fb9ef5 0fad94e 0fb0614 0fda744 0de3971 
0fb5342 0fa99ce 0fab91c 0fda43f 0de375c 
0fb61ea 0fa9b9b 0fac970 0fda4ca 0de35f4 
0fb97c4 0fada0c 0fafe12 0fda8b2 0de3a91 
0fb3342 0fa748e 0fa9a05 0fda52c 0de33f9 
0fba015 0fada7a 0fb0743 0fda990 0de3976 
0fb5518 0fa9bae 0fabb02 0fda6e5 0de354d 
0fb62ad 0fa9c4e 0faca1f 0fda827 0de33ab 
0fb98bd 0fadafc 0fafeef 0fdaa3c 0de37b2 
0fb33f0 0fa7535 0fa9a8f 0fda6ab 0de310d 
0fb9fc5 0fada09 0fb06e5 0fdabbc 0de3686 
0fb5512 0fa9b9d 0fabadb 0fda8f4 0de3309 
0fb615a 0fa9aee 0fac8b6 0fda862 0de318a 
0fb99c4 0fadbe6 0faffea 0fdab2c 0de36c1 
0fb33ff 0fa7570 0fa9a8f 0fda6d7 0de2ebd 
0fba035 0fada85 0fb0761 0fdab31 0de3301 
0fb56c8 0fa9d86 0fabcc5 0fda7ee 0de2e5d 
0fb6221 0fa9be3 0fac9a9 0fda7d1 0de2af0 
0fb9b10 0fadd3d 0fb0164 0fdaa4e 0de2de6 
0fb35ca 0fa7764 0fa9c7b 0fda6c3 0de2576 
0fba1f0 0fadc32 0fb0923 0fdab19 0de2967 
0fb5a5d 0faa10d 0fac02a 0fda810 0de2558 
0fb63f2 0fa9dbf 0facb61 0fda71f 0de227e 
0fb9de1 0fadff1 0fb042f 0fda9cd 0de2787 
0fb85b2 0fac035 0faed02 0fd848b 0dd2f20 
0fb8a42 0fad106 0faf01d 0fd8547 0dd2fc7 
0fb4559 0fa8551 0faac4c 0fd82e3 0dd2939 
0fbaf44 0faee2f 0fb1611 0fd86cf 0dd2ed0 
0fb47bc 0fa8f74 0faade1 0fd81f7 0dd2899 
0fb847e 0fabf59 0faec11 0fd83ca 0dd2a3a 
0fb89cf 0fad0c7 0faefe6 0fd842e 0dd2cd1 
0fb4352 0fa836d 0faaa69 0fd80a3 0dd26ed 
0fbae56 0faed41 0fb1546 0fd85a6 0dd2ed1 
0fb478c 0fa8f42 0faade6 0fd81a8 0dd29f6 
0fb856b 0fac02f 0faeda1 0fd85e0 0dd2db4 
0fb8d0c 0fad3e2 0faf3c2 0fd86c0 0dd3058 
0fb4696 0fa86c8 0faae5a 0fd81d9 0dd286f 
0fbb257 0faf127 0fb19fe 0fd8465 0dd2da1 
0fb4c23 0fa93cc 0fab2f9 0fd7e42 0dd261c 
0fb886e 0fac32a 0faf0ac 0fd8038 0dd2674 
0fb910d 0fad7d7 0faf7c3 0fd81c6 0dd27b8 
0fb4949 0fa8986 0fab108 0fd7f0a 0dd1e9d 
0fbb44e 0faf2e6 0fb1be5 0fd8626 0dd244e 
0fb4e14 0fa9598 0fab4e8 0fd83e6 0dd1fdf 
0fb88fa 0fac382 0faf12c 0fd83a8 0dd229a 
0fb91d1 0fad831 0faf888 0fd8289 0dd2741 
0fb489b 0fa8899 0fab046 0fd8137 0dd235b 
0fbb445 0faf2aa 0fb1be2 0fd8672 0dd2b83 
0fb4fb4 0fa9735 0fab676 0fd7feb 0dd25ca 
0fb893e 0fac3cc 0faf16a 0fd7fa2 0dd24b9 
0fb9518 0fadb9b 0fafbda 0fd816d 0dd24c6 
0fb4b81 0fa8bb7 0fab32b 0fd7db9 0dd1ade 
0fbb872 0faf6dd 0fb1ffa 0fd8153 0dd1e90 
0fb53e7 0fa9b9c 0fabaab 0fd7c0e 0dd155b 
0fb8ce9 0fac78d 0faf508 0fd7e7a 0dd13d2 
0fb987b 0fadee8 0faff36 0fd7f8b 0dd1453 
0fb4eaf 0fa8f01 0fab65d 0fd7ccf 0dd0dbd 
0fbba0f 0faf871 0fb218a 0fd8040 0dd1393 
0fb54d7 0fa9c99 0fabb91 0fd7c56 0dd0f68 
0fb8c29 0fac6de 0faf461 0fd7f94 0dd12c8 
0fb9923 0fadf9c 0faffdb 0fd7f7e 0dd169a 
0fb4eec 0fa8f66 0fab69b 0fd7952 0dd10c5 
0fbbc06 0fafa7a 0fb2394 0fd7a43 0dd17c0 
0fb5870 0faa054 0fabf35 0fd731f 0dd121f 
0fb8e52 0fac918 0faf690 0fd7309 0dd1327 
0fb9bff 0fae26c 0fb029b 0fd7131 0dd1546 
0fb5158 0fa91d2 0fab8e4 0fd6bd1 0dd0ef8 
0fbbe03 0fafc33 0fb257f 0fd6d80 0dd13e5 
0fb5ac5 0faa27c 0fac152 0fd6853 0dd0d37 
0fb8fd3 0faca70 0faf7e9 0fd6ac1 0dd0cf2 
0fb9ed8 0fae501 0fb0572 0fd6cd9 0dd0d88 
0fb51c6 0fa9231 0fab93c 0fd6a80 0dd0442 
0fbbe6a 0fafc79 0fb25d6 0fd6f01 0dd067d 
0fb5bb0 0faa35c 0fac236 0fd6b86 0dcfd9f 
0fb8ed3 0fac96d 0faf6de 0fd6d48 0dcfb3e 
0fba0a6 0fae6c2 0fb0722 0fd6f15 0dcfced 
0fb522f 0fa92a8 0fab99b 0fd6a35 0dcf511 
0fbbe87 0fafc75 0fb2608 0fd6b86 0dcfa5a 
0fb5d47 0faa4f8 0fac3c1 0fd64df 0dcf581 
0fb8fc1 0faca39 0faf7a5 0fd639b 0dcf667 
0fba21c 0fae80f 0fb088e 0fd6229 0dcf9e3 
0fb5306 0fa938d 0fabaaa 0fd5b39 0dcf2df 
0fbc096 0fafe67 0fb282d 0fd5bdc 0dcf90a 
0fb5f42 0faa6f9 0fac703 0fd562b 0dcf360 
0fb90c5 0facb5f 0fafa1b 0fd55d1 0dcf3be 
0fba3c4 0fae9bb 0fb0b7f 0fd54dd 0dcf5c8 
0fb5399 0fa944b 0fabb22 0fd4e3d 0dcee5c 
0fbc1a3 0faff88 0fb2a5c 0fd539e 0dcf44c 
0fb60c9 0faa896 0fac772 0fd4e50 0dcedbe 
0fb9108 0facb97 0faf9a0 0fd50f7 0dced05 
0fba569 0faeb45 0fb0d26 0fd5381 0dceee9 
0fb54f1 0fa95a2 0fabc90 0fd4f25 0dce6ca 
0fbc213 0faffca 0fb2ada 0fd53db 0dcea7d 
0fb6113 0faa8c9 0fac7b0 0fd4d5a 0dce2f4 
0fb906b 0facae4 0faf8a0 0fd4e8d 0dce1cf 
0fba5fc 0faebb4 0fb0cc5 0fd4e8b 0dce384 
0fb5434 0fa94d9 0fabb9a 0fd4857 0dcdb71 
0fbc20e 0faff99 0fb297f 0fd4a89 0dce179 
0fb6216 0faa9be 0fac89d 0fd441c 0dcdc55 
0fb904f 0facaba 0faf863 0fd4313 0dcdcf5 
0fba67b 0faec27 0fb0d20 0fd41be 0dcdfa2 
0fb5447 0fa950d 0fabbc9 0fd3ae7 0dcd857 
0fbc275 0fb0018 0fb2a15 0fd3c7b 0dcdd58 
0fb6253 0faaa34 0fac8de 0fd35ec 0dcd615 
0fb9085 0facb2e 0faf887 0fd3699 0dcd570 
0fba76e 0faed3f 0fb0e0a 0fd35a2 0dcd6b9 
0fb5477 0fa9587 0fabbdc 0fd2fe8 0dcce00 
0fbc2c6 0fb007e 0fb2a3d 0fd3310 0dcd21a 
0fb6361 0faab6d 0fac9da 0fd2d7c 0dccade 
0fb8ff8 0facacc 0faf801 0fd2cef 0dcc907 
0fba930 0faef08 0fb0fbc 0fd2c05 0dcc9c9 
0fb5551 0fa967f 0fabcce 0fd254b 0dcc055 
0fbc3f6 0fb01b2 0fb2b91 0fd269e 0dcc3f3 
0fb6507 0faad1b 0facba6 0fd1fc3 0dcbca2 
0fb8ff3 0facabe 0faf81b 0fd1dc7 0dcbadb 
0fbab0c 0faf0c3 0fb11be 0fd1cab 0dcbe1c 
0fb570e 0fa9837 0fabe97 0fd1582 0dcb7d5 
0fbc498 0fb0212 0fb2c34 0fd16ae 0dcbf3b 
0fb6648 0faae36 0faccd5 0fd1138 0dcbc89 
0fb902a 0facab9 0faf80c 0fd105c 0dcbd9e 
0fbaa0e 0faef90 0fb109b 0fd0f5f 0dcc0b6 
0fb53db 0fa94f0 0fabb3e 0fd0b3c 0dcb9b1 
0fbc145 0fafe94 0fb28e2 0fd0fd9 0dcbf5d 
0fb63db 0faaba4 0faca6c 0fd0c16 0dcb991 
0fb8dcb 0fac846 0faf5d8 0fd0b81 0dcb7a6 
0fbaa9c 0faefd8 0fb112e 0fd09b0 0dcb80d 
0fb5555 0fa9652 0fabcae 0fd0328 0dcae43 
0fbc473 0fb01ac 0fb2beb 0fd04e8 0dcb0a3 
0fb6844 0fab033 0faceba 0fcfdcf 0dca853 
0fb902c 0facaeb 0faf82e 0fcfa7d 0dca4d3 
0fbadff 0faf388 0fb149f 0fcf880 0dca561 
0fb5752 0fa98d4 0fabeca 0fcf0a0 0dc9bb9 
0fbc625 0fb039c 0fb2dcc 0fcf0ac 0dca03b 
0fb6b3d 0fab385 0fad1ce 0fce968 0dc98f8 
0fb91cf 0faccdc 0faf9dd 0fce68a 0dc9691 
0fbaff9 0faf5d4 0fb16bd 0fce393 0dc98d5 
0fb57d8 0fa99c5 0fabf4d 0fcdc68 0dc9335 
0fbc4b2 0fb028e 0fb2c67 0fcdd8b 0dc9b0a 
0fb6953 0fab207 0fad006 0fcd7f3 0dc9961 
0fb8d8e 0fac8f2 0faf5cd 0fcd6ee 0dc9c82 
0fbac3a 0faf225 0fb12ff 0fcd66b 0dca255 
0fb5359 0fa957d 0fabae0 0fcd117 0dc9c55 
0fbc225 0fafff4 0fb29dd 0fcd4be 0dca275 
0fb67a6 0fab059 0face4b 0fcd020 0dc9b3f 
0fb8c0e 0fac778 0faf43f 0fccfbc 0dc97dd 
0fbacc7 0faf2b1 0fb1382 0fccf03 0dc95e6 
0fb54be 0fa9700 0fabc38 0fcca2d 0dc89c5 
0fbc3b5 0fb0188 0fb2b6d 0fccd2f 0dc8be3 
0fb6a6e 0fab350 0fad10d 0fcc7ba 0dc8281 
0fb8e0d 0fac9ad 0faf64f 0fcc751 0dc7e1b 
0fbb03e 0faf62b 0fb170f 0fcc7e9 0dc7e84 
0fb5625 0fa9874 0fabdb2 0fcc357 0dc75b4 
0fbc3e0 0fb0174 0fb2bb1 0fcc6db 0dc7bc8 
0fb6abd 0fab344 0fad15c 0fcc273 0dc795e 
0fb8c6a 0fac7b4 0faf4a8 0fcc20e 0dc7c15 
0fbaeeb 0faf465 0fb15bd 0fcc271 0dc8449 
0fb5431 0fa9646 0fabbb9 0fcbd5e 0dc8333 
0fbc23c 0faff95 0fb2a09 0fcbf4e 0dc8d3a 
0fb6a44 0fab2ca 0fad11a 0fcb9f4 0dc8b76 
0fb8b20 0fac65e 0faf37e 0fcb999 0dc8aac 
0fbaf2b 0faf48c 0fb1618 0fcb99e 0dc8bb1 
0fb545c 0fa967c 0fabbe9 0fcb49a 0dc814d 
0fbc325 0fb0074 0fb2b01 0fcb7d1 0dc8289 
0fb6b66 0fab401 0fad24e 0fcb308 0dc786e 
0fb8bbe 0fac724 0faf430 0fcb363 0dc72e9 
0fbb1ab 0faf732 0fb18c1 0fcb4f4 0dc72cc 
0fb5583 0fa97e4 0fabd42 0fcb021 0dc6838 
0fbc3cb 0fb0134 0fb2bd2 0fcb3df 0dc6ce2 
0fb6cb7 0fab553 0fad38f 0fcb01d 0dc69b7 
0fb8a6e 0fac5c5 0faf2b8 0fcb05c 0dc6ae6 
0fbb009 0faf566 0fb16fd 0fcb1d7 0dc7219 
0fb5296 0fa94ef 0faba38 0fcac39 0dc6df3 
0fbc039 0fafd81 0fb283c 0fcaf49 0dc7732 
0fb68be 0fab163 0facfb9 0fcaa44 0dc75cb 
0fb8640 0fac1a5 0faeec5 0fcaaaa 0dc7832 
0fbad55 0faf296 0fb147a 0fcabdf 0dc7dea 
0fb4f81 0fa91e0 0fab74a 0fca677 0dc7714 
0fbbda8 0fafad3 0fb25bd 0fcaa01 0dc7c6f 
0fb67c8 0fab044 0facec1 0fca649 0dc777e 
0fb8401 0fabf44 0faec8f 0fca6c4 0dc74b3 
0fbac2c 0faf142 0fb133a 0fca8a1 0dc75d9 
0fb4e1e 0fa9069 0fab5c6 0fca41f 0dc6b4f 
0fbbcde 0faf9dc 0fb24e3 0fca8de 0dc6eaa 
