0fc1d30 0fdc789 0fb620f 0fba65a 0fb412e 
0fc550a 0fdd33e 0fb9145 0fbfcf2 0fb71a2 
0fc1a8f 0fdd0c7 0fb64f3 0fbbe74 0fb49b1 
0fc0fa3 0fdcf07 0fb4d8b 0fbb7bf 0fb2e2b 
0fc5c2d 0fdd446 0fba085 0fc01a9 0fb82ba 
0fbeadc 0fdcc30 0fb3191 0fb90a2 0fb1522 
0fc552f 0fdd23f 0fb919a 0fbfd33 0fb7194 
0fc1b9c 0fdd14b 0fb6688 0fbbfaa 0fb4a4c 
0fc0e72 0fdd03b 0fb4cbc 0fbb6bb 0fb2cde 
0fc5b98 0fdd747 0fba00f 0fc0120 0fb81a7 
0fbea4a 0fdd0bd 0fb3117 0fb9011 0fb1438 
0fc53b8 0fdd5f1 0fb8feb 0fbfbed 0fb7010 
0fc1b6e 0fdd31d 0fb659e 0fbbfac 0fb49e6 
0fc0dde 0fdd05b 0fb4ae1 0fbb644 0fb2cbd 
0fc5c8e 0fdd6ec 0fb9f9d 0fc0235 0fb82fb 
0fbe9a8 0fdcf93 0fb2ff1 0fb8f87 0fb13a7 
0fc530f 0fdd78c 0fb8f28 0fbfb41 0fb6fb5 
0fc1a83 0fdd62a 0fb6538 0fbbeb0 0fb499c 
0fc0c12 0fdd255 0fb4a54 0fbb458 0fb2ac6 
0fc5b4c 0fdd8ee 0fb9fcd 0fc010b 0fb8173 
0fbe923 0fdd2e9 0fb30b2 0fb8f14 0fb1302 
0fc5129 0fdd926 0fb8de9 0fbf97f 0fb6d6a 
0fc1916 0fdd828 0fb6438 0fbbd77 0fb4807 
0fc097b 0fdd5f3 0fb481e 0fbb212 0fb2897 
0fc59ab 0fddd26 0fb9e1c 0fbffa6 0fb80d0 
0fbe765 0fdd5c6 0fb2eea 0fb8d93 0fb129e 
0fc4ff3 0fddb37 0fb8cf9 0fbf8a3 0fb6da0 
0fc1933 0fdd8c4 0fb6484 0fbbdd3 0fb49c9 
0fc09d7 0fdd60c 0fb48f8 0fbb29f 0fb2a22 
0fc5974 0fddb96 0fb9e92 0fbffad 0fb8133 
0fbe6e5 0fdd4c1 0fb2f33 0fb8d39 0fb12cb 
0fc4eb4 0fdda8b 0fb8c74 0fbf790 0fb6c82 
0fc1880 0fdd80c 0fb6456 0fbbd4b 0fb48ab 
0fc081a 0fdd4f3 0fb473f 0fbb10c 0fb2810 
0fc5855 0fdda35 0fb9d02 0fbfec5 0fb7f73 
0fbe61b 0fdd323 0fb2dc6 0fb8c8d 0fb11be 
0fc4db2 0fdd844 0fb8aba 0fbf69c 0fb6b3e 
0fc1873 0fdd571 0fb63cd 0fbbd43 0fb4874 
0fc070d 0fdd16d 0fb45f6 0fbaff3 0fb2711 
0fc592b 0fdd70e 0fb9dce 0fbff8a 0fb8045 
0fbe716 0fdd00b 0fb2f03 0fb8d84 0fb127f 
0fc4e34 0fdd679 0fb8b3b 0fbf71f 0fb6b95 
0fc19a3 0fdd554 0fb64d3 0fbbe69 0fb4988 
0fc075c 0fdd2da 0fb464a 0fbb03c 0fb2748 
0fc597c 0fdd8da 0fb9de0 0fbffce 0fb8057 
0fbe7b2 0fdd1c5 0fb2f48 0fb8e0a 0fb133b 
0fc4e19 0fdd599 0fb8abe 0fbf701 0fb6b40 
0fc1bf2 0fdd38b 0fb66c5 0fbc0c1 0fb4ba1 
0fc0868 0fdcf66 0fb470b 0fbb156 0fb284e 
0fc5a66 0fdd4df 0fb9eb2 0fc00ed 0fb8116 
0fbe7d1 0fdcf00 0fb2f98 0fb8e3e 0fb1345 
0fc4da5 0fdd625 0fb8a94 0fbf6a7 0fb6ada 
0fc1a67 0fdd5d7 0fb65a9 0fbbf52 0fb4a17 
0fc06fd 0fdd4be 0fb460a 0fbb004 0fb26ff 
0fc59fe 0fddbb0 0fb9e46 0fc008e 0fb80b4 
0fbe6f1 0fdd4f2 0fb2ebf 0fb8d73 0fb1285 
0fc4cec 0fddb34 0fb89ac 0fbf5f0 0fb6a32 
0fc1ac0 0fdda7c 0fb65fb 0fbbfb4 0fb4a96 
0fc0606 0fdd814 0fb450e 0fbaf02 0fb2643 
0fc5935 0fdddd8 0fb9d70 0fbffc4 0fb800f 
0fbe69a 0fdd678 0fb2e97 0fb8d17 0fb126f 
0fc4d08 0fddc10 0fb89ef 0fbf614 0fb6a71 
0fc1bcb 0fdda83 0fb6700 0fbc0c7 0fb4bb5 
0fc05b2 0fdd810 0fb44dc 0fbaebf 0fb2620 
0fc5a30 0fdde7b 0fb9e47 0fc00ce 0fb80cb 
0fbe6e5 0fdd624 0fb2eb9 0fb8d58 0fb1283 
0fc4c11 0fdda79 0fb88ad 0fbf520 0fb691e 
0fc1ba4 0fdd7a1 0fb66a8 0fbc091 0fb4b3a 
0fc04f5 0fdd42d 0fb441c 0fbadee 0fb24f8 
0fc59df 0fdda31 0fb9def 0fc0082 0fb801d 
0fbe74a 0fdd3d7 0fb2f55 0fb8db6 0fb12b5 
0fc4b27 0fdd939 0fb87fb 0fbf434 0fb67d5 
0fc1bd2 0fdd85b 0fb66fb 0fbc0bc 0fb4b20 
0fc0472 0fdd59a 0fb439a 0fbad60 0fb244e 
0fc5a10 0fddbaa 0fb9e05 0fc009e 0fb8021 
0fbe75e 0fdd46d 0fb2f43 0fb8daf 0fb12e0 
0fc4b3f 0fdd8a5 0fb87c4 0fbf43e 0fb67f9 
0fc1c57 0fdd603 0fb6738 0fbc142 0fb4bd1 
0fc0421 0fdd1cb 0fb4315 0fbad0b 0fb2437 
0fc5a88 0fdd7a5 0fb9e3f 0fc0113 0fb809c 
0fbe77d 0fdcfd6 0fb2f65 0fb8dde 0fb130c 
0fc4b44 0fdd508 0fb87d5 0fbf456 0fb67f6 
0fc1d4c 0fdd43a 0fb6818 0fbc223 0fb4c93 
0fc0424 0fdd145 0fb4306 0fbace4 0fb23ea 
0fc59a1 0fdd76c 0fb9d2c 0fc000c 0fb7f41 
0fbe857 0fdd200 0fb2d47 0fb8b7a 0fb10ea 
0fc4b93 0fdd745 0fb852d 0fbf174 0fb655e 
0fc1dc4 0fdd63c 0fb6598 0fbbfa2 0fb4a50 
0fc0460 0fdd3aa 0fb406e 0fbaa15 0fb2176 
0fc5a44 0fdd972 0fb9b13 0fbfdcb 0fb7d5a 
0fbe6e9 0fdd283 0fb2be9 0fb8a1c 0fb0f9c 
0fc4b2c 0fdd914 0fb848d 0fbf0fe 0fb64ab 
0fc1d85 0fdd757 0fb6548 0fbbf5f 0fb4a0a 
0fc0410 0fdd4d5 0fb4009 0fba9e0 0fb2123 
0fc5b9f 0fddb12 0fb9c26 0fbff2d 0fb7e69 
0fbe88d 0fdd425 0fb2d35 0fb8bb1 0fb111c 
0fc4b5d 0fdd938 0fb84c4 0fbf15f 0fb64dc 
0fc2018 0fdd7fd 0fb67ab 0fbc1d8 0fb4c41 
0fc04e8 0fdd41e 0fb40ca 0fbaab1 0fb2212 
0fc5b54 0fdd85a 0fb9bf8 0fbff22 0fb7e3a 
0fbe876 0fdd16b 0fb2d7e 0fb8bef 0fb116a 
0fc4a80 0fdd684 0fb8416 0fbf0d3 0fb6462 
0fc1fd6 0fdd571 0fb67af 0fbc1e8 0fb4c48 
0fc0384 0fdd27c 0fb3fe6 0fba9aa 0fb211e 
0fc5c82 0fdd940 0fb9d31 0fc0082 0fb7f66 
0fbe994 0fdd2ba 0fb2ec0 0fb8d20 0fb1299 
0fc4ac2 0fdd7de 0fb8447 0fbf116 0fb648e 
0fc21dc 0fdd772 0fb696d 0fbc3de 0fb4e08 
0fc03a7 0fdd3e0 0fb3f9c 0fba99f 0fb20ff 
0fc5c72 0fdda58 0fb9ce1 0fc0055 0fb7f1c 
0fbe93a 0fdd2e3 0fb2e3c 0fb8ca3 0fb1238 
0fc4b58 0fdd891 0fb8497 0fbf17a 0fb64ee 
0fc2159 0fdd5ac 0fb691a 0fbc384 0fb4d9a 
0fc03ec 0fdd292 0fb3ff9 0fba9c0 0fb20e4 
0fc5e36 0fdd9ca 0fb9e43 0fc01de 0fb805f 
0fbe9dc 0fdd252 0fb2eaa 0fb8d11 0fb125d 
0fc49f4 0fdd783 0fb830b 0fbf01b 0fb634a 
0fc2281 0fdd773 0fb69ec 0fbc482 0fb4e71 
0fc02e0 0fdd2d5 0fb3ee3 0fba8d9 0fb2013 
0fc5e45 0fdd911 0fb9e2e 0fc0228 0fb8073 
0fbeb81 0fdd32c 0fb304e 0fb8ec9 0fb144b 
0fc4b19 0fdd8f6 0fb843b 0fbf143 0fb6486 
0fc246f 0fdd904 0fb6be4 0fbc65d 0fb5031 
0fc0430 0fdd59f 0fb4040 0fba9ff 0fb214e 
0fc5e57 0fddada 0fb9e54 0fc0249 0fb8053 
0fbea78 0fdd3a5 0fb2fa2 0fb8dd6 0fb1341 
0fc4943 0fdd8c3 0fb82da 0fbefa7 0fb626d 
0fc234a 0fdd8ab 0fb6b05 0fbc56a 0fb4ecd 
0fc02cf 0fdd3a1 0fb3f29 0fba8ce 0fb1fb6 
0fc5f08 0fddaf4 0fb9eee 0fc030d 0fb80da 
0fbec3e 0fdd427 0fb308c 0fb8f99 0fb150d 
0fc4a63 0fdd7b9 0fb82c7 0fbf0c1 0fb63a9 
0fc2594 0fdd76e 0fb6c56 0fbc79f 0fb516a 
0fc02a2 0fdd346 0fb3e98 0fba892 0fb2056 
0fc5ed5 0fdda8a 0fb9eb4 0fc02c8 0fb810d 
0fbeb52 0fdd4ee 0fb308d 0fb8e8d 0fb1420 
0fc4a46 0fddbd1 0fb8387 0fbf06a 0fb62f0 
0fc24de 0fddb3f 0fb6cc1 0fbc6f0 0fb4ff2 
0fc01f4 0fdd7a6 0fb3ee8 0fba7ef 0fb1f15 
0fc5e99 0fdde59 0fb9f23 0fc02ca 0fb8056 
0fbe9f5 0fdd811 0fb2fba 0fb8d89 0fb12f1 
0fc4701 0fdde75 0fb80ac 0fbedb5 0fb60ae 
0fc2311 0fddea4 0fb6b12 0fbc588 0fb4f8f 
0fbfe69 0fdda3a 0fb3b73 0fba4dd 0fb1d6c 
0fc5c5f 0fde159 0fb9cba 0fc00e1 0fb7fc3 
0fbe969 0fddaf8 0fb2f5c 0fb8d3f 0fb1413 
0fc4621 0fddf4f 0fb8037 0fbed10 0fb612a 
0fc225c 0fddf3b 0fb6b26 0fbc542 0fb4ff6 
0fbfd20 0fddc21 0fb3b11 0fba3d8 0fb1c7b 
0fc5b43 0fde492 0fb9c8f 0fc0026 0fb7e95 
0fbe70d 0fdde4c 0fb2e11 0fb8b57 0fb117a 
0fc452e 0fde53a 0fb7f7c 0fbec4f 0fb5f83 
0fc22cd 0fde553 0fb6b1d 0fbc5c2 0fb4fae 
0fbfd6a 0fde0f6 0fb3a88 0fba42c 0fb1c7e 
0fc5bbd 0fde77e 0fb9c13 0fc0098 0fb7eee 
0fbe930 0fde106 0fb2f0b 0fb8d46 0fb13a0 
0fc4513 0fde3ad 0fb7ea9 0fbec36 0fb5f94 
0fc230c 0fde175 0fb6b55 0fbc619 0fb5010 
0fbfd92 0fddce5 0fb3b38 0fba475 0fb1c73 
0fc5c24 0fde447 0fb9ccd 0fc0126 0fb7ef5 
0fbe8cf 0fdde22 0fb2f13 0fb8d07 0fb130a 
0fc457f 0fde303 0fb7f9f 0fbecd4 0fb5f7b 
0fc23ef 0fde2f8 0fb6e5e 0fbc969 0fb5260 
0fbfeac 0fde063 0fb3e9a 0fba88a 0fb1fdc 
0fc5eb7 0fde7c0 0fba17f 0fc06b9 0fb839d 
0fbeb3d 0fddf3e 0fb33bb 0fb9283 0fb17f0 
0fc4621 0fde172 0fb825f 0fbf086 0fb62ce 
0fc2721 0fde1af 0fb7190 0fbcd3b 0fb564b 
0fbff50 0fddde4 0fb3f1f 0fba93f 0fb20dc 
0fc5f37 0fde6b8 0fba22e 0fc075b 0fb845c 
0fbebcb 0fde17e 0fb34d8 0fb9313 0fb18bc 
0fc4580 0fde6bd 0fb823b 0fbeffe 0fb6255 
0fc26ee 0fde987 0fb71d7 0fbcd39 0fb5622 
0fbff59 0fde868 0fb3fba 0fba980 0fb20d3 
0fc5ed6 0fdf097 0fba211 0fc0748 0fb83f4 
0fbec32 0fdeb9a 0fb3565 0fb93cc 0fb1947 
0fc4602 0fdf087 0fb82c2 0fbf0bc 0fb62e3 
0fc26ec 0fdef9e 0fb71f3 0fbcd72 0fb5661 
0fbfde2 0fdeb0f 0fb3e6b 0fba829 0fb1fc9 
0fc601d 0fdf247 0fba0dd 0fc0600 0fb8347 
0fbeca3 0fdeaca 0fb32cb 0fb90fc 0fb1757 
0fc4658 0fdef45 0fb8001 0fbedee 0fb60d4 
0fc27ca 0fdedd0 0fb6fe1 0fbcb66 0fb54c1 
0fbfeb8 0fde98a 0fb3c32 0fba5f8 0fb1dfb 
0fc6012 0fdf0c2 0fba037 0fc0591 0fb8263 
0fbec2b 0fde9b2 0fb329e 0fb90bf 0fb1681 
0fc4535 0fdeee7 0fb7f3d 0fbecf8 0fb5f1c 
0fc2816 0fdefa7 0fb7067 0fbcba5 0fb543d 
0fbfdb4 0fdeca6 0fb3ba3 0fba510 0fb1c7a 
0fc5eb8 0fdf41b 0fb9f0d 0fc0445 0fb80a3 
0fbebaf 0fdedd0 0fb3224 0fb902c 0fb15cb 
0fc44ac 0fdf1dc 0fb7e7a 0fbec6e 0fb5e92 
0fc2834 0fdf084 0fb700c 0fbcbab 0fb547e 
0fbfd11 0fdea7c 0fb3a97 0fba46a 0fb1c29 
0fc5f49 0fdf12d 0fba1c5 0fc07cf 0fb83fd 
0fbeb90 0fde854 0fb3479 0fb932f 0fb189a 
0fc44ff 0fdece4 0fb8151 0fbefcf 0fb618b 
0fc29a2 0fded2e 0fb743b 0fbd02b 0fb585f 
0fbfdf2 0fde974 0fb3e34 0fba814 0fb1f3e 
0fc607d 0fdf1dd 0fba2f9 0fc08ea 0fb84a7 
0fbed2f 0fdebf6 0fb3626 0fb949e 0fb19cc 
0fc44ed 0fdf0c4 0fb812f 0fbef9c 0fb6119 
0fc2abf 0fdf179 0fb7532 0fbd14a 0fb595e 
0fbfe3d 0fdecb1 0fb3e68 0fba884 0fb1fcd 
0fc609e 0fdf256 0fba2f9 0fc0955 0fb84ee 
0fbedb3 0fdea7f 0fb3687 0fb9564 0fb1ab1 
0fc44a8 0fded0b 0fb80ce 0fbef9b 0fb6104 
0fc2bb5 0fded09 0fb75f2 0fbd24e 0fb5a50 
0fbff5d 0fde8fc 0fb3f6a 0fba994 0fb20e4 
0fc62a7 0fdefe8 0fba4d2 0fc0b42 0fb86b7 
0fbefbd 0fde90c 0fb3896 0fb9742 0fb1c74 
0fc4691 0fdecef 0fb8283 0fbf14c 0fb6279 
0fc2e28 0fded9a 0fb781a 0fbd48c 0fb5c4e 
0fbff84 0fde887 0fb3f87 0fba9a9 0fb20bf 
0fc62c8 0fdeeeb 0fba4de 0fc0b63 0fb868d 
0fbf010 0fde77f 0fb38d5 0fb979d 0fb1cc1 
0fc469b 0fdeb15 0fb8283 0fbf176 0fb629f 
0fc2e14 0fdea1c 0fb7826 0fbd4ba 0fb5c6b 
0fbffdb 0fde5c0 0fb3fe4 0fbaa16 0fb2151 
0fc63ad 0fdec3f 0fba59d 0fc0c60 0fb8775 
0fbf087 0fde477 0fb3954 0fb982c 0fb1d46 
0fc4709 0fde870 0fb82d3 0fbf1e1 0fb62ea 
0fc2f82 0fde7b4 0fb7957 0fbd606 0fb5d88 
0fc003c 0fde320 0fb402f 0fbaa63 0fb218a 
0fc651d 0fdea44 0fba6e1 0fc0dc8 0fb88a0 
0fbf292 0fde31d 0fb3b4f 0fb9a29 0fb1f35 
0fc4858 0fde6c2 0fb841b 0fbf337 0fb6412 
0fc326b 0fde78c 0fb7c48 0fbd8f2 0fb6053 
0fc02ab 0fde269 0fb4295 0fbaccc 0fb23c2 
0fc67c9 0fde998 0fba96d 0fc1065 0fb8b17 
0fbf5ff 0fde373 0fb3e89 0fb9d70 0fb226b 
0fc4ad8 0fde6f7 0fb8663 0fbf59e 0fb6666 
0fc334d 0fde5cb 0fb7d11 0fbd9d4 0fb6115 
0fc0337 0fde197 0fb4327 0fbad56 0fb244b 
0fc67f9 0fde841 0fba9a4 0fc10ae 0fb8b2a 
0fbf4f1 0fde0fc 0fb3daa 0fb9c77 0fb2164 
0fc497f 0fde4dd 0fb854b 0fbf459 0fb6500 
0fc33dc 0fde58a 0fb7dce 0fbda5e 0fb6195 
0fc01ac 0fddffb 0fb41cc 0fbabbd 0fb22cc 
0fc66f8 0fde61b 0fba89c 0fc0f98 0fb8a1f 
0fbf425 0fdddc6 0fb3cec 0fb9b90 0fb2097 
0fc4841 0fde03f 0fb83c7 0fbf303 0fb63d4 
0fc3315 0fddf43 0fb7cda 0fbd98f 0fb6071 
0fc0109 0fdd96a 0fb4127 0fbab1c 0fb221e 
0fc66ee 0fddfe0 0fba875 0fc0f88 0fb89cc 
0fbf456 0fdd870 0fb3d1a 0fb9bda 0fb20a2 
0fc4826 0fddb85 0fb8364 0fbf310 0fb63c5 
0fc3498 0fddc77 0fb7d97 0fbdb39 0fb6236 
0fc0210 0fdd940 0fb416b 0fbac32 0fb2328 
0fc685b 0fde101 0fba951 0fc1111 0fb8b4f 
0fbf5bf 0fdda49 0fb3e76 0fb9d2a 0fb2271 
0fc48be 0fddeaa 0fb849c 0fbf394 0fb641b 
0fc34ae 0fddf35 0fb7ec1 0fbdb36 0fb61d2 
0fc00ed 0fdda96 0fb4173 0fbab14 0fb21ce 
0fc675a 0fde224 0fba976 0fc1027 0fb899a 
0fbf3ce 0fddcef 0fb3d88 0fb9b72 0fb2027 
0fc45af 0fde500 0fb820b 0fbf0dd 0fb6148 
0fc326c 0fde90b 0fb7cab 0fbd954 0fb60c2 
0fbfe96 0fde492 0fb3f1e 0fba920 0fb20f2 
0fc6586 0fdec23 0fba77f 0fc0ecb 0fb8998 
0fbf2f6 0fde3fa 0fb3c65 0fb9afc 0fb2119 
0fc45cb 0fde745 0fb81fe 0fbf15c 0fb62e9 
0fc33dd 0fde87d 0fb7e60 0fbdb28 0fb630c 
0fbfe82 0fde47e 0fb3fd3 0fba950 0fb2176 
0fc651d 0fdeb91 0fba7bb 0fc0ea2 0fb8957 
0fbf29b 0fde60b 0fb3cfd 0fb9ade 0fb2089 
0fc438c 0fdea76 0fb80ab 0fbef49 0fb5fdf 
0fc32d3 0fdedc7 0fb7dd3 0fbda45 0fb6116 
0fbfd38 0fdea46 0fb3ec2 0fba82c 0fb1f7b 
0fc63b8 0fdf0ea 0fba5ef 0fc0d69 0fb8782 
0fbf244 0fdeb22 0fb3c03 0fb9a88 0fb1fea 
0fc4367 0fdedb9 0fb7fe8 0fbef1b 0fb5fbf 
0fc341c 0fded83 0fb7dfe 0fbdb5b 0fb62c3 
0fbfd9b 0fde62b 0fb3e70 0fba85f 0fb2037 
0fc6547 0fdec24 0fba752 0fc0ec6 0fb8914 
0fbf3b2 0fde6e2 0fb3d7f 0fb9bcc 0fb217a 
0fc44c5 0fdec33 0fb8121 0fbf067 0fb6128 
0fc365b 0fdecbf 0fb7e0c 0fbdae0 0fb6218 
0fbff3f 0fde66d 0fb3d8c 0fba6f8 0fb1ea0 
0fc6740 0fded69 0fba664 0fc0dd2 0fb87e2 
0fbf5fe 0fde6f7 0fb3cab 0fb9b13 0fb2099 
0fc45cf 0fde9ad 0fb7f3b 0fbee82 0fb5f2a 
0fc379e 0fde955 0fb7eba 0fbdbf3 0fb6309 
0fc0012 0fde462 0fb3fb9 0fba98f 0fb2157 
0fc67cd 0fdec14 0fba981 0fc117a 0fb8b28 
0fbf65f 0fde759 0fb4011 0fb9ea1 0fb2421 
0fc459f 0fdecc0 0fb81ed 0fbf16e 0fb61e1 
0fc3799 0fdecc7 0fb81d8 0fbdf1b 0fb65e2 
0fbfefb 0fde707 0fb403c 0fbaa12 0fb217d 
0fc6806 0fdef1d 0fbaa09 0fc11f0 0fb8b43 
0fbf696 0fde903 0fb406c 0fb9f0b 0fb2428 
0fc0cd8 0fde582 0fb5755 0fbb93f 0fb3cf9 
0fc247e 0fde387 0fb60bf 0fbd52e 0fb422a 
0fc53d4 0fde755 0fb9a0b 0fc00e3 0fb7e33 
0fbef73 0fde074 0fb33ca 0fb9e0b 0fb175d 
0fc6251 0fde725 0fb9fe0 0fc1211 0fb8151 
0fc0d04 0fde1b9 0fb57a7 0fbb974 0fb3d1b 
0fc23e9 0fde075 0fb603c 0fbd4ad 0fb4181 
0fc544f 0fde3f5 0fb9a48 0fc0174 0fb7ea6 
0fbef97 0fddc06 0fb33c7 0fb9e42 0fb17d6 
0fc61ed 0fde28b 0fb9f27 0fc11be 0fb80d0 
0fc0d6e 0fdde3e 0fb57b1 0fbb9e6 0fb3d57 
0fc240b 0fddd7b 0fb602b 0fbd4d9 0fb418a 
0fc54f3 0fde162 0fb9af3 0fc0237 0fb7eeb 
0fbefcf 0fdd9d6 0fb3420 0fb9ea0 0fb1805 
0fc621e 0fde029 0fb9f72 0fc1224 0fb80fd 
0fc0dc0 0fddbc0 0fb5833 0fbba7a 0fb3d9d 
0fc2364 0fddb23 0fb5e82 0fbd339 0fb3ff5 
0fc557a 0fddfeb 0fb98ba 0fc0000 0fb7cd2 
0fbeffd 0fdd834 0fb31a4 0fb9bea 0fb158c 
0fc60f7 0fddab7 0fb9b91 0fc0e36 0fb7dba 
0fc0e27 0fdd586 0fb56dc 0fbb921 0fb3cfe 
0fc2384 0fdd512 0fb5f8d 0fbd483 0fb4158 
0fc5681 0fdd95f 0fb9c1e 0fc03f1 0fb8064 
0fbf035 0fdd073 0fb344b 0fb9f10 0fb1881 
0fc61b0 0fdd5b8 0fb9e99 0fc11c1 0fb808c 
0fc0f21 0fdd145 0fb5932 0fbbbc7 0fb3f03 
0fc22a3 0fdcf25 0fb5ea8 0fbd38f 0fb4013 
0fc55c8 0fdd363 0fb9b20 0fc0341 0fb7f92 
0fbefd9 0fdcce8 0fb342e 0fb9eb7 0fb17e0 
0fc60ea 0fdd3ba 0fb9e4b 0fc10fe 0fb7ef7 
0fc0f5f 0fdd18a 0fb5a0a 0fbbbf9 0fb3eba 
0fc2142 0fdcfd7 0fb5d95 0fbd237 0fb3eec 
0fc54c0 0fdd48e 0fb9a39 0fc023a 0fb7e89 
0fbedf9 0fdce0b 0fb320f 0fb9cdf 0fb1656 
0fc5ef3 0fdd5a3 0fb9c08 0fc0f2b 0fb7d1a 
0fc0d09 0fdd2bf 0fb575c 0fbb9c9 0fb3c90 
0fc1f42 0fdd290 0fb5b4a 0fbd052 0fb3ca3 
0fc5413 0fdd67b 0fb994f 0fc01d7 0fb7d95 
0fbecd9 0fdcdec 0fb307b 0fb9c00 0fb1539 
0fc5faf 0fdd521 0fb9b3e 0fc1001 0fb7e59 
0fc0ef4 0fdd185 0fb57e7 0fbbbbd 0fb3e9c 
0fc1fce 0fdd102 0fb5b3f 0fbd0e7 0fb3d4d 
0fc5538 0fdd69a 0fb9ab1 0fc02ce 0fb7ed2 
0fbed73 0fdcf16 0fb3238 0fb9c46 0fb1601 
0fc5e70 0fdd730 0fb9bc2 0fc0ea5 0fb7cf5 
0fc0d89 0fdd410 0fb5863 0fbba64 0fb3cb4 
0fc1e00 0fdd296 0fb5adb 0fbcf4d 0fb3b08 
0fc5458 0fdd5e6 0fb9a50 0fc0228 0fb7e28 
0fbecc8 0fdcd5c 0fb31dc 0fb9bd8 0fb156f 
0fc5cc0 0fdd448 0fb9a6b 0fc0d4f 0fb7b41 
0fc0cd3 0fdd153 0fb57e8 0fbb9eb 0fb3d5b 
0fc1c40 0fdd0bd 0fb5957 0fbcdc6 0fb3ae6 
0fc5362 0fdd6ac 0fb996b 0fc0190 0fb7dfc 
0fbeb52 0fdd051 0fb3082 0fb9ac5 0fb1580 
0fc5bd3 0fdd560 0fb993e 0fc0cc5 0fb7bdf 
0fc0d63 0fdd17a 0fb587b 0fbbac1 0fb3eab 
0fc1ba5 0fdd067 0fb58e1 0fbcd59 0fb3ad4 
0fc53ae 0fdd586 0fb99f5 0fc020f 0fb7e1f 
0fbeac0 0fdcdf2 0fb304c 0fb9a48 0fb1438 
0fc5bac 0fdd491 0fb9900 0fc0c92 0fb7ab3 
0fc0d15 0fdd194 0fb578a 0fbba66 0fb3d97 
0fc1a63 0fdd102 0fb56f8 0fbcc0f 0fb391c 
0fc535c 0fdd6e1 0fb98f9 0fc019d 0fb7d65 
0fbe9f9 0fdd063 0fb2f14 0fb9960 0fb13b2 
0fc5aab 0fdd742 0fb97d9 0fc0b93 0fb79d2 
0fc0dbd 0fdd381 0fb5867 0fbbb26 0fb3e89 
0fc1a09 0fdd112 0fb5701 0fbcbdf 0fb388b 
0fc52d3 0fdd44f 0fb9888 0fc0149 0fb7cf9 
0fbea2f 0fdcc8f 0fb2f5b 0fb99b4 0fb13f4 
0fc5b34 0fdcfeb 0fb987f 0fc0c3a 0fb7a52 
0fc0ed8 0fdcb22 0fb5992 0fbbc42 0fb3fb1 
0fc1a1a 0fdc97b 0fb56dc 0fbcbdf 0fb388a 
0fc54f8 0fdce6e 0fb9a28 0fc0354 0fb7e7b 
0fbeba1 0fdc75e 0fb305b 0fb9b1a 0fb14ba 
0fc5b7f 0fdcd25 0fb9814 0fc0c7b 0fb7a09 
0fc0f19 0fdc974 0fb595e 0fbbc77 0fb3f87 
0fc1b1d 0fdc856 0fb57b3 0fbccd6 0fb3995 
0fc5649 0fdcc89 0fb9bb2 0fc04ba 0fb7ffc 
0fbecdf 0fdc5a6 0fb31fc 0fb9c5d 0fb166c 
0fc5d55 0fdcc6c 0fb9a5a 0fc0e71 0fb7c39 
0fc1199 0fdc901 0fb5c4a 0fbbf19 0fb4228 
0fc1ac3 0fdc64a 0fb57a6 0fbcc84 0fb396f 
0fc56a7 0fdcb22 0fb9c17 0fc0522 0fb802d 
0fbebdd 0fdc413 0fb3157 0fb9b66 0fb1576 
0fc5b44 0fdcac8 0fb9879 0fc0c6e 0fb7a24 
0fc10ef 0fdca86 0fb5bc1 0fbbe6c 0fb41c9 
0fc19fa 0fdcacc 0fb56fd 0fbcbc8 0fb38f9 
0fc55e1 0fdcf1f 0fb9b64 0fc0487 0fb7f89 
0fbea9c 0fdc8ba 0fb3023 0fb9a43 0fb1421 
0fc5aa8 0fdcf77 0fb9805 0fc0bfa 0fb792a 
0fc0ffc 0fdcc77 0fb5b28 0fbbda4 0fb4075 
0fc1865 0fdcb9a 0fb5591 0fbca58 0fb3718 
0fc55c5 0fdd0b8 0fb9b2b 0fc046b 0fb7f57 
0fbea95 0fdc897 0fb2ff9 0fb9a2b 0fb1440 
0fc5a14 0fdcda4 0fb96ef 0fc0b59 0fb78ad 
0fc1006 0fdc9e6 0fb5a9f 0fbbd8b 0fb4078 
0fc17aa 0fdc97e 0fb546d 0fbc994 0fb3679 
0fc551b 0fdcc75 0fb9a2e 0fc03ae 0fb7e58 
0fbea2d 0fdc357 0fb2fac 0fb99d9 0fb1384 
0fc5a05 0fdc91e 0fb96e8 0fc0b56 0fb781a 
0fc10df 0fdc612 0fb5ba2 0fbbe81 0fb410d 
0fc1831 0fdc3cb 0fb552d 0fbca14 0fb3693 
0fc5741 0fdc898 0fb9c92 0fc05ee 0fb8023 
0fbeb5e 0fdbfbd 0fb2e96 0fb9833 0fb1277 
0fc5aaf 0fdc613 0fb94e4 0fc0910 0fb769b 
0fc11e4 0fdc1e9 0fb599a 0fbbc7a 0fb3fdf 
0fc185b 0fdbe3d 0fb524d 0fbc72f 0fb3440 
0fc57c3 0fdc22a 0fb9a06 0fc035c 0fb7dc9 
0fbea77 0fdb8d3 0fb2d57 0fb9755 0fb1150 
0fc5a90 0fdc0e6 0fb9733 0fc0bdf 0fb77fb 
