0fc33d8 0fc8720 0fba313 0fb6d86 0fc1146 
0fdb7c4 0fe1543 0fd280f 0fcefc6 0fdc00e 
0fdc3cd 0fe07ee 0fd31f6 0fcfceb 0fdb466 
0fdea62 0fe1896 0fd5984 0fd2259 0fdc798 
0fd97ab 0fe05ce 0fd0719 0fcd059 0fdafad 
0fded95 0fe10fa 0fd5ba7 0fd2677 0fdbb8e 
0fdad1d 0fe0d2c 0fd1d57 0fce53a 0fdb85c 
0fdb920 0fe0251 0fd275c 0fcf279 0fda9bc 
0fddf71 0fe13e6 0fd4eb7 0fd17a5 0fdbaeb 
0fd8db5 0fdff9a 0fcfd02 0fcc675 0fda48a 
0fde2f8 0fe0b1b 0fd5124 0fd1c02 0fdb29e 
0fda119 0fe089e 0fd118b 0fcd97b 0fdb5a8 
0fdacee 0fdfa3d 0fd1b05 0fce634 0fdac23 
0fdd392 0fe0b34 0fd42b9 0fd0b9c 0fdbab4 
0fd8326 0fdf653 0fcf25a 0fcbb88 0fda1a0 
0fdda65 0fdfca8 0fd4874 0fd12f3 0fdadd6 
0fd9a7f 0fdf6b1 0fd0aa4 0fcd248 0fdab65 
0fda624 0fdec6f 0fd1443 0fcdf31 0fd9da0 
0fdcd2a 0fdfea4 0fd3c3d 0fd0516 0fdb363 
0fd7af2 0fde8fe 0fcea26 0fcb372 0fd9dfb 
0fdd14e 0fdf82c 0fd3f41 0fd0a3a 0fda9c5 
0fd911f 0fdf89c 0fd0124 0fcc948 0fda2d2 
0fd9d3e 0fdebbf 0fd0b5f 0fcd6a1 0fd93e0 
0fdc4fb 0fdfb3c 0fd341d 0fcfd34 0fda3fe 
0fd7343 0fde29a 0fce26b 0fcabd0 0fd8bbc 
0fdc9e0 0fde7dd 0fd37d1 0fd02b0 0fd985c 
0fd8a46 0fde27a 0fcfa41 0fcc242 0fd96cd 
0fd95cf 0fdd5ae 0fd03c1 0fccef4 0fd89d2 
0fdbe29 0fde659 0fd2d6b 0fcf65c 0fd9d3b 
0fd6d03 0fdd37a 0fcdc2c 0fca599 0fd86df 
0fdc3ea 0fddfbf 0fd31e1 0fcfcd4 0fd948a 
0fd8540 0fddc9e 0fcf549 0fcbd4d 0fd935b 
0fd9120 0fdcffc 0fcff42 0fcca79 0fd872a 
0fdb9fc 0fde109 0fd297e 0fcf273 0fd9b15 
0fd6894 0fdcd2f 0fcd7ea 0fca15e 0fd8400 
0fdbfc6 0fdd9bb 0fd2df3 0fcf8e5 0fd8fa1 
0fd8106 0fdd9cd 0fcf121 0fcb925 0fd8cbf 
0fd8d1d 0fdce64 0fcfb40 0fcc664 0fd7eff 
0fdb45a 0fdde3f 0fd23d7 0fcecb6 0fd9169 
0fd6182 0fdc8ab 0fcd0d7 0fc9a2b 0fd78f4 
0fdb6d0 0fdd37c 0fd2500 0fcefe2 0fd82ed 
0fd76f6 0fdd1f1 0fce6f8 0fcaefd 0fd7dde 
0fd82ad 0fdc6e6 0fcf0d2 0fcbc16 0fd6e2a 
0fdace5 0fdd770 0fd1c5b 0fce540 0fd80f8 
0fd5dab 0fdbfa6 0fcccf4 0fc963a 0fd6b28 
0fdb479 0fdcb1f 0fd22de 0fced88 0fd7701 
0fd7514 0fdcb83 0fce542 0fcad14 0fd7287 
0fd80c7 0fdc0a1 0fceeef 0fcba09 0fd65a1 
0fda7aa 0fdcf8d 0fd1747 0fcdffc 0fd7a5f 
0fd5565 0fdbaf1 0fcc48d 0fc8dd3 0fd64c0 
0fdab85 0fdc6d5 0fd19ce 0fce47b 0fd7055 
0fd6c3f 0fdc3a4 0fcdc17 0fca3e5 0fd6cdd 
0fd7820 0fdb6ca 0fce60f 0fcb0fc 0fd5f85 
0fd9f7f 0fdc4e9 0fd0f06 0fcd79b 0fd7204 
0fd4e91 0fdac48 0fcbd79 0fc868e 0fd5b8b 
0fda3e9 0fdb427 0fd1270 0fcdcdc 0fd661e 
0fd63f8 0fdb334 0fcd3de 0fc9b7f 0fd61c5 
0fd6e7c 0fda655 0fcdc5f 0fca741 0fd5205 
0fd9583 0fdb8c6 0fd0494 0fccd55 0fd6213 
0fd4294 0fda7e8 0fcb1c4 0fc7afd 0fd48f3 
0fd989d 0fdb475 0fd067f 0fcd138 0fd52a2 
0fd5896 0fdb08f 0fcc861 0fc903e 0fd4db1 
0fd63c2 0fda449 0fcd19f 0fc9ca2 0fd3f08 
0fd8ca9 0fdb4c2 0fcfb8a 0fcc458 0fd5199 
0fd3aa8 0fd9d8a 0fca994 0fc72ca 0fd3c27 
0fd9041 0fda54c 0fcfde5 0fcc8a1 0fd472a 
0fd5093 0fd9f42 0fcc030 0fc87fc 0fd45fd 
0fd5b21 0fd8ffc 0fcc8c1 0fc93be 0fd3a8d 
0fd8268 0fda027 0fcf13b 0fcba02 0fd4de3 
0fd30d5 0fd8b44 0fc9fb7 0fc68d1 0fd39f9 
0fd861d 0fd9461 0fcf3bc 0fcbe5e 0fd445b 
0fd4708 0fd9237 0fcb69b 0fc7e4d 0fd40e4 
0fd51c1 0fd8540 0fcbf3d 0fc8a2d 0fd3112 
0fd7965 0fd9471 0fce814 0fcb0cc 0fd4265 
0fd277f 0fd80bb 0fc95be 0fc5ee6 0fd2a1b 
0fd7d68 0fd8d05 0fceaf6 0fcb5a5 0fd3551 
0fd3f75 0fd8a3f 0fcaec6 0fc767a 0fd319e 
0fd498b 0fd7dac 0fcb70e 0fc820f 0fd201d 
0fd7210 0fd8fd5 0fce0c1 0fca999 0fd3004 
0fd21bd 0fd7c91 0fc8f50 0fc5878 0fd173d 
0fd7770 0fd87dd 0fce4f9 0fcafb4 0fd22ed 
0fd392f 0fd86d2 0fca882 0fc703a 0fd207b 
0fd4386 0fd7ab5 0fcb0f2 0fc7bd4 0fd11e8 
0fd6cab 0fd8bca 0fcdb63 0fca412 0fd2632 
0fd1cb3 0fd77cf 0fc8aeb 0fc540c 0fd114b 
0fd7337 0fd80ce 0fce0c0 0fcab51 0fd1e54 
0fd3607 0fd7e5f 0fca52a 0fc6cd8 0fd1d0b 
0fd40b4 0fd7144 0fcadf7 0fc78d5 0fd1047 
0fd69b0 0fd8121 0fcd856 0fca0ea 0fd2423 
0fd18b3 0fd6dfc 0fc870f 0fc5005 0fd0eac 
0fd6fa6 0fd789c 0fcdd14 0fca78d 0fd1be8 
0fd30f1 0fd758c 0fca016 0fc6797 0fd1918 
0fd3b54 0fd68f6 0fca8af 0fc7352 0fd0add 
0fd647c 0fd75b7 0fcd315 0fc9b68 0fd1ed9 
0fd138a 0fd5db9 0fc81f1 0fc4ad3 0fd0539 
0fd6768 0fd6ebd 0fcd4ff 0fc9f51 0fd0ed4 
0fd280f 0fd6e6b 0fc9731 0fc5ea6 0fd0c48 
0fd31bb 0fd62a9 0fc9ef3 0fc69b0 0fcfead 
0fd58e7 0fd758c 0fcc77b 0fc9008 0fd0ff9 
0fd0623 0fd623a 0fc74ce 0fc3dbd 0fcf8c5 
0fd5b4c 0fd6c35 0fcc8d4 0fc934f 0fd0485 
0fd1c98 0fd68e5 0fc8bee 0fc5372 0fd034a 
0fd2600 0fd5c14 0fc9363 0fc5e18 0fcf5d6 
0fd4e3a 0fd6bfc 0fcbcdd 0fc8555 0fd0986 
0fcfbfc 0fd564c 0fc6a9d 0fc3388 0fcf363 
0fd5156 0fd6003 0fcbeb6 0fc8932 0fcff7e 
0fd1253 0fd5d5a 0fc8163 0fc48e8 0fcfcc4 
0fd1c7a 0fd50ae 0fc8992 0fc5453 0fceeed 
0fd463d 0fd60bf 0fcb48c 0fc7d0a 0fd01d7 
0fcf50f 0fd4bfd 0fc638f 0fc2c6e 0fceb1e 
0fd4b96 0fd5583 0fcb8c9 0fc8336 0fcf708 
0fd0ce4 0fd5229 0fc7c08 0fc4370 0fcf40d 
0fd1761 0fd4668 0fc84a1 0fc4f38 0fce467 
0fd40f9 0fd5826 0fcaf5d 0fc77d7 0fcf8e1 
0fcee3e 0fd44ba 0fc5ce5 0fc25b0 0fce33f 
0fd4404 0fd5163 0fcb165 0fc7bbd 0fceeab 
0fd058a 0fd4ef1 0fc74e2 0fc3c28 0fcec8e 
0fd0fc9 0fd41a1 0fc7d14 0fc478a 0fcde48 
0fd38d4 0fd5249 0fca744 0fc6f8e 0fcf1a2 
0fce5aa 0fd3e68 0fc544c 0fc1cfc 0fcda1e 
0fd3ba8 0fd4bf4 0fca8e5 0fc7343 0fce669 
0fcfd3c 0fd4780 0fc6c6a 0fc33c3 0fce2e4 
0fd075e 0fd3c07 0fc744a 0fc3ec9 0fcd472 
0fd2fc9 0fd4d70 0fc9e04 0fc666b 0fce8c8 
0fcde87 0fd38f7 0fc4c24 0fc14fd 0fcd46a 
0fd33a1 0fd430b 0fca0a6 0fc6af2 0fce095 
0fcf5a5 0fd3f5b 0fc6450 0fc2ba9 0fcdfe0 
0fd0046 0fd31ea 0fc6ce9 0fc3758 0fcd39c 
0fd291b 0fd4189 0fc976a 0fc5f98 0fce8c6 
0fcd658 0fd2eaf 0fc447d 0fc0d02 0fcd3ae 
0fd2b5d 0fd3a40 0fc9851 0fc6277 0fce044 
0fcee6d 0fd3a31 0fc5d43 0fc2484 0fce05a 
0fcfa81 0fd3117 0fc6763 0fc31e7 0fcd545 
0fd25f3 0fd435c 0fc9443 0fc5c9c 0fcebf3 
0fcd78f 0fd30ec 0fc456a 0fc0e2a 0fcda3e 
0fd2f8c 0fd3c5c 0fc9c84 0fc66c9 0fcea71 
0fcf340 0fd3b39 0fc61dc 0fc2938 0fcebfa 
0fcfdfc 0fd2e30 0fc6ade 0fc356b 0fce053 
0fd2750 0fd3f83 0fc9585 0fc5de2 0fcf532 
0fcd4b4 0fd2bf9 0fc4304 0fc0bbb 0fcded5 
0fd2c25 0fd3865 0fc98f1 0fc632e 0fceb96 
0fceda5 0fd382a 0fc5c6e 0fc23b2 0fce911 
0fcf751 0fd2e4a 0fc6480 0fc2ef1 0fcd9fa 
0fd20b5 0fd430f 0fc8f32 0fc577d 0fcec2c 
0fcced4 0fd30d8 0fc3cdf 0fc058c 0fcd25d 
0fd24e6 0fd3bf5 0fc91dc 0fc5c1e 0fcdbd8 
0fce75b 0fd3876 0fc54e8 0fc1bff 0fcd897 
0fcf238 0fd2942 0fc5cc4 0fc26f1 0fcca1f 
0fd1bb0 0fd386e 0fc86d1 0fc4ee2 0fcdd8c 
0fcc937 0fd2341 0fc3519 0fbfd77 0fcc735 
0fd204b 0fd2f87 0fc8a21 0fc5412 0fcd60a 
0fce01d 0fd2b85 0fc4c60 0fc133e 0fcd612 
0fceaa9 0fd1fd9 0fc5708 0fc214f 0fccc66 
0fd16c1 0fd3382 0fc8392 0fc4bc3 0fce231 
0fcc3a6 0fd1c34 0fc324f 0fbfad6 0fccc45 
0fd198b 0fd26f8 0fc86ae 0fc50ae 0fcd7e3 
0fcda3e 0fd2611 0fc4984 0fc10b1 0fcd4e1 
0fce52c 0fd1ba9 0fc528c 0fc1cff 0fcc5c3 
0fd10aa 0fd3099 0fc7ddc 0fc4621 0fcd7d7 
0fcbd29 0fd1bc6 0fc2bf5 0fbf48d 0fcbe9e 
0fd1579 0fd2980 0fc8218 0fc4c48 0fccadf 
0fcd5e9 0fd28e4 0fc44ed 0fc0c38 0fcc894 
0fcdf08 0fd1fb4 0fc4c93 0fc1708 0fcbbe2 
0fd0ae6 0fd313a 0fc778c 0fc3fd2 0fcd1f1 
0fcb7ef 0fd18b7 0fc26be 0fbef5b 0fcbeeb 
0fd0f7e 0fd21be 0fc7bf2 0fc4632 0fccea7 
0fccfa7 0fd1d5a 0fc3eec 0fc064b 0fcd16a 
0fcda09 0fd1128 0fc4770 0fc11f6 0fcc98d 
0fd0407 0fd2432 0fc71cc 0fc3a32 0fce358 
0fcb0ea 0fd0fc2 0fc1f8e 0fbe866 0fcd192 
0fd07eb 0fd1dbc 0fc7520 0fc3fa5 0fce301 
0fcc951 0fd1cb2 0fc38bb 0fc0042 0fce33f 
0fcd5e0 0fd1286 0fc435f 0fc0e2b 0fcd7fd 
0fcfea6 0fd24b9 0fc6d54 0fc35e7 0fcea92 
0fcad12 0fd12ac 0fc1be8 0fbe4eb 0fcd3ec 
0fd049b 0fd20c2 0fc71f0 0fc3ca1 0fce0f1 
0fcc634 0fd1f68 0fc3585 0fbfd5d 0fcdf6c 
0fcd185 0fd148b 0fc3f02 0fc0a02 0fcd0e8 
0fcfbe7 0fd269c 0fc6a74 0fc3348 0fce3da 
0fca96f 0fd10ba 0fc1819 0fbe14e 0fccc33 
0fd0094 0fd1b1c 0fc6de7 0fc38c0 0fcd8c9 
0fcc1b5 0fd1956 0fc3117 0fbf8f9 0fcd70f 
0fccc47 0fd0d46 0fc39b0 0fc04c5 0fccb27 
0fcf58b 0fd1eef 0fc6403 0fc2cf6 0fce178 
0fca3a9 0fd0ae9 0fc1226 0fbdb8a 0fccd72 
0fcf9e2 0fd146d 0fc6707 0fc3201 0fcda87 
0fcbbd3 0fd1019 0fc2b10 0fbf30a 0fcd9e1 
0fcc7db 0fd040b 0fc3519 0fc0056 0fcce41 
0fcf1fa 0fd151c 0fc6058 0fc2965 0fce25f 
0fca03c 0fcffec 0fc0ea1 0fbd820 0fccbea 
0fcf7d4 0fd0d35 0fc64ef 0fc3000 0fcd8af 
0fcb98a 0fd0c0e 0fc28b8 0fbf0c6 0fcd5cd 
0fcc5bc 0fcff3e 0fc32fa 0fbfe36 0fcc846 
0fcf0de 0fd1045 0fc5f20 0fc2834 0fcdc03 
0fc9ffd 0fcfd7d 0fc0e4e 0fbd7cb 0fcc4ed 
0fcf650 0fd0a7f 0fc6365 0fc2e79 0fcd1c6 
0fcb82d 0fd09fc 0fc271c 0fbef4f 0fccf23 
0fcc36e 0fd0111 0fc3079 0fbfbd9 0fcc1d8 
0fced7f 0fd1116 0fc5bab 0fc24da 0fcd740 
0fc9c3b 0fcfbf3 0fc0aa8 0fbd427 0fcc453 
0fcf31d 0fd02fc 0fc6019 0fc2b37 0fcd636 
0fcb5a1 0fcf9ba 0fc248e 0fbecaf 0fcd9eb 
0fcc038 0fcea1c 0fc2d19 0fbf878 0fcd0a2 
0fce9ff 0fcfade 0fc5825 0fc214f 0fcea27 
0fc97f0 0fce20a 0fc0611 0fbcfb0 0fcdb7d 
0fcef0e 0fceb19 0fc5bea 0fc2710 0fcee66 
0fcb0e0 0fce53f 0fc1fde 0fbe810 0fcf3a1 
0fcbc13 0fcd815 0fc2901 0fbf481 0fceaeb 
0fce538 0fceaee 0fc5348 0fc1c9b 0fcfe95 
0fc9371 0fcd9c1 0fc0195 0fbcb52 0fce545 
0fceb09 0fce79e 0fc57bc 0fc230c 0fcee68 
0fcae63 0fce461 0fc1d07 0fbe57b 0fced74 
0fcb90d 0fcd588 0fc25b9 0fbf169 0fce0da 
0fce41b 0fce810 0fc51e6 0fc1b5a 0fcf337 
0fc926e 0fcd923 0fc0055 0fbca2f 0fcd695 
0fce94d 0fcea22 0fc55d5 0fc2149 0fcdd65 
0fcabd5 0fcec6f 0fc1a6f 0fbe2ee 0fcd919 
0fcb756 0fce18f 0fc2415 0fbefc8 0fccbcf 
0fce0f4 0fcf289 0fc4ec1 0fc1848 0fcde4b 
0fc9058 0fce08f 0fbfe53 0fbc833 0fcc747 
0fce754 0fcef06 0fc5406 0fc1f81 0fcd1d1 
0fca99f 0fcef79 0fc184f 0fbe0ce 0fccfad 
0fcb5bf 0fce3f3 0fc228a 0fbee0d 0fcc1af 
0fce031 0fcf4d9 0fc4e14 0fc1769 0fcd408 
0fc8ef7 0fce28b 0fbfcf4 0fbc6aa 0fcbaf7 
0fce69e 0fcf0ad 0fc532a 0fc1e8a 0fcc544 
0fca822 0fcf30a 0fc16af 0fbdf2d 0fcc0b4 
0fcb333 0fceb5d 0fc1fdb 0fbeb8c 0fcb290 
0fcdd4b 0fcfdbd 0fc4afa 0fc1488 0fcc668 
0fc8c32 0fce60a 0fbfa01 0fbc3f1 0fcb214 
0fce404 0fcef8e 0fc5048 0fc1be2 0fcc0f9 
0fca530 0fced24 0fc1395 0fbdc4a 0fcbe51 
0fcb15a 0fce1ee 0fc1de6 0fbe988 0fcaf83 
0fcdafc 0fcf62f 0fc487d 0fc120d 0fcc21f 
0fc8908 0fce33f 0fbf6d1 0fbc0a7 0fca97b 
0fce0b6 0fcf049 0fc4d2e 0fc18a7 0fcb635 
0fca288 0fcedc9 0fc10f1 0fbd95b 0fcb395 
0fcadf7 0fce2bd 0fc1a63 0fbe609 0fca6c5 
0fcd758 0fcf3e1 0fc44ef 0fc0e69 0fcbc8e 
0fc84d6 0fcdf16 0fbf2bc 0fbbc89 0fca774 
0fcdc12 0fced00 0fc4886 0fc13f6 0fcb268 
0fc9d4c 0fcecec 0fc0bc8 0fbd434 0fcadc2 
0fca829 0fce284 0fc14bf 0fbe064 0fc9f72 
0fcd1fa 0fcf461 0fc3fd1 0fc092e 0fcb2df 
0fc800a 0fcdfab 0fbee00 0fbb7a7 0fc9b6c 
0fcd699 0fcea8f 0fc435a 0fc0e86 0fca6da 
0fc988a 0fce8d5 0fc076e 0fbcf94 0fca4a4 
0fca393 0fcdc0f 0fc106a 0fbdbcd 0fc966f 
0fccca1 0fced35 0fc3a95 0fc03c2 0fca948 
0fc7b02 0fcdb33 0fbe8f2 0fbb29a 0fc92a6 
0fcd1a3 0fce7e5 0fc3e4d 0fc097e 0fc9dc8 
0fc93c3 0fce742 0fbffda 0fbc7ec 0fc978b 
0fc9e87 0fcd7e3 0fc08f4 0fbd410 0fc8901 
0fcc952 0fce900 0fc3733 0fc004e 0fc9ec4 
0fc77c2 0fcd43c 0fbe5b9 0fbaf31 0fc8692 
0fcce51 0fcdfb5 0fc3afc 0fc0614 0fc9243 
0fc8f97 0fcdde4 0fbfe3e 0fbc655 0fc906a 
0fc9b72 0fcd2d5 0fc0816 0fbd35f 0fc8351 
0fcc5cd 0fce3e2 0fc337c 0fbfc94 0fc97af 
0fc73a0 0fccf05 0fbe183 0fbaafe 0fc802a 
0fcca9e 0fcdaeb 0fc3739 0fc022c 0fc8c25 
0fc8c14 0fcd9d5 0fbf87d 0fbc048 0fc87fe 
0fc96b0 0fccea4 0fc00c4 0fbcbbc 0fc79ac 
0fcc01e 0fce029 0fc2b57 0fbf418 0fc8c6f 
0fc6ed6 0fccbfc 0fbda30 0fba347 0fc7532 
0fcc57b 0fcd780 0fc2f83 0fbfa45 0fc8129 
0fc862c 0fcd5d4 0fbf374 0fbbb57 0fc7f4c 
0fc92cc 0fccc20 0fbff88 0fbcabf 0fc723f 
0fcbbb2 0fcdcd4 0fc2983 0fbf289 0fc84e9 
0fc69c1 0fcc7ce 0fbd7c1 0fba11a 0fc6e94 
0fcbf88 0fcd1c7 0fc2c40 0fbf72e 0fc7a58 
0fc8077 0fccf10 0fbef44 0fbb733 0fc783a 
0fc8c52 0fcc319 0fbf919 0fbc444 0fc6ba8 
0fcb4bf 0fcd3e2 0fc22a9 0fbeb9c 0fc7fec 
0fc636b 0fcbfe2 0fbd161 0fb9ac2 0fc6a30 
0fcb98e 0fccaea 0fc2636 0fbf12a 0fc7609 
0fc7a12 0fcc8d8 0fbe8d0 0fbb0d4 0fc73ef 
0fc860d 0fcbd24 0fbf2cb 0fbbe01 0fc6793 
0fcaeb5 0fcce94 0fc1c9c 0fbe596 0fc7b19 
0fc5c7a 0fcb8e4 0fbca97 0fb93ef 0fc6385 
0fcb392 0fcc4be 0fc205b 0fbeb41 0fc6f23 
0fc7478 0fcc419 0fbe351 0fbab44 0fc6b67 
0fc80d6 0fcb93b 0fbeda6 0fbb8d7 0fc5cfd 
0fca986 0fccadc 0fc1713 0fbdffb 0fc6e9d 
0fc5961 0fcb74b 0fbc4c2 0fb8dcf 0fc5354 
0fcb015 0fcc224 0fc1a91 0fbe4fd 0fc5b9c 
0fc71b9 0fcbd47 0fbe091 0fba870 0fc5aff 
0fc7d9b 0fcafd4 0fbea73 0fbb594 0fc4f29 
0fca610 0fcc2cc 0fc13ee 0fbdcea 0fc63eb 
0fc8767 0fc9eb6 0fbf4f5 0fbbd93 0fc56ac 
0fc3935 0fc8a6b 0fba6bc 0fb6ff9 0fc401a 
0fc9360 0fc9b87 0fbffa3 0fbca32 0fc4f05 
0fc4fa7 0fc992d 0fbbdda 0fb8591 0fc4af7 
0fc637a 0fc8ccc 0fbcfb2 0fb9aa6 0fc40d2 
0fc86e0 0fc9d56 0fbf47b 0fbbcf8 0fc559b 
0fc399f 0fc899e 0fba72c 0fb7053 0fc3f41 
0fc9339 0fc98be 0fbff97 0fbca15 0fc4e45 
0fc4f7d 0fc9612 0fbbdd7 0fb8574 0fc4ac4 
0fc6433 0fc8de3 0fbd091 0fb9b7c 0fc3f87 
0fc86d1 0fc9fef 0fbf473 0fbbcf3 0fc52f2 
0fc392c 0fc8d12 0fba6cb 0fb700d 0fc3c20 
0fc9285 0fc9ba3 0fbfee7 0fbc97e 0fc4af4 
0fc4f65 0fc98e2 0fbbdb3 0fb8578 0fc4801 
0fc6456 0fc8f2f 0fbd08b 0fb9ba3 0fc3d1d 
0fc8778 0fca145 0fbf4fe 0fbbdaf 0fc514f 
0fc3a8e 0fc8dea 0fba7f5 0fb7165 0fc3b4a 
0fc9346 0fc9b1b 0fbff81 0fbca3f 0fc4a83 
0fc4fea 0fc9823 0fbbe21 0fb8613 0fc4874 
0fc6448 0fc8e74 0fbd090 0fb9baf 0fc3d5a 
0fc8707 0fc9fdb 0fbf49a 0fbbd43 0fc5130 
0fc3a5e 0fc8c42 0fba7d1 0fb7132 0fc3b33 
0fc9363 0fc98a6 0fbffb2 0fbca57 0fc49b5 
0fc4f17 0fc944d 0fbbd6b 0fb8526 0fc440e 
0fc64d4 0fc8c30 0fbcea0 0fb994b 0fc3485 
0fc8789 0fc9d3d 0fbf29f 0fbbad5 0fc4642 
0fc3aba 0fc8a81 0fba5c3 0fb6ea9 0fc2cfa 
0fc929b 0fc9c75 0fbfc8c 0fbc6dd 0fc37eb 
0fc4ee9 0fc9e52 0fbbad7 0fb8265 0fc3604 
0fc61cf 0fc94f2 0fbcbaa 0fb96a3 0fc2cb4 
0fc834b 0fca552 0fbee67 0fbb70d 0fc409a 
0fc3610 0fc8fbd 0fba115 0fb6a6b 0fc2808 
0fc8f31 0fc9c09 0fbf927 0fbc3d1 0fc3623 
0fc4b7f 0fc9729 0fbb77f 0fb7f3f 0fc34aa 
0fc60b8 0fc8a43 0fbcaa7 0fb95b5 0fc2c94 
0fc8289 0fc994d 0fbedcb 0fbb66d 0fc4216 
0fc35c3 0fc8488 0fba0d5 0fb6a34 0fc2d1a 
0fc8eb6 0fc91fd 0fbf8c6 0fbc36d 0fc3e21 
0fc49b1 0fc8e3d 0fbb59d 0fb7d6b 0fc3c48 
0fc5f3f 0fc8451 0fbc93a 0fb9455 0fc3583 
0fc8063 0fc956f 0fbebc1 0fbb453 0fc4abb 
0fc3398 0fc834b 0fb9eb5 0fb6811 0fc344b 
0fc8d40 0fc9134 0fbf740 0fbc1e1 0fc44f7 
0fc4767 0fc8cea 0fbb37f 0fb7b3f 0fc3f61 
0fc5cc7 0fc83a3 0fbc6eb 0fb91eb 0fc3301 
0fc7e15 0fc9571 0fbe995 0fbb229 0fc454a 
0fc3136 0fc8214 0fb9c91 0fb65e6 0fc2c8c 
0fc8afd 0fc927a 0fbf521 0fbbfd3 0fc3a63 
0fc4511 0fc9049 0fbb1d9 0fb79d6 0fc3494 
0fc5c61 0fc8b35 0fbc8d6 0fb946c 0fc2994 
0fc7cfa 0fc9f74 0fbeadf 0fbb3f5 0fc3a4f 
0fc3055 0fc8d37 0fb9e26 0fb67f1 0fc2370 
0fc8a11 0fc96c5 0fbf6a7 0fbc1a0 0fc3512 
0fc44ff 0fc8f13 0fbb3a1 0fb7bad 0fc31f9 
0fc5cc3 0fc8456 0fbc943 0fb94a4 0fc28cf 
0fc7dfc 0fc9544 0fbebde 0fbb4cc 0fc3df6 
0fc30af 0fc7e39 0fb9e92 0fb6833 0fc2ae7 
0fc894a 0fc89c2 0fbf608 0fbc0dd 0fc3f1b 
0fc4385 0fc85c2 0fbb228 0fb7a43 0fc3f48 
0fc5a91 0fc7ff1 0fbc711 0fb9294 0fc34ec 
0fc7b86 0fc916e 0fbe971 0fbb25f 0fc47ca 
0fc2fd0 0fc7e0c 0fb9d9d 0fb6751 0fc2fff 
0fc88f5 0fc90bf 0fbf595 0fbc093 0fc3c8f 
0fc43f4 0fc8ef8 0fbb264 0fb7aae 0fc36d4 
0fc5bb7 0fc8536 0fbc835 0fb93b8 0fc2bcd 
0fc7ce0 0fc977e 0fbeadb 0fbb3d0 0fc3efd 
0fc3005 0fc8428 0fb9ddb 0fb67a7 0fc26d6 
0fc890c 0fc91b7 0fbf5af 0fbc0c1 0fc3549 
0fc42a4 0fc8f69 0fbb159 0fb798b 0fc31b7 
0fc5a16 0fc86b7 0fbc697 0fb921d 0fc28b2 
0fc7b9b 0fc99cc 0fbe6bd 0fbafa8 0fc3b54 
0fc305f 0fc83c9 0fb9b3b 0fb64c8 0fc2750 
0fc88f3 0fc8dc4 0fbf2c9 0fbbda0 0fc3988 
0fc4281 0fc8923 0fbae4e 0fb7655 0fc38ea 
0fc59f7 0fc7eb8 0fbc3a5 0fb8f00 0fc332e 
0fc7a5e 0fc903f 0fbe545 0fbae31 0fc490e 
0fc2ddb 0fc7e8f 0fb98a6 0fb6255 0fc33bb 
0fc85fe 0fc8c1c 0fbefeb 0fbbacd 0fc4419 
0fc4097 0fc887b 0fbac89 0fb7498 0fc422a 
0fc5732 0fc8149 0fbc0f4 0fb8c5b 0fc3600 
0fc76bb 0fc921e 0fbe207 0fbaaeb 0fc475e 
0fc2a14 0fc7db6 0fb9535 0fb5ee3 0fc2eb0 
0fc83e9 0fc8e44 0fbedd3 0fbb8d1 0fc3c44 
0fc3ed3 0fc8b47 0fbaa9c 0fb72cb 0fc370b 
0fc5521 0fc8019 0fbbef7 0fb8a67 0fc2a5a 
0fc7591 0fc9015 0fbe0bb 0fba999 0fc3dc7 
0fc29a6 0fc7af9 0fb9496 0fb5e41 0fc2698 
0fc82dc 0fc89b2 0fbec9d 0fbb77a 0fc35d0 
0fc3c7b 0fc859a 0fba822 0fb7031 0fc3215 
0fc53c7 0fc7c4d 0fbbd66 0fb88c0 0fc27d0 
0fc732a 0fc8e4d 0fbde38 0fba70c 0fc3be3 
0fc2777 0fc7b0f 0fb9252 0fb5be8 0fc26b6 
0fc7f71 0fc8851 0fbe91c 0fbb401 0fc3654 
0fc3860 0fc84da 0fba409 0fb6c1e 0fc310d 
0fc4f8b 0fc7bde 0fbb915 0fb8474 0fc2623 
0fc6be3 0fc8b10 0fbd6ec 0fb9fbd 0fc383f 
0fc2026 0fc75c3 0fb8ae8 0fb5498 0fc20e9 
0fc79a7 0fc820a 0fbe36a 0fbae4f 0fc2fb7 
0fc31ec 0fc7bfe 0fb9dc7 0fb65de 0fc2998 
0fc4b0c 0fc7378 0fbb5b7 0fb8139 0fc2054 
0fc6b5a 0fc84e1 0fbd8e6 0fba21b 0fc3677 
0fc2073 0fc7057 0fb8de9 0fb57f2 0fc1f72 
0fc7bca 0fc8096 0fbe829 0fbb369 0fc2fcf 
0fc3717 0fc7de6 0fba562 0fb6dde 0fc2cfd 
0fc5133 0fc7681 0fbbd70 0fb8936 0fc2486 
0fc70ac 0fc89ed 0fbde52 0fba78b 0fc395d 
0fc265d 0fc7746 0fb93e5 0fb5dfb 0fc24c9 
0fc7f70 0fc84b9 0fbebce 0fbb715 0fc34f1 
0fc383e 0fc806e 0fba691 0fb6f19 0fc3113 
0fc53d8 0fc793a 0fbc01c 0fb8bfa 0fc2b41 
0fc7578 0fc8c6a 0fbe2f9 0fbac62 0fc417f 
